Time,tiffany_haddish
2022-04-27,2.0
2022-04-28,1.0
2022-04-29,1.0
2022-04-30,2.0
2022-05-01,2.0
2022-05-02,1.0
2022-05-03,1.0
2022-05-04,1.0
2022-05-05,1.0
2022-05-06,2.0
2022-05-07,2.0
2022-05-08,2.0
2022-05-09,1.0
2022-05-10,1.0
2022-05-11,1.0
2022-05-12,1.0
2022-05-13,1.0
2022-05-14,1.0
2022-05-15,1.0
2022-05-16,1.0
2022-05-17,1.0
2022-05-18,1.0
2022-05-19,1.0
2022-05-20,1.0
2022-05-21,2.0
2022-05-22,2.0
2022-05-23,1.0
2022-05-24,1.0
2022-05-25,1.0
2022-05-26,1.0
2022-05-27,2.0
2022-05-28,2.0
2022-05-29,2.0
2022-05-30,2.0
2022-05-31,3.0
2022-06-01,1.0
2022-06-02,2.0
2022-06-03,2.0
2022-06-04,2.0
2022-06-05,2.0
2022-06-06,1.0
2022-06-07,1.0
2022-06-08,1.0
2022-06-09,1.0
2022-06-10,1.0
2022-06-11,2.0
2022-06-12,3.0
2022-06-13,2.0
2022-06-14,1.0
2022-06-15,1.0
2022-06-16,1.0
2022-06-17,2.0
2022-06-18,2.0
2022-06-19,2.0
2022-06-20,2.0
2022-06-21,1.0
2022-06-22,1.0
2022-06-23,1.0
2022-06-24,1.0
2022-06-25,2.0
2022-06-26,2.0
2022-06-27,2.0
2022-06-28,1.0
2022-06-29,1.0
2022-06-30,1.0
2022-07-01,1.0
2022-07-02,1.0
2022-07-03,2.0
2022-07-04,2.0
2022-07-05,1.0
2022-07-06,1.0
2022-07-07,1.0
2022-07-08,1.0
2022-07-09,2.0
2022-07-10,2.0
2022-07-11,2.0
2022-07-12,2.0
2022-07-13,1.0
2022-07-14,2.0
2022-07-15,1.0
2022-07-16,2.0
2022-07-17,2.0
2022-07-18,1.0
2022-07-19,2.0
2022-07-20,2.0
2022-07-21,2.0
2022-07-22,1.0
2022-07-23,2.0
2022-07-24,3.0
2022-07-25,2.0
2022-07-26,2.0
2022-07-27,2.0
2022-07-28,1.0
2022-07-29,2.0
2022-07-30,2.0
2022-07-31,3.0
2022-08-01,2.0
2022-08-02,5.0
2022-08-03,3.0
2022-08-04,2.0
2022-08-05,2.0
2022-08-06,2.0
2022-08-07,3.0
2022-08-08,1.0
2022-08-09,4.0
2022-08-10,3.0
2022-08-11,2.0
2022-08-12,2.0
2022-08-13,2.0
2022-08-14,3.0
2022-08-15,2.0
2022-08-16,6.0
2022-08-17,4.0
2022-08-18,2.0
2022-08-19,2.0
2022-08-20,2.0
2022-08-21,2.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,1.0
2022-08-25,1.0
2022-08-26,1.0
2022-08-27,2.0
2022-08-28,2.0
2022-08-29,1.0
2022-08-30,1.0
2022-08-31,1.0
2022-09-01,4.0
2022-09-02,38.0
2022-09-03,100.0
2022-09-04,52.0
2022-09-05,50.0
2022-09-06,32.0
2022-09-07,23.0
2022-09-08,26.0
2022-09-09,15.0
2022-09-10,8.0
2022-09-11,8.0
2022-09-12,4.0
2022-09-13,4.0
2022-09-14,3.0
2022-09-15,3.0
2022-09-16,3.0
2022-09-17,3.0
2022-09-18,3.0
2022-09-19,2.0
2022-09-20,3.0
2022-09-21,8.0
2022-09-22,24.0
2022-09-23,12.0
2022-09-24,9.0
2022-09-25,7.0
2022-09-26,4.0
2022-09-27,5.0
2022-09-28,5.0
2022-09-29,3.0
2022-09-30,3.0
2022-10-01,5.0
2022-10-02,5.0
2022-10-03,2.0
2022-10-04,2.0
2022-10-05,2.0
2022-10-06,1.0
2022-10-07,1.0
2022-10-08,1.0
2022-10-09,2.0
2022-10-10,1.0
2022-10-11,2.0
2022-10-12,2.0
2022-10-13,2.0
2022-10-14,1.0
2022-10-15,2.0
2022-10-16,2.0
2022-10-17,1.0
2022-10-18,1.0
2022-10-19,1.0
2022-10-20,2.0
2022-10-21,3.0
2022-10-22,3.0
2022-10-23,2.0
2022-10-24,2.0
2022-10-25,2.0
2022-10-26,2.0
2022-10-27,2.0
2022-10-28,1.0
2022-10-29,1.0
2022-10-30,1.0
2022-10-31,1.0
2022-11-01,1.0
2022-11-02,1.0
2022-11-03,1.0
2022-11-04,1.0
2022-11-05,2.0
2022-11-06,1.0
2022-11-07,1.0
2022-11-08,1.0
2022-11-09,2.0
2022-11-10,2.0
2022-11-11,3.0
2022-11-12,2.0
2022-11-13,1.0
2022-11-14,1.0
2022-11-15,1.0
2022-11-16,1.0
2022-11-17,1.0
2022-11-18,1.0
2022-11-19,1.0
2022-11-20,1.0
2022-11-21,1.0
2022-11-22,1.0
2022-11-23,1.0
2022-11-24,3.0
2022-11-25,7.0
2022-11-26,4.0
2022-11-27,3.0
2022-11-28,1.0
2022-11-29,2.0
2022-11-30,2.0
2022-12-01,2.0
2022-12-02,1.0
2022-12-03,1.0
2022-12-04,2.0
2022-12-05,1.0
2022-12-06,1.0
2022-12-07,1.0
2022-12-08,1.0
2022-12-09,1.0
2022-12-10,1.0
2022-12-11,1.0
2022-12-12,1.0
2022-12-13,1.0
2022-12-14,1.0
2022-12-15,1.0
2022-12-16,1.0
2022-12-17,1.0
2022-12-18,1.0
2022-12-19,1.0
2022-12-20,1.0
2022-12-21,1.0
2022-12-22,1.0
2022-12-23,1.0
2022-12-24,1.0
2022-12-25,1.0
2022-12-26,1.0
2022-12-27,1.0
2022-12-28,2.0
2022-12-29,1.0
2022-12-30,1.0
2022-12-31,1.0
2023-01-01,1.0
2023-01-02,1.0
2023-01-03,1.0
2023-01-04,1.0
2023-01-05,1.0
2023-01-06,1.0
2023-01-07,2.0
2023-01-08,2.0
2023-01-09,1.0
2023-01-10,2.0
2023-01-11,2.0
2023-01-12,1.0
2023-01-13,1.0
2023-01-14,2.0
2023-01-15,1.0
2023-01-16,2.0
2023-01-17,1.0
2023-01-18,1.0
2023-01-19,1.0
2023-01-20,1.0
2023-01-21,1.0
2023-01-22,1.0
2023-01-23,2.0
2023-01-24,3.0
2023-01-25,2.0
2023-01-26,1.0
2023-01-27,1.0
2023-01-28,1.0
2023-01-29,1.0
2023-01-30,1.0
2023-01-31,1.0
2023-02-01,1.0
2023-02-02,1.0
2023-02-03,1.0
2023-02-04,1.0
2023-02-05,2.0
2023-02-06,1.0
2023-02-07,1.0
2023-02-08,1.0
2023-02-09,1.0
2023-02-10,1.0
2023-02-11,1.0
2023-02-12,3.0
2023-02-13,1.0
2023-02-14,1.0
2023-02-15,1.0
2023-02-16,1.0
2023-02-17,1.0
2023-02-18,2.0
2023-02-19,3.0
2023-02-20,1.0
2023-02-21,1.0
2023-02-22,1.0
2023-02-23,1.0
2023-02-24,1.0
2023-02-25,1.0
2023-02-26,2.0
2023-02-27,1.0
2023-02-28,1.0
2023-03-01,1.0
2023-03-02,1.0
2023-03-03,1.0
2023-03-04,1.0
2023-03-05,1.0
2023-03-06,1.0
2023-03-07,1.0
2023-03-08,1.0
2023-03-09,1.0
2023-03-10,1.0
2023-03-11,2.0
2023-03-12,1.0
2023-03-13,2.0
2023-03-14,2.0
2023-03-15,1.0
2023-03-16,1.0
2023-03-17,1.0
2023-03-18,1.0
2023-03-19,1.0
2023-03-20,1.0
2023-03-21,1.0
2023-03-22,1.0
2023-03-23,1.0
2023-03-24,1.0
2023-03-25,1.0
2023-03-26,1.0
2023-03-27,1.0
2023-03-28,1.0
2023-03-29,1.0
2023-03-30,1.0
2023-03-31,1.0
2023-04-01,1.0
2023-04-02,1.0
2023-04-03,1.0
2023-04-04,1.0
2023-04-05,1.0
2023-04-06,1.0
2023-04-07,1.0
2023-04-08,1.0
2023-04-09,1.0
2023-04-10,1.0
2023-04-11,1.0
2023-04-12,1.0
2023-04-13,1.0
2023-04-14,1.0
2023-04-15,1.0
2023-04-16,1.0
2023-04-17,2.0
2023-04-18,1.0
2023-04-19,1.0
2023-04-20,2.0
2023-04-21,3.0
2023-04-22,2.0
2023-04-23,2.0
2023-04-24,1.0
2023-04-25,1.0
2023-04-26,0.9210526315789473
2023-04-27,1.026315789473684
2023-04-28,1.026315789473684
2023-04-29,1.131578947368421
2023-04-30,1.8421052631578947
2023-05-01,0.9210526315789473
2023-05-02,0.9210526315789473
2023-05-03,0.9210526315789473
2023-05-04,0.9210526315789473
2023-05-05,0.8157894736842105
2023-05-06,1.026315789473684
2023-05-07,0.9210526315789473
2023-05-08,1.131578947368421
2023-05-09,0.9210526315789473
2023-05-10,0.9210526315789473
2023-05-11,0.9210526315789473
2023-05-12,1.026315789473684
2023-05-13,1.026315789473684
2023-05-14,1.131578947368421
2023-05-15,0.9210526315789473
2023-05-16,1.026315789473684
2023-05-17,0.9210526315789473
2023-05-18,1.026315789473684
2023-05-19,1.236842105263158
2023-05-20,1.131578947368421
2023-05-21,1.9473684210526314
2023-05-22,1.026315789473684
2023-05-23,1.026315789473684
2023-05-24,1.026315789473684
2023-05-25,0.9210526315789473
2023-05-26,0.8421052631578947
2023-05-27,1.0526315789473684
2023-05-28,1.6842105263157894
2023-05-29,1.263157894736842
2023-05-30,1.0526315789473684
2023-05-31,0.8421052631578947
2023-06-01,0.8421052631578947
2023-06-02,1.0526315789473684
2023-06-03,0.8421052631578947
2023-06-04,1.0526315789473684
2023-06-05,0.8421052631578947
2023-06-06,0.8421052631578947
2023-06-07,1.0526315789473684
2023-06-08,1.0526315789473684
2023-06-09,1.263157894736842
2023-06-10,1.263157894736842
2023-06-11,1.263157894736842
2023-06-12,1.0526315789473684
2023-06-13,1.0526315789473684
2023-06-14,1.263157894736842
2023-06-15,1.6842105263157894
2023-06-16,1.4736842105263157
2023-06-17,1.6842105263157894
2023-06-18,1.263157894736842
2023-06-19,1.263157894736842
2023-06-20,1.0526315789473684
2023-06-21,1.0526315789473684
2023-06-22,0.8421052631578947
2023-06-23,1.0526315789473684
2023-06-24,1.0526315789473684
2023-06-25,1.4736842105263157
2023-06-26,1.0526315789473684
2023-06-27,1.4736842105263157
2023-06-28,1.894736842105263
2023-06-29,1.4736842105263157
2023-06-30,1.4736842105263157
2023-07-01,1.263157894736842
2023-07-02,1.4736842105263157
2023-07-03,1.263157894736842
2023-07-04,1.4736842105263157
2023-07-05,1.4736842105263157
2023-07-06,1.4736842105263157
2023-07-07,2.3157894736842106
2023-07-08,2.9473684210526314
2023-07-09,2.3157894736842106
2023-07-10,2.1052631578947367
2023-07-11,2.3157894736842106
2023-07-12,2.1052631578947367
2023-07-13,2.9473684210526314
2023-07-14,2.1052631578947367
2023-07-15,2.1052631578947367
2023-07-16,2.1052631578947367
2023-07-17,1.6842105263157894
2023-07-18,1.4736842105263157
2023-07-19,2.526315789473684
2023-07-20,1.263157894736842
2023-07-21,1.263157894736842
2023-07-22,1.894736842105263
2023-07-23,3.1578947368421053
2023-07-24,5.052631578947368
2023-07-25,2.9473684210526314
2023-07-26,1.894736842105263
2023-07-27,1.6842105263157894
2023-07-28,2.1052631578947367
2023-07-29,2.3157894736842106
2023-07-30,2.3157894736842106
2023-07-31,1.4736842105263157
2023-08-01,1.4736842105263157
2023-08-02,1.4736842105263157
2023-08-03,1.263157894736842
2023-08-04,1.4736842105263157
2023-08-05,1.6842105263157894
2023-08-06,1.6842105263157894
2023-08-07,1.0526315789473684
2023-08-08,1.0526315789473684
2023-08-09,1.4736842105263157
2023-08-10,1.4736842105263157
2023-08-11,1.4736842105263157
2023-08-12,1.4736842105263157
2023-08-13,1.6842105263157894
2023-08-14,1.263157894736842
2023-08-15,1.263157894736842
2023-08-16,1.263157894736842
2023-08-17,1.263157894736842
2023-08-18,1.894736842105263
2023-08-19,2.3157894736842106
2023-08-20,1.894736842105263
2023-08-21,1.4736842105263157
2023-08-22,1.4736842105263157
2023-08-23,1.0526315789473684
2023-08-24,1.0526315789473684
2023-08-25,1.0526315789473684
2023-08-26,1.0526315789473684
2023-08-27,1.4736842105263157
2023-08-28,1.0526315789473684
2023-08-29,0.631578947368421
2023-08-30,0.8421052631578947
2023-08-31,1.0526315789473684
2023-09-01,0.8421052631578947
2023-09-02,1.0526315789473684
2023-09-03,1.263157894736842
2023-09-04,1.4736842105263157
2023-09-05,2.1052631578947367
2023-09-06,0.8421052631578947
2023-09-07,0.8421052631578947
2023-09-08,1.263157894736842
2023-09-09,1.894736842105263
2023-09-10,1.6842105263157894
2023-09-11,1.263157894736842
2023-09-12,1.6842105263157894
2023-09-13,5.473684210526315
2023-09-14,3.789473684210526
2023-09-15,4.631578947368421
2023-09-16,3.1578947368421053
2023-09-17,2.3157894736842106
2023-09-18,2.1052631578947367
2023-09-19,1.4736842105263157
2023-09-20,1.4736842105263157
2023-09-21,1.263157894736842
2023-09-22,1.4736842105263157
2023-09-23,1.4736842105263157
2023-09-24,1.894736842105263
2023-09-25,1.4736842105263157
2023-09-26,1.0526315789473684
2023-09-27,1.4736842105263157
2023-09-28,1.6842105263157894
2023-09-29,1.263157894736842
2023-09-30,1.4736842105263157
2023-10-01,1.6842105263157894
2023-10-02,1.0526315789473684
2023-10-03,1.0526315789473684
2023-10-04,1.0526315789473684
2023-10-05,1.6842105263157894
2023-10-06,1.6842105263157894
2023-10-07,2.1052631578947367
2023-10-08,2.3157894736842106
2023-10-09,1.6842105263157894
2023-10-10,1.263157894736842
2023-10-11,1.0526315789473684
2023-10-12,1.0526315789473684
2023-10-13,1.0526315789473684
2023-10-14,1.263157894736842
2023-10-15,1.894736842105263
2023-10-16,1.0526315789473684
2023-10-17,1.263157894736842
2023-10-18,1.263157894736842
2023-10-19,1.0526315789473684
2023-10-20,0.8421052631578947
2023-10-21,1.4736842105263157
2023-10-22,1.6842105263157894
2023-10-23,1.4736842105263157
2023-10-24,6.947368421052631
2023-10-25,1.0526315789473684
2023-10-26,1.4736842105263157
2023-10-27,2.7368421052631575
2023-10-28,1.4736842105263157
2023-10-29,1.4736842105263157
2023-10-30,1.263157894736842
2023-10-31,1.4736842105263157
2023-11-01,1.4736842105263157
2023-11-02,1.0526315789473684
2023-11-03,1.263157894736842
2023-11-04,1.263157894736842
2023-11-05,1.263157894736842
2023-11-06,1.0526315789473684
2023-11-07,0.8421052631578947
2023-11-08,0.8421052631578947
2023-11-09,2.3157894736842106
2023-11-10,1.4736842105263157
2023-11-11,1.4736842105263157
2023-11-12,1.0526315789473684
2023-11-13,0.8421052631578947
2023-11-14,1.0526315789473684
2023-11-15,1.6842105263157894
2023-11-16,1.4736842105263157
2023-11-17,1.0526315789473684
2023-11-18,2.1052631578947367
2023-11-19,1.6842105263157894
2023-11-20,1.263157894736842
2023-11-21,0.8421052631578947
2023-11-22,1.0526315789473684
2023-11-23,1.4736842105263157
2023-11-24,14.94736842105263
2023-11-25,21.052631578947366
2023-11-26,7.578947368421052
2023-11-27,4.631578947368421
2023-11-28,4.631578947368421
2023-11-29,2.7368421052631575
2023-11-30,1.4736842105263157
2023-12-01,1.263157894736842
2023-12-02,1.6842105263157894
2023-12-03,1.894736842105263
2023-12-04,1.0526315789473684
2023-12-05,1.0526315789473684
2023-12-06,1.0526315789473684
2023-12-07,1.263157894736842
2023-12-08,0.8421052631578947
2023-12-09,1.263157894736842
2023-12-10,1.263157894736842
2023-12-11,0.8421052631578947
2023-12-12,0.8421052631578947
2023-12-13,1.0526315789473684
2023-12-14,1.894736842105263
2023-12-15,1.263157894736842
2023-12-16,1.263157894736842
2023-12-17,1.4736842105263157
2023-12-18,1.0526315789473684
2023-12-19,0.631578947368421
2023-12-20,1.263157894736842
2023-12-21,1.0526315789473684
2023-12-22,1.699248120300752
2023-12-23,1.6541353383458646
2023-12-24,1.0676691729323307
2023-12-25,1.0676691729323307
2023-12-26,0.8270676691729323
2023-12-27,1.263157894736842
2023-12-28,1.263157894736842
2023-12-29,1.0676691729323307
2023-12-30,1.0225563909774436
2023-12-31,1.0676691729323307
2024-01-01,1.6541353383458646
2024-01-02,1.0225563909774436
2024-01-03,1.0225563909774436
2024-01-04,2.1353383458646613
2024-01-05,3.398496240601504
2024-01-06,8.842105263157894
2024-01-07,9.037593984962406
2024-01-08,5.248120300751879
2024-01-09,3.1578947368421053
2024-01-10,2.526315789473684
2024-01-11,1.894736842105263
2024-01-12,2.090225563909774
2024-01-13,2.090225563909774
2024-01-14,1.3082706766917291
2024-01-15,1.263157894736842
2024-01-16,1.4586466165413534
2024-01-17,1.4586466165413534
2024-01-18,5.052631578947368
2024-01-19,2.2857142857142856
2024-01-20,1.9398496240601504
2024-01-21,1.9849624060150375
2024-01-22,2.075187969924812
2024-01-23,2.075187969924812
2024-01-24,1.6240601503759398
2024-01-25,1.1729323308270676
2024-01-26,1.0827067669172932
2024-01-27,1.443609022556391
2024-01-28,1.443609022556391
2024-01-29,0.8120300751879699
2024-01-30,1.1729323308270676
2024-01-31,0.7218045112781954
2024-02-01,0.9924812030075187
2024-02-02,0.9924812030075187
2024-02-03,1.263157894736842
2024-02-04,1.1729323308270676
2024-02-05,0.7218045112781954
2024-02-06,0.9022556390977443
2024-02-07,1.0827067669172932
2024-02-08,2.887218045112782
2024-02-09,1.8045112781954886
2024-02-10,1.9849624060150375
2024-02-11,1.6240601503759398
2024-02-12,0.9924812030075187
2024-02-13,0.9924812030075187
2024-02-14,0.9022556390977443
2024-02-15,0.9022556390977443
2024-02-16,1.0827067669172932
2024-02-17,1.443609022556391
2024-02-18,1.8045112781954886
2024-02-19,1.0827067669172932
2024-02-20,1.263157894736842
2024-02-21,5.954887218045112
2024-02-22,6.947368421052631
2024-02-23,3.4285714285714284
2024-02-24,2.526315789473684
2024-02-25,2.345864661654135
2024-02-26,1.443609022556391
2024-02-27,1.1729323308270676
2024-02-28,0.9924812030075187
2024-02-29,1.0827067669172932
2024-03-01,0.9924812030075187
2024-03-02,0.9924812030075187
2024-03-03,1.0827067669172932
2024-03-04,0.9022556390977443
2024-03-05,0.8120300751879699
2024-03-06,0.631578947368421
2024-03-07,0.9022556390977443
2024-03-08,0.7218045112781954
2024-03-09,0.9924812030075187
2024-03-10,1.1729323308270676
2024-03-11,0.9022556390977443
2024-03-12,0.9022556390977443
2024-03-13,0.7218045112781954
2024-03-14,0.8120300751879699
2024-03-15,0.8120300751879699
2024-03-16,1.263157894736842
2024-03-17,0.7218045112781954
2024-03-18,0.7218045112781954
2024-03-19,0.631578947368421
2024-03-20,0.45112781954887216
2024-03-21,0.631578947368421
2024-03-22,0.9924812030075187
2024-03-23,0.8120300751879699
2024-03-24,1.0827067669172932
2024-03-25,0.9022556390977443
2024-03-26,0.9022556390977443
2024-03-27,1.1729323308270676
2024-03-28,0.7218045112781954
2024-03-29,0.7218045112781954
2024-03-30,1.0827067669172932
2024-03-31,0.8120300751879699
2024-04-01,0.9924812030075187
2024-04-02,0.7218045112781954
2024-04-03,0.5413533834586466
2024-04-04,0.9924812030075187
2024-04-05,0.8120300751879699
2024-04-06,0.8120300751879699
2024-04-07,0.45112781954887216
2024-04-08,0.5413533834586466
2024-04-09,0.5413533834586466
2024-04-10,0.45112781954887216
2024-04-11,0.45112781954887216
2024-04-12,0.3609022556390977
2024-04-13,0.7218045112781954
2024-04-14,0.8120300751879699
2024-04-15,0.631578947368421
2024-04-16,0.631578947368421
2024-04-17,0.5413533834586466
2024-04-18,0.631578947368421
2024-04-19,0.45112781954887216
2024-04-20,0.7218045112781954
2024-04-21,1.0827067669172932
2024-04-22,0.5413533834586466
2024-04-23,0.7218045112781954
2024-04-24,0.631578947368421
2024-04-25,0.9924812030075187
2024-04-26,1.1729323308270676
2024-04-27,0.7218045112781954
2024-04-28,1.263157894736842
2024-04-29,0.9022556390977443
2024-04-30,0.631578947368421
2024-05-01,0.9022556390977443
2024-05-02,1.443609022556391
2024-05-03,2.075187969924812
2024-05-04,1.894736842105263
2024-05-05,1.7142857142857142
2024-05-06,4.421052631578947
2024-05-07,6.406015037593985
2024-05-08,4.69172932330827
2024-05-09,3.1578947368421053
2024-05-10,2.977443609022556
2024-05-11,3.518796992481203
2024-05-12,3.0676691729323307
2024-05-13,2.2556390977443606
2024-05-14,1.894736842105263
2024-05-15,1.894736842105263
2024-05-16,1.443609022556391
2024-05-17,1.263157894736842
2024-05-18,1.8045112781954886
2024-05-19,1.7142857142857142
2024-05-20,1.5338345864661653
2024-05-21,1.263157894736842
2024-05-22,0.9924812030075187
2024-05-23,3.2481203007518795
2024-05-24,2.1654135338345863
2024-05-25,1.8045112781954886
2024-05-26,1.6240601503759398
2024-05-27,1.263157894736842
2024-05-28,0.9022556390977443
2024-05-29,0.9924812030075187
2024-05-30,0.9022556390977443
2024-05-31,0.9924812030075187
2024-06-01,1.0827067669172932
2024-06-02,1.1729323308270676
2024-06-03,1.1729323308270676
2024-06-04,1.0827067669172932
2024-06-05,5.323308270676692
2024-06-06,3.2481203007518795
2024-06-07,2.43609022556391
2024-06-08,2.2556390977443606
2024-06-09,2.1654135338345863
2024-06-10,1.5338345864661653
2024-06-11,0.9924812030075187
2024-06-12,1.3533834586466165
2024-06-13,3.3383458646616537
2024-06-14,1.6240601503759398
2024-06-15,1.443609022556391
2024-06-16,1.1729323308270676
2024-06-17,1.0827067669172932
2024-06-18,1.263157894736842
2024-06-19,0.9924812030075187
2024-06-20,1.0827067669172932
2024-06-21,1.7142857142857142
2024-06-22,1.263157894736842
2024-06-23,1.1729323308270676
2024-06-24,0.9924812030075187
2024-06-25,1.0827067669172932
2024-06-26,0.9924812030075187
2024-06-27,0.9924812030075187
2024-06-28,0.7218045112781954
2024-06-29,1.1729323308270676
2024-06-30,0.9022556390977443
2024-07-01,0.9924812030075187
2024-07-02,0.9924812030075187
2024-07-03,0.7218045112781954
2024-07-04,0.7218045112781954
2024-07-05,0.9022556390977443
2024-07-06,0.9022556390977443
2024-07-07,0.9022556390977443
2024-07-08,0.5413533834586466
2024-07-09,0.631578947368421
2024-07-10,0.631578947368421
2024-07-11,0.7218045112781954
2024-07-12,0.8120300751879699
2024-07-13,0.9022556390977443
2024-07-14,1.1729323308270676
2024-07-15,0.8120300751879699
2024-07-16,0.9022556390977443
2024-07-17,2.1654135338345863
2024-07-18,2.887218045112782
2024-07-19,1.3533834586466165
2024-07-20,1.0827067669172932
2024-07-21,0.8120300751879699
2024-07-22,1.0827067669172932
2024-07-23,0.8120300751879699
2024-07-24,0.9022556390977443
2024-07-25,0.7218045112781954
2024-07-26,1.0827067669172932
2024-07-27,0.9022556390977443
2024-07-28,1.443609022556391
2024-07-29,1.443609022556391
2024-07-30,1.1729323308270676
2024-07-31,0.8120300751879699
2024-08-01,0.9022556390977443
2024-08-02,0.7218045112781954
2024-08-03,0.9924812030075187
2024-08-04,0.9924812030075187
2024-08-05,0.5413533834586466
2024-08-06,0.8120300751879699
2024-08-07,0.8120300751879699
2024-08-08,0.631578947368421
2024-08-09,0.7218045112781954
2024-08-10,0.9924812030075187
2024-08-11,1.3533834586466165
2024-08-12,0.9022556390977443
2024-08-13,0.9924812030075187
2024-08-14,1.1729323308270676
2024-08-15,0.9924812030075187
2024-08-16,1.0827067669172932
2024-08-17,1.0827067669172932
2024-08-18,1.419002050580998
2024-08-19,0.9022556390977443
2024-08-20,1.5461380724538618
2024-08-21,0.9883800410116199
2024-08-22,0.9022556390977443
2024-08-23,0.8161312371838687
2024-08-24,0.9022556390977443
2024-08-25,0.9022556390977443
2024-08-26,0.6028708133971291
2024-08-27,0.5167464114832535
2024-08-28,0.7300068352699931
2024-08-29,0.4716336295283663
2024-08-30,0.7300068352699931
2024-08-31,0.9022556390977443
2024-09-01,0.7300068352699931
2024-09-02,0.9883800410116199
2024-09-03,0.5167464114832535
2024-09-04,0.7300068352699931
2024-09-05,0.6438824333561175
2024-09-06,0.9022556390977443
2024-09-07,1.1155160628844838
2024-09-08,1.890635680109364
2024-09-09,2.0628844839371157
2024-09-10,2.407382091592618
2024-09-11,1.2467532467532467
2024-09-12,0.9883800410116199
2024-09-13,1.0293916609706082
2024-09-14,1.2467532467532467
2024-09-15,1.0745044429254955
2024-09-16,0.6889952153110047
2024-09-17,0.9022556390977442
2024-09-18,0.984278879015721
2024-09-19,0.8202323991797675
2024-09-20,0.656185919343814
2024-09-21,0.984278879015721
2024-09-22,0.9022556390977442
2024-09-23,1.1483253588516744
2024-09-24,0.656185919343814
2024-09-25,0.7382091592617908
2024-09-26,0.656185919343814
2024-09-27,0.656185919343814
2024-09-28,0.8202323991797675
2024-09-29,0.8202323991797675
2024-09-30,0.5741626794258372
2024-10-01,0.656185919343814
2024-10-02,0.4921394395078605
2024-10-03,0.8202323991797675
2024-10-04,0.8202323991797675
2024-10-05,0.984278879015721
2024-10-06,0.8202323991797675
2024-10-07,0.656185919343814
2024-10-08,0.5741626794258372
2024-10-09,0.9022556390977442
2024-10-10,0.8202323991797675
2024-10-11,0.9022556390977442
2024-10-12,0.8202323991797675
2024-10-13,0.7382091592617908
2024-10-14,1.1483253588516744
2024-10-15,0.8202323991797675
2024-10-16,0.656185919343814
2024-10-17,0.5741626794258372
2024-10-18,0.41011619958988377
2024-10-19,0.4921394395078605
2024-10-20,0.7382091592617908
2024-10-21,0.4921394395078605
2024-10-22,0.41011619958988377
2024-10-23,0.656185919343814
2024-10-24,0.8202323991797675
2024-10-25,0.656185919343814
2024-10-26,0.9022556390977442
2024-10-27,0.9022556390977442
2024-10-28,0.656185919343814
2024-10-29,0.656185919343814
