Time,nets
2023-07-16,4.046838407494145
2023-07-17,2.8327868852459015
2023-07-18,2.6304449648711943
2023-07-19,2.8327868852459015
2023-07-20,3.0351288056206087
2023-07-21,2.6304449648711943
2023-07-22,2.6304449648711943
2023-07-23,3.0351288056206087
2023-07-24,2.428103044496487
2023-07-25,3.0351288056206087
2023-07-26,3.237470725995316
2023-07-27,2.8327868852459015
2023-07-28,2.8327868852459015
2023-07-29,2.6304449648711943
2023-07-30,2.428103044496487
2023-07-31,2.428103044496487
2023-08-01,2.8327868852459015
2023-08-02,3.0351288056206087
2023-08-03,2.428103044496487
2023-08-04,2.8327868852459015
2023-08-05,2.428103044496487
2023-08-06,2.8327868852459015
2023-08-07,2.428103044496487
2023-08-08,3.0351288056206087
2023-08-09,2.6304449648711943
2023-08-10,2.428103044496487
2023-08-11,2.22576112412178
2023-08-12,3.237470725995316
2023-08-13,2.6304449648711943
2023-08-14,2.428103044496487
2023-08-15,2.0234192037470726
2023-08-16,2.6304449648711943
2023-08-17,3.0351288056206087
2023-08-18,2.8327868852459015
2023-08-19,3.237470725995316
2023-08-20,3.237470725995316
2023-08-21,2.22576112412178
2023-08-22,2.428103044496487
2023-08-23,3.0351288056206087
2023-08-24,2.428103044496487
2023-08-25,2.428103044496487
2023-08-26,2.22576112412178
2023-08-27,2.6304449648711943
2023-08-28,2.428103044496487
2023-08-29,2.22576112412178
2023-08-30,2.22576112412178
2023-08-31,2.6304449648711943
2023-09-01,2.22576112412178
2023-09-02,2.428103044496487
2023-09-03,2.6304449648711943
2023-09-04,2.428103044496487
2023-09-05,2.22576112412178
2023-09-06,2.22576112412178
2023-09-07,2.22576112412178
2023-09-08,2.428103044496487
2023-09-09,2.22576112412178
2023-09-10,2.428103044496487
2023-09-11,2.6304449648711943
2023-09-12,2.8327868852459015
2023-09-13,2.22576112412178
2023-09-14,2.428103044496487
2023-09-15,2.22576112412178
2023-09-16,2.22576112412178
2023-09-17,2.428103044496487
2023-09-18,2.428103044496487
2023-09-19,2.428103044496487
2023-09-20,2.428103044496487
2023-09-21,2.8327868852459015
2023-09-22,2.22576112412178
2023-09-23,2.0234192037470726
2023-09-24,2.428103044496487
2023-09-25,2.428103044496487
2023-09-26,2.8327868852459015
2023-09-27,3.237470725995316
2023-09-28,3.237470725995316
2023-09-29,2.8327868852459015
2023-09-30,2.428103044496487
2023-10-01,2.8327868852459015
2023-10-02,3.0351288056206087
2023-10-03,3.0351288056206087
2023-10-04,3.0351288056206087
2023-10-05,2.6304449648711943
2023-10-06,2.6304449648711943
2023-10-07,3.0351288056206087
2023-10-08,2.8327868852459015
2023-10-09,3.6421545667447304
2023-10-10,8.296018735362997
2023-10-11,3.8444964871194376
2023-10-12,3.8444964871194376
2023-10-13,6.879625292740046
2023-10-14,3.6421545667447304
2023-10-15,3.439812646370023
2023-10-16,3.8444964871194376
2023-10-17,4.856206088992974
2023-10-18,4.046838407494145
2023-10-19,4.6538641686182665
2023-10-20,3.439812646370023
2023-10-21,3.237470725995316
2023-10-22,2.8327868852459015
2023-10-23,4.046838407494145
2023-10-24,3.8444964871194376
2023-10-25,8.09367681498829
2023-10-26,14.163934426229508
2023-10-27,7.284309133489461
2023-10-28,13.15222482435597
2023-10-29,4.856206088992974
2023-10-30,8.296018735362997
2023-10-31,9.307728337236533
2023-11-01,7.284309133489461
2023-11-02,10.117096018735362
2023-11-03,8.296018735362997
2023-11-04,14.973302107728337
2023-11-05,14.163934426229508
2023-11-06,6.474941451990632
2023-11-07,12.545199063231848
2023-11-08,7.081967213114754
2023-11-09,11.331147540983606
2023-11-10,7.081967213114754
2023-11-11,13.354566744730679
2023-11-12,9.307728337236533
2023-11-13,5.260889929742389
2023-11-14,5.86791569086651
2023-11-15,8.90304449648712
2023-11-16,8.498360655737704
2023-11-17,12.545199063231848
2023-11-18,3.6421545667447304
2023-11-19,11.331147540983606
2023-11-20,4.856206088992974
2023-11-21,3.439812646370023
2023-11-22,5.260889929742389
2023-11-23,7.891334894613583
2023-11-24,3.8444964871194376
2023-11-25,8.09367681498829
2023-11-26,10.521779859484777
2023-11-27,7.891334894613583
2023-11-28,6.272599531615924
2023-11-29,11.1288056206089
2023-11-30,5.058548009367681
2023-12-01,8.296018735362997
2023-12-02,5.665573770491803
2023-12-03,9.51007025761124
2023-12-04,3.439812646370023
2023-12-05,3.439812646370023
2023-12-06,4.856206088992974
2023-12-07,9.51007025761124
2023-12-08,5.463231850117095
2023-12-09,8.498360655737704
2023-12-10,3.439812646370023
2023-12-11,4.046838407494145
2023-12-12,8.296018735362997
2023-12-13,5.058548009367681
2023-12-14,13.354566744730679
2023-12-15,9.51007025761124
2023-12-16,4.856206088992974
2023-12-17,12.545199063231848
2023-12-18,4.249180327868852
2023-12-19,7.081967213114754
2023-12-20,6.272599531615924
2023-12-21,10.521779859484777
2023-12-22,7.688992974238875
2023-12-23,14.163934426229508
2023-12-24,9.307728337236533
2023-12-25,3.8444964871194376
2023-12-26,8.296018735362997
2023-12-27,20.234192037470724
2023-12-28,12.342857142857142
2023-12-29,6.6772833723653395
2023-12-30,9.914754098360655
2023-12-31,5.058548009367681
2024-01-01,7.486651053864168
2024-01-02,5.463231850117095
2024-01-03,9.712412177985948
2024-01-04,7.486651053864168
2024-01-05,6.070257611241217
2024-01-06,9.105386416861826
2024-01-07,9.914754098360655
2024-01-08,4.856206088992974
2024-01-09,3.6421545667447304
2024-01-10,3.439812646370023
2024-01-11,15.175644028103044
2024-01-12,4.856206088992974
2024-01-13,3.439812646370023
2024-01-14,3.0351288056206087
2024-01-15,4.046838407494145
2024-01-16,7.284309133489461
2024-01-17,4.046838407494145
2024-01-18,9.914754098360655
2024-01-19,5.463231850117095
2024-01-20,16.592037470725995
2024-01-21,11.73583138173302
2024-01-22,5.260889929742389
2024-01-23,7.284309133489461
2024-01-24,13.15222482435597
2024-01-25,6.272599531615924
2024-01-26,9.105386416861826
2024-01-27,7.284309133489461
2024-01-28,8.498360655737704
2024-01-29,6.070257611241217
2024-01-30,10.521779859484777
2024-01-31,7.284309133489461
2024-02-01,13.15222482435597
2024-02-02,4.046838407494145
2024-02-03,9.105386416861826
2024-02-04,12.140515222482435
2024-02-05,7.284309133489461
2024-02-06,16.389695550351288
2024-02-07,10.724121779859484
2024-02-08,8.498360655737704
2024-02-09,10.31943793911007
2024-02-10,8.70070257611241
2024-02-11,9.105386416861826
2024-02-12,3.6421545667447304
2024-02-13,8.296018735362997
2024-02-14,13.556908665105386
2024-02-15,11.1288056206089
2024-02-16,3.439812646370023
2024-02-17,3.0351288056206087
2024-02-18,3.237470725995316
2024-02-19,5.665573770491803
2024-02-20,5.058548009367681
2024-02-21,3.439812646370023
2024-02-22,5.260889929742389
2024-02-23,7.486651053864168
2024-02-24,5.86791569086651
2024-02-25,10.92646370023419
2024-02-26,6.070257611241217
2024-02-27,11.1288056206089
2024-02-28,6.272599531615924
2024-02-29,6.070257611241217
2024-03-01,7.688992974238875
2024-03-02,11.938173302107728
2024-03-03,5.058548009367681
2024-03-04,6.879625292740046
2024-03-05,10.521779859484777
2024-03-06,8.296018735362997
2024-03-07,6.070257611241217
2024-03-08,7.688992974238875
2024-03-09,5.665573770491803
2024-03-10,11.331147540983606
2024-03-11,6.070257611241217
2024-03-12,3.237470725995316
2024-03-13,6.474941451990632
2024-03-14,6.6772833723653395
2024-03-15,3.0351288056206087
2024-03-16,5.463231850117095
2024-03-17,11.1288056206089
2024-03-18,10.521779859484777
2024-03-19,7.081967213114754
2024-03-20,8.498360655737704
2024-03-21,4.856206088992974
2024-03-22,7.486651053864168
2024-03-23,11.1288056206089
2024-03-24,4.856206088992974
2024-03-25,5.260889929742389
2024-03-26,5.260889929742389
2024-03-27,6.474941451990632
2024-03-28,6.070257611241217
2024-03-29,5.463231850117095
2024-03-30,6.6772833723653395
2024-03-31,11.73583138173302
2024-04-01,14.568618266978921
2024-04-02,7.891334894613583
2024-04-03,5.260889929742389
2024-04-04,6.272599531615924
2024-04-05,3.439812646370023
2024-04-06,6.6772833723653395
2024-04-07,9.105386416861826
2024-04-08,5.058548009367681
2024-04-09,2.8327868852459015
2024-04-10,5.463231850117095
2024-04-11,6.070257611241217
2024-04-12,5.260889929742389
2024-04-13,9.105386416861826
2024-04-14,8.09367681498829
2024-04-15,3.237470725995316
2024-04-16,3.237470725995316
2024-04-17,3.237470725995316
2024-04-18,2.8327868852459015
2024-04-19,2.428103044496487
2024-04-20,3.237470725995316
2024-04-21,3.6421545667447304
2024-04-22,2.8327868852459015
2024-04-23,2.8327868852459015
2024-04-24,2.8327868852459015
2024-04-25,2.8327868852459015
2024-04-26,2.8327868852459015
2024-04-27,2.8327868852459015
2024-04-28,2.8327868852459015
2024-04-29,3.439812646370023
2024-04-30,3.237470725995316
2024-05-01,2.8327868852459015
2024-05-02,2.8327868852459015
2024-05-03,3.237470725995316
2024-05-04,2.8327868852459015
2024-05-05,2.8327868852459015
2024-05-06,2.6304449648711943
2024-05-07,2.8327868852459015
2024-05-08,2.6304449648711943
2024-05-09,3.0351288056206087
2024-05-10,2.8327868852459015
2024-05-11,2.8327868852459015
2024-05-12,2.8327868852459015
2024-05-13,2.6304449648711943
2024-05-14,2.6304449648711943
2024-05-15,3.439812646370023
2024-05-16,2.8327868852459015
2024-05-17,2.6304449648711943
2024-05-18,2.8327868852459015
2024-05-19,3.439812646370023
2024-05-20,3.0351288056206087
2024-05-21,3.237470725995316
2024-05-22,2.6304449648711943
2024-05-23,2.6304449648711943
2024-05-24,2.6304449648711943
2024-05-25,3.0351288056206087
2024-05-26,2.6304449648711943
2024-05-27,3.0351288056206087
2024-05-28,2.6304449648711943
2024-05-29,2.6304449648711943
2024-05-30,2.6304449648711943
2024-05-31,3.0351288056206087
2024-06-01,2.8327868852459015
2024-06-02,2.8327868852459015
2024-06-03,2.6304449648711943
2024-06-04,2.6304449648711943
2024-06-05,2.6304449648711943
2024-06-06,2.6304449648711943
2024-06-07,2.8327868852459015
2024-06-08,2.6304449648711943
2024-06-09,2.8327868852459015
2024-06-10,3.0351288056206087
2024-06-11,2.22576112412178
2024-06-12,2.6304449648711943
2024-06-13,3.0351288056206087
2024-06-14,2.428103044496487
2024-06-15,2.6304449648711943
2024-06-16,2.6304449648711943
2024-06-17,2.6304449648711943
2024-06-18,3.0351288056206087
2024-06-19,2.8327868852459015
2024-06-20,2.6304449648711943
2024-06-21,2.6304449648711943
2024-06-22,2.8327868852459015
2024-06-23,2.8327868852459015
2024-06-24,2.6304449648711943
2024-06-25,3.0351288056206087
2024-06-26,11.73583138173302
2024-06-27,5.260889929742389
2024-06-28,3.6421545667447304
2024-06-29,3.0351288056206087
2024-06-30,3.237470725995316
2024-07-01,3.439812646370023
2024-07-02,3.237470725995316
2024-07-03,3.237470725995316
2024-07-04,3.237470725995316
2024-07-05,2.6304449648711943
2024-07-06,2.8327868852459015
2024-07-07,3.439812646370023
2024-07-08,2.8327868852459015
2024-07-09,3.237470725995316
2024-07-10,2.6304449648711943
2024-07-11,2.8327868852459015
2024-07-12,2.6304449648711943
2024-07-13,3.0351288056206087
2024-07-14,2.8327868852459015
2024-07-15,2.428103044496487
2024-07-16,3.0351288056206087
2024-07-17,2.6304449648711943
2024-07-18,2.6304449648711943
2024-07-19,2.8327868852459015
2024-07-20,2.8327868852459015
2024-07-21,2.8327868852459015
2024-07-22,2.6304449648711943
2024-07-23,2.428103044496487
2024-07-24,2.22576112412178
2024-07-25,2.428103044496487
2024-07-26,2.22576112412178
2024-07-27,2.428103044496487
2024-07-28,2.22576112412178
2024-07-29,2.0234192037470726
2024-07-30,2.22576112412178
2024-07-31,2.0234192037470726
2024-08-01,2.0234192037470726
2024-08-02,2.0234192037470726
2024-08-03,2.428103044496487
2024-08-04,2.428103044496487
2024-08-05,2.0234192037470726
2024-08-06,2.0234192037470726
2024-08-07,1.8210772833723652
2024-08-08,2.22576112412178
2024-08-09,2.0234192037470726
2024-08-10,2.0234192037470726
2024-08-11,2.22576112412178
2024-08-12,1.8210772833723652
2024-08-13,1.8210772833723652
2024-08-14,2.22576112412178
2024-08-15,2.6304449648711943
2024-08-16,2.6304449648711943
2024-08-17,2.22576112412178
2024-08-18,2.22576112412178
2024-08-19,2.22576112412178
2024-08-20,2.450585480093677
2024-08-21,2.22576112412178
2024-08-22,2.22576112412178
2024-08-23,2.22576112412178
2024-08-24,2.0009367681498826
2024-08-25,2.22576112412178
2024-08-26,2.0009367681498826
2024-08-27,2.0009367681498826
2024-08-28,2.22576112412178
2024-08-29,2.1245901639344265
2024-08-30,2.22576112412178
2024-08-31,2.0009367681498826
2024-09-01,2.22576112412178
2024-09-02,2.22576112412178
2024-09-03,2.1245901639344265
2024-09-04,2.450585480093677
2024-09-05,2.450585480093677
2024-09-06,2.22576112412178
2024-09-07,2.22576112412178
2024-09-08,2.22576112412178
2024-09-09,2.22576112412178
2024-09-10,2.22576112412178
2024-09-11,2.22576112412178
2024-09-12,2.6754098360655734
2024-09-13,2.1245901639344265
2024-09-14,2.22576112412178
2024-09-15,1.8997658079625293
2024-09-16,2.0009367681498826
2024-09-17,2.22576112412178
2024-09-18,2.22576112412178
2024-09-19,2.22576112412178
