Time,wordle_game
2022-05-16,33.0
2022-05-17,34.0
2022-05-18,33.0
2022-05-19,33.0
2022-05-20,35.0
2022-05-21,33.0
2022-05-22,32.0
2022-05-23,30.0
2022-05-24,32.0
2022-05-25,30.0
2022-05-26,31.0
2022-05-27,30.0
2022-05-28,33.0
2022-05-29,35.0
2022-05-30,34.0
2022-05-31,29.0
2022-06-01,26.0
2022-06-02,29.0
2022-06-03,27.0
2022-06-04,30.0
2022-06-05,32.0
2022-06-06,27.0
2022-06-07,28.0
2022-06-08,28.0
2022-06-09,30.0
2022-06-10,31.0
2022-06-11,31.0
2022-06-12,28.0
2022-06-13,26.0
2022-06-14,27.0
2022-06-15,27.0
2022-06-16,26.0
2022-06-17,26.0
2022-06-18,35.0
2022-06-19,31.0
2022-06-20,25.0
2022-06-21,28.0
2022-06-22,28.0
2022-06-23,25.0
2022-06-24,26.0
2022-06-25,28.0
2022-06-26,27.0
2022-06-27,25.0
2022-06-28,24.0
2022-06-29,25.0
2022-06-30,26.0
2022-07-01,25.0
2022-07-02,27.0
2022-07-03,29.0
2022-07-04,27.0
2022-07-05,25.0
2022-07-06,24.0
2022-07-07,24.0
2022-07-08,24.0
2022-07-09,28.0
2022-07-10,26.0
2022-07-11,24.0
2022-07-12,24.0
2022-07-13,22.0
2022-07-14,24.0
2022-07-15,27.0
2022-07-16,27.0
2022-07-17,27.0
2022-07-18,22.0
2022-07-19,27.0
2022-07-20,23.0
2022-07-21,24.0
2022-07-22,24.0
2022-07-23,26.0
2022-07-24,25.0
2022-07-25,22.0
2022-07-26,24.0
2022-07-27,22.0
2022-07-28,22.0
2022-07-29,23.0
2022-07-30,23.0
2022-07-31,24.0
2022-08-01,22.0
2022-08-02,24.0
2022-08-03,22.0
2022-08-04,22.0
2022-08-05,22.0
2022-08-06,24.0
2022-08-07,25.0
2022-08-08,21.0
2022-08-09,22.0
2022-08-10,21.0
2022-08-11,22.0
2022-08-12,21.0
2022-08-13,24.0
2022-08-14,27.0
2022-08-15,22.0
2022-08-16,20.0
2022-08-17,21.0
2022-08-18,21.0
2022-08-19,21.0
2022-08-20,22.0
2022-08-21,22.0
2022-08-22,20.0
2022-08-23,21.0
2022-08-24,21.0
2022-08-25,20.0
2022-08-26,21.0
2022-08-27,23.0
2022-08-28,22.0
2022-08-29,19.220660146699267
2022-08-30,19.82518337408313
2022-08-31,19.929706601466993
2022-09-01,19.929706601466993
2022-09-02,20.847799511002442
2022-09-03,20.74327628361858
2022-09-04,20.952322738386307
2022-09-05,20.13875305623472
2022-09-06,19.82518337408313
2022-09-07,18.19804400977995
2022-09-08,18.69804400977995
2022-09-09,19.01161369193154
2022-09-10,19.720660146699267
2022-09-11,20.034229828850854
2022-09-12,19.82518337408313
2022-09-13,19.720660146699267
2022-09-14,20.034229828850854
2022-09-15,19.1161369193154
2022-09-16,20.13875305623472
2022-09-17,19.1161369193154
2022-09-18,19.1161369193154
2022-09-19,17.988997555012226
2022-09-20,18.19804400977995
2022-09-21,17.070904645476773
2022-09-22,18.69804400977995
2022-09-23,18.90709046454768
2022-09-24,18.093520782396087
2022-09-25,20.034229828850854
2022-09-26,16.861858190709047
2022-09-27,16.966381418092908
2022-09-28,17.559902200488995
2022-09-29,17.559902200488995
2022-09-30,19.02322738386308
2022-10-01,18.187041564792175
2022-10-02,18.187041564792175
2022-10-03,16.30562347188264
2022-10-04,16.93276283618582
2022-10-05,17.141809290953546
2022-10-06,17.977995110024448
2022-10-07,17.977995110024448
2022-10-08,18.187041564792175
2022-10-09,19.441320293398533
2022-10-10,17.559902200488995
2022-10-11,17.76894865525672
2022-10-12,18.3960880195599
2022-10-13,17.559902200488995
2022-10-14,17.350855745721272
2022-10-15,18.605134474327627
2022-10-16,18.814180929095354
2022-10-17,17.141809290953546
2022-10-18,17.977995110024448
2022-10-19,17.76894865525672
2022-10-20,17.559902200488995
2022-10-21,17.559902200488995
2022-10-22,18.3960880195599
2022-10-23,19.02322738386308
2022-10-24,17.350855745721272
2022-10-25,16.30562347188264
2022-10-26,15.26039119804401
2022-10-27,16.096577017114914
2022-10-28,16.30562347188264
2022-10-29,19.02322738386308
2022-10-30,18.814180929095354
2022-10-31,17.350855745721272
2022-11-01,16.93276283618582
2022-11-02,16.93276283618582
2022-11-03,16.30562347188264
2022-11-04,16.93276283618582
2022-11-05,16.93276283618582
2022-11-06,17.141809290953546
2022-11-07,15.469437652811735
2022-11-08,15.051344743276283
2022-11-09,14.63325183374083
2022-11-10,15.26039119804401
2022-11-11,15.678484107579461
2022-11-12,16.096577017114914
2022-11-13,19.441320293398533
2022-11-14,16.723716381418093
2022-11-15,15.469437652811735
2022-11-16,15.887530562347187
2022-11-17,15.887530562347187
2022-11-18,17.76894865525672
2022-11-19,18.187041564792175
2022-11-20,16.93276283618582
2022-11-21,15.678484107579461
2022-11-22,16.514669926650367
2022-11-23,14.63325183374083
2022-11-24,16.096577017114914
2022-11-25,16.30562347188264
2022-11-26,16.514669926650367
2022-11-27,15.678484107579461
2022-11-28,14.006112469437653
2022-11-29,14.842298288508557
2022-11-30,14.424205378973104
2022-12-01,14.842298288508557
2022-12-02,14.63325183374083
2022-12-03,15.887530562347187
2022-12-04,14.842298288508557
2022-12-05,14.424205378973104
2022-12-06,15.051344743276283
2022-12-07,13.797066014669927
2022-12-08,15.051344743276283
2022-12-09,14.63325183374083
2022-12-10,15.887530562347187
2022-12-11,16.514669926650367
2022-12-12,14.842298288508557
2022-12-13,13.797066014669927
2022-12-14,16.30562347188264
2022-12-15,15.469437652811735
2022-12-16,15.051344743276283
2022-12-17,15.26039119804401
2022-12-18,16.096577017114914
2022-12-19,15.051344743276283
2022-12-20,15.678484107579461
2022-12-21,15.26039119804401
2022-12-22,15.887530562347187
2022-12-23,15.678484107579461
2022-12-24,16.30562347188264
2022-12-25,15.887530562347187
2022-12-26,17.76894865525672
2022-12-27,14.842298288508557
2022-12-28,16.93276283618582
2022-12-29,16.514669926650367
2022-12-30,15.051344743276283
2022-12-31,14.424205378973104
2023-01-01,15.887530562347187
2023-01-02,14.63325183374083
2023-01-03,14.006112469437653
2023-01-04,14.424205378973104
2023-01-05,13.5880195599022
2023-01-06,15.051344743276283
2023-01-07,14.842298288508557
2023-01-08,15.887530562347187
2023-01-09,14.63325183374083
2023-01-10,14.842298288508557
2023-01-11,15.051344743276283
2023-01-12,13.797066014669927
2023-01-13,13.5880195599022
2023-01-14,15.887530562347187
2023-01-15,14.63325183374083
2023-01-16,12.751833740831295
2023-01-17,13.169926650366747
2023-01-18,12.333740831295843
2023-01-19,14.424205378973104
2023-01-20,13.169926650366747
2023-01-21,14.215158924205378
2023-01-22,14.424205378973104
2023-01-23,14.006112469437653
2023-01-24,13.169926650366747
2023-01-25,13.378973105134474
2023-01-26,14.424205378973104
2023-01-27,13.169926650366747
2023-01-28,13.378973105134474
2023-01-29,14.842298288508557
2023-01-30,12.960880195599021
2023-01-31,14.842298288508557
2023-02-01,12.751833740831295
2023-02-02,13.169926650366747
2023-02-03,13.169926650366747
2023-02-04,13.5880195599022
2023-02-05,13.5880195599022
2023-02-06,13.5880195599022
2023-02-07,13.378973105134474
2023-02-08,13.5880195599022
2023-02-09,12.751833740831295
2023-02-10,13.378973105134474
2023-02-11,14.006112469437653
2023-02-12,13.797066014669927
2023-02-13,12.54278728606357
2023-02-14,13.797066014669927
2023-02-15,13.5880195599022
2023-02-16,13.378973105134474
2023-02-17,14.215158924205378
2023-02-18,14.215158924205378
2023-02-19,14.424205378973104
2023-02-20,13.797066014669927
2023-02-21,12.751833740831295
2023-02-22,13.378973105134474
2023-02-23,12.54278728606357
2023-02-24,14.006112469437653
2023-02-25,13.797066014669927
2023-02-26,14.215158924205378
2023-02-27,12.124694376528117
2023-02-28,12.54278728606357
2023-03-01,13.378973105134474
2023-03-02,13.169926650366747
2023-03-03,12.751833740831295
2023-03-04,12.54278728606357
2023-03-05,13.378973105134474
2023-03-06,11.497555012224938
2023-03-07,12.54278728606357
2023-03-08,12.960880195599021
2023-03-09,12.960880195599021
2023-03-10,12.960880195599021
2023-03-11,13.5880195599022
2023-03-12,12.751833740831295
2023-03-13,11.288508557457213
2023-03-14,12.124694376528117
2023-03-15,12.124694376528117
2023-03-16,12.54278728606357
2023-03-17,13.378973105134474
2023-03-18,13.5880195599022
2023-03-19,14.215158924205378
2023-03-20,12.751833740831295
2023-03-21,13.169926650366747
2023-03-22,12.960880195599021
2023-03-23,12.751833740831295
2023-03-24,13.5880195599022
2023-03-25,12.960880195599021
2023-03-26,13.169926650366747
2023-03-27,13.797066014669927
2023-03-28,13.169926650366747
2023-03-29,12.333740831295843
2023-03-30,12.124694376528117
2023-03-31,12.54278728606357
2023-04-01,12.124694376528117
2023-04-02,14.424205378973104
2023-04-03,12.960880195599021
2023-04-04,12.960880195599021
2023-04-05,12.960880195599021
2023-04-06,12.960880195599021
2023-04-07,13.169926650366747
2023-04-08,13.5880195599022
2023-04-09,13.797066014669927
2023-04-10,12.333740831295843
2023-04-11,13.5880195599022
2023-04-12,12.751833740831295
2023-04-13,12.960880195599021
2023-04-14,13.169926650366747
2023-04-15,13.5880195599022
2023-04-16,14.842298288508557
2023-04-17,13.169926650366747
2023-04-18,13.169926650366747
2023-04-19,12.751833740831295
2023-04-20,12.54278728606357
2023-04-21,13.169926650366747
2023-04-22,13.378973105134474
2023-04-23,13.5880195599022
2023-04-24,11.497555012224938
2023-04-25,12.751833740831295
2023-04-26,12.303690403422983
2023-04-27,12.567611552567236
2023-04-28,12.751833740831295
2023-04-29,12.831532701711492
2023-04-30,13.199977078239609
2023-05-01,12.751833740831295
2023-05-02,12.751833740831295
2023-05-03,12.567611552567236
2023-05-04,13.568421454767726
2023-05-05,13.120278117359412
2023-05-06,13.120278117359412
2023-05-07,13.568421454767726
2023-05-08,14.464708129584352
2023-05-09,13.199977078239609
2023-05-10,13.199977078239609
2023-05-11,12.936055929095353
2023-05-12,13.752643643031785
2023-05-13,12.751833740831295
2023-05-14,12.751833740831295
2023-05-15,12.567611552567236
2023-05-16,13.120278117359412
2023-05-17,12.936055929095353
2023-05-18,12.567611552567236
2023-05-19,13.199977078239609
2023-05-20,11.487102689486552
2023-05-21,13.199977078239609
2023-05-22,13.199977078239609
2023-05-23,12.936055929095353
2023-05-24,12.119468215158925
2023-05-25,11.935246026894866
2023-05-26,11.95484413202934
2023-05-27,12.11424205378973
2023-05-28,13.070629584352078
2023-05-29,13.070629584352078
2023-05-30,12.273639975550122
2023-05-31,12.433037897310513
2023-06-01,13.070629584352078
2023-06-02,12.273639975550122
2023-06-03,12.11424205378973
2023-06-04,11.636048288508556
2023-06-05,12.911231662591687
2023-06-06,12.751833740831295
2023-06-07,11.157854523227384
2023-06-08,11.795446210268949
2023-06-09,12.273639975550122
2023-06-10,13.38942542787286
2023-06-11,11.795446210268949
2023-06-12,11.476650366748165
2023-06-13,11.636048288508556
2023-06-14,11.476650366748165
2023-06-15,12.11424205378973
2023-06-16,11.636048288508556
2023-06-17,12.273639975550122
2023-06-18,14.664608801955989
2023-06-19,15.620996332518336
2023-06-20,14.027017114914425
2023-06-21,13.230027506112469
2023-06-22,12.751833740831295
2023-06-23,12.592435819070904
2023-06-24,13.708221271393642
2023-06-25,14.186415036674816
2023-06-26,12.751833740831295
2023-06-27,12.273639975550122
2023-06-28,14.186415036674816
2023-06-29,13.38942542787286
2023-06-30,13.867619193154034
2023-07-01,15.620996332518336
2023-07-02,15.780394254278727
2023-07-03,14.664608801955989
2023-07-04,15.461598410757945
2023-07-05,14.824006723716382
2023-07-06,13.708221271393642
2023-07-07,14.027017114914425
2023-07-08,15.93979217603912
2023-07-09,12.592435819070904
2023-07-10,11.317252444987774
2023-07-11,11.317252444987774
2023-07-12,12.592435819070904
2023-07-13,13.230027506112469
2023-07-14,12.592435819070904
2023-07-15,13.54882334963325
2023-07-16,15.142802567237164
2023-07-17,12.911231662591687
2023-07-18,13.867619193154034
2023-07-19,13.867619193154034
2023-07-20,13.54882334963325
2023-07-21,12.592435819070904
2023-07-22,13.38942542787286
2023-07-23,14.345812958435207
2023-07-24,12.433037897310513
2023-07-25,12.592435819070904
2023-07-26,11.795446210268949
2023-07-27,11.636048288508556
2023-07-28,11.95484413202934
2023-07-29,12.751833740831295
2023-07-30,13.38942542787286
2023-07-31,11.795446210268949
2023-08-01,10.998456601466993
2023-08-02,11.476650366748165
2023-08-03,11.476650366748165
2023-08-04,11.476650366748165
2023-08-05,12.911231662591687
2023-08-06,15.302200488997554
2023-08-07,11.795446210268949
2023-08-08,11.795446210268949
2023-08-09,11.317252444987774
2023-08-10,11.95484413202934
2023-08-11,12.592435819070904
2023-08-12,12.273639975550122
2023-08-13,13.38942542787286
2023-08-14,11.795446210268949
2023-08-15,12.433037897310513
2023-08-16,12.751833740831295
2023-08-17,12.751833740831295
2023-08-18,13.230027506112469
2023-08-19,12.592435819070904
2023-08-20,13.230027506112469
2023-08-21,12.911231662591687
2023-08-22,12.592435819070904
2023-08-23,12.592435819070904
2023-08-24,13.230027506112469
2023-08-25,12.751833740831295
2023-08-26,13.708221271393642
2023-08-27,14.027017114914425
2023-08-28,12.592435819070904
2023-08-29,13.38942542787286
2023-08-30,13.230027506112469
2023-08-31,13.230027506112469
2023-09-01,13.54882334963325
2023-09-02,13.54882334963325
2023-09-03,14.027017114914425
2023-09-04,13.708221271393642
2023-09-05,12.911231662591687
2023-09-06,14.027017114914425
2023-09-07,14.186415036674816
2023-09-08,14.186415036674816
2023-09-09,13.070629584352078
2023-09-10,12.751833740831295
2023-09-11,13.230027506112469
2023-09-12,14.345812958435207
2023-09-13,14.345812958435207
2023-09-14,13.230027506112469
2023-09-15,14.983404645476773
2023-09-16,13.708221271393642
2023-09-17,14.664608801955989
2023-09-18,13.070629584352078
2023-09-19,14.345812958435207
2023-09-20,13.708221271393642
2023-09-21,13.867619193154034
2023-09-22,14.345812958435207
2023-09-23,14.186415036674816
2023-09-24,13.867619193154034
2023-09-25,13.38942542787286
2023-09-26,14.027017114914425
2023-09-27,13.230027506112469
2023-09-28,13.708221271393642
2023-09-29,14.345812958435207
2023-09-30,13.38942542787286
2023-10-01,13.54882334963325
2023-10-02,13.38942542787286
2023-10-03,12.751833740831295
2023-10-04,12.911231662591687
2023-10-05,13.54882334963325
2023-10-06,14.027017114914425
2023-10-07,13.54882334963325
2023-10-08,13.867619193154034
2023-10-09,12.11424205378973
2023-10-10,12.751833740831295
2023-10-11,13.230027506112469
2023-10-12,13.38942542787286
2023-10-13,13.230027506112469
2023-10-14,12.433037897310513
2023-10-15,13.54882334963325
2023-10-16,12.911231662591687
2023-10-17,13.230027506112469
2023-10-18,13.230027506112469
2023-10-19,13.070629584352078
2023-10-20,13.867619193154034
2023-10-21,12.592435819070904
2023-10-22,13.867619193154034
2023-10-23,13.230027506112469
2023-10-24,13.38942542787286
2023-10-25,13.070629584352078
2023-10-26,13.230027506112469
2023-10-27,13.54882334963325
2023-10-28,13.230027506112469
2023-10-29,12.751833740831295
2023-10-30,12.592435819070904
2023-10-31,13.230027506112469
2023-11-01,12.433037897310513
2023-11-02,12.911231662591687
2023-11-03,13.230027506112469
2023-11-04,14.027017114914425
2023-11-05,13.708221271393642
2023-11-06,12.751833740831295
2023-11-07,11.95484413202934
2023-11-08,13.54882334963325
2023-11-09,13.070629584352078
2023-11-10,12.592435819070904
2023-11-11,13.867619193154034
2023-11-12,12.751833740831295
2023-11-13,12.433037897310513
2023-11-14,13.38942542787286
2023-11-15,12.11424205378973
2023-11-16,12.433037897310513
2023-11-17,12.911231662591687
2023-11-18,13.070629584352078
2023-11-19,14.027017114914425
2023-11-20,12.911231662591687
2023-11-21,13.070629584352078
2023-11-22,12.273639975550122
2023-11-23,13.708221271393642
2023-11-24,13.867619193154034
2023-11-25,13.54882334963325
2023-11-26,13.867619193154034
2023-11-27,12.592435819070904
2023-11-28,12.751833740831295
2023-11-29,14.186415036674816
2023-11-30,13.070629584352078
2023-12-01,13.867619193154034
2023-12-02,12.273639975550122
2023-12-03,13.38942542787286
2023-12-04,12.911231662591687
2023-12-05,13.708221271393642
2023-12-06,15.142802567237164
2023-12-07,12.433037897310513
2023-12-08,12.751833740831295
2023-12-09,14.824006723716382
2023-12-10,14.824006723716382
2023-12-11,14.345812958435207
2023-12-12,15.620996332518336
2023-12-13,15.461598410757945
2023-12-14,11.795446210268949
2023-12-15,13.54882334963325
2023-12-16,11.636048288508556
2023-12-17,12.273639975550122
2023-12-18,10.839058679706602
2023-12-19,11.476650366748165
2023-12-20,12.11424205378973
2023-12-21,11.795446210268949
2023-12-22,11.958203043040186
2023-12-23,12.263473671557296
2023-12-24,13.557492539004102
2023-12-25,13.404857224745545
2023-12-26,11.652932414523075
2023-12-27,10.66418417559338
2023-12-28,10.206278232817715
2023-12-29,10.889755843230297
2023-12-30,11.500297100264518
2023-12-31,11.500297100264518
2024-01-01,11.80556772878163
2024-01-02,10.969454804110493
2024-01-03,11.347661786005963
2024-01-04,10.73712052897174
2024-01-05,11.274725432627603
2024-01-06,11.042391157488852
2024-01-07,11.427360746886158
2024-01-08,11.122090118369048
2024-01-09,12.110838357298741
2024-01-10,10.969454804110493
2024-01-11,10.969454804110493
2024-01-12,11.80556772878163
2024-01-13,10.816819489851937
2024-01-14,11.500297100264518
2024-01-15,10.66418417559338
2024-01-16,11.195026471747408
2024-01-17,10.66418417559338
2024-01-18,10.969454804110493
2024-01-19,10.969454804110493
2024-01-20,11.500297100264518
2024-01-21,11.378071127024151
2024-01-22,10.648707593240553
2024-01-23,11.378071127024151
2024-01-24,11.815689247294312
2024-01-25,11.378071127024151
2024-01-26,10.502834886483832
2024-01-27,8.022998871619594
2024-01-28,9.481725939186793
2024-01-29,9.189980525673354
2024-01-30,9.335853232430074
2024-01-31,9.335853232430074
2024-02-01,8.898235112159913
2024-02-02,9.481725939186793
2024-02-03,8.022998871619594
2024-02-04,8.606489698646474
2024-02-05,9.044107818916634
2024-02-06,8.606489698646474
2024-02-07,9.044107818916634
2024-02-08,12.399180074321192
2024-02-09,10.940453006753993
2024-02-10,9.335853232430074
2024-02-11,8.606489698646474
2024-02-12,8.606489698646474
2024-02-13,9.335853232430074
2024-02-14,9.919344059456954
2024-02-15,10.794580299997273
2024-02-16,10.940453006753993
2024-02-17,9.044107818916634
2024-02-18,8.898235112159913
2024-02-19,9.773471352700234
2024-02-20,9.773471352700234
2024-02-21,9.919344059456954
2024-02-22,9.773471352700234
2024-02-23,10.648707593240553
2024-02-24,9.044107818916634
2024-02-25,8.606489698646474
2024-02-26,9.773471352700234
2024-02-27,10.502834886483832
2024-02-28,10.502834886483832
2024-02-29,10.502834886483832
2024-03-01,11.086325713510712
2024-03-02,9.627598645943513
2024-03-03,8.898235112159913
2024-03-04,9.919344059456954
2024-03-05,10.356962179727113
2024-03-06,11.086325713510712
2024-03-07,11.086325713510712
2024-03-08,11.086325713510712
2024-03-09,8.898235112159913
2024-03-10,9.044107818916634
2024-03-11,9.481725939186793
2024-03-12,10.502834886483832
2024-03-13,10.794580299997273
2024-03-14,10.794580299997273
2024-03-15,10.648707593240553
2024-03-16,9.044107818916634
2024-03-17,10.065216766213673
2024-03-18,10.940453006753993
2024-03-19,10.502834886483832
2024-03-20,10.648707593240553
2024-03-21,10.940453006753993
2024-03-22,10.940453006753993
2024-03-23,9.773471352700234
2024-03-24,10.065216766213673
2024-03-25,10.065216766213673
2024-03-26,10.356962179727113
2024-03-27,14.00377984864511
2024-03-28,11.378071127024151
2024-03-29,9.335853232430074
2024-03-30,9.919344059456954
2024-03-31,10.065216766213673
2024-04-01,11.378071127024151
2024-04-02,10.794580299997273
2024-04-03,10.794580299997273
2024-04-04,11.232198420267432
2024-04-05,10.648707593240553
2024-04-06,10.502834886483832
2024-04-07,9.919344059456954
2024-04-08,9.627598645943513
2024-04-09,10.648707593240553
2024-04-10,10.648707593240553
2024-04-11,10.794580299997273
2024-04-12,12.399180074321192
2024-04-13,8.606489698646474
2024-04-14,9.189980525673354
2024-04-15,9.773471352700234
2024-04-16,10.065216766213673
2024-04-17,10.211089472970393
2024-04-18,10.502834886483832
2024-04-19,10.065216766213673
2024-04-20,8.606489698646474
2024-04-21,9.335853232430074
2024-04-22,10.211089472970393
2024-04-23,10.794580299997273
2024-04-24,10.794580299997273
2024-04-25,10.940453006753993
2024-04-26,10.648707593240553
2024-04-27,7.7312534581061545
2024-04-28,9.044107818916634
2024-04-29,9.773471352700234
2024-04-30,9.919344059456954
2024-05-01,9.919344059456954
2024-05-02,9.919344059456954
2024-05-03,10.356962179727113
2024-05-04,8.752362405403193
2024-05-05,9.044107818916634
2024-05-06,10.065216766213673
2024-05-07,9.919344059456954
2024-05-08,10.211089472970393
2024-05-09,10.502834886483832
2024-05-10,10.356962179727113
2024-05-11,8.606489698646474
2024-05-12,8.314744285133035
2024-05-13,9.773471352700234
2024-05-14,10.502834886483832
2024-05-15,10.648707593240553
2024-05-16,10.794580299997273
2024-05-17,10.940453006753993
2024-05-18,14.58727067567199
2024-05-19,10.356962179727113
2024-05-20,9.919344059456954
2024-05-21,10.502834886483832
2024-05-22,9.627598645943513
2024-05-23,10.794580299997273
2024-05-24,9.627598645943513
2024-05-25,8.460616991889754
2024-05-26,8.606489698646474
2024-05-27,8.898235112159913
2024-05-28,9.189980525673354
2024-05-29,9.189980525673354
2024-05-30,9.335853232430074
2024-05-31,9.189980525673354
2024-06-01,8.168871578376315
2024-06-02,8.606489698646474
2024-06-03,8.168871578376315
2024-06-04,8.022998871619594
2024-06-05,8.898235112159913
2024-06-06,7.7312534581061545
2024-06-07,7.877126164862875
2024-06-08,8.022998871619594
2024-06-09,8.168871578376315
2024-06-10,8.314744285133035
2024-06-11,7.7312534581061545
2024-06-12,7.585380751349435
2024-06-13,7.439508044592715
2024-06-14,8.022998871619594
2024-06-15,8.022998871619594
2024-06-16,7.877126164862875
2024-06-17,6.710144510809116
2024-06-18,7.293635337835995
2024-06-19,7.147762631079275
2024-06-20,6.710144510809116
2024-06-21,7.439508044592715
2024-06-22,7.877126164862875
2024-06-23,7.439508044592715
2024-06-24,6.710144510809116
2024-06-25,7.001889924322555
2024-06-26,7.001889924322555
2024-06-27,6.856017217565835
2024-06-28,7.001889924322555
2024-06-29,7.439508044592715
2024-06-30,8.022998871619594
2024-07-01,7.001889924322555
2024-07-02,7.147762631079275
2024-07-03,6.856017217565835
2024-07-04,7.7312534581061545
2024-07-05,8.022998871619594
2024-07-06,8.168871578376315
2024-07-07,7.439508044592715
2024-07-08,6.4183990972956755
2024-07-09,6.856017217565835
2024-07-10,7.585380751349435
2024-07-11,7.147762631079275
2024-07-12,7.293635337835995
2024-07-13,6.856017217565835
2024-07-14,7.147762631079275
2024-07-15,6.710144510809116
2024-07-16,6.710144510809116
2024-07-17,6.710144510809116
2024-07-18,6.856017217565835
2024-07-19,6.564271804052395
2024-07-20,7.877126164862875
2024-07-21,6.564271804052395
2024-07-22,6.126653683782235
2024-07-23,6.564271804052395
2024-07-24,6.710144510809116
2024-07-25,6.856017217565835
2024-07-26,6.272526390538956
2024-07-27,6.4183990972956755
2024-07-28,7.147762631079275
2024-07-29,5.980780977025516
2024-07-30,6.126653683782235
2024-07-31,5.980780977025516
2024-08-01,5.834908270268796
2024-08-02,6.272526390538956
2024-08-03,6.126653683782235
2024-08-04,6.856017217565835
2024-08-05,5.980780977025516
2024-08-06,6.126653683782235
2024-08-07,6.4183990972956755
2024-08-08,5.980780977025516
2024-08-09,6.272526390538956
2024-08-10,7.001889924322555
2024-08-11,7.439508044592715
2024-08-12,6.4183990972956755
2024-08-13,6.4183990972956755
2024-08-14,6.564271804052395
2024-08-15,7.147762631079275
2024-08-16,7.293635337835995
2024-08-17,7.147762631079275
2024-08-18,7.317245789444382
2024-08-19,6.531367352983981
2024-08-20,7.123967530474993
2024-08-21,6.857752918127244
2024-08-22,7.716567707966005
2024-08-23,7.184138483270507
2024-08-24,7.450353095618256
2024-08-25,7.123967530474993
2024-08-26,7.716567707966005
2024-08-27,7.9827823203137545
2024-08-28,7.0510311770966325
2024-08-29,7.317245789444382
2024-08-30,8.768660756774155
2024-08-31,6.265152740636232
2024-09-01,7.0510311770966325
2024-09-02,6.591538305779495
2024-09-03,6.72464561195337
2024-09-04,6.857752918127244
2024-09-05,7.450353095618256
2024-09-06,9.034875369121906
2024-09-07,7.716567707966005
2024-09-08,6.664474659157856
2024-09-09,7.909845966935395
2024-09-10,8.575382497804767
2024-09-11,7.583460401792131
2024-09-12,7.716567707966005
2024-09-13,7.84967501413988
2024-09-14,6.857752918127244
2024-09-15,7.123967530474993
2024-09-16,8.04295327310927
2024-09-17,8.784959108145117
2024-09-18,7.461198146643798
2024-09-19,7.461198146643798
2024-09-20,7.22051433546174
2024-09-21,6.498462901915566
