Time,ikea
2022-01-01,87.0
2022-01-02,100.0
2022-01-03,78.0
2022-01-04,77.0
2022-01-05,72.0
2022-01-06,57.0
2022-01-07,66.0
2022-01-08,96.0
2022-01-09,98.0
2022-01-10,69.0
2022-01-11,69.0
2022-01-12,64.0
2022-01-13,63.0
2022-01-14,57.0
2022-01-15,94.0
2022-01-16,86.0
2022-01-17,80.0
2022-01-18,64.0
2022-01-19,60.0
2022-01-20,57.0
2022-01-21,62.0
2022-01-22,89.0
2022-01-23,95.0
2022-01-24,81.0
2022-01-25,57.0
2022-01-26,52.0
2022-01-27,57.0
2022-01-28,61.0
2022-01-29,83.0
2022-01-30,93.0
2022-01-31,66.0
2022-02-01,56.0
2022-02-02,58.0
2022-02-03,58.0
2022-02-04,63.0
2022-02-05,83.0
2022-02-06,93.0
2022-02-07,66.0
2022-02-08,59.0
2022-02-09,55.0
2022-02-10,46.0
2022-02-11,57.0
2022-02-12,79.0
2022-02-13,75.0
2022-02-14,51.0
2022-02-15,53.0
2022-02-16,56.0
2022-02-17,57.0
2022-02-18,58.0
2022-02-19,86.0
2022-02-20,99.0
2022-02-21,80.0
2022-02-22,63.0
2022-02-23,57.0
2022-02-24,52.0
2022-02-25,53.0
2022-02-26,77.0
2022-02-27,92.0
2022-02-28,63.0
2022-03-01,60.0
2022-03-02,55.0
2022-03-03,55.0
2022-03-04,59.0
2022-03-05,77.0
2022-03-06,85.0
2022-03-07,65.0
2022-03-08,57.0
2022-03-09,55.0
2022-03-10,58.0
2022-03-11,59.0
2022-03-12,76.0
2022-03-13,85.0
2022-03-14,62.0
2022-03-15,54.0
2022-03-16,54.0
2022-03-17,53.0
2022-03-18,55.0
2022-03-19,77.0
2022-03-20,85.0
2022-03-21,61.0
2022-03-22,56.0
2022-03-23,57.0
2022-03-24,55.0
2022-03-25,52.0
2022-03-26,74.0
2022-03-27,84.0
2022-03-28,55.0
2022-03-29,53.0
2022-03-30,54.0
2022-03-31,53.0
2022-04-01,55.0
2022-04-02,73.0
2022-04-03,84.0
2022-04-04,57.0
2022-04-05,52.0
2022-04-06,50.0
2022-04-07,51.0
2022-04-08,51.0
2022-04-09,73.0
2022-04-10,73.0
2022-04-11,58.0
2022-04-12,50.0
2022-04-13,48.0
2022-04-14,47.0
2022-04-15,55.0
2022-04-16,68.0
2022-04-17,75.0
2022-04-18,56.0
2022-04-19,54.0
2022-04-20,49.0
2022-04-21,50.0
2022-04-22,52.0
2022-04-23,68.0
2022-04-24,75.0
2022-04-25,57.0
2022-04-26,52.0
2022-04-27,50.0
2022-04-28,50.0
2022-04-29,48.0
2022-04-30,68.0
2022-05-01,81.0
2022-05-02,56.0
2022-05-03,49.0
2022-05-04,48.0
2022-05-05,44.0
2022-05-06,50.0
2022-05-07,66.0
2022-05-08,67.0
2022-05-09,52.0
2022-05-10,49.0
2022-05-11,49.0
2022-05-12,47.0
2022-05-13,50.0
2022-05-14,69.0
2022-05-15,75.0
2022-05-16,51.0
2022-05-17,51.0
2022-05-18,50.0
2022-05-19,49.0
2022-05-20,51.0
2022-05-21,65.0
2022-05-22,73.0
2022-05-23,54.0
2022-05-24,52.0
2022-05-25,47.0
2022-05-26,50.0
2022-05-27,53.0
2022-05-28,71.0
2022-05-29,79.0
2022-05-30,82.0
2022-05-31,55.0
2022-06-01,51.0
2022-06-02,51.0
2022-06-03,53.0
2022-06-04,67.0
2022-06-05,75.0
2022-06-06,57.0
2022-06-07,53.0
2022-06-08,53.0
2022-06-09,51.0
2022-06-10,55.0
2022-06-11,70.0
2022-06-12,79.0
2022-06-13,58.0
2022-06-14,56.0
2022-06-15,54.0
2022-06-16,55.0
2022-06-17,54.0
2022-06-18,66.0
2022-06-19,72.0
2022-06-20,68.0
2022-06-21,59.0
2022-06-22,56.0
2022-06-23,55.0
2022-06-24,54.0
2022-06-25,69.0
2022-06-26,77.0
2022-06-27,63.0
2022-06-28,57.0
2022-06-29,60.0
2022-06-30,57.0
2022-07-01,61.0
2022-07-02,77.0
2022-07-03,83.0
2022-07-04,80.0
2022-07-05,61.0
2022-07-06,59.0
2022-07-07,60.0
2022-07-08,59.0
2022-07-09,76.0
2022-07-10,84.0
2022-07-11,64.0
2022-07-12,60.0
2022-07-13,60.0
2022-07-14,60.0
2022-07-15,61.0
2022-07-16,77.0
2022-07-17,86.0
2022-07-18,69.0
2022-07-19,63.0
2022-07-20,60.0
2022-07-21,59.0
2022-07-22,62.0
2022-07-23,76.0
2022-07-24,91.0
2022-07-25,68.0
2022-07-26,62.0
2022-07-27,59.0
2022-07-28,62.0
2022-07-29,63.0
2022-07-30,76.0
2022-07-31,86.0
2022-08-01,66.0
2022-08-02,65.0
2022-08-03,61.0
2022-08-04,62.0
2022-08-05,65.0
2022-08-06,81.0
2022-08-07,90.0
2022-08-08,64.0
2022-08-09,62.0
2022-08-10,64.0
2022-08-11,61.0
2022-08-12,63.0
2022-08-13,81.0
2022-08-14,90.0
2022-08-15,70.0
2022-08-16,66.0
2022-08-17,64.0
2022-08-18,61.0
2022-08-19,62.0
2022-08-20,83.0
2022-08-21,86.0
2022-08-22,68.0
2022-08-23,62.0
2022-08-24,57.0
2022-08-25,56.0
2022-08-26,62.0
2022-08-27,81.0
2022-08-28,87.0
2022-08-29,59.901726167124366
2022-08-30,57.92134170262848
2022-08-31,51.98018830914084
2022-09-01,52.970380541388785
2022-09-02,54.95076500588466
2022-09-03,77.2251863475873
2022-09-04,90.09768536681052
2022-09-05,98.01922322479405
2022-09-06,55.940957238132604
2022-09-07,49.00961161239702
2022-09-08,46.039034915653204
2022-09-09,47.02922714790114
2022-09-10,66.83307179285995
2022-09-11,74.25460965084348
2022-09-12,53.96057277363673
2022-09-13,48.01941938014908
2022-09-14,46.039034915653204
2022-09-15,48.01941938014908
2022-09-16,46.539034915653204
2022-09-17,65.842879560612
2022-09-18,72.77422518634759
2022-09-19,50.98999607689291
2022-09-20,47.02922714790114
2022-09-21,45.04884268340526
2022-09-22,47.02922714790114
2022-09-23,46.039034915653204
2022-09-24,62.872302863868185
2022-09-25,71.78403295409964
2022-09-26,53.96057277363673
2022-09-27,47.02922714790114
2022-09-28,43.13691643781876
2022-09-29,44.11730090231464
2022-09-30,46.0780698313064
2022-10-01,62.74460572773638
2022-10-02,72.54845037269519
2022-10-03,51.960376618281686
2022-10-04,48.03883876029816
2022-10-05,46.0780698313064
2022-10-06,44.11730090231464
2022-10-07,47.058454295802285
2022-10-08,65.68575912122402
2022-10-09,70.58768144370343
2022-10-10,55.88191447626521
2022-10-11,49.01922322479405
2022-10-12,48.03883876029816
2022-10-13,46.0780698313064
2022-10-14,46.0780698313064
2022-10-15,63.72499019223226
2022-10-16,68.62691251471166
2022-10-17,51.960376618281686
2022-10-18,47.058454295802285
2022-10-19,45.09768536681052
2022-10-20,45.09768536681052
2022-10-21,47.058454295802285
2022-10-22,54.90153001176933
2022-10-23,67.64652805021578
2022-10-24,49.01922322479405
2022-10-25,46.0780698313064
2022-10-26,44.11730090231464
2022-10-27,45.09768536681052
2022-10-28,45.09768536681052
2022-10-29,62.74460572773638
2022-10-30,63.72499019223226
2022-10-31,46.0780698313064
2022-11-01,43.13691643781876
2022-11-02,45.09768536681052
2022-11-03,44.11730090231464
2022-11-04,49.01922322479405
2022-11-05,68.62691251471166
2022-11-06,73.52883483719107
2022-11-07,51.960376618281686
2022-11-08,46.0780698313064
2022-11-09,44.11730090231464
2022-11-10,43.13691643781876
2022-11-11,54.90153001176933
2022-11-12,68.62691251471166
2022-11-13,79.41114162416635
2022-11-14,54.90153001176933
2022-11-15,49.01922322479405
2022-11-16,47.058454295802285
2022-11-17,48.03883876029816
2022-11-18,48.03883876029816
2022-11-19,69.60729697920755
2022-11-20,77.4503726951746
2022-11-21,55.88191447626521
2022-11-22,54.90153001176933
2022-11-23,52.94076108277757
2022-11-24,50.97999215378581
2022-11-25,77.4503726951746
2022-11-26,75.48960376618282
2022-11-27,77.4503726951746
2022-11-28,55.88191447626521
2022-11-29,49.01922322479405
2022-11-30,42.15653197332288
2022-12-01,44.11730090231464
2022-12-02,46.0780698313064
2022-12-03,57.84268340525697
2022-12-04,67.64652805021578
2022-12-05,50.97999215378581
2022-12-06,44.11730090231464
2022-12-07,46.0780698313064
2022-12-08,46.0780698313064
2022-12-09,43.13691643781876
2022-12-10,59.80345233424873
2022-12-11,68.62691251471166
2022-12-12,49.01922322479405
2022-12-13,44.11730090231464
2022-12-14,42.15653197332288
2022-12-15,43.13691643781876
2022-12-16,44.11730090231464
2022-12-17,57.84268340525697
2022-12-18,62.74460572773638
2022-12-19,54.90153001176933
2022-12-20,49.01922322479405
2022-12-21,49.01922322479405
2022-12-22,44.11730090231464
2022-12-23,47.058454295802285
2022-12-24,46.0780698313064
2022-12-25,49.01922322479405
2022-12-26,81.37191055315812
2022-12-27,77.4503726951746
2022-12-28,72.54845037269519
2022-12-29,75.48960376618282
2022-12-30,74.50921930168695
2022-12-31,74.50921930168695
2023-01-01,82.352295017654
2023-01-02,89.21498626912516
2023-01-03,65.68575912122402
2023-01-04,58.823067869752855
2023-01-05,56.86229894076109
2023-01-06,58.823067869752855
2023-01-07,83.33267948214987
2023-01-08,85.29344841114164
2023-01-09,61.76422126324049
2023-01-10,55.88191447626521
2023-01-11,55.88191447626521
2023-01-12,50.97999215378581
2023-01-13,56.86229894076109
2023-01-14,78.43075715967048
2023-01-15,88.23460180462928
2023-01-16,80.39152608866223
2023-01-17,56.86229894076109
2023-01-18,51.960376618281686
2023-01-19,53.92114554727345
2023-01-20,50.97999215378581
2023-01-21,71.5680659081993
2023-01-22,81.37191055315812
2023-01-23,56.86229894076109
2023-01-24,50.97999215378581
2023-01-25,48.03883876029816
2023-01-26,49.01922322479405
2023-01-27,51.960376618281686
2023-01-28,72.54845037269519
2023-01-29,74.50921930168695
2023-01-30,54.90153001176933
2023-01-31,47.058454295802285
2023-02-01,46.0780698313064
2023-02-02,49.01922322479405
2023-02-03,50.97999215378581
2023-02-04,70.58768144370343
2023-02-05,77.4503726951746
2023-02-06,53.92114554727345
2023-02-07,47.058454295802285
2023-02-08,46.0780698313064
2023-02-09,44.11730090231464
2023-02-10,46.0780698313064
2023-02-11,70.58768144370343
2023-02-12,66.66614358571991
2023-02-13,44.11730090231464
2023-02-14,40.195763044331116
2023-02-15,43.13691643781876
2023-02-16,47.058454295802285
2023-02-17,51.960376618281686
2023-02-18,72.54845037269519
2023-02-19,81.37191055315812
2023-02-20,67.64652805021578
2023-02-21,51.960376618281686
2023-02-22,48.03883876029816
2023-02-23,45.09768536681052
2023-02-24,49.01922322479405
2023-02-25,68.62691251471166
2023-02-26,79.41114162416635
2023-02-27,53.92114554727345
2023-02-28,47.058454295802285
2023-03-01,46.0780698313064
2023-03-02,44.11730090231464
2023-03-03,49.01922322479405
2023-03-04,67.64652805021578
2023-03-05,77.4503726951746
2023-03-06,59.80345233424873
2023-03-07,46.0780698313064
2023-03-08,45.09768536681052
2023-03-09,46.0780698313064
2023-03-10,50.97999215378581
2023-03-11,71.5680659081993
2023-03-12,77.4503726951746
2023-03-13,56.86229894076109
2023-03-14,51.960376618281686
2023-03-15,49.01922322479405
2023-03-16,48.03883876029816
2023-03-17,49.999607689289924
2023-03-18,66.66614358571991
2023-03-19,78.43075715967048
2023-03-20,54.90153001176933
2023-03-21,47.058454295802285
2023-03-22,45.09768536681052
2023-03-23,46.0780698313064
2023-03-24,45.09768536681052
2023-03-25,66.66614358571991
2023-03-26,71.5680659081993
2023-03-27,49.01922322479405
2023-03-28,45.09768536681052
2023-03-29,46.0780698313064
2023-03-30,44.11730090231464
2023-03-31,48.03883876029816
2023-04-01,63.72499019223226
2023-04-02,70.58768144370343
2023-04-03,52.94076108277757
2023-04-04,46.0780698313064
2023-04-05,44.11730090231464
2023-04-06,45.09768536681052
2023-04-07,49.01922322479405
2023-04-08,62.74460572773638
2023-04-09,67.64652805021578
2023-04-10,49.999607689289924
2023-04-11,47.058454295802285
2023-04-12,45.09768536681052
2023-04-13,44.11730090231464
2023-04-14,45.09768536681052
2023-04-15,61.76422126324049
2023-04-16,70.58768144370343
2023-04-17,47.058454295802285
2023-04-18,44.11730090231464
2023-04-19,47.058454295802285
2023-04-20,48.03883876029816
2023-04-21,49.999607689289924
2023-04-22,66.66614358571991
2023-04-23,74.50921930168695
2023-04-24,52.94076108277757
2023-04-25,45.09768536681052
2023-04-26,45.09768536681052
2023-04-27,42.27417810906238
2023-04-28,45.09768536681052
2023-04-29,62.48970576696745
2023-04-30,69.52886622204787
2023-05-01,49.803530796390746
2023-05-02,50.254507650058855
2023-05-03,46.98002353864261
2023-05-04,46.03885445272657
2023-05-05,43.215347194978435
2023-05-06,58.72502942330327
2023-05-07,65.76418987838369
2023-05-08,48.8623617104747
2023-05-09,45.09768536681052
2023-05-10,42.27417810906238
2023-05-11,42.27417810906238
2023-05-12,42.27417810906238
2023-05-13,58.72502942330327
2023-05-14,61.999513534719505
2023-05-15,49.803530796390746
2023-05-16,45.09768536681052
2023-05-17,43.215347194978435
2023-05-18,44.15651628089448
2023-05-19,45.09768536681052
2023-05-20,61.5485366810514
2023-05-21,69.52886622204787
2023-05-22,52.136845821890944
2023-05-23,46.48983130639467
2023-05-24,44.15651628089448
2023-05-25,46.03885445272657
2023-05-26,47.80354648881915
2023-05-27,64.94066692820715
2023-05-28,77.5680188309141
2023-05-29,78.4699725382503
2023-05-30,51.41136131816399
2023-05-31,46.90159278148294
2023-06-01,51.41136131816399
2023-06-02,53.215268732836414
2023-06-03,63.13675951353473
2023-06-04,72.15629658689683
2023-06-05,55.01917614750884
2023-06-06,48.70550019615536
2023-06-07,47.80354648881915
2023-06-08,49.607453903491574
2023-06-09,48.70550019615536
2023-06-10,64.03871322087093
2023-06-11,68.54848175755198
2023-06-12,54.117222440172625
2023-06-13,49.607453903491574
2023-06-14,47.80354648881915
2023-06-15,50.50940761082778
2023-06-16,49.607453903491574
2023-06-17,62.234805806198516
2023-06-18,64.03871322087093
2023-06-19,63.13675951353473
2023-06-20,54.117222440172625
2023-06-21,50.50940761082778
2023-06-22,46.90159278148294
2023-06-23,49.607453903491574
2023-06-24,68.54848175755198
2023-06-25,74.86215770890546
2023-06-26,57.725037269517465
2023-06-27,53.215268732836414
2023-06-28,62.234805806198516
2023-06-29,50.50940761082778
2023-06-30,51.41136131816399
2023-07-01,64.94066692820715
2023-07-02,75.76411141624168
2023-07-03,68.54848175755198
2023-07-04,71.25434287956062
2023-07-05,52.3133150255002
2023-07-06,54.117222440172625
2023-07-07,56.82308356218125
2023-07-08,73.96020400156925
2023-07-09,75.76411141624168
2023-07-10,59.52894468418989
2023-07-11,54.117222440172625
2023-07-12,55.01917614750884
2023-07-13,52.3133150255002
2023-07-14,54.117222440172625
2023-07-15,66.74457434287957
2023-07-16,75.76411141624168
2023-07-17,56.82308356218125
2023-07-18,53.215268732836414
2023-07-19,53.215268732836414
2023-07-20,48.70550019615536
2023-07-21,53.215268732836414
2023-07-22,64.94066692820715
2023-07-23,77.5680188309141
2023-07-24,59.52894468418989
2023-07-25,55.92112985484504
2023-07-26,55.01917614750884
2023-07-27,65.84262063554335
2023-07-28,55.01917614750884
2023-07-29,73.05825029423305
2023-07-30,77.5680188309141
2023-07-31,60.43089839152609
2023-08-01,57.725037269517465
2023-08-02,57.725037269517465
2023-08-03,56.82308356218125
2023-08-04,57.725037269517465
2023-08-05,73.05825029423305
2023-08-06,83.88169478226757
2023-08-07,63.13675951353473
2023-08-08,56.82308356218125
2023-08-09,55.92112985484504
2023-08-10,55.01917614750884
2023-08-11,56.82308356218125
2023-08-12,78.4699725382503
2023-08-13,84.78364848960378
2023-08-14,59.52894468418989
2023-08-15,53.215268732836414
2023-08-16,55.92112985484504
2023-08-17,55.92112985484504
2023-08-18,57.725037269517465
2023-08-19,75.76411141624168
2023-08-20,82.07778736759515
2023-08-21,59.52894468418989
2023-08-22,54.117222440172625
2023-08-23,54.117222440172625
2023-08-24,52.3133150255002
2023-08-25,54.117222440172625
2023-08-26,85.68560219693998
2023-08-27,86.5875559042762
2023-08-28,57.725037269517465
2023-08-29,50.50940761082778
2023-08-30,48.70550019615536
2023-08-31,47.80354648881915
2023-09-01,52.3133150255002
2023-09-02,70.3523891722244
2023-09-03,82.07778736759515
2023-09-04,90.19537073362103
2023-09-05,56.82308356218125
2023-09-06,40.587916830129465
2023-09-07,41.48987053746568
2023-09-08,42.39182424480189
2023-09-09,61.332852098862304
2023-09-10,64.94066692820715
2023-09-11,47.80354648881915
2023-09-12,44.19573165947431
2023-09-13,40.587916830129465
2023-09-14,41.48987053746568
2023-09-15,43.2937779521381
2023-09-16,62.234805806198516
2023-09-17,64.03871322087093
2023-09-18,48.70550019615536
2023-09-19,44.19573165947431
2023-09-20,40.587916830129465
2023-09-21,40.587916830129465
2023-09-22,43.2937779521381
2023-09-23,62.234805806198516
2023-09-24,66.74457434287957
2023-09-25,49.607453903491574
2023-09-26,45.097685366810516
2023-09-27,41.48987053746568
2023-09-28,43.2937779521381
2023-09-29,42.39182424480189
2023-09-30,58.626990976853676
2023-10-01,76.66606512357788
2023-10-02,50.50940761082778
2023-10-03,42.39182424480189
2023-10-04,40.587916830129465
2023-10-05,38.78400941545705
2023-10-06,43.2937779521381
2023-10-07,58.626990976853676
2023-10-08,64.03871322087093
2023-10-09,50.50940761082778
2023-10-10,42.39182424480189
2023-10-11,43.2937779521381
2023-10-12,40.587916830129465
2023-10-13,40.587916830129465
2023-10-14,58.626990976853676
2023-10-15,61.332852098862304
2023-10-16,44.19573165947431
2023-10-17,38.78400941545705
2023-10-18,38.78400941545705
2023-10-19,43.2937779521381
2023-10-20,42.39182424480189
2023-10-21,57.725037269517465
2023-10-22,61.332852098862304
2023-10-23,46.90159278148294
2023-10-24,41.48987053746568
2023-10-25,40.587916830129465
2023-10-26,38.78400941545705
