Time,miser
2022-01-01,
2022-01-02,
2022-01-03,
2022-01-04,
2022-01-05,
2022-01-06,
2022-01-07,
2022-01-08,
2022-01-09,
2022-01-10,
2022-01-11,
2022-01-12,
2022-01-13,
2022-01-14,
2022-01-15,
2022-01-16,
2022-01-17,
2022-01-18,
2022-01-19,
2022-01-20,
2022-01-21,
2022-01-22,
2022-01-23,
2022-01-24,
2022-01-25,
2022-01-26,
2022-01-27,
2022-01-28,
2022-01-29,
2022-01-30,
2022-01-31,
2022-02-01,
2022-02-02,
2022-02-03,
2022-02-04,
2022-02-05,
2022-02-06,
2022-02-07,
2022-02-08,
2022-02-09,
2022-02-10,
2022-02-11,
2022-02-12,
2022-02-13,
2022-02-14,
2022-02-15,
2022-02-16,
2022-02-17,
2022-02-18,
2022-02-19,
2022-02-20,
2022-02-21,
2022-02-22,
2022-02-23,
2022-02-24,
2022-02-25,
2022-02-26,
2022-02-27,
2022-02-28,
2022-03-01,
2022-03-02,
2022-03-03,
2022-03-04,
2022-03-05,
2022-03-06,
2022-03-07,
2022-03-08,
2022-03-09,
2022-03-10,
2022-03-11,
2022-03-12,
2022-03-13,
2022-03-14,
2022-03-15,
2022-03-16,
2022-03-17,
2022-03-18,
2022-03-19,
2022-03-20,
2022-03-21,
2022-03-22,
2022-03-23,
2022-03-24,
2022-03-25,
2022-03-26,
2022-03-27,
2022-03-28,
2022-03-29,
2022-03-30,
2022-03-31,
2022-04-01,
2022-04-02,
2022-04-03,
2022-04-04,
2022-04-05,
2022-04-06,
2022-04-07,
2022-04-08,
2022-04-09,
2022-04-10,
2022-04-11,
2022-04-12,
2022-04-13,
2022-04-14,
2022-04-15,
2022-04-16,
2022-04-17,
2022-04-18,
2022-04-19,
2022-04-20,
2022-04-21,
2022-04-22,
2022-04-23,
2022-04-24,
2022-04-25,
2022-04-26,
2022-04-27,
2022-04-28,
2022-04-29,
2022-04-30,
2022-05-01,11.011447836856105
2022-05-02,9.302074084952475
2022-05-03,11.509548987828786
2022-05-04,9.799065360290271
2022-05-05,10.783047539312049
2022-05-06,8.825828607617025
2022-05-07,7.112382371584582
2022-05-08,5.8883337256289146
2022-05-09,11.04479675363501
2022-05-10,10.06683792878755
2022-05-11,8.596887327719646
2022-05-12,10.811595840842825
2022-05-13,9.832433504936631
2022-05-14,10.573854938251943
2022-05-15,10.57784451488613
2022-05-16,9.351388846813002
2022-05-17,7.877823729653504
2022-05-18,9.850992727370667
2022-05-19,8.130132782543432
2022-05-20,8.872578620283344
2022-05-21,7.396601689299732
2022-05-22,6.659449487552741
2022-05-23,10.856523931018664
2022-05-24,9.379619740883115
2022-05-25,6.913900893154446
2022-05-26,8.151593360217975
2022-05-27,7.907550226789471
2022-05-28,7.910525562300428
2022-05-29,9.149985977722269
2022-05-30,9.400817266734478
2022-05-31,5.939590874095538
2022-06-01,8.912735761063697
2022-06-02,8.173078613655752
2022-06-03,6.689577231755552
2022-06-04,6.692090555273039
2022-06-05,6.694604290816258
2022-06-06,9.673615522111966
2022-06-07,8.436574886345044
2022-06-08,8.68796959022261
2022-06-09,9.932834597402136
2022-06-10,8.197663404233495
2022-06-11,9.194767710918113
2022-06-12,9.19821641202046
2022-06-13,7.958197342919493
2022-06-14,10.697836941856082
2022-06-15,9.208565903094634
2022-06-16,8.216123147821003
2022-06-17,5.9776011158594695
2022-06-18,7.973120411519557
2022-06-19,14.705946341343028
2022-06-20,7.97909305724713
2022-06-21,8.979840126676242
2022-06-22,7.735534292023063
2022-06-23,8.986562649325613
2022-06-24,8.49048447166277
2022-06-25,8.493660293365236
2022-06-26,6.997394874988758
2022-06-27,8.25001309644971
2022-06-28,5.752158530758429
2022-06-29,7.505619501747595
2022-06-30,9.010108783679108
2022-07-01,9.013474714628744
2022-07-02,8.766373383975303
2022-07-03,7.516840187192455
2022-07-04,8.5222660368122
