Time,tmz
2023-08-10,53.3460224499756
2023-08-11,49.442654953635916
2023-08-12,41.635919960956564
2023-08-13,41.635919960956564
2023-08-14,45.53928745729624
2023-08-15,44.23816495851635
2023-08-16,45.53928745729624
2023-08-17,48.141532454856026
2023-08-18,44.23816495851635
2023-08-19,45.53928745729624
2023-08-20,44.23816495851635
2023-08-21,46.84040995607614
2023-08-22,48.141532454856026
2023-08-23,50.74377745241581
2023-08-24,44.23816495851635
2023-08-25,44.23816495851635
2023-08-26,45.53928745729624
2023-08-27,45.53928745729624
2023-08-28,41.635919960956564
2023-08-29,44.23816495851635
2023-08-30,42.93704245973645
2023-08-31,41.635919960956564
2023-09-01,41.635919960956564
2023-09-02,50.74377745241581
2023-09-03,46.84040995607614
2023-09-04,53.3460224499756
2023-09-05,46.84040995607614
2023-09-06,46.84040995607614
2023-09-07,49.442654953635916
2023-09-08,44.23816495851635
2023-09-09,40.334797462176674
2023-09-10,39.03367496339678
2023-09-11,42.93704245973645
2023-09-12,42.93704245973645
2023-09-13,49.442654953635916
2023-09-14,40.334797462176674
2023-09-15,44.23816495851635
2023-09-16,42.93704245973645
2023-09-17,44.23816495851635
2023-09-18,44.23816495851635
2023-09-19,45.53928745729624
2023-09-20,44.23816495851635
2023-09-21,44.23816495851635
2023-09-22,42.93704245973645
2023-09-23,45.53928745729624
2023-09-24,50.74377745241581
2023-09-25,48.141532454856026
2023-09-26,48.141532454856026
2023-09-27,44.23816495851635
2023-09-28,49.442654953635916
2023-09-29,46.84040995607614
2023-09-30,44.23816495851635
2023-10-01,48.141532454856026
2023-10-02,46.84040995607614
2023-10-03,45.53928745729624
2023-10-04,44.23816495851635
2023-10-05,42.93704245973645
2023-10-06,41.635919960956564
2023-10-07,39.03367496339678
2023-10-08,41.635919960956564
2023-10-09,41.635919960956564
2023-10-10,42.93704245973645
2023-10-11,45.53928745729624
2023-10-12,46.84040995607614
2023-10-13,41.635919960956564
2023-10-14,42.93704245973645
2023-10-15,50.74377745241581
2023-10-16,44.23816495851635
2023-10-17,45.53928745729624
2023-10-18,44.23816495851635
2023-10-19,45.53928745729624
2023-10-20,42.93704245973645
2023-10-21,40.334797462176674
2023-10-22,40.334797462176674
2023-10-23,42.93704245973645
2023-10-24,44.23816495851635
2023-10-25,44.23816495851635
2023-10-26,42.93704245973645
2023-10-27,42.93704245973645
2023-10-28,41.635919960956564
2023-10-29,130.11224987798926
2023-10-30,54.64714494875549
2023-10-31,48.141532454856026
2023-11-01,63.75500244021474
2023-11-02,49.442654953635916
2023-11-03,44.23816495851635
2023-11-04,46.84040995607614
2023-11-05,42.93704245973645
2023-11-06,40.334797462176674
2023-11-07,49.442654953635916
2023-11-08,42.93704245973645
2023-11-09,45.53928745729624
2023-11-10,45.53928745729624
2023-11-11,42.93704245973645
2023-11-12,42.93704245973645
2023-11-13,44.23816495851635
2023-11-14,42.93704245973645
2023-11-15,42.93704245973645
2023-11-16,45.53928745729624
2023-11-17,48.141532454856026
2023-11-18,45.53928745729624
2023-11-19,40.334797462176674
2023-11-20,44.23816495851635
2023-11-21,41.635919960956564
2023-11-22,42.93704245973645
2023-11-23,39.03367496339678
2023-11-24,41.635919960956564
2023-11-25,41.635919960956564
2023-11-26,41.635919960956564
2023-11-27,40.334797462176674
2023-11-28,40.334797462176674
2023-11-29,42.93704245973645
2023-11-30,41.635919960956564
2023-12-01,39.03367496339678
2023-12-02,36.43142996583699
2023-12-03,37.73255246461689
2023-12-04,39.03367496339678
2023-12-05,41.635919960956564
2023-12-06,42.93704245973645
2023-12-07,40.334797462176674
2023-12-08,41.635919960956564
2023-12-09,41.635919960956564
2023-12-10,48.141532454856026
2023-12-11,44.23816495851635
2023-12-12,42.93704245973645
2023-12-13,48.141532454856026
2023-12-14,41.635919960956564
2023-12-15,42.93704245973645
2023-12-16,41.635919960956564
2023-12-17,39.03367496339678
2023-12-18,41.635919960956564
2023-12-19,41.635919960956564
2023-12-20,44.23816495851635
2023-12-21,44.23816495851635
2023-12-22,42.93704245973645
2023-12-23,40.32152070198504
2023-12-24,46.64125855320166
2023-12-25,40.32152070198504
2023-12-26,45.55256421748787
2023-12-27,45.55256421748787
2023-12-28,43.37517554606029
2023-12-29,44.02573679545024
2023-12-30,41.848348124022664
2023-12-31,39.232826366271254
2024-01-01,45.990697303811714
2024-01-02,44.46386988177409
2024-01-03,42.93704245973645
2024-01-04,44.02573679545024
2024-01-05,44.46386988177409
2024-01-06,43.37517554606029
2024-01-07,40.32152070198504
2024-01-08,50.7836077329907
2024-01-09,44.02573679545024
2024-01-10,44.02573679545024
2024-01-11,41.848348124022664
2024-01-12,40.32152070198504
2024-01-13,40.32152070198504
2024-01-14,41.848348124022664
2024-01-15,38.79469327994741
2024-01-16,40.32152070198504
2024-01-17,42.93704245973645
2024-01-18,39.232826366271254
2024-01-19,42.93704245973645
2024-01-20,42.93704245973645
2024-01-21,40.30824394179341
2024-01-22,41.18451011444109
2024-01-23,38.555711596498035
2024-01-24,40.30824394179341
2024-01-25,40.30824394179341
2024-01-26,36.80317925120267
2024-01-27,34.174380733259625
2024-01-28,34.174380733259625
2024-01-29,35.92691307855499
2024-01-30,36.80317925120267
2024-01-31,35.92691307855499
2024-02-01,33.29811456061194
2024-02-02,36.80317925120267
2024-02-03,30.669316042668893
2024-02-04,30.669316042668893
2024-02-05,37.67944542385035
2024-02-06,38.555711596498035
2024-02-07,35.92691307855499
2024-02-08,37.67944542385035
2024-02-09,34.174380733259625
2024-02-10,32.42184838796426
2024-02-11,36.80317925120267
2024-02-12,38.555711596498035
2024-02-13,37.67944542385035
2024-02-14,37.67944542385035
2024-02-15,39.431977769145725
2024-02-16,35.05064690590731
2024-02-17,33.29811456061194
2024-02-18,31.54558221531658
2024-02-19,53.452236531508646
2024-02-20,50.8234380135656
2024-02-21,41.18451011444109
2024-02-22,34.174380733259625
2024-02-23,33.29811456061194
2024-02-24,31.54558221531658
2024-02-25,31.54558221531658
2024-02-26,33.29811456061194
2024-02-27,36.80317925120267
2024-02-28,35.05064690590731
2024-02-29,35.05064690590731
2024-03-01,33.29811456061194
2024-03-02,31.54558221531658
2024-03-03,31.54558221531658
2024-03-04,37.67944542385035
2024-03-05,40.30824394179341
2024-03-06,42.06077628708877
2024-03-07,38.555711596498035
2024-03-08,35.05064690590731
2024-03-09,31.54558221531658
2024-03-10,33.29811456061194
2024-03-11,39.431977769145725
2024-03-12,36.80317925120267
2024-03-13,36.80317925120267
2024-03-14,35.92691307855499
2024-03-15,35.92691307855499
2024-03-16,33.29811456061194
2024-03-17,33.29811456061194
2024-03-18,39.431977769145725
2024-03-19,46.44210715032718
2024-03-20,42.93704245973645
2024-03-21,36.80317925120267
2024-03-22,48.194639495622546
2024-03-23,35.92691307855499
2024-03-24,33.29811456061194
2024-03-25,44.68957480503182
2024-03-26,65.7199629485762
2024-03-27,53.452236531508646
2024-03-28,52.575970358860964
2024-03-29,42.93704245973645
2024-03-30,42.93704245973645
2024-03-31,59.58609974004242
2024-04-01,57.83356739474706
2024-04-02,44.68957480503182
2024-04-03,37.67944542385035
2024-04-04,36.80317925120267
2024-04-05,37.67944542385035
2024-04-06,34.174380733259625
2024-04-07,31.54558221531658
2024-04-08,34.174380733259625
2024-04-09,37.67944542385035
2024-04-10,37.67944542385035
2024-04-11,48.194639495622546
2024-04-12,37.67944542385035
2024-04-13,32.42184838796426
2024-04-14,32.42184838796426
2024-04-15,37.67944542385035
2024-04-16,36.80317925120267
2024-04-17,38.555711596498035
2024-04-18,38.555711596498035
2024-04-19,38.555711596498035
2024-04-20,33.29811456061194
2024-04-21,33.29811456061194
2024-04-22,35.92691307855499
2024-04-23,36.80317925120267
2024-04-24,36.80317925120267
2024-04-25,35.05064690590731
2024-04-26,33.29811456061194
2024-04-27,31.54558221531658
2024-04-28,32.42184838796426
2024-04-29,34.174380733259625
2024-04-30,35.92691307855499
2024-05-01,33.29811456061194
2024-05-02,32.42184838796426
2024-05-03,33.29811456061194
2024-05-04,31.54558221531658
2024-05-05,35.92691307855499
2024-05-06,36.80317925120267
2024-05-07,34.174380733259625
2024-05-08,32.42184838796426
2024-05-09,35.92691307855499
2024-05-10,35.92691307855499
2024-05-11,34.174380733259625
2024-05-12,29.79304987002121
2024-05-13,33.29811456061194
2024-05-14,34.174380733259625
2024-05-15,35.05064690590731
2024-05-16,35.92691307855499
2024-05-17,44.68957480503182
2024-05-18,44.68957480503182
2024-05-19,38.555711596498035
2024-05-20,38.555711596498035
2024-05-21,40.30824394179341
2024-05-22,41.18451011444109
2024-05-23,39.431977769145725
2024-05-24,39.431977769145725
2024-05-25,39.431977769145725
2024-05-26,39.431977769145725
2024-05-27,39.431977769145725
2024-05-28,38.555711596498035
2024-05-29,39.431977769145725
2024-05-30,42.06077628708877
2024-05-31,40.30824394179341
2024-06-01,35.92691307855499
2024-06-02,36.80317925120267
2024-06-03,37.67944542385035
2024-06-04,35.05064690590731
2024-06-05,35.92691307855499
2024-06-06,35.05064690590731
2024-06-07,34.174380733259625
2024-06-08,31.54558221531658
2024-06-09,35.05064690590731
2024-06-10,37.67944542385035
2024-06-11,40.30824394179341
2024-06-12,37.67944542385035
2024-06-13,35.92691307855499
2024-06-14,35.92691307855499
2024-06-15,32.42184838796426
2024-06-16,32.42184838796426
2024-06-17,36.80317925120267
2024-06-18,42.93704245973645
2024-06-19,42.06077628708877
2024-06-20,38.555711596498035
2024-06-21,37.67944542385035
2024-06-22,37.67944542385035
2024-06-23,33.29811456061194
2024-06-24,36.80317925120267
2024-06-25,36.80317925120267
2024-06-26,34.174380733259625
2024-06-27,36.80317925120267
2024-06-28,35.92691307855499
2024-06-29,32.42184838796426
2024-06-30,31.54558221531658
2024-07-01,34.174380733259625
2024-07-02,34.174380733259625
2024-07-03,35.05064690590731
2024-07-04,33.29811456061194
2024-07-05,32.42184838796426
2024-07-06,32.42184838796426
2024-07-07,31.54558221531658
2024-07-08,35.05064690590731
2024-07-09,35.92691307855499
2024-07-10,39.431977769145725
2024-07-11,36.80317925120267
2024-07-12,36.80317925120267
2024-07-13,43.813308632384135
2024-07-14,87.62661726476827
2024-07-15,52.575970358860964
2024-07-16,42.93704245973645
2024-07-17,40.30824394179341
2024-07-18,41.18451011444109
2024-07-19,40.30824394179341
2024-07-20,34.174380733259625
2024-07-21,37.67944542385035
2024-07-22,39.431977769145725
2024-07-23,39.431977769145725
2024-07-24,42.93704245973645
2024-07-25,42.06077628708877
2024-07-26,37.67944542385035
2024-07-27,34.174380733259625
2024-07-28,32.42184838796426
2024-07-29,35.92691307855499
2024-07-30,35.92691307855499
2024-07-31,35.92691307855499
2024-08-01,37.67944542385035
2024-08-02,34.174380733259625
2024-08-03,31.54558221531658
2024-08-04,33.29811456061194
2024-08-05,35.92691307855499
2024-08-06,34.174380733259625
2024-08-07,39.431977769145725
2024-08-08,34.174380733259625
2024-08-09,35.92691307855499
2024-08-10,29.79304987002121
2024-08-11,31.54558221531658
2024-08-12,35.05064690590731
2024-08-13,35.92691307855499
2024-08-14,36.80317925120267
2024-08-15,39.431977769145725
2024-08-16,35.05064690590731
2024-08-17,32.42184838796426
2024-08-18,30.669316042668893
2024-08-19,31.983715301640416
2024-08-20,36.80317925120267
2024-08-21,38.1175785101742
2024-08-22,35.488779992231144
2024-08-23,50.385304927241755
2024-08-24,31.983715301640416
2024-08-25,35.488779992231144
2024-08-26,36.80317925120267
2024-08-27,36.365046164878834
2024-08-28,31.983715301640416
2024-08-29,35.488779992231144
2024-08-30,37.24131233752651
2024-08-31,35.92691307855499
2024-09-01,35.488779992231144
2024-09-02,30.669316042668893
2024-09-03,31.107449128992734
2024-09-04,32.42184838796426
2024-09-05,44.25144171870797
2024-09-06,35.488779992231144
2024-09-07,31.54558221531658
2024-09-08,30.669316042668893
2024-09-09,36.365046164878834
2024-09-10,36.80317925120267
2024-09-11,37.24131233752651
2024-09-12,35.92691307855499
2024-09-13,31.983715301640416
2024-09-14,31.107449128992734
2024-09-15,31.54558221531658
2024-09-16,37.24131233752651
2024-09-17,61.338632085337785
2024-09-18,49.07090566827023
2024-09-19,36.80317925120267
2024-09-20,42.937042459736446
2024-09-21,36.80317925120267
2024-09-22,36.80317925120267
2024-09-23,36.80317925120267
2024-09-24,36.80317925120267
2024-09-25,36.80317925120267
2024-09-26,36.80317925120267
2024-09-27,36.80317925120267
2024-09-28,36.80317925120267
2024-09-29,36.80317925120267
