Time,costco
2022-11-24,86.14931650893796
2022-11-25,111.88222923238695
2022-11-26,85.03049421661409
2022-11-27,85.03049421661409
2022-11-28,70.48580441640378
2022-11-29,62.65404837013669
2022-11-30,52.58464773922187
2022-12-01,55.941114616193474
2022-12-02,59.29758149316508
2022-12-03,70.48580441640378
2022-12-04,76.07991587802313
2022-12-05,61.53522607781282
2022-12-06,57.059936908517344
2022-12-07,58.17875920084121
2022-12-08,60.41640378548895
2022-12-09,61.53522607781282
2022-12-10,74.96109358569926
2022-12-11,79.43638275499474
2022-12-12,61.53522607781282
2022-12-13,59.29758149316508
2022-12-14,58.17875920084121
2022-12-15,62.65404837013669
2022-12-16,66.0105152471083
2022-12-17,80.55520504731861
2022-12-18,76.07991587802313
2022-12-19,69.36698212407991
2022-12-20,72.72344900105152
2022-12-21,78.31756046267087
2022-12-22,73.84227129337539
2022-12-23,80.55520504731861
2022-12-24,97.33753943217665
2022-12-25,55.941114616193474
2022-12-26,86.14931650893796
2022-12-27,69.36698212407991
2022-12-28,68.24815983175604
2022-12-29,64.89169295478443
2022-12-30,71.60462670872765
2022-12-31,89.50578338590957
2023-01-01,76.07991587802313
2023-01-02,85.03049421661409
2023-01-03,54.822292323869604
2023-01-04,55.941114616193474
2023-01-05,51.465825446898
2023-01-06,55.941114616193474
2023-01-07,71.60462670872765
2023-01-08,74.96109358569926
2023-01-09,54.822292323869604
2023-01-10,53.703470031545734
2023-01-11,52.58464773922187
2023-01-12,48.10935856992639
2023-01-13,51.465825446898
2023-01-14,71.60462670872765
2023-01-15,71.60462670872765
2023-01-16,76.07991587802313
2023-01-17,52.58464773922187
2023-01-18,49.22818086225026
2023-01-19,49.22818086225026
2023-01-20,51.465825446898
2023-01-21,68.24815983175604
2023-01-22,68.24815983175604
2023-01-23,52.58464773922187
2023-01-24,53.703470031545734
2023-01-25,50.34700315457413
2023-01-26,51.465825446898
2023-01-27,52.58464773922187
2023-01-28,68.24815983175604
2023-01-29,70.48580441640378
2023-01-30,52.58464773922187
2023-01-31,50.34700315457413
2023-02-01,52.58464773922187
2023-02-02,51.465825446898
2023-02-03,54.822292323869604
2023-02-04,71.60462670872765
2023-02-05,73.84227129337539
2023-02-06,52.58464773922187
2023-02-07,51.465825446898
2023-02-08,48.10935856992639
2023-02-09,50.34700315457413
2023-02-10,53.703470031545734
2023-02-11,71.60462670872765
2023-02-12,66.0105152471083
2023-02-13,45.87171398527865
2023-02-14,45.87171398527865
2023-02-15,44.75289169295478
2023-02-16,45.87171398527865
2023-02-17,52.58464773922187
2023-02-18,67.12933753943217
2023-02-19,74.96109358569926
2023-02-20,72.72344900105152
2023-02-21,51.465825446898
2023-02-22,49.22818086225026
2023-02-23,50.34700315457413
2023-02-24,49.22818086225026
2023-02-25,68.24815983175604
2023-02-26,74.96109358569926
2023-02-27,53.703470031545734
2023-02-28,51.465825446898
2023-03-01,51.465825446898
2023-03-02,53.703470031545734
2023-03-03,52.58464773922187
2023-03-04,72.72344900105152
2023-03-05,74.96109358569926
2023-03-06,52.58464773922187
2023-03-07,49.22818086225026
2023-03-08,50.34700315457413
2023-03-09,48.10935856992639
2023-03-10,52.58464773922187
2023-03-11,66.0105152471083
2023-03-12,70.48580441640378
2023-03-13,52.58464773922187
2023-03-14,49.22818086225026
2023-03-15,49.22818086225026
2023-03-16,50.34700315457413
2023-03-17,50.34700315457413
2023-03-18,63.77287066246056
2023-03-19,73.84227129337539
2023-03-20,57.059936908517344
2023-03-21,49.22818086225026
2023-03-22,48.10935856992639
2023-03-23,49.22818086225026
2023-03-24,51.465825446898
2023-03-25,66.0105152471083
2023-03-26,70.48580441640378
2023-03-27,52.58464773922187
2023-03-28,50.34700315457413
2023-03-29,50.34700315457413
2023-03-30,48.10935856992639
2023-03-31,53.703470031545734
2023-04-01,68.24815983175604
2023-04-02,71.60462670872765
2023-04-03,53.703470031545734
2023-04-04,52.58464773922187
2023-04-05,52.58464773922187
2023-04-06,55.941114616193474
2023-04-07,64.89169295478443
2023-04-08,77.198738170347
2023-04-09,81.67402733964248
2023-04-10,57.059936908517344
2023-04-11,52.58464773922187
2023-04-12,57.059936908517344
2023-04-13,53.703470031545734
2023-04-14,54.822292323869604
2023-04-15,71.60462670872765
2023-04-16,73.84227129337539
2023-04-17,55.941114616193474
2023-04-18,50.34700315457413
2023-04-19,51.465825446898
2023-04-20,50.34700315457413
2023-04-21,51.465825446898
2023-04-22,71.60462670872765
2023-04-23,71.60462670872765
2023-04-24,52.58464773922187
2023-04-25,50.34700315457413
2023-04-26,50.39680070609285
2023-04-27,49.289056970174265
2023-04-28,52.61228817793001
2023-04-29,68.12070048079016
2023-04-30,71.44393168854592
2023-05-01,54.827775649767176
2023-05-02,50.39680070609285
2023-05-03,48.18131323425568
2023-05-04,51.50454444201143
2023-05-05,49.289056970174265
2023-05-06,65.905213008953
2023-05-07,74.20775175013972
2023-05-08,60.914826919116734
2023-05-09,54.827775649767176
2023-05-10,53.720031913848594
2023-05-11,53.720031913848594
2023-05-12,57.04326312160434
2023-05-13,71.44393168854592
2023-05-14,71.99226427830256
2023-05-15,59.258750593441505
2023-05-16,55.93551938568576
2023-05-17,53.720031913848594
2023-05-18,55.93551938568576
2023-05-19,57.04326312160434
2023-05-20,72.55167542446449
2023-05-21,73.65941916038307
2023-05-22,58.15100685752292
2023-05-23,55.93551938568576
2023-05-24,55.93551938568576
2023-05-25,57.04326312160434
2023-05-26,62.50991523225781
2023-05-27,74.57323220690405
2023-05-28,85.539884002037
2023-05-29,95.40987061765665
2023-05-30,58.12325451420463
2023-05-31,57.02658933469134
2023-06-01,60.31658487323122
2023-06-02,61.413250052744516
2023-06-03,72.37990184787746
2023-06-04,82.24988846349711
2023-06-05,62.50991523225781
2023-06-06,58.12325451420463
2023-06-07,57.02658933469134
2023-06-08,54.83325897566475
2023-06-09,58.12325451420463
2023-06-10,71.28323666836417
2023-06-11,77.86322774544394
2023-06-12,61.413250052744516
2023-06-13,58.12325451420463
2023-06-14,58.12325451420463
2023-06-15,61.413250052744516
2023-06-16,61.413250052744516
2023-06-17,71.28323666836417
2023-06-18,73.47656702739076
2023-06-19,73.47656702739076
2023-06-20,58.12325451420463
2023-06-21,61.413250052744516
2023-06-22,57.02658933469134
2023-06-23,60.31658487323122
2023-06-24,72.37990184787746
2023-06-25,76.76656256593064
2023-06-26,62.50991523225781
2023-06-27,62.50991523225781
2023-06-28,61.413250052744516
2023-06-29,64.7032455912844
2023-06-30,67.99324112982428
2023-07-01,75.66989738641735
2023-07-02,84.4432188225237
2023-07-03,81.15322328398382
2023-07-04,86.6365491815503
2023-07-05,58.12325451420463
2023-07-06,61.413250052744516
2023-07-07,59.21991969371793
2023-07-08,76.76656256593064
2023-07-09,73.47656702739076
2023-07-10,59.21991969371793
2023-07-11,62.50991523225781
2023-07-12,61.413250052744516
2023-07-13,59.21991969371793
2023-07-14,60.31658487323122
2023-07-15,72.37990184787746
2023-07-16,70.18657148885087
2023-07-17,58.12325451420463
2023-07-18,54.83325897566475
2023-07-19,57.02658933469134
2023-07-20,53.73659379615145
2023-07-21,58.12325451420463
2023-07-22,71.28323666836417
2023-07-23,74.57323220690405
2023-07-24,64.7032455912844
2023-07-25,54.83325897566475
2023-07-26,58.12325451420463
2023-07-27,54.83325897566475
2023-07-28,58.12325451420463
2023-07-29,70.18657148885087
2023-07-30,74.57323220690405
2023-07-31,60.31658487323122
2023-08-01,57.02658933469134
2023-08-02,60.31658487323122
2023-08-03,59.21991969371793
2023-08-04,61.413250052744516
2023-08-05,70.18657148885087
2023-08-06,73.47656702739076
2023-08-07,57.02658933469134
2023-08-08,53.73659379615145
2023-08-09,52.63992861663816
2023-08-10,52.63992861663816
2023-08-11,60.31658487323122
2023-08-12,71.28323666836417
2023-08-13,75.66989738641735
2023-08-14,57.02658933469134
2023-08-15,54.83325897566475
2023-08-16,54.83325897566475
2023-08-17,55.92992415517804
2023-08-18,59.21991969371793
2023-08-19,72.37990184787746
2023-08-20,73.47656702739076
2023-08-21,55.92992415517804
2023-08-22,54.83325897566475
2023-08-23,53.73659379615145
2023-08-24,53.73659379615145
2023-08-25,53.73659379615145
2023-08-26,70.18657148885087
2023-08-27,75.66989738641735
2023-08-28,58.12325451420463
2023-08-29,53.73659379615145
2023-08-30,53.73659379615145
2023-08-31,53.73659379615145
2023-09-01,58.12325451420463
2023-09-02,71.28323666836417
2023-09-03,83.34655364301041
2023-09-04,95.40987061765665
2023-09-05,53.73659379615145
2023-09-06,53.73659379615145
2023-09-07,52.63992861663816
2023-09-08,54.83325897566475
2023-09-09,65.7999107707977
2023-09-10,66.89657595031099
2023-09-11,51.54326343712486
2023-09-12,51.54326343712486
2023-09-13,50.44659825761156
2023-09-14,50.44659825761156
2023-09-15,53.73659379615145
2023-09-16,76.76656256593064
2023-09-17,70.18657148885087
2023-09-18,51.54326343712486
2023-09-19,51.54326343712486
2023-09-20,53.73659379615145
2023-09-21,51.54326343712486
2023-09-22,55.92992415517804
2023-09-23,67.99324112982428
2023-09-24,71.28323666836417
2023-09-25,58.12325451420463
2023-09-26,52.63992861663816
2023-09-27,57.02658933469134
2023-09-28,64.7032455912844
2023-09-29,59.21991969371793
2023-09-30,70.18657148885087
2023-10-01,72.37990184787746
2023-10-02,55.92992415517804
2023-10-03,55.92992415517804
2023-10-04,54.83325897566475
2023-10-05,52.63992861663816
2023-10-06,59.21991969371793
2023-10-07,71.28323666836417
2023-10-08,71.28323666836417
2023-10-09,62.50991523225781
2023-10-10,57.02658933469134
2023-10-11,54.83325897566475
2023-10-12,52.63992861663816
2023-10-13,52.63992861663816
2023-10-14,66.89657595031099
2023-10-15,73.47656702739076
2023-10-16,55.92992415517804
2023-10-17,52.63992861663816
2023-10-18,51.54326343712486
2023-10-19,55.92992415517804
2023-10-20,58.12325451420463
2023-10-21,71.28323666836417
2023-10-22,74.57323220690405
2023-10-23,57.02658933469134
2023-10-24,54.83325897566475
2023-10-25,54.83325897566475
2023-10-26,55.92992415517804
2023-10-27,55.92992415517804
2023-10-28,67.99324112982428
2023-10-29,67.99324112982428
2023-10-30,55.92992415517804
2023-10-31,52.63992861663816
2023-11-01,52.63992861663816
2023-11-02,54.83325897566475
2023-11-03,59.21991969371793
2023-11-04,74.57323220690405
2023-11-05,75.66989738641735
2023-11-06,60.31658487323122
2023-11-07,59.21991969371793
2023-11-08,55.92992415517804
2023-11-09,58.12325451420463
2023-11-10,67.99324112982428
2023-11-11,85.539884002037
2023-11-12,78.95989292495723
2023-11-13,64.7032455912844
2023-11-14,61.413250052744516
2023-11-15,63.606580411771105
2023-11-16,63.606580411771105
2023-11-17,70.18657148885087
2023-11-18,83.34655364301041
2023-11-19,95.40987061765665
2023-11-20,80.05655810447053
2023-11-21,78.95989292495723
2023-11-22,95.40987061765665
2023-11-23,92.11987507911677
2023-11-24,109.6665179513295
2023-11-25,93.21654025863006
2023-11-26,84.4432188225237
2023-11-27,73.47656702739076
2023-11-28,67.99324112982428
2023-11-29,62.50991523225781
2023-11-30,58.12325451420463
2023-12-01,59.21991969371793
2023-12-02,75.66989738641735
2023-12-03,78.95989292495723
2023-12-04,62.50991523225781
2023-12-05,58.12325451420463
2023-12-06,58.12325451420463
2023-12-07,55.92992415517804
2023-12-08,61.413250052744516
2023-12-09,78.95989292495723
2023-12-10,83.34655364301041
2023-12-11,66.89657595031099
2023-12-12,63.606580411771105
2023-12-13,63.606580411771105
2023-12-14,62.50991523225781
2023-12-15,69.08990630933758
2023-12-16,88.82987954057688
2023-12-17,87.73321436106359
2023-12-18,72.37990184787746
2023-12-19,65.7999107707977
2023-12-20,70.18657148885087
2023-12-21,74.57323220690405
2023-12-22,81.15322328398382
2023-12-23,98.65822064305047
2023-12-24,98.65822064305047
2023-12-25,53.57695266242483
2023-12-26,71.59557801695972
2023-12-27,68.95802885104168
2023-12-28,67.89606826581678
2023-12-29,72.14391060671636
2023-12-30,81.15322328398382
2023-12-31,98.65822064305047
2024-01-01,76.90538094308423
2024-01-02,62.586265339692275
2024-01-03,62.07263734422402
2024-01-04,60.46234416924248
2024-01-05,62.07263734422402
2024-01-06,79.02930211353402
2024-01-07,74.78145977263442
2024-01-08,55.70087383287463
2024-01-09,52.514992077199935
2024-01-10,55.15254124311798
2024-01-11,55.15254124311798
2024-01-12,58.33842299879268
2024-01-13,71.08195002149148
2024-01-14,80.09126269875892
2024-01-15,79.57763470329067
2024-01-16,56.21450182834288
2024-01-17,57.276462413567785
2024-01-18,56.76283441809953
2024-01-19,62.586265339692275
2024-01-20,81.15322328398382
2024-01-21,82.18047927492032
2024-01-22,59.58084747431723
2024-01-23,53.41731152869821
2024-01-24,55.47182351057121
2024-01-25,53.41731152869821
2024-01-26,57.526335492444225
2024-01-27,73.96243134742829
2024-01-28,70.88066337461878
2024-01-29,55.47182351057121
2024-01-30,53.41731152869821
2024-01-31,53.41731152869821
2024-02-01,51.3627995468252
2024-02-02,57.526335492444225
2024-02-03,71.90791936555527
2024-02-04,81.15322328398382
2024-02-05,53.41731152869821
2024-02-06,48.281031574015685
2024-02-07,54.44456751963471
2024-02-08,51.3627995468252
2024-02-09,56.49907950150772
2024-02-10,77.0441993202378
2024-02-11,71.90791936555527
2024-02-12,45.19926360120618
2024-02-13,53.41731152869821
2024-02-14,47.25377558307918
2024-02-15,48.281031574015685
2024-02-16,54.44456751963471
2024-02-17,69.85340738368227
2024-02-18,80.12596729304731
2024-02-19,73.96243134742829
2024-02-20,51.3627995468252
2024-02-21,51.3627995468252
2024-02-22,49.308287564952195
2024-02-23,55.47182351057121
2024-02-24,69.85340738368227
2024-02-25,74.98968733836479
2024-02-26,56.49907950150772
2024-02-27,54.44456751963471
2024-02-28,51.3627995468252
2024-02-29,49.308287564952195
2024-03-01,56.49907950150772
2024-03-02,73.96243134742829
2024-03-03,81.15322328398382
2024-03-04,57.526335492444225
2024-03-05,54.44456751963471
2024-03-06,53.41731152869821
2024-03-07,53.41731152869821
2024-03-08,56.49907950150772
2024-03-09,72.93517535649178
2024-03-10,76.0169433293013
2024-03-11,56.49907950150772
2024-03-12,54.44456751963471
2024-03-13,52.390055537761704
2024-03-14,53.41731152869821
2024-03-15,56.49907950150772
2024-03-16,71.90791936555527
2024-03-17,76.0169433293013
2024-03-18,57.526335492444225
2024-03-19,52.390055537761704
2024-03-20,53.41731152869821
2024-03-21,51.3627995468252
2024-03-22,53.41731152869821
2024-03-23,70.88066337461878
2024-03-24,78.0714553111743
2024-03-25,54.44456751963471
2024-03-26,53.41731152869821
2024-03-27,53.41731152869821
2024-03-28,54.44456751963471
2024-03-29,64.71712742899975
2024-03-30,80.12596729304731
2024-03-31,83.20773526585683
2024-04-01,56.49907950150772
2024-04-02,55.47182351057121
2024-04-03,58.55359148338073
2024-04-04,56.49907950150772
2024-04-05,60.608103465253734
2024-04-06,74.98968733836479
2024-04-07,80.12596729304731
2024-04-08,52.390055537761704
2024-04-09,55.47182351057121
2024-04-10,57.526335492444225
2024-04-11,56.49907950150772
2024-04-12,63.68987143806325
2024-04-13,74.98968733836479
2024-04-14,77.0441993202378
2024-04-15,58.55359148338073
2024-04-16,56.49907950150772
2024-04-17,54.44456751963471
2024-04-18,54.44456751963471
2024-04-19,62.66261544712675
2024-04-20,73.96243134742829
2024-04-21,83.20773526585683
2024-04-22,59.58084747431723
2024-04-23,56.49907950150772
2024-04-24,53.41731152869821
2024-04-25,54.44456751963471
2024-04-26,56.49907950150772
2024-04-27,68.82615139274577
2024-04-28,77.0441993202378
2024-04-29,59.58084747431723
2024-04-30,55.47182351057121
2024-05-01,53.41731152869821
2024-05-02,56.49907950150772
2024-05-03,61.63535945619024
2024-05-04,70.88066337461878
2024-05-05,74.98968733836479
2024-05-06,59.58084747431723
2024-05-07,55.47182351057121
2024-05-08,54.44456751963471
2024-05-09,56.49907950150772
2024-05-10,62.66261544712675
2024-05-11,80.12596729304731
2024-05-12,76.0169433293013
2024-05-13,56.49907950150772
2024-05-14,56.49907950150772
2024-05-15,57.526335492444225
2024-05-16,54.44456751963471
2024-05-17,58.55359148338073
2024-05-18,76.0169433293013
2024-05-19,84.23499125679332
2024-05-20,60.608103465253734
2024-05-21,55.47182351057121
2024-05-22,58.55359148338073
2024-05-23,59.58084747431723
2024-05-24,64.71712742899975
2024-05-25,83.20773526585683
2024-05-26,89.37127121147584
2024-05-27,102.7255990936504
2024-05-28,63.68987143806325
2024-05-29,60.608103465253734
2024-05-30,62.66261544712675
2024-05-31,62.66261544712675
2024-06-01,78.0714553111743
2024-06-02,79.09871130211081
2024-06-03,61.63535945619024
2024-06-04,59.58084747431723
2024-06-05,60.608103465253734
2024-06-06,63.68987143806325
2024-06-07,66.77163941087277
2024-06-08,84.23499125679332
2024-06-09,85.26224724772983
2024-06-10,65.74438341993626
2024-06-11,63.68987143806325
2024-06-12,65.74438341993626
2024-06-13,65.74438341993626
2024-06-14,66.77163941087277
2024-06-15,79.09871130211081
2024-06-16,78.0714553111743
2024-06-17,62.66261544712675
2024-06-18,62.66261544712675
2024-06-19,73.96243134742829
2024-06-20,59.58084747431723
2024-06-21,63.68987143806325
2024-06-22,73.96243134742829
2024-06-23,80.12596729304731
2024-06-24,63.68987143806325
2024-06-25,60.608103465253734
2024-06-26,59.58084747431723
2024-06-27,58.55359148338073
2024-06-28,61.63535945619024
2024-06-29,74.98968733836479
2024-06-30,79.09871130211081
2024-07-01,69.85340738368227
2024-07-02,69.85340738368227
2024-07-03,80.12596729304731
2024-07-04,98.61657512990439
2024-07-05,71.90791936555527
2024-07-06,78.0714553111743
2024-07-07,80.12596729304731
2024-07-08,67.79889540180926
2024-07-09,64.71712742899975
2024-07-10,62.66261544712675
2024-07-11,67.79889540180926
2024-07-12,68.82615139274577
2024-07-13,76.0169433293013
2024-07-14,71.90791936555527
2024-07-15,60.608103465253734
2024-07-16,62.66261544712675
2024-07-17,61.63535945619024
2024-07-18,55.47182351057121
2024-07-19,58.55359148338073
2024-07-20,68.82615139274577
2024-07-21,76.0169433293013
2024-07-22,61.63535945619024
2024-07-23,59.58084747431723
2024-07-24,61.63535945619024
2024-07-25,61.63535945619024
2024-07-26,60.608103465253734
2024-07-27,63.68987143806325
2024-07-28,73.96243134742829
2024-07-29,58.55359148338073
2024-07-30,59.58084747431723
2024-07-31,58.55359148338073
2024-08-01,56.49907950150772
2024-08-02,62.66261544712675
2024-08-03,73.96243134742829
2024-08-04,80.12596729304731
2024-08-05,60.608103465253734
2024-08-06,51.3627995468252
2024-08-07,60.608103465253734
2024-08-08,60.608103465253734
2024-08-09,63.68987143806325
2024-08-10,73.96243134742829
2024-08-11,79.09871130211081
2024-08-12,60.608103465253734
2024-08-13,61.63535945619024
2024-08-14,60.608103465253734
2024-08-15,60.608103465253734
2024-08-16,63.68987143806325
2024-08-17,79.09871130211081
2024-08-18,79.1096365384785
2024-08-19,59.321337639037836
2024-08-20,55.03807743815507
2024-08-21,56.6660795431282
2024-08-22,55.5952644929075
2024-08-23,61.46296773947921
2024-08-24,76.45437844256887
2024-08-25,80.18045158869919
2024-08-26,61.46296773947921
2024-08-27,57.73689459334889
2024-08-28,57.73689459334889
2024-08-29,58.80770964356958
2024-08-30,63.604597839920594
2024-08-31,75.89719138781643
2024-09-01,92.47304513659503
2024-09-02,101.03956553836056
2024-09-03,61.46296773947921
2024-09-04,59.321337639037836
2024-09-05,54.524449442686816
2024-09-06,56.6660795431282
2024-09-07,73.75556128737506
2024-09-08,75.89719138781643
2024-09-09,57.73689459334889
2024-09-10,52.38281934224544
2024-09-11,51.31200429202475
2024-09-12,55.5952644929075
2024-09-13,58.25052258881714
2024-09-14,68.95867309102404
2024-09-15,68.95867309102404
2024-09-16,56.10889248837576
2024-09-17,54.60433136573893
2024-09-18,54.60433136573893
2024-09-19,54.60433136573893
2024-09-20,55.7187054752438
2024-09-21,72.43431711781695
2024-09-22,75.77743944633157
2024-09-23,55.7187054752438
