Time,ai
2022-11-26,90.66666666666666
2022-11-27,113.33333333333331
2022-11-28,96.33333333333333
2022-11-29,96.33333333333333
2022-11-30,84.99999999999999
2022-12-01,96.33333333333333
2022-12-02,124.66666666666666
2022-12-03,164.33333333333331
2022-12-04,192.66666666666666
2022-12-05,203.99999999999997
2022-12-06,226.66666666666663
2022-12-07,232.33333333333331
2022-12-08,215.33333333333331
2022-12-09,181.33333333333331
2022-12-10,141.66666666666666
2022-12-11,147.33333333333331
2022-12-12,152.99999999999997
2022-12-13,136.0
2022-12-14,136.0
2022-12-15,141.66666666666666
2022-12-16,141.66666666666666
2022-12-17,130.33333333333331
2022-12-18,118.99999999999999
2022-12-19,124.66666666666666
2022-12-20,118.99999999999999
2022-12-21,107.66666666666666
2022-12-22,101.99999999999999
2022-12-23,101.99999999999999
2022-12-24,84.99999999999999
2022-12-25,79.33333333333333
2022-12-26,96.33333333333333
2022-12-27,96.33333333333333
2022-12-28,96.33333333333333
2022-12-29,101.99999999999999
2022-12-30,90.66666666666666
2022-12-31,90.66666666666666
2023-01-01,79.33333333333333
2023-01-02,90.66666666666666
2023-01-03,101.99999999999999
2023-01-04,113.33333333333331
2023-01-05,113.33333333333331
2023-01-06,118.99999999999999
2023-01-07,107.66666666666666
2023-01-08,107.66666666666666
2023-01-09,118.99999999999999
2023-01-10,130.33333333333331
2023-01-11,124.66666666666666
2023-01-12,118.99999999999999
2023-01-13,113.33333333333331
2023-01-14,124.66666666666666
2023-01-15,107.66666666666666
2023-01-16,113.33333333333331
2023-01-17,124.66666666666666
2023-01-18,130.33333333333331
2023-01-19,124.66666666666666
2023-01-20,130.33333333333331
2023-01-21,107.66666666666666
2023-01-22,118.99999999999999
2023-01-23,141.66666666666666
2023-01-24,141.66666666666666
2023-01-25,152.99999999999997
2023-01-26,147.33333333333331
2023-01-27,158.66666666666666
2023-01-28,136.0
2023-01-29,141.66666666666666
2023-01-30,158.66666666666666
2023-01-31,181.33333333333331
2023-02-01,175.66666666666666
2023-02-02,186.99999999999997
2023-02-03,181.33333333333331
2023-02-04,152.99999999999997
2023-02-05,152.99999999999997
2023-02-06,181.33333333333331
2023-02-07,209.66666666666666
2023-02-08,198.33333333333331
2023-02-09,192.66666666666666
2023-02-10,169.99999999999997
2023-02-11,136.0
2023-02-12,147.33333333333331
2023-02-13,147.33333333333331
2023-02-14,158.66666666666666
2023-02-15,164.33333333333331
2023-02-16,175.66666666666666
2023-02-17,186.99999999999997
2023-02-18,164.33333333333331
2023-02-19,152.99999999999997
2023-02-20,158.66666666666666
2023-02-21,169.99999999999997
2023-02-22,175.66666666666666
2023-02-23,169.99999999999997
2023-02-24,164.33333333333331
2023-02-25,141.66666666666666
2023-02-26,147.33333333333331
2023-02-27,186.99999999999997
2023-02-28,169.99999999999997
2023-03-01,175.66666666666666
2023-03-02,175.66666666666666
2023-03-03,175.66666666666666
2023-03-04,147.33333333333331
2023-03-05,152.99999999999997
2023-03-06,175.66666666666666
2023-03-07,164.33333333333331
2023-03-08,169.99999999999997
2023-03-09,164.33333333333331
2023-03-10,164.33333333333331
2023-03-11,136.0
2023-03-12,141.66666666666666
2023-03-13,152.99999999999997
2023-03-14,169.99999999999997
2023-03-15,181.33333333333331
2023-03-16,181.33333333333331
2023-03-17,169.99999999999997
2023-03-18,147.33333333333331
2023-03-19,147.33333333333331
2023-03-20,203.99999999999997
2023-03-21,215.33333333333331
2023-03-22,215.33333333333331
2023-03-23,215.33333333333331
2023-03-24,198.33333333333331
2023-03-25,175.66666666666666
2023-03-26,169.99999999999997
2023-03-27,209.66666666666666
2023-03-28,220.99999999999997
2023-03-29,237.99999999999997
2023-03-30,249.33333333333331
2023-03-31,226.66666666666663
2023-04-01,198.33333333333331
2023-04-02,192.66666666666666
2023-04-03,226.66666666666663
2023-04-04,237.99999999999997
2023-04-05,232.33333333333331
2023-04-06,232.33333333333331
2023-04-07,203.99999999999997
2023-04-08,186.99999999999997
2023-04-09,198.33333333333331
2023-04-10,237.99999999999997
2023-04-11,243.66666666666663
2023-04-12,232.33333333333331
2023-04-13,237.99999999999997
2023-04-14,249.33333333333331
2023-04-15,232.33333333333331
2023-04-16,260.66666666666663
2023-04-17,322.99999999999994
2023-04-18,305.99999999999994
2023-04-19,368.3333333333333
2023-04-20,470.33333333333326
2023-04-21,566.6666666666666
2023-04-22,504.33333333333326
2023-04-23,419.3333333333333
2023-04-24,368.3333333333333
2023-04-25,356.99999999999994
2023-04-26,328.6194308709399
2023-04-27,311.2391012743125
2023-04-28,291.02543834435176
2023-04-29,254.0446967519402
2023-04-30,266.3716106160774
2023-05-01,306.1856855418223
2023-05-02,335.8929290025869
2023-05-03,318.5125994059595
2023-05-04,340.9463447350771
2023-05-05,293.8587716776851
2023-05-06,291.02543834435176
2023-05-07,283.75194021270477
2023-05-08,311.2391012743125
2023-05-09,313.45918367346934
2023-05-10,345.9997604675673
2023-05-11,316.29251700680265
2023-05-12,308.40576794097916
2023-05-13,266.3716106160774
2023-05-14,254.0446967519402
2023-05-15,323.5660151384497
2023-05-16,333.67284660343006
2023-05-17,328.6194308709399
2023-05-18,311.2391012743125
2023-05-19,311.2391012743125
2023-05-20,266.3716106160774
2023-05-21,261.31819488358724
2023-05-22,293.8587716776851
2023-05-23,311.2391012743125
2023-05-24,288.80535594519495
2023-05-25,318.5125994059595
2023-05-26,293.0508766887036
2023-05-27,244.209063907253
2023-05-28,284.1705470920762
2023-05-29,235.3287343106256
2023-05-30,293.0508766887036
2023-05-31,310.8115358819584
2023-06-01,288.6107118903899
2023-06-02,275.2902174954488
2023-06-03,226.44840471399823
2023-06-04,235.3287343106256
2023-06-05,261.9697231005078
2023-06-06,266.40988789882147
2023-06-07,270.85005269713514
2023-06-08,270.85005269713514
2023-06-09,253.0893935038804
2023-06-10,230.88856951231193
2023-06-11,284.1705470920762
2023-06-12,301.931206285331
2023-06-13,306.37137108364465
2023-06-14,315.25170068027205
2023-06-15,297.4910414870173
2023-06-16,266.40988789882147
2023-06-17,253.0893935038804
2023-06-18,239.7688991089393
2023-06-19,261.9697231005078
2023-06-20,275.2902174954488
2023-06-21,275.2902174954488
2023-06-22,275.2902174954488
2023-06-23,257.52955830219406
2023-06-24,222.00823991568456
2023-06-25,235.3287343106256
2023-06-26,261.9697231005078
2023-06-27,261.9697231005078
2023-06-28,266.40988789882147
2023-06-29,266.40988789882147
2023-06-30,248.64922870556668
2023-07-01,213.12791031905715
2023-07-02,217.56807511737085
2023-07-03,230.88856951231193
2023-07-04,230.88856951231193
2023-07-05,284.1705470920762
2023-07-06,257.52955830219406
2023-07-07,253.0893935038804
2023-07-08,235.3287343106256
2023-07-09,257.52955830219406
2023-07-10,293.0508766887036
2023-07-11,310.8115358819584
2023-07-12,301.931206285331
2023-07-13,310.8115358819584
2023-07-14,293.0508766887036
2023-07-15,257.52955830219406
2023-07-16,261.9697231005078
2023-07-17,310.8115358819584
2023-07-18,306.37137108364465
2023-07-19,293.0508766887036
2023-07-20,350.77301906678156
2023-07-21,355.2131838650953
2023-07-22,244.209063907253
2023-07-23,248.64922870556668
2023-07-24,275.2902174954488
2023-07-25,279.73038229376255
2023-07-26,293.0508766887036
2023-07-27,270.85005269713514
2023-07-28,266.40988789882147
2023-07-29,239.7688991089393
2023-07-30,226.44840471399823
2023-07-31,257.52955830219406
2023-08-01,257.52955830219406
2023-08-02,253.0893935038804
2023-08-03,253.0893935038804
2023-08-04,244.209063907253
2023-08-05,213.12791031905715
2023-08-06,222.00823991568456
2023-08-07,257.52955830219406
2023-08-08,266.40988789882147
2023-08-09,257.52955830219406
2023-08-10,253.0893935038804
2023-08-11,257.52955830219406
2023-08-12,208.68774552074348
2023-08-13,226.44840471399823
2023-08-14,248.64922870556668
2023-08-15,266.40988789882147
2023-08-16,444.0164798313691
2023-08-17,270.85005269713514
2023-08-18,248.64922870556668
2023-08-19,222.00823991568456
2023-08-20,213.12791031905715
2023-08-21,248.64922870556668
2023-08-22,266.40988789882147
2023-08-23,275.2902174954488
2023-08-24,253.0893935038804
2023-08-25,244.209063907253
2023-08-26,213.12791031905715
2023-08-27,235.3287343106256
2023-08-28,248.64922870556668
2023-08-29,261.9697231005078
2023-08-30,266.40988789882147
2023-08-31,266.40988789882147
2023-09-01,230.88856951231193
2023-09-02,208.68774552074348
2023-09-03,217.56807511737085
2023-09-04,235.3287343106256
2023-09-05,248.64922870556668
2023-09-06,257.52955830219406
2023-09-07,270.85005269713514
2023-09-08,244.209063907253
2023-09-09,222.00823991568456
2023-09-10,222.00823991568456
2023-09-11,275.2902174954488
2023-09-12,275.2902174954488
2023-09-13,293.0508766887036
2023-09-14,293.0508766887036
2023-09-15,266.40988789882147
2023-09-16,217.56807511737085
2023-09-17,235.3287343106256
2023-09-18,275.2902174954488
2023-09-19,284.1705470920762
2023-09-20,279.73038229376255
2023-09-21,275.2902174954488
2023-09-22,266.40988789882147
2023-09-23,239.7688991089393
2023-09-24,244.209063907253
2023-09-25,284.1705470920762
2023-09-26,284.1705470920762
2023-09-27,288.6107118903899
2023-09-28,288.6107118903899
2023-09-29,284.1705470920762
2023-09-30,239.7688991089393
2023-10-01,266.40988789882147
2023-10-02,315.25170068027205
2023-10-03,337.45252467184054
2023-10-04,346.3328542684679
2023-10-05,346.3328542684679
2023-10-06,315.25170068027205
2023-10-07,275.2902174954488
2023-10-08,288.6107118903899
2023-10-09,328.57219507521313
2023-10-10,319.6918654785857
2023-10-11,324.13203027689946
2023-10-12,328.57219507521313
2023-10-13,288.6107118903899
2023-10-14,266.40988789882147
2023-10-15,279.73038229376255
2023-10-16,310.8115358819584
2023-10-17,319.6918654785857
2023-10-18,315.25170068027205
2023-10-19,297.4910414870173
2023-10-20,297.4910414870173
2023-10-21,253.0893935038804
2023-10-22,266.40988789882147
2023-10-23,315.25170068027205
2023-10-24,328.57219507521313
2023-10-25,319.6918654785857
2023-10-26,315.25170068027205
2023-10-27,301.931206285331
2023-10-28,257.52955830219406
2023-10-29,253.0893935038804
2023-10-30,328.57219507521313
2023-10-31,328.57219507521313
2023-11-01,337.45252467184054
2023-11-02,319.6918654785857
2023-11-03,324.13203027689946
2023-11-04,270.85005269713514
2023-11-05,279.73038229376255
2023-11-06,346.3328542684679
2023-11-07,341.8926894701542
2023-11-08,364.09351346172264
2023-11-09,350.77301906678156
2023-11-10,319.6918654785857
2023-11-11,275.2902174954488
2023-11-12,288.6107118903899
2023-11-13,328.57219507521313
2023-11-14,337.45252467184054
2023-11-15,346.3328542684679
2023-11-16,337.45252467184054
2023-11-17,319.6918654785857
2023-11-18,319.6918654785857
2023-11-19,284.1705470920762
2023-11-20,355.2131838650953
2023-11-21,315.25170068027205
2023-11-22,315.25170068027205
2023-11-23,275.2902174954488
2023-11-24,253.0893935038804
2023-11-25,248.64922870556668
2023-11-26,279.73038229376255
2023-11-27,333.0123598735268
2023-11-28,341.8926894701542
2023-11-29,324.13203027689946
2023-11-30,337.45252467184054
2023-12-01,328.57219507521313
2023-12-02,275.2902174954488
2023-12-03,270.85005269713514
2023-12-04,333.0123598735268
2023-12-05,346.3328542684679
2023-12-06,364.09351346172264
2023-12-07,355.2131838650953
2023-12-08,337.45252467184054
2023-12-09,328.57219507521313
2023-12-10,301.931206285331
2023-12-11,355.2131838650953
2023-12-12,350.77301906678156
2023-12-13,346.3328542684679
2023-12-14,350.77301906678156
2023-12-15,315.25170068027205
2023-12-16,257.52955830219406
2023-12-17,257.52955830219406
2023-12-18,297.4910414870173
2023-12-19,350.77301906678156
2023-12-20,328.57219507521313
2023-12-21,324.13203027689946
2023-12-22,262.0281202746274
2023-12-23,257.2385622142083
2023-12-24,245.4393636942133
2023-12-25,216.70201533169887
2023-12-26,242.86988803295108
2023-12-27,266.8176783350465
2023-12-28,269.0377607342033
2023-12-29,266.8176783350465
2023-12-30,240.64980563379424
2023-12-31,240.64980563379424
2024-01-01,252.44900415378925
2024-01-02,283.4064349154605
2024-01-03,302.5646671571368
2024-01-04,307.35422521755584
2024-01-05,292.98555103629866
2024-01-06,262.0281202746274
2024-01-07,262.0281202746274
2024-01-08,292.98555103629866
2024-01-09,314.3638656771318
2024-01-10,326.5124574592321
2024-01-11,333.5220979188081
2024-01-12,309.5743076167127
2024-01-13,257.2385622142083
2024-01-14,257.2385622142083
2024-01-15,283.4064349154605
2024-01-16,312.14378327797493
2024-01-17,345.321296438803
2024-01-18,328.732539858389
2024-01-19,319.15342373755084
2024-01-20,285.97591057672275
2024-01-21,277.5033714163203
2024-01-22,328.8928846415648
2024-01-23,339.17078728661374
2024-01-24,354.5876412541871
2024-01-25,421.3940084470049
2024-01-26,513.895132252445
2024-01-27,447.0887650596272
2024-01-28,416.25505712448046
2024-01-29,411.116105801956
2024-01-30,395.69925183438266
2024-01-31,375.14344654428487
2024-02-01,359.72659257671154
2024-02-02,339.17078728661374
2024-02-03,272.36442009379584
2024-02-04,282.64232273884477
2024-02-05,339.17078728661374
2024-02-06,354.5876412541871
2024-02-07,334.0318359640893
2024-02-08,359.72659257671154
2024-02-09,328.8928846415648
2024-02-10,292.9202253838937
2024-02-11,282.64232273884477
2024-02-12,334.0318359640893
2024-02-13,364.86554389923594
2024-02-14,364.86554389923594
2024-02-15,385.4213491893338
2024-02-16,405.9771544794316
2024-02-17,339.17078728661374
2024-02-18,328.8928846415648
2024-02-19,380.28239786680933
2024-02-20,405.9771544794316
2024-02-21,385.4213491893338
2024-02-22,431.67191109205385
2024-02-23,421.3940084470049
2024-02-24,334.0318359640893
2024-02-25,334.0318359640893
2024-02-26,405.9771544794316
2024-02-27,411.116105801956
2024-02-28,416.25505712448046
2024-02-29,411.116105801956
2024-03-01,385.4213491893338
2024-03-02,303.19812802894256
2024-03-03,313.4760306739915
2024-03-04,390.5603005118582
2024-03-05,380.28239786680933
2024-03-06,395.69925183438266
2024-03-07,380.28239786680933
2024-03-08,359.72659257671154
2024-03-09,287.78127406136923
2024-03-10,287.78127406136923
2024-03-11,349.4486899316626
2024-03-12,354.5876412541871
2024-03-13,375.14344654428487
2024-03-14,385.4213491893338
2024-03-15,349.4486899316626
2024-03-16,298.0591767064181
2024-03-17,308.337079351467
2024-03-18,390.5603005118582
2024-03-19,411.116105801956
2024-03-20,411.116105801956
2024-03-21,385.4213491893338
2024-03-22,339.17078728661374
2024-03-23,303.19812802894256
2024-03-24,313.4760306739915
2024-03-25,375.14344654428487
2024-03-26,349.4486899316626
2024-03-27,380.28239786680933
2024-03-28,380.28239786680933
2024-03-29,328.8928846415648
2024-03-30,282.64232273884477
2024-03-31,292.9202253838937
2024-04-01,354.5876412541871
2024-04-02,370.0044952217604
2024-04-03,364.86554389923594
2024-04-04,364.86554389923594
2024-04-05,349.4486899316626
2024-04-06,277.5033714163203
2024-04-07,303.19812802894256
2024-04-08,328.8928846415648
2024-04-09,375.14344654428487
2024-04-10,416.25505712448046
2024-04-11,395.69925183438266
2024-04-12,441.9498137371027
2024-04-13,323.75393331904036
2024-04-14,328.8928846415648
2024-04-15,395.69925183438266
2024-04-16,395.69925183438266
2024-04-17,390.5603005118582
2024-04-18,431.67191109205385
2024-04-19,416.25505712448046
2024-04-20,334.0318359640893
2024-04-21,364.86554389923594
2024-04-22,411.116105801956
2024-04-23,395.69925183438266
2024-04-24,421.3940084470049
2024-04-25,421.3940084470049
2024-04-26,380.28239786680933
2024-04-27,313.4760306739915
2024-04-28,349.4486899316626
2024-04-29,426.5329597695294
2024-04-30,400.8382031569071
2024-05-01,395.69925183438266
2024-05-02,395.69925183438266
2024-05-03,385.4213491893338
2024-05-04,303.19812802894256
2024-05-05,318.6149819965159
2024-05-06,380.28239786680933
2024-05-07,390.5603005118582
2024-05-08,390.5603005118582
2024-05-09,400.8382031569071
2024-05-10,359.72659257671154
2024-05-11,282.64232273884477
2024-05-12,287.78127406136923
2024-05-13,385.4213491893338
2024-05-14,400.8382031569071
2024-05-15,493.33932696234723
2024-05-16,416.25505712448046
2024-05-17,472.78352167224944
2024-05-18,385.4213491893338
2024-05-19,318.6149819965159
2024-05-20,375.14344654428487
2024-05-21,400.8382031569071
2024-05-22,416.25505712448046
2024-05-23,385.4213491893338
2024-05-24,385.4213491893338
2024-05-25,416.25505712448046
2024-05-26,323.75393331904036
2024-05-27,354.5876412541871
2024-05-28,447.0887650596272
2024-05-29,441.9498137371027
2024-05-30,426.5329597695294
2024-05-31,395.69925183438266
2024-06-01,426.5329597695294
2024-06-02,318.6149819965159
2024-06-03,380.28239786680933
2024-06-04,436.81086241457825
2024-06-05,411.116105801956
2024-06-06,416.25505712448046
2024-06-07,375.14344654428487
2024-06-08,416.25505712448046
2024-06-09,354.5876412541871
2024-06-10,467.644570349725
2024-06-11,447.0887650596272
2024-06-12,390.5603005118582
2024-06-13,380.28239786680933
2024-06-14,349.4486899316626
2024-06-15,405.9771544794316
2024-06-16,313.4760306739915
2024-06-17,395.69925183438266
2024-06-18,395.69925183438266
2024-06-19,349.4486899316626
2024-06-20,349.4486899316626
2024-06-21,339.17078728661374
2024-06-22,411.116105801956
2024-06-23,323.75393331904036
2024-06-24,375.14344654428487
2024-06-25,364.86554389923594
2024-06-26,364.86554389923594
2024-06-27,364.86554389923594
2024-06-28,323.75393331904036
2024-06-29,395.69925183438266
2024-06-30,298.0591767064181
2024-07-01,349.4486899316626
2024-07-02,359.72659257671154
2024-07-03,328.8928846415648
2024-07-04,277.5033714163203
2024-07-05,277.5033714163203
2024-07-06,380.28239786680933
2024-07-07,292.9202253838937
2024-07-08,328.8928846415648
2024-07-09,349.4486899316626
2024-07-10,385.4213491893338
2024-07-11,344.30973860913815
2024-07-12,339.17078728661374
2024-07-13,375.14344654428487
2024-07-14,272.36442009379584
2024-07-15,323.75393331904036
2024-07-16,334.0318359640893
2024-07-17,349.4486899316626
2024-07-18,344.30973860913815
2024-07-19,313.4760306739915
2024-07-20,416.25505712448046
2024-07-21,303.19812802894256
2024-07-22,334.0318359640893
2024-07-23,354.5876412541871
2024-07-24,370.0044952217604
2024-07-25,354.5876412541871
2024-07-26,323.75393331904036
2024-07-27,395.69925183438266
2024-07-28,272.36442009379584
2024-07-29,328.8928846415648
2024-07-30,354.5876412541871
2024-07-31,339.17078728661374
2024-08-01,364.86554389923594
2024-08-02,328.8928846415648
2024-08-03,380.28239786680933
2024-08-04,292.9202253838937
2024-08-05,328.8928846415648
2024-08-06,354.5876412541871
2024-08-07,364.86554389923594
2024-08-08,426.5329597695294
2024-08-09,328.8928846415648
2024-08-10,380.28239786680933
2024-08-11,323.75393331904036
2024-08-12,364.86554389923594
2024-08-13,364.86554389923594
2024-08-14,375.14344654428487
2024-08-15,390.5603005118582
2024-08-16,375.14344654428487
2024-08-17,421.3940084470049
2024-08-18,307.0523415208359
2024-08-19,364.43729795569226
2024-08-20,394.41451400375155
2024-08-21,415.6126882091649
2024-08-22,388.20494782236784
2024-08-23,385.63547216110567
2024-08-24,436.8108624145783
2024-08-25,352.01816559292484
2024-08-26,406.833646366519
2024-08-27,406.833646366519
2024-08-28,436.8108624145783
2024-08-29,409.4031220277812
2024-08-30,391.8450383424893
2024-08-31,428.03182057193237
2024-09-01,349.4486899316626
2024-09-02,358.2277317743086
2024-09-03,415.6126882091649
2024-09-04,428.03182057193237
2024-09-05,434.2413867533161
2024-09-06,379.42590597972196
2024-09-07,415.6126882091649
2024-09-08,337.02955756889526
2024-09-09,413.04321254790267
2024-09-10,472.9976446440213
2024-09-11,436.8108624145783
2024-09-12,466.7880784626376
2024-09-13,436.8108624145783
2024-09-14,454.3689460998702
2024-09-15,349.4486899316626
2024-09-16,436.8108624145783
2024-09-17,473.2117676157931
2024-09-18,451.3712244950642
2024-09-19,458.6514055353072
2024-09-20,422.25050033409235
2024-09-21,458.6514055353072
2024-09-22,378.56941409263453
2024-09-23,487.7721296962791
2024-09-24,480.49194865603613
2024-09-25,480.49194865603613
2024-09-26,480.49194865603613
2024-09-27,429.5306813743353
2024-09-28,465.93158657555017
2024-09-29,393.12977617312043
2024-09-30,458.6514055353072
