Time,brendan_fraser
2022-06-19,2.0
2022-06-20,1.0
2022-06-21,1.0
2022-06-22,1.0
2022-06-23,1.0
2022-06-24,1.0
2022-06-25,2.0
2022-06-26,2.0
2022-06-27,1.0
2022-06-28,1.0
2022-06-29,1.0
2022-06-30,1.0
2022-07-01,1.0
2022-07-02,1.0
2022-07-03,1.0
2022-07-04,1.0
2022-07-05,1.0
2022-07-06,1.0
2022-07-07,1.0
2022-07-08,1.0
2022-07-09,2.0
2022-07-10,3.0
2022-07-11,2.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,2.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,2.0
2022-07-25,1.0
2022-07-26,6.0
2022-07-27,20.0
2022-07-28,14.0
2022-07-29,6.0
2022-07-30,4.0
2022-07-31,3.0
2022-08-01,2.0
2022-08-02,3.0
2022-08-03,5.0
2022-08-04,4.0
2022-08-05,3.0
2022-08-06,2.0
2022-08-07,2.0
2022-08-08,2.0
2022-08-09,2.0
2022-08-10,2.0
2022-08-11,2.0
2022-08-12,2.0
2022-08-13,3.0
2022-08-14,4.0
2022-08-15,2.0
2022-08-16,2.0
2022-08-17,2.0
2022-08-18,2.0
2022-08-19,2.0
2022-08-20,3.0
2022-08-21,2.0
2022-08-22,3.0
2022-08-23,3.0
2022-08-24,2.0
2022-08-25,2.0
2022-08-26,2.0
2022-08-27,3.0
2022-08-28,2.0
2022-08-29,1.4057527539779682
2022-08-30,1.4057527539779682
2022-08-31,2.405752753977968
2022-09-01,7.123011015911873
2022-09-02,9.02876376988984
2022-09-03,9.02876376988984
2022-09-04,12.840269277845778
2022-09-05,99.81640146878824
2022-09-06,74.13586291309669
2022-09-07,54.67258261933904
2022-09-08,25.680538555691555
2022-09-09,16.151774785801713
2022-09-10,16.651774785801713
2022-09-11,14.746022031823745
2022-09-12,16.651774785801713
2022-09-13,14.246022031823745
2022-09-14,12.840269277845778
2022-09-15,9.52876376988984
2022-09-16,7.123011015911873
2022-09-17,7.623011015911873
2022-09-18,16.651774785801713
2022-09-19,9.02876376988984
2022-09-20,5.217258261933904
2022-09-21,3.8115055079559363
2022-09-22,3.8115055079559363
2022-09-23,3.3115055079559363
2022-09-24,3.8115055079559363
2022-09-25,7.123011015911873
2022-09-26,3.3115055079559363
2022-09-27,3.3115055079559363
2022-09-28,1.8115055079559361
2022-09-29,3.6230110159118722
2022-09-30,1.8115055079559361
2022-10-01,3.6230110159118722
2022-10-02,3.6230110159118722
2022-10-03,1.8115055079559361
2022-10-04,1.8115055079559361
2022-10-05,1.8115055079559361
2022-10-06,1.8115055079559361
2022-10-07,1.8115055079559361
2022-10-08,1.8115055079559361
2022-10-09,1.8115055079559361
2022-10-10,1.8115055079559361
2022-10-11,1.8115055079559361
2022-10-12,5.434516523867808
2022-10-13,7.2460220318237445
2022-10-14,3.6230110159118722
2022-10-15,3.6230110159118722
2022-10-16,3.6230110159118722
2022-10-17,3.6230110159118722
2022-10-18,3.6230110159118722
2022-10-19,1.8115055079559361
2022-10-20,1.8115055079559361
2022-10-21,1.8115055079559361
2022-10-22,1.8115055079559361
2022-10-23,3.6230110159118722
2022-10-24,1.8115055079559361
2022-10-25,1.8115055079559361
2022-10-26,1.8115055079559361
2022-10-27,1.8115055079559361
2022-10-28,1.8115055079559361
2022-10-29,1.8115055079559361
2022-10-30,3.6230110159118722
2022-10-31,1.8115055079559361
2022-11-01,1.8115055079559361
2022-11-02,1.8115055079559361
2022-11-03,1.8115055079559361
2022-11-04,1.8115055079559361
2022-11-05,1.8115055079559361
2022-11-06,1.8115055079559361
2022-11-07,1.8115055079559361
2022-11-08,3.6230110159118722
2022-11-09,5.434516523867808
2022-11-10,3.6230110159118722
2022-11-11,3.6230110159118722
2022-11-12,3.6230110159118722
2022-11-13,3.6230110159118722
2022-11-14,1.8115055079559361
2022-11-15,1.8115055079559361
2022-11-16,9.05752753977968
2022-11-17,12.680538555691554
2022-11-18,7.2460220318237445
2022-11-19,10.869033047735616
2022-11-20,7.2460220318237445
2022-11-21,3.6230110159118722
2022-11-22,3.6230110159118722
2022-11-23,3.6230110159118722
2022-11-24,3.6230110159118722
2022-11-25,1.8115055079559361
2022-11-26,3.6230110159118722
2022-11-27,3.6230110159118722
2022-11-28,1.8115055079559361
2022-11-29,1.8115055079559361
2022-11-30,3.6230110159118722
2022-12-01,5.434516523867808
2022-12-02,5.434516523867808
2022-12-03,7.2460220318237445
2022-12-04,12.680538555691554
2022-12-05,5.434516523867808
2022-12-06,3.6230110159118722
2022-12-07,5.434516523867808
2022-12-08,5.434516523867808
2022-12-09,5.434516523867808
2022-12-10,5.434516523867808
2022-12-11,7.2460220318237445
2022-12-12,5.434516523867808
2022-12-13,7.2460220318237445
2022-12-14,7.2460220318237445
2022-12-15,9.05752753977968
2022-12-16,9.05752753977968
2022-12-17,7.2460220318237445
2022-12-18,5.434516523867808
2022-12-19,5.434516523867808
2022-12-20,5.434516523867808
2022-12-21,5.434516523867808
2022-12-22,5.434516523867808
2022-12-23,5.434516523867808
2022-12-24,5.434516523867808
2022-12-25,7.2460220318237445
2022-12-26,5.434516523867808
2022-12-27,5.434516523867808
2022-12-28,5.434516523867808
2022-12-29,5.434516523867808
2022-12-30,5.434516523867808
2022-12-31,7.2460220318237445
2023-01-01,5.434516523867808
2023-01-02,5.434516523867808
2023-01-03,3.6230110159118722
2023-01-04,3.6230110159118722
2023-01-05,5.434516523867808
2023-01-06,5.434516523867808
2023-01-07,7.2460220318237445
2023-01-08,5.434516523867808
2023-01-09,3.6230110159118722
2023-01-10,5.434516523867808
2023-01-11,10.869033047735616
2023-01-12,5.434516523867808
2023-01-13,5.434516523867808
2023-01-14,7.2460220318237445
2023-01-15,7.2460220318237445
2023-01-16,32.60709914320685
2023-01-17,19.926560587515297
2023-01-18,10.869033047735616
2023-01-19,7.2460220318237445
2023-01-20,7.2460220318237445
2023-01-21,9.05752753977968
2023-01-22,7.2460220318237445
2023-01-23,5.434516523867808
2023-01-24,9.05752753977968
2023-01-25,9.05752753977968
2023-01-26,7.2460220318237445
2023-01-27,7.2460220318237445
2023-01-28,9.05752753977968
2023-01-29,7.2460220318237445
2023-01-30,3.6230110159118722
2023-01-31,3.6230110159118722
2023-02-01,3.6230110159118722
2023-02-02,3.6230110159118722
2023-02-03,3.6230110159118722
2023-02-04,3.6230110159118722
2023-02-05,3.6230110159118722
2023-02-06,3.6230110159118722
2023-02-07,3.6230110159118722
2023-02-08,3.6230110159118722
2023-02-09,3.6230110159118722
2023-02-10,3.6230110159118722
2023-02-11,5.434516523867808
2023-02-12,3.6230110159118722
2023-02-13,1.8115055079559361
2023-02-14,1.8115055079559361
2023-02-15,1.8115055079559361
2023-02-16,1.8115055079559361
2023-02-17,1.8115055079559361
2023-02-18,3.6230110159118722
2023-02-19,3.6230110159118722
2023-02-20,3.6230110159118722
2023-02-21,3.6230110159118722
2023-02-22,5.434516523867808
2023-02-23,5.434516523867808
2023-02-24,5.434516523867808
2023-02-25,7.2460220318237445
2023-02-26,16.303549571603426
2023-02-27,16.303549571603426
2023-02-28,16.303549571603426
2023-03-01,9.05752753977968
2023-03-02,5.434516523867808
2023-03-03,5.434516523867808
2023-03-04,7.2460220318237445
2023-03-05,7.2460220318237445
2023-03-06,7.2460220318237445
2023-03-07,3.6230110159118722
2023-03-08,3.6230110159118722
2023-03-09,3.6230110159118722
2023-03-10,5.434516523867808
2023-03-11,9.05752753977968
2023-03-12,14.492044063647489
2023-03-13,181.1505507955936
2023-03-14,61.59118727050183
2023-03-15,32.60709914320685
2023-03-16,21.738066095471233
2023-03-17,19.926560587515297
2023-03-18,18.11505507955936
2023-03-19,18.11505507955936
2023-03-20,10.869033047735616
2023-03-21,10.869033047735616
2023-03-22,9.05752753977968
2023-03-23,7.2460220318237445
2023-03-24,7.2460220318237445
2023-03-25,7.2460220318237445
2023-03-26,7.2460220318237445
2023-03-27,5.434516523867808
2023-03-28,3.6230110159118722
2023-03-29,3.6230110159118722
2023-03-30,3.6230110159118722
2023-03-31,3.6230110159118722
2023-04-01,3.6230110159118722
2023-04-02,5.434516523867808
2023-04-03,3.6230110159118722
2023-04-04,1.8115055079559361
2023-04-05,1.8115055079559361
2023-04-06,1.8115055079559361
2023-04-07,1.8115055079559361
2023-04-08,3.6230110159118722
2023-04-09,3.6230110159118722
2023-04-10,1.8115055079559361
2023-04-11,1.8115055079559361
2023-04-12,1.8115055079559361
2023-04-13,1.8115055079559361
2023-04-14,1.8115055079559361
2023-04-15,1.8115055079559361
2023-04-16,1.8115055079559361
2023-04-17,1.8115055079559361
2023-04-18,1.8115055079559361
2023-04-19,1.8115055079559361
2023-04-20,1.8115055079559361
2023-04-21,1.8115055079559361
2023-04-22,3.6230110159118722
2023-04-23,3.6230110159118722
2023-04-24,1.8115055079559361
2023-04-25,1.8115055079559361
2023-04-26,1.811505507955936
2023-04-27,2.0379436964504283
2023-04-28,1.9624643002855975
2023-04-29,2.3398612811097506
2023-04-30,2.26438188494492
2023-05-01,1.9624643002855975
2023-05-02,1.7360261117911056
2023-05-03,1.7360261117911056
2023-05-04,1.7360261117911056
2023-05-05,1.811505507955936
2023-05-06,2.0379436964504283
2023-05-07,2.26438188494492
2023-05-08,1.9624643002855975
2023-05-09,1.7360261117911056
2023-05-10,1.7360261117911056
2023-05-11,1.585067319461444
2023-05-12,1.6605467156262748
2023-05-13,2.4153406772745813
2023-05-14,3.472052223582211
2023-05-15,1.811505507955936
2023-05-16,1.6605467156262748
2023-05-17,1.5095879232966134
2023-05-18,1.811505507955936
2023-05-19,1.8869849041207667
2023-05-20,2.1134230926152586
2023-05-21,2.1889024887800894
2023-05-22,1.9624643002855975
2023-05-23,1.8869849041207667
2023-05-24,1.6605467156262748
2023-05-25,1.5095879232966134
2023-05-26,1.6605467156262748
2023-05-27,2.26438188494492
2023-05-28,2.5662994696042425
2023-05-29,2.26438188494492
2023-05-30,1.5095879232966134
2023-05-31,1.5095879232966134
2023-06-01,1.2076703386372907
2023-06-02,1.2076703386372907
2023-06-03,1.6605467156262748
2023-06-04,2.1134230926152586
2023-06-05,2.26438188494492
2023-06-06,1.5095879232966134
2023-06-07,1.5095879232966134
2023-06-08,1.358629130966952
2023-06-09,1.358629130966952
2023-06-10,2.1134230926152586
2023-06-11,2.1134230926152586
2023-06-12,1.5095879232966134
2023-06-13,1.2076703386372907
2023-06-14,1.2076703386372907
2023-06-15,1.358629130966952
2023-06-16,1.5095879232966134
2023-06-17,1.811505507955936
2023-06-18,2.717258261933904
2023-06-19,1.5095879232966134
2023-06-20,1.5095879232966134
2023-06-21,1.358629130966952
2023-06-22,1.2076703386372907
2023-06-23,1.2076703386372907
2023-06-24,2.1134230926152586
2023-06-25,1.9624643002855973
2023-06-26,1.5095879232966134
2023-06-27,1.2076703386372907
2023-06-28,1.358629130966952
2023-06-29,1.811505507955936
2023-06-30,1.358629130966952
2023-07-01,1.811505507955936
2023-07-02,2.1134230926152586
2023-07-03,1.5095879232966134
2023-07-04,2.26438188494492
2023-07-05,1.6605467156262748
2023-07-06,1.6605467156262748
2023-07-07,1.5095879232966134
2023-07-08,1.9624643002855973
2023-07-09,3.623011015911872
2023-07-10,2.4153406772745813
2023-07-11,1.358629130966952
2023-07-12,1.358629130966952
2023-07-13,1.358629130966952
2023-07-14,1.5095879232966134
2023-07-15,1.9624643002855973
2023-07-16,2.5662994696042425
2023-07-17,1.6605467156262748
2023-07-18,2.1134230926152586
2023-07-19,1.358629130966952
2023-07-20,0.905752753977968
2023-07-21,1.6605467156262748
2023-07-22,1.6605467156262748
2023-07-23,1.6605467156262748
2023-07-24,1.358629130966952
2023-07-25,1.358629130966952
2023-07-26,1.2076703386372907
2023-07-27,1.0567115463076293
2023-07-28,1.2076703386372907
2023-07-29,1.358629130966952
2023-07-30,2.5662994696042425
2023-07-31,1.5095879232966134
2023-08-01,1.358629130966952
2023-08-02,1.811505507955936
2023-08-03,2.1134230926152586
2023-08-04,2.26438188494492
2023-08-05,2.4153406772745813
2023-08-06,2.5662994696042425
2023-08-07,1.6605467156262748
2023-08-08,1.5095879232966134
2023-08-09,1.5095879232966134
2023-08-10,1.5095879232966134
2023-08-11,1.811505507955936
2023-08-12,2.1134230926152586
2023-08-13,5.887392900856792
2023-08-14,1.9624643002855973
2023-08-15,1.811505507955936
2023-08-16,1.5095879232966134
2023-08-17,1.5095879232966134
2023-08-18,1.5095879232966134
2023-08-19,1.9624643002855973
2023-08-20,3.7739698082415334
2023-08-21,2.5662994696042425
2023-08-22,1.9624643002855973
2023-08-23,2.5662994696042425
2023-08-24,1.5095879232966134
2023-08-25,1.9624643002855973
2023-08-26,2.868217054263565
2023-08-27,2.4153406772745813
2023-08-28,1.811505507955936
2023-08-29,1.5095879232966134
2023-08-30,2.5662994696042425
2023-08-31,1.6605467156262748
2023-09-01,1.811505507955936
2023-09-02,2.26438188494492
2023-09-03,2.5662994696042425
2023-09-04,3.019175846593227
2023-09-05,1.6605467156262748
2023-09-06,1.9624643002855973
2023-09-07,1.5095879232966134
2023-09-08,1.358629130966952
2023-09-09,1.9624643002855973
2023-09-10,2.5662994696042425
2023-09-11,1.6605467156262748
2023-09-12,1.358629130966952
2023-09-13,1.0567115463076293
2023-09-14,1.2076703386372907
2023-09-15,1.2076703386372907
2023-09-16,2.26438188494492
2023-09-17,2.4153406772745813
2023-09-18,1.5095879232966134
2023-09-19,1.358629130966952
2023-09-20,1.2076703386372907
2023-09-21,1.358629130966952
2023-09-22,1.6605467156262748
2023-09-23,1.9624643002855973
2023-09-24,1.9624643002855973
2023-09-25,1.358629130966952
2023-09-26,1.0567115463076293
2023-09-27,1.2076703386372907
2023-09-28,1.2076703386372907
2023-09-29,1.0567115463076293
2023-09-30,1.6605467156262748
2023-10-01,1.9624643002855973
2023-10-02,1.0567115463076293
2023-10-03,1.6605467156262748
2023-10-04,1.5095879232966134
2023-10-05,1.6605467156262748
2023-10-06,1.5095879232966134
2023-10-07,1.6605467156262748
2023-10-08,1.811505507955936
2023-10-09,1.358629130966952
2023-10-10,1.2076703386372907
2023-10-11,1.2076703386372907
2023-10-12,1.2076703386372907
2023-10-13,1.0567115463076293
2023-10-14,1.5095879232966134
2023-10-15,2.26438188494492
2023-10-16,1.5095879232966134
2023-10-17,1.358629130966952
2023-10-18,1.358629130966952
2023-10-19,1.5095879232966134
2023-10-20,1.811505507955936
2023-10-21,3.170134638922888
2023-10-22,2.868217054263565
2023-10-23,2.4153406772745813
2023-10-24,1.358629130966952
2023-10-25,1.5095879232966134
2023-10-26,1.5095879232966134
2023-10-27,1.358629130966952
2023-10-28,2.1134230926152586
2023-10-29,2.1134230926152586
2023-10-30,1.358629130966952
2023-10-31,1.358629130966952
2023-11-01,1.5095879232966134
2023-11-02,2.5662994696042425
2023-11-03,2.5662994696042425
2023-11-04,2.1134230926152586
2023-11-05,2.26438188494492
2023-11-06,1.358629130966952
2023-11-07,1.2076703386372907
2023-11-08,1.2076703386372907
2023-11-09,1.358629130966952
2023-11-10,1.6605467156262748
2023-11-11,1.811505507955936
2023-11-12,1.9624643002855973
2023-11-13,1.2076703386372907
2023-11-14,1.0567115463076293
2023-11-15,1.2076703386372907
2023-11-16,1.2076703386372907
2023-11-17,1.2076703386372907
2023-11-18,1.811505507955936
2023-11-19,1.811505507955936
2023-11-20,1.358629130966952
2023-11-21,1.358629130966952
2023-11-22,1.5095879232966134
2023-11-23,2.5662994696042425
2023-11-24,2.5662994696042425
2023-11-25,1.9624643002855973
2023-11-26,1.811505507955936
2023-11-27,1.2076703386372907
2023-11-28,1.358629130966952
2023-11-29,1.2076703386372907
2023-11-30,0.905752753977968
2023-12-01,1.0567115463076293
2023-12-02,1.2076703386372907
2023-12-03,2.1134230926152586
2023-12-04,1.6605467156262748
2023-12-05,1.6605467156262748
2023-12-06,1.5095879232966134
2023-12-07,1.358629130966952
2023-12-08,1.6605467156262748
2023-12-09,9.963280293757649
2023-12-10,15.095879232966134
2023-12-11,1.9624643002855973
2023-12-12,1.6605467156262748
2023-12-13,1.9624643002855973
2023-12-14,1.811505507955936
2023-12-15,1.9624643002855973
2023-12-16,2.4153406772745813
2023-12-17,1.811505507955936
2023-12-18,1.5095879232966134
2023-12-19,1.358629130966952
2023-12-20,1.358629130966952
2023-12-21,1.358629130966952
2023-12-22,1.19275849794452
2023-12-23,1.8480300797793676
2023-12-24,1.8480300797793676
2023-12-25,1.5498404552932374
2023-12-26,1.952955642375492
2023-12-27,2.414963162320334
2023-12-28,1.5498404552932374
2023-12-29,1.49094812243065
2023-12-30,2.2805914332929156
2023-12-31,2.251145266861622
2024-01-01,2.876970682265176
2024-01-02,1.9235094759441982
2024-01-03,1.6842121843206557
2024-01-04,1.356576393403232
2024-01-05,1.49094812243065
2024-01-06,2.116773537834204
2024-01-07,2.2805914332929156
2024-01-08,1.6842121843206557
2024-01-09,1.19275849794452
2024-01-10,5.88831309355777
2024-01-11,2.116773537834204
2024-01-12,1.952955642375492
2024-01-13,2.4738554951829212
2024-01-14,3.3389782022100176
2024-01-15,2.713152786806464
2024-01-16,1.654766017889362
2024-01-17,1.5498404552932374
2024-01-18,1.654766017889362
2024-01-19,1.654766017889362
2024-01-20,2.38551699588904
2024-01-21,2.7679396445416113
2024-01-22,1.9434469844653866
2024-01-23,1.7078776530150368
2024-01-24,1.4134159887020994
2024-01-25,1.4723083215646868
2024-01-26,1.5312006544272743
2024-01-27,2.237908648778324
2024-01-28,2.709047311679024
2024-01-29,1.5312006544272743
2024-01-30,1.2956313229769243
2024-01-31,1.2956313229769243
2024-02-01,0.8833849929388121
2024-02-02,1.001169658663987
2024-02-03,1.9434469844653866
2024-02-04,2.4145856473660863
2024-02-05,1.2956313229769243
2024-02-06,1.354523655839512
2024-02-07,1.118954324389162
2024-02-08,1.2956313229769243
2024-02-09,0.9422773258013996
2024-02-10,1.5900929872898617
2024-02-11,1.6489853201524491
2024-02-12,1.0600619915265745
2024-02-13,0.8244926600762246
2024-02-14,0.8244926600762246
2024-02-15,1.001169658663987
2024-02-16,1.4134159887020994
2024-02-17,1.7667699858776242
2024-02-18,2.120123983053149
2024-02-19,2.0612316501905616
2024-02-20,1.5312006544272743
2024-02-21,1.1778466572517494
2024-02-22,1.4134159887020994
2024-02-23,1.354523655839512
2024-02-24,1.8256623187402117
2024-02-25,2.355693314503499
2024-02-26,1.6489853201524491
2024-02-27,1.5900929872898617
2024-02-28,1.4134159887020994
2024-02-29,1.4134159887020994
2024-03-01,1.2367389901143369
2024-03-02,1.9434469844653866
2024-03-03,2.1790163159157365
2024-03-04,1.118954324389162
2024-03-05,0.8833849929388121
2024-03-06,1.118954324389162
2024-03-07,1.1778466572517494
2024-03-08,1.2956313229769243
2024-03-09,1.7667699858776242
2024-03-10,2.885724310266786
2024-03-11,5.241417624770285
2024-03-12,2.355693314503499
2024-03-13,1.6489853201524491
2024-03-14,1.2367389901143369
2024-03-15,1.7078776530150368
2024-03-16,1.8256623187402117
2024-03-17,2.237908648778324
2024-03-18,1.4134159887020994
2024-03-19,1.2367389901143369
2024-03-20,1.2367389901143369
2024-03-21,1.118954324389162
2024-03-22,1.2956313229769243
2024-03-23,1.354523655839512
2024-03-24,1.7667699858776242
2024-03-25,1.4134159887020994
2024-03-26,1.118954324389162
2024-03-27,1.001169658663987
2024-03-28,1.118954324389162
2024-03-29,1.0600619915265745
2024-03-30,1.7078776530150368
2024-03-31,1.6489853201524491
2024-04-01,1.001169658663987
2024-04-02,1.001169658663987
2024-04-03,0.8833849929388121
2024-04-04,1.118954324389162
2024-04-05,0.9422773258013996
2024-04-06,1.5312006544272743
2024-04-07,2.709047311679024
2024-04-08,1.4134159887020994
2024-04-09,1.0600619915265745
2024-04-10,0.8833849929388121
2024-04-11,1.0600619915265745
2024-04-12,1.118954324389162
2024-04-13,1.2367389901143369
2024-04-14,1.5900929872898617
2024-04-15,1.001169658663987
2024-04-16,1.118954324389162
2024-04-17,0.8244926600762246
2024-04-18,1.0600619915265745
2024-04-19,1.6489853201524491
2024-04-20,1.5900929872898617
2024-04-21,1.7667699858776242
2024-04-22,1.1778466572517494
2024-04-23,0.9422773258013996
2024-04-24,2.826831977404199
2024-04-25,1.1778466572517494
2024-04-26,1.0600619915265745
2024-04-27,2.120123983053149
2024-04-28,3.003508975991961
2024-04-29,1.7667699858776242
2024-04-30,1.1778466572517494
2024-05-01,1.001169658663987
2024-05-02,0.8244926600762246
2024-05-03,1.1778466572517494
2024-05-04,1.5312006544272743
2024-05-05,1.8845546516027991
2024-05-06,1.5900929872898617
2024-05-07,1.1778466572517494
2024-05-08,0.9422773258013996
2024-05-09,0.8244926600762246
2024-05-10,1.118954324389162
2024-05-11,1.2956313229769243
2024-05-12,1.354523655839512
2024-05-13,1.118954324389162
2024-05-14,1.0600619915265745
2024-05-15,1.1778466572517494
2024-05-16,0.9422773258013996
2024-05-17,1.118954324389162
2024-05-18,1.7078776530150368
2024-05-19,1.4723083215646868
2024-05-20,1.001169658663987
2024-05-21,1.118954324389162
2024-05-22,0.8244926600762246
2024-05-23,0.8244926600762246
2024-05-24,1.1778466572517494
2024-05-25,2.120123983053149
2024-05-26,1.8845546516027991
2024-05-27,1.2956313229769243
2024-05-28,1.001169658663987
2024-05-29,0.9422773258013996
2024-05-30,1.118954324389162
2024-05-31,1.1778466572517494
2024-06-01,1.4723083215646868
2024-06-02,1.4723083215646868
2024-06-03,1.0600619915265745
2024-06-04,1.001169658663987
2024-06-05,1.001169658663987
2024-06-06,1.8845546516027991
2024-06-07,1.8256623187402117
2024-06-08,1.4134159887020994
2024-06-09,1.6489853201524491
2024-06-10,1.2956313229769243
2024-06-11,1.001169658663987
2024-06-12,0.8833849929388121
2024-06-13,0.9422773258013996
2024-06-14,1.354523655839512
2024-06-15,1.2367389901143369
2024-06-16,1.7667699858776242
2024-06-17,1.0600619915265745
2024-06-18,1.2367389901143369
2024-06-19,1.354523655839512
2024-06-20,0.8244926600762246
2024-06-21,0.8833849929388121
2024-06-22,1.0600619915265745
2024-06-23,1.4723083215646868
2024-06-24,1.0600619915265745
2024-06-25,1.001169658663987
2024-06-26,0.7656003272136371
2024-06-27,1.118954324389162
2024-06-28,0.8244926600762246
2024-06-29,1.118954324389162
2024-06-30,1.5900929872898617
2024-07-01,0.9422773258013996
2024-07-02,0.8833849929388121
2024-07-03,0.8244926600762246
2024-07-04,1.354523655839512
2024-07-05,1.4134159887020994
2024-07-06,1.8256623187402117
2024-07-07,1.7078776530150368
2024-07-08,1.1778466572517494
2024-07-09,1.6489853201524491
2024-07-10,1.118954324389162
2024-07-11,1.4723083215646868
2024-07-12,1.2367389901143369
2024-07-13,1.4134159887020994
2024-07-14,1.2956313229769243
2024-07-15,1.1778466572517494
2024-07-16,1.0600619915265745
2024-07-17,1.118954324389162
2024-07-18,1.5312006544272743
2024-07-19,1.1778466572517494
2024-07-20,1.2367389901143369
2024-07-21,1.354523655839512
2024-07-22,1.1778466572517494
2024-07-23,1.4723083215646868
2024-07-24,1.7667699858776242
2024-07-25,1.4134159887020994
2024-07-26,0.8833849929388121
2024-07-27,1.354523655839512
2024-07-28,1.354523655839512
2024-07-29,1.1778466572517494
2024-07-30,1.001169658663987
2024-07-31,0.8244926600762246
2024-08-01,0.8244926600762246
2024-08-02,1.0600619915265745
2024-08-03,1.6489853201524491
2024-08-04,2.0612316501905616
2024-08-05,1.4134159887020994
2024-08-06,1.001169658663987
2024-08-07,1.0600619915265745
2024-08-08,1.001169658663987
2024-08-09,1.2367389901143369
2024-08-10,2.1790163159157365
2024-08-11,1.9434469844653866
2024-08-12,1.2956313229769243
2024-08-13,1.118954324389162
2024-08-14,1.4134159887020994
2024-08-15,1.4134159887020994
2024-08-16,1.354523655839512
2024-08-17,1.8256623187402117
2024-08-18,2.1115750960247093
2024-08-19,1.70027864232309
2024-08-20,1.1787965335882427
2024-08-21,1.1237037060716286
