Time,mortgage_calculator
2024-09-26,62.50878198606575
2024-09-27,59.578682830468914
2024-09-28,61.53208226753347
2024-09-29,59.578682830468914
2024-09-30,59.578682830468914
2024-10-01,59.578682830468914
2024-10-02,62.50878198606575
2024-10-03,61.53208226753347
2024-10-04,60.555382549001195
2024-10-05,56.648583674872086
2024-10-06,56.648583674872086
2024-10-07,58.60198311193664
2024-10-08,55.671883956339805
2024-10-09,50.78838536367842
2024-10-10,52.74178480074298
2024-10-11,52.74178480074298
2024-10-12,55.671883956339805
2024-10-13,53.71848451927525
2024-10-14,57.62528339340436
2024-10-15,59.578682830468914
2024-10-16,60.555382549001195
2024-10-17,55.671883956339805
2024-10-18,55.671883956339805
2024-10-19,58.60198311193664
2024-10-20,52.74178480074298
2024-10-21,58.60198311193664
2024-10-22,59.578682830468914
2024-10-23,55.671883956339805
2024-10-24,52.74178480074298
2024-10-25,50.78838536367842
2024-10-26,52.74178480074298
2024-10-27,56.648583674872086
2024-10-28,56.648583674872086
2024-10-29,54.69518423780753
2024-10-30,56.648583674872086
2024-10-31,49.81168564514614
2024-11-01,49.81168564514614
2024-11-02,52.74178480074298
2024-11-03,55.671883956339805
2024-11-04,53.71848451927525
2024-11-05,46.88158648954931
2024-11-06,36.13788958569426
2024-11-07,54.69518423780753
2024-11-08,55.671883956339805
2024-11-09,61.53208226753347
2024-11-10,53.71848451927525
2024-11-11,59.578682830468914
2024-11-12,54.69518423780753
2024-11-13,56.648583674872086
2024-11-14,53.71848451927525
2024-11-15,49.81168564514614
2024-11-16,49.81168564514614
2024-11-17,56.648583674872086
2024-11-18,54.69518423780753
2024-11-19,54.69518423780753
2024-11-20,53.71848451927525
2024-11-21,49.81168564514614
2024-11-22,50.78838536367842
2024-11-23,48.83498592661387
2024-11-24,48.83498592661387
2024-11-25,51.765085082210696
2024-11-26,50.78838536367842
2024-11-27,47.85828620808159
2024-11-28,39.067988741291096
2024-11-29,41.998087896887924
2024-11-30,48.83498592661387
2024-12-01,49.81168564514614
2024-12-02,52.74178480074298
2024-12-03,53.71848451927525
2024-12-04,49.81168564514614
2024-12-05,47.85828620808159
2024-12-06,44.92818705248476
2024-12-07,51.765085082210696
2024-12-08,48.83498592661387
2024-12-09,49.81168564514614
2024-12-10,45.90488677101703
2024-12-11,48.83498592661387
2024-12-12,44.92818705248476
2024-12-13,46.88158648954931
2024-12-14,49.81168564514614
2024-12-15,45.90488677101703
2024-12-16,49.81168564514614
2024-12-17,50.78838536367842
2024-12-18,52.74178480074298
2024-12-19,52.74178480074298
2024-12-20,45.90488677101703
2024-12-21,45.90488677101703
2024-12-22,43.95148733395248
2024-12-23,41.02138817835565
2024-12-24,39.067988741291096
2024-12-25,36.13788958569426
2024-12-26,47.85828620808159
2024-12-27,57.62528339340436
2024-12-28,58.60198311193664
2024-12-29,56.648583674872086
2024-12-30,62.50878198606575
2024-12-31,53.71848451927525
2025-01-01,46.88158648954931
2025-01-02,60.555382549001195
2025-01-03,60.555382549001195
2025-01-04,61.53208226753347
2025-01-05,60.555382549001195
2025-01-06,56.648583674872086
2025-01-07,57.62528339340436
2025-01-08,52.74178480074298
2025-01-09,53.71848451927525
2025-01-10,52.74178480074298
2025-01-11,57.62528339340436
2025-01-12,61.53208226753347
2025-01-13,59.578682830468914
2025-01-14,57.62528339340436
2025-01-15,52.74178480074298
2025-01-16,63.48548170459803
2025-01-17,60.555382549001195
2025-01-18,63.48548170459803
2025-01-19,60.555382549001195
2025-01-20,54.69518423780753
2025-01-21,52.74178480074298
2025-01-22,53.71848451927525
2025-01-23,50.78838536367842
2025-01-24,53.71848451927525
2025-01-25,57.62528339340436
2025-01-26,57.62528339340436
2025-01-27,53.71848451927525
2025-01-28,55.671883956339805
2025-01-29,53.71848451927525
2025-01-30,51.765085082210696
2025-01-31,53.71848451927525
2025-02-01,58.60198311193664
2025-02-02,61.53208226753347
2025-02-03,53.71848451927525
2025-02-04,55.671883956339805
2025-02-05,52.74178480074298
2025-02-06,55.671883956339805
2025-02-07,53.71848451927525
2025-02-08,55.671883956339805
2025-02-09,51.765085082210696
2025-02-10,48.83498592661387
2025-02-11,50.78838536367842
2025-02-12,51.765085082210696
2025-02-13,49.81168564514614
2025-02-14,49.81168564514614
2025-02-15,59.578682830468914
2025-02-16,55.671883956339805
2025-02-17,56.648583674872086
2025-02-18,53.71848451927525
2025-02-19,56.648583674872086
2025-02-20,52.74178480074298
2025-02-21,53.71848451927525
2025-02-22,58.60198311193664
2025-02-23,59.578682830468914
2025-02-24,53.71848451927525
2025-02-25,56.648583674872086
2025-02-26,53.71848451927525
2025-02-27,55.671883956339805
2025-02-28,53.71848451927525
2025-03-01,60.555382549001195
2025-03-02,61.53208226753347
2025-03-03,55.671883956339805
2025-03-04,54.69518423780753
2025-03-05,56.648583674872086
2025-03-06,52.74178480074298
2025-03-07,55.671883956339805
2025-03-08,60.555382549001195
2025-03-09,58.60198311193664
2025-03-10,60.555382549001195
2025-03-11,56.648583674872086
2025-03-12,54.69518423780753
2025-03-13,55.671883956339805
2025-03-14,50.78838536367842
2025-03-15,57.62528339340436
2025-03-16,60.555382549001195
2025-03-17,53.71848451927525
2025-03-18,54.69518423780753
2025-03-19,56.648583674872086
2025-03-20,52.74178480074298
2025-03-21,49.81168564514614
2025-03-22,57.62528339340436
2025-03-23,59.578682830468914
2025-03-24,52.74178480074298
2025-03-25,54.69518423780753
2025-03-26,53.71848451927525
2025-03-27,51.765085082210696
2025-03-28,46.88158648954931
2025-03-29,55.671883956339805
2025-03-30,57.62528339340436
2025-03-31,54.69518423780753
2025-04-01,54.69518423780753
2025-04-02,51.765085082210696
2025-04-03,54.69518423780753
2025-04-04,58.60198311193664
2025-04-05,59.578682830468914
2025-04-06,57.62528339340436
2025-04-07,56.648583674872086
2025-04-08,52.74178480074298
2025-04-09,50.78838536367842
2025-04-10,50.78838536367842
2025-04-11,48.83498592661387
2025-04-12,52.74178480074298
2025-04-13,50.78838536367842
2025-04-14,52.74178480074298
2025-04-15,53.70453166615336
2025-04-16,52.85340762571809
2025-04-17,51.63950940411369
2025-04-18,47.87223906120347
2025-04-19,54.067305847322494
2025-04-20,50.78838536367842
2025-04-21,52.002283585282825
2025-04-22,52.85340762571809
2025-04-23,52.85340762571809
2025-04-24,51.15115954484755
2025-04-25,49.93726132324315
2025-04-26,52.002283585282825
2025-04-27,51.15115954484755
2025-04-28,53.70453166615336
2025-04-29,53.70453166615336
2025-04-30,50.78838536367842
2025-05-01,54.55565570658864
2025-05-02,51.63950940411369
2025-05-03,52.85340762571809
2025-05-04,54.067305847322494
2025-05-05,52.49063344454896
2025-05-06,52.002283585282825
2025-05-07,50.78838536367842
2025-05-08,50.78838536367842
2025-05-09,50.78838536367842
2025-05-10,50.78838536367842
2025-05-11,48.72336310163875
2025-05-12,52.49063344454896
2025-05-13,53.70453166615336
2025-05-14,54.55565570658864
2025-05-15,48.61174027666363
2025-05-16,45.709546827310575
2025-05-17,48.61174027666363
2025-05-18,49.33728863900189
2025-05-19,51.51393372601668
2025-05-20,52.23948208835495
2025-05-21,49.33728863900189
2025-05-22,49.33728863900189
2025-05-23,45.709546827310575
2025-05-24,47.16064355198711
2025-05-25,46.43509518964884
2025-05-26,50.78838536367842
2025-05-27,48.61174027666363
2025-05-28,47.886191914325366
2025-05-29,52.965030450693206
2025-05-30,52.965030450693206
2025-05-31,51.51393372601668
2025-06-01,55.86722390004626
2025-06-02,53.69057881303147
2025-06-03,52.965030450693206
2025-06-04,50.78838536367842
2025-06-05,53.69057881303147
2025-06-06,45.709546827310575
2025-06-07,51.51393372601668
2025-06-08,47.16064355198711
2025-06-09,52.23948208835495
2025-06-10,49.33728863900189
2025-06-11,49.33728863900189
2025-06-12,47.886191914325366
2025-06-13,44.25845010263405
2025-06-14,46.43509518964884
2025-06-15,44.983998464972316
2025-06-16,46.43509518964884
2025-06-17,48.61174027666363
2025-06-18,47.886191914325366
2025-06-19,45.709546827310575
2025-06-20,44.25845010263405
2025-06-21,50.06283700134016
2025-06-22,43.53290174029579
2025-06-23,44.983998464972316
2025-06-24,52.23948208835495
2025-06-25,50.06283700134016
2025-06-26,50.06283700134016
2025-06-27,49.33728863900189
2025-06-28,52.23948208835495
2025-06-29,50.06283700134016
2025-06-30,54.41612717536974
2025-07-01,54.41612717536974
2025-07-02,52.965030450693206
2025-07-03,49.33728863900189
2025-07-04,46.43509518964884
2025-07-05,50.78838536367842
2025-07-06,52.23948208835495
2025-07-07,54.41612717536974
2025-07-08,53.69057881303147
2025-07-09,50.78838536367842
2025-07-10,50.78838536367842
2025-07-11,52.23948208835495
2025-07-12,60.9460624364141
2025-07-13,60.9460624364141
2025-07-14,62.39715916109063
2025-07-15,59.49496571173758
2025-07-16,57.31832062472279
2025-07-17,58.04386898706105
2025-07-18,53.69057881303147
2025-07-19,58.76941734939931
2025-07-20,60.9460624364141
2025-07-21,57.31832062472279
2025-07-22,57.31832062472279
2025-07-23,58.76941734939931
2025-07-24,54.41612717536974
2025-07-25,54.41612717536974
2025-07-26,61.67161079875237
2025-07-27,58.04386898706105
2025-07-28,58.04386898706105
2025-07-29,55.141675537708
2025-07-30,53.69057881303147
2025-07-31,50.78838536367842
2025-08-01,47.886191914325366
2025-08-02,54.41612717536974
2025-08-03,55.141675537708
2025-08-04,56.59277226238453
2025-08-05,57.31832062472279
2025-08-06,55.86722390004626
2025-08-07,52.965030450693206
2025-08-08,54.41612717536974
2025-08-09,58.76941734939931
2025-08-10,57.31832062472279
2025-08-11,55.141675537708
2025-08-12,52.23948208835495
2025-08-13,53.69057881303147
2025-08-14,52.965030450693206
2025-08-15,50.06283700134016
2025-08-16,52.965030450693206
2025-08-17,51.51393372601668
2025-08-18,51.51393372601668
2025-08-19,46.43509518964884
2025-08-20,49.33728863900189
2025-08-21,46.43509518964884
2025-08-22,45.709546827310575
2025-08-23,49.33728863900189
2025-08-24,52.23948208835495
2025-08-25,53.69057881303147
2025-08-26,50.06283700134016
2025-08-27,50.06283700134016
2025-08-28,48.61174027666363
2025-08-29,43.53290174029579
2025-08-30,44.25845010263405
2025-08-31,40.630708290942735
2025-09-01,47.886191914325366
2025-09-02,48.61174027666363
2025-09-03,47.16064355198711
2025-09-04,49.33728863900189
2025-09-05,50.06283700134016
2025-09-06,51.51393372601668
2025-09-07,48.61174027666363
2025-09-08,55.141675537708
2025-09-09,52.23948208835495
2025-09-10,44.983998464972316
2025-09-11,45.709546827310575
2025-09-12,45.709546827310575
2025-09-13,43.53290174029579
2025-09-14,44.983998464972316
2025-09-15,50.78838536367842
2025-09-16,50.06283700134016
2025-09-17,72.55483623382631
2025-09-18,62.39715916109063
2025-09-19,51.51393372601668
2025-09-20,47.886191914325366
2025-09-21,47.16064355198711
2025-09-22,50.78838536367842
2025-09-23,50.06283700134016
2025-09-24,48.61174027666363
2025-09-25,47.886191914325366
2025-09-26,46.43509518964884
2025-09-27,47.886191914325366
2025-09-28,46.43509518964884
2025-09-29,47.16064355198711
2025-09-30,47.16064355198711
2025-10-01,46.43509518964884
2025-10-02,47.16064355198711
2025-10-03,41.356256653281
2025-10-04,40.630708290942735
2025-10-05,43.53290174029579
2025-10-06,42.807353377957526
2025-10-07,43.53290174029579
2025-10-08,44.983998464972316
2025-10-09,45.709546827310575
2025-10-10,42.08180501561926
2025-10-11,39.17961156626621
2025-10-12,38.454063203927944
2025-10-13,42.807353377957526
2025-10-14,42.807353377957526
2025-10-15,43.53290174029579
2025-10-16,43.53290174029579
2025-10-17,44.983998464972316
2025-10-18,44.983998464972316
2025-10-19,40.630708290942735
2025-10-20,44.983998464972316
2025-10-21,44.983998464972316
2025-10-22,47.16064355198711
2025-10-23,48.61174027666363
2025-10-24,44.25845010263405
2025-10-25,43.53290174029579
2025-10-26,44.25845010263405
2025-10-27,47.886191914325366
2025-10-28,46.43509518964884
2025-10-29,52.23948208835495
2025-10-30,50.06283700134016
2025-10-31,43.53290174029579
2025-11-01,44.983998464972316
2025-11-02,44.25845010263405
2025-11-03,44.25845010263405
2025-11-04,44.983998464972316
2025-11-05,41.356256653281
2025-11-06,42.08180501561926
2025-11-07,42.807353377957526
2025-11-08,44.983998464972316
2025-11-09,55.86722390004626
2025-11-10,58.76941734939931
2025-11-11,63.12270752342889
2025-11-12,57.31832062472279
2025-11-13,53.69057881303147
2025-11-14,50.06283700134016
2025-11-15,45.709546827310575
2025-11-16,48.61174027666363
2025-11-17,48.61174027666363
2025-11-18,45.709546827310575
2025-11-19,42.08180501561926
2025-11-20,42.807353377957526
2025-11-21,41.356256653281
2025-11-22,37.728514841589686
2025-11-23,35.551869754574895
2025-11-24,37.728514841589686
2025-11-25,38.454063203927944
2025-11-26,37.00296647925142
2025-11-27,30.47303121820705
2025-11-28,31.92412794288358
2025-11-29,34.82632139223663
2025-11-30,37.00296647925142
2025-12-01,39.17961156626621
2025-12-02,38.454063203927944
2025-12-03,38.454063203927944
2025-12-04,37.728514841589686
2025-12-05,37.00296647925142
2025-12-06,36.277418116913154
2025-12-07,36.277418116913154
2025-12-08,39.17961156626621
2025-12-09,40.630708290942735
2025-12-10,42.08180501561926
2025-12-11,42.85828983441556
2025-12-12,37.964095952708085
2025-12-13,37.07803852408928
2025-12-14,34.681507861957684
2025-12-15,35.567565290576496
2025-12-16,32.80826044727577
2025-12-17,34.943149485682525
2025-12-18,37.70245432898325
2025-12-19,32.54661882355093
2025-12-20,31.297787213762994
2025-12-21,33.43267625216974
2025-12-22,34.05709205706371
2025-12-23,31.297787213762994
2025-12-24,26.766367513224655
2025-12-25,25.255894279711875
2025-12-26,35.567565290576496
2025-12-27,36.81639690036444
2025-12-28,41.347816600902775
2025-12-29,43.48270563930953
2025-12-30,43.48270563930953
2025-12-31,39.83734336739
2026-01-01,34.318733680788554
2026-01-02,46.24201048261025
2026-01-03,44.99317887282231
2026-01-04,44.99317887282231
2026-01-05,44.36876306792834
2026-01-06,47.752483716123024
2026-01-07,44.99317887282231
2026-01-08,41.972232405796746
2026-01-09,50.77343018314859
2026-01-10,52.328324744967794
2026-01-11,47.09549227047101
2026-01-12,50.23519175516908
2026-01-13,51.281758250068435
2026-01-14,47.61877551792069
2026-01-15,48.66534201282005
2026-01-16,50.23519175516908
2026-01-17,48.142058765370365
2026-01-18,45.0023592806723
2026-01-19,46.57220902302134
2026-01-20,43.95579278577294
2026-01-21,42.90922629087359
2026-01-22,41.339376548524555
2026-01-23,38.199677063826485
2026-01-24,40.292810053625196
2026-01-25,36.106544074027774
2026-01-26,38.72296031127617
2026-01-27,41.339376548524555
2026-01-28,41.339376548524555
2026-01-29,39.76952680617552
2026-01-30,41.339376548524555
2026-01-31,42.385943043423914
2026-02-01,42.385943043423914
2026-02-02,40.81609330107488
2026-02-03,40.81609330107488
2026-02-04,40.81609330107488
2026-02-05,37.67639381637681
2026-02-06,38.199677063826485
2026-02-07,37.15311056892713
2026-02-08,37.15311056892713
2026-02-09,34.01341108422906
2026-02-10,40.81609330107488
2026-02-11,41.339376548524555
2026-02-12,41.86265979597423
2026-02-13,42.90922629087359
2026-02-14,45.0023592806723
2026-02-15,46.048925775571654
2026-02-16,46.57220902302134
2026-02-17,46.57220902302134
2026-02-18,46.57220902302134
2026-02-19,46.048925775571654
2026-02-20,45.0023592806723
2026-02-21,48.142058765370365
2026-02-22,43.432509538323266
2026-02-23,49.7119085077194
2026-02-24,49.188625260269724
2026-02-25,47.61877551792069
2026-02-26,51.281758250068435
2026-02-27,49.7119085077194
2026-02-28,49.7119085077194
2026-03-01,51.80504149751811
2026-03-02,48.66534201282005
2026-03-03,49.188625260269724
2026-03-04,47.09549227047101
2026-03-05,45.0023592806723
2026-03-06,48.66534201282005
2026-03-07,48.142058765370365
2026-03-08,50.75847500261876
2026-03-09,49.188625260269724
2026-03-10,46.57220902302134
2026-03-11,43.95579278577294
2026-03-12,47.09549227047101
2026-03-13,42.385943043423914
2026-03-14,44.479076033222626
2026-03-15,49.188625260269724
2026-03-16,42.385943043423914
2026-03-17,45.0023592806723
2026-03-18,43.432509538323266
2026-03-19,41.86265979597423
2026-03-20,43.432509538323266
2026-03-21,44.479076033222626
2026-03-22,47.61877551792069
2026-03-23,45.52564252812198
2026-03-24,42.90922629087359
2026-03-25,42.90922629087359
2026-03-26,43.432509538323266
2026-03-27,46.57220902302134
2026-03-28,42.385943043423914
2026-03-29,52.328324744967794
2026-03-30,47.61877551792069
2026-03-31,42.90922629087359
2026-04-01,43.432509538323266
2026-04-02,42.90922629087359
2026-04-03,48.142058765370365
2026-04-04,43.95579278577294
2026-04-05,43.95579278577294
2026-04-06,47.61877551792069
2026-04-07,43.95579278577294
2026-04-08,45.0023592806723
2026-04-09,49.7119085077194
2026-04-10,43.95579278577294
2026-04-11,47.09549227047101
2026-04-12,48.142058765370365
2026-04-13,45.0023592806723
2026-04-14,47.61877551792069
2026-04-15,51.80504149751811
2026-04-16,44.479076033222626
2026-04-17,44.479076033222626
2026-04-18,47.09549227047101
2026-04-19,49.7119085077194
2026-04-20,52.328324744967794
2026-04-21,46.048925775571654
2026-04-22,46.57220902302134
2026-04-23,50.23519175516908
2026-04-24,44.479076033222626
2026-04-25,43.432509538323266
2026-04-26,48.142058765370365
2026-04-27,50.23519175516908
2026-04-28,42.90922629087359
2026-04-29,43.432509538323266
2026-04-30,50.75847500261876
2026-05-01,47.61877551792069
2026-05-02,46.048925775571654
2026-05-03,50.75847500261876
2026-05-04,48.66534201282005
2026-05-05,46.048925775571654
2026-05-06,47.61877551792069
2026-05-07,48.66534201282005
2026-05-08,45.52564252812198
2026-05-09,45.52564252812198
2026-05-10,44.479076033222626
2026-05-11,45.0023592806723
2026-05-12,50.23519175516908
2026-05-13,46.57220902302134
2026-05-14,49.7119085077194
2026-05-15,46.048925775571654
2026-05-16,45.0023592806723
2026-05-17,47.09549227047101
2026-05-18,44.479076033222626
2026-05-19,48.142058765370365
2026-05-20,47.61877551792069
2026-05-21,46.048925775571654
2026-05-22,41.86265979597423
2026-05-23,43.432509538323266
2026-05-24,46.048925775571654
2026-05-25,50.23519175516908
2026-05-26,44.479076033222626
2026-05-27,43.432509538323266
2026-05-28,48.66534201282005
2026-05-29,42.90922629087359
2026-05-30,42.385943043423914
2026-05-31,47.61877551792069
