Time,facebook
2022-08-02,85.0
2022-08-03,84.0
2022-08-04,86.0
2022-08-05,82.0
2022-08-06,85.0
2022-08-07,91.0
2022-08-08,88.0
2022-08-09,86.0
2022-08-10,88.0
2022-08-11,84.0
2022-08-12,87.0
2022-08-13,90.0
2022-08-14,91.0
2022-08-15,86.0
2022-08-16,88.0
2022-08-17,85.0
2022-08-18,85.0
2022-08-19,84.0
2022-08-20,88.0
2022-08-21,88.0
2022-08-22,86.0
2022-08-23,87.0
2022-08-24,87.0
2022-08-25,84.0
2022-08-26,86.0
2022-08-27,87.0
2022-08-28,87.0
2022-08-29,80.9404761904762
2022-08-30,81.41071428571429
2022-08-31,81.91071428571429
2022-09-01,79.9702380952381
2022-09-02,78.02976190476191
2022-09-03,79.0
2022-09-04,83.35119047619048
2022-09-05,82.88095238095238
2022-09-06,81.91071428571429
2022-09-07,79.0
2022-09-08,79.4702380952381
2022-09-09,78.02976190476191
2022-09-10,80.9404761904762
2022-09-11,81.91071428571429
2022-09-12,78.02976190476191
2022-09-13,80.9404761904762
2022-09-14,82.88095238095238
2022-09-15,82.38095238095238
2022-09-16,81.91071428571429
2022-09-17,82.88095238095238
2022-09-18,84.32142857142858
2022-09-19,80.9404761904762
2022-09-20,82.38095238095238
2022-09-21,78.02976190476191
2022-09-22,82.38095238095238
2022-09-23,80.9404761904762
2022-09-24,82.88095238095238
2022-09-25,83.35119047619048
2022-09-26,80.4404761904762
2022-09-27,81.41071428571429
2022-09-28,82.76190476190477
2022-09-29,79.9404761904762
2022-09-30,81.82142857142858
2022-10-01,80.8809523809524
2022-10-02,81.82142857142858
2022-10-03,77.11904761904762
2022-10-04,79.9404761904762
2022-10-05,79.00000000000001
2022-10-06,79.9404761904762
2022-10-07,83.70238095238096
2022-10-08,80.8809523809524
2022-10-09,82.76190476190477
2022-10-10,81.82142857142858
2022-10-11,80.8809523809524
2022-10-12,77.11904761904762
2022-10-13,79.00000000000001
2022-10-14,80.8809523809524
2022-10-15,82.76190476190477
2022-10-16,83.70238095238096
2022-10-17,79.00000000000001
2022-10-18,77.11904761904762
2022-10-19,78.05952380952382
2022-10-20,80.8809523809524
2022-10-21,79.00000000000001
2022-10-22,80.8809523809524
2022-10-23,83.70238095238096
2022-10-24,79.9404761904762
2022-10-25,77.11904761904762
2022-10-26,81.82142857142858
2022-10-27,82.76190476190477
2022-10-28,81.82142857142858
2022-10-29,83.70238095238096
2022-10-30,80.8809523809524
2022-10-31,81.82142857142858
2022-11-01,79.9404761904762
2022-11-02,79.9404761904762
2022-11-03,80.8809523809524
2022-11-04,79.00000000000001
2022-11-05,79.00000000000001
2022-11-06,77.11904761904762
2022-11-07,76.17857142857143
2022-11-08,77.11904761904762
2022-11-09,75.23809523809524
2022-11-10,79.00000000000001
2022-11-11,83.70238095238096
2022-11-12,81.82142857142858
2022-11-13,79.9404761904762
2022-11-14,76.17857142857143
2022-11-15,80.8809523809524
2022-11-16,77.11904761904762
2022-11-17,79.00000000000001
2022-11-18,78.05952380952382
2022-11-19,83.70238095238096
2022-11-20,78.05952380952382
2022-11-21,72.41666666666667
2022-11-22,79.00000000000001
2022-11-23,78.05952380952382
2022-11-24,77.11904761904762
2022-11-25,82.76190476190477
2022-11-26,74.29761904761905
2022-11-27,73.35714285714286
2022-11-28,70.53571428571429
2022-11-29,72.41666666666667
2022-11-30,73.35714285714286
2022-12-01,78.05952380952382
2022-12-02,70.53571428571429
2022-12-03,76.17857142857143
2022-12-04,77.11904761904762
2022-12-05,66.77380952380953
2022-12-06,74.29761904761905
2022-12-07,74.29761904761905
2022-12-08,78.05952380952382
2022-12-09,79.00000000000001
2022-12-10,78.05952380952382
2022-12-11,78.05952380952382
2022-12-12,75.23809523809524
2022-12-13,79.9404761904762
2022-12-14,74.29761904761905
2022-12-15,79.00000000000001
2022-12-16,79.00000000000001
2022-12-17,77.11904761904762
2022-12-18,77.11904761904762
2022-12-19,79.9404761904762
2022-12-20,81.82142857142858
2022-12-21,77.11904761904762
2022-12-22,79.00000000000001
2022-12-23,81.82142857142858
2022-12-24,81.82142857142858
2022-12-25,90.28571428571429
2022-12-26,89.3452380952381
2022-12-27,83.70238095238096
2022-12-28,81.82142857142858
2022-12-29,83.70238095238096
2022-12-30,78.05952380952382
2022-12-31,85.58333333333334
2023-01-01,90.28571428571429
2023-01-02,84.64285714285715
2023-01-03,76.17857142857143
2023-01-04,76.17857142857143
2023-01-05,75.23809523809524
2023-01-06,78.05952380952382
2023-01-07,79.9404761904762
2023-01-08,79.00000000000001
2023-01-09,79.00000000000001
2023-01-10,79.00000000000001
2023-01-11,79.00000000000001
2023-01-12,77.11904761904762
2023-01-13,78.05952380952382
2023-01-14,76.17857142857143
2023-01-15,79.9404761904762
2023-01-16,79.9404761904762
2023-01-17,77.11904761904762
2023-01-18,75.23809523809524
2023-01-19,76.17857142857143
2023-01-20,78.05952380952382
2023-01-21,78.05952380952382
2023-01-22,75.23809523809524
2023-01-23,78.05952380952382
2023-01-24,79.9404761904762
2023-01-25,76.17857142857143
2023-01-26,78.05952380952382
2023-01-27,77.11904761904762
2023-01-28,78.05952380952382
2023-01-29,79.00000000000001
2023-01-30,74.29761904761905
2023-01-31,78.05952380952382
2023-02-01,76.17857142857143
2023-02-02,77.11904761904762
2023-02-03,79.00000000000001
2023-02-04,79.00000000000001
2023-02-05,77.11904761904762
2023-02-06,76.17857142857143
2023-02-07,78.05952380952382
2023-02-08,77.11904761904762
2023-02-09,78.05952380952382
2023-02-10,79.9404761904762
2023-02-11,79.9404761904762
2023-02-12,79.00000000000001
2023-02-13,74.29761904761905
2023-02-14,79.9404761904762
2023-02-15,81.82142857142858
2023-02-16,74.29761904761905
2023-02-17,79.9404761904762
2023-02-18,83.70238095238096
2023-02-19,77.11904761904762
2023-02-20,80.8809523809524
2023-02-21,77.11904761904762
2023-02-22,81.82142857142858
2023-02-23,82.76190476190477
2023-02-24,79.00000000000001
2023-02-25,78.05952380952382
2023-02-26,81.82142857142858
2023-02-27,77.11904761904762
2023-02-28,74.29761904761905
2023-03-01,77.11904761904762
2023-03-02,77.11904761904762
2023-03-03,78.05952380952382
2023-03-04,77.11904761904762
2023-03-05,81.82142857142858
2023-03-06,75.23809523809524
2023-03-07,77.11904761904762
2023-03-08,77.11904761904762
2023-03-09,79.9404761904762
2023-03-10,76.17857142857143
2023-03-11,79.9404761904762
2023-03-12,79.00000000000001
2023-03-13,75.23809523809524
2023-03-14,77.11904761904762
2023-03-15,78.05952380952382
2023-03-16,76.17857142857143
2023-03-17,77.11904761904762
2023-03-18,78.05952380952382
2023-03-19,82.76190476190477
2023-03-20,78.05952380952382
2023-03-21,79.00000000000001
2023-03-22,78.05952380952382
2023-03-23,78.05952380952382
2023-03-24,78.05952380952382
2023-03-25,80.8809523809524
2023-03-26,81.82142857142858
2023-03-27,79.00000000000001
2023-03-28,78.05952380952382
2023-03-29,79.00000000000001
2023-03-30,77.11904761904762
2023-03-31,77.11904761904762
2023-04-01,76.17857142857143
2023-04-02,80.8809523809524
2023-04-03,77.11904761904762
2023-04-04,75.23809523809524
2023-04-05,77.11904761904762
2023-04-06,79.00000000000001
2023-04-07,80.8809523809524
2023-04-08,73.35714285714286
2023-04-09,81.82142857142858
2023-04-10,80.8809523809524
2023-04-11,78.05952380952382
2023-04-12,79.00000000000001
2023-04-13,78.05952380952382
2023-04-14,78.05952380952382
2023-04-15,83.70238095238096
2023-04-16,82.76190476190477
2023-04-17,77.11904761904762
2023-04-18,79.00000000000001
2023-04-19,86.52380952380953
2023-04-20,93.10714285714286
2023-04-21,85.58333333333334
2023-04-22,94.04761904761905
2023-04-23,91.22619047619048
2023-04-24,85.58333333333334
2023-04-25,82.76190476190477
2023-04-26,82.75406597569888
2023-04-27,79.97940289015779
2023-04-28,78.59986559503514
2023-04-29,86.45361675642033
2023-04-30,86.92385485165843
2023-05-01,80.44964098539589
2023-05-02,81.8291782805185
2023-05-03,79.05451519497743
2023-05-04,79.05451519497743
2023-05-05,77.67497789985478
2023-05-06,80.90429058533815
2023-05-07,81.8291782805185
2023-05-08,78.12962749979705
2023-05-09,79.97940289015779
2023-05-10,79.97940289015779
2023-05-11,76.27985210943632
2023-05-12,80.44964098539589
2023-05-13,86.45361675642033
2023-05-14,88.30339214678105
2023-05-15,82.2994163757566
2023-05-16,86.45361675642033
2023-05-17,79.97940289015779
2023-05-18,79.97940289015779
2023-05-19,79.97940289015779
2023-05-20,83.22430407093697
2023-05-21,83.67895367087924
2023-05-22,82.2994163757566
2023-05-23,80.90429058533815
2023-05-24,82.2994163757566
2023-05-25,81.37452868057625
2023-05-26,84.56482558926206
2023-05-27,83.65552638937751
2023-05-28,88.2020223888002
2023-05-29,87.29272318891567
2023-05-30,80.01832958983937
2023-05-31,83.65552638937751
2023-06-01,81.83692798960844
2023-06-02,79.10903038995482
2023-06-03,82.74622718949298
2023-06-04,80.9276287897239
2023-06-05,80.01832958983937
2023-06-06,80.9276287897239
2023-06-07,80.9276287897239
2023-06-08,80.01832958983937
2023-06-09,80.01832958983937
2023-06-10,80.01832958983937
2023-06-11,82.74622718949298
2023-06-12,85.47412478914659
2023-06-13,83.65552638937751
2023-06-14,80.9276287897239
2023-06-15,82.74622718949298
2023-06-16,85.47412478914659
2023-06-17,84.56482558926206
2023-06-18,90.02062078856929
2023-06-19,87.29272318891567
2023-06-20,87.29272318891567
2023-06-21,81.83692798960844
2023-06-22,81.83692798960844
2023-06-23,84.56482558926206
2023-06-24,80.01832958983937
2023-06-25,84.56482558926206
2023-06-26,85.47412478914659
2023-06-27,86.38342398903113
2023-06-28,80.01832958983937
2023-06-29,83.65552638937751
2023-06-30,80.9276287897239
2023-07-01,77.29043199018575
2023-07-02,89.11132158868475
2023-07-03,82.74622718949298
2023-07-04,90.92991998845382
2023-07-05,88.2020223888002
2023-07-06,85.47412478914659
2023-07-07,82.74622718949298
2023-07-08,84.56482558926206
2023-07-09,86.38342398903113
2023-07-10,82.74622718949298
2023-07-11,80.9276287897239
2023-07-12,83.65552638937751
2023-07-13,89.11132158868475
2023-07-14,83.65552638937751
2023-07-15,81.83692798960844
2023-07-16,87.29272318891567
2023-07-17,82.74622718949298
2023-07-18,83.65552638937751
2023-07-19,88.2020223888002
2023-07-20,82.74622718949298
2023-07-21,85.47412478914659
2023-07-22,80.01832958983937
2023-07-23,87.29272318891567
2023-07-24,87.29272318891567
2023-07-25,86.38342398903113
2023-07-26,83.65552638937751
2023-07-27,81.83692798960844
2023-07-28,85.47412478914659
2023-07-29,88.2020223888002
2023-07-30,84.56482558926206
2023-07-31,84.56482558926206
2023-08-01,82.74622718949298
2023-08-02,80.9276287897239
2023-08-03,84.56482558926206
2023-08-04,84.56482558926206
2023-08-05,81.83692798960844
2023-08-06,85.47412478914659
2023-08-07,85.47412478914659
2023-08-08,82.74622718949298
2023-08-09,85.47412478914659
2023-08-10,84.56482558926206
2023-08-11,84.56482558926206
2023-08-12,81.83692798960844
2023-08-13,90.92991998845382
2023-08-14,80.9276287897239
2023-08-15,80.9276287897239
2023-08-16,85.47412478914659
2023-08-17,84.56482558926206
2023-08-18,83.65552638937751
2023-08-19,83.65552638937751
2023-08-20,86.38342398903113
2023-08-21,82.74622718949298
2023-08-22,85.47412478914659
2023-08-23,86.38342398903113
2023-08-24,80.01832958983937
2023-08-25,80.9276287897239
2023-08-26,85.47412478914659
2023-08-27,81.83692798960844
2023-08-28,81.83692798960844
2023-08-29,80.9276287897239
2023-08-30,80.9276287897239
2023-08-31,79.10903038995482
2023-09-01,78.19973119007028
2023-09-02,80.9276287897239
2023-09-03,79.10903038995482
2023-09-04,88.2020223888002
2023-09-05,78.19973119007028
2023-09-06,79.10903038995482
2023-09-07,75.47183359041668
2023-09-08,77.29043199018575
2023-09-09,80.9276287897239
2023-09-10,80.01832958983937
2023-09-11,80.9276287897239
2023-09-12,79.10903038995482
2023-09-13,80.9276287897239
2023-09-14,74.56253439053214
2023-09-15,77.29043199018575
2023-09-16,79.10903038995482
2023-09-17,85.47412478914659
2023-09-18,77.29043199018575
2023-09-19,80.01832958983937
2023-09-20,75.47183359041668
2023-09-21,79.10903038995482
2023-09-22,78.19973119007028
2023-09-23,76.38113279030121
2023-09-24,81.83692798960844
2023-09-25,80.9276287897239
2023-09-26,79.10903038995482
2023-09-27,77.29043199018575
2023-09-28,76.38113279030121
2023-09-29,73.65323519064759
2023-09-30,78.19973119007028
2023-10-01,79.10903038995482
2023-10-02,74.56253439053214
2023-10-03,75.47183359041668
2023-10-04,82.74622718949298
2023-10-05,76.38113279030121
2023-10-06,82.74622718949298
2023-10-07,80.01832958983937
2023-10-08,78.19973119007028
2023-10-09,77.29043199018575
2023-10-10,74.56253439053214
2023-10-11,80.01832958983937
2023-10-12,76.38113279030121
2023-10-13,74.56253439053214
2023-10-14,77.29043199018575
2023-10-15,75.47183359041668
2023-10-16,77.29043199018575
2023-10-17,75.47183359041668
2023-10-18,75.47183359041668
2023-10-19,70.92533759099398
2023-10-20,70.01603839110945
2023-10-21,72.74393599076306
2023-10-22,79.10903038995482
2023-10-23,76.38113279030121
2023-10-24,74.56253439053214
2023-10-25,73.65323519064759
2023-10-26,73.65323519064759
2023-10-27,72.74393599076306
2023-10-28,75.47183359041668
2023-10-29,74.56253439053214
2023-10-30,71.83463679087852
2023-10-31,73.65323519064759
2023-11-01,73.65323519064759
2023-11-02,71.83463679087852
2023-11-03,70.92533759099398
2023-11-04,75.47183359041668
2023-11-05,72.74393599076306
2023-11-06,77.29043199018575
2023-11-07,74.56253439053214
2023-11-08,78.19973119007028
2023-11-09,71.83463679087852
2023-11-10,72.74393599076306
2023-11-11,77.29043199018575
2023-11-12,78.19973119007028
2023-11-13,72.74393599076306
2023-11-14,72.74393599076306
2023-11-15,71.83463679087852
2023-11-16,74.56253439053214
2023-11-17,72.74393599076306
2023-11-18,74.56253439053214
2023-11-19,77.29043199018575
2023-11-20,71.83463679087852
2023-11-21,77.29043199018575
2023-11-22,73.65323519064759
2023-11-23,75.47183359041668
2023-11-24,72.74393599076306
2023-11-25,70.92533759099398
2023-11-26,79.10903038995482
2023-11-27,67.28814079145583
2023-11-28,70.01603839110945
2023-11-29,71.83463679087852
2023-11-30,72.74393599076306
2023-12-01,69.1067391912249
2023-12-02,75.47183359041668
2023-12-03,70.01603839110945
2023-12-04,71.83463679087852
2023-12-05,73.65323519064759
2023-12-06,72.74393599076306
2023-12-07,68.19743999134036
2023-12-08,70.92533759099398
2023-12-09,74.56253439053214
2023-12-10,76.38113279030121
2023-12-11,71.83463679087852
2023-12-12,70.01603839110945
2023-12-13,71.83463679087852
2023-12-14,72.74393599076306
2023-12-15,70.92533759099398
2023-12-16,69.1067391912249
2023-12-17,75.47183359041668
2023-12-18,69.1067391912249
2023-12-19,73.65323519064759
2023-12-20,74.56253439053214
2023-12-21,74.56253439053214
2023-12-22,73.86635219062053
2023-12-23,75.89806759036256
2023-12-24,76.35271719030482
2023-12-25,78.8390821899891
2023-12-26,80.41614798978885
2023-12-27,75.89806759036256
2023-12-28,80.41614798978885
2023-12-29,74.3210017905628
2023-12-30,71.83463679087852
2023-12-31,74.77565139050508
2024-01-01,79.29373178993137
2024-01-02,73.41170259067826
2024-01-03,73.86635219062053
2024-01-04,71.37998719093625
2024-01-05,71.37998719093625
2024-01-06,74.3210017905628
2024-01-07,73.86635219062053
2024-01-08,69.80292139113651
2024-01-09,72.28928639082079
2024-01-10,73.86635219062053
2024-01-11,71.83463679087852
2024-01-12,72.28928639082079
2024-01-13,75.89806759036256
2024-01-14,74.3210017905628
2024-01-15,76.35271719030482
2024-01-16,74.3210017905628
2024-01-17,73.41170259067826
2024-01-18,72.28928639082079
2024-01-19,75.89806759036256
2024-01-20,73.86635219062053
2024-01-21,74.07946919059347
2024-01-22,69.58980439116357
2024-01-23,69.58980439116357
2024-01-24,71.83463679087852
2024-01-25,69.58980439116357
2024-01-26,62.85530719201871
2024-01-27,67.34497199144862
2024-01-28,65.10013959173367
2024-01-29,65.10013959173367
2024-01-30,62.85530719201871
2024-01-31,65.10013959173367
2024-02-01,62.85530719201871
2024-02-02,62.85530719201871
2024-02-03,62.85530719201871
2024-02-04,67.34497199144862
2024-02-05,65.10013959173367
2024-02-06,65.10013959173367
2024-02-07,62.85530719201871
2024-02-08,62.85530719201871
2024-02-09,62.85530719201871
2024-02-10,65.10013959173367
2024-02-11,65.10013959173367
2024-02-12,62.85530719201871
2024-02-13,65.10013959173367
2024-02-14,69.58980439116357
2024-02-15,65.10013959173367
2024-02-16,67.34497199144862
2024-02-17,67.34497199144862
2024-02-18,67.34497199144862
2024-02-19,67.34497199144862
2024-02-20,60.61047479230375
2024-02-21,65.10013959173367
2024-02-22,65.10013959173367
2024-02-23,65.10013959173367
2024-02-24,65.10013959173367
2024-02-25,65.10013959173367
2024-02-26,65.10013959173367
2024-02-27,65.10013959173367
2024-02-28,60.61047479230375
2024-02-29,62.85530719201871
2024-03-01,62.85530719201871
2024-03-02,67.34497199144862
2024-03-03,67.34497199144862
2024-03-04,65.10013959173367
2024-03-05,224.48323997149538
2024-03-06,71.83463679087852
2024-03-07,62.85530719201871
2024-03-08,65.10013959173367
2024-03-09,67.34497199144862
2024-03-10,67.34497199144862
2024-03-11,62.85530719201871
2024-03-12,65.10013959173367
2024-03-13,62.85530719201871
2024-03-14,62.85530719201871
2024-03-15,65.10013959173367
2024-03-16,67.34497199144862
2024-03-17,67.34497199144862
2024-03-18,65.10013959173367
2024-03-19,62.85530719201871
2024-03-20,65.10013959173367
2024-03-21,62.85530719201871
2024-03-22,60.61047479230375
2024-03-23,65.10013959173367
2024-03-24,67.34497199144862
2024-03-25,65.10013959173367
2024-03-26,62.85530719201871
2024-03-27,60.61047479230375
2024-03-28,65.10013959173367
2024-03-29,62.85530719201871
2024-03-30,65.10013959173367
2024-03-31,65.10013959173367
2024-04-01,69.58980439116357
2024-04-02,65.10013959173367
2024-04-03,65.10013959173367
2024-04-04,62.85530719201871
2024-04-05,62.85530719201871
2024-04-06,62.85530719201871
2024-04-07,62.85530719201871
2024-04-08,60.61047479230375
2024-04-09,65.10013959173367
2024-04-10,67.34497199144862
2024-04-11,62.85530719201871
2024-04-12,65.10013959173367
2024-04-13,60.61047479230375
2024-04-14,65.10013959173367
2024-04-15,62.85530719201871
2024-04-16,65.10013959173367
2024-04-17,65.10013959173367
2024-04-18,62.85530719201871
2024-04-19,62.85530719201871
2024-04-20,65.10013959173367
2024-04-21,67.34497199144862
2024-04-22,62.85530719201871
2024-04-23,62.85530719201871
2024-04-24,65.10013959173367
2024-04-25,62.85530719201871
2024-04-26,62.85530719201871
2024-04-27,69.58980439116357
2024-04-28,67.34497199144862
2024-04-29,65.10013959173367
2024-04-30,62.85530719201871
2024-05-01,62.85530719201871
2024-05-02,65.10013959173367
2024-05-03,62.85530719201871
2024-05-04,65.10013959173367
2024-05-05,67.34497199144862
2024-05-06,62.85530719201871
2024-05-07,65.10013959173367
2024-05-08,65.10013959173367
2024-05-09,67.34497199144862
2024-05-10,62.85530719201871
2024-05-11,65.10013959173367
2024-05-12,71.83463679087852
2024-05-13,65.10013959173367
2024-05-14,65.10013959173367
2024-05-15,65.10013959173367
2024-05-16,62.85530719201871
2024-05-17,62.85530719201871
2024-05-18,65.10013959173367
2024-05-19,67.34497199144862
2024-05-20,62.85530719201871
2024-05-21,67.34497199144862
2024-05-22,65.10013959173367
2024-05-23,65.10013959173367
2024-05-24,65.10013959173367
2024-05-25,67.34497199144862
2024-05-26,67.34497199144862
2024-05-27,71.83463679087852
2024-05-28,65.10013959173367
2024-05-29,67.34497199144862
2024-05-30,67.34497199144862
2024-05-31,67.34497199144862
2024-06-01,62.85530719201871
2024-06-02,67.34497199144862
2024-06-03,62.85530719201871
2024-06-04,62.85530719201871
2024-06-05,67.34497199144862
2024-06-06,69.58980439116357
2024-06-07,62.85530719201871
2024-06-08,67.34497199144862
2024-06-09,69.58980439116357
2024-06-10,67.34497199144862
2024-06-11,67.34497199144862
2024-06-12,67.34497199144862
2024-06-13,67.34497199144862
2024-06-14,67.34497199144862
2024-06-15,67.34497199144862
2024-06-16,67.34497199144862
2024-06-17,69.58980439116357
2024-06-18,65.10013959173367
2024-06-19,67.34497199144862
2024-06-20,69.58980439116357
2024-06-21,65.10013959173367
2024-06-22,69.58980439116357
2024-06-23,62.85530719201871
2024-06-24,65.10013959173367
2024-06-25,65.10013959173367
2024-06-26,65.10013959173367
2024-06-27,65.10013959173367
2024-06-28,65.10013959173367
2024-06-29,62.85530719201871
2024-06-30,65.10013959173367
2024-07-01,65.10013959173367
2024-07-02,65.10013959173367
2024-07-03,65.10013959173367
2024-07-04,65.10013959173367
2024-07-05,67.34497199144862
2024-07-06,62.85530719201871
2024-07-07,67.34497199144862
2024-07-08,67.34497199144862
2024-07-09,69.58980439116357
2024-07-10,65.10013959173367
2024-07-11,67.34497199144862
2024-07-12,65.10013959173367
2024-07-13,65.10013959173367
2024-07-14,67.34497199144862
2024-07-15,67.34497199144862
2024-07-16,65.10013959173367
2024-07-17,65.10013959173367
2024-07-18,67.34497199144862
2024-07-19,65.10013959173367
2024-07-20,65.10013959173367
2024-07-21,65.10013959173367
2024-07-22,65.10013959173367
2024-07-23,65.10013959173367
2024-07-24,67.34497199144862
2024-07-25,67.34497199144862
2024-07-26,65.10013959173367
2024-07-27,62.85530719201871
2024-07-28,65.10013959173367
2024-07-29,69.58980439116357
2024-07-30,67.34497199144862
2024-07-31,65.10013959173367
2024-08-01,65.10013959173367
2024-08-02,65.10013959173367
2024-08-03,62.85530719201871
2024-08-04,65.10013959173367
2024-08-05,62.85530719201871
2024-08-06,65.10013959173367
2024-08-07,69.58980439116357
2024-08-08,65.10013959173367
2024-08-09,65.10013959173367
2024-08-10,58.365642392588796
2024-08-11,62.85530719201871
2024-08-12,69.58980439116357
2024-08-13,65.10013959173367
2024-08-14,65.10013959173367
2024-08-15,65.10013959173367
2024-08-16,62.85530719201871
2024-08-17,62.85530719201871
2024-08-18,65.29177162585567
2024-08-19,63.10169123588986
2024-08-20,64.93588356248623
2024-08-21,61.267498909293494
2024-08-22,64.93588356248623
2024-08-23,63.10169123588986
2024-08-24,63.10169123588986
2024-08-25,62.38991510915098
2024-08-26,60.911610845924045
2024-08-27,60.911610845924045
2024-08-28,63.10169123588986
2024-08-29,60.911610845924045
2024-08-30,62.38991510915098
2024-08-31,58.009754329219355
2024-09-01,62.74580317252041
2024-09-02,60.555722782554604
2024-09-03,58.721530455958245
2024-09-04,60.19983471918516
2024-09-05,58.365642392588796
2024-09-06,55.81967393925355
2024-09-07,58.721530455958245
2024-09-08,56.88733812936188
2024-09-09,58.009754329219355
2024-09-10,60.19983471918516
2024-09-11,60.555722782554604
2024-09-12,60.911610845924045
2024-09-13,60.19983471918516
2024-09-14,60.555722782554604
2024-09-15,58.721530455958245
2024-09-16,63.10169123588986
2024-09-17,60.50097077280546
2024-09-18,60.50097077280546
2024-09-19,60.50097077280546
2024-09-20,56.94209013911102
2024-09-21,57.65386626584991
2024-09-22,59.789194646066576
