Time,alan_jackson
2022-12-28,40.5
2022-12-29,40.5
2022-12-30,27.0
2022-12-31,40.5
2023-01-01,40.5
2023-01-02,40.5
2023-01-03,27.0
2023-01-04,27.0
2023-01-05,27.0
2023-01-06,27.0
2023-01-07,40.5
2023-01-08,27.0
2023-01-09,27.0
2023-01-10,27.0
2023-01-11,27.0
2023-01-12,27.0
2023-01-13,27.0
2023-01-14,27.0
2023-01-15,40.5
2023-01-16,27.0
2023-01-17,27.0
2023-01-18,27.0
2023-01-19,27.0
2023-01-20,27.0
2023-01-21,27.0
2023-01-22,27.0
2023-01-23,27.0
2023-01-24,27.0
2023-01-25,27.0
2023-01-26,27.0
2023-01-27,27.0
2023-01-28,27.0
2023-01-29,27.0
2023-01-30,27.0
2023-01-31,27.0
2023-02-01,27.0
2023-02-02,27.0
2023-02-03,27.0
2023-02-04,40.5
2023-02-05,40.5
2023-02-06,27.0
2023-02-07,27.0
2023-02-08,27.0
2023-02-09,27.0
2023-02-10,27.0
2023-02-11,27.0
2023-02-12,27.0
2023-02-13,13.5
2023-02-14,13.5
2023-02-15,13.5
2023-02-16,27.0
2023-02-17,27.0
2023-02-18,27.0
2023-02-19,40.5
2023-02-20,27.0
2023-02-21,27.0
2023-02-22,27.0
2023-02-23,27.0
2023-02-24,27.0
2023-02-25,40.5
2023-02-26,40.5
2023-02-27,27.0
2023-02-28,27.0
2023-03-01,27.0
2023-03-02,27.0
2023-03-03,27.0
2023-03-04,27.0
2023-03-05,40.5
2023-03-06,13.5
2023-03-07,13.5
2023-03-08,27.0
2023-03-09,27.0
2023-03-10,27.0
2023-03-11,40.5
2023-03-12,27.0
2023-03-13,13.5
2023-03-14,27.0
2023-03-15,27.0
2023-03-16,13.5
2023-03-17,27.0
2023-03-18,27.0
2023-03-19,27.0
2023-03-20,27.0
2023-03-21,27.0
2023-03-22,27.0
2023-03-23,27.0
2023-03-24,27.0
2023-03-25,27.0
2023-03-26,40.5
2023-03-27,27.0
2023-03-28,27.0
2023-03-29,27.0
2023-03-30,27.0
2023-03-31,27.0
2023-04-01,27.0
2023-04-02,27.0
2023-04-03,27.0
2023-04-04,27.0
2023-04-05,27.0
2023-04-06,27.0
2023-04-07,40.5
2023-04-08,27.0
2023-04-09,40.5
2023-04-10,27.0
2023-04-11,27.0
2023-04-12,13.5
2023-04-13,27.0
2023-04-14,27.0
2023-04-15,27.0
2023-04-16,27.0
2023-04-17,27.0
2023-04-18,27.0
2023-04-19,27.0
2023-04-20,27.0
2023-04-21,27.0
2023-04-22,40.5
2023-04-23,40.5
2023-04-24,27.0
2023-04-25,27.0
2023-04-26,25.875
2023-04-27,25.875
2023-04-28,28.125
2023-04-29,41.625
2023-04-30,68.625
2023-05-01,29.25
2023-05-02,24.75
2023-05-03,25.875
2023-05-04,27.0
2023-05-05,27.0
2023-05-06,41.625
2023-05-07,51.75
2023-05-08,25.875
2023-05-09,29.25
2023-05-10,29.25
2023-05-11,38.25
2023-05-12,42.75
2023-05-13,51.75
2023-05-14,51.75
2023-05-15,38.25
2023-05-16,29.25
2023-05-17,27.0
2023-05-18,28.125
2023-05-19,29.25
2023-05-20,29.25
2023-05-21,38.25
2023-05-22,27.0
2023-05-23,27.0
2023-05-24,29.25
2023-05-25,27.0
2023-05-26,24.75
2023-05-27,33.75
2023-05-28,40.5
2023-05-29,40.5
2023-05-30,29.25
2023-05-31,24.75
2023-06-01,27.0
2023-06-02,27.0
2023-06-03,33.75
2023-06-04,40.5
2023-06-05,33.75
2023-06-06,29.25
2023-06-07,29.25
2023-06-08,31.5
2023-06-09,33.75
2023-06-10,38.25
2023-06-11,38.25
2023-06-12,24.75
2023-06-13,24.75
2023-06-14,31.5
2023-06-15,24.75
2023-06-16,27.0
2023-06-17,33.75
2023-06-18,42.75
2023-06-19,24.75
2023-06-20,24.75
2023-06-21,22.5
2023-06-22,22.5
2023-06-23,27.0
2023-06-24,33.75
2023-06-25,36.0
2023-06-26,27.0
2023-06-27,22.5
2023-06-28,22.5
2023-06-29,24.75
2023-06-30,29.25
2023-07-01,36.0
2023-07-02,38.25
2023-07-03,33.75
2023-07-04,58.5
2023-07-05,29.25
2023-07-06,29.25
2023-07-07,31.5
2023-07-08,38.25
2023-07-09,36.0
2023-07-10,27.0
2023-07-11,24.75
2023-07-12,24.75
2023-07-13,22.5
2023-07-14,27.0
2023-07-15,40.5
2023-07-16,36.0
2023-07-17,27.0
2023-07-18,22.5
2023-07-19,36.0
2023-07-20,36.0
2023-07-21,31.5
2023-07-22,36.0
2023-07-23,36.0
2023-07-24,36.0
2023-07-25,36.0
2023-07-26,33.75
2023-07-27,29.25
2023-07-28,31.5
2023-07-29,33.75
2023-07-30,42.75
2023-07-31,31.5
2023-08-01,31.5
2023-08-02,29.25
2023-08-03,33.75
2023-08-04,27.0
2023-08-05,36.0
2023-08-06,33.75
2023-08-07,22.5
2023-08-08,22.5
2023-08-09,65.25
2023-08-10,40.5
2023-08-11,33.75
2023-08-12,38.25
2023-08-13,40.5
2023-08-14,29.25
2023-08-15,27.0
2023-08-16,27.0
2023-08-17,29.25
2023-08-18,29.25
2023-08-19,38.25
2023-08-20,51.75
2023-08-21,31.5
2023-08-22,31.5
2023-08-23,31.5
2023-08-24,31.5
2023-08-25,38.25
2023-08-26,40.5
2023-08-27,42.75
2023-08-28,31.5
2023-08-29,29.25
2023-08-30,38.25
2023-08-31,49.5
2023-09-01,36.0
2023-09-02,128.25
2023-09-03,90.0
2023-09-04,74.25
2023-09-05,60.75
2023-09-06,47.25
2023-09-07,40.5
2023-09-08,33.75
2023-09-09,38.25
2023-09-10,40.5
2023-09-11,51.75
2023-09-12,31.5
2023-09-13,27.0
2023-09-14,36.0
2023-09-15,31.5
2023-09-16,40.5
2023-09-17,36.0
2023-09-18,27.0
2023-09-19,27.0
2023-09-20,29.25
2023-09-21,29.25
2023-09-22,29.25
2023-09-23,38.25
2023-09-24,47.25
2023-09-25,31.5
2023-09-26,24.75
2023-09-27,22.5
2023-09-28,24.75
2023-09-29,38.25
2023-09-30,33.75
2023-10-01,31.5
2023-10-02,22.5
2023-10-03,31.5
2023-10-04,24.75
2023-10-05,24.75
2023-10-06,29.25
2023-10-07,29.25
2023-10-08,36.0
2023-10-09,22.5
2023-10-10,27.0
2023-10-11,36.0
2023-10-12,31.5
2023-10-13,33.75
2023-10-14,38.25
2023-10-15,33.75
2023-10-16,24.75
2023-10-17,36.0
2023-10-18,36.0
2023-10-19,29.25
2023-10-20,27.0
2023-10-21,31.5
2023-10-22,27.0
2023-10-23,18.0
2023-10-24,20.25
2023-10-25,20.25
2023-10-26,22.5
2023-10-27,29.25
2023-10-28,27.0
2023-10-29,31.5
2023-10-30,20.25
2023-10-31,20.25
2023-11-01,22.5
2023-11-02,20.25
2023-11-03,22.5
2023-11-04,31.5
2023-11-05,27.0
2023-11-06,22.5
2023-11-07,24.75
2023-11-08,24.75
2023-11-09,225.0
2023-11-10,184.5
2023-11-11,74.25
2023-11-12,45.0
2023-11-13,27.0
2023-11-14,20.25
2023-11-15,22.5
2023-11-16,24.75
2023-11-17,22.5
2023-11-18,31.5
2023-11-19,27.0
2023-11-20,20.25
2023-11-21,22.5
2023-11-22,22.5
2023-11-23,31.5
2023-11-24,24.75
2023-11-25,29.25
2023-11-26,29.25
2023-11-27,18.0
2023-11-28,20.25
2023-11-29,18.0
2023-11-30,20.25
2023-12-01,20.25
2023-12-02,24.75
2023-12-03,27.0
2023-12-04,24.75
2023-12-05,31.5
2023-12-06,24.75
2023-12-07,22.5
2023-12-08,22.5
2023-12-09,29.25
2023-12-10,29.25
2023-12-11,18.0
2023-12-12,20.25
2023-12-13,18.0
2023-12-14,20.25
2023-12-15,24.75
2023-12-16,27.0
2023-12-17,27.0
2023-12-18,22.5
2023-12-19,20.25
2023-12-20,15.75
2023-12-21,24.75
2023-12-22,24.604965156794428
2023-12-23,29.300958188153313
2023-12-24,36.34494773519164
2023-12-25,38.69294425087108
2023-12-26,26.95296167247387
2023-12-27,19.90897212543554
2023-12-28,24.604965156794428
2023-12-29,33.9969512195122
2023-12-30,31.648954703832757
2023-12-31,41.04094076655053
2024-01-01,41.04094076655053
2024-01-02,22.256968641114984
2024-01-03,16.4359756097561
2024-01-04,21.131968641114984
2024-01-05,19.90897212543554
2024-01-06,25.82796167247387
2024-01-07,22.256968641114984
2024-01-08,15.212979094076656
2024-01-09,15.212979094076656
2024-01-10,16.4359756097561
2024-01-11,16.4359756097561
2024-01-12,21.131968641114984
2024-01-13,19.90897212543554
2024-01-14,17.5609756097561
2024-01-15,14.087979094076656
2024-01-16,15.212979094076656
2024-01-17,16.4359756097561
2024-01-18,14.087979094076656
2024-01-19,17.5609756097561
2024-01-20,24.604965156794428
2024-01-21,22.013937282229968
2024-01-22,19.567944250871083
2024-01-23,19.567944250871083
2024-01-24,19.567944250871083
2024-01-25,34.243902439024396
2024-01-26,22.013937282229968
2024-01-27,26.905923344947738
2024-01-28,24.459930313588853
2024-01-29,17.121951219512198
2024-01-30,17.121951219512198
2024-01-31,17.121951219512198
2024-02-01,19.567944250871083
2024-02-02,17.121951219512198
2024-02-03,26.905923344947738
2024-02-04,29.351916376306626
2024-02-05,19.567944250871083
2024-02-06,66.04181184668991
2024-02-07,48.919860627177705
2024-02-08,36.68989547038328
2024-02-09,34.243902439024396
2024-02-10,48.919860627177705
2024-02-11,39.135888501742166
2024-02-12,22.013937282229968
2024-02-13,22.013937282229968
2024-02-14,22.013937282229968
2024-02-15,22.013937282229968
2024-02-16,22.013937282229968
2024-02-17,29.351916376306626
2024-02-18,24.459930313588853
2024-02-19,19.567944250871083
2024-02-20,17.121951219512198
2024-02-21,17.121951219512198
2024-02-22,17.121951219512198
2024-02-23,22.013937282229968
2024-02-24,29.351916376306626
2024-02-25,26.905923344947738
2024-02-26,19.567944250871083
2024-02-27,19.567944250871083
2024-02-28,19.567944250871083
2024-02-29,17.121951219512198
2024-03-01,19.567944250871083
2024-03-02,26.905923344947738
2024-03-03,31.79790940766551
2024-03-04,19.567944250871083
2024-03-05,19.567944250871083
2024-03-06,17.121951219512198
2024-03-07,17.121951219512198
2024-03-08,24.459930313588853
2024-03-09,26.905923344947738
2024-03-10,24.459930313588853
2024-03-11,17.121951219512198
2024-03-12,19.567944250871083
2024-03-13,22.013937282229968
2024-03-14,19.567944250871083
2024-03-15,26.905923344947738
2024-03-16,29.351916376306626
2024-03-17,34.243902439024396
2024-03-18,17.121951219512198
2024-03-19,19.567944250871083
2024-03-20,17.121951219512198
2024-03-21,22.013937282229968
2024-03-22,19.567944250871083
2024-03-23,24.459930313588853
2024-03-24,26.905923344947738
2024-03-25,19.567944250871083
2024-03-26,17.121951219512198
2024-03-27,17.121951219512198
2024-03-28,22.013937282229968
2024-03-29,29.351916376306626
2024-03-30,34.243902439024396
2024-03-31,39.135888501742166
2024-04-01,24.459930313588853
2024-04-02,22.013937282229968
2024-04-03,17.121951219512198
2024-04-04,19.567944250871083
2024-04-05,26.905923344947738
2024-04-06,22.013937282229968
2024-04-07,29.351916376306626
2024-04-08,22.013937282229968
2024-04-09,19.567944250871083
2024-04-10,22.013937282229968
2024-04-11,19.567944250871083
2024-04-12,17.121951219512198
2024-04-13,24.459930313588853
2024-04-14,26.905923344947738
2024-04-15,19.567944250871083
2024-04-16,19.567944250871083
2024-04-17,22.013937282229968
2024-04-18,22.013937282229968
2024-04-19,22.013937282229968
2024-04-20,29.351916376306626
2024-04-21,29.351916376306626
2024-04-22,19.567944250871083
2024-04-23,22.013937282229968
2024-04-24,17.121951219512198
2024-04-25,19.567944250871083
2024-04-26,19.567944250871083
2024-04-27,26.905923344947738
2024-04-28,29.351916376306626
2024-04-29,19.567944250871083
2024-04-30,19.567944250871083
2024-05-01,19.567944250871083
2024-05-02,19.567944250871083
2024-05-03,26.905923344947738
2024-05-04,24.459930313588853
2024-05-05,26.905923344947738
2024-05-06,17.121951219512198
2024-05-07,19.567944250871083
2024-05-08,14.675958188153313
2024-05-09,22.013937282229968
2024-05-10,19.567944250871083
2024-05-11,24.459930313588853
2024-05-12,34.243902439024396
2024-05-13,24.459930313588853
2024-05-14,22.013937282229968
2024-05-15,24.459930313588853
2024-05-16,24.459930313588853
2024-05-17,26.905923344947738
2024-05-18,36.68989547038328
2024-05-19,31.79790940766551
2024-05-20,22.013937282229968
2024-05-21,26.905923344947738
2024-05-22,24.459930313588853
2024-05-23,22.013937282229968
2024-05-24,26.905923344947738
2024-05-25,34.243902439024396
2024-05-26,34.243902439024396
2024-05-27,31.79790940766551
2024-05-28,24.459930313588853
2024-05-29,19.567944250871083
2024-05-30,117.4076655052265
2024-05-31,222.58536585365857
2024-06-01,146.7595818815331
2024-06-02,110.06968641114985
2024-06-03,70.93379790940767
2024-06-04,56.25783972125436
2024-06-05,51.365853658536594
2024-06-06,58.70383275261325
2024-06-07,75.82578397212545
2024-06-08,66.04181184668991
2024-06-09,63.59581881533102
2024-06-10,44.027874564459935
2024-06-11,39.135888501742166
2024-06-12,51.365853658536594
2024-06-13,46.473867595818824
2024-06-14,39.135888501742166
2024-06-15,51.365853658536594
2024-06-16,53.811846689895475
2024-06-17,46.473867595818824
2024-06-18,34.243902439024396
2024-06-19,36.68989547038328
2024-06-20,34.243902439024396
2024-06-21,39.135888501742166
2024-06-22,61.14982578397213
2024-06-23,46.473867595818824
2024-06-24,34.243902439024396
2024-06-25,44.027874564459935
2024-06-26,46.473867595818824
2024-06-27,44.027874564459935
2024-06-28,68.48780487804879
2024-06-29,85.60975609756099
2024-06-30,58.70383275261325
2024-07-01,44.027874564459935
2024-07-02,36.68989547038328
2024-07-03,46.473867595818824
2024-07-04,215.2473867595819
2024-07-05,234.815331010453
2024-07-06,244.59930313588853
2024-07-07,107.62369337979095
2024-07-08,34.243902439024396
2024-07-09,29.351916376306626
2024-07-10,29.351916376306626
2024-07-11,26.905923344947738
2024-07-12,29.351916376306626
2024-07-13,36.68989547038328
2024-07-14,29.351916376306626
2024-07-15,22.013937282229968
2024-07-16,24.459930313588853
2024-07-17,26.905923344947738
2024-07-18,26.905923344947738
2024-07-19,29.351916376306626
2024-07-20,39.135888501742166
2024-07-21,34.243902439024396
2024-07-22,26.905923344947738
2024-07-23,29.351916376306626
2024-07-24,24.459930313588853
2024-07-25,24.459930313588853
2024-07-26,31.79790940766551
2024-07-27,36.68989547038328
2024-07-28,36.68989547038328
2024-07-29,24.459930313588853
2024-07-30,24.459930313588853
2024-07-31,24.459930313588853
2024-08-01,29.351916376306626
2024-08-02,41.581881533101054
2024-08-03,53.811846689895475
2024-08-04,39.135888501742166
2024-08-05,22.013937282229968
2024-08-06,24.459930313588853
2024-08-07,24.459930313588853
2024-08-08,24.459930313588853
2024-08-09,26.905923344947738
2024-08-10,34.243902439024396
2024-08-11,34.243902439024396
2024-08-12,22.013937282229968
2024-08-13,22.013937282229968
2024-08-14,22.013937282229968
2024-08-15,24.459930313588853
2024-08-16,24.459930313588853
2024-08-17,29.351916376306626
2024-08-18,34.610801393728224
2024-08-19,22.13623693379791
2024-08-20,22.13623693379791
2024-08-21,24.94912891986063
2024-08-22,23.359233449477355
2024-08-23,31.79790940766551
2024-08-24,51.12125435540071
2024-08-25,51.12125435540071
2024-08-26,27.76202090592335
2024-08-27,22.13623693379791
2024-08-28,26.172125435540075
2024-08-29,38.64668989547039
2024-08-30,34.610801393728224
2024-08-31,34.610801393728224
2024-09-01,35.833797909407664
2024-09-02,33.020905923344955
2024-09-03,22.13623693379791
2024-09-04,20.546341463414635
2024-09-05,16.510452961672478
2024-09-06,19.323344947735194
2024-09-07,31.79790940766551
2024-09-08,27.76202090592335
2024-09-09,18.100348432055753
2024-09-10,19.323344947735194
2024-09-11,38.64668989547039
2024-09-12,31.79790940766551
2024-09-13,24.94912891986063
2024-09-14,31.79790940766551
2024-09-15,27.76202090592335
2024-09-16,19.323344947735194
2024-09-17,19.078745644599305
2024-09-18,22.258536585365857
2024-09-19,19.078745644599305
2024-09-20,19.078745644599305
2024-09-21,25.438327526132408
2024-09-22,28.61811846689896
2024-09-23,19.078745644599305
2024-09-24,19.078745644599305
2024-09-25,28.61811846689896
2024-09-26,25.438327526132408
2024-09-27,28.61811846689896
2024-09-28,41.33728222996516
2024-09-29,47.696864111498265
2024-09-30,41.33728222996516
2024-10-01,38.15749128919861
2024-10-02,38.15749128919861
2024-10-03,31.79790940766551
2024-10-04,34.97770034843206
2024-10-05,34.97770034843206
2024-10-06,34.97770034843206
2024-10-07,34.97770034843206
2024-10-08,19.078745644599305
2024-10-09,22.258536585365857
2024-10-10,25.438327526132408
2024-10-11,34.97770034843206
2024-10-12,31.79790940766551
2024-10-13,31.79790940766551
2024-10-14,19.078745644599305
2024-10-15,22.258536585365857
2024-10-16,19.078745644599305
2024-10-17,28.61811846689896
2024-10-18,22.258536585365857
2024-10-19,31.79790940766551
2024-10-20,31.79790940766551
2024-10-21,19.078745644599305
2024-10-22,22.258536585365857
2024-10-23,22.258536585365857
2024-10-24,28.61811846689896
2024-10-25,31.79790940766551
2024-10-26,44.51707317073171
2024-10-27,41.33728222996516
2024-10-28,22.258536585365857
2024-10-29,19.078745644599305
2024-10-30,22.258536585365857
2024-10-31,22.258536585365857
2024-11-01,22.258536585365857
2024-11-02,25.438327526132408
2024-11-03,25.438327526132408
2024-11-04,15.898954703832755
2024-11-05,15.898954703832755
2024-11-06,12.719163763066204
2024-11-07,15.898954703832755
2024-11-08,22.258536585365857
2024-11-09,22.258536585365857
2024-11-10,28.61811846689896
2024-11-11,19.078745644599305
2024-11-12,19.078745644599305
2024-11-13,22.258536585365857
2024-11-14,19.078745644599305
2024-11-15,25.438327526132408
2024-11-16,28.61811846689896
2024-11-17,54.05644599303137
2024-11-18,31.79790940766551
2024-11-19,57.23623693379792
2024-11-20,50.876655052264816
2024-11-21,50.876655052264816
2024-11-22,44.51707317073171
2024-11-23,44.51707317073171
2024-11-24,34.97770034843206
2024-11-25,22.258536585365857
2024-11-26,19.078745644599305
2024-11-27,25.438327526132408
2024-11-28,31.79790940766551
2024-11-29,25.438327526132408
2024-11-30,25.438327526132408
2024-12-01,22.258536585365857
2024-12-02,19.078745644599305
2024-12-03,19.078745644599305
2024-12-04,22.258536585365857
2024-12-05,19.078745644599305
2024-12-06,22.258536585365857
2024-12-07,25.438327526132408
2024-12-08,25.438327526132408
2024-12-09,15.898954703832755
2024-12-10,22.258536585365857
2024-12-11,19.078745644599305
2024-12-12,15.898954703832755
2024-12-13,19.078745644599305
2024-12-14,28.61811846689896
2024-12-15,31.79790940766551
2024-12-16,19.078745644599305
2024-12-17,15.898954703832755
2024-12-18,19.078745644599305
2024-12-19,22.258536585365857
2024-12-20,25.438327526132408
2024-12-21,28.61811846689896
2024-12-22,31.79790940766551
2024-12-23,22.258536585365857
2024-12-24,34.97770034843206
2024-12-25,38.15749128919861
2024-12-26,22.258536585365857
2024-12-27,25.438327526132408
2024-12-28,25.438327526132408
2024-12-29,22.258536585365857
2024-12-30,19.078745644599305
2024-12-31,22.258536585365857
2025-01-01,34.97770034843206
2025-01-02,22.258536585365857
2025-01-03,19.078745644599305
2025-01-04,25.438327526132408
2025-01-05,25.438327526132408
2025-01-06,15.898954703832755
2025-01-07,19.078745644599305
2025-01-08,19.078745644599305
2025-01-09,22.258536585365857
2025-01-10,47.696864111498265
2025-01-11,60.41602787456447
2025-01-12,66.77560975609757
2025-01-13,44.51707317073171
2025-01-14,41.33728222996516
2025-01-15,31.79790940766551
2025-01-16,31.79790940766551
2025-01-17,31.79790940766551
2025-01-18,50.876655052264816
2025-01-19,54.05644599303137
2025-01-20,25.438327526132408
2025-01-21,22.258536585365857
2025-01-22,22.258536585365857
2025-01-23,22.258536585365857
2025-01-24,22.258536585365857
2025-01-25,31.79790940766551
2025-01-26,31.79790940766551
2025-01-27,19.078745644599305
2025-01-28,22.258536585365857
