Time,vagabond
2022-01-01,39.0
2022-01-02,46.0
2022-01-03,35.0
2022-01-04,34.0
2022-01-05,35.0
2022-01-06,28.0
2022-01-07,34.0
2022-01-08,37.0
2022-01-09,34.0
2022-01-10,33.0
2022-01-11,34.0
2022-01-12,31.0
2022-01-13,41.0
2022-01-14,33.0
2022-01-15,36.0
2022-01-16,44.0
2022-01-17,32.0
2022-01-18,31.0
2022-01-19,35.0
2022-01-20,31.0
2022-01-21,39.0
2022-01-22,54.0
2022-01-23,44.0
2022-01-24,33.0
2022-01-25,29.0
2022-01-26,35.0
2022-01-27,40.0
2022-01-28,38.0
2022-01-29,37.0
2022-01-30,35.0
2022-01-31,32.0
2022-02-01,32.0
2022-02-02,36.0
2022-02-03,39.0
2022-02-04,40.0
2022-02-05,38.0
2022-02-06,40.0
2022-02-07,33.0
2022-02-08,36.0
2022-02-09,33.0
2022-02-10,25.0
2022-02-11,36.0
2022-02-12,40.0
2022-02-13,37.0
2022-02-14,32.0
2022-02-15,38.0
2022-02-16,37.0
2022-02-17,39.0
2022-02-18,38.0
2022-02-19,45.0
2022-02-20,43.0
2022-02-21,42.0
2022-02-22,44.0
2022-02-23,42.0
2022-02-24,48.0
2022-02-25,82.0
2022-02-26,96.0
2022-02-27,98.0
2022-02-28,88.0
2022-03-01,78.0
2022-03-02,77.0
2022-03-03,73.0
2022-03-04,75.0
2022-03-05,100.0
2022-03-06,87.0
2022-03-07,70.0
2022-03-08,66.0
2022-03-09,69.0
2022-03-10,61.0
2022-03-11,67.0
2022-03-12,74.0
2022-03-13,78.0
2022-03-14,60.0
2022-03-15,57.0
2022-03-16,60.0
2022-03-17,52.0
2022-03-18,59.0
2022-03-19,66.0
2022-03-20,60.0
2022-03-21,55.0
2022-03-22,53.0
2022-03-23,51.0
2022-03-24,52.0
2022-03-25,52.0
2022-03-26,62.0
2022-03-27,60.0
2022-03-28,48.0
2022-03-29,46.0
2022-03-30,55.0
2022-03-31,44.0
2022-04-01,48.0
2022-04-02,61.0
2022-04-03,61.0
2022-04-04,46.0
2022-04-05,48.0
2022-04-06,44.0
2022-04-07,44.0
2022-04-08,50.0
2022-04-09,52.0
2022-04-10,53.0
2022-04-11,46.0
2022-04-12,46.0
2022-04-13,49.0
2022-04-14,42.0
2022-04-15,49.0
2022-04-16,52.0
2022-04-17,53.0
2022-04-18,45.0
2022-04-19,46.0
2022-04-20,46.0
2022-04-21,45.0
2022-04-22,43.0
2022-04-23,52.0
2022-04-24,51.0
2022-04-25,42.0
2022-04-26,45.0
2022-04-27,40.0
2022-04-28,41.0
2022-04-29,42.0
2022-04-30,51.0
2022-05-01,52.0
2022-05-02,44.0
2022-05-03,42.0
2022-05-04,35.0
2022-05-05,36.0
2022-05-06,43.0
2022-05-07,45.0
2022-05-08,46.0
2022-05-09,43.0
2022-05-10,38.0
2022-05-11,38.0
2022-05-12,37.0
2022-05-13,37.0
2022-05-14,49.0
2022-05-15,43.0
2022-05-16,38.0
2022-05-17,33.0
2022-05-18,36.0
2022-05-19,38.0
2022-05-20,40.0
2022-05-21,44.0
2022-05-22,52.0
2022-05-23,41.0
2022-05-24,41.0
2022-05-25,38.0
2022-05-26,41.0
2022-05-27,48.0
2022-05-28,39.0
2022-05-29,44.0
2022-05-30,46.0
2022-05-31,37.0
2022-06-01,38.0
2022-06-02,32.0
2022-06-03,39.0
2022-06-04,46.0
2022-06-05,37.0
2022-06-06,45.0
2022-06-07,42.0
2022-06-08,36.0
2022-06-09,42.0
2022-06-10,40.0
2022-06-11,43.0
2022-06-12,42.0
2022-06-13,44.0
2022-06-14,35.0
2022-06-15,36.0
2022-06-16,37.0
2022-06-17,43.0
2022-06-18,50.0
2022-06-19,47.0
2022-06-20,38.0
2022-06-21,43.0
2022-06-22,39.0
2022-06-23,40.0
2022-06-24,34.0
2022-06-25,41.0
2022-06-26,48.0
2022-06-27,46.0
2022-06-28,39.0
2022-06-29,41.0
2022-06-30,43.0
2022-07-01,39.0
2022-07-02,45.0
2022-07-03,40.0
2022-07-04,40.0
2022-07-05,33.0
2022-07-06,40.0
2022-07-07,41.0
2022-07-08,47.0
2022-07-09,51.0
2022-07-10,51.0
2022-07-11,37.0
2022-07-12,40.0
2022-07-13,38.0
2022-07-14,39.0
2022-07-15,41.0
2022-07-16,43.0
2022-07-17,44.0
2022-07-18,43.0
2022-07-19,36.0
2022-07-20,38.0
2022-07-21,43.0
2022-07-22,41.0
2022-07-23,34.0
2022-07-24,39.0
2022-07-25,34.0
2022-07-26,38.0
2022-07-27,37.0
2022-07-28,45.0
2022-07-29,36.0
2022-07-30,40.0
2022-07-31,38.0
2022-08-01,38.0
2022-08-02,41.0
2022-08-03,39.0
2022-08-04,35.0
2022-08-05,45.0
2022-08-06,41.0
2022-08-07,44.0
2022-08-08,35.0
2022-08-09,42.0
2022-08-10,34.0
2022-08-11,37.0
2022-08-12,41.0
2022-08-13,45.0
2022-08-14,47.0
2022-08-15,40.0
2022-08-16,36.0
2022-08-17,47.0
2022-08-18,39.0
2022-08-19,38.0
2022-08-20,43.0
2022-08-21,41.0
2022-08-22,40.0
2022-08-23,36.0
2022-08-24,40.0
2022-08-25,39.0
2022-08-26,40.0
2022-08-27,44.0
2022-08-28,40.0
2022-08-29,41.945454545454545
2022-08-30,37.154545454545456
2022-08-31,37.154545454545456
2022-09-01,37.981818181818184
2022-09-02,41.11818181818182
2022-09-03,45.90909090909091
2022-09-04,42.77272727272727
2022-09-05,39.13636363636364
2022-09-06,39.96363636363637
2022-09-07,35.17272727272727
2022-09-08,33.69090909090909
2022-09-09,36.0
2022-09-10,35.67272727272727
2022-09-11,39.96363636363637
2022-09-12,37.154545454545456
2022-09-13,37.154545454545456
2022-09-14,34.018181818181816
2022-09-15,39.13636363636364
2022-09-16,41.11818181818182
2022-09-17,45.08181818181818
2022-09-18,43.92727272727272
2022-09-19,39.13636363636364
2022-09-20,39.96363636363637
2022-09-21,30.054545454545455
2022-09-22,36.0
2022-09-23,39.13636363636364
2022-09-24,40.79090909090909
2022-09-25,39.96363636363637
2022-09-26,36.0
2022-09-27,34.69090909090909
2022-09-28,34.03636363636364
2022-09-29,35.345454545454544
2022-09-30,42.54545454545455
2022-10-01,36.654545454545456
2022-10-02,40.58181818181818
2022-10-03,37.96363636363636
2022-10-04,37.96363636363636
2022-10-05,33.38181818181818
2022-10-06,40.58181818181818
2022-10-07,39.27272727272727
2022-10-08,35.345454545454544
2022-10-09,43.2
2022-10-10,36.654545454545456
2022-10-11,37.96363636363636
2022-10-12,34.69090909090909
2022-10-13,35.345454545454544
2022-10-14,36.0
2022-10-15,43.2
2022-10-16,39.92727272727273
2022-10-17,31.418181818181818
2022-10-18,39.27272727272727
2022-10-19,37.96363636363636
2022-10-20,33.38181818181818
2022-10-21,41.89090909090909
2022-10-22,39.27272727272727
2022-10-23,34.69090909090909
2022-10-24,41.236363636363635
2022-10-25,34.69090909090909
2022-10-26,34.03636363636364
2022-10-27,34.03636363636364
2022-10-28,32.07272727272727
2022-10-29,36.0
2022-10-30,35.345454545454544
2022-10-31,30.763636363636362
2022-11-01,33.38181818181818
2022-11-02,32.07272727272727
2022-11-03,35.345454545454544
2022-11-04,36.0
2022-11-05,35.345454545454544
2022-11-06,37.30909090909091
2022-11-07,36.654545454545456
2022-11-08,36.654545454545456
2022-11-09,32.72727272727273
2022-11-10,41.236363636363635
2022-11-11,42.54545454545455
2022-11-12,41.236363636363635
2022-11-13,41.89090909090909
2022-11-14,39.27272727272727
2022-11-15,38.61818181818182
2022-11-16,34.03636363636364
2022-11-17,42.54545454545455
2022-11-18,39.92727272727273
2022-11-19,38.61818181818182
2022-11-20,46.47272727272727
2022-11-21,46.47272727272727
2022-11-22,38.61818181818182
2022-11-23,41.89090909090909
2022-11-24,38.61818181818182
2022-11-25,53.67272727272727
2022-11-26,49.09090909090909
2022-11-27,41.89090909090909
2022-11-28,38.61818181818182
2022-11-29,43.2
2022-11-30,37.30909090909091
2022-12-01,36.654545454545456
2022-12-02,37.96363636363636
2022-12-03,38.61818181818182
2022-12-04,43.85454545454545
2022-12-05,38.61818181818182
2022-12-06,36.0
2022-12-07,35.345454545454544
2022-12-08,35.345454545454544
2022-12-09,38.61818181818182
2022-12-10,40.58181818181818
2022-12-11,37.30909090909091
2022-12-12,35.345454545454544
2022-12-13,41.89090909090909
2022-12-14,41.236363636363635
2022-12-15,39.27272727272727
2022-12-16,39.27272727272727
2022-12-17,40.58181818181818
2022-12-18,41.89090909090909
2022-12-19,37.30909090909091
2022-12-20,41.89090909090909
2022-12-21,34.69090909090909
2022-12-22,38.61818181818182
2022-12-23,34.69090909090909
2022-12-24,39.27272727272727
2022-12-25,43.85454545454545
2022-12-26,51.70909090909091
2022-12-27,47.127272727272725
2022-12-28,45.81818181818182
2022-12-29,51.70909090909091
2022-12-30,44.50909090909091
2022-12-31,51.70909090909091
2023-01-01,41.89090909090909
2023-01-02,47.78181818181818
2023-01-03,36.654545454545456
2023-01-04,52.36363636363636
2023-01-05,45.81818181818182
2023-01-06,41.89090909090909
2023-01-07,46.47272727272727
2023-01-08,54.981818181818184
2023-01-09,43.85454545454545
2023-01-10,39.27272727272727
2023-01-11,42.54545454545455
2023-01-12,47.127272727272725
2023-01-13,41.89090909090909
2023-01-14,47.127272727272725
2023-01-15,45.81818181818182
2023-01-16,43.2
2023-01-17,43.85454545454545
2023-01-18,45.163636363636364
2023-01-19,43.85454545454545
2023-01-20,41.89090909090909
2023-01-21,38.61818181818182
2023-01-22,49.74545454545454
2023-01-23,51.70909090909091
2023-01-24,43.2
2023-01-25,43.2
2023-01-26,41.236363636363635
2023-01-27,43.85454545454545
2023-01-28,42.54545454545455
2023-01-29,43.85454545454545
2023-01-30,47.78181818181818
2023-01-31,48.43636363636364
2023-02-01,41.236363636363635
2023-02-02,43.85454545454545
2023-02-03,43.85454545454545
2023-02-04,47.127272727272725
2023-02-05,51.054545454545455
2023-02-06,44.50909090909091
2023-02-07,43.85454545454545
2023-02-08,37.30909090909091
2023-02-09,39.92727272727273
2023-02-10,56.29090909090909
2023-02-11,46.47272727272727
2023-02-12,39.92727272727273
2023-02-13,39.27272727272727
2023-02-14,45.81818181818182
2023-02-15,39.92727272727273
2023-02-16,43.85454545454545
2023-02-17,43.2
2023-02-18,50.4
2023-02-19,49.09090909090909
2023-02-20,50.4
2023-02-21,41.89090909090909
2023-02-22,42.54545454545455
2023-02-23,41.89090909090909
2023-02-24,47.127272727272725
2023-02-25,41.89090909090909
2023-02-26,41.236363636363635
2023-02-27,41.89090909090909
2023-02-28,37.30909090909091
2023-03-01,37.30909090909091
2023-03-02,38.61818181818182
2023-03-03,37.96363636363636
2023-03-04,42.54545454545455
2023-03-05,43.2
2023-03-06,43.2
2023-03-07,34.69090909090909
2023-03-08,41.236363636363635
2023-03-09,41.89090909090909
2023-03-10,41.236363636363635
2023-03-11,53.018181818181816
2023-03-12,48.43636363636364
2023-03-13,45.163636363636364
2023-03-14,44.50909090909091
2023-03-15,43.85454545454545
2023-03-16,38.61818181818182
2023-03-17,43.2
2023-03-18,43.85454545454545
2023-03-19,53.018181818181816
2023-03-20,43.85454545454545
2023-03-21,41.89090909090909
2023-03-22,42.54545454545455
2023-03-23,44.50909090909091
2023-03-24,39.27272727272727
2023-03-25,45.163636363636364
2023-03-26,47.127272727272725
2023-03-27,41.236363636363635
2023-03-28,46.47272727272727
2023-03-29,45.163636363636364
2023-03-30,43.85454545454545
2023-03-31,40.58181818181818
2023-04-01,43.2
2023-04-02,54.981818181818184
2023-04-03,50.4
2023-04-04,42.54545454545455
2023-04-05,45.81818181818182
2023-04-06,47.127272727272725
2023-04-07,48.43636363636364
2023-04-08,65.45454545454545
2023-04-09,49.74545454545454
2023-04-10,45.81818181818182
2023-04-11,44.50909090909091
2023-04-12,53.018181818181816
2023-04-13,41.236363636363635
2023-04-14,47.78181818181818
2023-04-15,45.163636363636364
2023-04-16,59.56363636363636
2023-04-17,39.92727272727273
2023-04-18,39.92727272727273
2023-04-19,45.163636363636364
2023-04-20,42.54545454545455
2023-04-21,50.4
2023-04-22,52.36363636363636
2023-04-23,47.78181818181818
2023-04-24,39.92727272727273
2023-04-25,40.58181818181818
2023-04-26,45.82616407982262
2023-04-27,39.392461197339244
2023-04-28,42.60931263858093
2023-04-29,46.680266075388026
2023-04-30,45.23547671840355
2023-05-01,40.57383592017739
2023-05-02,44.38137472283814
2023-05-03,38.53835920177384
2023-05-04,48.45232815964523
2023-05-05,41.75521064301552
2023-05-06,42.60931263858093
2023-05-07,41.75521064301552
2023-05-08,43.2
2023-05-09,41.75521064301552
2023-05-10,41.75521064301552
2023-05-11,39.983148558758316
2023-05-12,46.41685144124168
2023-05-13,44.644789356984475
2023-05-14,46.41685144124168
2023-05-15,37.94767184035477
2023-05-16,37.68425720620843
2023-05-17,39.1290465631929
2023-05-18,38.80177383592017
2023-05-19,41.75521064301552
2023-05-20,43.2
2023-05-21,48.45232815964523
2023-05-22,45.82616407982262
2023-05-23,41.75521064301552
2023-05-24,37.3569844789357
2023-05-25,38.458536585365856
2023-05-26,40.0390243902439
2023-05-27,45.307317073170736
2023-05-28,44.25365853658537
2023-05-29,45.834146341463416
2023-05-30,36.35121951219512
2023-05-31,33.19024390243903
2023-06-01,37.40487804878049
2023-06-02,36.35121951219512
2023-06-03,37.931707317073176
2023-06-04,42.146341463414636
2023-06-05,34.770731707317076
2023-06-06,37.40487804878049
2023-06-07,34.24390243902439
2023-06-08,34.770731707317076
2023-06-09,36.35121951219512
2023-06-10,44.25365853658537
2023-06-11,40.0390243902439
2023-06-12,35.82439024390244
2023-06-13,33.71707317073171
2023-06-14,39.51219512195122
2023-06-15,39.51219512195122
2023-06-16,36.35121951219512
2023-06-17,38.458536585365856
2023-06-18,43.2
2023-06-19,39.51219512195122
2023-06-20,39.51219512195122
2023-06-21,38.458536585365856
2023-06-22,33.71707317073171
2023-06-23,42.673170731707316
2023-06-24,38.985365853658536
2023-06-25,45.307317073170736
2023-06-26,34.24390243902439
2023-06-27,37.931707317073176
2023-06-28,33.71707317073171
2023-06-29,33.71707317073171
2023-06-30,35.297560975609755
2023-07-01,43.72682926829268
2023-07-02,47.94146341463415
2023-07-03,41.09268292682927
2023-07-04,38.985365853658536
2023-07-05,39.51219512195122
2023-07-06,30.556097560975612
2023-07-07,41.09268292682927
2023-07-08,43.72682926829268
2023-07-09,45.307317073170736
2023-07-10,36.87804878048781
2023-07-11,42.146341463414636
2023-07-12,35.297560975609755
2023-07-13,38.985365853658536
2023-07-14,41.09268292682927
2023-07-15,48.46829268292683
2023-07-16,40.0390243902439
2023-07-17,40.0390243902439
2023-07-18,42.146341463414636
2023-07-19,41.09268292682927
2023-07-20,36.35121951219512
2023-07-21,45.834146341463416
2023-07-22,40.56585365853659
2023-07-23,41.09268292682927
2023-07-24,31.082926829268295
2023-07-25,35.82439024390244
2023-07-26,34.770731707317076
2023-07-27,38.985365853658536
2023-07-28,32.66341463414634
2023-07-29,40.0390243902439
2023-07-30,37.40487804878049
2023-07-31,37.931707317073176
2023-08-01,35.82439024390244
2023-08-02,35.82439024390244
2023-08-03,37.931707317073176
2023-08-04,33.71707317073171
2023-08-05,38.985365853658536
2023-08-06,43.72682926829268
2023-08-07,34.24390243902439
2023-08-08,34.770731707317076
2023-08-09,30.556097560975612
2023-08-10,33.71707317073171
2023-08-11,36.87804878048781
2023-08-12,38.985365853658536
2023-08-13,39.51219512195122
2023-08-14,36.35121951219512
2023-08-15,36.35121951219512
2023-08-16,38.985365853658536
2023-08-17,31.609756097560975
2023-08-18,34.770731707317076
2023-08-19,37.931707317073176
2023-08-20,37.40487804878049
2023-08-21,38.458536585365856
2023-08-22,34.24390243902439
2023-08-23,36.35121951219512
2023-08-24,37.40487804878049
2023-08-25,35.82439024390244
2023-08-26,37.40487804878049
2023-08-27,39.51219512195122
2023-08-28,28.44878048780488
2023-08-29,32.13658536585366
2023-08-30,35.297560975609755
2023-08-31,37.40487804878049
2023-09-01,37.40487804878049
2023-09-02,33.19024390243903
2023-09-03,44.25365853658537
2023-09-04,40.56585365853659
2023-09-05,35.297560975609755
2023-09-06,33.19024390243903
2023-09-07,34.24390243902439
2023-09-08,29.502439024390245
2023-09-09,33.71707317073171
2023-09-10,36.35121951219512
2023-09-11,34.24390243902439
2023-09-12,33.19024390243903
2023-09-13,35.297560975609755
2023-09-14,33.71707317073171
2023-09-15,36.35121951219512
2023-09-16,45.307317073170736
2023-09-17,41.619512195121956
2023-09-18,32.66341463414634
2023-09-19,33.71707317073171
2023-09-20,41.619512195121956
2023-09-21,34.24390243902439
2023-09-22,31.082926829268295
2023-09-23,37.931707317073176
2023-09-24,39.51219512195122
2023-09-25,34.24390243902439
2023-09-26,34.24390243902439
2023-09-27,30.556097560975612
2023-09-28,32.13658536585366
2023-09-29,36.35121951219512
2023-09-30,36.87804878048781
2023-10-01,39.51219512195122
2023-10-02,33.19024390243903
2023-10-03,34.770731707317076
2023-10-04,28.975609756097562
2023-10-05,32.66341463414634
2023-10-06,36.35121951219512
2023-10-07,39.51219512195122
2023-10-08,41.619512195121956
2023-10-09,35.297560975609755
2023-10-10,38.458536585365856
2023-10-11,34.770731707317076
2023-10-12,38.458536585365856
2023-10-13,38.458536585365856
