Time,epic
2022-04-08,91.0
2022-04-09,39.0
2022-04-10,36.0
2022-04-11,81.0
2022-04-12,91.0
2022-04-13,86.0
2022-04-14,83.0
2022-04-15,53.0
2022-04-16,36.0
2022-04-17,36.0
2022-04-18,68.0
2022-04-19,81.0
2022-04-20,82.0
2022-04-21,92.0
2022-04-22,89.0
2022-04-23,35.0
2022-04-24,34.0
2022-04-25,88.0
2022-04-26,90.0
2022-04-27,85.0
2022-04-28,92.0
2022-04-29,88.0
2022-04-30,35.0
2022-05-01,33.0
2022-05-02,84.0
2022-05-03,88.0
2022-05-04,89.0
2022-05-05,92.0
2022-05-06,92.0
2022-05-07,40.0
2022-05-08,32.0
2022-05-09,88.0
2022-05-10,92.0
2022-05-11,85.0
2022-05-12,99.0
2022-05-13,94.0
2022-05-14,34.0
2022-05-15,35.0
2022-05-16,92.0
2022-05-17,93.0
2022-05-18,87.0
2022-05-19,100.0
2022-05-20,92.0
2022-05-21,39.0
2022-05-22,38.0
2022-05-23,87.0
2022-05-24,83.0
2022-05-25,70.0
2022-05-26,75.0
2022-05-27,67.0
2022-05-28,34.0
2022-05-29,36.0
2022-05-30,37.0
2022-05-31,67.0
2022-06-01,64.0
2022-06-02,62.0
2022-06-03,61.0
2022-06-04,37.0
2022-06-05,44.0
2022-06-06,64.0
2022-06-07,62.0
2022-06-08,58.0
2022-06-09,66.0
2022-06-10,62.0
2022-06-11,40.0
2022-06-12,40.0
2022-06-13,54.0
2022-06-14,50.0
2022-06-15,49.0
2022-06-16,49.0
2022-06-17,40.0
2022-06-18,33.0
2022-06-19,31.0
2022-06-20,38.0
2022-06-21,57.0
2022-06-22,61.0
2022-06-23,55.0
2022-06-24,49.0
2022-06-25,45.0
2022-06-26,43.0
2022-06-27,46.0
2022-06-28,45.0
2022-06-29,53.0
2022-06-30,45.0
2022-07-01,43.0
2022-07-02,38.0
2022-07-03,35.0
2022-07-04,36.0
2022-07-05,39.0
2022-07-06,39.0
2022-07-07,42.0
2022-07-08,41.0
2022-07-09,39.0
2022-07-10,36.0
2022-07-11,39.0
2022-07-12,41.0
2022-07-13,39.0
2022-07-14,40.0
2022-07-15,36.0
2022-07-16,35.0
2022-07-17,35.0
2022-07-18,39.0
2022-07-19,42.0
2022-07-20,41.0
2022-07-21,40.0
2022-07-22,37.0
2022-07-23,35.0
2022-07-24,34.0
2022-07-25,40.0
2022-07-26,39.0
2022-07-27,37.0
2022-07-28,37.0
2022-07-29,37.0
2022-07-30,31.0
2022-07-31,33.0
2022-08-01,35.0
2022-08-02,37.0
2022-08-03,38.0
2022-08-04,39.0
2022-08-05,41.0
2022-08-06,33.0
2022-08-07,33.0
2022-08-08,41.0
2022-08-09,41.0
2022-08-10,44.0
2022-08-11,46.0
2022-08-12,48.0
2022-08-13,33.0
2022-08-14,34.0
2022-08-15,48.0
2022-08-16,57.0
2022-08-17,59.0
2022-08-18,61.0
2022-08-19,67.0
2022-08-20,35.0
2022-08-21,41.0
2022-08-22,60.0
2022-08-23,73.0
2022-08-24,71.0
2022-08-25,74.0
2022-08-26,78.0
2022-08-27,38.0
2022-08-28,39.0
2022-08-29,69.59935155164428
2022-08-30,77.13594256600277
2022-08-31,76.0592867068087
2022-09-01,80.36591014358498
2022-09-02,79.28925428439092
2022-09-03,42.83626679018064
2022-09-04,38.02964335340435
2022-09-05,44.98957850856878
2022-09-06,79.78925428439092
2022-09-07,80.86591014358498
2022-09-08,81.94256600277906
2022-09-09,86.24918943955535
2022-09-10,36.95298749421028
2022-09-11,32.146364057434
2022-09-12,79.78925428439092
2022-09-13,83.01922186197314
2022-09-14,84.0958777211672
2022-09-15,89.47915701713757
2022-09-16,89.97915701713757
2022-09-17,35.37633163501621
2022-09-18,44.98957850856878
2022-09-19,80.36591014358498
2022-09-20,86.74918943955535
2022-09-21,86.74918943955535
2022-09-22,92.63246873552569
2022-09-23,91.05581287633163
2022-09-24,34.79967577582214
2022-09-25,34.79967577582214
2022-09-26,73.40597498842055
2022-09-27,79.28925428439092
2022-09-28,81.88513200555812
2022-09-29,84.1917554423344
2022-09-30,87.65169059749883
2022-10-01,33.44603983325613
2022-10-02,31.13941639647985
2022-10-03,78.42519685039369
2022-10-04,86.49837887911069
2022-10-05,80.73182028716998
2022-10-06,81.88513200555812
2022-10-07,81.88513200555812
2022-10-08,33.44603983325613
2022-10-09,35.752663270032414
2022-10-10,62.2788327929597
2022-10-11,76.11857341361741
2022-10-12,76.11857341361741
2022-10-13,80.73182028716998
2022-10-14,76.11857341361741
2022-10-15,28.832792959703564
2022-10-16,31.13941639647985
2022-10-17,71.50532654006483
2022-10-18,81.88513200555812
2022-10-19,78.42519685039369
2022-10-20,79.57850856878183
2022-10-21,86.49837887911069
2022-10-22,32.29272811486799
2022-10-23,29.986104678091706
2022-10-24,77.27188513200555
2022-10-25,79.57850856878183
2022-10-26,80.73182028716998
2022-10-27,84.1917554423344
2022-10-28,77.27188513200555
2022-10-29,29.986104678091706
2022-10-30,31.13941639647985
2022-10-31,64.58545622973598
2022-11-01,76.11857341361741
2022-11-02,79.57850856878183
2022-11-03,84.1917554423344
2022-11-04,89.95831403427512
2022-11-05,29.986104678091706
2022-11-06,29.986104678091706
2022-11-07,74.96526169522926
2022-11-08,61.12552107457155
2022-11-09,73.81194997684112
2022-11-10,87.65169059749883
2022-11-11,65.73876794812412
2022-11-12,34.599351551644276
2022-11-13,32.29272811486799
2022-11-14,77.27188513200555
2022-11-15,76.11857341361741
2022-11-16,80.73182028716998
2022-11-17,81.88513200555812
2022-11-18,81.88513200555812
2022-11-19,35.752663270032414
2022-11-20,35.752663270032414
2022-11-21,59.97220935618341
2022-11-22,58.81889763779527
2022-11-23,41.51922186197313
2022-11-24,34.599351551644276
2022-11-25,35.752663270032414
2022-11-26,35.752663270032414
2022-11-27,36.90597498842056
2022-11-28,76.11857341361741
2022-11-29,77.27188513200555
2022-11-30,81.88513200555812
2022-12-01,85.34506716072255
2022-12-02,86.49837887911069
2022-12-03,49.59240389069013
2022-12-04,49.59240389069013
2022-12-05,81.88513200555812
2022-12-06,84.1917554423344
2022-12-07,86.49837887911069
2022-12-08,92.2649374710514
2022-12-09,91.11162575266326
2022-12-10,38.059286706808706
2022-12-11,40.36591014358499
2022-12-12,81.88513200555812
2022-12-13,91.11162575266326
2022-12-14,93.41824918943955
2022-12-15,92.2649374710514
2022-12-16,85.34506716072255
2022-12-17,58.81889763779527
2022-12-18,53.05233904585455
2022-12-19,83.03844372394626
2022-12-20,73.81194997684112
2022-12-21,72.65863825845298
2022-12-22,65.73876794812412
2022-12-23,56.51227420101898
2022-12-24,58.81889763779527
2022-12-25,115.33117183881426
2022-12-26,92.2649374710514
2022-12-27,70.35201482167669
2022-12-28,63.432144511347836
2022-12-29,62.2788327929597
2022-12-30,53.05233904585455
2022-12-31,49.59240389069013
2023-01-01,43.825845298749414
2023-01-02,49.59240389069013
2023-01-03,62.2788327929597
2023-01-04,73.81194997684112
2023-01-05,81.88513200555812
2023-01-06,80.73182028716998
2023-01-07,43.825845298749414
2023-01-08,42.672533580361275
2023-01-09,81.88513200555812
2023-01-10,87.65169059749883
2023-01-11,91.11162575266326
2023-01-12,101.49143121815654
2023-01-13,96.87818434460397
2023-01-14,49.59240389069013
2023-01-15,44.97915701713756
2023-01-16,46.1324687355257
2023-01-17,86.49837887911069
2023-01-18,87.65169059749883
2023-01-19,99.18480778138026
2023-01-20,92.2649374710514
2023-01-21,42.672533580361275
2023-01-22,40.36591014358499
2023-01-23,88.80500231588697
2023-01-24,92.2649374710514
2023-01-25,83.03844372394626
2023-01-26,95.72487262621583
2023-01-27,94.57156090782769
2023-01-28,43.825845298749414
2023-01-29,40.36591014358499
2023-01-30,79.57850856878183
2023-01-31,84.1917554423344
2023-02-01,84.1917554423344
2023-02-02,89.95831403427512
2023-02-03,88.80500231588697
2023-02-04,41.51922186197313
2023-02-05,43.825845298749414
2023-02-06,88.80500231588697
2023-02-07,92.2649374710514
2023-02-08,89.95831403427512
2023-02-09,88.80500231588697
2023-02-10,88.80500231588697
2023-02-11,39.212598425196845
2023-02-12,39.212598425196845
2023-02-13,76.11857341361741
2023-02-14,72.65863825845298
2023-02-15,88.80500231588697
2023-02-16,91.11162575266326
2023-02-17,87.65169059749883
2023-02-18,42.672533580361275
2023-02-19,41.51922186197313
2023-02-20,44.97915701713756
2023-02-21,74.96526169522926
2023-02-22,77.27188513200555
2023-02-23,78.42519685039369
2023-02-24,81.88513200555812
2023-02-25,38.059286706808706
2023-02-26,39.212598425196845
2023-02-27,85.34506716072255
2023-02-28,78.42519685039369
2023-03-01,84.1917554423344
2023-03-02,87.65169059749883
2023-03-03,84.1917554423344
2023-03-04,34.599351551644276
2023-03-05,36.90597498842056
2023-03-06,79.57850856878183
2023-03-07,85.34506716072255
2023-03-08,87.65169059749883
2023-03-09,88.80500231588697
2023-03-10,85.34506716072255
2023-03-11,42.672533580361275
2023-03-12,38.059286706808706
2023-03-13,69.19870310328855
2023-03-14,71.50532654006483
2023-03-15,71.50532654006483
2023-03-16,80.73182028716998
2023-03-17,69.19870310328855
2023-03-18,38.059286706808706
2023-03-19,38.059286706808706
2023-03-20,76.11857341361741
2023-03-21,77.27188513200555
2023-03-22,76.11857341361741
2023-03-23,79.57850856878183
2023-03-24,85.34506716072255
2023-03-25,34.599351551644276
2023-03-26,34.599351551644276
2023-03-27,70.35201482167669
2023-03-28,76.11857341361741
2023-03-29,73.81194997684112
2023-03-30,73.81194997684112
2023-03-31,70.35201482167669
2023-04-01,34.599351551644276
2023-04-02,34.599351551644276
2023-04-03,64.58545622973598
2023-04-04,64.58545622973598
2023-04-05,63.432144511347836
2023-04-06,79.57850856878183
2023-04-07,51.89902732746641
2023-04-08,38.059286706808706
2023-04-09,39.212598425196845
2023-04-10,59.97220935618341
2023-04-11,71.50532654006483
2023-04-12,71.50532654006483
2023-04-13,73.81194997684112
2023-04-14,73.81194997684112
2023-04-15,36.90597498842056
2023-04-16,39.212598425196845
2023-04-17,78.42519685039369
2023-04-18,73.81194997684112
2023-04-19,74.96526169522926
2023-04-20,78.42519685039369
2023-04-21,79.57850856878183
2023-04-22,35.752663270032414
2023-04-23,33.44603983325613
2023-04-24,71.50532654006483
2023-04-25,76.11857341361741
2023-04-26,76.11857341361741
2023-04-27,76.69522927281147
2023-04-28,79.00185270958775
2023-04-29,33.44603983325613
2023-04-30,33.44603983325613
2023-05-01,82.46178786475218
2023-05-02,74.3886058360352
2023-05-03,76.69522927281147
2023-05-04,81.30847614636406
2023-05-05,79.00185270958775
2023-05-06,32.29272811486799
2023-05-07,31.13941639647985
2023-05-08,78.42519685039369
2023-05-09,76.69522927281147
2023-05-10,78.42519685039369
2023-05-11,87.07503473830477
2023-05-12,77.84854099119963
2023-05-13,31.13941639647985
2023-05-14,31.13941639647985
2023-05-15,76.69522927281147
2023-05-16,76.11857341361741
2023-05-17,75.54191755442334
2023-05-18,83.03844372394626
2023-05-19,76.11857341361741
2023-05-20,34.0226956924502
2023-05-21,30.562760537285776
2023-05-22,71.50532654006483
2023-05-23,65.73876794812412
2023-05-24,64.58545622973598
2023-05-25,72.65863825845298
2023-05-26,59.97220935618341
2023-05-27,35.752663270032414
2023-05-28,34.599351551644276
2023-05-29,36.90597498842056
2023-05-30,61.12552107457155
2023-05-31,56.51227420101898
2023-06-01,56.51227420101898
2023-06-02,54.2056507642427
2023-06-03,35.752663270032414
2023-06-04,33.44603983325613
2023-06-05,53.05233904585455
2023-06-06,49.59240389069013
2023-06-07,49.59240389069013
2023-06-08,48.43909217230198
2023-06-09,51.89902732746641
2023-06-10,39.212598425196845
2023-06-11,32.29272811486799
2023-06-12,46.1324687355257
2023-06-13,44.97915701713756
2023-06-14,42.672533580361275
2023-06-15,43.825845298749414
2023-06-16,42.672533580361275
2023-06-17,33.44603983325613
2023-06-18,33.44603983325613
2023-06-19,33.44603983325613
2023-06-20,38.059286706808706
2023-06-21,39.212598425196845
2023-06-22,34.599351551644276
2023-06-23,34.599351551644276
2023-06-24,29.986104678091706
2023-06-25,29.986104678091706
2023-06-26,34.599351551644276
2023-06-27,34.599351551644276
2023-06-28,33.44603983325613
2023-06-29,35.752663270032414
2023-06-30,33.44603983325613
2023-07-01,28.832792959703564
2023-07-02,29.986104678091706
2023-07-03,32.29272811486799
2023-07-04,29.986104678091706
2023-07-05,29.986104678091706
2023-07-06,32.29272811486799
2023-07-07,31.13941639647985
2023-07-08,33.44603983325613
2023-07-09,31.13941639647985
2023-07-10,33.44603983325613
2023-07-11,33.44603983325613
2023-07-12,32.29272811486799
2023-07-13,33.44603983325613
2023-07-14,33.44603983325613
2023-07-15,32.29272811486799
2023-07-16,34.599351551644276
2023-07-17,33.44603983325613
2023-07-18,34.599351551644276
2023-07-19,33.44603983325613
2023-07-20,36.90597498842056
2023-07-21,38.059286706808706
2023-07-22,34.599351551644276
2023-07-23,33.44603983325613
2023-07-24,34.599351551644276
2023-07-25,35.752663270032414
2023-07-26,35.752663270032414
2023-07-27,32.29272811486799
2023-07-28,34.599351551644276
2023-07-29,32.29272811486799
2023-07-30,32.29272811486799
2023-07-31,34.599351551644276
2023-08-01,33.44603983325613
2023-08-02,33.44603983325613
2023-08-03,36.90597498842056
2023-08-04,36.90597498842056
2023-08-05,29.986104678091706
2023-08-06,32.29272811486799
2023-08-07,36.90597498842056
2023-08-08,38.059286706808706
2023-08-09,41.51922186197313
2023-08-10,44.97915701713756
2023-08-11,46.1324687355257
2023-08-12,32.29272811486799
2023-08-13,33.44603983325613
2023-08-14,44.97915701713756
2023-08-15,50.74571560907827
2023-08-16,55.358962482630844
2023-08-17,64.58545622973598
2023-08-18,65.73876794812412
2023-08-19,29.986104678091706
2023-08-20,32.29272811486799
2023-08-21,58.81889763779527
2023-08-22,65.73876794812412
2023-08-23,68.04539138490041
2023-08-24,70.35201482167669
2023-08-25,78.42519685039369
2023-08-26,32.29272811486799
2023-08-27,34.599351551644276
2023-08-28,69.19870310328855
2023-08-29,71.50532654006483
2023-08-30,72.65863825845298
2023-08-31,77.27188513200555
2023-09-01,81.88513200555812
2023-09-02,35.752663270032414
2023-09-03,38.059286706808706
2023-09-04,41.51922186197313
2023-09-05,76.11857341361741
2023-09-06,77.27188513200555
2023-09-07,81.88513200555812
2023-09-08,85.34506716072255
2023-09-09,31.13941639647985
2023-09-10,31.13941639647985
2023-09-11,73.81194997684112
2023-09-12,84.1917554423344
2023-09-13,88.80500231588697
2023-09-14,91.11162575266326
2023-09-15,89.95831403427512
2023-09-16,33.44603983325613
2023-09-17,29.986104678091706
2023-09-18,74.96526169522926
2023-09-19,83.03844372394626
2023-09-20,85.34506716072255
2023-09-21,95.72487262621583
2023-09-22,104.95136637332097
2023-09-23,34.599351551644276
2023-09-24,32.29272811486799
2023-09-25,73.81194997684112
2023-09-26,81.88513200555812
2023-09-27,86.49837887911069
2023-09-28,94.57156090782769
2023-09-29,94.57156090782769
2023-09-30,33.44603983325613
2023-10-01,31.13941639647985
2023-10-02,74.96526169522926
2023-10-03,81.88513200555812
2023-10-04,77.27188513200555
2023-10-05,83.03844372394626
2023-10-06,80.73182028716998
2023-10-07,31.13941639647985
2023-10-08,31.13941639647985
2023-10-09,56.51227420101898
2023-10-10,76.11857341361741
2023-10-11,80.73182028716998
2023-10-12,79.57850856878183
2023-10-13,74.96526169522926
2023-10-14,31.13941639647985
2023-10-15,28.832792959703564
2023-10-16,72.65863825845298
2023-10-17,78.42519685039369
2023-10-18,76.11857341361741
2023-10-19,83.03844372394626
2023-10-20,80.73182028716998
2023-10-21,29.986104678091706
2023-10-22,28.832792959703564
2023-10-23,76.11857341361741
2023-10-24,81.88513200555812
2023-10-25,79.57850856878183
2023-10-26,79.57850856878183
2023-10-27,83.03844372394626
2023-10-28,32.29272811486799
2023-10-29,29.986104678091706
2023-10-30,72.65863825845298
2023-10-31,68.04539138490041
2023-11-01,76.11857341361741
2023-11-02,86.49837887911069
2023-11-03,108.4113015284854
2023-11-04,58.81889763779527
2023-11-05,53.05233904585455
2023-11-06,89.95831403427512
2023-11-07,87.65169059749883
2023-11-08,88.80500231588697
2023-11-09,94.57156090782769
2023-11-10,83.03844372394626
2023-11-11,51.89902732746641
2023-11-12,48.43909217230198
2023-11-13,92.2649374710514
2023-11-14,89.95831403427512
2023-11-15,92.2649374710514
2023-11-16,95.72487262621583
2023-11-17,92.2649374710514
2023-11-18,64.58545622973598
2023-11-19,46.1324687355257
2023-11-20,73.81194997684112
2023-11-21,63.432144511347836
2023-11-22,48.43909217230198
2023-11-23,43.825845298749414
2023-11-24,49.59240389069013
2023-11-25,50.74571560907827
2023-11-26,46.1324687355257
2023-11-27,83.03844372394626
2023-11-28,89.95831403427512
2023-11-29,89.95831403427512
2023-11-30,94.57156090782769
2023-12-01,95.72487262621583
2023-12-02,101.49143121815654
2023-12-03,100.3381194997684
2023-12-04,107.25798981009726
2023-12-05,101.49143121815654
2023-12-06,99.18480778138026
2023-12-07,115.33117183881426
2023-12-08,107.25798981009726
2023-12-09,61.12552107457155
2023-12-10,57.66558591940713
2023-12-11,88.80500231588697
2023-12-12,89.95831403427512
2023-12-13,99.18480778138026
2023-12-14,98.03149606299212
2023-12-15,89.95831403427512
2023-12-16,50.74571560907827
2023-12-17,50.74571560907827
2023-12-18,79.57850856878183
2023-12-19,80.73182028716998
2023-12-20,74.96526169522926
2023-12-21,79.57850856878183
2023-12-22,65.76012557253873
2023-12-23,56.76144648585593
2023-12-24,60.13595114336198
2023-12-25,107.35053951589384
2023-12-26,88.80500231588697
2023-12-27,69.13463023004476
2023-12-28,78.68148834336884
2023-12-29,61.26078602919732
2023-12-30,57.886281371691275
2023-12-31,60.13595114336198
2024-01-01,57.886281371691275
2024-01-02,64.63529068670337
2024-01-03,73.63396977338616
2024-01-04,86.55533254421627
2024-01-05,87.68016743005163
2024-01-06,52.8387628017086
2024-01-07,50.5890930300379
2024-01-08,83.18082788671023
2024-01-09,80.38297908839826
2024-01-10,91.05467208755766
2024-01-11,91.05467208755766
2024-01-12,91.05467208755766
2024-01-13,47.214588372531864
2024-01-14,47.214588372531864
2024-01-15,47.214588372531864
2024-01-16,69.13463023004476
2024-01-17,80.93115811503952
2024-01-18,91.05467208755766
2024-01-19,86.55533254421627
2024-01-20,44.96491860086116
2024-01-21,42.757964078019654
2024-01-22,83.3232120494742
2024-01-23,88.80500231588697
2024-01-24,88.80500231588697
2024-01-25,97.57586674214741
2024-01-26,99.76858284871253
2024-01-27,42.757964078019654
2024-01-28,40.56524797145454
2024-01-29,88.80500231588697
2024-01-30,107.44308922169041
2024-01-31,100.86494090199508
2024-02-01,98.67222479542997
2024-02-02,97.57586674214741
2024-02-03,43.85432213130221
2024-02-04,44.95068018458476
2024-02-05,88.80500231588697
2024-02-06,96.47950868886485
2024-02-07,96.47950868886485
2024-02-08,107.44308922169041
2024-02-09,100.86494090199508
2024-02-10,48.23975434443243
2024-02-11,44.95068018458476
2024-02-12,75.6487056764963
2024-02-13,83.3232120494742
2024-02-14,77.84142178306142
2024-02-15,94.28679258229975
2024-02-16,84.41957010275675
2024-02-17,44.95068018458476
2024-02-18,41.6616060247371
2024-02-19,51.52882850428009
2024-02-20,81.13049594290908
2024-02-21,85.51592815603931
2024-02-22,92.09407647573464
2024-02-23,95.3831506355823
2024-02-24,40.56524797145454
2024-02-25,43.85432213130221
2024-02-26,85.51592815603931
2024-02-27,90.99771842245208
2024-02-28,86.61228620932187
2024-02-29,87.70864426260442
2024-03-01,94.28679258229975
2024-03-02,40.56524797145454
2024-03-03,40.56524797145454
2024-03-04,87.70864426260442
2024-03-05,84.41957010275675
2024-03-06,88.80500231588697
2024-03-07,89.90136036916952
2024-03-08,109.63580532825551
2024-03-09,66.87784125023586
2024-03-10,42.757964078019654
2024-03-11,76.74506372977886
2024-03-12,76.74506372977886
2024-03-13,76.74506372977886
2024-03-14,80.03413788962654
2024-03-15,74.55234762321375
2024-03-16,39.46888991817199
2024-03-17,39.46888991817199
2024-03-18,78.93777983634398
2024-03-19,83.3232120494742
2024-03-20,81.13049594290908
2024-03-21,81.13049594290908
2024-03-22,81.13049594290908
2024-03-23,38.37253186488943
2024-03-24,39.46888991817199
2024-03-25,72.35963151664865
2024-03-26,73.4559895699312
2024-03-27,73.4559895699312
2024-03-28,74.55234762321375
2024-03-29,49.336112397714984
2024-03-30,36.179815758324324
2024-03-31,40.56524797145454
2024-04-01,58.10697682397542
2024-04-02,69.07055735680098
2024-04-03,65.78148319695332
2024-04-04,71.26327346336609
2024-04-05,75.6487056764963
2024-04-06,38.37253186488943
2024-04-07,37.276173811606874
2024-04-08,61.39605098382309
2024-04-09,77.84142178306142
2024-04-10,74.55234762321375
2024-04-11,82.22685399619164
2024-04-12,87.70864426260442
2024-04-13,38.37253186488943
2024-04-14,36.179815758324324
2024-04-15,80.03413788962654
2024-04-16,75.6487056764963
2024-04-17,74.55234762321375
2024-04-18,81.13049594290908
2024-04-19,83.3232120494742
2024-04-20,33.98709965175921
2024-04-21,30.698025491911544
2024-04-22,73.4559895699312
2024-04-23,73.4559895699312
2024-04-24,75.6487056764963
2024-04-25,80.03413788962654
2024-04-26,78.93777983634398
2024-04-27,35.083457705041766
2024-04-28,33.98709965175921
2024-04-29,76.74506372977886
2024-04-30,80.03413788962654
2024-05-01,77.84142178306142
2024-05-02,83.3232120494742
2024-05-03,83.3232120494742
2024-05-04,32.89074159847666
2024-05-05,31.7943835451941
2024-05-06,78.93777983634398
2024-05-07,82.22685399619164
2024-05-08,78.93777983634398
2024-05-09,85.51592815603931
2024-05-10,76.74506372977886
2024-05-11,29.60166743862899
2024-05-12,33.98709965175921
2024-05-13,82.22685399619164
2024-05-14,82.22685399619164
2024-05-15,80.03413788962654
2024-05-16,85.51592815603931
2024-05-17,80.03413788962654
2024-05-18,37.276173811606874
2024-05-19,33.98709965175921
2024-05-20,74.55234762321375
2024-05-21,71.26327346336609
2024-05-22,67.97419930351842
2024-05-23,69.07055735680098
2024-05-24,62.492409037105645
2024-05-25,37.276173811606874
2024-05-26,36.179815758324324
2024-05-27,37.276173811606874
2024-05-28,61.39605098382309
2024-05-29,58.10697682397542
2024-05-30,61.39605098382309
2024-05-31,54.81790266412776
2024-06-01,35.083457705041766
2024-06-02,35.083457705041766
2024-06-03,55.914260717410315
2024-06-04,52.62518655756265
2024-06-05,52.62518655756265
2024-06-06,53.72154461084521
2024-06-07,41.6616060247371
2024-06-08,33.98709965175921
2024-06-09,33.98709965175921
2024-06-10,46.04703823786732
2024-06-11,49.336112397714984
2024-06-12,44.95068018458476
2024-06-13,46.04703823786732
2024-06-14,38.37253186488943
2024-06-15,33.98709965175921
2024-06-16,31.7943835451941
2024-06-17,33.98709965175921
2024-06-18,40.56524797145454
2024-06-19,32.89074159847666
2024-06-20,36.179815758324324
2024-06-21,37.276173811606874
2024-06-22,36.179815758324324
2024-06-23,32.89074159847666
2024-06-24,35.083457705041766
2024-06-25,33.98709965175921
2024-06-26,33.98709965175921
2024-06-27,36.179815758324324
2024-06-28,35.083457705041766
2024-06-29,30.698025491911544
2024-06-30,31.7943835451941
2024-07-01,33.98709965175921
2024-07-02,31.7943835451941
2024-07-03,32.89074159847666
2024-07-04,33.98709965175921
2024-07-05,33.98709965175921
2024-07-06,30.698025491911544
2024-07-07,33.98709965175921
2024-07-08,33.98709965175921
2024-07-09,42.757964078019654
2024-07-10,32.89074159847666
2024-07-11,33.98709965175921
2024-07-12,33.98709965175921
2024-07-13,31.7943835451941
2024-07-14,28.505309385346436
2024-07-15,29.60166743862899
2024-07-16,33.98709965175921
2024-07-17,32.89074159847666
2024-07-18,35.083457705041766
2024-07-19,37.276173811606874
2024-07-20,31.7943835451941
2024-07-21,32.89074159847666
2024-07-22,30.698025491911544
2024-07-23,32.89074159847666
2024-07-24,32.89074159847666
2024-07-25,36.179815758324324
2024-07-26,36.179815758324324
2024-07-27,36.179815758324324
2024-07-28,37.276173811606874
2024-07-29,39.46888991817199
2024-07-30,37.276173811606874
2024-07-31,37.276173811606874
2024-08-01,39.46888991817199
2024-08-02,38.37253186488943
2024-08-03,36.179815758324324
2024-08-04,37.276173811606874
2024-08-05,36.179815758324324
2024-08-06,38.37253186488943
2024-08-07,40.56524797145454
2024-08-08,43.85432213130221
2024-08-09,48.23975434443243
2024-08-10,32.89074159847666
2024-08-11,37.276173811606874
2024-08-12,49.336112397714984
2024-08-13,52.62518655756265
2024-08-14,55.914260717410315
2024-08-15,63.5887670903882
2024-08-16,88.80500231588697
2024-08-17,66.87784125023586
2024-08-18,52.39462402450539
2024-08-19,70.48049943138157
2024-08-20,78.04375701011682
2024-08-21,74.53621773406982
2024-08-22,75.70539749275216
2024-08-23,85.60701458885205
2024-08-24,39.60646838439957
2024-08-25,39.60646838439957
2024-08-26,76.87457725143449
2024-08-27,84.43783483016972
2024-08-28,82.09947531280507
2024-08-29,89.11455386489902
2024-08-30,93.71845119422858
2024-08-31,43.114007660446546
2024-09-01,44.83136644577016
2024-09-02,53.56380378318772
2024-09-03,86.15519361549333
2024-09-04,87.32437337417565
2024-09-05,96.05681071159322
2024-09-06,99.01617096099892
2024-09-07,38.437288625717244
2024-09-08,37.26810886703491
2024-09-09,89.11455386489902
2024-09-10,94.33945192626962
2024-09-11,89.66273289154032
2024-09-12,97.22599047027555
2024-09-13,103.62006829032845
2024-09-14,38.98546765235852
2024-09-15,34.38157032302898
2024-09-16,83.26865507148739
2024-09-17,95.63411273432158
2024-09-18,98.11811566248578
2024-09-19,95.63411273432158
2024-09-20,95.63411273432158
2024-09-21,40.98604831470925
2024-09-22,37.260043922462955
