Time,credit_karma
2022-04-18,100.0
2022-04-19,86.0
2022-04-20,77.0
2022-04-21,74.0
2022-04-22,76.0
2022-04-23,60.0
2022-04-24,59.0
2022-04-25,71.0
2022-04-26,75.0
2022-04-27,70.0
2022-04-28,72.0
2022-04-29,67.0
2022-04-30,57.0
2022-05-01,59.0
2022-05-02,69.0
2022-05-03,72.0
2022-05-04,66.0
2022-05-05,73.0
2022-05-06,65.0
2022-05-07,60.0
2022-05-08,55.0
2022-05-09,62.0
2022-05-10,67.0
2022-05-11,72.0
2022-05-12,74.0
2022-05-13,63.0
2022-05-14,63.0
2022-05-15,58.0
2022-05-16,72.0
2022-05-17,69.0
2022-05-18,66.0
2022-05-19,67.0
2022-05-20,67.0
2022-05-21,57.0
2022-05-22,55.0
2022-05-23,65.0
2022-05-24,66.0
2022-05-25,65.0
2022-05-26,66.0
2022-05-27,63.0
2022-05-28,61.0
2022-05-29,53.0
2022-05-30,55.0
2022-05-31,66.0
2022-06-01,76.0
2022-06-02,73.0
2022-06-03,67.0
2022-06-04,64.0
2022-06-05,57.0
2022-06-06,70.0
2022-06-07,69.0
2022-06-08,70.0
2022-06-09,70.0
2022-06-10,66.0
2022-06-11,62.0
2022-06-12,57.0
2022-06-13,67.0
2022-06-14,73.0
2022-06-15,68.0
2022-06-16,67.0
2022-06-17,64.0
2022-06-18,59.0
2022-06-19,57.0
2022-06-20,62.0
2022-06-21,70.0
2022-06-22,71.0
2022-06-23,75.0
2022-06-24,66.0
2022-06-25,63.0
2022-06-26,55.0
2022-06-27,65.0
2022-06-28,69.0
2022-06-29,66.0
2022-06-30,67.0
2022-07-01,67.0
2022-07-02,62.0
2022-07-03,62.0
2022-07-04,56.0
2022-07-05,71.0
2022-07-06,68.0
2022-07-07,58.0
2022-07-08,76.0
2022-07-09,59.0
2022-07-10,61.0
2022-07-11,73.0
2022-07-12,70.0
2022-07-13,66.0
2022-07-14,68.0
2022-07-15,66.0
2022-07-16,60.0
2022-07-17,60.0
2022-07-18,63.0
2022-07-19,68.0
2022-07-20,66.0
2022-07-21,65.0
2022-07-22,64.0
2022-07-23,57.0
2022-07-24,57.0
2022-07-25,64.0
2022-07-26,64.0
2022-07-27,62.0
2022-07-28,66.0
2022-07-29,62.0
2022-07-30,54.0
2022-07-31,55.0
2022-08-01,62.0
2022-08-02,66.0
2022-08-03,66.0
2022-08-04,68.0
2022-08-05,65.0
2022-08-06,54.0
2022-08-07,58.0
2022-08-08,64.0
2022-08-09,68.0
2022-08-10,63.0
2022-08-11,64.0
2022-08-12,58.0
2022-08-13,58.0
2022-08-14,57.0
2022-08-15,62.0
2022-08-16,65.0
2022-08-17,64.0
2022-08-18,65.0
2022-08-19,60.0
2022-08-20,57.0
2022-08-21,56.0
2022-08-22,57.0
2022-08-23,62.0
2022-08-24,71.0
2022-08-25,69.0
2022-08-26,62.0
2022-08-27,59.0
2022-08-28,55.0
2022-08-29,54.86029411764706
2022-08-30,60.05147058823529
2022-08-31,60.05147058823529
2022-09-01,61.0
2022-09-02,60.05147058823529
2022-09-03,59.102941176470594
2022-09-04,53.911764705882355
2022-09-05,52.96323529411765
2022-09-06,63.845588235294116
2022-09-07,64.79411764705883
2022-09-08,68.08823529411765
2022-09-09,60.05147058823529
2022-09-10,57.205882352941174
2022-09-11,48.720588235294116
2022-09-12,59.102941176470594
2022-09-13,56.25735294117647
2022-09-14,61.0
2022-09-15,60.05147058823529
2022-09-16,59.102941176470594
2022-09-17,61.0
2022-09-18,46.82352941176471
2022-09-19,56.75735294117647
2022-09-20,58.154411764705884
2022-09-21,58.654411764705884
2022-09-22,54.86029411764706
2022-09-23,51.06617647058823
2022-09-24,52.96323529411765
2022-09-25,51.06617647058823
2022-09-26,52.96323529411765
2022-09-27,52.96323529411765
2022-09-28,53.82352941176471
2022-09-29,50.23529411764706
2022-09-30,54.72058823529412
2022-10-01,52.9264705882353
2022-10-02,47.544117647058826
2022-10-03,57.411764705882355
2022-10-04,56.51470588235294
2022-10-05,57.411764705882355
2022-10-06,60.10294117647059
2022-10-07,57.411764705882355
2022-10-08,54.72058823529412
2022-10-09,49.33823529411765
2022-10-10,64.58823529411765
2022-10-11,57.411764705882355
2022-10-12,54.72058823529412
2022-10-13,59.20588235294118
2022-10-14,61.89705882352941
2022-10-15,53.82352941176471
2022-10-16,51.13235294117647
2022-10-17,59.20588235294118
2022-10-18,59.20588235294118
2022-10-19,58.30882352941177
2022-10-20,58.30882352941177
2022-10-21,52.029411764705884
2022-10-22,51.13235294117647
2022-10-23,59.20588235294118
2022-10-24,57.411764705882355
2022-10-25,60.10294117647059
2022-10-26,60.10294117647059
2022-10-27,54.72058823529412
2022-10-28,53.82352941176471
2022-10-29,48.44117647058824
2022-10-30,48.44117647058824
2022-10-31,54.72058823529412
2022-11-01,50.23529411764706
2022-11-02,58.30882352941177
2022-11-03,57.411764705882355
2022-11-04,54.72058823529412
2022-11-05,51.13235294117647
2022-11-06,47.544117647058826
2022-11-07,54.72058823529412
2022-11-08,56.51470588235294
2022-11-09,45.75
2022-11-10,52.029411764705884
2022-11-11,52.9264705882353
2022-11-12,49.33823529411765
2022-11-13,45.75
2022-11-14,51.13235294117647
2022-11-15,56.51470588235294
2022-11-16,48.44117647058824
2022-11-17,54.72058823529412
2022-11-18,53.82352941176471
2022-11-19,50.23529411764706
2022-11-20,46.64705882352941
2022-11-21,50.23529411764706
2022-11-22,52.029411764705884
2022-11-23,51.13235294117647
2022-11-24,36.779411764705884
2022-11-25,45.75
2022-11-26,46.64705882352941
2022-11-27,43.95588235294118
2022-11-28,47.544117647058826
2022-11-29,53.82352941176471
2022-11-30,49.33823529411765
2022-12-01,52.029411764705884
2022-12-02,50.23529411764706
2022-12-03,52.029411764705884
2022-12-04,45.75
2022-12-05,52.029411764705884
2022-12-06,51.13235294117647
2022-12-07,54.72058823529412
2022-12-08,52.029411764705884
2022-12-09,51.13235294117647
2022-12-10,50.23529411764706
2022-12-11,46.64705882352941
2022-12-12,51.13235294117647
2022-12-13,49.33823529411765
2022-12-14,52.029411764705884
2022-12-15,51.13235294117647
2022-12-16,52.029411764705884
2022-12-17,48.44117647058824
2022-12-18,43.05882352941177
2022-12-19,52.029411764705884
2022-12-20,52.029411764705884
2022-12-21,52.9264705882353
2022-12-22,49.33823529411765
2022-12-23,47.544117647058826
2022-12-24,37.6764705882353
2022-12-25,34.98529411764706
2022-12-26,50.23529411764706
2022-12-27,58.30882352941177
2022-12-28,56.51470588235294
2022-12-29,56.51470588235294
2022-12-30,52.029411764705884
2022-12-31,45.75
2023-01-01,45.75
2023-01-02,52.9264705882353
2023-01-03,54.72058823529412
2023-01-04,57.411764705882355
2023-01-05,58.30882352941177
2023-01-06,56.51470588235294
2023-01-07,57.411764705882355
2023-01-08,51.13235294117647
2023-01-09,62.794117647058826
2023-01-10,57.411764705882355
2023-01-11,58.30882352941177
2023-01-12,58.30882352941177
2023-01-13,57.411764705882355
2023-01-14,52.9264705882353
2023-01-15,58.30882352941177
2023-01-16,56.51470588235294
2023-01-17,61.0
2023-01-18,61.89705882352941
2023-01-19,59.20588235294118
2023-01-20,64.58823529411765
2023-01-21,61.89705882352941
2023-01-22,52.029411764705884
2023-01-23,67.27941176470588
2023-01-24,70.86764705882354
2023-01-25,71.76470588235294
2023-01-26,69.07352941176471
2023-01-27,71.76470588235294
2023-01-28,66.38235294117648
2023-01-29,57.411764705882355
2023-01-30,64.58823529411765
2023-01-31,68.17647058823529
2023-02-01,78.94117647058823
2023-02-02,70.86764705882354
2023-02-03,69.07352941176471
2023-02-04,64.58823529411765
2023-02-05,59.20588235294118
2023-02-06,69.97058823529412
2023-02-07,72.66176470588236
2023-02-08,68.17647058823529
2023-02-09,66.38235294117648
2023-02-10,70.86764705882354
2023-02-11,67.27941176470588
2023-02-12,55.61764705882353
2023-02-13,62.794117647058826
2023-02-14,60.10294117647059
2023-02-15,69.07352941176471
2023-02-16,67.27941176470588
2023-02-17,78.04411764705883
2023-02-18,69.97058823529412
2023-02-19,55.61764705882353
2023-02-20,68.17647058823529
2023-02-21,74.45588235294117
2023-02-22,85.22058823529412
2023-02-23,89.70588235294117
2023-02-24,68.17647058823529
2023-02-25,64.58823529411765
2023-02-26,59.20588235294118
2023-02-27,63.69117647058824
2023-02-28,67.27941176470588
2023-03-01,70.86764705882354
2023-03-02,69.97058823529412
2023-03-03,63.69117647058824
2023-03-04,65.48529411764706
2023-03-05,67.27941176470588
2023-03-06,64.58823529411765
2023-03-07,69.97058823529412
2023-03-08,63.69117647058824
2023-03-09,69.97058823529412
2023-03-10,72.66176470588236
2023-03-11,62.794117647058826
2023-03-12,60.10294117647059
2023-03-13,61.89705882352941
2023-03-14,62.794117647058826
2023-03-15,59.20588235294118
2023-03-16,61.89705882352941
2023-03-17,61.89705882352941
2023-03-18,62.794117647058826
2023-03-19,58.30882352941177
2023-03-20,66.38235294117648
2023-03-21,64.58823529411765
2023-03-22,66.38235294117648
2023-03-23,65.48529411764706
2023-03-24,59.20588235294118
2023-03-25,59.20588235294118
2023-03-26,54.72058823529412
2023-03-27,61.0
2023-03-28,63.69117647058824
2023-03-29,61.89705882352941
2023-03-30,61.0
2023-03-31,55.61764705882353
2023-04-01,59.20588235294118
2023-04-02,60.10294117647059
2023-04-03,68.17647058823529
2023-04-04,69.07352941176471
2023-04-05,59.20588235294118
2023-04-06,63.69117647058824
2023-04-07,60.10294117647059
2023-04-08,57.411764705882355
2023-04-09,51.13235294117647
2023-04-10,63.69117647058824
2023-04-11,64.58823529411765
2023-04-12,65.48529411764706
2023-04-13,61.89705882352941
2023-04-14,62.794117647058826
2023-04-15,59.20588235294118
2023-04-16,58.30882352941177
2023-04-17,67.27941176470588
2023-04-18,67.27941176470588
2023-04-19,67.27941176470588
2023-04-20,60.10294117647059
2023-04-21,60.10294117647059
2023-04-22,53.82352941176471
2023-04-23,52.029411764705884
2023-04-24,57.411764705882355
2023-04-25,57.411764705882355
2023-04-26,59.07773109243698
2023-04-27,57.53991596638656
2023-04-28,55.68172268907563
2023-04-29,57.53991596638656
2023-04-30,51.19642857142857
2023-05-01,61.70483193277312
2023-05-02,59.846638655462186
2023-05-03,61.25630252100841
2023-05-04,60.9359243697479
2023-05-05,55.36134453781513
2023-05-06,56.77100840336135
2023-05-07,52.734243697478995
2023-05-08,58.30882352941177
2023-05-09,56.450630252100844
2023-05-10,58.30882352941177
2023-05-11,54.59243697478992
2023-05-12,54.912815126050425
2023-05-13,53.82352941176471
2023-05-14,59.846638655462186
2023-05-15,59.39810924369748
2023-05-16,63.88340336134455
2023-05-17,57.53991596638656
2023-05-18,59.39810924369748
2023-05-19,59.07773109243698
2023-05-20,55.36134453781513
2023-05-21,57.21953781512605
2023-05-22,58.30882352941177
2023-05-23,54.59243697478992
2023-05-24,57.21953781512605
2023-05-25,55.68172268907563
2023-05-26,55.10504201680673
2023-05-27,57.02731092436975
2023-05-28,51.90126050420169
2023-05-29,49.97899159663866
2023-05-30,54.46428571428572
2023-05-31,57.66806722689076
2023-06-01,55.10504201680673
2023-06-02,56.386554621848745
2023-06-03,59.590336134453786
2023-06-04,53.182773109243705
2023-06-05,61.512605042016816
2023-06-06,57.66806722689076
2023-06-07,62.794117647058826
2023-06-08,59.590336134453786
2023-06-09,58.94957983193278
2023-06-10,53.182773109243705
2023-06-11,51.90126050420169
2023-06-12,60.2310924369748
2023-06-13,57.02731092436975
2023-06-14,57.02731092436975
2023-06-15,60.2310924369748
2023-06-16,57.02731092436975
2023-06-17,53.182773109243705
2023-06-18,49.33823529411765
2023-06-19,57.02731092436975
2023-06-20,58.30882352941177
2023-06-21,59.590336134453786
2023-06-22,52.54201680672269
2023-06-23,55.10504201680673
2023-06-24,51.260504201680675
2023-06-25,48.056722689075634
2023-06-26,55.10504201680673
2023-06-27,56.386554621848745
2023-06-28,53.82352941176471
2023-06-29,56.386554621848745
2023-06-30,48.69747899159664
2023-07-01,49.97899159663866
2023-07-02,49.97899159663866
2023-07-03,52.54201680672269
2023-07-04,51.260504201680675
2023-07-05,53.82352941176471
2023-07-06,60.8718487394958
2023-07-07,60.8718487394958
2023-07-08,55.74579831932773
2023-07-09,54.46428571428572
2023-07-10,58.94957983193278
2023-07-11,60.8718487394958
2023-07-12,59.590336134453786
2023-07-13,59.590336134453786
2023-07-14,58.94957983193278
2023-07-15,57.02731092436975
2023-07-16,51.260504201680675
2023-07-17,58.94957983193278
2023-07-18,57.02731092436975
2023-07-19,57.66806722689076
2023-07-20,59.590336134453786
2023-07-21,58.94957983193278
2023-07-22,50.61974789915967
2023-07-23,51.90126050420169
2023-07-24,57.66806722689076
2023-07-25,53.182773109243705
2023-07-26,52.54201680672269
2023-07-27,53.182773109243705
2023-07-28,53.182773109243705
2023-07-29,50.61974789915967
2023-07-30,46.77521008403362
2023-07-31,51.90126050420169
2023-08-01,54.46428571428572
2023-08-02,60.2310924369748
2023-08-03,55.74579831932773
2023-08-04,55.74579831932773
2023-08-05,54.46428571428572
2023-08-06,51.260504201680675
2023-08-07,57.66806722689076
2023-08-08,58.94957983193278
2023-08-09,56.386554621848745
2023-08-10,53.82352941176471
2023-08-11,58.30882352941177
2023-08-12,52.54201680672269
2023-08-13,53.182773109243705
2023-08-14,55.10504201680673
2023-08-15,55.74579831932773
2023-08-16,54.46428571428572
2023-08-17,56.386554621848745
2023-08-18,55.74579831932773
2023-08-19,54.46428571428572
2023-08-20,48.69747899159664
2023-08-21,50.61974789915967
2023-08-22,52.54201680672269
2023-08-23,58.30882352941177
2023-08-24,50.61974789915967
2023-08-25,50.61974789915967
2023-08-26,49.33823529411765
2023-08-27,46.13445378151261
2023-08-28,51.90126050420169
2023-08-29,55.10504201680673
2023-08-30,48.69747899159664
2023-08-31,49.33823529411765
2023-09-01,53.182773109243705
2023-09-02,48.056722689075634
2023-09-03,49.33823529411765
2023-09-04,47.41596638655463
2023-09-05,54.46428571428572
2023-09-06,51.90126050420169
2023-09-07,54.46428571428572
2023-09-08,51.260504201680675
2023-09-09,48.056722689075634
2023-09-10,43.57142857142858
2023-09-11,50.61974789915967
2023-09-12,49.33823529411765
2023-09-13,49.97899159663866
2023-09-14,51.260504201680675
2023-09-15,49.97899159663866
2023-09-16,50.61974789915967
2023-09-17,45.4936974789916
2023-09-18,51.90126050420169
2023-09-19,49.97899159663866
2023-09-20,48.69747899159664
2023-09-21,49.97899159663866
2023-09-22,48.056722689075634
2023-09-23,46.77521008403362
2023-09-24,48.69747899159664
2023-09-25,48.056722689075634
2023-09-26,49.33823529411765
2023-09-27,51.260504201680675
2023-09-28,50.61974789915967
2023-09-29,46.77521008403362
2023-09-30,47.41596638655463
2023-10-01,42.930672268907564
2023-10-02,46.77521008403362
2023-10-03,52.54201680672269
2023-10-04,53.82352941176471
2023-10-05,49.97899159663866
2023-10-06,49.97899159663866
2023-10-07,50.61974789915967
2023-10-08,44.852941176470594
2023-10-09,48.056722689075634
2023-10-10,47.41596638655463
2023-10-11,48.056722689075634
2023-10-12,52.54201680672269
2023-10-13,48.69747899159664
2023-10-14,46.13445378151261
2023-10-15,44.852941176470594
2023-10-16,47.41596638655463
2023-10-17,49.33823529411765
2023-10-18,48.056722689075634
2023-10-19,51.260504201680675
2023-10-20,49.33823529411765
2023-10-21,42.930672268907564
2023-10-22,41.00840336134454
2023-10-23,47.41596638655463
2023-10-24,55.10504201680673
2023-10-25,45.4936974789916
2023-10-26,46.13445378151261
2023-10-27,46.77521008403362
2023-10-28,41.64915966386555
2023-10-29,37.16386554621849
2023-10-30,46.77521008403362
2023-10-31,44.852941176470594
2023-11-01,47.41596638655463
2023-11-02,49.97899159663866
2023-11-03,51.90126050420169
2023-11-04,51.260504201680675
2023-11-05,43.57142857142858
2023-11-06,53.182773109243705
2023-11-07,47.41596638655463
2023-11-08,51.260504201680675
2023-11-09,50.61974789915967
2023-11-10,54.46428571428572
2023-11-11,47.41596638655463
2023-11-12,43.57142857142858
2023-11-13,49.33823529411765
2023-11-14,48.69747899159664
2023-11-15,49.33823529411765
2023-11-16,53.82352941176471
2023-11-17,48.69747899159664
2023-11-18,46.77521008403362
2023-11-19,42.28991596638656
2023-11-20,48.69747899159664
2023-11-21,46.77521008403362
2023-11-22,52.54201680672269
2023-11-23,34.60084033613445
2023-11-24,41.64915966386555
2023-11-25,42.930672268907564
2023-11-26,40.367647058823536
2023-11-27,48.69747899159664
2023-11-28,46.13445378151261
2023-11-29,48.69747899159664
2023-11-30,49.97899159663866
2023-12-01,52.54201680672269
2023-12-02,46.13445378151261
2023-12-03,39.726890756302524
2023-12-04,48.69747899159664
2023-12-05,48.69747899159664
2023-12-06,49.97899159663866
2023-12-07,49.33823529411765
2023-12-08,45.4936974789916
2023-12-09,44.21218487394958
2023-12-10,46.13445378151261
2023-12-11,46.13445378151261
2023-12-12,45.4936974789916
2023-12-13,46.13445378151261
2023-12-14,46.13445378151261
2023-12-15,48.056722689075634
2023-12-16,46.13445378151261
2023-12-17,41.00840336134454
2023-12-18,48.056722689075634
2023-12-19,49.33823529411765
2023-12-20,49.97899159663866
2023-12-21,49.97899159663866
2023-12-22,48.58868350728071
2023-12-23,42.93500083033818
2023-12-24,35.2813289562649
2023-12-25,29.627646279322377
2023-12-26,46.9349792245997
2023-12-27,51.255335770121725
2023-12-28,49.60163148744071
2023-12-29,52.242376987092484
2023-12-30,46.26831615888945
2023-12-31,42.26833776462794
2024-01-01,44.26832696175869
2024-01-02,54.909029249933496
2024-01-03,58.242344578484754
2024-01-04,54.58865109867299
2024-01-05,54.24236618422324
2024-01-06,55.92197723009349
2024-01-07,49.92200963870122
2024-01-08,52.588661901542224
2024-01-09,47.92202044157046
2024-01-10,49.255346572990966
2024-01-11,48.93496842173046
2024-01-12,48.58868350728071
2024-01-13,49.255346572990966
2024-01-14,44.93499002746894
2024-01-15,46.588694310149954
2024-01-16,48.58868350728071
2024-01-17,50.268294553150966
2024-01-18,51.92199883583198
2024-01-19,57.57568151277451
2024-01-20,56.90901844706425
2024-01-21,46.40217853626629
2024-01-22,52.63530699636176
2024-01-23,55.40558631195975
2024-01-24,60.25357511425623
2024-01-25,58.17586562755774
2024-01-26,57.48329579865825
2024-01-27,57.48329579865825
2024-01-28,51.94273716746227
2024-01-29,58.86843545645724
2024-01-30,62.331284600954724
2024-01-31,60.25357511425623
2024-02-01,58.17586562755774
2024-02-02,69.2569828899497
2024-02-03,60.25357511425623
2024-02-04,56.790725969758746
2024-02-05,60.25357511425623
2024-02-06,63.71642425875372
2024-02-07,68.56441306105019
2024-02-08,60.94614494315573
2024-02-09,58.17586562755774
2024-02-10,60.94614494315573
2024-02-11,51.250167338562775
2024-02-12,50.557597509663275
2024-02-13,58.17586562755774
2024-02-14,51.94273716746227
2024-02-15,58.17586562755774
2024-02-16,60.25357511425623
2024-02-17,60.25357511425623
2024-02-18,60.94614494315573
2024-02-19,56.09815614085925
2024-02-20,63.71642425875372
2024-02-21,65.79413374545221
2024-02-22,69.2569828899497
2024-02-23,65.79413374545221
2024-02-24,61.63871477205522
2024-02-25,54.02044665416076
2024-02-26,56.790725969758746
2024-02-27,58.86843545645724
2024-02-28,57.48329579865825
2024-02-29,58.86843545645724
2024-03-01,57.48329579865825
2024-03-02,58.17586562755774
2024-03-03,55.40558631195975
2024-03-04,61.63871477205522
2024-03-05,63.71642425875372
2024-03-06,61.63871477205522
2024-03-07,58.86843545645724
2024-03-08,55.40558631195975
2024-03-09,58.17586562755774
2024-03-10,53.327876825261264
2024-03-11,56.790725969758746
2024-03-12,54.71301648306026
2024-03-13,59.561005285356735
2024-03-14,52.63530699636176
2024-03-15,54.02044665416076
2024-03-16,54.71301648306026
2024-03-17,51.94273716746227
2024-03-18,57.48329579865825
2024-03-19,58.86843545645724
2024-03-20,56.790725969758746
2024-03-21,55.40558631195975
2024-03-22,56.790725969758746
2024-03-23,58.17586562755774
2024-03-24,49.86502768076378
2024-03-25,59.561005285356735
2024-03-26,56.790725969758746
2024-03-27,54.02044665416076
2024-03-28,54.02044665416076
2024-03-29,59.561005285356735
2024-03-30,47.787318194065286
2024-03-31,42.246759562869315
2024-04-01,54.71301648306026
2024-04-02,52.63530699636176
2024-04-03,54.71301648306026
2024-04-04,54.02044665416076
2024-04-05,53.327876825261264
2024-04-06,52.63530699636176
2024-04-07,51.250167338562775
2024-04-08,47.09474836516579
2024-04-09,52.63530699636176
2024-04-10,60.25357511425623
2024-04-11,54.71301648306026
2024-04-12,56.09815614085925
2024-04-13,54.71301648306026
2024-04-14,54.71301648306026
2024-04-15,58.17586562755774
2024-04-16,57.48329579865825
2024-04-17,50.557597509663275
2024-04-18,50.557597509663275
2024-04-19,53.327876825261264
2024-04-20,51.250167338562775
2024-04-21,47.787318194065286
2024-04-22,58.17586562755774
2024-04-23,53.327876825261264
2024-04-24,51.94273716746227
2024-04-25,52.63530699636176
2024-04-26,52.63530699636176
2024-04-27,47.787318194065286
2024-04-28,47.09474836516579
2024-04-29,51.94273716746227
2024-04-30,48.479888022964786
2024-05-01,53.327876825261264
2024-05-02,51.250167338562775
2024-05-03,50.557597509663275
2024-05-04,48.479888022964786
2024-05-05,46.40217853626629
2024-05-06,60.25357511425623
2024-05-07,50.557597509663275
2024-05-08,51.94273716746227
2024-05-09,49.17245785186428
2024-05-10,51.94273716746227
2024-05-11,47.787318194065286
2024-05-12,41.554189733969814
2024-05-13,53.327876825261264
2024-05-14,53.327876825261264
2024-05-15,51.250167338562775
2024-05-16,50.557597509663275
2024-05-17,49.86502768076378
2024-05-18,48.479888022964786
2024-05-19,44.3244690495678
2024-05-20,51.250167338562775
2024-05-21,49.86502768076378
2024-05-22,49.86502768076378
2024-05-23,50.557597509663275
2024-05-24,47.787318194065286
2024-05-25,44.3244690495678
2024-05-26,40.16905007617082
2024-05-27,44.3244690495678
2024-05-28,48.479888022964786
2024-05-29,48.479888022964786
2024-05-30,48.479888022964786
2024-05-31,45.7096087073668
2024-06-01,43.63189922066831
2024-06-02,40.86161990507032
2024-06-03,52.63530699636176
2024-06-04,50.557597509663275
2024-06-05,50.557597509663275
2024-06-06,47.787318194065286
2024-06-07,49.86502768076378
2024-06-08,45.7096087073668
2024-06-09,44.3244690495678
2024-06-10,52.63530699636176
2024-06-11,51.250167338562775
2024-06-12,49.17245785186428
2024-06-13,51.250167338562775
2024-06-14,49.86502768076378
2024-06-15,45.0170388784673
2024-06-16,39.476480247271326
2024-06-17,48.479888022964786
2024-06-18,50.557597509663275
2024-06-19,48.479888022964786
2024-06-20,45.0170388784673
2024-06-21,49.17245785186428
2024-06-22,44.3244690495678
2024-06-23,42.93932939176881
2024-06-24,53.327876825261264
2024-06-25,51.250167338562775
2024-06-26,48.479888022964786
2024-06-27,51.94273716746227
2024-06-28,47.787318194065286
2024-06-29,45.7096087073668
2024-06-30,40.16905007617082
2024-07-01,47.787318194065286
2024-07-02,52.63530699636176
2024-07-03,50.557597509663275
2024-07-04,41.554189733969814
2024-07-05,48.479888022964786
2024-07-06,42.246759562869315
2024-07-07,42.93932939176881
2024-07-08,51.94273716746227
2024-07-09,48.479888022964786
2024-07-10,48.479888022964786
2024-07-11,46.40217853626629
2024-07-12,49.86502768076378
2024-07-13,42.246759562869315
2024-07-14,36.70620093167334
2024-07-15,43.63189922066831
2024-07-16,51.94273716746227
2024-07-17,49.17245785186428
2024-07-18,49.17245785186428
2024-07-19,47.09474836516579
2024-07-20,43.63189922066831
2024-07-21,40.16905007617082
2024-07-22,45.7096087073668
2024-07-23,47.787318194065286
2024-07-24,45.0170388784673
2024-07-25,48.479888022964786
2024-07-26,48.479888022964786
2024-07-27,41.554189733969814
2024-07-28,38.783910418371825
2024-07-29,51.94273716746227
2024-07-30,52.63530699636176
2024-07-31,45.7096087073668
2024-08-01,46.40217853626629
2024-08-02,47.787318194065286
2024-08-03,42.93932939176881
2024-08-04,40.16905007617082
2024-08-05,47.787318194065286
2024-08-06,51.250167338562775
2024-08-07,47.787318194065286
2024-08-08,47.09474836516579
2024-08-09,48.479888022964786
2024-08-10,39.476480247271326
2024-08-11,38.09134058947233
2024-08-12,45.7096087073668
2024-08-13,47.787318194065286
2024-08-14,49.17245785186428
2024-08-15,56.09815614085925
2024-08-16,54.71301648306026
2024-08-17,49.17245785186428
2024-08-18,44.40079017371613
2024-08-19,53.40650533223268
2024-08-20,48.73050529574953
2024-08-21,56.19914851211599
2024-08-22,49.07679021019928
2024-08-23,45.3100764969996
2024-08-24,40.698860670549344
2024-08-25,43.1452189359829
2024-08-26,48.44900459133267
2024-08-27,49.07679021019928
2024-08-28,48.44900459133267
2024-08-29,49.70457582906589
2024-08-30,46.284147030315964
2024-08-31,41.60814699383282
2024-09-01,40.98036137496621
2024-09-02,45.65636141144935
2024-09-03,47.821218972466056
2024-09-04,49.35829091461614
2024-09-05,48.44900459133267
2024-09-06,46.284147030315964
2024-09-07,45.02857579258274
2024-09-08,37.55993257621628
2024-09-09,42.23593261269943
2024-09-10,41.60814699383282
2024-09-11,41.60814699383282
2024-09-12,42.86371823156604
2024-09-13,44.40079017371613
2024-09-14,38.53400310953264
2024-09-15,35.741359929649335
2024-09-16,43.1452189359829
2024-09-17,46.729116933199364
2024-09-18,44.477111297864454
2024-09-19,45.04011270669818
2024-09-20,45.04011270669818
2024-09-21,37.158092983026
2024-09-22,32.65408171235618
2024-09-23,38.847097209527185
2024-09-24,38.847097209527185
2024-09-25,38.28409580069346
