Time,ups
2022-04-16,61.0
2022-04-17,36.0
2022-04-18,72.0
2022-04-19,76.0
2022-04-20,71.0
2022-04-21,70.0
2022-04-22,69.0
2022-04-23,59.0
2022-04-24,44.0
2022-04-25,72.0
2022-04-26,74.0
2022-04-27,73.0
2022-04-28,72.0
2022-04-29,68.0
2022-04-30,61.0
2022-05-01,44.0
2022-05-02,68.0
2022-05-03,70.0
2022-05-04,73.0
2022-05-05,75.0
2022-05-06,70.0
2022-05-07,60.0
2022-05-08,43.0
2022-05-09,70.0
2022-05-10,79.0
2022-05-11,70.0
2022-05-12,78.0
2022-05-13,67.0
2022-05-14,63.0
2022-05-15,46.0
2022-05-16,73.0
2022-05-17,77.0
2022-05-18,76.0
2022-05-19,77.0
2022-05-20,72.0
2022-05-21,66.0
2022-05-22,47.0
2022-05-23,81.0
2022-05-24,83.0
2022-05-25,80.0
2022-05-26,83.0
2022-05-27,79.0
2022-05-28,67.0
2022-05-29,46.0
2022-05-30,53.0
2022-05-31,88.0
2022-06-01,84.0
2022-06-02,80.0
2022-06-03,82.0
2022-06-04,70.0
2022-06-05,50.0
2022-06-06,82.0
2022-06-07,83.0
2022-06-08,88.0
2022-06-09,83.0
2022-06-10,83.0
2022-06-11,68.0
2022-06-12,46.0
2022-06-13,81.0
2022-06-14,87.0
2022-06-15,88.0
2022-06-16,83.0
2022-06-17,79.0
2022-06-18,70.0
2022-06-19,48.0
2022-06-20,91.0
2022-06-21,88.0
2022-06-22,87.0
2022-06-23,86.0
2022-06-24,82.0
2022-06-25,71.0
2022-06-26,50.0
2022-06-27,82.0
2022-06-28,87.0
2022-06-29,87.0
2022-06-30,83.0
2022-07-01,81.0
2022-07-02,67.0
2022-07-03,49.0
2022-07-04,42.0
2022-07-05,81.0
2022-07-06,85.0
2022-07-07,91.0
2022-07-08,85.0
2022-07-09,71.0
2022-07-10,53.0
2022-07-11,85.0
2022-07-12,89.0
2022-07-13,88.0
2022-07-14,87.0
2022-07-15,82.0
2022-07-16,76.0
2022-07-17,56.0
2022-07-18,92.0
2022-07-19,92.0
2022-07-20,92.0
2022-07-21,86.0
2022-07-22,85.0
2022-07-23,71.0
2022-07-24,52.0
2022-07-25,90.0
2022-07-26,91.0
2022-07-27,87.0
2022-07-28,84.0
2022-07-29,84.0
2022-07-30,70.0
2022-07-31,51.0
2022-08-01,85.0
2022-08-02,87.0
2022-08-03,85.0
2022-08-04,85.0
2022-08-05,84.0
2022-08-06,72.0
2022-08-07,54.0
2022-08-08,84.0
2022-08-09,89.0
2022-08-10,87.0
2022-08-11,83.0
2022-08-12,77.0
2022-08-13,66.0
2022-08-14,51.0
2022-08-15,83.0
2022-08-16,85.0
2022-08-17,86.0
2022-08-18,78.0
2022-08-19,81.0
2022-08-20,66.0
2022-08-21,50.0
2022-08-22,82.0
2022-08-23,81.0
2022-08-24,80.0
2022-08-25,81.0
2022-08-26,78.0
2022-08-27,70.0
2022-08-28,52.0
2022-08-29,80.63563218390806
2022-08-30,82.816091954023
2022-08-31,80.13563218390806
2022-09-01,77.95517241379311
2022-09-02,75.27471264367816
2022-09-03,67.14310344827587
2022-09-04,49.789655172413795
2022-09-05,53.060344827586206
2022-09-06,83.90632183908046
2022-09-07,83.90632183908046
2022-09-08,82.316091954023
2022-09-09,76.86494252873564
2022-09-10,68.73333333333333
2022-09-11,48.69942528735632
2022-09-12,79.04540229885058
2022-09-13,82.316091954023
2022-09-14,82.816091954023
2022-09-15,83.40632183908046
2022-09-16,81.72586206896551
2022-09-17,68.73333333333333
2022-09-18,48.19942528735632
2022-09-19,79.54540229885058
2022-09-20,86.08678160919541
2022-09-21,82.316091954023
2022-09-22,79.04540229885058
2022-09-23,79.04540229885058
2022-09-24,64.96264367816093
2022-09-25,47.10919540229885
2022-09-26,79.04540229885058
2022-09-27,80.63563218390806
2022-09-28,79.09080459770115
2022-09-29,72.0080459770115
2022-09-30,77.91034482758621
2022-10-01,64.92528735632185
2022-10-02,48.39885057471265
2022-10-03,77.91034482758621
2022-10-04,84.99310344827587
2022-10-05,82.63218390804599
2022-10-06,81.45172413793104
2022-10-07,84.99310344827587
2022-10-08,69.64712643678162
2022-10-09,49.57931034482759
2022-10-10,87.35402298850576
2022-10-11,84.99310344827587
2022-10-12,81.45172413793104
2022-10-13,83.81264367816092
2022-10-14,75.54942528735633
2022-10-15,68.46666666666667
2022-10-16,49.57931034482759
2022-10-17,83.81264367816092
2022-10-18,83.81264367816092
2022-10-19,82.63218390804599
2022-10-20,82.63218390804599
2022-10-21,79.09080459770115
2022-10-22,68.46666666666667
2022-10-23,49.57931034482759
2022-10-24,80.2712643678161
2022-10-25,84.99310344827587
2022-10-26,92.07586206896552
2022-10-27,80.2712643678161
2022-10-28,77.91034482758621
2022-10-29,66.10574712643678
2022-10-30,49.57931034482759
2022-10-31,74.36896551724139
2022-11-01,76.72988505747126
2022-11-02,77.91034482758621
2022-11-03,79.09080459770115
2022-11-04,74.36896551724139
2022-11-05,63.7448275862069
2022-11-06,48.39885057471265
2022-11-07,74.36896551724139
2022-11-08,80.2712643678161
2022-11-09,74.36896551724139
2022-11-10,79.09080459770115
2022-11-11,81.45172413793104
2022-11-12,66.10574712643678
2022-11-13,53.12068965517242
2022-11-14,77.91034482758621
2022-11-15,80.2712643678161
2022-11-16,80.2712643678161
2022-11-17,80.2712643678161
2022-11-18,81.45172413793104
2022-11-19,66.10574712643678
2022-11-20,53.12068965517242
2022-11-21,80.2712643678161
2022-11-22,88.5344827586207
2022-11-23,88.5344827586207
2022-11-24,41.316091954022994
2022-11-25,66.10574712643678
2022-11-26,68.46666666666667
2022-11-27,57.842528735632186
2022-11-28,81.45172413793104
2022-11-29,89.71494252873563
2022-11-30,92.07586206896552
2022-12-01,95.61724137931036
2022-12-02,86.17356321839081
2022-12-03,81.45172413793104
2022-12-04,62.56436781609196
2022-12-05,89.71494252873563
2022-12-06,95.61724137931036
2022-12-07,97.97816091954024
2022-12-08,95.61724137931036
2022-12-09,90.89540229885058
2022-12-10,84.99310344827587
2022-12-11,67.28620689655173
2022-12-12,92.07586206896552
2022-12-13,101.51954022988507
2022-12-14,101.51954022988507
2022-12-15,101.51954022988507
2022-12-16,102.7
2022-12-17,102.7
2022-12-18,74.36896551724139
2022-12-19,118.04597701149426
2022-12-20,113.3241379310345
2022-12-21,115.68505747126437
2022-12-22,105.06091954022989
2022-12-23,96.7977011494253
2022-12-24,76.72988505747126
2022-12-25,36.59425287356322
2022-12-26,88.5344827586207
2022-12-27,99.15862068965518
2022-12-28,97.97816091954024
2022-12-29,95.61724137931036
2022-12-30,89.71494252873563
2022-12-31,77.91034482758621
2023-01-01,42.49655172413794
2023-01-02,90.89540229885058
2023-01-03,89.71494252873563
2023-01-04,94.4367816091954
2023-01-05,89.71494252873563
2023-01-06,88.5344827586207
2023-01-07,80.2712643678161
2023-01-08,62.56436781609196
2023-01-09,82.63218390804599
2023-01-10,88.5344827586207
2023-01-11,80.2712643678161
2023-01-12,77.91034482758621
2023-01-13,79.09080459770115
2023-01-14,75.54942528735633
2023-01-15,57.842528735632186
2023-01-16,90.89540229885058
2023-01-17,83.81264367816092
2023-01-18,79.09080459770115
2023-01-19,75.54942528735633
2023-01-20,75.54942528735633
2023-01-21,70.82758620689656
2023-01-22,51.94022988505748
2023-01-23,74.36896551724139
2023-01-24,77.91034482758621
2023-01-25,73.18850574712644
2023-01-26,74.36896551724139
2023-01-27,73.18850574712644
2023-01-28,72.0080459770115
2023-01-29,54.30114942528736
2023-01-30,73.18850574712644
2023-01-31,82.63218390804599
2023-02-01,83.81264367816092
2023-02-02,75.54942528735633
2023-02-03,77.91034482758621
2023-02-04,70.82758620689656
2023-02-05,55.48160919540231
2023-02-06,75.54942528735633
2023-02-07,82.63218390804599
2023-02-08,80.2712643678161
2023-02-09,76.72988505747126
2023-02-10,76.72988505747126
2023-02-11,69.64712643678162
2023-02-12,48.39885057471265
2023-02-13,68.46666666666667
2023-02-14,76.72988505747126
2023-02-15,75.54942528735633
2023-02-16,72.0080459770115
2023-02-17,74.36896551724139
2023-02-18,68.46666666666667
2023-02-19,49.57931034482759
2023-02-20,82.63218390804599
2023-02-21,76.72988505747126
2023-02-22,79.09080459770115
2023-02-23,72.0080459770115
2023-02-24,75.54942528735633
2023-02-25,67.28620689655173
2023-02-26,51.94022988505748
2023-02-27,76.72988505747126
2023-02-28,77.91034482758621
2023-03-01,79.09080459770115
2023-03-02,81.45172413793104
2023-03-03,73.18850574712644
2023-03-04,62.56436781609196
2023-03-05,51.94022988505748
2023-03-06,75.54942528735633
2023-03-07,81.45172413793104
2023-03-08,79.09080459770115
2023-03-09,75.54942528735633
2023-03-10,74.36896551724139
2023-03-11,66.10574712643678
2023-03-12,51.94022988505748
2023-03-13,81.45172413793104
2023-03-14,81.45172413793104
2023-03-15,77.91034482758621
2023-03-16,76.72988505747126
2023-03-17,73.18850574712644
2023-03-18,64.92528735632185
2023-03-19,51.94022988505748
2023-03-20,79.09080459770115
2023-03-21,79.09080459770115
2023-03-22,75.54942528735633
2023-03-23,74.36896551724139
2023-03-24,74.36896551724139
2023-03-25,64.92528735632185
2023-03-26,48.39885057471265
2023-03-27,75.54942528735633
2023-03-28,75.54942528735633
2023-03-29,76.72988505747126
2023-03-30,73.18850574712644
2023-03-31,70.82758620689656
2023-04-01,66.10574712643678
2023-04-02,50.75977011494253
2023-04-03,75.54942528735633
2023-04-04,75.54942528735633
2023-04-05,75.54942528735633
2023-04-06,75.54942528735633
2023-04-07,77.91034482758621
2023-04-08,63.7448275862069
2023-04-09,37.774712643678164
2023-04-10,77.91034482758621
2023-04-11,79.09080459770115
2023-04-12,76.72988505747126
2023-04-13,74.36896551724139
2023-04-14,72.0080459770115
2023-04-15,64.92528735632185
2023-04-16,50.75977011494253
2023-04-17,70.82758620689656
2023-04-18,75.54942528735633
2023-04-19,74.36896551724139
2023-04-20,74.36896551724139
2023-04-21,72.0080459770115
2023-04-22,68.46666666666667
2023-04-23,49.57931034482759
2023-04-24,72.0080459770115
2023-04-25,81.45172413793104
2023-04-26,79.0729188436085
2023-04-27,73.21533437826542
2023-04-28,70.87230059212818
2023-04-29,66.18623301985372
2023-04-30,49.20370950888193
2023-05-01,75.55836816440265
2023-05-02,75.55836816440265
2023-05-03,74.38685127133404
2023-05-04,72.0438174851968
2023-05-05,66.77646290491118
2023-05-06,62.67168234064786
2023-05-07,48.61347962382445
2023-05-08,72.0438174851968
2023-05-09,77.90140195053988
2023-05-10,76.72988505747126
2023-05-11,76.72988505747126
2023-05-12,75.55836816440265
2023-05-13,66.77646290491118
2023-05-14,43.34612504353884
2023-05-15,76.72988505747126
2023-05-16,80.24443573667713
2023-05-17,74.38685127133404
2023-05-18,76.72988505747126
2023-05-19,74.9770811563915
2023-05-20,66.77646290491118
2023-05-21,50.95651340996169
2023-05-22,80.24443573667713
2023-05-23,82.58746952281436
2023-05-24,79.0729188436085
2023-05-25,79.0729188436085
2023-05-26,74.40473702542668
2023-05-27,65.10414489724835
2023-05-28,47.66553465691397
2023-05-29,52.31583072100314
2023-05-30,80.21760710553815
2023-05-31,82.54275513758273
2023-06-01,82.54275513758273
2023-06-02,77.89245907349355
2023-06-03,68.59186694531522
2023-06-04,53.47840473702543
2023-06-05,79.05503308951585
2023-06-06,80.21760710553815
2023-06-07,84.86790316962731
2023-06-08,80.21760710553815
2023-06-09,79.05503308951585
2023-06-10,65.10414489724835
2023-06-11,52.31583072100314
2023-06-12,80.21760710553815
2023-06-13,82.54275513758273
2023-06-14,81.38018112156044
2023-06-15,80.21760710553815
2023-06-16,80.21760710553815
2023-06-17,72.0795889933821
2023-06-18,56.96612678509231
2023-06-19,84.86790316962731
2023-06-20,84.86790316962731
2023-06-21,86.0304771856496
2023-06-22,77.89245907349355
2023-06-23,76.72988505747126
2023-06-24,69.75444096133752
2023-06-25,51.15325670498085
2023-06-26,79.05503308951585
2023-06-27,83.70532915360502
2023-06-28,82.54275513758273
2023-06-29,83.70532915360502
2023-06-30,84.86790316962731
2023-07-01,72.0795889933821
2023-07-02,54.64097875304772
2023-07-03,84.86790316962731
2023-07-04,53.47840473702543
2023-07-05,90.68077324973878
2023-07-06,93.00592128178336
2023-07-07,94.16849529780565
2023-07-08,77.89245907349355
2023-07-09,55.80355276907001
2023-07-10,80.21760710553815
2023-07-11,90.68077324973878
2023-07-12,84.86790316962731
2023-07-13,86.0304771856496
2023-07-14,86.0304771856496
2023-07-15,76.72988505747126
2023-07-16,55.80355276907001
2023-07-17,94.16849529780565
2023-07-18,93.00592128178336
2023-07-19,95.33106931382794
2023-07-20,87.19305120167189
2023-07-21,83.70532915360502
2023-07-22,70.91701497735981
2023-07-23,58.1287008011146
2023-07-24,97.65621734587252
2023-07-25,116.2574016022292
2023-07-26,99.9813653779171
2023-07-27,91.84334726576107
2023-07-28,82.54275513758273
2023-07-29,75.56731104144897
2023-07-30,48.82810867293626
2023-07-31,80.21760710553815
2023-08-01,82.54275513758273
2023-08-02,80.21760710553815
2023-08-03,81.38018112156044
2023-08-04,76.72988505747126
2023-08-05,73.2421630094044
2023-08-06,54.64097875304772
2023-08-07,82.54275513758273
2023-08-08,90.68077324973878
2023-08-09,99.9813653779171
2023-08-10,103.46908742598399
2023-08-11,94.16849529780565
2023-08-12,80.21760710553815
2023-08-13,59.29127481713689
2023-08-14,90.68077324973878
2023-08-15,88.35562521769418
2023-08-16,87.19305120167189
2023-08-17,88.35562521769418
2023-08-18,82.54275513758273
2023-08-19,73.2421630094044
2023-08-20,54.64097875304772
2023-08-21,80.21760710553815
2023-08-22,87.19305120167189
2023-08-23,87.19305120167189
2023-08-24,75.56731104144897
2023-08-25,73.2421630094044
2023-08-26,66.26671891327064
2023-08-27,51.15325670498085
2023-08-28,75.56731104144897
2023-08-29,77.89245907349355
2023-08-30,76.72988505747126
2023-08-31,76.72988505747126
2023-09-01,73.2421630094044
2023-09-02,65.10414489724835
2023-09-03,47.66553465691397
2023-09-04,56.96612678509231
2023-09-05,82.54275513758273
2023-09-06,86.0304771856496
2023-09-07,76.72988505747126
2023-09-08,73.2421630094044
2023-09-09,65.10414489724835
2023-09-10,47.66553465691397
2023-09-11,70.91701497735981
2023-09-12,73.2421630094044
2023-09-13,75.56731104144897
2023-09-14,73.2421630094044
2023-09-15,69.75444096133752
2023-09-16,61.616422849181475
2023-09-17,46.50296064089168
2023-09-18,72.0795889933821
2023-09-19,76.72988505747126
2023-09-20,81.38018112156044
2023-09-21,70.91701497735981
2023-09-22,77.89245907349355
2023-09-23,66.26671891327064
2023-09-24,48.82810867293626
2023-09-25,74.40473702542668
2023-09-26,73.2421630094044
2023-09-27,74.40473702542668
2023-09-28,74.40473702542668
2023-09-29,72.0795889933821
2023-09-30,63.941570881226056
2023-10-01,48.82810867293626
2023-10-02,70.91701497735981
2023-10-03,74.40473702542668
2023-10-04,73.2421630094044
2023-10-05,70.91701497735981
2023-10-06,75.56731104144897
2023-10-07,60.45384883315918
2023-10-08,47.66553465691397
2023-10-09,79.05503308951585
2023-10-10,73.2421630094044
2023-10-11,75.56731104144897
2023-10-12,73.2421630094044
2023-10-13,68.59186694531522
2023-10-14,63.941570881226056
2023-10-15,51.15325670498085
2023-10-16,77.89245907349355
2023-10-17,80.21760710553815
2023-10-18,77.89245907349355
2023-10-19,74.40473702542668
2023-10-20,74.40473702542668
2023-10-21,65.10414489724835
2023-10-22,48.82810867293626
2023-10-23,74.40473702542668
2023-10-24,72.0795889933821
2023-10-25,73.2421630094044
2023-10-26,72.0795889933821
2023-10-27,66.26671891327064
2023-10-28,61.616422849181475
2023-10-29,45.34038662486939
2023-10-30,73.2421630094044
2023-10-31,69.75444096133752
2023-11-01,67.42929292929293
2023-11-02,69.75444096133752
2023-11-03,69.75444096133752
2023-11-04,66.26671891327064
2023-11-05,48.82810867293626
2023-11-06,72.0795889933821
2023-11-07,76.72988505747126
2023-11-08,74.40473702542668
2023-11-09,73.2421630094044
2023-11-10,74.40473702542668
2023-11-11,65.10414489724835
2023-11-12,49.99068268895855
2023-11-13,74.40473702542668
2023-11-14,79.05503308951585
2023-11-15,73.2421630094044
2023-11-16,73.2421630094044
2023-11-17,68.59186694531522
2023-11-18,66.26671891327064
2023-11-19,52.31583072100314
2023-11-20,73.2421630094044
2023-11-21,81.38018112156044
2023-11-22,83.70532915360502
2023-11-23,39.52751654475792
2023-11-24,63.941570881226056
2023-11-25,65.10414489724835
2023-11-26,58.1287008011146
2023-11-27,82.54275513758273
2023-11-28,86.0304771856496
2023-11-29,87.19305120167189
2023-11-30,84.86790316962731
2023-12-01,81.38018112156044
2023-12-02,80.21760710553815
2023-12-03,60.45384883315918
2023-12-04,83.70532915360502
2023-12-05,90.68077324973878
2023-12-06,84.86790316962731
2023-12-07,82.54275513758273
2023-12-08,81.38018112156044
2023-12-09,76.72988505747126
2023-12-10,61.616422849181475
2023-12-11,83.70532915360502
2023-12-12,88.35562521769418
2023-12-13,84.86790316962731
2023-12-14,86.0304771856496
2023-12-15,87.19305120167189
2023-12-16,84.86790316962731
2023-12-17,66.26671891327064
2023-12-18,88.35562521769418
2023-12-19,96.49364332985023
2023-12-20,115.0948275862069
2023-12-21,95.33106931382794
2023-12-22,91.85631032490406
2023-12-23,82.61255059161255
2023-12-24,47.71877840830922
2023-12-25,27.73127919987456
2023-12-26,77.99067072496678
2023-12-27,81.57191721668116
2023-12-28,82.61255059161255
2023-12-29,80.07193747482955
2023-12-30,80.07193747482955
2023-12-31,54.42192502481774
2024-01-01,52.340658274954976
2024-01-02,80.07193747482955
2024-01-03,84.11253033346415
2024-01-04,81.11257084976093
2024-01-05,80.07193747482955
2024-01-06,76.95003735003539
2024-01-07,59.50315125838374
2024-01-08,72.90944449140079
2024-01-09,73.36879085832102
2024-01-10,76.95003735003539
2024-01-11,75.45005760818378
2024-01-12,70.82817774153801
2024-01-13,66.66564424181249
2024-01-14,56.962538141600746
2024-01-15,72.32815748338965
2024-01-16,75.45005760818378
2024-01-17,83.65318396654392
2024-01-18,81.11257084976093
2024-01-19,74.4094242332524
2024-01-20,71.8688111164694
2024-01-21,55.12156403042823
2024-01-22,77.17018964259952
2024-01-23,78.08888237644
2024-01-24,78.08888237644
2024-01-25,71.6580332395567
2024-01-26,69.82064777187577
2024-01-27,69.82064777187577
2024-01-28,52.36548582890682
2024-01-29,69.82064777187577
2024-01-30,90.03188791636612
2024-01-31,90.03188791636612
2024-02-01,77.17018964259952
2024-02-02,67.98326230419482
2024-02-03,66.14587683651388
2024-02-04,52.36548582890682
2024-02-05,64.30849136883295
2024-02-06,69.82064777187577
2024-02-07,70.73934050571623
2024-02-08,67.06456957035435
2024-02-09,65.2271841026734
2024-02-10,61.55241316731153
2024-02-11,45.93463669202353
2024-02-12,57.87764223194964
2024-02-13,65.2271841026734
2024-02-14,66.14587683651388
2024-02-15,64.30849136883295
2024-02-16,63.38979863499247
2024-02-17,61.55241316731153
2024-02-18,45.93463669202353
2024-02-19,72.57672597339717
2024-02-20,67.06456957035435
2024-02-21,67.06456957035435
2024-02-22,65.2271841026734
2024-02-23,64.30849136883295
2024-02-24,58.796334965790116
2024-02-25,46.853329425864
2024-02-26,64.30849136883295
2024-02-27,63.38979863499247
2024-02-28,66.14587683651388
2024-02-29,62.471105901152
2024-03-01,63.38979863499247
2024-03-02,64.30849136883295
2024-03-03,50.52810036122588
2024-03-04,64.30849136883295
2024-03-05,68.9019550380353
2024-03-06,67.06456957035435
2024-03-07,64.30849136883295
2024-03-08,63.38979863499247
2024-03-09,59.71502769963059
2024-03-10,43.17855849050212
2024-03-11,64.30849136883295
2024-03-12,68.9019550380353
2024-03-13,66.14587683651388
2024-03-14,67.06456957035435
2024-03-15,63.38979863499247
2024-03-16,60.633720433471055
2024-03-17,46.853329425864
2024-03-18,66.14587683651388
2024-03-19,67.98326230419482
2024-03-20,69.82064777187577
2024-03-21,61.55241316731153
2024-03-22,66.14587683651388
2024-03-23,60.633720433471055
2024-03-24,47.77202215970447
2024-03-25,67.06456957035435
2024-03-26,68.9019550380353
2024-03-27,67.98326230419482
2024-03-28,67.06456957035435
2024-03-29,68.9019550380353
2024-03-30,56.040256764268705
2024-03-31,33.99163115209741
2024-04-01,67.06456957035435
2024-04-02,68.9019550380353
2024-04-03,65.2271841026734
2024-04-04,64.30849136883295
2024-04-05,65.2271841026734
2024-04-06,61.55241316731153
2024-04-07,45.93463669202353
2024-04-08,58.796334965790116
2024-04-09,66.14587683651388
2024-04-10,67.06456957035435
2024-04-11,63.38979863499247
2024-04-12,61.55241316731153
2024-04-13,59.71502769963059
2024-04-14,49.60940762738541
2024-04-15,67.06456957035435
2024-04-16,70.73934050571623
2024-04-17,64.30849136883295
2024-04-18,66.14587683651388
2024-04-19,68.9019550380353
2024-04-20,63.38979863499247
2024-04-21,48.69071489354494
2024-04-22,66.14587683651388
2024-04-23,67.98326230419482
2024-04-24,66.14587683651388
2024-04-25,64.30849136883295
2024-04-26,60.633720433471055
2024-04-27,58.796334965790116
2024-04-28,46.853329425864
2024-04-29,67.06456957035435
2024-04-30,67.98326230419482
2024-05-01,67.06456957035435
2024-05-02,65.2271841026734
2024-05-03,66.14587683651388
2024-05-04,58.796334965790116
2024-05-05,48.69071489354494
2024-05-06,67.98326230419482
2024-05-07,68.9019550380353
2024-05-08,68.9019550380353
2024-05-09,66.14587683651388
2024-05-10,66.14587683651388
2024-05-11,59.71502769963059
2024-05-12,40.42248028898071
2024-05-13,67.98326230419482
2024-05-14,67.98326230419482
2024-05-15,67.06456957035435
2024-05-16,65.2271841026734
2024-05-17,68.9019550380353
2024-05-18,61.55241316731153
2024-05-19,48.69071489354494
2024-05-20,66.14587683651388
2024-05-21,69.82064777187577
2024-05-22,69.82064777187577
2024-05-23,68.9019550380353
2024-05-24,70.73934050571623
2024-05-25,59.71502769963059
2024-05-26,46.853329425864
2024-05-27,49.60940762738541
2024-05-28,76.25149690875905
2024-05-29,74.41411144107812
2024-05-30,75.33280417491859
2024-05-31,72.57672597339717
2024-06-01,63.38979863499247
2024-06-02,50.52810036122588
2024-06-03,72.57672597339717
2024-06-04,74.41411144107812
2024-06-05,72.57672597339717
2024-06-06,67.98326230419482
2024-06-07,67.98326230419482
2024-06-08,62.471105901152
2024-06-09,46.853329425864
2024-06-10,72.57672597339717
2024-06-11,74.41411144107812
2024-06-12,71.6580332395567
2024-06-13,72.57672597339717
2024-06-14,71.6580332395567
2024-06-15,59.71502769963059
2024-06-16,45.93463669202353
2024-06-17,72.57672597339717
2024-06-18,73.49541870723765
2024-06-19,79.00757511028047
2024-06-20,67.98326230419482
2024-06-21,68.9019550380353
2024-06-22,59.71502769963059
2024-06-23,46.853329425864
2024-06-24,70.73934050571623
2024-06-25,74.41411144107812
2024-06-26,66.14587683651388
2024-06-27,71.6580332395567
2024-06-28,67.06456957035435
2024-06-29,62.471105901152
2024-06-30,45.93463669202353
2024-07-01,69.82064777187577
2024-07-02,74.41411144107812
2024-07-03,71.6580332395567
2024-07-04,47.77202215970447
2024-07-05,66.14587683651388
2024-07-06,59.71502769963059
2024-07-07,47.77202215970447
2024-07-08,74.41411144107812
2024-07-09,71.6580332395567
2024-07-10,72.57672597339717
2024-07-11,70.73934050571623
2024-07-12,67.98326230419482
2024-07-13,56.95894949810918
2024-07-14,43.17855849050212
2024-07-15,68.9019550380353
2024-07-16,70.73934050571623
2024-07-17,72.57672597339717
2024-07-18,70.73934050571623
2024-07-19,73.49541870723765
2024-07-20,66.14587683651388
2024-07-21,49.60940762738541
2024-07-22,74.41411144107812
2024-07-23,78.08888237644
2024-07-24,75.33280417491859
2024-07-25,73.49541870723765
2024-07-26,69.82064777187577
2024-07-27,58.796334965790116
2024-07-28,49.60940762738541
2024-07-29,67.06456957035435
2024-07-30,69.82064777187577
2024-07-31,68.9019550380353
2024-08-01,66.14587683651388
2024-08-02,68.9019550380353
2024-08-03,57.87764223194964
2024-08-04,49.60940762738541
2024-08-05,72.57672597339717
2024-08-06,71.6580332395567
2024-08-07,74.41411144107812
2024-08-08,67.98326230419482
2024-08-09,67.98326230419482
2024-08-10,58.796334965790116
2024-08-11,49.60940762738541
2024-08-12,73.49541870723765
2024-08-13,76.25149690875905
2024-08-14,76.25149690875905
2024-08-15,69.82064777187577
2024-08-16,69.82064777187577
2024-08-17,64.30849136883295
2024-08-18,49.01751273997242
2024-08-19,70.74860991857878
2024-08-20,73.98869847543006
2024-08-21,69.8237511876359
2024-08-22,70.74860991857878
2024-08-23,67.97403372575016
2024-08-24,59.65030514726428
2024-08-25,48.552000375949774
2024-08-26,68.89889245669303
2024-08-27,72.13898101354431
2024-08-28,69.8237511876359
2024-08-29,67.97403372575016
2024-08-30,67.04917499480729
2024-08-31,61.04067624222979
2024-09-01,47.627141645006894
2024-09-02,51.792088932801036
2024-09-03,69.8237511876359
2024-09-04,72.59832738046454
2024-09-05,67.97403372575016
2024-09-06,66.58982862788704
2024-09-07,61.50002260915003
2024-09-08,45.77742418312114
2024-09-09,68.89889245669303
2024-09-10,69.8237511876359
2024-09-11,67.04917499480729
2024-09-12,67.97403372575016
2024-09-13,68.89889245669303
2024-09-14,56.416382587515415
2024-09-15,43.927706721235396
2024-09-16,64.7401111660013
2024-09-17,67.9648051473055
2024-09-18,71.68890405948662
2024-09-19,65.17173096316965
2024-09-20,71.68890405948662
2024-09-21,60.51660732294325
2024-09-22,44.68918694617348
2024-09-23,62.37865677903381
2024-09-24,66.10275569121494
