Time,quizlet live
2022-07-11,2.0
2022-07-12,2.0
2022-07-13,2.0
2022-07-14,2.0
2022-07-15,2.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,2.0
2022-07-19,2.0
2022-07-20,2.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,2.0
2022-07-26,2.0
2022-07-27,2.0
2022-07-28,2.0
2022-07-29,2.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,2.0
2022-08-02,3.0
2022-08-03,3.0
2022-08-04,5.0
2022-08-05,6.0
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,8.0
2022-08-09,11.0
2022-08-10,12.0
2022-08-11,16.0
2022-08-12,20.0
2022-08-13,1.0
2022-08-14,1.0
2022-08-15,22.0
2022-08-16,27.0
2022-08-17,30.0
2022-08-18,42.0
2022-08-19,39.0
2022-08-20,1.0
2022-08-21,1.0
2022-08-22,40.0
2022-08-23,50.0
2022-08-24,56.0
2022-08-25,62.0
2022-08-26,61.0
2022-08-27,1.0
2022-08-28,1.0
2022-08-29,57.5
2022-08-30,59.5
2022-08-31,74.5
2022-09-01,77.0
2022-09-02,64.5
2022-09-03,1.5
2022-09-04,2.0
2022-09-05,1.0
2022-09-06,71.5
2022-09-07,84.0
2022-09-08,86.0
2022-09-09,89.5
2022-09-10,2.0
2022-09-11,3.0
2022-09-12,80.5
2022-09-13,82.0
2022-09-14,89.0
2022-09-15,97.5
2022-09-16,83.0
2022-09-17,2.0
2022-09-18,2.0
2022-09-19,89.0
2022-09-20,84.5
2022-09-21,92.5
2022-09-22,92.5
2022-09-23,80.0
2022-09-24,2.0
2022-09-25,3.0
2022-09-26,70.0
2022-09-27,74.5
2022-09-28,82.0
2022-09-29,97.0
2022-09-30,82.0
2022-10-01,2.0
2022-10-02,2.0
2022-10-03,89.0
2022-10-04,83.0
2022-10-05,75.0
2022-10-06,93.0
2022-10-07,72.0
2022-10-08,2.0
2022-10-09,2.0
2022-10-10,54.0
2022-10-11,79.0
2022-10-12,67.0
2022-10-13,89.0
2022-10-14,77.0
2022-10-15,2.0
2022-10-16,3.0
2022-10-17,73.0
2022-10-18,78.0
2022-10-19,79.0
2022-10-20,78.0
2022-10-21,66.0
2022-10-22,2.0
2022-10-23,2.0
2022-10-24,69.0
2022-10-25,80.0
2022-10-26,77.0
2022-10-27,79.0
2022-10-28,65.0
2022-10-29,2.0
2022-10-30,2.0
2022-10-31,62.0
2022-11-01,67.0
2022-11-02,68.0
2022-11-03,77.0
2022-11-04,69.0
2022-11-05,2.0
2022-11-06,2.0
2022-11-07,69.0
2022-11-08,50.0
2022-11-09,67.0
2022-11-10,69.0
2022-11-11,38.0
2022-11-12,2.0
2022-11-13,3.0
2022-11-14,76.0
2022-11-15,75.0
2022-11-16,73.0
2022-11-17,85.0
2022-11-18,61.0
2022-11-19,1.0
2022-11-20,2.0
2022-11-21,46.0
2022-11-22,31.0
2022-11-23,8.0
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,1.0
2022-11-27,2.0
2022-11-28,65.0
2022-11-29,70.0
2022-11-30,74.0
2022-12-01,80.0
2022-12-02,68.0
2022-12-03,2.0
2022-12-04,2.0
2022-12-05,68.0
2022-12-06,63.0
2022-12-07,68.0
2022-12-08,74.0
2022-12-09,63.0
2022-12-10,2.0
2022-12-11,3.0
2022-12-12,81.0
2022-12-13,70.0
2022-12-14,58.0
2022-12-15,52.0
2022-12-16,45.0
2022-12-17,1.0
2022-12-18,2.0
2022-12-19,36.0
2022-12-20,28.0
2022-12-21,20.0
2022-12-22,8.0
2022-12-23,2.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,1.0
2022-12-30,1.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,6.0
2023-01-03,31.0
2023-01-04,44.0
2023-01-05,55.0
2023-01-06,61.0
2023-01-07,1.0
2023-01-08,1.0
2023-01-09,68.0
2023-01-10,77.0
2023-01-11,75.0
2023-01-12,84.0
2023-01-13,67.0
2023-01-14,1.0
2023-01-15,1.0
2023-01-16,5.0
2023-01-17,69.0
2023-01-18,68.0
2023-01-19,79.0
2023-01-20,68.0
2023-01-21,1.0
2023-01-22,2.0
2023-01-23,68.0
2023-01-24,70.0
2023-01-25,62.0
2023-01-26,72.0
2023-01-27,65.0
2023-01-28,2.0
2023-01-29,2.0
2023-01-30,67.0
2023-01-31,67.0
2023-02-01,72.0
2023-02-02,80.0
2023-02-03,70.0
2023-02-04,2.0
2023-02-05,2.0
2023-02-06,72.0
2023-02-07,79.0
2023-02-08,73.0
2023-02-09,72.0
2023-02-10,67.0
2023-02-11,2.0
2023-02-12,2.0
2023-02-13,60.0
2023-02-14,69.0
2023-02-15,70.0
2023-02-16,63.0
2023-02-17,42.0
2023-02-18,2.0
2023-02-19,2.0
2023-02-20,12.0
2023-02-21,54.0
2023-02-22,52.0
2023-02-23,55.0
2023-02-24,53.0
2023-02-25,2.0
2023-02-26,2.0
2023-02-27,67.0
2023-02-28,62.0
2023-03-01,64.0
2023-03-02,65.0
2023-03-03,52.0
2023-03-04,2.0
2023-03-05,1.0
2023-03-06,63.0
2023-03-07,63.0
2023-03-08,63.0
2023-03-09,66.0
2023-03-10,44.0
2023-03-11,1.0
2023-03-12,2.0
2023-03-13,48.0
2023-03-14,51.0
2023-03-15,51.0
2023-03-16,52.0
2023-03-17,36.0
2023-03-18,1.0
2023-03-19,2.0
2023-03-20,57.0
2023-03-21,56.0
2023-03-22,55.0
2023-03-23,64.0
2023-03-24,49.0
2023-03-25,1.0
2023-03-26,2.0
2023-03-27,55.0
2023-03-28,54.0
2023-03-29,52.0
2023-03-30,56.0
2023-03-31,39.0
2023-04-01,2.0
2023-04-02,2.0
2023-04-03,47.0
2023-04-04,43.0
2023-04-05,44.0
2023-04-06,35.0
2023-04-07,10.0
2023-04-08,2.0
2023-04-09,2.0
2023-04-10,36.0
2023-04-11,53.0
2023-04-12,50.0
2023-04-13,55.0
2023-04-14,52.0
2023-04-15,2.0
2023-04-16,2.0
2023-04-17,65.0
2023-04-18,65.0
2023-04-19,62.0
2023-04-20,66.0
2023-04-21,54.0
2023-04-22,2.0
2023-04-23,2.0
2023-04-24,67.0
2023-04-25,65.0
2023-04-26,61.5
2023-04-27,65.5
2023-04-28,54.0
2023-04-29,2.0
2023-04-30,3.0
2023-05-01,66.5
2023-05-02,61.5
2023-05-03,55.5
2023-05-04,57.5
2023-05-05,45.5
2023-05-06,2.0
2023-05-07,2.0
2023-05-08,59.5
2023-05-09,52.5
2023-05-10,51.0
2023-05-11,52.5
2023-05-12,45.5
2023-05-13,1.0
2023-05-14,1.0
2023-05-15,57.5
2023-05-16,47.0
2023-05-17,46.5
2023-05-18,47.5
2023-05-19,40.0
2023-05-20,1.0
2023-05-21,1.0
2023-05-22,43.0
2023-05-23,36.0
2023-05-24,31.0
2023-05-25,29.0
2023-05-26,19.0
2023-05-27,1.0
2023-05-28,1.0
2023-05-29,1.0
2023-05-30,24.0
2023-05-31,21.0
2023-06-01,19.0
2023-06-02,16.0
2023-06-03,0.0
2023-06-04,1.0
2023-06-05,16.0
2023-06-06,15.0
2023-06-07,13.0
2023-06-08,11.0
2023-06-09,8.0
2023-06-10,1.0
2023-06-11,1.0
2023-06-12,9.0
2023-06-13,8.0
2023-06-14,6.0
2023-06-15,4.0
2023-06-16,2.0
2023-06-17,0.0
2023-06-18,1.0
2023-06-19,2.0
2023-06-20,3.0
2023-06-21,3.0
2023-06-22,2.0
2023-06-23,2.0
2023-06-24,1.0
2023-06-25,1.0
2023-06-26,2.0
2023-06-27,2.0
2023-06-28,2.0
2023-06-29,2.0
2023-06-30,1.0
2023-07-01,0.0
2023-07-02,1.0
2023-07-03,1.0
2023-07-04,1.0
2023-07-05,2.0
2023-07-06,2.0
2023-07-07,1.0
2023-07-08,1.0
2023-07-09,1.0
2023-07-10,1.0
2023-07-11,2.0
2023-07-12,2.0
2023-07-13,2.0
2023-07-14,1.0
2023-07-15,1.0
2023-07-16,1.0
2023-07-17,2.0
2023-07-18,1.0
2023-07-19,2.0
2023-07-20,1.0
2023-07-21,1.0
2023-07-22,1.0
2023-07-23,1.0
2023-07-24,1.0
2023-07-25,2.0
2023-07-26,2.0
2023-07-27,2.0
2023-07-28,3.0
2023-07-29,1.0
2023-07-30,1.0
2023-07-31,2.0
2023-08-01,2.0
2023-08-02,3.0
2023-08-03,5.0
2023-08-04,5.0
2023-08-05,0.0
2023-08-06,0.0
2023-08-07,5.0
2023-08-08,7.0
2023-08-09,8.0
2023-08-10,13.0
2023-08-11,14.0
2023-08-12,0.0
2023-08-13,0.0
2023-08-14,18.0
2023-08-15,22.0
2023-08-16,26.0
2023-08-17,33.0
2023-08-18,34.0
2023-08-19,1.0
2023-08-20,1.0
2023-08-21,37.0
2023-08-22,44.0
2023-08-23,49.0
2023-08-24,59.0
2023-08-25,55.0
2023-08-26,1.0
2023-08-27,1.0
2023-08-28,58.0
2023-08-29,63.0
2023-08-30,65.0
2023-08-31,68.0
2023-09-01,59.0
2023-09-02,2.0
2023-09-03,1.0
2023-09-04,1.0
2023-09-05,72.0
2023-09-06,78.0
2023-09-07,85.0
2023-09-08,84.0
2023-09-09,2.0
2023-09-10,2.0
2023-09-11,80.0
2023-09-12,85.0
2023-09-13,95.0
2023-09-14,100.0
2023-09-15,78.0
2023-09-16,2.0
2023-09-17,2.0
2023-09-18,84.0
2023-09-19,92.0
2023-09-20,88.0
2023-09-21,96.0
2023-09-22,78.0
2023-09-23,1.0
2023-09-24,2.0
2023-09-25,66.0
2023-09-26,83.0
2023-09-27,76.0
2023-09-28,78.0
2023-09-29,65.0
2023-09-30,2.0
2023-10-01,2.0
2023-10-02,68.0
2023-10-03,72.0
2023-10-04,73.0
2023-10-05,81.0
2023-10-06,52.0
2023-10-07,2.0
2023-10-08,2.0
2023-10-09,43.0
2023-10-10,70.0
2023-10-11,61.0
2023-10-12,68.0
2023-10-13,52.0
2023-10-14,2.0
2023-10-15,2.0
2023-10-16,68.0
2023-10-17,70.0
2023-10-18,68.0
2023-10-19,70.0
2023-10-20,59.0
2023-10-21,1.0
2023-10-22,2.0
2023-10-23,76.0
2023-10-24,72.0
2023-10-25,64.0
2023-10-26,72.0
2023-10-27,55.0
2023-10-28,1.0
2023-10-29,2.0
2023-10-30,61.0
2023-10-31,56.0
2023-11-01,58.0
2023-11-02,66.0
2023-11-03,51.0
2023-11-04,2.0
2023-11-05,2.0
2023-11-06,62.0
2023-11-07,54.0
2023-11-08,63.0
2023-11-09,63.0
2023-11-10,35.0
2023-11-11,1.0
2023-11-12,2.0
2023-11-13,62.0
2023-11-14,67.0
2023-11-15,66.0
2023-11-16,64.0
2023-11-17,56.0
2023-11-18,2.0
2023-11-19,2.0
2023-11-20,42.0
2023-11-21,29.0
2023-11-22,6.0
2023-11-23,0.0
2023-11-24,1.0
2023-11-25,1.0
2023-11-26,1.0
2023-11-27,60.0
2023-11-28,69.0
2023-11-29,65.0
2023-11-30,69.0
2023-12-01,57.0
2023-12-02,2.0
2023-12-03,2.0
2023-12-04,63.0
2023-12-05,61.0
2023-12-06,60.0
2023-12-07,62.0
2023-12-08,57.0
2023-12-09,2.0
2023-12-10,2.0
2023-12-11,60.0
2023-12-12,61.0
2023-12-13,63.0
2023-12-14,60.0
2023-12-15,46.0
2023-12-16,1.0
2023-12-17,1.0
2023-12-18,43.0
2023-12-19,37.0
2023-12-20,22.0
2023-12-21,14.0
2023-12-22,6.5
2023-12-23,1.0
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,0.0
2023-12-27,0.0
2023-12-28,0.0
2023-12-29,0.0
2023-12-30,0.0
2023-12-31,0.0
2024-01-01,0.0
2024-01-02,19.5
2024-01-03,36.5
2024-01-04,45.5
2024-01-05,41.5
2024-01-06,1.0
2024-01-07,1.0
2024-01-08,56.0
2024-01-09,51.5
2024-01-10,64.0
2024-01-11,73.0
2024-01-12,52.5
2024-01-13,1.0
2024-01-14,1.0
2024-01-15,3.5
2024-01-16,39.0
2024-01-17,53.5
2024-01-18,64.0
2024-01-19,47.0
2024-01-20,2.0
2024-01-21,2.0
2024-01-22,70.0
2024-01-23,64.0
2024-01-24,78.0
2024-01-25,81.0
2024-01-26,71.0
2024-01-27,2.0
2024-01-28,2.0
2024-01-29,78.0
2024-01-30,84.0
2024-01-31,81.0
2024-02-01,84.0
2024-02-02,69.0
2024-02-03,2.0
2024-02-04,3.0
2024-02-05,81.0
2024-02-06,76.0
2024-02-07,77.0
2024-02-08,87.0
2024-02-09,69.0
2024-02-10,2.0
2024-02-11,3.0
2024-02-12,67.0
2024-02-13,65.0
2024-02-14,70.0
2024-02-15,75.0
2024-02-16,51.0
2024-02-17,2.0
2024-02-18,3.0
2024-02-19,16.0
2024-02-20,64.0
2024-02-21,67.0
2024-02-22,67.0
2024-02-23,58.0
2024-02-24,3.0
2024-02-25,3.0
2024-02-26,71.0
2024-02-27,71.0
2024-02-28,73.0
2024-02-29,71.0
2024-03-01,58.0
2024-03-02,2.0
2024-03-03,2.0
2024-03-04,70.0
2024-03-05,63.0
2024-03-06,66.0
2024-03-07,66.0
2024-03-08,55.0
2024-03-09,2.0
2024-03-10,2.0
2024-03-11,57.0
2024-03-12,56.0
2024-03-13,56.0
2024-03-14,53.0
2024-03-15,47.0
2024-03-16,2.0
2024-03-17,2.0
2024-03-18,64.0
2024-03-19,62.0
2024-03-20,63.0
2024-03-21,60.0
2024-03-22,47.0
2024-03-23,1.0
2024-03-24,3.0
2024-03-25,50.0
2024-03-26,47.0
2024-03-27,45.0
2024-03-28,35.0
2024-03-29,12.0
2024-03-30,1.0
2024-03-31,2.0
2024-04-01,30.0
2024-04-02,44.0
2024-04-03,46.0
2024-04-04,49.0
2024-04-05,45.0
2024-04-06,3.0
2024-04-07,2.0
2024-04-08,47.0
2024-04-09,64.0
2024-04-10,57.0
2024-04-11,66.0
2024-04-12,60.0
2024-04-13,1.0
2024-04-14,2.0
2024-04-15,75.0
2024-04-16,71.0
2024-04-17,75.0
2024-04-18,69.0
2024-04-19,60.0
2024-04-20,1.0
2024-04-21,3.0
2024-04-22,74.0
2024-04-23,65.0
2024-04-24,67.0
2024-04-25,67.0
2024-04-26,53.0
2024-04-27,3.0
2024-04-28,2.0
2024-04-29,72.0
2024-04-30,65.0
2024-05-01,61.0
2024-05-02,64.0
2024-05-03,55.0
2024-05-04,3.0
2024-05-05,2.0
2024-05-06,64.0
2024-05-07,62.0
2024-05-08,59.0
2024-05-09,52.0
2024-05-10,47.0
2024-05-11,2.0
2024-05-12,1.0
2024-05-13,61.0
2024-05-14,49.0
2024-05-15,50.0
2024-05-16,50.0
2024-05-17,37.0
2024-05-18,1.0
2024-05-19,2.0
2024-05-20,47.0
2024-05-21,37.0
2024-05-22,31.0
2024-05-23,31.0
2024-05-24,20.0
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,1.0
2024-05-28,26.0
2024-05-29,24.0
2024-05-30,22.0
2024-05-31,19.0
2024-06-01,1.0
2024-06-02,1.0
2024-06-03,21.0
2024-06-04,17.0
2024-06-05,16.0
2024-06-06,13.0
2024-06-07,10.0
2024-06-08,0.0
2024-06-09,2.0
2024-06-10,12.0
2024-06-11,10.0
2024-06-12,8.0
2024-06-13,7.0
2024-06-14,4.0
2024-06-15,0.0
2024-06-16,1.0
2024-06-17,4.0
2024-06-18,3.0
2024-06-19,1.0
2024-06-20,3.0
2024-06-21,2.0
2024-06-22,0.0
2024-06-23,2.0
2024-06-24,2.0
2024-06-25,2.0
2024-06-26,2.0
2024-06-27,3.0
2024-06-28,2.0
2024-06-29,1.0
2024-06-30,1.0
2024-07-01,2.0
2024-07-02,2.0
2024-07-03,1.0
2024-07-04,1.0
2024-07-05,1.0
2024-07-06,0.0
2024-07-07,1.0
2024-07-08,2.0
2024-07-09,2.0
2024-07-10,2.0
2024-07-11,2.0
2024-07-12,1.0
2024-07-13,1.0
2024-07-14,1.0
2024-07-15,2.0
2024-07-16,1.0
2024-07-17,2.0
2024-07-18,2.0
2024-07-19,2.0
2024-07-20,0.0
2024-07-21,1.0
2024-07-22,2.0
2024-07-23,2.0
2024-07-24,2.0
2024-07-25,2.0
2024-07-26,2.0
2024-07-27,0.0
2024-07-28,1.0
2024-07-29,2.0
2024-07-30,2.0
2024-07-31,2.0
2024-08-01,3.0
2024-08-02,3.0
2024-08-03,2.0
2024-08-04,0.0
2024-08-05,4.0
2024-08-06,5.0
2024-08-07,8.0
2024-08-08,10.0
2024-08-09,13.0
2024-08-10,0.0
2024-08-11,1.0
2024-08-12,15.0
2024-08-13,18.0
2024-08-14,25.0
2024-08-15,32.0
2024-08-16,33.0
2024-08-17,0.0
2024-08-18,0.0
2024-08-19,35.0
2024-08-20,49.0
2024-08-21,50.0
2024-08-22,60.0
2024-08-23,58.0
2024-08-24,0.0
2024-08-25,0.0
2024-08-26,60.0
2024-08-27,65.0
2024-08-28,69.0
2024-08-29,79.0
2024-08-30,63.0
2024-08-31,1.0
2024-09-01,1.0
2024-09-02,3.0
2024-09-03,73.0
2024-09-04,82.0
2024-09-05,100.0
2024-09-06,87.0
2024-09-07,1.0
2024-09-08,2.0
2024-09-09,94.0
2024-09-10,98.0
2024-09-11,86.0
2024-09-12,100.0
2024-09-13,88.0
2024-09-14,3.0
2024-09-15,2.0
2024-09-16,85.0
2024-09-17,95.0
2024-09-18,92.0
2024-09-19,94.0
2024-09-20,81.0
2024-09-21,2.0
2024-09-22,2.0
2024-09-23,84.0
2024-09-24,84.0
2024-09-25,83.0
2024-09-26,81.0
2024-09-27,62.0
2024-09-28,2.0
2024-09-29,2.0
2024-09-30,78.0
2024-10-01,76.0
2024-10-02,89.0
2024-10-03,73.0
2024-10-04,63.0
2024-10-05,1.0
2024-10-06,2.0
2024-10-07,72.0
2024-10-08,71.0
2024-10-09,62.0
2024-10-10,63.0
2024-10-11,47.0
2024-10-12,2.0
2024-10-13,1.0
2024-10-14,41.0
2024-10-15,66.0
2024-10-16,66.0
2024-10-17,69.0
2024-10-18,58.0
2024-10-19,1.0
2024-10-20,2.0
2024-10-21,72.0
2024-10-22,74.0
2024-10-23,74.0
2024-10-24,78.0
2024-10-25,61.0
2024-10-26,2.0
2024-10-27,2.0
2024-10-28,68.0
2024-10-29,73.0
2024-10-30,66.0
2024-10-31,63.0
2024-11-01,48.0
2024-11-02,2.0
2024-11-03,2.0
2024-11-04,64.0
2024-11-05,42.0
2024-11-06,58.0
2024-11-07,72.0
2024-11-08,61.0
2024-11-09,2.0
2024-11-10,1.0
2024-11-11,50.0
2024-11-12,70.0
2024-11-13,76.0
2024-11-14,78.0
2024-11-15,68.0
2024-11-16,1.0
2024-11-17,3.0
2024-11-18,63.0
2024-11-19,79.0
2024-11-20,76.0
2024-11-21,72.0
2024-11-22,58.0
2024-11-23,1.0
2024-11-24,2.0
2024-11-25,42.0
2024-11-26,32.0
2024-11-27,6.0
2024-11-28,0.0
2024-11-29,1.0
2024-11-30,1.0
2024-12-01,1.0
2024-12-02,64.0
2024-12-03,75.0
2024-12-04,67.0
2024-12-05,66.0
2024-12-06,63.0
2024-12-07,2.0
2024-12-08,2.0
2024-12-09,74.0
2024-12-10,68.0
2024-12-11,67.0
2024-12-12,71.0
2024-12-13,62.0
2024-12-14,2.0
2024-12-15,2.0
2024-12-16,78.0
2024-12-17,74.0
2024-12-18,49.0
2024-12-19,30.0
2024-12-20,15.0
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,0.0
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,14.0
2025-01-03,12.0
2025-01-04,0.0
2025-01-05,0.0
2025-01-06,30.0
2025-01-07,50.0
2025-01-08,59.0
2025-01-09,66.0
2025-01-10,51.0
2025-01-11,1.0
2025-01-12,0.0
2025-01-13,67.0
2025-01-14,72.0
2025-01-15,67.0
2025-01-16,65.0
2025-01-17,56.0
2025-01-18,1.0
2025-01-19,1.0
2025-01-20,3.0
2025-01-21,43.0
2025-01-22,45.0
2025-01-23,62.0
2025-01-24,63.0
2025-01-25,2.0
2025-01-26,1.0
2025-01-27,66.0
2025-01-28,63.0
2025-01-29,62.0
2025-01-30,77.0
2025-01-31,62.0
2025-02-01,2.0
2025-02-02,2.0
2025-02-03,65.0
2025-02-04,72.0
2025-02-05,62.0
2025-02-06,55.0
2025-02-07,70.0
2025-02-08,1.0
2025-02-09,2.0
2025-02-10,49.0
2025-02-11,61.0
2025-02-12,50.0
2025-02-13,51.0
2025-02-14,35.0
2025-02-15,1.0
2025-02-16,1.0
2025-02-17,12.0
2025-02-18,43.0
2025-02-19,45.0
2025-02-20,47.0
2025-02-21,46.0
2025-02-22,0.0
2025-02-23,1.0
2025-02-24,63.0
2025-02-25,63.0
2025-02-26,62.0
2025-02-27,64.0
2025-02-28,57.0
2025-03-01,1.0
2025-03-02,2.0
2025-03-03,61.0
2025-03-04,60.0
2025-03-05,52.0
2025-03-06,60.0
2025-03-07,46.0
2025-03-08,2.0
2025-03-09,2.0
2025-03-10,58.0
2025-03-11,52.0
2025-03-12,51.0
2025-03-13,55.0
2025-03-14,35.0
2025-03-15,0.0
2025-03-16,1.0
2025-03-17,45.0
2025-03-18,49.0
2025-03-19,46.0
2025-03-20,49.0
2025-03-21,39.0
2025-03-22,0.0
2025-03-23,2.0
2025-03-24,47.0
2025-03-25,46.0
2025-03-26,47.0
2025-03-27,50.0
2025-03-28,42.0
2025-03-29,0.0
2025-03-30,1.0
2025-03-31,49.0
2025-04-01,52.0
2025-04-02,52.0
2025-04-03,57.0
2025-04-04,43.0
2025-04-05,1.0
2025-04-06,0.0
2025-04-07,53.0
2025-04-08,50.0
2025-04-09,50.0
2025-04-10,52.0
2025-04-11,49.0
2025-04-12,2.0
2025-04-13,1.0
2025-04-14,52.0
2025-04-15,55.0
2025-04-16,53.5
2025-04-17,42.0
2025-04-18,16.5
2025-04-19,1.0
2025-04-20,0.0
2025-04-21,39.5
2025-04-22,57.5
2025-04-23,53.5
2025-04-24,50.5
2025-04-25,48.5
2025-04-26,1.5
2025-04-27,1.5
2025-04-28,64.0
2025-04-29,62.5
2025-04-30,54.0
2025-05-01,59.5
2025-05-02,48.0
2025-05-03,1.5
2025-05-04,1.5
2025-05-05,54.0
2025-05-06,56.0
2025-05-07,55.0
2025-05-08,54.0
2025-05-09,43.5
2025-05-10,0.0
2025-05-11,1.0
2025-05-12,49.5
2025-05-13,51.5
2025-05-14,44.0
2025-05-15,49.0
2025-05-16,40.0
2025-05-17,0.0
2025-05-18,0.0
2025-05-19,45.0
2025-05-20,38.0
2025-05-21,35.0
2025-05-22,28.0
2025-05-23,24.0
2025-05-24,0.0
2025-05-25,0.0
2025-05-26,0.0
2025-05-27,27.0
2025-05-28,25.0
2025-05-29,23.0
2025-05-30,20.0
2025-05-31,0.0
2025-06-01,0.0
2025-06-02,21.0
2025-06-03,17.0
2025-06-04,16.0
2025-06-05,13.0
2025-06-06,9.0
2025-06-07,0.0
2025-06-08,0.0
2025-06-09,11.0
2025-06-10,9.0
2025-06-11,7.0
2025-06-12,6.0
2025-06-13,4.0
2025-06-14,0.0
2025-06-15,0.0
2025-06-16,4.0
2025-06-17,4.0
2025-06-18,2.0
2025-06-19,1.0
2025-06-20,2.0
2025-06-21,0.0
2025-06-22,0.0
2025-06-23,2.0
2025-06-24,2.0
