Time,paramount_plus
2022-06-16,29.0
2022-06-17,32.0
2022-06-18,36.0
2022-06-19,39.0
2022-06-20,34.0
2022-06-21,28.0
2022-06-22,28.0
2022-06-23,28.0
2022-06-24,30.0
2022-06-25,32.0
2022-06-26,36.0
2022-06-27,29.0
2022-06-28,27.0
2022-06-29,30.0
2022-06-30,32.0
2022-07-01,32.0
2022-07-02,33.0
2022-07-03,35.0
2022-07-04,38.0
2022-07-05,30.0
2022-07-06,31.0
2022-07-07,40.0
2022-07-08,32.0
2022-07-09,36.0
2022-07-10,39.0
2022-07-11,33.0
2022-07-12,30.0
2022-07-13,30.0
2022-07-14,33.0
2022-07-15,33.0
2022-07-16,34.0
2022-07-17,36.0
2022-07-18,32.0
2022-07-19,32.0
2022-07-20,37.0
2022-07-21,27.0
2022-07-22,27.0
2022-07-23,31.0
2022-07-24,34.0
2022-07-25,30.0
2022-07-26,26.0
2022-07-27,24.0
2022-07-28,27.0
2022-07-29,30.0
2022-07-30,29.0
2022-07-31,33.0
2022-08-01,28.0
2022-08-02,25.0
2022-08-03,24.0
2022-08-04,27.0
2022-08-05,30.0
2022-08-06,29.0
2022-08-07,33.0
2022-08-08,25.0
2022-08-09,24.0
2022-08-10,25.0
2022-08-11,24.0
2022-08-12,28.0
2022-08-13,34.0
2022-08-14,35.0
2022-08-15,29.0
2022-08-16,29.0
2022-08-17,27.0
2022-08-18,27.0
2022-08-19,32.0
2022-08-20,37.0
2022-08-21,41.0
2022-08-22,32.0
2022-08-23,32.0
2022-08-24,31.0
2022-08-25,30.0
2022-08-26,31.0
2022-08-27,35.0
2022-08-28,41.0
2022-08-29,33.861402095084614
2022-08-30,26.98912167606769
2022-08-31,26.98912167606769
2022-09-01,32.18694601128122
2022-09-02,31.01248992747784
2022-09-03,40.73368251410153
2022-09-04,41.408138597904916
2022-09-05,40.23368251410153
2022-09-06,45.93150684931507
2022-09-07,41.908138597904916
2022-09-08,37.88477034649476
2022-09-09,36.210314262691384
2022-09-10,41.408138597904916
2022-09-11,93.03746978243353
2022-09-12,31.01248992747784
2022-09-13,40.23368251410153
2022-09-14,37.88477034649476
2022-09-15,32.18694601128122
2022-09-16,28.163577759871075
2022-09-17,33.861402095084614
2022-09-18,66.04834810636584
2022-09-19,29.338033843674456
2022-09-20,28.163577759871075
2022-09-21,25.814665592264305
2022-09-22,30.51248992747784
2022-09-23,26.98912167606769
2022-09-24,32.68694601128122
2022-09-25,61.52497985495568
2022-09-26,25.814665592264305
2022-09-27,24.64020950846092
2022-09-28,25.629331184528606
2022-09-29,26.978243352135376
2022-09-30,28.327155519742146
2022-10-01,39.11845286059629
2022-10-02,55.30539887187752
2022-10-03,26.978243352135376
2022-10-04,32.37389202256245
2022-10-05,32.37389202256245
2022-10-06,29.67606768734891
2022-10-07,26.978243352135376
2022-10-08,35.07171635777599
2022-10-09,48.56083803384368
2022-10-10,29.67606768734891
2022-10-11,31.02497985495568
2022-10-12,32.37389202256245
2022-10-13,28.327155519742146
2022-10-14,26.978243352135376
2022-10-15,36.42062852538276
2022-10-16,53.95648670427075
2022-10-17,26.978243352135376
2022-10-18,24.28041901692184
2022-10-19,22.93150684931507
2022-10-20,24.28041901692184
2022-10-21,22.93150684931507
2022-10-22,28.327155519742146
2022-10-23,43.1651893634166
2022-10-24,24.28041901692184
2022-10-25,28.327155519742146
2022-10-26,28.327155519742146
2022-10-27,26.978243352135376
2022-10-28,22.93150684931507
2022-10-29,29.67606768734891
2022-10-30,39.11845286059629
2022-10-31,25.629331184528606
2022-11-01,29.67606768734891
2022-11-02,29.67606768734891
2022-11-03,29.67606768734891
2022-11-04,26.978243352135376
2022-11-05,36.42062852538276
2022-11-06,41.81627719580983
2022-11-07,29.67606768734891
2022-11-08,25.629331184528606
2022-11-09,22.93150684931507
2022-11-10,26.978243352135376
2022-11-11,32.37389202256245
2022-11-12,39.11845286059629
2022-11-13,105.21514907332796
2022-11-14,134.89121676067688
2022-11-15,51.25866236905721
2022-11-16,39.11845286059629
2022-11-17,33.72280419016922
2022-11-18,32.37389202256245
2022-11-19,47.21192586623691
2022-11-20,64.7477840451249
2022-11-21,52.60757453666398
2022-11-22,40.46736502820306
2022-11-23,41.81627719580983
2022-11-24,76.88799355358582
2022-11-25,66.09669621273167
2022-11-26,59.35213537469782
2022-11-27,71.49234488315875
2022-11-28,64.7477840451249
2022-11-29,41.81627719580983
2022-11-30,36.42062852538276
2022-12-01,35.07171635777599
2022-12-02,33.72280419016922
2022-12-03,39.11845286059629
2022-12-04,55.30539887187752
2022-12-05,40.46736502820306
2022-12-06,32.37389202256245
2022-12-07,31.02497985495568
2022-12-08,31.02497985495568
2022-12-09,31.02497985495568
2022-12-10,39.11845286059629
2022-12-11,51.25866236905721
2022-12-12,39.11845286059629
2022-12-13,32.37389202256245
2022-12-14,32.37389202256245
2022-12-15,33.72280419016922
2022-12-16,32.37389202256245
2022-12-17,41.81627719580983
2022-12-18,58.00322320709106
2022-12-19,60.70104754230459
2022-12-20,53.95648670427075
2022-12-21,41.81627719580983
2022-12-22,44.51410153102337
2022-12-23,48.56083803384368
2022-12-24,59.35213537469782
2022-12-25,60.70104754230459
2022-12-26,72.84125705076552
2022-12-27,53.95648670427075
2022-12-28,51.25866236905721
2022-12-29,45.86301369863014
2022-12-30,52.60757453666398
2022-12-31,51.25866236905721
2023-01-01,82.2836422240129
2023-01-02,86.3303787268332
2023-01-03,47.21192586623691
2023-01-04,43.1651893634166
2023-01-05,37.76954069298952
2023-01-06,37.76954069298952
2023-01-07,49.90975020145044
2023-01-08,70.14343271555198
2023-01-09,48.56083803384368
2023-01-10,39.11845286059629
2023-01-11,37.76954069298952
2023-01-12,36.42062852538276
2023-01-13,40.46736502820306
2023-01-14,51.25866236905721
2023-01-15,72.84125705076552
2023-01-16,51.25866236905721
2023-01-17,40.46736502820306
2023-01-18,37.76954069298952
2023-01-19,39.11845286059629
2023-01-20,35.07171635777599
2023-01-21,44.51410153102337
2023-01-22,74.19016921837229
2023-01-23,37.76954069298952
2023-01-24,36.42062852538276
2023-01-25,35.07171635777599
2023-01-26,37.76954069298952
2023-01-27,37.76954069298952
2023-01-28,47.21192586623691
2023-01-29,76.88799355358582
2023-01-30,56.65431103948429
2023-01-31,39.11845286059629
2023-02-01,37.76954069298952
2023-02-02,33.72280419016922
2023-02-03,36.42062852538276
2023-02-04,45.86301369863014
2023-02-05,52.60757453666398
2023-02-06,59.35213537469782
2023-02-07,36.42062852538276
2023-02-08,31.02497985495568
2023-02-09,31.02497985495568
2023-02-10,33.72280419016922
2023-02-11,43.1651893634166
2023-02-12,56.65431103948429
2023-02-13,32.37389202256245
2023-02-14,45.86301369863014
2023-02-15,39.11845286059629
2023-02-16,43.1651893634166
2023-02-17,36.42062852538276
2023-02-18,43.1651893634166
2023-02-19,44.51410153102337
2023-02-20,45.86301369863014
2023-02-21,45.86301369863014
2023-02-22,37.76954069298952
2023-02-23,40.46736502820306
2023-02-24,33.72280419016922
2023-02-25,37.76954069298952
2023-02-26,41.81627719580983
2023-02-27,37.76954069298952
2023-02-28,32.37389202256245
2023-03-01,36.42062852538276
2023-03-02,32.37389202256245
2023-03-03,33.72280419016922
2023-03-04,37.76954069298952
2023-03-05,40.46736502820306
2023-03-06,35.07171635777599
2023-03-07,35.07171635777599
2023-03-08,37.76954069298952
2023-03-09,37.76954069298952
2023-03-10,33.72280419016922
2023-03-11,40.46736502820306
2023-03-12,43.1651893634166
2023-03-13,36.42062852538276
2023-03-14,36.42062852538276
2023-03-15,40.46736502820306
2023-03-16,43.1651893634166
2023-03-17,36.42062852538276
2023-03-18,43.1651893634166
2023-03-19,44.51410153102337
2023-03-20,32.37389202256245
2023-03-21,28.327155519742146
2023-03-22,29.67606768734891
2023-03-23,31.02497985495568
2023-03-24,33.72280419016922
2023-03-25,39.11845286059629
2023-03-26,43.1651893634166
2023-03-27,32.37389202256245
2023-03-28,29.67606768734891
2023-03-29,28.327155519742146
2023-03-30,29.67606768734891
2023-03-31,29.67606768734891
2023-04-01,40.46736502820306
2023-04-02,39.11845286059629
2023-04-03,32.37389202256245
2023-04-04,32.37389202256245
2023-04-05,28.327155519742146
2023-04-06,33.72280419016922
2023-04-07,40.46736502820306
2023-04-08,36.42062852538276
2023-04-09,39.11845286059629
2023-04-10,28.327155519742146
2023-04-11,35.07171635777599
2023-04-12,33.72280419016922
2023-04-13,35.07171635777599
2023-04-14,29.67606768734891
2023-04-15,35.07171635777599
2023-04-16,35.07171635777599
2023-04-17,28.327155519742146
2023-04-18,32.37389202256245
2023-04-19,32.37389202256245
2023-04-20,31.02497985495568
2023-04-21,28.327155519742146
2023-04-22,36.42062852538276
2023-04-23,36.42062852538276
2023-04-24,28.327155519742146
2023-04-25,28.327155519742146
2023-04-26,31.003903102336828
2023-04-27,31.003903102336828
2023-04-28,30.56129129734086
2023-04-29,36.35739826752619
2023-04-30,42.15350523771153
2023-05-01,31.446514907332798
2023-05-02,29.886835213537474
2023-05-03,27.884543714746176
2023-05-04,27.21008763094279
2023-05-05,25.650407937147463
2023-05-06,32.12097099113618
2023-05-07,34.123262489927484
2023-05-08,28.32715551974215
2023-05-09,33.68065068493151
2023-05-10,28.32715551974215
2023-05-11,26.093019742143433
2023-05-12,27.21008763094279
2023-05-13,32.56358279613215
2023-05-14,34.79771857373087
2023-05-15,26.767475825946818
2023-05-16,31.446514907332798
2023-05-17,34.79771857373087
2023-05-18,29.886835213537474
2023-05-19,31.003903102336828
2023-05-20,43.27057312651088
2023-05-21,40.593825543916196
2023-05-22,29.444223408541504
2023-05-23,28.32715551974215
2023-05-24,29.886835213537474
2023-05-25,31.003903102336828
2023-05-26,32.75327356970186
2023-05-27,37.17939161966157
2023-05-28,37.17939161966157
2023-05-29,37.17939161966157
2023-05-30,30.097602739726035
2023-05-31,31.868049959709918
2023-06-01,28.32715551974215
2023-06-02,28.32715551974215
2023-06-03,31.868049959709918
2023-06-04,36.294168009669626
2023-06-05,28.32715551974215
2023-06-06,27.441931909750206
2023-06-07,27.441931909750206
2023-06-08,26.556708299758263
2023-06-09,28.32715551974215
2023-06-10,43.37595688960516
2023-06-11,36.294168009669626
2023-06-12,39.8350624496374
2023-06-13,26.556708299758263
2023-06-14,27.441931909750206
2023-06-15,30.097602739726035
2023-06-16,39.8350624496374
2023-06-17,32.75327356970186
2023-06-18,39.8350624496374
2023-06-19,40.72028605962934
2023-06-20,29.212379129734092
2023-06-21,28.32715551974215
2023-06-22,27.441931909750206
2023-06-23,29.212379129734092
2023-06-24,34.52372078968575
2023-06-25,37.17939161966157
2023-06-26,36.294168009669626
2023-06-27,42.490733279613224
2023-06-28,36.294168009669626
2023-06-29,30.982826349717975
2023-06-30,30.982826349717975
2023-07-01,33.6384971796938
2023-07-02,37.17939161966157
2023-07-03,32.75327356970186
2023-07-04,35.40894439967769
2023-07-05,28.32715551974215
2023-07-06,30.097602739726035
2023-07-07,30.982826349717975
2023-07-08,31.868049959709918
2023-07-09,38.06461522965351
2023-07-10,30.982826349717975
2023-07-11,28.32715551974215
2023-07-12,26.556708299758263
2023-07-13,30.097602739726035
2023-07-14,28.32715551974215
2023-07-15,32.75327356970186
2023-07-16,33.6384971796938
2023-07-17,29.212379129734092
2023-07-18,26.556708299758263
2023-07-19,26.556708299758263
2023-07-20,25.671484689766324
2023-07-21,27.441931909750206
2023-07-22,30.097602739726035
2023-07-23,38.06461522965351
2023-07-24,33.6384971796938
2023-07-25,32.75327356970186
2023-07-26,31.868049959709918
2023-07-27,36.294168009669626
2023-07-28,36.294168009669626
2023-07-29,40.72028605962934
2023-07-30,43.37595688960516
2023-07-31,34.52372078968575
2023-08-01,33.6384971796938
2023-08-02,35.40894439967769
2023-08-03,43.37595688960516
2023-08-04,38.06461522965351
2023-08-05,38.94983883964545
2023-08-06,46.031627719580996
2023-08-07,40.72028605962934
2023-08-08,35.40894439967769
2023-08-09,36.294168009669626
2023-08-10,34.52372078968575
2023-08-11,38.06461522965351
2023-08-12,41.605509669621284
2023-08-13,47.802074939564875
2023-08-14,37.17939161966157
2023-08-15,32.75327356970186
2023-08-16,32.75327356970186
2023-08-17,30.097602739726035
2023-08-18,33.6384971796938
2023-08-19,38.06461522965351
2023-08-20,42.490733279613224
2023-08-21,35.40894439967769
2023-08-22,30.982826349717975
2023-08-23,31.868049959709918
2023-08-24,30.097602739726035
2023-08-25,38.06461522965351
2023-08-26,36.294168009669626
2023-08-27,40.72028605962934
2023-08-28,31.868049959709918
2023-08-29,28.32715551974215
2023-08-30,26.556708299758263
2023-08-31,28.32715551974215
2023-09-01,34.52372078968575
2023-09-02,37.17939161966157
2023-09-03,38.06461522965351
2023-09-04,38.06461522965351
2023-09-05,29.212379129734092
2023-09-06,27.441931909750206
2023-09-07,30.097602739726035
2023-09-08,32.75327356970186
2023-09-09,42.490733279613224
2023-09-10,88.52236099919422
2023-09-11,34.52372078968575
2023-09-12,36.294168009669626
2023-09-13,36.294168009669626
2023-09-14,29.212379129734092
2023-09-15,30.982826349717975
2023-09-16,43.37595688960516
2023-09-17,75.24400684931508
2023-09-18,34.52372078968575
2023-09-19,44.26118049959711
2023-09-20,46.031627719580996
2023-09-21,33.6384971796938
2023-09-22,30.982826349717975
2023-09-23,44.26118049959711
2023-09-24,61.08042908944401
2023-09-25,33.6384971796938
2023-09-26,29.212379129734092
2023-09-27,28.32715551974215
2023-09-28,31.868049959709918
2023-09-29,32.75327356970186
2023-09-30,38.94983883964545
2023-10-01,54.88386381950041
2023-10-02,30.097602739726035
2023-10-03,37.17939161966157
2023-10-04,37.17939161966157
2023-10-05,33.6384971796938
2023-10-06,30.097602739726035
2023-10-07,36.294168009669626
2023-10-08,51.34296937953265
2023-10-09,30.982826349717975
2023-10-10,27.441931909750206
2023-10-11,26.556708299758263
2023-10-12,28.32715551974215
2023-10-13,30.097602739726035
2023-10-14,37.17939161966157
2023-10-15,47.802074939564875
2023-10-16,28.32715551974215
2023-10-17,26.556708299758263
2023-10-18,25.671484689766324
2023-10-19,26.556708299758263
2023-10-20,27.441931909750206
2023-10-21,33.6384971796938
2023-10-22,46.916851329572935
2023-10-23,28.32715551974215
2023-10-24,35.40894439967769
2023-10-25,32.75327356970186
2023-10-26,29.212379129734092
2023-10-27,30.982826349717975
2023-10-28,37.17939161966157
2023-10-29,53.99864020950847
2023-10-30,35.40894439967769
2023-10-31,28.32715551974215
2023-11-01,30.097602739726035
2023-11-02,30.097602739726035
2023-11-03,29.212379129734092
2023-11-04,38.94983883964545
2023-11-05,48.68729854955682
2023-11-06,33.6384971796938
2023-11-07,38.94983883964545
2023-11-08,34.52372078968575
2023-11-09,34.52372078968575
2023-11-10,33.6384971796938
2023-11-11,38.06461522965351
2023-11-12,48.68729854955682
2023-11-13,31.868049959709918
2023-11-14,28.32715551974215
2023-11-15,29.212379129734092
2023-11-16,29.212379129734092
2023-11-17,29.212379129734092
2023-11-18,37.17939161966157
2023-11-19,43.37595688960516
2023-11-20,32.75327356970186
2023-11-21,38.06461522965351
2023-11-22,46.031627719580996
2023-11-23,70.81788879935537
2023-11-24,59.309981869460124
2023-11-25,57.53953464947624
2023-11-26,66.39177074939566
2023-11-27,43.37595688960516
2023-11-28,39.8350624496374
2023-11-29,39.8350624496374
2023-11-30,33.6384971796938
2023-12-01,35.40894439967769
2023-12-02,51.34296937953265
2023-12-03,50.4577457695407
2023-12-04,33.6384971796938
2023-12-05,29.212379129734092
2023-12-06,29.212379129734092
2023-12-07,28.32715551974215
2023-12-08,27.441931909750206
2023-12-09,34.52372078968575
2023-12-10,43.37595688960516
2023-12-11,31.868049959709918
2023-12-12,35.40894439967769
2023-12-13,30.982826349717975
2023-12-14,30.982826349717975
2023-12-15,28.32715551974215
2023-12-16,36.294168009669626
2023-12-17,43.37595688960516
2023-12-18,30.097602739726035
2023-12-19,30.982826349717975
2023-12-20,30.982826349717975
2023-12-21,36.294168009669626
2023-12-22,33.41719127719581
2023-12-23,37.62200342465754
2023-12-24,43.37595688960516
2023-12-25,49.57252215954876
2023-12-26,40.05636835213538
2023-12-27,37.17939161966157
2023-12-28,34.74502669218373
2023-12-29,37.62200342465754
2023-12-30,37.17939161966157
2023-12-31,53.334722502014515
2024-01-01,49.12991035455279
2024-01-02,36.736779814665596
2024-01-03,31.868049959709918
2024-01-04,28.548461422240138
2024-01-05,30.982826349717975
2024-01-06,37.62200342465754
2024-01-07,52.449498892022575
2024-01-08,37.17939161966157
2024-01-09,30.982826349717975
2024-01-10,30.540214544722005
2024-01-11,27.66323781224819
2024-01-12,31.425438154713945
2024-01-13,40.941591962127326
2024-01-14,45.81032181708301
2024-01-15,45.81032181708301
2024-01-16,30.982826349717975
2024-01-17,27.22062600725222
2024-01-18,25.228872884770354
2024-01-19,25.671484689766324
2024-01-20,37.17939161966157
2024-01-21,46.474239524576966
2024-01-22,40.27767425463337
2024-01-23,27.88454371474618
2024-01-24,27.88454371474618
2024-01-25,27.88454371474618
2024-01-26,27.88454371474618
2024-01-27,40.27767425463337
2024-01-28,105.34160958904111
2024-01-29,37.17939161966157
2024-01-30,30.982826349717975
2024-01-31,27.88454371474618
2024-02-01,27.88454371474618
2024-02-02,34.08110898468977
2024-02-03,40.27767425463337
2024-02-04,49.57252215954876
2024-02-05,61.96565269943595
2024-02-06,30.982826349717975
2024-02-07,30.982826349717975
2024-02-08,34.08110898468977
2024-02-09,43.37595688960516
2024-02-10,58.867370064464154
2024-02-11,309.82826349717976
2024-02-12,179.70039282836427
2024-02-13,55.76908742949236
2024-02-14,46.474239524576966
2024-02-15,40.27767425463337
2024-02-16,46.474239524576966
2024-02-17,52.670804794520556
2024-02-18,58.867370064464154
2024-02-19,58.867370064464154
2024-02-20,43.37595688960516
2024-02-21,37.17939161966157
2024-02-22,30.982826349717975
2024-02-23,34.08110898468977
2024-02-24,40.27767425463337
2024-02-25,43.37595688960516
2024-02-26,30.982826349717975
2024-02-27,30.982826349717975
2024-02-28,30.982826349717975
2024-02-29,30.982826349717975
2024-03-01,34.08110898468977
2024-03-02,40.27767425463337
2024-03-03,40.27767425463337
2024-03-04,30.982826349717975
2024-03-05,30.982826349717975
2024-03-06,34.08110898468977
2024-03-07,34.08110898468977
2024-03-08,30.982826349717975
2024-03-09,37.17939161966157
2024-03-10,43.37595688960516
2024-03-11,34.08110898468977
2024-03-12,37.17939161966157
2024-03-13,30.982826349717975
2024-03-14,30.982826349717975
2024-03-15,30.982826349717975
2024-03-16,30.982826349717975
2024-03-17,37.17939161966157
2024-03-18,27.88454371474618
2024-03-19,27.88454371474618
2024-03-20,27.88454371474618
2024-03-21,40.27767425463337
2024-03-22,37.17939161966157
2024-03-23,40.27767425463337
2024-03-24,40.27767425463337
2024-03-25,37.17939161966157
2024-03-26,24.78626107977438
2024-03-27,24.78626107977438
2024-03-28,27.88454371474618
2024-03-29,30.982826349717975
2024-03-30,34.08110898468977
2024-03-31,37.17939161966157
2024-04-01,30.982826349717975
2024-04-02,27.88454371474618
2024-04-03,24.78626107977438
2024-04-04,24.78626107977438
2024-04-05,27.88454371474618
2024-04-06,30.982826349717975
2024-04-07,30.982826349717975
2024-04-08,24.78626107977438
2024-04-09,43.37595688960516
2024-04-10,37.17939161966157
2024-04-11,34.08110898468977
2024-04-12,27.88454371474618
2024-04-13,34.08110898468977
2024-04-14,34.08110898468977
2024-04-15,27.88454371474618
2024-04-16,34.08110898468977
2024-04-17,43.37595688960516
2024-04-18,30.982826349717975
2024-04-19,27.88454371474618
2024-04-20,30.982826349717975
2024-04-21,30.982826349717975
2024-04-22,24.78626107977438
2024-04-23,24.78626107977438
2024-04-24,21.68797844480258
2024-04-25,24.78626107977438
2024-04-26,27.88454371474618
2024-04-27,34.08110898468977
2024-04-28,34.08110898468977
2024-04-29,24.78626107977438
2024-04-30,30.982826349717975
2024-05-01,27.88454371474618
2024-05-02,24.78626107977438
2024-05-03,24.78626107977438
2024-05-04,27.88454371474618
2024-05-05,30.982826349717975
2024-05-06,27.88454371474618
2024-05-07,34.08110898468977
2024-05-08,30.982826349717975
2024-05-09,27.88454371474618
2024-05-10,30.982826349717975
2024-05-11,34.08110898468977
2024-05-12,34.08110898468977
2024-05-13,30.982826349717975
2024-05-14,24.78626107977438
2024-05-15,24.78626107977438
2024-05-16,27.88454371474618
2024-05-17,34.08110898468977
2024-05-18,34.08110898468977
2024-05-19,37.17939161966157
2024-05-20,27.88454371474618
2024-05-21,27.88454371474618
2024-05-22,27.88454371474618
2024-05-23,27.88454371474618
2024-05-24,27.88454371474618
2024-05-25,37.17939161966157
2024-05-26,34.08110898468977
2024-05-27,37.17939161966157
2024-05-28,30.982826349717975
2024-05-29,27.88454371474618
2024-05-30,27.88454371474618
2024-05-31,27.88454371474618
2024-06-01,46.474239524576966
2024-06-02,37.17939161966157
2024-06-03,30.982826349717975
2024-06-04,27.88454371474618
2024-06-05,27.88454371474618
2024-06-06,27.88454371474618
2024-06-07,30.982826349717975
2024-06-08,30.982826349717975
2024-06-09,34.08110898468977
2024-06-10,27.88454371474618
2024-06-11,24.78626107977438
2024-06-12,24.78626107977438
2024-06-13,24.78626107977438
2024-06-14,24.78626107977438
2024-06-15,27.88454371474618
2024-06-16,34.08110898468977
2024-06-17,27.88454371474618
2024-06-18,24.78626107977438
2024-06-19,24.78626107977438
2024-06-20,24.78626107977438
2024-06-21,27.88454371474618
2024-06-22,27.88454371474618
2024-06-23,30.982826349717975
2024-06-24,27.88454371474618
2024-06-25,27.88454371474618
2024-06-26,24.78626107977438
2024-06-27,24.78626107977438
2024-06-28,27.88454371474618
2024-06-29,30.982826349717975
2024-06-30,30.982826349717975
2024-07-01,27.88454371474618
2024-07-02,24.78626107977438
2024-07-03,24.78626107977438
2024-07-04,24.78626107977438
2024-07-05,27.88454371474618
2024-07-06,30.982826349717975
2024-07-07,30.982826349717975
2024-07-08,24.78626107977438
2024-07-09,24.78626107977438
2024-07-10,24.78626107977438
2024-07-11,24.78626107977438
2024-07-12,34.08110898468977
2024-07-13,27.88454371474618
2024-07-14,30.982826349717975
2024-07-15,24.78626107977438
2024-07-16,24.78626107977438
2024-07-17,24.78626107977438
2024-07-18,27.88454371474618
2024-07-19,27.88454371474618
2024-07-20,30.982826349717975
2024-07-21,30.982826349717975
2024-07-22,24.78626107977438
2024-07-23,34.08110898468977
2024-07-24,24.78626107977438
2024-07-25,27.88454371474618
2024-07-26,27.88454371474618
2024-07-27,27.88454371474618
2024-07-28,27.88454371474618
2024-07-29,24.78626107977438
2024-07-30,24.78626107977438
2024-07-31,24.78626107977438
2024-08-01,24.78626107977438
2024-08-02,24.78626107977438
2024-08-03,24.78626107977438
2024-08-04,27.88454371474618
2024-08-05,24.78626107977438
2024-08-06,21.68797844480258
2024-08-07,21.68797844480258
2024-08-08,24.78626107977438
2024-08-09,24.78626107977438
2024-08-10,27.88454371474618
2024-08-11,30.982826349717975
2024-08-12,27.88454371474618
2024-08-13,24.78626107977438
2024-08-14,30.982826349717975
2024-08-15,27.88454371474618
2024-08-16,27.88454371474618
2024-08-17,30.982826349717975
2024-08-18,30.858895044319105
2024-08-19,24.786261079774384
2024-08-20,27.326852840451256
2024-08-21,25.28198630136987
2024-08-22,27.822578062046745
2024-08-23,27.326852840451256
2024-08-24,31.35462026591459
2024-08-25,33.39948680499597
2024-08-26,25.28198630136987
2024-08-27,21.74994409750202
2024-08-28,23.794810636583406
2024-08-29,25.28198630136987
2024-08-30,27.326852840451256
2024-08-31,34.39093724818696
2024-09-01,34.39093724818696
2024-09-02,34.39093724818696
2024-09-03,24.786261079774384
2024-09-04,24.29053585817889
2024-09-05,24.786261079774384
2024-09-06,27.822578062046745
2024-09-07,34.39093724818696
2024-09-08,73.36733279613217
2024-09-09,27.822578062046745
2024-09-10,23.794810636583406
2024-09-11,28.31830328364223
2024-09-12,33.895212026591466
2024-09-13,24.786261079774384
2024-09-14,34.39093724818696
2024-09-15,67.79042405318293
2024-09-16,33.895212026591466
2024-09-17,42.63236905721194
2024-09-18,36.68366639806609
2024-09-19,33.70931506849316
2024-09-20,25.777711522965358
2024-09-21,33.70931506849316
2024-09-22,49.57252215954877
