Time,svb
2022-07-23,24.0
2022-07-24,0.0
2022-07-25,88.0
2022-07-26,72.0
2022-07-27,70.0
2022-07-28,71.0
2022-07-29,53.0
2022-07-30,27.0
2022-07-31,0.0
2022-08-01,68.0
2022-08-02,79.0
2022-08-03,69.0
2022-08-04,55.0
2022-08-05,64.0
2022-08-06,0.0
2022-08-07,20.0
2022-08-08,78.0
2022-08-09,52.0
2022-08-10,74.0
2022-08-11,85.0
2022-08-12,73.0
2022-08-13,20.0
2022-08-14,25.0
2022-08-15,65.0
2022-08-16,60.0
2022-08-17,76.0
2022-08-18,67.0
2022-08-19,46.0
2022-08-20,0.0
2022-08-21,0.0
2022-08-22,79.0
2022-08-23,69.0
2022-08-24,71.0
2022-08-25,65.0
2022-08-26,48.0
2022-08-27,0.0
2022-08-28,0.0
2022-08-29,39.0
2022-08-30,32.5
2022-08-31,23.5
2022-09-01,33.5
2022-09-02,30.0
2022-09-03,10.5
2022-09-04,0.0
2022-09-05,11.0
2022-09-06,35.0
2022-09-07,34.5
2022-09-08,30.0
2022-09-09,28.0
2022-09-10,20.5
2022-09-11,0.0
2022-09-12,26.5
2022-09-13,27.0
2022-09-14,38.0
2022-09-15,29.0
2022-09-16,34.0
2022-09-17,10.5
2022-09-18,13.0
2022-09-19,24.5
2022-09-20,39.5
2022-09-21,27.0
2022-09-22,30.0
2022-09-23,30.0
2022-09-24,12.0
2022-09-25,0.0
2022-09-26,37.5
2022-09-27,37.0
2022-09-28,0.0
2022-09-29,0.0
2022-09-30,0.0
2022-10-01,0.0
2022-10-02,0.0
2022-10-03,0.0
2022-10-04,0.0
2022-10-05,0.0
2022-10-06,0.0
2022-10-07,0.0
2022-10-08,0.0
2022-10-09,0.0
2022-10-10,0.0
2022-10-11,0.0
2022-10-12,0.0
2022-10-13,0.0
2022-10-14,0.0
2022-10-15,0.0
2022-10-16,0.0
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,0.0
2022-10-20,0.0
2022-10-21,0.0
2022-10-22,0.0
2022-10-23,0.0
2022-10-24,0.0
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,0.0
2022-10-28,0.0
2022-10-29,0.0
2022-10-30,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,0.0
2022-11-04,0.0
2022-11-05,0.0
2022-11-06,0.0
2022-11-07,0.0
2022-11-08,0.0
2022-11-09,0.0
2022-11-10,0.0
2022-11-11,0.0
2022-11-12,0.0
2022-11-13,0.0
2022-11-14,0.0
2022-11-15,0.0
2022-11-16,0.0
2022-11-17,0.0
2022-11-18,0.0
2022-11-19,0.0
2022-11-20,0.0
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,0.0
2022-11-27,0.0
2022-11-28,0.0
2022-11-29,0.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-02,0.0
2022-12-03,0.0
2022-12-04,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,0.0
2022-12-08,0.0
2022-12-09,0.0
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,0.0
2022-12-13,0.0
2022-12-14,0.0
2022-12-15,0.0
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-07,0.0
2023-01-08,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,0.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,0.0
2023-01-21,0.0
2023-01-22,0.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,0.0
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-11,0.0
2023-02-12,0.0
2023-02-13,0.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-18,0.0
2023-02-19,0.0
2023-02-20,0.0
2023-02-21,0.0
2023-02-22,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-25,0.0
2023-02-26,0.0
2023-02-27,0.0
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,0.0
2023-03-07,0.0
2023-03-08,0.0
2023-03-09,12.0
2023-03-10,100.0
2023-03-11,88.0
2023-03-12,83.0
2023-03-13,93.0
2023-03-14,43.0
2023-03-15,26.0
2023-03-16,16.0
2023-03-17,12.0
2023-03-18,8.0
2023-03-19,8.0
2023-03-20,9.0
2023-03-21,7.0
2023-03-22,5.0
2023-03-23,4.0
2023-03-24,3.0
2023-03-25,2.0
2023-03-26,2.0
2023-03-27,7.0
2023-03-28,5.0
2023-03-29,4.0
2023-03-30,3.0
2023-03-31,2.0
2023-04-01,1.0
2023-04-02,1.0
2023-04-03,2.0
2023-04-04,2.0
2023-04-05,1.0
2023-04-06,1.0
2023-04-07,1.0
2023-04-08,1.0
2023-04-09,1.0
2023-04-10,1.0
2023-04-11,1.0
2023-04-12,1.0
2023-04-13,1.0
2023-04-14,1.0
2023-04-15,0.0
2023-04-16,0.0
2023-04-17,1.0
2023-04-18,1.0
2023-04-19,1.0
2023-04-20,1.0
2023-04-21,1.0
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,1.0
2023-04-25,1.0
2023-04-26,1.255813953488372
2023-04-27,1.127906976744186
2023-04-28,2.1279069767441863
2023-04-29,1.2325581395348837
2023-04-30,0.9883720930232558
2023-05-01,2.162790697674419
2023-05-02,1.2674418604651163
2023-05-03,1.127906976744186
2023-05-04,1.255813953488372
2023-05-05,1.0348837209302326
2023-05-06,0.23255813953488372
2023-05-07,0.22093023255813954
2023-05-08,1.0116279069767442
2023-05-09,0.9302325581395349
2023-05-10,0.9069767441860466
2023-05-11,1.0697674418604652
2023-05-12,0.8604651162790697
2023-05-13,0.18604651162790697
2023-05-14,0.1744186046511628
2023-05-15,0.9186046511627907
2023-05-16,1.1744186046511627
2023-05-17,0.9883720930232558
2023-05-18,0.9069767441860466
2023-05-19,0.872093023255814
2023-05-20,0.19767441860465115
2023-05-21,0.1744186046511628
2023-05-22,0.8837209302325582
2023-05-23,0.872093023255814
2023-05-24,1.0465116279069768
2023-05-25,0.9651162790697674
2023-05-26,0.6046511627906976
2023-05-27,0.32558139534883723
2023-05-28,0.27906976744186046
2023-05-29,0.3023255813953488
2023-05-30,0.6046511627906976
2023-05-31,0.7209302325581395
2023-06-01,0.7209302325581395
2023-06-02,0.6046511627906976
2023-06-03,0.27906976744186046
2023-06-04,0.37209302325581395
2023-06-05,0.627906976744186
2023-06-06,0.6511627906976745
2023-06-07,0.6046511627906976
2023-06-08,0.5348837209302325
2023-06-09,0.4883720930232558
2023-06-10,0.23255813953488372
2023-06-11,0.27906976744186046
2023-06-12,0.5813953488372093
2023-06-13,0.5348837209302325
2023-06-14,0.4883720930232558
2023-06-15,0.6046511627906976
2023-06-16,0.46511627906976744
2023-06-17,0.20930232558139533
2023-06-18,0.27906976744186046
2023-06-19,0.5116279069767442
2023-06-20,0.6511627906976745
2023-06-21,0.41860465116279066
2023-06-22,0.5581395348837209
2023-06-23,0.627906976744186
2023-06-24,0.3023255813953488
2023-06-25,0.2558139534883721
2023-06-26,0.6046511627906976
2023-06-27,0.6744186046511628
2023-06-28,0.5348837209302325
2023-06-29,0.4883720930232558
2023-06-30,0.5348837209302325
2023-07-01,0.27906976744186046
2023-07-02,0.20930232558139533
2023-07-03,0.41860465116279066
2023-07-04,0.23255813953488372
2023-07-05,0.5116279069767442
2023-07-06,0.5348837209302325
2023-07-07,0.46511627906976744
2023-07-08,0.23255813953488372
2023-07-09,0.16279069767441862
2023-07-10,0.6744186046511628
2023-07-11,0.5813953488372093
2023-07-12,0.41860465116279066
2023-07-13,0.4883720930232558
2023-07-14,0.5581395348837209
2023-07-15,0.23255813953488372
2023-07-16,0.16279069767441862
2023-07-17,0.627906976744186
2023-07-18,0.6511627906976745
2023-07-19,0.4883720930232558
2023-07-20,0.5348837209302325
2023-07-21,0.4883720930232558
2023-07-22,0.20930232558139533
2023-07-23,0.16279069767441862
2023-07-24,0.4883720930232558
2023-07-25,0.4418604651162791
2023-07-26,0.5116279069767442
2023-07-27,0.4418604651162791
2023-07-28,0.41860465116279066
2023-07-29,0.2558139534883721
2023-07-30,0.16279069767441862
2023-07-31,0.41860465116279066
2023-08-01,0.46511627906976744
2023-08-02,0.4418604651162791
2023-08-03,0.41860465116279066
2023-08-04,0.3953488372093023
2023-08-05,0.20930232558139533
2023-08-06,0.13953488372093023
2023-08-07,0.5813953488372093
2023-08-08,0.37209302325581395
2023-08-09,0.4418604651162791
2023-08-10,0.46511627906976744
2023-08-11,0.37209302325581395
2023-08-12,0.2558139534883721
2023-08-13,0.11627906976744186
2023-08-14,0.37209302325581395
2023-08-15,0.4418604651162791
2023-08-16,0.37209302325581395
2023-08-17,0.32558139534883723
2023-08-18,0.3023255813953488
2023-08-19,0.20930232558139533
2023-08-20,0.13953488372093023
2023-08-21,0.41860465116279066
2023-08-22,0.4883720930232558
2023-08-23,0.37209302325581395
2023-08-24,0.3953488372093023
2023-08-25,0.32558139534883723
2023-08-26,0.13953488372093023
2023-08-27,0.16279069767441862
2023-08-28,0.32558139534883723
2023-08-29,0.3953488372093023
2023-08-30,0.3953488372093023
2023-08-31,0.4883720930232558
2023-09-01,0.2558139534883721
2023-09-02,0.13953488372093023
2023-09-03,0.20930232558139533
2023-09-04,0.11627906976744186
2023-09-05,0.3488372093023256
2023-09-06,0.3953488372093023
2023-09-07,0.37209302325581395
2023-09-08,0.3023255813953488
2023-09-09,0.13953488372093023
2023-09-10,0.13953488372093023
2023-09-11,0.3488372093023256
2023-09-12,0.3488372093023256
2023-09-13,0.32558139534883723
2023-09-14,0.4883720930232558
2023-09-15,0.3953488372093023
2023-09-16,0.23255813953488372
2023-09-17,0.13953488372093023
2023-09-18,0.3953488372093023
2023-09-19,0.5348837209302325
2023-09-20,0.37209302325581395
2023-09-21,0.3953488372093023
2023-09-22,0.37209302325581395
2023-09-23,0.11627906976744186
2023-09-24,0.11627906976744186
2023-09-25,0.37209302325581395
2023-09-26,0.41860465116279066
2023-09-27,0.3488372093023256
2023-09-28,0.4883720930232558
2023-09-29,0.3953488372093023
2023-09-30,0.23255813953488372
2023-10-01,0.23255813953488372
2023-10-02,0.3953488372093023
2023-10-03,0.3488372093023256
2023-10-04,0.41860465116279066
2023-10-05,0.3953488372093023
2023-10-06,0.41860465116279066
2023-10-07,0.18604651162790697
2023-10-08,0.18604651162790697
2023-10-09,0.37209302325581395
2023-10-10,0.3488372093023256
2023-10-11,0.4418604651162791
2023-10-12,0.41860465116279066
2023-10-13,0.32558139534883723
2023-10-14,0.20930232558139533
2023-10-15,0.23255813953488372
2023-10-16,0.41860465116279066
2023-10-17,0.46511627906976744
2023-10-18,0.3953488372093023
2023-10-19,0.3488372093023256
2023-10-20,0.32558139534883723
2023-10-21,0.13953488372093023
2023-10-22,0.13953488372093023
2023-10-23,0.3488372093023256
2023-10-24,0.46511627906976744
2023-10-25,0.46511627906976744
2023-10-26,0.3953488372093023
2023-10-27,0.2558139534883721
2023-10-28,0.16279069767441862
2023-10-29,0.13953488372093023
2023-10-30,0.3488372093023256
2023-10-31,0.3953488372093023
2023-11-01,0.3953488372093023
2023-11-02,0.37209302325581395
2023-11-03,0.3488372093023256
2023-11-04,0.18604651162790697
2023-11-05,0.16279069767441862
2023-11-06,0.46511627906976744
2023-11-07,0.3953488372093023
2023-11-08,0.3953488372093023
2023-11-09,0.41860465116279066
2023-11-10,0.37209302325581395
2023-11-11,0.16279069767441862
2023-11-12,0.23255813953488372
2023-11-13,0.32558139534883723
2023-11-14,0.46511627906976744
2023-11-15,0.41860465116279066
2023-11-16,0.3023255813953488
2023-11-17,0.37209302325581395
2023-11-18,0.13953488372093023
2023-11-19,0.0
2023-11-20,0.32558139534883723
2023-11-21,0.32558139534883723
2023-11-22,0.27906976744186046
2023-11-23,0.13953488372093023
2023-11-24,0.0
2023-11-25,0.11627906976744186
2023-11-26,0.0
2023-11-27,0.3023255813953488
2023-11-28,0.32558139534883723
2023-11-29,0.41860465116279066
2023-11-30,0.2558139534883721
2023-12-01,0.3023255813953488
2023-12-02,0.11627906976744186
2023-12-03,0.11627906976744186
2023-12-04,0.3953488372093023
2023-12-05,0.3488372093023256
2023-12-06,0.3488372093023256
2023-12-07,0.32558139534883723
2023-12-08,0.32558139534883723
2023-12-09,0.18604651162790697
2023-12-10,0.13953488372093023
2023-12-11,0.41860465116279066
2023-12-12,0.3953488372093023
2023-12-13,0.32558139534883723
2023-12-14,0.3953488372093023
2023-12-15,0.32558139534883723
2023-12-16,0.11627906976744186
2023-12-17,0.0
2023-12-18,0.27906976744186046
2023-12-19,0.3023255813953488
2023-12-20,0.3488372093023256
2023-12-21,0.32558139534883723
2023-12-22,0.2346723044397463
2023-12-23,0.16596194503171247
2023-12-24,0.11733615221987315
2023-12-25,0.0
2023-12-26,0.18604651162790697
2023-12-27,0.24911909795630727
2023-12-28,0.28047921071176884
2023-12-29,0.21458773784355178
2023-12-30,0.11733615221987315
2023-12-31,0.14587737843551796
2024-01-01,0.18604651162790697
2024-01-02,0.2977448907681466
2024-01-03,0.3033826638477801
2024-01-04,0.32064834390415786
2024-01-05,0.32346723044397463
2024-01-06,0.16596194503171247
2024-01-07,0.15750528541226216
2024-01-08,0.2748414376321353
2024-01-09,0.3463706835799859
2024-01-10,0.3664552501761804
2024-01-11,0.437984496124031
2024-01-12,0.397815362931642
2024-01-13,0.1430584918957012
2024-01-14,0.12015503875968991
2024-01-15,0.16878083157152926
2024-01-16,0.32346723044397463
2024-01-17,0.3463706835799859
2024-01-18,0.4408033826638478
2024-01-19,0.3664552501761804
2024-01-20,0.16032417195207893
2024-01-21,0.2142353770260747
2024-01-22,0.4735729386892178
2024-01-23,0.37773079633544754
2024-01-24,0.4115574348132488
2024-01-25,0.44538407329105006
2024-01-26,0.2649753347427766
2024-01-27,0.18604651162790697
2024-01-28,0.24806201550387597
2024-01-29,0.3890063424947146
2024-01-30,0.39464411557434814
2024-01-31,0.37209302325581395
2024-02-01,0.3439041578576462
2024-02-02,0.3664552501761804
2024-02-03,0.14094432699083861
2024-02-04,0.18604651162790697
2024-02-05,0.4284707540521494
2024-02-06,0.40591966173361527
2024-02-07,0.4904862579281184
2024-02-08,0.3382663847780127
2024-02-09,0.4792107117688513
2024-02-10,0.1747709654686399
2024-02-11,0.2142353770260747
2024-02-12,0.3213530655391121
2024-02-13,0.3890063424947146
2024-02-14,0.3044397463002114
2024-02-15,0.37209302325581395
2024-02-16,0.33262861169837915
2024-02-17,0.21987315010570826
2024-02-18,0.14658210007047218
2024-02-19,0.27061310782241016
2024-02-20,0.4002818886539817
2024-02-21,0.3213530655391121
2024-02-22,0.4510218463706836
2024-02-23,0.3269908386187456
2024-02-24,0.11839323467230445
2024-02-25,0.2255109231853418
2024-02-26,0.4284707540521494
2024-02-27,0.39464411557434814
2024-02-28,0.37773079633544754
2024-02-29,0.33262861169837915
2024-03-01,0.3495419309372798
2024-03-02,0.18604651162790697
2024-03-03,0.2593375616631431
2024-03-04,0.37773079633544754
2024-03-05,0.4904862579281184
2024-03-06,0.45665961945031713
2024-03-07,0.4510218463706836
2024-03-08,0.3664552501761804
2024-03-09,0.24242424242424243
2024-03-10,0.2367864693446089
2024-03-11,0.5017618040873855
2024-03-12,0.5637773079633545
2024-03-13,0.4002818886539817
2024-03-14,0.2536997885835095
2024-03-15,0.3833685694150811
2024-03-16,0.0
2024-03-17,0.1127554615926709
2024-03-18,0.2762508809020437
2024-03-19,0.37209302325581395
2024-03-20,0.3890063424947146
2024-03-21,0.43410852713178294
2024-03-22,0.28188865398167723
2024-03-23,0.20859760394644117
2024-03-24,0.12966878083157155
2024-03-25,0.44538407329105006
2024-03-26,0.37209302325581395
2024-03-27,0.39464411557434814
2024-03-28,0.35517970401691334
2024-03-29,0.23114869626497533
2024-03-30,0.12403100775193798
2024-03-31,0.21987315010570826
2024-04-01,0.4002818886539817
2024-04-02,0.40591966173361527
2024-04-03,0.18604651162790697
2024-04-04,0.4735729386892178
2024-04-05,0.29316420014094435
2024-04-06,0.19168428470754054
2024-04-07,0.1747709654686399
2024-04-08,0.2142353770260747
2024-04-09,0.3213530655391121
2024-04-10,0.27061310782241016
2024-04-11,0.3044397463002114
2024-04-12,0.3213530655391121
2024-04-13,0.14658210007047218
2024-04-14,0.0
2024-04-15,0.3213530655391121
2024-04-16,0.2988019732205779
2024-04-17,0.4115574348132488
2024-04-18,0.39464411557434814
2024-04-19,0.3213530655391121
2024-04-20,0.16913319238900634
2024-04-21,0.20295983086680763
2024-04-22,0.33262861169837915
2024-04-23,0.3833685694150811
2024-04-24,0.28188865398167723
2024-04-25,0.42283298097251587
2024-04-26,0.24242424242424243
2024-04-27,0.1522198731501057
2024-04-28,0.0
2024-04-29,0.3664552501761804
2024-04-30,0.3664552501761804
2024-05-01,0.3890063424947146
2024-05-02,0.28188865398167723
2024-05-03,0.3664552501761804
2024-05-04,0.16913319238900634
2024-05-05,0.19732205778717407
2024-05-06,0.33262861169837915
2024-05-07,0.4002818886539817
2024-05-08,0.2536997885835095
2024-05-09,0.4115574348132488
2024-05-10,0.2367864693446089
2024-05-11,0.11839323467230445
2024-05-12,0.0
2024-05-13,0.3664552501761804
2024-05-14,0.39464411557434814
2024-05-15,0.3044397463002114
2024-05-16,0.2367864693446089
2024-05-17,0.27061310782241016
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,0.33262861169837915
2024-05-21,0.3439041578576462
2024-05-22,0.37209302325581395
2024-05-23,0.2875264270613108
2024-05-24,0.2988019732205779
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,0.0
2024-05-28,0.31007751937984496
2024-05-29,0.41719520789288234
2024-05-30,0.3213530655391121
2024-05-31,0.24806201550387597
2024-06-01,0.12403100775193798
2024-06-02,0.0
2024-06-03,0.3439041578576462
2024-06-04,0.3890063424947146
2024-06-05,0.29316420014094435
2024-06-06,0.2762508809020437
2024-06-07,0.24242424242424243
2024-06-08,0.15785764622973925
2024-06-09,0.13530655391120508
2024-06-10,0.3213530655391121
2024-06-11,0.37773079633544754
2024-06-12,0.37209302325581395
2024-06-13,0.28188865398167723
2024-06-14,0.24806201550387597
2024-06-15,0.13530655391120508
2024-06-16,0.14658210007047218
2024-06-17,0.3269908386187456
2024-06-18,0.23114869626497533
2024-06-19,0.29316420014094435
2024-06-20,0.3044397463002114
2024-06-21,0.2367864693446089
2024-06-22,0.1634954193093728
2024-06-23,0.16913319238900634
2024-06-24,0.3157152924594785
2024-06-25,0.27061310782241016
2024-06-26,0.41719520789288234
2024-06-27,0.24242424242424243
2024-06-28,0.2649753347427766
2024-06-29,0.0
2024-06-30,0.12403100775193798
2024-07-01,0.3495419309372798
2024-07-02,0.37773079633544754
2024-07-03,0.28188865398167723
2024-07-04,0.1522198731501057
2024-07-05,0.15785764622973925
2024-07-06,0.0
2024-07-07,0.14094432699083861
2024-07-08,0.21987315010570826
2024-07-09,0.3213530655391121
2024-07-10,0.2367864693446089
2024-07-11,0.2875264270613108
2024-07-12,0.29316420014094435
2024-07-13,0.0
2024-07-14,0.0
2024-07-15,0.2762508809020437
2024-07-16,0.27061310782241016
2024-07-17,0.3157152924594785
2024-07-18,0.33262861169837915
2024-07-19,0.3382663847780127
2024-07-20,0.12966878083157155
2024-07-21,0.14658210007047218
2024-07-22,0.31007751937984496
2024-07-23,0.2367864693446089
2024-07-24,0.2988019732205779
2024-07-25,0.31007751937984496
2024-07-26,0.2988019732205779
2024-07-27,0.0
2024-07-28,0.0
2024-07-29,0.37209302325581395
2024-07-30,0.39464411557434814
2024-07-31,0.3439041578576462
2024-08-01,0.23114869626497533
2024-08-02,0.24806201550387597
2024-08-03,0.1634954193093728
2024-08-04,0.14658210007047218
2024-08-05,0.3213530655391121
2024-08-06,0.2762508809020437
2024-08-07,0.2988019732205779
2024-08-08,0.2255109231853418
2024-08-09,0.3157152924594785
2024-08-10,0.0
2024-08-11,0.0
2024-08-12,0.2988019732205779
2024-08-13,0.21987315010570826
2024-08-14,0.3608174770965469
2024-08-15,0.33262861169837915
2024-08-16,0.3608174770965469
2024-08-17,0.3833685694150811
2024-08-18,0.4326990838618746
2024-08-19,0.21494009866102892
2024-08-20,0.3210278093999025
2024-08-21,0.1926058437686345
2024-08-22,0.20100829403154988
2024-08-23,0.20100829403154988
2024-08-24,0.26519217216891644
2024-08-25,0.16468802515314146
2024-08-26,0.21494009866102892
2024-08-27,0.22334254892394428
2024-08-28,0.26519217216891644
2024-08-29,0.23727435355342336
2024-08-30,0.298693554507508
2024-08-31,0.11725483818507076
2024-09-01,0.0
2024-09-02,0.10885238792215537
2024-09-03,0.2596086084458178
2024-09-04,0.3321949368460997
2024-09-05,0.2875264270613108
2024-09-06,0.30427711823060666
2024-09-07,0.15352089770694424
2024-09-08,0.0
2024-09-09,0.30986068195370525
2024-09-10,0.2875264270613108
2024-09-11,0.25402504472271914
2024-09-12,0.3266113731230011
2024-09-13,0.38244701035398715
2024-09-14,0.11167127446197214
2024-09-15,0.0
2024-09-16,0.36569631918469137
2024-09-17,0.24882094649536515
2024-09-18,0.25435030086192884
2024-09-19,0.3538786794600749
2024-09-20,0.30411449016100184
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,0.30964384452756555
2024-09-24,0.2875264270613109
2024-09-25,0.3317612619938202
2024-09-26,0.40364286875914795
2024-09-27,0.27093836396161985
2024-09-28,0.17140998536347377
2024-09-29,0.12717515043096442
2024-09-30,0.2598796552284925
2024-10-01,0.3151731988941292
2024-10-02,0.3538786794600749
2024-10-03,0.3317612619938202
2024-10-04,0.3538786794600749
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,0.30964384452756555
2024-10-08,0.2432915921288015
2024-10-09,0.19352740282972847
2024-10-10,0.17693933973003745
2024-10-11,0.2764677183281835
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,0.21011546592941946
2024-10-15,0.2985851357944382
2024-10-16,0.35940803382663855
2024-10-17,0.28199707269474716
2024-10-18,0.32623190762725657
2024-10-19,0.0
2024-10-20,0.12717515043096442
2024-10-21,0.2598796552284925
2024-10-22,0.2654090095950562
2024-10-23,0.29305578142787453
2024-10-24,0.3704667425597659
2024-10-25,0.2432915921288015
2024-10-26,0.0
2024-10-27,0.14376321353065544
2024-10-28,0.30411449016100184
2024-10-29,0.34834932509351124
2024-10-30,0.35940803382663855
2024-10-31,0.2985851357944382
