Time,capital_one_login
2022-05-26,63.0
2022-05-27,72.0
2022-05-28,57.0
2022-05-29,42.0
2022-05-30,53.0
2022-05-31,78.0
2022-06-01,96.0
2022-06-02,80.0
2022-06-03,81.0
2022-06-04,63.0
2022-06-05,49.0
2022-06-06,72.0
2022-06-07,72.0
2022-06-08,75.0
2022-06-09,73.0
2022-06-10,80.0
2022-06-11,57.0
2022-06-12,47.0
2022-06-13,71.0
2022-06-14,75.0
2022-06-15,81.0
2022-06-16,76.0
2022-06-17,79.0
2022-06-18,57.0
2022-06-19,41.0
2022-06-20,67.0
2022-06-21,68.0
2022-06-22,75.0
2022-06-23,71.0
2022-06-24,75.0
2022-06-25,54.0
2022-06-26,46.0
2022-06-27,73.0
2022-06-28,72.0
2022-06-29,70.0
2022-06-30,84.0
2022-07-01,100.0
2022-07-02,70.0
2022-07-03,49.0
2022-07-04,61.0
2022-07-05,82.0
2022-07-06,85.0
2022-07-07,84.0
2022-07-08,84.0
2022-07-09,61.0
2022-07-10,52.0
2022-07-11,78.0
2022-07-12,76.0
2022-07-13,79.0
2022-07-14,83.0
2022-07-15,85.0
2022-07-16,61.0
2022-07-17,48.0
2022-07-18,78.0
2022-07-19,76.0
2022-07-20,76.0
2022-07-21,76.0
2022-07-22,74.0
2022-07-23,54.0
2022-07-24,47.0
2022-07-25,69.0
2022-07-26,68.0
2022-07-27,69.0
2022-07-28,77.0
2022-07-29,82.0
2022-07-30,59.0
2022-07-31,54.0
2022-08-01,92.0
2022-08-02,87.0
2022-08-03,85.0
2022-08-04,81.0
2022-08-05,83.0
2022-08-06,60.0
2022-08-07,54.0
2022-08-08,78.0
2022-08-09,77.0
2022-08-10,82.0
2022-08-11,78.0
2022-08-12,83.0
2022-08-13,61.0
2022-08-14,54.0
2022-08-15,77.0
2022-08-16,81.0
2022-08-17,80.0
2022-08-18,79.0
2022-08-19,80.0
2022-08-20,61.0
2022-08-21,52.0
2022-08-22,72.0
2022-08-23,76.0
2022-08-24,71.0
2022-08-25,71.0
2022-08-26,72.0
2022-08-27,62.0
2022-08-28,52.0
2022-08-29,67.11911819192295
2022-08-30,75.38069655427937
2022-08-31,77.82771396813635
2022-09-01,92.40385327899223
2022-09-02,92.90385327899223
2022-09-03,61.27806595035199
2022-09-04,53.016487587995556
2022-09-05,61.77806595035199
2022-09-06,77.82771396813635
2022-09-07,77.82771396813635
2022-09-08,78.30122267506485
2022-09-09,81.22174879585032
2022-09-10,58.85753982956651
2022-09-11,48.1489440533531
2022-09-12,71.9866617265654
2022-09-13,73.93367914042238
2022-09-14,78.80122267506485
2022-09-15,80.24824008892183
2022-09-16,81.22174879585032
2022-09-17,59.831048536495004
2022-09-18,46.201926639496115
2022-09-19,71.01315301963692
2022-09-20,76.85420526120785
2022-09-21,73.93367914042238
2022-09-22,69.06613560577992
2022-09-23,71.9866617265654
2022-09-24,56.91052241570952
2022-09-25,45.22841793256762
2022-09-26,64.69859207113745
2022-09-27,70.03964431270842
2022-09-28,70.07928862541684
2022-09-29,71.02630603927382
2022-09-30,81.44349759170065
2022-10-01,71.9733234531308
2022-10-02,57.76806224527604
2022-10-03,82.39051500555763
2022-10-04,83.33753241941461
2022-10-05,77.6554279362727
2022-10-06,78.60244535012968
2022-10-07,79.54946276398668
2022-10-08,59.66209707299001
2022-10-09,49.24490552056318
2022-10-10,70.07928862541684
2022-10-11,69.13227121155985
2022-10-12,74.81437569470175
2022-10-13,76.70841052241572
2022-10-14,81.44349759170065
2022-10-15,57.76806224527604
2022-10-16,46.40385327899223
2022-10-17,72.92034086698779
2022-10-18,75.76139310855874
2022-10-19,75.76139310855874
2022-10-20,72.92034086698779
2022-10-21,70.07928862541684
2022-10-22,47.35087069284921
2022-10-23,43.56280103742127
2022-10-24,71.9733234531308
2022-10-25,67.23823638384589
2022-10-26,70.07928862541684
2022-10-27,68.18525379770287
2022-10-28,74.81437569470175
2022-10-29,55.87402741756207
2022-10-30,44.50981845127826
2022-10-31,73.86735828084477
2022-11-01,86.17858466098556
2022-11-02,81.44349759170065
2022-11-03,87.12560207484255
2022-11-04,79.54946276398668
2022-11-05,58.715079659133025
2022-11-06,48.297888106706196
2022-11-07,70.07928862541684
2022-11-08,68.18525379770287
2022-11-09,68.18525379770287
2022-11-10,75.76139310855874
2022-11-11,69.13227121155985
2022-11-12,53.03297517599112
2022-11-13,47.35087069284921
2022-11-14,71.02630603927382
2022-11-15,85.23156724712858
2022-11-16,73.86735828084477
2022-11-17,67.23823638384589
2022-11-18,76.70841052241572
2022-11-19,58.715079659133025
2022-11-20,47.35087069284921
2022-11-21,63.45016672841794
2022-11-22,68.18525379770287
2022-11-23,70.07928862541684
2022-11-24,37.88069655427937
2022-11-25,59.66209707299001
2022-11-26,52.085957762134136
2022-11-27,54.927010003705085
2022-11-28,74.81437569470175
2022-11-29,73.86735828084477
2022-11-30,79.54946276398668
2022-12-01,88.07261948869953
2022-12-02,86.17858466098556
2022-12-03,64.39718414227492
2022-12-04,54.927010003705085
2022-12-05,74.81437569470175
2022-12-06,73.86735828084477
2022-12-07,71.9733234531308
2022-12-08,73.86735828084477
2022-12-09,76.70841052241572
2022-12-10,59.66209707299001
2022-12-11,47.35087069284921
2022-12-12,70.07928862541684
2022-12-13,70.07928862541684
2022-12-14,74.81437569470175
2022-12-15,77.6554279362727
2022-12-16,81.44349759170065
2022-12-17,63.45016672841794
2022-12-18,49.24490552056318
2022-12-19,69.13227121155985
2022-12-20,72.92034086698779
2022-12-21,72.92034086698779
2022-12-22,71.02630603927382
2022-12-23,62.50314931456096
2022-12-24,41.66876620970731
2022-12-25,29.357539829566512
2022-12-26,55.87402741756207
2022-12-27,72.92034086698779
2022-12-28,83.33753241941461
2022-12-29,76.70841052241572
2022-12-30,86.17858466098556
2022-12-31,62.50314931456096
2023-01-01,49.24490552056318
2023-01-02,81.44349759170065
2023-01-03,82.39051500555763
2023-01-04,84.2845498332716
2023-01-05,80.49648017784367
2023-01-06,82.39051500555763
2023-01-07,66.29121896998889
2023-01-08,51.138940348277146
2023-01-09,70.07928862541684
2023-01-10,72.92034086698779
2023-01-11,74.81437569470175
2023-01-12,75.76139310855874
2023-01-13,78.60244535012968
2023-01-14,61.556131900703974
2023-01-15,48.297888106706196
2023-01-16,63.45016672841794
2023-01-17,66.29121896998889
2023-01-18,71.9733234531308
2023-01-19,70.07928862541684
2023-01-20,71.9733234531308
2023-01-21,58.715079659133025
2023-01-22,45.45683586513525
2023-01-23,66.29121896998889
2023-01-24,67.23823638384589
2023-01-25,64.39718414227492
2023-01-26,65.3442015561319
2023-01-27,70.07928862541684
2023-01-28,59.66209707299001
2023-01-29,48.297888106706196
2023-01-30,65.3442015561319
2023-01-31,75.76139310855874
2023-02-01,85.23156724712858
2023-02-02,87.12560207484255
2023-02-03,92.80770655798446
2023-02-04,71.9733234531308
2023-02-05,54.927010003705085
2023-02-06,73.86735828084477
2023-02-07,75.76139310855874
2023-02-08,75.76139310855874
2023-02-09,72.92034086698779
2023-02-10,76.70841052241572
2023-02-11,65.3442015561319
2023-02-12,52.085957762134136
2023-02-13,64.39718414227492
2023-02-14,71.02630603927382
2023-02-15,79.54946276398668
2023-02-16,74.81437569470175
2023-02-17,82.39051500555763
2023-02-18,69.13227121155985
2023-02-19,53.03297517599112
2023-02-20,73.86735828084477
2023-02-21,71.02630603927382
2023-02-22,74.81437569470175
2023-02-23,74.81437569470175
2023-02-24,79.54946276398668
2023-02-25,62.50314931456096
2023-02-26,57.76806224527604
2023-02-27,74.81437569470175
2023-02-28,84.2845498332716
2023-03-01,93.75472397184144
2023-03-02,83.33753241941461
2023-03-03,86.17858466098556
2023-03-04,71.02630603927382
2023-03-05,58.715079659133025
2023-03-06,75.76139310855874
2023-03-07,77.6554279362727
2023-03-08,78.60244535012968
2023-03-09,81.44349759170065
2023-03-10,80.49648017784367
2023-03-11,64.39718414227492
2023-03-12,55.87402741756207
2023-03-13,74.81437569470175
2023-03-14,75.76139310855874
2023-03-15,81.44349759170065
2023-03-16,80.49648017784367
2023-03-17,75.76139310855874
2023-03-18,61.556131900703974
2023-03-19,53.9799925898481
2023-03-20,72.92034086698779
2023-03-21,71.02630603927382
2023-03-22,68.18525379770287
2023-03-23,71.9733234531308
2023-03-24,66.29121896998889
2023-03-25,56.82104483141905
2023-03-26,49.24490552056318
2023-03-27,70.07928862541684
2023-03-28,70.07928862541684
2023-03-29,71.02630603927382
2023-03-30,74.81437569470175
2023-03-31,86.17858466098556
2023-04-01,76.70841052241572
2023-04-02,67.23823638384589
2023-04-03,83.33753241941461
2023-04-04,79.54946276398668
2023-04-05,78.60244535012968
2023-04-06,81.44349759170065
2023-04-07,78.60244535012968
2023-04-08,58.715079659133025
2023-04-09,44.50981845127826
2023-04-10,80.49648017784367
2023-04-11,75.76139310855874
2023-04-12,78.60244535012968
2023-04-13,76.70841052241572
2023-04-14,82.39051500555763
2023-04-15,61.556131900703974
2023-04-16,56.82104483141905
2023-04-17,76.70841052241572
2023-04-18,72.92034086698779
2023-04-19,73.86735828084477
2023-04-20,71.9733234531308
2023-04-21,76.70841052241572
2023-04-22,56.82104483141905
2023-04-23,49.24490552056318
2023-04-24,65.3442015561319
2023-04-25,67.23823638384589
2023-04-26,67.00032411864314
2023-04-27,65.5475308574116
2023-04-28,73.85531599876442
2023-04-29,63.58896174880553
2023-04-30,55.754685314381206
2023-05-01,94.89380034605676
2023-05-02,76.79316966167355
2023-05-03,76.79316966167355
2023-05-04,73.85531599876442
2023-05-05,78.75173877027962
2023-05-06,59.67182353159336
2023-05-07,50.3847538359375
2023-05-08,76.79316966167355
2023-05-09,70.9174623358553
2023-05-10,71.89674689015834
2023-05-11,73.85531599876442
2023-05-12,71.89674689015834
2023-05-13,63.58896174880553
2023-05-14,43.52976195581623
2023-05-15,78.75173877027962
2023-05-16,77.77245421597658
2023-05-17,74.83460055306747
2023-05-18,72.87603144446138
2023-05-19,70.9174623358553
2023-05-20,55.754685314381206
2023-05-21,47.44690017302838
2023-05-22,64.06247045573402
2023-05-23,67.97960867294618
2023-05-24,67.00032411864314
2023-05-25,69.46466907462377
2023-05-26,76.87792880093137
2023-05-27,54.62379151645124
2023-05-28,45.51982626370936
2023-05-29,54.62379151645124
2023-05-30,75.86637710618227
2023-05-31,86.99344574842235
2023-06-01,95.08585930641512
2023-06-02,91.03965252741872
2023-06-03,69.79706693768769
2023-06-04,55.635343211200336
2023-06-05,80.92413557992776
2023-06-06,77.88948049568047
2023-06-07,79.91258388517866
2023-06-08,79.91258388517866
2023-06-09,83.95879066417505
2023-06-10,61.70465337969492
2023-06-11,55.635343211200336
2023-06-12,76.87792880093137
2023-06-13,78.90103219042956
2023-06-14,79.91258388517866
2023-06-15,85.98189405367324
2023-06-16,86.99344574842235
2023-06-17,60.69310168494582
2023-06-18,43.49672287421117
2023-06-19,64.73930846394221
2023-06-20,68.7855152429386
2023-06-21,76.87792880093137
2023-06-22,68.7855152429386
2023-06-23,70.80861863243679
2023-06-24,55.635343211200336
2023-06-25,44.50827456896027
2023-06-26,63.727756769193114
2023-06-27,78.90103219042956
2023-06-28,73.84327371668408
2023-06-29,74.85482541143318
2023-06-30,101.1551694749097
2023-07-01,74.85482541143318
2023-07-02,58.66999829544763
2023-07-03,80.92413557992776
2023-07-04,62.71620507444401
2023-07-05,88.00499744317143
2023-07-06,86.99344574842235
2023-07-07,84.97034235892414
2023-07-08,61.70465337969492
2023-07-09,54.62379151645124
2023-07-10,80.92413557992776
2023-07-11,74.85482541143318
2023-07-12,73.84327371668408
2023-07-13,78.90103219042956
2023-07-14,79.91258388517866
2023-07-15,59.68154999019672
2023-07-16,50.57758473745485
2023-07-17,68.7855152429386
2023-07-18,71.82017032718589
2023-07-19,69.79706693768769
2023-07-20,65.75086015869131
2023-07-21,66.7624118534404
2023-07-22,48.55448134795665
2023-07-23,43.49672287421117
2023-07-24,63.727756769193114
2023-07-25,62.71620507444401
2023-07-26,64.73930846394221
2023-07-27,64.73930846394221
2023-07-28,67.7739635481895
2023-07-29,56.64689490594943
2023-07-30,45.51982626370936
2023-07-31,67.7739635481895
2023-08-01,84.97034235892414
2023-08-02,74.85482541143318
2023-08-03,76.87792880093137
2023-08-04,74.85482541143318
2023-08-05,57.65844660069853
2023-08-06,45.51982626370936
2023-08-07,73.84327371668408
2023-08-08,68.7855152429386
2023-08-09,66.7624118534404
2023-08-10,65.75086015869131
2023-08-11,66.7624118534404
2023-08-12,48.55448134795665
2023-08-13,43.49672287421117
2023-08-14,72.83172202193498
2023-08-15,69.79706693768769
2023-08-16,65.75086015869131
2023-08-17,62.71620507444401
2023-08-18,64.73930846394221
2023-08-19,48.55448134795665
2023-08-20,41.47361948471298
2023-08-21,57.65844660069853
2023-08-22,54.62379151645124
2023-08-23,53.61223982170214
2023-08-24,53.61223982170214
2023-08-25,53.61223982170214
2023-08-26,45.51982626370936
2023-08-27,46.531377958458464
2023-08-28,58.66999829544763
2023-08-29,52.600688126953045
2023-08-30,53.61223982170214
2023-08-31,72.83172202193498
2023-09-01,75.86637710618227
2023-09-02,53.61223982170214
2023-09-03,42.48517117946207
2023-09-04,47.54292965320756
2023-09-05,61.70465337969492
2023-09-06,60.69310168494582
2023-09-07,55.635343211200336
2023-09-08,60.69310168494582
2023-09-09,46.531377958458464
2023-09-10,41.47361948471298
2023-09-11,64.73930846394221
2023-09-12,53.61223982170214
2023-09-13,53.61223982170214
2023-09-14,56.64689490594943
2023-09-15,62.71620507444401
2023-09-16,45.51982626370936
2023-09-17,39.45051609521478
2023-09-18,52.600688126953045
2023-09-19,62.71620507444401
2023-09-20,56.64689490594943
2023-09-21,57.65844660069853
2023-09-22,55.635343211200336
2023-09-23,43.49672287421117
2023-09-24,42.48517117946207
2023-09-25,55.635343211200336
2023-09-26,49.566033042705754
2023-09-27,54.62379151645124
2023-09-28,68.7855152429386
2023-09-29,64.73930846394221
2023-09-30,55.635343211200336
2023-10-01,50.57758473745485
2023-10-02,67.7739635481895
2023-10-03,71.82017032718589
2023-10-04,64.73930846394221
2023-10-05,65.75086015869131
2023-10-06,70.80861863243679
2023-10-07,52.600688126953045
2023-10-08,40.46206778996388
2023-10-09,61.70465337969492
2023-10-10,63.727756769193114
2023-10-11,63.727756769193114
2023-10-12,70.80861863243679
2023-10-13,72.83172202193498
2023-10-14,52.600688126953045
2023-10-15,42.48517117946207
2023-10-16,62.71620507444401
2023-10-17,61.70465337969492
2023-10-18,60.69310168494582
2023-10-19,56.64689490594943
2023-10-20,63.727756769193114
2023-10-21,46.531377958458464
2023-10-22,42.48517117946207
2023-10-23,54.62379151645124
2023-10-24,56.64689490594943
2023-10-25,54.62379151645124
2023-10-26,55.635343211200336
2023-10-27,56.64689490594943
2023-10-28,44.50827456896027
2023-10-29,38.438964400465686
2023-10-30,57.65844660069853
2023-10-31,62.71620507444401
2023-11-01,74.85482541143318
2023-11-02,75.86637710618227
2023-11-03,69.79706693768769
2023-11-04,56.64689490594943
2023-11-05,46.531377958458464
2023-11-06,64.73930846394221
2023-11-07,65.75086015869131
2023-11-08,61.70465337969492
2023-11-09,60.69310168494582
2023-11-10,61.70465337969492
2023-11-11,49.566033042705754
2023-11-12,41.47361948471298
2023-11-13,59.68154999019672
2023-11-14,60.69310168494582
2023-11-15,63.727756769193114
2023-11-16,60.69310168494582
2023-11-17,63.727756769193114
2023-11-18,47.54292965320756
2023-11-19,39.45051609521478
2023-11-20,60.69310168494582
2023-11-21,56.64689490594943
2023-11-22,59.68154999019672
2023-11-23,33.3812059267202
2023-11-24,48.55448134795665
2023-11-25,44.50827456896027
2023-11-26,43.49672287421117
2023-11-27,63.727756769193114
2023-11-28,63.727756769193114
2023-11-29,60.69310168494582
2023-11-30,63.727756769193114
2023-12-01,82.94723896942595
2023-12-02,65.75086015869131
2023-12-03,52.600688126953045
2023-12-04,71.82017032718589
2023-12-05,70.80861863243679
2023-12-06,70.80861863243679
2023-12-07,66.7624118534404
2023-12-08,70.80861863243679
2023-12-09,60.69310168494582
2023-12-10,51.58913643220395
2023-12-11,62.71620507444401
2023-12-12,67.7739635481895
2023-12-13,61.70465337969492
2023-12-14,65.75086015869131
2023-12-15,71.82017032718589
2023-12-16,54.62379151645124
2023-12-17,43.49672287421117
2023-12-18,59.68154999019672
2023-12-19,59.68154999019672
2023-12-20,62.71620507444401
2023-12-21,62.71620507444401
2023-12-22,63.457547754842324
2023-12-23,47.86163772141617
2023-12-24,31.475885953733886
2023-12-25,26.18256064696464
2023-12-26,57.65844660069853
2023-12-27,71.45296320511943
2023-12-28,75.84559179738605
2023-12-29,73.64927750125275
2023-12-30,54.956356457190665
2023-12-31,44.36970584365217
2024-01-01,50.56372786492404
2024-01-02,78.942602808022
2024-01-03,76.74628851188868
2024-01-04,78.04190609351937
2024-01-05,71.84788407224751
2024-01-06,55.462132304565216
2024-01-07,46.566020139785486
2024-01-08,59.85476089683184
2024-01-09,62.55685104033971
2024-01-10,64.75316533647302
2024-01-11,66.04878291810371
2024-01-12,67.45525547998088
2024-01-13,52.36512129392928
2024-01-14,41.66761570014431
2024-01-15,57.65844660069853
2024-01-16,58.559143315201155
2024-01-17,63.8524686219704
2024-01-18,62.95177190746777
2024-01-19,62.55685104033971
2024-01-20,52.760042161057356
2024-01-21,39.492086712807215
2024-01-22,54.49907966367395
2024-01-23,54.49907966367395
2024-01-24,58.448288334954675
2024-01-25,60.02797180346696
2024-01-26,57.65844660069853
2024-01-27,48.180345789624795
2024-01-28,41.0717701813195
2024-01-29,54.49907966367395
2024-01-30,62.3974970062354
2024-01-31,60.817813537723104
2024-02-01,72.66543955156527
2024-02-02,73.45528128582141
2024-02-03,60.02797180346696
2024-02-04,48.970187523880945
2024-02-05,60.02797180346696
2024-02-06,62.3974970062354
2024-02-07,57.65844660069853
2024-02-08,59.23813006921082
2024-02-09,60.817813537723104
2024-02-10,48.970187523880945
2024-02-11,41.861611915575644
2024-02-12,47.39050405536865
2024-02-13,55.288921397930096
2024-02-14,55.288921397930096
2024-02-15,57.65844660069853
2024-02-16,63.97718047474768
2024-02-17,48.970187523880945
2024-02-18,35.54287804152649
2024-02-19,44.23113711834408
2024-02-20,47.39050405536865
2024-02-21,44.23113711834408
2024-02-22,46.60066232111251
2024-02-23,47.39050405536865
2024-02-24,39.492086712807215
2024-02-25,32.38351110450191
2024-02-26,41.0717701813195
2024-02-27,39.492086712807215
2024-02-28,45.02097885260022
2024-02-29,50.54987099239323
2024-03-01,64.76702220900383
2024-03-02,52.91939619516167
2024-03-03,35.54287804152649
2024-03-04,52.12955446090552
2024-03-05,48.970187523880945
2024-03-06,48.970187523880945
2024-03-07,44.23113711834408
2024-03-08,48.970187523880945
2024-03-09,38.702244978551064
2024-03-10,39.492086712807215
2024-03-11,50.54987099239323
2024-03-12,52.12955446090552
2024-03-13,52.12955446090552
2024-03-14,58.448288334954675
2024-03-15,55.288921397930096
2024-03-16,41.861611915575644
2024-03-17,34.75303630727035
2024-03-18,46.60066232111251
2024-03-19,56.86860486644238
2024-03-20,55.288921397930096
2024-03-21,50.54987099239323
2024-03-22,47.39050405536865
2024-03-23,48.970187523880945
2024-03-24,38.702244978551064
2024-03-25,53.70923792941781
2024-03-26,48.180345789624795
2024-03-27,52.12955446090552
2024-03-28,59.23813006921082
2024-03-29,59.23813006921082
2024-03-30,38.702244978551064
2024-03-31,38.702244978551064
2024-04-01,68.71623088028454
2024-04-02,66.34670567751611
2024-04-03,65.55686394325997
2024-04-04,65.55686394325997
2024-04-05,60.02797180346696
2024-04-06,48.180345789624795
2024-04-07,38.702244978551064
2024-04-08,51.339712726649374
2024-04-09,58.448288334954675
2024-04-10,48.180345789624795
2024-04-11,46.60066232111251
2024-04-12,46.60066232111251
2024-04-13,39.492086712807215
2024-04-14,35.54287804152649
2024-04-15,55.288921397930096
2024-04-16,44.23113711834408
2024-04-17,41.861611915575644
2024-04-18,43.44129538408793
2024-04-19,43.44129538408793
2024-04-20,33.173352838758056
2024-04-21,30.01398590173348
2024-04-22,41.0717701813195
2024-04-23,38.702244978551064
2024-04-24,37.91240324429492
2024-04-25,38.702244978551064
2024-04-26,41.0717701813195
2024-04-27,34.75303630727035
2024-04-28,31.59366937024577
2024-04-29,46.60066232111251
2024-04-30,41.861611915575644
2024-05-01,50.54987099239323
2024-05-02,47.39050405536865
2024-05-03,50.54987099239323
2024-05-04,38.702244978551064
2024-05-05,33.173352838758056
2024-05-06,44.23113711834408
2024-05-07,41.0717701813195
2024-05-08,38.702244978551064
2024-05-09,41.861611915575644
2024-05-10,41.861611915575644
2024-05-11,33.9631945730142
2024-05-12,27.644460698965048
2024-05-13,41.861611915575644
2024-05-14,41.861611915575644
2024-05-15,44.23113711834408
2024-05-16,42.65145364983179
2024-05-17,44.23113711834408
2024-05-18,33.9631945730142
2024-05-19,28.43430243322119
2024-05-20,41.0717701813195
2024-05-21,41.861611915575644
2024-05-22,40.28192844706336
2024-05-23,41.861611915575644
2024-05-24,52.91939619516167
2024-05-25,36.332719775782635
2024-05-26,30.803827635989624
2024-05-27,30.01398590173348
2024-05-28,41.861611915575644
2024-05-29,42.65145364983179
2024-05-30,48.180345789624795
2024-05-31,67.13654741177226
2024-06-01,50.54987099239323
2024-06-02,44.23113711834408
2024-06-03,62.3974970062354
2024-06-04,52.12955446090552
2024-06-05,67.13654741177226
2024-06-06,61.60765527197925
2024-06-07,63.18733874049154
2024-06-08,47.39050405536865
2024-06-09,40.28192844706336
2024-06-10,61.60765527197925
2024-06-11,52.12955446090552
2024-06-12,56.07876313218624
2024-06-13,56.07876313218624
2024-06-14,60.817813537723104
2024-06-15,45.02097885260022
2024-06-16,34.75303630727035
2024-06-17,52.91939619516167
2024-06-18,56.07876313218624
2024-06-19,56.86860486644238
2024-06-20,47.39050405536865
2024-06-21,42.65145364983179
2024-06-22,35.54287804152649
2024-06-23,29.224144167477338
2024-06-24,40.28192844706336
2024-06-25,40.28192844706336
2024-06-26,42.65145364983179
2024-06-27,51.339712726649374
2024-06-28,60.817813537723104
2024-06-29,41.0717701813195
2024-06-30,32.38351110450191
2024-07-01,71.08575608305298
2024-07-02,63.97718047474768
2024-07-03,58.448288334954675
2024-07-04,47.39050405536865
2024-07-05,57.65844660069853
2024-07-06,45.02097885260022
2024-07-07,39.492086712807215
2024-07-08,55.288921397930096
2024-07-09,59.23813006921082
2024-07-10,62.3974970062354
2024-07-11,63.97718047474768
2024-07-12,61.60765527197925
2024-07-13,45.02097885260022
2024-07-14,39.492086712807215
2024-07-15,59.23813006921082
2024-07-16,58.448288334954675
2024-07-17,60.02797180346696
2024-07-18,60.02797180346696
2024-07-19,56.86860486644238
2024-07-20,46.60066232111251
2024-07-21,38.702244978551064
2024-07-22,54.49907966367395
2024-07-23,54.49907966367395
2024-07-24,46.60066232111251
2024-07-25,52.12955446090552
2024-07-26,46.60066232111251
2024-07-27,32.38351110450191
2024-07-28,30.803827635989624
2024-07-29,39.492086712807215
2024-07-30,40.28192844706336
2024-07-31,46.60066232111251
2024-08-01,52.12955446090552
2024-08-02,55.288921397930096
2024-08-03,40.28192844706336
2024-08-04,32.38351110450191
2024-08-05,44.23113711834408
2024-08-06,41.861611915575644
2024-08-07,43.44129538408793
2024-08-08,41.861611915575644
2024-08-09,41.0717701813195
2024-08-10,33.9631945730142
2024-08-11,31.59366937024577
2024-08-12,42.65145364983179
2024-08-13,41.861611915575644
2024-08-14,42.65145364983179
2024-08-15,43.44129538408793
2024-08-16,57.65844660069853
2024-08-17,44.23113711834408
2024-08-18,38.811254392805445
2024-08-19,55.23718503979104
2024-08-20,50.54406199779516
2024-08-21,56.21300536672598
2024-08-22,50.54406199779516
2024-08-23,50.54406199779516
2024-08-24,42.81900683776983
2024-08-25,34.513052217937634
2024-08-26,49.17332080373215
2024-08-27,52.2052529217616
2024-08-28,52.890623518793106
2024-08-29,53.57599411582461
2024-08-30,58.26911715782049
2024-08-31,45.85093895579928
2024-09-01,44.189748031832835
2024-09-02,43.50437743480133
2024-09-03,48.19750047679722
2024-09-04,47.22168014986228
2024-09-05,43.50437743480133
2024-09-06,43.50437743480133
2024-09-07,33.142311023874626
2024-09-08,31.086199232780118
2024-09-09,39.49662498983695
2024-09-10,37.15006346883901
2024-09-11,36.85961373893558
2024-09-12,41.15781591380339
2024-09-13,44.87511862886434
2024-09-14,39.49662498983695
2024-09-15,33.142311023874626
2024-09-16,41.8431865108349
2024-09-17,40.082062726673556
2024-09-18,41.824761106094144
2024-09-19,38.920263807059825
2024-09-20,41.824761106094144
2024-09-21,32.53036974918433
2024-09-22,28.46407353053629
