Time,notre_dame_basketball
2022-09-22,0.3333333333333333
2022-09-23,1.0
2022-09-24,1.1666666666666665
2022-09-25,1.1666666666666665
2022-09-26,0.8333333333333333
2022-09-27,1.0
2022-09-28,0.6666666666666666
2022-09-29,1.0
2022-09-30,0.6666666666666666
2022-10-01,1.3333333333333333
2022-10-02,1.0
2022-10-03,0.6666666666666666
2022-10-04,0.6666666666666666
2022-10-05,0.6666666666666666
2022-10-06,0.6666666666666666
2022-10-07,1.0
2022-10-08,1.0
2022-10-09,1.6666666666666665
2022-10-10,1.3333333333333333
2022-10-11,1.0
2022-10-12,1.0
2022-10-13,1.0
2022-10-14,1.0
2022-10-15,1.3333333333333333
2022-10-16,1.6666666666666665
2022-10-17,1.3333333333333333
2022-10-18,1.0
2022-10-19,1.3333333333333333
2022-10-20,1.3333333333333333
2022-10-21,0.6666666666666666
2022-10-22,2.0
2022-10-23,1.3333333333333333
2022-10-24,1.6666666666666665
2022-10-25,1.0
2022-10-26,1.3333333333333333
2022-10-27,1.0
2022-10-28,1.0
2022-10-29,1.6666666666666665
2022-10-30,1.6666666666666665
2022-10-31,1.6666666666666665
2022-11-01,1.6666666666666665
2022-11-02,2.0
2022-11-03,2.6666666666666665
2022-11-04,1.6666666666666665
2022-11-05,3.0
2022-11-06,3.333333333333333
2022-11-07,3.333333333333333
2022-11-08,4.333333333333333
2022-11-09,2.333333333333333
2022-11-10,3.333333333333333
2022-11-11,8.0
2022-11-12,11.333333333333332
2022-11-13,7.333333333333333
2022-11-14,4.333333333333333
2022-11-15,3.6666666666666665
2022-11-16,4.666666666666666
2022-11-17,9.0
2022-11-18,4.333333333333333
2022-11-19,10.0
2022-11-20,6.333333333333333
2022-11-21,4.0
2022-11-22,5.333333333333333
2022-11-23,8.333333333333332
2022-11-24,5.333333333333333
2022-11-25,10.333333333333332
2022-11-26,9.666666666666666
2022-11-27,9.0
2022-11-28,3.6666666666666665
2022-11-29,3.333333333333333
2022-11-30,6.0
2022-12-01,19.666666666666664
2022-12-02,8.333333333333332
2022-12-03,14.666666666666666
2022-12-04,15.666666666666666
2022-12-05,6.0
2022-12-06,4.0
2022-12-07,4.333333333333333
2022-12-08,6.333333333333333
2022-12-09,4.0
2022-12-10,7.666666666666666
2022-12-11,10.666666666666666
2022-12-12,4.666666666666666
2022-12-13,2.6666666666666665
2022-12-14,2.6666666666666665
2022-12-15,2.333333333333333
2022-12-16,2.333333333333333
2022-12-17,5.666666666666666
2022-12-18,9.0
2022-12-19,5.666666666666666
2022-12-20,3.0
2022-12-21,5.0
2022-12-22,9.0
2022-12-23,3.333333333333333
2022-12-24,2.6666666666666665
2022-12-25,2.6666666666666665
2022-12-26,2.6666666666666665
2022-12-27,6.0
2022-12-28,7.0
2022-12-29,5.333333333333333
2022-12-30,14.0
2022-12-31,6.0
2023-01-01,5.0
2023-01-02,3.0
2023-01-03,5.0
2023-01-04,7.666666666666666
2023-01-05,4.0
2023-01-06,3.333333333333333
2023-01-07,18.0
2023-01-08,7.333333333333333
2023-01-09,4.333333333333333
2023-01-10,5.0
2023-01-11,8.0
2023-01-12,4.0
2023-01-13,5.0
2023-01-14,6.333333333333333
2023-01-15,11.666666666666666
2023-01-16,3.333333333333333
2023-01-17,5.0
2023-01-18,8.0
2023-01-19,5.666666666666666
2023-01-20,8.666666666666666
2023-01-21,11.333333333333332
2023-01-22,6.666666666666666
2023-01-23,4.0
2023-01-24,5.666666666666666
2023-01-25,7.333333333333333
2023-01-26,3.6666666666666665
2023-01-27,6.0
2023-01-28,14.333333333333332
2023-01-29,7.666666666666666
2023-01-30,3.6666666666666665
2023-01-31,3.333333333333333
2023-02-01,3.0
2023-02-02,4.333333333333333
2023-02-03,5.0
2023-02-04,10.333333333333332
2023-02-05,8.666666666666666
2023-02-06,3.0
2023-02-07,2.6666666666666665
2023-02-08,4.333333333333333
2023-02-09,6.0
2023-02-10,5.0
2023-02-11,11.0
2023-02-12,6.666666666666666
2023-02-13,3.333333333333333
2023-02-14,4.666666666666666
2023-02-15,9.333333333333332
2023-02-16,4.333333333333333
2023-02-17,12.0
2023-02-18,15.333333333333332
2023-02-19,8.666666666666666
2023-02-20,3.333333333333333
2023-02-21,3.333333333333333
2023-02-22,6.333333333333333
2023-02-23,17.0
2023-02-24,5.0
2023-02-25,7.333333333333333
2023-02-26,15.666666666666666
2023-02-27,9.333333333333332
2023-02-28,5.666666666666666
2023-03-01,9.333333333333332
2023-03-02,14.333333333333332
2023-03-03,11.0
2023-03-04,14.666666666666666
2023-03-05,12.0
2023-03-06,4.0
2023-03-07,7.333333333333333
2023-03-08,18.666666666666664
2023-03-09,5.333333333333333
2023-03-10,5.333333333333333
2023-03-11,6.666666666666666
2023-03-12,7.0
2023-03-13,6.0
2023-03-14,4.0
2023-03-15,5.333333333333333
2023-03-16,6.0
2023-03-17,13.0
2023-03-18,12.0
2023-03-19,24.0
2023-03-20,10.333333333333332
2023-03-21,8.0
2023-03-22,7.666666666666666
2023-03-23,8.666666666666666
2023-03-24,8.333333333333332
2023-03-25,33.33333333333333
2023-03-26,7.0
2023-03-27,3.333333333333333
2023-03-28,3.0
2023-03-29,2.6666666666666665
2023-03-30,2.6666666666666665
2023-03-31,2.333333333333333
2023-04-01,2.6666666666666665
2023-04-02,3.0
2023-04-03,2.0
2023-04-04,2.333333333333333
2023-04-05,2.0
2023-04-06,1.3333333333333333
2023-04-07,1.6666666666666665
2023-04-08,2.0
2023-04-09,1.3333333333333333
2023-04-10,1.6666666666666665
2023-04-11,1.6666666666666665
2023-04-12,1.6666666666666665
2023-04-13,1.6666666666666665
2023-04-14,1.0
2023-04-15,1.3333333333333333
2023-04-16,1.3333333333333333
2023-04-17,1.6666666666666665
2023-04-18,2.0
2023-04-19,1.3333333333333333
2023-04-20,1.3333333333333333
2023-04-21,1.6666666666666665
2023-04-22,1.6666666666666665
2023-04-23,1.0
2023-04-24,1.3333333333333333
2023-04-25,1.0
2023-04-26,1.2916666666666665
2023-04-27,1.736111111111111
2023-04-28,0.986111111111111
2023-04-29,1.0555555555555554
2023-04-30,0.986111111111111
2023-05-01,1.125
2023-05-02,1.361111111111111
2023-05-03,1.6666666666666665
2023-05-04,1.6666666666666665
2023-05-05,1.4305555555555554
2023-05-06,1.0555555555555554
2023-05-07,1.2916666666666665
2023-05-08,1.0555555555555554
2023-05-09,1.2916666666666665
2023-05-10,1.0555555555555554
2023-05-11,1.2916666666666665
2023-05-12,0.6805555555555555
2023-05-13,0.9166666666666666
2023-05-14,0.986111111111111
2023-05-15,0.986111111111111
2023-05-16,0.9166666666666666
2023-05-17,0.9166666666666666
2023-05-18,1.0555555555555554
2023-05-19,1.4305555555555554
2023-05-20,1.0555555555555554
2023-05-21,1.6666666666666665
2023-05-22,1.0555555555555554
2023-05-23,0.75
2023-05-24,1.0555555555555554
2023-05-25,0.611111111111111
2023-05-26,0.5555555555555555
2023-05-27,0.9722222222222221
2023-05-28,1.111111111111111
2023-05-29,1.111111111111111
2023-05-30,0.9722222222222221
2023-05-31,0.8333333333333333
2023-06-01,1.5277777777777775
2023-06-02,1.111111111111111
2023-06-03,1.111111111111111
2023-06-04,1.111111111111111
2023-06-05,0.5555555555555555
2023-06-06,0.8333333333333333
2023-06-07,0.8333333333333333
2023-06-08,1.111111111111111
2023-06-09,0.9722222222222221
2023-06-10,0.9722222222222221
2023-06-11,0.9722222222222221
2023-06-12,0.6944444444444443
2023-06-13,1.111111111111111
2023-06-14,0.6944444444444443
2023-06-15,0.8333333333333333
2023-06-16,0.6944444444444443
2023-06-17,0.6944444444444443
2023-06-18,1.111111111111111
2023-06-19,0.5555555555555555
2023-06-20,0.8333333333333333
2023-06-21,0.8333333333333333
2023-06-22,0.8333333333333333
2023-06-23,1.111111111111111
2023-06-24,0.6944444444444443
2023-06-25,0.8333333333333333
2023-06-26,0.8333333333333333
2023-06-27,0.8333333333333333
2023-06-28,0.5555555555555555
2023-06-29,0.6944444444444443
2023-06-30,0.5555555555555555
2023-07-01,0.8333333333333333
2023-07-02,0.9722222222222221
2023-07-03,0.6944444444444443
2023-07-04,0.6944444444444443
2023-07-05,0.5555555555555555
2023-07-06,0.9722222222222221
2023-07-07,0.8333333333333333
2023-07-08,0.0
2023-07-09,0.9722222222222221
2023-07-10,0.6944444444444443
2023-07-11,0.6944444444444443
2023-07-12,0.8333333333333333
2023-07-13,0.41666666666666663
2023-07-14,0.0
2023-07-15,0.6944444444444443
2023-07-16,0.5555555555555555
2023-07-17,0.8333333333333333
2023-07-18,0.5555555555555555
2023-07-19,0.5555555555555555
2023-07-20,0.6944444444444443
2023-07-21,0.8333333333333333
2023-07-22,0.0
2023-07-23,0.0
2023-07-24,0.6944444444444443
2023-07-25,0.8333333333333333
2023-07-26,0.6944444444444443
2023-07-27,0.5555555555555555
2023-07-28,0.5555555555555555
2023-07-29,0.5555555555555555
2023-07-30,0.0
2023-07-31,0.6944444444444443
2023-08-01,0.5555555555555555
2023-08-02,0.8333333333333333
2023-08-03,2.7777777777777772
2023-08-04,1.2499999999999998
2023-08-05,1.2499999999999998
2023-08-06,1.111111111111111
2023-08-07,0.9722222222222221
2023-08-08,0.8333333333333333
2023-08-09,1.111111111111111
2023-08-10,2.916666666666666
2023-08-11,1.8055555555555554
2023-08-12,1.3888888888888886
2023-08-13,1.6666666666666665
2023-08-14,1.111111111111111
2023-08-15,1.111111111111111
2023-08-16,0.5555555555555555
2023-08-17,1.2499999999999998
2023-08-18,0.9722222222222221
2023-08-19,0.6944444444444443
2023-08-20,1.111111111111111
2023-08-21,0.8333333333333333
2023-08-22,1.3888888888888886
2023-08-23,0.9722222222222221
2023-08-24,0.5555555555555555
2023-08-25,1.111111111111111
2023-08-26,2.222222222222222
2023-08-27,0.9722222222222221
2023-08-28,0.8333333333333333
2023-08-29,0.6944444444444443
2023-08-30,1.2499999999999998
2023-08-31,0.8333333333333333
2023-09-01,0.6944444444444443
2023-09-02,1.3888888888888886
2023-09-03,1.5277777777777775
2023-09-04,1.111111111111111
2023-09-05,0.8333333333333333
2023-09-06,0.6944444444444443
2023-09-07,0.8333333333333333
2023-09-08,0.9722222222222221
2023-09-09,1.8055555555555554
2023-09-10,0.9722222222222221
2023-09-11,0.6944444444444443
2023-09-12,1.111111111111111
2023-09-13,0.8333333333333333
2023-09-14,0.8333333333333333
2023-09-15,0.9722222222222221
2023-09-16,1.3888888888888886
2023-09-17,0.6944444444444443
2023-09-18,0.9722222222222221
2023-09-19,1.111111111111111
2023-09-20,1.2499999999999998
2023-09-21,1.2499999999999998
2023-09-22,1.111111111111111
2023-09-23,1.9444444444444442
2023-09-24,3.333333333333333
2023-09-25,0.9722222222222221
2023-09-26,0.8333333333333333
2023-09-27,1.5277777777777775
2023-09-28,1.111111111111111
2023-09-29,1.111111111111111
2023-09-30,1.8055555555555554
2023-10-01,2.222222222222222
2023-10-02,1.2499999999999998
2023-10-03,1.2499999999999998
2023-10-04,1.5277777777777775
2023-10-05,1.3888888888888886
2023-10-06,1.111111111111111
2023-10-07,1.8055555555555554
2023-10-08,2.3611111111111107
2023-10-09,1.3888888888888886
2023-10-10,0.9722222222222221
2023-10-11,1.2499999999999998
2023-10-12,1.111111111111111
2023-10-13,0.9722222222222221
2023-10-14,1.6666666666666665
2023-10-15,3.6111111111111107
2023-10-16,1.8055555555555554
2023-10-17,1.5277777777777775
2023-10-18,1.3888888888888886
2023-10-19,1.3888888888888886
2023-10-20,1.111111111111111
2023-10-21,1.8055555555555554
2023-10-22,1.6666666666666665
2023-10-23,1.5277777777777775
2023-10-24,0.8333333333333333
2023-10-25,1.3888888888888886
2023-10-26,1.6666666666666665
2023-10-27,1.5277777777777775
2023-10-28,2.222222222222222
2023-10-29,2.083333333333333
2023-10-30,2.222222222222222
2023-10-31,2.916666666666666
2023-11-01,2.4999999999999996
2023-11-02,3.7499999999999996
2023-11-03,2.222222222222222
2023-11-04,4.583333333333333
2023-11-05,3.8888888888888884
2023-11-06,11.944444444444443
2023-11-07,13.749999999999998
2023-11-08,4.444444444444444
2023-11-09,3.055555555555555
2023-11-10,3.055555555555555
2023-11-11,10.97222222222222
2023-11-12,7.777777777777777
2023-11-13,3.472222222222222
2023-11-14,2.916666666666666
2023-11-15,4.444444444444444
2023-11-16,8.194444444444443
2023-11-17,13.888888888888888
2023-11-18,12.499999999999998
2023-11-19,5.833333333333332
2023-11-20,3.1944444444444438
2023-11-21,3.6111111111111107
2023-11-22,5.416666666666666
2023-11-23,7.36111111111111
2023-11-24,5.138888888888888
2023-11-25,5.5555555555555545
2023-11-26,5.694444444444444
2023-11-27,3.055555555555555
2023-11-28,5.5555555555555545
2023-11-29,11.249999999999998
2023-11-30,5.277777777777777
2023-12-01,3.055555555555555
2023-12-02,11.527777777777777
2023-12-03,4.166666666666666
2023-12-04,2.6388888888888884
2023-12-05,4.3055555555555545
2023-12-06,6.666666666666666
2023-12-07,4.3055555555555545
2023-12-08,2.7777777777777772
2023-12-09,5.833333333333332
2023-12-10,12.499999999999998
2023-12-11,2.916666666666666
2023-12-12,2.7777777777777772
2023-12-13,2.4999999999999996
2023-12-14,2.4999999999999996
2023-12-15,2.4999999999999996
2023-12-16,9.583333333333332
2023-12-17,7.36111111111111
2023-12-18,3.6111111111111107
2023-12-19,6.249999999999999
2023-12-20,9.444444444444443
2023-12-21,5.138888888888888
2023-12-22,7.301033591731265
2023-12-23,7.783807062876829
2023-12-24,2.8933031869078376
2023-12-25,2.1360895779500426
2023-12-26,2.410529715762274
2023-12-27,1.997200689061154
2023-12-28,2.8933031869078376
2023-12-29,6.682708871662359
2023-12-30,13.844853574504736
2023-12-31,6.682708871662359
2024-01-01,3.1677433247200684
2024-01-02,3.1677433247200684
2024-01-03,4.202734711455641
2024-01-04,8.749354005167957
2024-01-05,4.546619293712316
2024-01-06,11.503768303186906
2024-01-07,13.570413436692505
2024-01-08,4.477174849267872
2024-01-09,3.3066322136089576
2024-01-10,8.127691645133504
2024-01-11,3.994401378122308
2024-01-12,4.546619293712316
2024-01-13,9.437123169681307
2024-01-14,7.783807062876829
2024-01-15,4.133290267011197
2024-01-16,5.786606373815675
2024-01-17,2.8238587424633934
2024-01-18,3.6505167958656326
2024-01-19,4.821059431524548
2024-01-20,5.303832902670111
2024-01-21,5.739879414298018
2024-01-22,2.869939707149009
2024-01-23,2.869939707149009
2024-01-24,5.739879414298018
2024-01-25,6.969853574504737
2024-01-26,5.739879414298018
2024-01-27,14.759689922480618
2024-01-28,17.629629629629626
2024-01-29,4.099913867355728
2024-01-30,3.279931093884582
2024-01-31,4.5099052540913
2024-02-01,6.969853574504737
2024-02-02,4.919896640826873
2024-02-03,8.199827734711455
2024-02-04,10.249784668389319
2024-02-05,2.869939707149009
2024-02-06,3.279931093884582
2024-02-07,4.5099052540913
2024-02-08,10.249784668389319
2024-02-09,5.739879414298018
2024-02-10,7.379844961240309
2024-02-11,10.65977605512489
2024-02-12,2.4599483204134365
2024-02-13,2.869939707149009
2024-02-14,4.919896640826873
2024-02-15,6.969853574504737
2024-02-16,5.739879414298018
2024-02-17,4.919896640826873
2024-02-18,4.919896640826873
2024-02-19,3.279931093884582
2024-02-20,6.559862187769164
2024-02-21,6.969853574504737
2024-02-22,9.429801894918173
2024-02-23,5.739879414298018
2024-02-24,17.629629629629626
2024-02-25,7.789836347975882
2024-02-26,3.279931093884582
2024-02-27,4.919896640826873
2024-02-28,9.0198105081826
2024-02-29,5.329888027562445
2024-03-01,11.479758828596037
2024-03-02,9.839793281653746
2024-03-03,23.369509043927646
2024-03-04,5.329888027562445
2024-03-05,7.379844961240309
2024-03-06,10.249784668389319
2024-03-07,3.6899224806201545
2024-03-08,8.609819121447027
2024-03-09,18.859603789836346
2024-03-10,24.599483204134362
2024-03-11,6.969853574504737
2024-03-12,18.449612403100772
2024-03-13,20.089577950043065
2024-03-14,5.739879414298018
2024-03-15,3.6899224806201545
2024-03-16,4.919896640826873
2024-03-17,5.739879414298018
2024-03-18,8.199827734711455
2024-03-19,3.6899224806201545
2024-03-20,3.279931093884582
2024-03-21,5.329888027562445
2024-03-22,6.1498708010335905
2024-03-23,22.139534883720927
2024-03-24,12.299741602067181
2024-03-25,31.97932816537467
2024-03-26,9.429801894918173
2024-03-27,4.099913867355728
2024-03-28,4.5099052540913
2024-03-29,40.999138673557276
2024-03-30,15.579672695951764
2024-03-31,6.559862187769164
2024-04-01,3.6899224806201545
2024-04-02,4.099913867355728
2024-04-03,2.4599483204134365
2024-04-04,2.049956933677864
2024-04-05,1.639965546942291
2024-04-06,3.6899224806201545
2024-04-07,3.279931093884582
2024-04-08,2.049956933677864
2024-04-09,2.869939707149009
2024-04-10,1.2299741602067182
2024-04-11,1.639965546942291
2024-04-12,1.2299741602067182
2024-04-13,1.639965546942291
2024-04-14,1.2299741602067182
2024-04-15,1.2299741602067182
2024-04-16,2.049956933677864
2024-04-17,1.639965546942291
2024-04-18,1.2299741602067182
2024-04-19,1.639965546942291
2024-04-20,1.2299741602067182
2024-04-21,0.8199827734711455
2024-04-22,0.8199827734711455
2024-04-23,1.2299741602067182
2024-04-24,1.2299741602067182
2024-04-25,0.8199827734711455
2024-04-26,1.2299741602067182
2024-04-27,1.2299741602067182
2024-04-28,1.2299741602067182
2024-04-29,1.2299741602067182
2024-04-30,1.2299741602067182
2024-05-01,0.8199827734711455
2024-05-02,0.8199827734711455
2024-05-03,1.2299741602067182
2024-05-04,0.8199827734711455
2024-05-05,1.2299741602067182
2024-05-06,1.639965546942291
2024-05-07,1.2299741602067182
2024-05-08,1.2299741602067182
2024-05-09,1.2299741602067182
2024-05-10,0.8199827734711455
2024-05-11,0.4099913867355727
2024-05-12,0.8199827734711455
2024-05-13,1.2299741602067182
2024-05-14,1.2299741602067182
2024-05-15,0.8199827734711455
2024-05-16,0.4099913867355727
2024-05-17,0.4099913867355727
2024-05-18,1.2299741602067182
2024-05-19,0.8199827734711455
2024-05-20,0.8199827734711455
2024-05-21,0.8199827734711455
2024-05-22,0.8199827734711455
2024-05-23,0.8199827734711455
2024-05-24,0.8199827734711455
2024-05-25,1.2299741602067182
2024-05-26,0.0
2024-05-27,1.2299741602067182
2024-05-28,0.8199827734711455
2024-05-29,0.8199827734711455
2024-05-30,1.2299741602067182
2024-05-31,0.8199827734711455
2024-06-01,0.8199827734711455
2024-06-02,0.8199827734711455
2024-06-03,0.8199827734711455
2024-06-04,0.8199827734711455
2024-06-05,0.8199827734711455
2024-06-06,0.0
2024-06-07,0.4099913867355727
2024-06-08,0.8199827734711455
2024-06-09,0.8199827734711455
2024-06-10,0.8199827734711455
2024-06-11,0.8199827734711455
2024-06-12,0.8199827734711455
2024-06-13,1.2299741602067182
2024-06-14,0.8199827734711455
2024-06-15,1.2299741602067182
2024-06-16,0.8199827734711455
2024-06-17,0.8199827734711455
2024-06-18,0.8199827734711455
2024-06-19,0.8199827734711455
2024-06-20,0.8199827734711455
2024-06-21,0.8199827734711455
2024-06-22,0.4099913867355727
2024-06-23,0.8199827734711455
2024-06-24,1.2299741602067182
2024-06-25,0.8199827734711455
2024-06-26,0.8199827734711455
2024-06-27,0.8199827734711455
2024-06-28,0.8199827734711455
2024-06-29,0.8199827734711455
2024-06-30,0.8199827734711455
2024-07-01,0.0
2024-07-02,0.8199827734711455
2024-07-03,0.0
2024-07-04,0.8199827734711455
2024-07-05,0.0
2024-07-06,0.8199827734711455
2024-07-07,0.0
2024-07-08,0.8199827734711455
2024-07-09,0.4099913867355727
2024-07-10,0.8199827734711455
2024-07-11,0.8199827734711455
2024-07-12,0.8199827734711455
2024-07-13,0.8199827734711455
2024-07-14,0.8199827734711455
2024-07-15,0.4099913867355727
2024-07-16,0.8199827734711455
2024-07-17,0.8199827734711455
2024-07-18,0.8199827734711455
2024-07-19,0.8199827734711455
2024-07-20,0.8199827734711455
2024-07-21,1.2299741602067182
2024-07-22,0.8199827734711455
2024-07-23,0.8199827734711455
2024-07-24,0.4099913867355727
2024-07-25,0.8199827734711455
2024-07-26,0.4099913867355727
2024-07-27,0.8199827734711455
2024-07-28,1.639965546942291
2024-07-29,0.0
2024-07-30,0.8199827734711455
2024-07-31,0.8199827734711455
2024-08-01,0.8199827734711455
2024-08-02,0.0
2024-08-03,0.8199827734711455
2024-08-04,1.2299741602067182
2024-08-05,0.8199827734711455
2024-08-06,0.4099913867355727
2024-08-07,0.8199827734711455
2024-08-08,0.8199827734711455
2024-08-09,0.8199827734711455
2024-08-10,1.2299741602067182
2024-08-11,1.2299741602067182
2024-08-12,1.2299741602067182
2024-08-13,1.2299741602067182
2024-08-14,0.8199827734711455
2024-08-15,0.8199827734711455
2024-08-16,0.4099913867355727
2024-08-17,0.8199827734711455
2024-08-18,0.4612403100775193
2024-08-19,0.4612403100775193
2024-08-20,0.9224806201550386
2024-08-21,0.4612403100775193
2024-08-22,0.6662360034453056
2024-08-23,0.4612403100775193
2024-08-24,1.1274763135228252
2024-08-25,0.6662360034453056
2024-08-26,0.6662360034453056
2024-08-27,0.6662360034453056
2024-08-28,1.1274763135228252
2024-08-29,0.0
2024-08-30,2.511197243755383
2024-08-31,2.049956933677864
2024-09-01,2.9724375538329024
2024-09-02,1.1274763135228252
2024-09-03,0.9224806201550386
2024-09-04,1.1274763135228252
2024-09-05,0.6662360034453056
2024-09-06,0.9224806201550386
2024-09-07,2.049956933677864
2024-09-08,1.5887166236003445
2024-09-09,0.9224806201550386
2024-09-10,0.9224806201550386
2024-09-11,0.6662360034453056
2024-09-12,0.4612403100775193
2024-09-13,0.6662360034453056
2024-09-14,1.383720930232558
2024-09-15,1.1274763135228252
2024-09-16,0.9224806201550386
2024-09-17,1.024978466838932
2024-09-18,1.024978466838932
2024-09-19,1.024978466838932
2024-09-20,1.024978466838932
2024-09-21,2.049956933677864
2024-09-22,1.024978466838932
