Time,strands
2022-05-02,75.0
2022-05-03,81.0
2022-05-04,74.0
2022-05-05,66.0
2022-05-06,57.0
2022-05-07,49.0
2022-05-08,42.0
2022-05-09,68.0
2022-05-10,63.0
2022-05-11,74.0
2022-05-12,56.0
2022-05-13,54.0
2022-05-14,40.0
2022-05-15,39.0
2022-05-16,56.0
2022-05-17,57.0
2022-05-18,57.0
2022-05-19,53.0
2022-05-20,48.0
2022-05-21,41.0
2022-05-22,41.0
2022-05-23,58.0
2022-05-24,48.0
2022-05-25,49.0
2022-05-26,51.0
2022-05-27,49.0
2022-05-28,43.0
2022-05-29,39.0
2022-05-30,40.0
2022-05-31,43.0
2022-06-01,44.0
2022-06-02,45.0
2022-06-03,47.0
2022-06-04,45.0
2022-06-05,50.0
2022-06-06,47.0
2022-06-07,43.0
2022-06-08,39.0
2022-06-09,48.0
2022-06-10,40.0
2022-06-11,43.0
2022-06-12,38.0
2022-06-13,44.0
2022-06-14,46.0
2022-06-15,40.0
2022-06-16,35.0
2022-06-17,46.0
2022-06-18,41.0
2022-06-19,38.0
2022-06-20,44.0
2022-06-21,47.0
2022-06-22,36.0
2022-06-23,41.0
2022-06-24,41.0
2022-06-25,39.0
2022-06-26,34.0
2022-06-27,34.0
2022-06-28,41.0
2022-06-29,41.0
2022-06-30,35.0
2022-07-01,40.0
2022-07-02,37.0
2022-07-03,37.0
2022-07-04,36.0
2022-07-05,38.0
2022-07-06,35.0
2022-07-07,36.0
2022-07-08,44.0
2022-07-09,37.0
2022-07-10,38.0
2022-07-11,36.0
2022-07-12,39.0
2022-07-13,45.0
2022-07-14,35.0
2022-07-15,46.0
2022-07-16,42.0
2022-07-17,37.0
2022-07-18,44.0
2022-07-19,37.0
2022-07-20,38.0
2022-07-21,37.0
2022-07-22,36.0
2022-07-23,44.0
2022-07-24,36.0
2022-07-25,37.0
2022-07-26,38.0
2022-07-27,47.0
2022-07-28,41.0
2022-07-29,42.0
2022-07-30,39.0
2022-07-31,43.0
2022-08-01,38.0
2022-08-02,40.0
2022-08-03,42.0
2022-08-04,35.0
2022-08-05,40.0
2022-08-06,42.0
2022-08-07,39.0
2022-08-08,39.0
2022-08-09,37.0
2022-08-10,36.0
2022-08-11,34.0
2022-08-12,41.0
2022-08-13,37.0
2022-08-14,38.0
2022-08-15,40.0
2022-08-16,36.0
2022-08-17,41.0
2022-08-18,39.0
2022-08-19,46.0
2022-08-20,40.0
2022-08-21,38.0
2022-08-22,34.0
2022-08-23,43.0
2022-08-24,36.0
2022-08-25,43.0
2022-08-26,40.0
2022-08-27,40.0
2022-08-28,40.0
2022-08-29,49.5
2022-08-30,50.0
2022-08-31,53.0
2022-09-01,41.0
2022-09-02,52.5
2022-09-03,42.0
2022-09-04,42.0
2022-09-05,41.0
2022-09-06,50.0
2022-09-07,57.5
2022-09-08,54.0
2022-09-09,55.5
2022-09-10,43.0
2022-09-11,48.5
2022-09-12,57.5
2022-09-13,54.0
2022-09-14,63.5
2022-09-15,51.0
2022-09-16,54.0
2022-09-17,50.0
2022-09-18,50.0
2022-09-19,59.5
2022-09-20,61.5
2022-09-21,57.0
2022-09-22,61.5
2022-09-23,61.5
2022-09-24,47.0
2022-09-25,53.5
2022-09-26,64.5
2022-09-27,58.5
2022-09-28,62.0
2022-09-29,61.0
2022-09-30,59.0
2022-10-01,42.0
2022-10-02,57.0
2022-10-03,65.0
2022-10-04,68.0
2022-10-05,65.0
2022-10-06,61.0
2022-10-07,69.0
2022-10-08,50.0
2022-10-09,56.0
2022-10-10,63.0
2022-10-11,71.0
2022-10-12,61.0
2022-10-13,68.0
2022-10-14,69.0
2022-10-15,49.0
2022-10-16,49.0
2022-10-17,69.0
2022-10-18,76.0
2022-10-19,73.0
2022-10-20,71.0
2022-10-21,64.0
2022-10-22,46.0
2022-10-23,60.0
2022-10-24,78.0
2022-10-25,76.0
2022-10-26,78.0
2022-10-27,79.0
2022-10-28,69.0
2022-10-29,48.0
2022-10-30,45.0
2022-10-31,76.0
2022-11-01,67.0
2022-11-02,73.0
2022-11-03,79.0
2022-11-04,79.0
2022-11-05,55.0
2022-11-06,66.0
2022-11-07,78.0
2022-11-08,73.0
2022-11-09,77.0
2022-11-10,84.0
2022-11-11,76.0
2022-11-12,58.0
2022-11-13,64.0
2022-11-14,85.0
2022-11-15,86.0
2022-11-16,74.0
2022-11-17,87.0
2022-11-18,71.0
2022-11-19,52.0
2022-11-20,59.0
2022-11-21,72.0
2022-11-22,62.0
2022-11-23,57.0
2022-11-24,43.0
2022-11-25,47.0
2022-11-26,53.0
2022-11-27,78.0
2022-11-28,80.0
2022-11-29,88.0
2022-11-30,92.0
2022-12-01,81.0
2022-12-02,94.0
2022-12-03,94.0
2022-12-04,91.0
2022-12-05,100.0
2022-12-06,94.0
2022-12-07,92.0
2022-12-08,93.0
2022-12-09,94.0
2022-12-10,63.0
2022-12-11,64.0
2022-12-12,91.0
2022-12-13,81.0
2022-12-14,81.0
2022-12-15,76.0
2022-12-16,69.0
2022-12-17,60.0
2022-12-18,50.0
2022-12-19,66.0
2022-12-20,56.0
2022-12-21,48.0
2022-12-22,40.0
2022-12-23,41.0
2022-12-24,35.0
2022-12-25,27.0
2022-12-26,36.0
2022-12-27,38.0
2022-12-28,43.0
2022-12-29,41.0
2022-12-30,41.0
2022-12-31,38.0
2023-01-01,33.0
2023-01-02,41.0
2023-01-03,49.0
2023-01-04,50.0
2023-01-05,54.0
2023-01-06,62.0
2023-01-07,40.0
2023-01-08,43.0
2023-01-09,65.0
2023-01-10,64.0
2023-01-11,77.0
2023-01-12,74.0
2023-01-13,73.0
2023-01-14,45.0
2023-01-15,41.0
2023-01-16,47.0
2023-01-17,73.0
2023-01-18,72.0
2023-01-19,81.0
2023-01-20,71.0
2023-01-21,46.0
2023-01-22,56.0
2023-01-23,88.0
2023-01-24,81.0
2023-01-25,75.0
2023-01-26,84.0
2023-01-27,73.0
2023-01-28,43.0
2023-01-29,49.0
2023-01-30,85.0
2023-01-31,76.0
2023-02-01,81.0
2023-02-02,79.0
2023-02-03,89.0
2023-02-04,54.0
2023-02-05,54.0
2023-02-06,85.0
2023-02-07,99.0
2023-02-08,87.0
2023-02-09,94.0
2023-02-10,76.0
2023-02-11,49.0
2023-02-12,54.0
2023-02-13,82.0
2023-02-14,81.0
2023-02-15,92.0
2023-02-16,89.0
2023-02-17,83.0
2023-02-18,50.0
2023-02-19,55.0
2023-02-20,57.0
2023-02-21,83.0
2023-02-22,83.0
2023-02-23,87.0
2023-02-24,80.0
2023-02-25,47.0
2023-02-26,56.0
2023-02-27,93.0
2023-02-28,85.0
2023-03-01,98.0
2023-03-02,92.0
2023-03-03,83.0
2023-03-04,55.0
2023-03-05,63.0
2023-03-06,93.0
2023-03-07,89.0
2023-03-08,90.0
2023-03-09,95.0
2023-03-10,78.0
2023-03-11,60.0
2023-03-12,50.0
2023-03-13,74.0
2023-03-14,75.0
2023-03-15,75.0
2023-03-16,84.0
2023-03-17,68.0
2023-03-18,42.0
2023-03-19,48.0
2023-03-20,83.0
2023-03-21,80.0
2023-03-22,81.0
2023-03-23,90.0
2023-03-24,86.0
2023-03-25,53.0
2023-03-26,52.0
2023-03-27,77.0
2023-03-28,77.0
2023-03-29,82.0
2023-03-30,86.0
2023-03-31,74.0
2023-04-01,53.0
2023-04-02,43.0
2023-04-03,75.0
2023-04-04,75.0
2023-04-05,68.0
2023-04-06,66.0
2023-04-07,54.0
2023-04-08,50.0
2023-04-09,46.0
2023-04-10,73.0
2023-04-11,71.0
2023-04-12,74.0
2023-04-13,78.0
2023-04-14,69.0
2023-04-15,47.0
2023-04-16,53.0
2023-04-17,79.0
2023-04-18,78.0
2023-04-19,73.0
2023-04-20,76.0
2023-04-21,73.0
2023-04-22,49.0
2023-04-23,51.0
2023-04-24,82.0
2023-04-25,70.0
2023-04-26,78.0
2023-04-27,73.5
2023-04-28,68.5
2023-04-29,46.0
2023-04-30,51.0
2023-05-01,71.5
2023-05-02,73.5
2023-05-03,70.5
2023-05-04,70.5
2023-05-05,63.5
2023-05-06,44.5
2023-05-07,37.0
2023-05-08,66.5
2023-05-09,68.0
2023-05-10,66.5
2023-05-11,63.5
2023-05-12,58.5
2023-05-13,45.0
2023-05-14,41.0
2023-05-15,57.0
2023-05-16,52.5
2023-05-17,65.0
2023-05-18,53.0
2023-05-19,55.0
2023-05-20,44.0
2023-05-21,50.0
2023-05-22,52.0
2023-05-23,57.0
2023-05-24,59.5
2023-05-25,56.0
2023-05-26,50.0
2023-05-27,44.0
2023-05-28,40.0
2023-05-29,37.0
2023-05-30,41.0
2023-05-31,54.0
2023-06-01,45.0
2023-06-02,49.0
2023-06-03,42.0
2023-06-04,42.0
2023-06-05,47.0
2023-06-06,45.0
2023-06-07,47.0
2023-06-08,40.0
2023-06-09,48.0
2023-06-10,38.0
2023-06-11,42.0
2023-06-12,41.0
2023-06-13,44.0
2023-06-14,49.0
2023-06-15,39.0
2023-06-16,38.0
2023-06-17,38.0
2023-06-18,40.0
2023-06-19,41.0
2023-06-20,45.0
2023-06-21,36.0
2023-06-22,38.0
2023-06-23,40.0
2023-06-24,40.0
2023-06-25,38.0
2023-06-26,39.0
2023-06-27,38.0
2023-06-28,48.0
2023-06-29,41.0
2023-06-30,46.0
2023-07-01,40.0
2023-07-02,36.0
2023-07-03,37.0
2023-07-04,32.0
2023-07-05,39.0
2023-07-06,40.0
2023-07-07,50.0
2023-07-08,40.0
2023-07-09,43.0
2023-07-10,41.0
2023-07-11,41.0
2023-07-12,46.0
2023-07-13,42.0
2023-07-14,36.0
2023-07-15,40.0
2023-07-16,36.0
2023-07-17,40.0
2023-07-18,41.0
2023-07-19,41.0
2023-07-20,40.0
2023-07-21,43.0
2023-07-22,35.0
2023-07-23,40.0
2023-07-24,43.0
2023-07-25,48.0
2023-07-26,46.0
2023-07-27,40.0
2023-07-28,36.0
2023-07-29,44.0
2023-07-30,38.0
2023-07-31,39.0
2023-08-01,35.0
2023-08-02,42.0
2023-08-03,37.0
2023-08-04,43.0
2023-08-05,40.0
2023-08-06,41.0
2023-08-07,46.0
2023-08-08,43.0
2023-08-09,45.0
2023-08-10,40.0
2023-08-11,38.0
2023-08-12,39.0
2023-08-13,36.0
2023-08-14,39.0
2023-08-15,47.0
2023-08-16,39.0
2023-08-17,37.0
2023-08-18,39.0
2023-08-19,36.0
2023-08-20,41.0
2023-08-21,39.0
2023-08-22,45.0
2023-08-23,46.0
2023-08-24,50.0
2023-08-25,44.0
2023-08-26,37.0
2023-08-27,45.0
2023-08-28,51.0
2023-08-29,46.0
2023-08-30,47.0
2023-08-31,52.0
2023-09-01,49.0
2023-09-02,36.0
2023-09-03,42.0
2023-09-04,47.0
2023-09-05,49.0
2023-09-06,51.0
2023-09-07,53.0
2023-09-08,52.0
2023-09-09,43.0
2023-09-10,49.0
2023-09-11,65.0
2023-09-12,59.0
2023-09-13,62.0
2023-09-14,62.0
2023-09-15,54.0
2023-09-16,52.0
2023-09-17,54.0
2023-09-18,60.0
2023-09-19,65.0
2023-09-20,69.0
2023-09-21,65.0
2023-09-22,59.0
2023-09-23,50.0
2023-09-24,56.0
2023-09-25,66.0
2023-09-26,64.0
2023-09-27,72.0
2023-09-28,64.0
2023-09-29,63.0
2023-09-30,43.0
2023-10-01,54.0
2023-10-02,74.0
2023-10-03,60.0
2023-10-04,71.0
2023-10-05,66.0
2023-10-06,64.0
2023-10-07,49.0
2023-10-08,58.0
2023-10-09,73.0
2023-10-10,70.0
2023-10-11,72.0
2023-10-12,75.0
2023-10-13,62.0
2023-10-14,44.0
2023-10-15,60.0
2023-10-16,80.0
2023-10-17,79.0
2023-10-18,75.0
2023-10-19,64.0
2023-10-20,80.0
2023-10-21,48.0
2023-10-22,59.0
2023-10-23,90.0
2023-10-24,81.0
2023-10-25,79.0
2023-10-26,77.0
2023-10-27,71.0
2023-10-28,48.0
2023-10-29,56.0
2023-10-30,87.0
2023-10-31,80.0
2023-11-01,73.0
2023-11-02,78.0
2023-11-03,81.0
2023-11-04,53.0
2023-11-05,57.0
2023-11-06,93.0
2023-11-07,86.0
2023-11-08,84.0
2023-11-09,80.0
2023-11-10,85.0
2023-11-11,53.0
2023-11-12,54.0
2023-11-13,90.0
2023-11-14,92.0
2023-11-15,96.0
2023-11-16,93.0
2023-11-17,85.0
2023-11-18,58.0
2023-11-19,60.0
2023-11-20,78.0
2023-11-21,70.0
2023-11-22,45.0
2023-11-23,39.0
2023-11-24,54.0
2023-11-25,59.0
2023-11-26,71.0
2023-11-27,85.0
2023-11-28,88.0
2023-11-29,100.0
2023-11-30,89.0
2023-12-01,84.0
2023-12-02,64.0
2023-12-03,71.0
2023-12-04,92.0
2023-12-05,91.0
2023-12-06,89.0
2023-12-07,82.0
2023-12-08,88.0
2023-12-09,59.0
2023-12-10,54.0
2023-12-11,82.0
2023-12-12,76.0
2023-12-13,76.0
2023-12-14,77.0
2023-12-15,72.0
2023-12-16,49.0
2023-12-17,45.0
2023-12-18,67.0
2023-12-19,52.0
2023-12-20,55.0
2023-12-21,48.0
2023-12-22,23.5
2023-12-23,23.0
2023-12-24,16.0
2023-12-25,13.5
2023-12-26,17.0
2023-12-27,21.5
2023-12-28,20.0
2023-12-29,22.0
2023-12-30,19.0
2023-12-31,20.0
2024-01-01,17.5
2024-01-02,22.0
2024-01-03,25.5
2024-01-04,27.0
2024-01-05,27.5
2024-01-06,22.5
2024-01-07,23.5
2024-01-08,30.0
2024-01-09,35.5
2024-01-10,39.0
2024-01-11,39.5
2024-01-12,41.0
2024-01-13,21.5
2024-01-14,21.0
2024-01-15,22.5
2024-01-16,31.5
2024-01-17,36.5
2024-01-18,45.5
2024-01-19,38.0
2024-01-20,24.5
2024-01-21,2.0
2024-01-22,3.0
2024-01-23,4.0
2024-01-24,4.0
2024-01-25,4.0
2024-01-26,4.0
2024-01-27,2.0
2024-01-28,2.0
2024-01-29,4.0
2024-01-30,4.0
2024-01-31,5.0
2024-02-01,4.0
2024-02-02,4.0
2024-02-03,2.0
2024-02-04,2.0
2024-02-05,5.0
2024-02-06,4.0
2024-02-07,4.0
2024-02-08,4.0
2024-02-09,4.0
2024-02-10,2.0
2024-02-11,2.0
2024-02-12,4.0
2024-02-13,4.0
2024-02-14,4.0
2024-02-15,4.0
2024-02-16,4.0
2024-02-17,2.0
2024-02-18,3.0
2024-02-19,3.0
2024-02-20,4.0
2024-02-21,4.0
2024-02-22,4.0
2024-02-23,4.0
2024-02-24,2.0
2024-02-25,3.0
2024-02-26,5.0
2024-02-27,5.0
2024-02-28,4.0
2024-02-29,4.0
2024-03-01,4.0
2024-03-02,2.0
2024-03-03,2.0
2024-03-04,23.0
2024-03-05,59.0
2024-03-06,57.0
2024-03-07,66.0
2024-03-08,61.0
2024-03-09,48.0
2024-03-10,49.0
2024-03-11,63.0
2024-03-12,66.0
2024-03-13,74.0
2024-03-14,68.0
2024-03-15,70.0
2024-03-16,62.0
2024-03-17,60.0
2024-03-18,72.0
2024-03-19,70.0
2024-03-20,74.0
2024-03-21,76.0
2024-03-22,73.0
2024-03-23,67.0
2024-03-24,79.0
2024-03-25,80.0
2024-03-26,84.0
2024-03-27,85.0
2024-03-28,80.0
2024-03-29,96.0
2024-03-30,79.0
2024-03-31,83.0
2024-04-01,88.0
2024-04-02,78.0
2024-04-03,100.0
2024-04-04,91.0
2024-04-05,91.0
2024-04-06,73.0
2024-04-07,68.0
2024-04-08,69.0
2024-04-09,89.0
2024-04-10,88.0
2024-04-11,89.0
2024-04-12,96.0
2024-04-13,82.0
2024-04-14,82.0
2024-04-15,87.0
2024-04-16,95.0
2024-04-17,97.0
2024-04-18,89.0
2024-04-19,86.0
2024-04-20,79.0
2024-04-21,80.0
2024-04-22,91.0
2024-04-23,82.0
2024-04-24,88.0
2024-04-25,82.0
2024-04-26,83.0
2024-04-27,77.0
2024-04-28,76.0
2024-04-29,88.0
2024-04-30,81.0
2024-05-01,82.0
2024-05-02,75.0
2024-05-03,88.0
2024-05-04,73.0
2024-05-05,72.0
2024-05-06,80.0
2024-05-07,79.0
2024-05-08,85.0
2024-05-09,81.0
2024-05-10,78.0
2024-05-11,71.0
2024-05-12,79.0
2024-05-13,74.0
2024-05-14,79.0
2024-05-15,82.0
2024-05-16,76.0
2024-05-17,83.0
2024-05-18,71.0
2024-05-19,73.0
2024-05-20,81.0
2024-05-21,81.0
2024-05-22,81.0
2024-05-23,79.0
2024-05-24,74.0
2024-05-25,76.0
2024-05-26,74.0
2024-05-27,70.0
2024-05-28,72.0
2024-05-29,67.0
2024-05-30,76.0
2024-05-31,73.0
2024-06-01,68.0
2024-06-02,70.0
2024-06-03,75.0
2024-06-04,75.0
2024-06-05,73.0
2024-06-06,69.0
2024-06-07,71.0
2024-06-08,72.0
2024-06-09,75.0
2024-06-10,71.0
2024-06-11,81.0
2024-06-12,70.0
2024-06-13,75.0
2024-06-14,71.0
2024-06-15,68.0
2024-06-16,86.0
2024-06-17,70.0
2024-06-18,68.0
2024-06-19,75.0
2024-06-20,63.0
2024-06-21,67.0
2024-06-22,72.0
2024-06-23,71.0
2024-06-24,79.0
2024-06-25,67.0
2024-06-26,64.0
2024-06-27,63.0
2024-06-28,55.0
2024-06-29,57.0
2024-06-30,63.0
2024-07-01,53.0
2024-07-02,55.0
2024-07-03,52.0
2024-07-04,48.0
2024-07-05,53.0
2024-07-06,54.0
2024-07-07,64.0
2024-07-08,48.0
2024-07-09,53.0
2024-07-10,59.0
2024-07-11,50.0
2024-07-12,59.0
2024-07-13,57.0
2024-07-14,60.0
2024-07-15,57.0
2024-07-16,46.0
2024-07-17,47.0
2024-07-18,45.0
2024-07-19,57.0
2024-07-20,45.0
2024-07-21,78.0
2024-07-22,58.0
2024-07-23,48.0
2024-07-24,60.0
2024-07-25,67.0
2024-07-26,45.0
2024-07-27,50.0
2024-07-28,48.0
2024-07-29,44.0
2024-07-30,54.0
2024-07-31,55.0
2024-08-01,53.0
2024-08-02,44.0
2024-08-03,47.0
2024-08-04,45.0
2024-08-05,54.0
2024-08-06,45.0
2024-08-07,53.0
2024-08-08,40.0
2024-08-09,43.0
2024-08-10,45.0
2024-08-11,55.0
2024-08-12,56.0
2024-08-13,48.0
2024-08-14,49.0
2024-08-15,47.0
2024-08-16,49.0
2024-08-17,52.0
2024-08-18,62.0
2024-08-19,46.5
2024-08-20,62.5
2024-08-21,53.0
2024-08-22,56.5
2024-08-23,61.0
2024-08-24,62.5
2024-08-25,71.5
2024-08-26,73.5
2024-08-27,69.0
2024-08-28,63.5
2024-08-29,52.5
2024-08-30,51.0
2024-08-31,48.0
2024-09-01,55.5
2024-09-02,52.0
2024-09-03,45.5
2024-09-04,76.0
2024-09-05,66.0
2024-09-06,48.0
2024-09-07,44.0
2024-09-08,44.0
2024-09-09,49.5
2024-09-10,50.0
2024-09-11,47.5
2024-09-12,52.0
2024-09-13,47.5
2024-09-14,50.0
2024-09-15,44.0
2024-09-16,53.5
2024-09-17,57.0
2024-09-18,53.0
2024-09-19,60.0
2024-09-20,72.0
2024-09-21,59.0
2024-09-22,48.0
2024-09-23,51.0
2024-09-24,67.0
2024-09-25,53.0
2024-09-26,52.0
2024-09-27,56.0
2024-09-28,46.0
2024-09-29,50.0
2024-09-30,63.0
2024-10-01,57.0
2024-10-02,69.0
2024-10-03,61.0
2024-10-04,59.0
2024-10-05,60.0
2024-10-06,54.0
2024-10-07,63.0
2024-10-08,67.0
2024-10-09,55.0
2024-10-10,64.0
2024-10-11,64.0
2024-10-12,57.0
2024-10-13,53.0
2024-10-14,52.0
2024-10-15,78.0
2024-10-16,73.0
2024-10-17,61.0
2024-10-18,74.0
2024-10-19,55.0
2024-10-20,51.0
2024-10-21,56.0
2024-10-22,59.0
2024-10-23,59.0
2024-10-24,69.0
2024-10-25,53.0
2024-10-26,48.0
2024-10-27,51.0
2024-10-28,53.0
2024-10-29,58.0
2024-10-30,55.0
2024-10-31,46.0
2024-11-01,49.0
2024-11-02,63.0
2024-11-03,65.0
2024-11-04,62.0
2024-11-05,52.0
2024-11-06,40.0
2024-11-07,49.0
2024-11-08,54.0
2024-11-09,53.0
2024-11-10,56.0
2024-11-11,52.0
2024-11-12,83.0
2024-11-13,83.0
2024-11-14,67.0
2024-11-15,72.0
2024-11-16,54.0
2024-11-17,53.0
2024-11-18,68.0
2024-11-19,55.0
2024-11-20,59.0
2024-11-21,56.0
2024-11-22,60.0
2024-11-23,47.0
2024-11-24,56.0
2024-11-25,63.0
2024-11-26,53.0
2024-11-27,47.0
2024-11-28,46.0
2024-11-29,58.0
2024-11-30,65.0
2024-12-01,50.0
2024-12-02,53.0
2024-12-03,56.0
2024-12-04,100.0
2024-12-05,79.0
2024-12-06,59.0
2024-12-07,51.0
2024-12-08,50.0
2024-12-09,70.0
2024-12-10,62.0
2024-12-11,52.0
2024-12-12,51.0
2024-12-13,62.0
2024-12-14,59.0
2024-12-15,50.0
2024-12-16,89.0
2024-12-17,84.0
2024-12-18,73.0
2024-12-19,68.0
2024-12-20,53.0
2024-12-21,50.0
2024-12-22,51.0
2024-12-23,41.0
2024-12-24,59.0
2024-12-25,56.0
2024-12-26,51.0
2024-12-27,48.0
2024-12-28,59.0
2024-12-29,62.0
2024-12-30,54.0
2024-12-31,56.0
2025-01-01,46.0
2025-01-02,44.0
2025-01-03,46.0
2025-01-04,52.0
2025-01-05,41.0
2025-01-06,45.0
2025-01-07,66.0
2025-01-08,48.0
2025-01-09,54.0
2025-01-10,54.0
2025-01-11,43.0
2025-01-12,51.0
2025-01-13,50.0
2025-01-14,43.0
2025-01-15,49.0
2025-01-16,59.0
2025-01-17,62.0
2025-01-18,58.0
2025-01-19,52.0
2025-01-20,49.0
2025-01-21,70.0
2025-01-22,60.0
2025-01-23,46.0
2025-01-24,48.0
2025-01-25,58.0
2025-01-26,54.0
2025-01-27,56.0
2025-01-28,61.0
2025-01-29,71.0
2025-01-30,61.0
2025-01-31,51.0
2025-02-01,54.0
2025-02-02,47.0
2025-02-03,52.0
2025-02-04,63.0
2025-02-05,58.0
2025-02-06,55.0
2025-02-07,58.0
2025-02-08,52.0
2025-02-09,44.0
2025-02-10,45.0
2025-02-11,50.0
2025-02-12,55.0
2025-02-13,51.0
2025-02-14,52.0
2025-02-15,50.0
2025-02-16,48.0
2025-02-17,51.0
2025-02-18,50.0
2025-02-19,61.0
2025-02-20,61.0
2025-02-21,51.0
2025-02-22,45.0
2025-02-23,54.0
2025-02-24,51.0
2025-02-25,61.0
2025-02-26,82.0
2025-02-27,75.0
2025-02-28,54.0
2025-03-01,53.0
2025-03-02,48.0
2025-03-03,54.0
2025-03-04,76.0
2025-03-05,67.0
2025-03-06,55.0
2025-03-07,63.0
2025-03-08,51.0
2025-03-09,49.0
2025-03-10,49.0
2025-03-11,51.0
2025-03-12,65.0
2025-03-13,62.0
2025-03-14,47.0
2025-03-15,52.0
2025-03-16,53.0
2025-03-17,91.0
2025-03-18,76.0
2025-03-19,63.0
2025-03-20,63.0
2025-03-21,56.0
2025-03-22,46.0
2025-03-23,48.0
2025-03-24,61.0
2025-03-25,53.0
2025-03-26,51.0
2025-03-27,53.0
2025-03-28,54.0
2025-03-29,59.0
2025-03-30,47.0
2025-03-31,58.0
2025-04-01,50.0
2025-04-02,49.0
2025-04-03,56.0
2025-04-04,53.0
2025-04-05,47.0
2025-04-06,52.0
2025-04-07,66.0
2025-04-08,73.0
2025-04-09,62.0
2025-04-10,53.0
2025-04-11,63.0
2025-04-12,51.0
2025-04-13,63.0
2025-04-14,54.0
2025-04-15,68.5
2025-04-16,60.5
2025-04-17,88.5
2025-04-18,54.0
2025-04-19,64.0
2025-04-20,49.5
2025-04-21,56.0
2025-04-22,60.5
2025-04-23,63.0
2025-04-24,63.0
2025-04-25,64.0
2025-04-26,48.0
2025-04-27,50.5
2025-04-28,55.0
2025-04-29,87.5
2025-04-30,72.5
2025-05-01,50.5
2025-05-02,54.0
2025-05-03,45.0
2025-05-04,50.5
2025-05-05,49.5
2025-05-06,60.0
2025-05-07,60.5
2025-05-08,61.5
2025-05-09,61.0
2025-05-10,54.0
2025-05-11,46.0
2025-05-12,64.0
2025-05-13,63.0
2025-05-14,58.5
2025-05-15,60.0
2025-05-16,64.0
2025-05-17,64.0
2025-05-18,56.0
2025-05-19,64.0
2025-05-20,62.0
2025-05-21,65.0
2025-05-22,69.0
2025-05-23,69.0
2025-05-24,55.0
2025-05-25,72.0
2025-05-26,76.0
2025-05-27,78.0
2025-05-28,58.0
2025-05-29,58.0
2025-05-30,56.0
2025-05-31,48.0
2025-06-01,54.0
2025-06-02,56.0
2025-06-03,65.0
2025-06-04,69.0
2025-06-05,61.0
2025-06-06,68.0
2025-06-07,62.0
2025-06-08,53.0
2025-06-09,58.0
2025-06-10,59.0
2025-06-11,64.0
2025-06-12,48.0
2025-06-13,45.0
2025-06-14,51.0
2025-06-15,52.0
2025-06-16,62.0
2025-06-17,68.0
2025-06-18,62.0
2025-06-19,54.0
2025-06-20,55.0
2025-06-21,61.0
2025-06-22,54.0
2025-06-23,51.0
2025-06-24,49.0
