Time,tesla_stock_price
2022-01-01,12.0
2022-01-02,12.0
2022-01-03,69.0
2022-01-04,82.0
2022-01-05,63.0
2022-01-06,50.0
2022-01-07,56.0
2022-01-08,17.0
2022-01-09,12.0
2022-01-10,49.0
2022-01-11,52.0
2022-01-12,44.0
2022-01-13,46.0
2022-01-14,42.0
2022-01-15,13.0
2022-01-16,8.0
2022-01-17,16.0
2022-01-18,43.0
2022-01-19,41.0
2022-01-20,43.0
2022-01-21,50.0
2022-01-22,22.0
2022-01-23,13.0
2022-01-24,100.0
2022-01-25,58.0
2022-01-26,64.0
2022-01-27,72.0
2022-01-28,82.0
2022-01-29,23.0
2022-01-30,13.0
2022-01-31,59.0
2022-02-01,63.0
2022-02-02,56.0
2022-02-03,56.0
2022-02-04,56.0
2022-02-05,18.0
2022-02-06,11.0
2022-02-07,53.0
2022-02-08,52.0
2022-02-09,45.0
2022-02-10,43.0
2022-02-11,49.0
2022-02-12,16.0
2022-02-13,9.0
2022-02-14,47.0
2022-02-15,52.0
2022-02-16,50.0
2022-02-17,46.0
2022-02-18,49.0
2022-02-19,15.0
2022-02-20,10.0
2022-02-21,19.0
2022-02-22,53.0
2022-02-23,53.0
2022-02-24,82.0
2022-02-25,57.0
2022-02-26,17.0
2022-02-27,10.0
2022-02-28,56.0
2022-03-01,49.0
2022-03-02,49.0
2022-03-03,45.0
2022-03-04,46.0
2022-03-05,15.0
2022-03-06,12.0
2022-03-07,50.0
2022-03-08,49.0
2022-03-09,53.0
2022-03-10,50.0
2022-03-11,46.0
2022-03-12,17.0
2022-03-13,12.0
2022-03-14,50.0
2022-03-15,49.0
2022-03-16,52.0
2022-03-17,48.0
2022-03-18,48.0
2022-03-19,15.0
2022-03-20,9.0
2022-03-21,50.0
2022-03-22,54.0
2022-03-23,58.0
2022-03-24,55.0
2022-03-25,46.0
2022-03-26,14.0
2022-03-27,10.0
2022-03-28,66.0
2022-03-29,63.0
2022-03-30,62.0
2022-03-31,49.0
2022-04-01,47.0
2022-04-02,17.0
2022-04-03,13.0
2022-04-04,56.0
2022-04-05,48.0
2022-04-06,50.0
2022-04-07,46.0
2022-04-08,46.0
2022-04-09,16.0
2022-04-10,11.0
2022-04-11,48.0
2022-04-12,46.0
2022-04-13,40.0
2022-04-14,46.0
2022-04-15,28.0
2022-04-16,11.0
2022-04-17,11.0
2022-04-18,44.0
2022-04-19,45.0
2022-04-20,56.0
2022-04-21,70.0
2022-04-22,51.0
2022-04-23,20.0
2022-04-24,10.0
2022-04-25,53.0
2022-04-26,69.0
2022-04-27,77.0
2022-04-28,68.0
2022-04-29,65.0
2022-04-30,24.0
2022-05-01,13.0
2022-05-02,53.0
2022-05-03,46.0
2022-05-04,47.0
2022-05-05,59.0
2022-05-06,55.0
2022-05-07,18.0
2022-05-08,12.0
2022-05-09,66.0
2022-05-10,67.0
2022-05-11,73.0
2022-05-12,83.0
2022-05-13,70.0
2022-05-14,25.0
2022-05-15,15.0
2022-05-16,53.0
2022-05-17,55.0
2022-05-18,66.0
2022-05-19,71.0
2022-05-20,78.0
2022-05-21,31.0
2022-05-22,18.0
2022-05-23,59.0
2022-05-24,70.0
2022-05-25,61.0
2022-05-26,59.0
2022-05-27,57.0
2022-05-28,21.0
2022-05-29,12.0
2022-05-30,16.0
2022-05-31,55.0
2022-06-01,54.0
2022-06-02,51.0
2022-06-03,58.0
2022-06-04,21.0
2022-06-05,12.0
2022-06-06,51.0
2022-06-07,52.0
2022-06-08,46.0
2022-06-09,50.0
2022-06-10,54.0
2022-06-11,20.0
2022-06-12,14.0
2022-06-13,70.0
2022-06-14,66.0
2022-06-15,62.0
2022-06-16,68.0
2022-06-17,58.0
2022-06-18,23.0
2022-06-19,14.0
2022-06-20,29.0
2022-06-21,58.0
2022-06-22,54.0
2022-06-23,55.0
2022-06-24,50.0
2022-06-25,16.0
2022-06-26,10.0
2022-06-27,47.0
2022-06-28,42.0
2022-06-29,48.0
2022-06-30,45.0
2022-07-01,43.0
2022-07-02,15.0
2022-07-03,10.0
2022-07-04,11.0
2022-07-05,50.0
2022-07-06,42.0
2022-07-07,47.0
2022-07-08,48.0
2022-07-09,21.0
2022-07-10,13.0
2022-07-11,44.0
2022-07-12,45.0
2022-07-13,42.0
2022-07-14,44.0
2022-07-15,41.0
2022-07-16,12.0
2022-07-17,8.0
2022-07-18,39.0
2022-07-19,42.0
2022-07-20,53.0
2022-07-21,61.0
2022-07-22,54.0
2022-07-23,13.0
2022-07-24,10.0
2022-07-25,41.0
2022-07-26,41.0
2022-07-27,49.0
2022-07-28,50.0
2022-07-29,52.0
2022-07-30,16.0
2022-07-31,10.0
2022-08-01,52.0
2022-08-02,51.0
2022-08-03,57.0
2022-08-04,60.0
2022-08-05,62.0
2022-08-06,18.0
2022-08-07,13.0
2022-08-08,58.0
2022-08-09,51.0
2022-08-10,61.0
2022-08-11,54.0
2022-08-12,49.0
2022-08-13,17.0
2022-08-14,10.0
2022-08-15,53.0
2022-08-16,57.0
2022-08-17,49.0
2022-08-18,48.0
2022-08-19,41.0
2022-08-20,15.0
2022-08-21,8.0
2022-08-22,41.0
2022-08-23,44.0
2022-08-24,54.0
2022-08-25,76.0
2022-08-26,64.0
2022-08-27,23.0
2022-08-28,13.0
2022-08-29,50.13953488372093
2022-08-30,50.63953488372093
2022-08-31,47.03488372093023
2022-09-01,51.17441860465116
2022-09-02,42.8953488372093
2022-09-03,13.953488372093023
2022-09-04,9.813953488372093
2022-09-05,11.883720930232558
2022-09-06,39.2906976744186
2022-09-07,46.0
2022-09-08,40.325581395348834
2022-09-09,44.96511627906976
2022-09-10,13.953488372093023
2022-09-11,8.779069767441861
2022-09-12,40.825581395348834
2022-09-13,49.104651162790695
2022-09-14,48.06976744186046
2022-09-15,47.03488372093023
2022-09-16,44.96511627906976
2022-09-17,12.41860465116279
2022-09-18,8.779069767441861
2022-09-19,40.325581395348834
2022-09-20,46.0
2022-09-21,44.96511627906976
2022-09-22,41.36046511627907
2022-09-23,46.0
2022-09-24,16.02325581395349
2022-09-25,7.7441860465116275
2022-09-26,37.22093023255814
2022-09-27,35.15116279069767
2022-09-28,37.44186046511628
2022-09-29,38.51162790697674
2022-09-30,37.44186046511628
2022-10-01,16.046511627906977
2022-10-02,9.627906976744185
2022-10-03,49.20930232558139
2022-10-04,50.279069767441854
2022-10-05,49.20930232558139
2022-10-06,40.65116279069767
2022-10-07,45.99999999999999
2022-10-08,12.83720930232558
2022-10-09,9.627906976744185
2022-10-10,38.51162790697674
2022-10-11,41.72093023255814
2022-10-12,41.72093023255814
2022-10-13,45.99999999999999
2022-10-14,41.72093023255814
2022-10-15,16.046511627906977
2022-10-16,9.627906976744185
2022-10-17,45.99999999999999
2022-10-18,40.65116279069767
2022-10-19,52.41860465116279
2022-10-20,56.69767441860465
2022-10-21,41.72093023255814
2022-10-22,12.83720930232558
2022-10-23,8.55813953488372
2022-10-24,40.65116279069767
2022-10-25,42.7906976744186
2022-10-26,45.99999999999999
2022-10-27,40.65116279069767
2022-10-28,50.279069767441854
2022-10-29,13.906976744186045
2022-10-30,8.55813953488372
2022-10-31,38.51162790697674
2022-11-01,38.51162790697674
2022-11-02,36.37209302325581
2022-11-03,37.44186046511628
2022-11-04,38.51162790697674
2022-11-05,16.046511627906977
2022-11-06,8.55813953488372
2022-11-07,42.7906976744186
2022-11-08,49.20930232558139
2022-11-09,56.69767441860465
2022-11-10,65.25581395348837
2022-11-11,49.20930232558139
2022-11-12,19.25581395348837
2022-11-13,10.69767441860465
2022-11-14,38.51162790697674
2022-11-15,43.860465116279066
2022-11-16,40.65116279069767
2022-11-17,41.72093023255814
2022-11-18,48.13953488372093
2022-11-19,17.11627906976744
2022-11-20,11.767441860465116
2022-11-21,44.93023255813953
2022-11-22,51.34883720930232
2022-11-23,52.41860465116279
2022-11-24,20.325581395348834
2022-11-25,29.95348837209302
2022-11-26,12.83720930232558
2022-11-27,8.55813953488372
2022-11-28,33.16279069767442
2022-11-29,36.37209302325581
2022-11-30,36.37209302325581
2022-12-01,36.37209302325581
2022-12-02,37.44186046511628
2022-12-03,10.69767441860465
2022-12-04,7.488372093023255
2022-12-05,34.23255813953488
2022-12-06,35.302325581395344
2022-12-07,32.093023255813954
2022-12-08,37.44186046511628
2022-12-09,33.16279069767442
2022-12-10,10.69767441860465
2022-12-11,7.488372093023255
2022-12-12,36.37209302325581
2022-12-13,51.34883720930232
2022-12-14,52.41860465116279
2022-12-15,59.90697674418604
2022-12-16,60.9767441860465
2022-12-17,23.53488372093023
2022-12-18,12.83720930232558
2022-12-19,57.76744186046511
2022-12-20,63.11627906976744
2022-12-21,67.3953488372093
2022-12-22,73.81395348837209
2022-12-23,66.32558139534883
2022-12-24,26.744186046511626
2022-12-25,16.046511627906977
2022-12-26,25.67441860465116
2022-12-27,79.16279069767441
2022-12-28,106.9767441860465
2022-12-29,81.30232558139534
2022-12-30,64.18604651162791
2022-12-31,27.81395348837209
2023-01-01,18.186046511627904
2023-01-02,27.81395348837209
2023-01-03,74.88372093023256
2023-01-04,74.88372093023256
2023-01-05,64.18604651162791
2023-01-06,64.18604651162791
2023-01-07,24.604651162790695
2023-01-08,13.906976744186045
2023-01-09,54.558139534883715
2023-01-10,53.48837209302325
2023-01-11,51.34883720930232
2023-01-12,55.62790697674418
2023-01-13,59.90697674418604
2023-01-14,24.604651162790695
2023-01-15,12.83720930232558
2023-01-16,22.465116279069765
2023-01-17,52.41860465116279
2023-01-18,54.558139534883715
2023-01-19,50.279069767441854
2023-01-20,50.279069767441854
2023-01-21,19.25581395348837
2023-01-22,11.767441860465116
2023-01-23,53.48837209302325
2023-01-24,59.90697674418604
2023-01-25,65.25581395348837
2023-01-26,83.44186046511628
2023-01-27,80.23255813953487
2023-01-28,28.883720930232556
2023-01-29,18.186046511627904
2023-01-30,66.32558139534883
2023-01-31,66.32558139534883
2023-02-01,65.25581395348837
2023-02-02,77.02325581395348
2023-02-03,74.88372093023256
2023-02-04,25.67441860465116
2023-02-05,14.97674418604651
2023-02-06,63.11627906976744
2023-02-07,59.90697674418604
2023-02-08,60.9767441860465
2023-02-09,70.60465116279069
2023-02-10,70.60465116279069
2023-02-11,20.325581395348834
2023-02-12,13.906976744186045
2023-02-13,50.279069767441854
2023-02-14,56.69767441860465
2023-02-15,63.11627906976744
2023-02-16,69.53488372093022
2023-02-17,57.76744186046511
2023-02-18,19.25581395348837
2023-02-19,12.83720930232558
2023-02-20,24.604651162790695
2023-02-21,52.41860465116279
2023-02-22,55.62790697674418
2023-02-23,53.48837209302325
2023-02-24,52.41860465116279
2023-02-25,14.97674418604651
2023-02-26,10.69767441860465
2023-02-27,52.41860465116279
2023-02-28,52.41860465116279
2023-03-01,53.48837209302325
2023-03-02,55.62790697674418
2023-03-03,53.48837209302325
2023-03-04,17.11627906976744
2023-03-05,9.627906976744185
2023-03-06,49.20930232558139
2023-03-07,49.20930232558139
2023-03-08,49.20930232558139
2023-03-09,55.62790697674418
2023-03-10,54.558139534883715
2023-03-11,16.046511627906977
2023-03-12,11.767441860465116
2023-03-13,54.558139534883715
2023-03-14,50.279069767441854
2023-03-15,49.20930232558139
2023-03-16,42.7906976744186
2023-03-17,40.65116279069767
2023-03-18,14.97674418604651
2023-03-19,11.767441860465116
2023-03-20,45.99999999999999
2023-03-21,50.279069767441854
2023-03-22,51.34883720930232
2023-03-23,49.20930232558139
2023-03-24,40.65116279069767
2023-03-25,13.906976744186045
2023-03-26,7.488372093023255
2023-03-27,41.72093023255814
2023-03-28,38.51162790697674
2023-03-29,44.93023255813953
2023-03-30,39.581395348837205
2023-03-31,47.06976744186046
2023-04-01,14.97674418604651
2023-04-02,11.767441860465116
2023-04-03,47.06976744186046
2023-04-04,40.65116279069767
2023-04-05,38.51162790697674
2023-04-06,41.72093023255814
2023-04-07,24.604651162790695
2023-04-08,11.767441860465116
2023-04-09,7.488372093023255
2023-04-10,43.860465116279066
2023-04-11,44.93023255813953
2023-04-12,47.06976744186046
2023-04-13,39.581395348837205
2023-04-14,41.72093023255814
2023-04-15,14.97674418604651
2023-04-16,8.55813953488372
2023-04-17,38.51162790697674
2023-04-18,45.99999999999999
2023-04-19,55.62790697674418
2023-04-20,72.74418604651162
2023-04-21,57.76744186046511
2023-04-22,17.11627906976744
2023-04-23,11.767441860465116
2023-04-24,47.06976744186046
2023-04-25,45.99999999999999
2023-04-26,45.990090478242124
2023-04-27,48.24900053104615
2023-04-28,40.54100578138933
2023-04-29,14.088344037754375
2023-04-30,9.570523932146326
2023-05-01,37.74721200765508
2023-05-02,42.79991583419336
2023-05-03,38.67847659889983
2023-05-04,36.02318567578128
2023-05-05,40.54100578138933
2023-05-06,12.760698576195102
2023-05-07,10.898169393705597
2023-05-08,38.282095728585304
2023-05-09,37.74721200765508
2023-05-10,37.74721200765508
2023-05-11,36.4195665460958
2023-05-12,39.609741190144575
2023-05-13,11.82943398495035
2023-05-14,7.707994749656823
2023-05-15,35.09192108453653
2023-05-16,39.609741190144575
2023-05-17,40.54100578138933
2023-05-18,41.472270372634085
2023-05-19,41.8686512429486
2023-05-20,13.157079446509622
2023-05-21,9.570523932146326
2023-05-22,38.282095728585304
2023-05-23,45.990090478242124
2023-05-24,38.282095728585304
2023-05-25,40.54100578138933
2023-05-26,48.35846617837138
2023-05-27,16.64799655320982
2023-05-28,9.513140887548468
2023-05-29,11.891426109435585
2023-05-30,49.15122791900042
2023-05-31,46.7729426971133
2023-06-01,53.11503662214562
2023-06-02,58.664368806548886
2023-06-03,16.64799655320982
2023-06-04,8.720379146919429
2023-06-05,53.11503662214562
2023-06-06,55.493321844032735
2023-06-07,56.286083584661775
2023-06-08,61.835415769065044
2023-06-09,78.48341232227486
2023-06-10,21.404566996984055
2023-06-11,12.684187850064625
2023-06-12,60.249892287806965
2023-06-13,68.9702714347264
2023-06-14,72.14131839724256
2023-06-15,61.835415769065044
2023-06-16,61.042654028436004
2023-06-17,19.819043515725976
2023-06-18,11.891426109435585
2023-06-19,26.16113744075829
2023-06-20,63.42093925032312
2023-06-21,73.72684187850064
2023-06-22,65.0064627315812
2023-06-23,57.87160706591985
2023-06-24,15.85523481258078
2023-06-25,11.891426109435585
2023-06-26,53.11503662214562
2023-06-27,55.493321844032735
2023-06-28,55.493321844032735
2023-06-29,51.52951314088754
2023-06-30,53.907798362774656
2023-07-01,17.440758293838858
2023-07-02,14.269711331322704
2023-07-03,65.79922447221024
2023-07-04,21.404566996984055
2023-07-05,61.835415769065044
2023-07-06,57.078845325290814
2023-07-07,54.700560103403696
2023-07-08,16.64799655320982
2023-07-09,10.305902628177508
2023-07-10,52.32227488151658
2023-07-11,51.52951314088754
2023-07-12,49.94398965962946
2023-07-13,54.700560103403696
2023-07-14,53.907798362774656
2023-07-15,15.85523481258078
2023-07-16,11.098664368806546
2023-07-17,65.79922447221024
2023-07-18,60.249892287806965
2023-07-19,78.48341232227486
2023-07-20,79.2761740629039
2023-07-21,66.59198621283927
2023-07-22,15.85523481258078
2023-07-23,11.098664368806546
2023-07-24,61.042654028436004
2023-07-25,57.078845325290814
2023-07-26,49.94398965962946
2023-07-27,51.52951314088754
2023-07-28,52.32227488151658
2023-07-29,14.269711331322704
2023-07-30,11.098664368806546
2023-07-31,46.7729426971133
2023-08-01,44.39465747522618
