Time,tesla_stock_price
2023-08-02,44.41379310344826
2023-08-03,47.586206896551715
2023-08-04,46.79310344827585
2023-08-05,14.275862068965514
2023-08-06,9.517241379310342
2023-08-07,45.999999999999986
2023-08-08,42.82758620689654
2023-08-09,45.20689655172413
2023-08-10,41.24137931034482
2023-08-11,39.655172413793096
2023-08-12,9.517241379310342
2023-08-13,6.344827586206895
2023-08-14,40.448275862068954
2023-08-15,40.448275862068954
2023-08-16,42.82758620689654
2023-08-17,41.24137931034482
2023-08-18,42.034482758620676
2023-08-19,14.275862068965514
2023-08-20,8.72413793103448
2023-08-21,51.551724137931025
2023-08-22,45.999999999999986
2023-08-23,44.41379310344826
2023-08-24,41.24137931034482
2023-08-25,39.655172413793096
2023-08-26,11.896551724137929
2023-08-27,7.137931034482757
2023-08-28,37.27586206896551
2023-08-29,45.20689655172413
2023-08-30,47.586206896551715
2023-08-31,42.82758620689654
2023-09-01,42.034482758620676
2023-09-02,11.896551724137929
2023-09-03,7.931034482758619
2023-09-04,10.310344827586205
2023-09-05,42.034482758620676
2023-09-06,38.06896551724137
2023-09-07,35.68965517241379
2023-09-08,34.89655172413792
2023-09-09,11.103448275862066
2023-09-10,7.137931034482757
2023-09-11,51.551724137931025
2023-09-12,49.965517241379295
2023-09-13,47.586206896551715
2023-09-14,47.586206896551715
2023-09-15,39.655172413793096
2023-09-16,11.103448275862066
2023-09-17,7.931034482758619
2023-09-18,38.06896551724137
2023-09-19,38.86206896551723
2023-09-20,38.06896551724137
2023-09-21,38.86206896551723
2023-09-22,39.655172413793096
2023-09-23,12.68965517241379
2023-09-24,7.137931034482757
2023-09-25,37.27586206896551
2023-09-26,34.89655172413792
2023-09-27,34.89655172413792
2023-09-28,37.27586206896551
2023-09-29,38.06896551724137
2023-09-30,11.103448275862066
2023-10-01,7.137931034482757
2023-10-02,41.24137931034482
2023-10-03,37.27586206896551
2023-10-04,42.034482758620676
2023-10-05,38.06896551724137
2023-10-06,38.86206896551723
2023-10-07,11.896551724137929
2023-10-08,7.137931034482757
2023-10-09,34.103448275862064
2023-10-10,38.06896551724137
2023-10-11,36.482758620689644
2023-10-12,35.68965517241379
2023-10-13,30.931034482758612
2023-10-14,9.517241379310342
2023-10-15,6.344827586206895
2023-10-16,35.68965517241379
2023-10-17,38.86206896551723
2023-10-18,42.034482758620676
2023-10-19,52.34482758620688
2023-10-20,49.17241379310344
2023-10-21,15.068965517241375
2023-10-22,10.310344827586205
2023-10-23,46.79310344827585
2023-10-24,49.17241379310344
2023-10-25,40.448275862068954
2023-10-26,42.82758620689654
2023-10-27,42.034482758620676
2023-10-28,12.68965517241379
2023-10-29,6.344827586206895
2023-10-30,44.41379310344826
2023-10-31,45.999999999999986
2023-11-01,43.620689655172406
2023-11-02,45.999999999999986
2023-11-03,41.24137931034482
2023-11-04,12.68965517241379
2023-11-05,8.72413793103448
2023-11-06,38.06896551724137
2023-11-07,38.06896551724137
2023-11-08,38.06896551724137
2023-11-09,40.448275862068954
2023-11-10,42.82758620689654
2023-11-11,11.896551724137929
2023-11-12,9.517241379310342
2023-11-13,39.655172413793096
2023-11-14,48.37931034482757
2023-11-15,50.75862068965516
2023-11-16,44.41379310344826
2023-11-17,43.620689655172406
2023-11-18,15.068965517241375
2023-11-19,7.931034482758619
2023-11-20,44.41379310344826
2023-11-21,40.448275862068954
2023-11-22,42.034482758620676
2023-11-23,13.482758620689651
2023-11-24,26.965517241379303
2023-11-25,10.310344827586205
2023-11-26,7.137931034482757
2023-11-27,36.482758620689644
2023-11-28,41.24137931034482
2023-11-29,47.586206896551715
2023-11-30,49.17241379310344
2023-12-01,42.82758620689654
2023-12-02,14.275862068965514
2023-12-03,8.72413793103448
2023-12-04,35.68965517241379
2023-12-05,40.448275862068954
2023-12-06,38.86206896551723
2023-12-07,34.103448275862064
2023-12-08,42.034482758620676
2023-12-09,11.896551724137929
2023-12-10,8.72413793103448
2023-12-11,36.482758620689644
2023-12-12,34.89655172413792
2023-12-13,48.37931034482757
2023-12-14,45.999999999999986
2023-12-15,42.034482758620676
2023-12-16,12.68965517241379
2023-12-17,9.517241379310342
2023-12-18,38.86206896551723
2023-12-19,42.034482758620676
2023-12-20,40.448275862068954
2023-12-21,42.82758620689654
2023-12-22,37.088021778584384
2023-12-23,12.09830611010284
2023-12-24,8.7032667876588
2023-12-25,7.1866303690260125
2023-12-26,38.60465819721718
2023-12-27,41.24137931034482
2023-12-28,39.724742891712026
2023-12-29,38.20810647307924
2023-12-30,11.339987900786447
2023-12-31,6.428312159709618
2024-01-01,9.065033272837264
2024-01-02,37.44978826376285
2024-01-03,41.24137931034482
2024-01-04,37.088021778584384
2024-01-05,34.054748941318806
2024-01-06,11.736539624924378
2024-01-07,7.944948578342406
2024-01-08,35.57138535995159
2024-01-09,31.021476104053228
2024-01-10,35.57138535995159
2024-01-11,37.84633998790078
2024-01-12,36.691470054446455
2024-01-13,12.494857834240772
2024-01-14,7.944948578342406
2024-01-15,17.4065335753176
2024-01-16,37.44978826376285
2024-01-17,39.36297640653357
2024-01-18,36.32970356926799
2024-01-19,41.24137931034482
2024-01-20,12.856624319419236
2024-01-21,10.129461584996973
2024-01-22,41.24137931034482
2024-01-23,37.62371445856019
2024-01-24,51.37084089534179
2024-01-25,72.35329703569266
2024-01-26,54.2649727767695
2024-01-27,16.641258318209314
2024-01-28,10.129461584996973
2024-01-29,37.62371445856019
2024-01-30,40.51784633998789
2024-01-31,42.688445251058674
2024-02-01,39.07078039927404
2024-02-02,37.62371445856019
2024-02-03,13.02359346642468
2024-02-04,10.129461584996973
2024-02-05,36.17664851784633
2024-02-06,40.51784633998789
2024-02-07,33.28251663641863
2024-02-08,36.90018148820326
2024-02-09,34.729582577132476
2024-02-10,12.300060496067752
2024-02-11,9.405928614640047
2024-02-12,28.941318814277068
2024-02-13,32.5589836660617
2024-02-14,32.5589836660617
2024-02-15,38.347247428917115
2024-02-16,36.90018148820326
2024-02-17,10.8529945553539
2024-02-18,7.958862673926193
2024-02-19,13.02359346642468
2024-02-20,32.5589836660617
2024-02-21,30.38838475499092
2024-02-22,35.4531155474894
2024-02-23,29.664851784633992
2024-02-24,10.129461584996973
2024-02-25,7.235329703569267
2024-02-26,29.664851784633992
2024-02-27,33.28251663641863
2024-02-28,33.28251663641863
2024-02-29,34.729582577132476
2024-03-01,35.4531155474894
2024-03-02,10.8529945553539
2024-03-03,9.405928614640047
2024-03-04,36.90018148820326
2024-03-05,40.51784633998789
2024-03-06,41.964912280701746
2024-03-07,38.347247428917115
2024-03-08,34.006049606775555
2024-03-09,12.300060496067752
2024-03-10,7.958862673926193
2024-03-11,36.17664851784633
2024-03-12,34.729582577132476
2024-03-13,39.07078039927404
2024-03-14,44.13551119177252
2024-03-15,41.964912280701746
2024-03-16,14.470659407138534
2024-03-17,8.682395644283119
2024-03-18,39.07078039927404
2024-03-19,40.51784633998789
2024-03-20,38.347247428917115
2024-03-21,40.51784633998789
2024-03-22,31.835450695704772
2024-03-23,10.8529945553539
2024-03-24,7.958862673926193
2024-03-25,31.835450695704772
2024-03-26,35.4531155474894
2024-03-27,35.4531155474894
2024-03-28,32.5589836660617
2024-03-29,17.364791288566238
2024-03-30,7.958862673926193
2024-03-31,7.958862673926193
2024-04-01,31.111917725347848
2024-04-02,40.51784633998789
2024-04-03,40.51784633998789
2024-04-04,36.17664851784633
2024-04-05,37.62371445856019
2024-04-06,13.02359346642468
2024-04-07,9.405928614640047
2024-04-08,36.17664851784633
2024-04-09,33.28251663641863
2024-04-10,34.729582577132476
2024-04-11,31.835450695704772
2024-04-12,33.28251663641863
2024-04-13,8.682395644283119
2024-04-14,7.958862673926193
2024-04-15,36.90018148820326
2024-04-16,39.79431336963096
2024-04-17,37.62371445856019
2024-04-18,39.07078039927404
2024-04-19,41.964912280701746
2024-04-20,15.19419237749546
2024-04-21,11.576527525710826
2024-04-22,50.647307924984865
2024-04-23,63.670901391409544
2024-04-24,66.56503327283725
2024-04-25,50.647307924984865
2024-04-26,41.24137931034482
2024-04-27,12.300060496067752
2024-04-28,9.405928614640047
2024-04-29,57.882637628554136
2024-04-30,52.81790683605565
2024-05-01,51.37084089534179
2024-05-02,41.24137931034482
2024-05-03,37.62371445856019
2024-05-04,10.129461584996973
2024-05-05,7.958862673926193
2024-05-06,34.729582577132476
2024-05-07,34.729582577132476
2024-05-08,33.28251663641863
2024-05-09,32.5589836660617
2024-05-10,33.28251663641863
2024-05-11,11.576527525710826
2024-05-12,7.958862673926193
2024-05-13,29.664851784633992
2024-05-14,33.28251663641863
2024-05-15,30.38838475499092
2024-05-16,30.38838475499092
2024-05-17,30.38838475499092
2024-05-18,9.405928614640047
2024-05-19,6.51179673321234
2024-05-20,28.941318814277068
2024-05-21,32.5589836660617
2024-05-22,33.28251663641863
2024-05-23,33.28251663641863
2024-05-24,28.941318814277068
2024-05-25,9.405928614640047
2024-05-26,6.51179673321234
2024-05-27,8.682395644283119
2024-05-28,28.941318814277068
2024-05-29,27.494252873563212
2024-05-30,31.835450695704772
2024-05-31,26.770719903206285
2024-06-01,9.405928614640047
2024-06-02,6.51179673321234
2024-06-03,28.941318814277068
2024-06-04,29.664851784633992
2024-06-05,29.664851784633992
2024-06-06,29.664851784633992
2024-06-07,28.21778584392014
2024-06-08,7.958862673926193
2024-06-09,7.235329703569267
2024-06-10,28.941318814277068
2024-06-11,29.664851784633992
2024-06-12,34.006049606775555
2024-06-13,41.964912280701746
2024-06-14,38.347247428917115
2024-06-15,9.405928614640047
2024-06-16,7.958862673926193
2024-06-17,37.62371445856019
2024-06-18,38.347247428917115
2024-06-19,20.982456140350873
2024-06-20,31.111917725347848
2024-06-21,28.21778584392014
2024-06-22,10.129461584996973
2024-06-23,5.788263762855413
2024-06-24,29.664851784633992
2024-06-25,31.111917725347848
2024-06-26,34.729582577132476
2024-06-27,35.4531155474894
2024-06-28,35.4531155474894
2024-06-29,9.405928614640047
2024-06-30,7.958862673926193
2024-07-01,38.347247428917115
2024-07-02,53.54143980641257
2024-07-03,56.43557168784028
2024-07-04,18.811857229280093
2024-07-05,52.09437386569872
2024-07-06,16.641258318209314
2024-07-07,11.576527525710826
2024-07-08,52.81790683605565
2024-07-09,49.20024198427101
2024-07-10,48.47670901391409
2024-07-11,57.15910465819721
2024-07-12,50.647307924984865
2024-07-13,11.576527525710826
2024-07-14,7.958862673926193
2024-07-15,52.09437386569872
2024-07-16,45.58257713248638
2024-07-17,45.58257713248638
2024-07-18,43.4119782214156
2024-07-19,38.347247428917115
2024-07-20,10.129461584996973
2024-07-21,8.682395644283119
2024-07-22,42.688445251058674
2024-07-23,52.81790683605565
2024-07-24,68.01209921355111
2024-07-25,57.882637628554136
2024-07-26,41.964912280701746
2024-07-27,10.8529945553539
2024-07-28,7.958862673926193
2024-07-29,36.90018148820326
2024-07-30,39.07078039927404
2024-07-31,39.07078039927404
2024-08-01,36.17664851784633
2024-08-02,43.4119782214156
2024-08-03,11.576527525710826
2024-08-04,6.51179673321234
2024-08-05,65.84150030248033
2024-08-06,45.58257713248638
2024-08-07,39.07078039927404
2024-08-08,38.347247428917115
2024-08-09,33.28251663641863
2024-08-10,9.405928614640047
2024-08-11,7.235329703569267
2024-08-12,34.729582577132476
2024-08-13,34.729582577132476
2024-08-14,36.17664851784633
2024-08-15,36.17664851784633
2024-08-16,31.111917725347848
2024-08-17,8.682395644283119
2024-08-18,7.320582051510913
2024-08-19,34.28330506877708
2024-08-20,35.006838039134
2024-08-21,31.60193339482113
2024-08-22,29.28232820604365
2024-08-23,32.68723285035652
2024-08-24,9.27842075510993
2024-08-25,6.958815566332449
2024-08-26,32.32546636517806
2024-08-27,31.60193339482113
2024-08-28,30.367627661579043
2024-08-29,30.367627661579043
2024-08-30,29.28232820604365
2024-08-31,8.044115021867839
2024-09-01,5.362743347911893
2024-09-02,6.958815566332449
2024-09-03,27.686255987623092
2024-09-04,29.28232820604365
2024-09-05,30.00586117640058
2024-09-06,30.00586117640058
2024-09-07,7.320582051510913
2024-09-08,5.362743347911893
2024-09-09,30.00586117640058
2024-09-10,26.962723017266164
2024-09-11,30.00586117640058
2024-09-12,31.60193339482113
2024-09-13,29.28232820604365
2024-09-14,7.320582051510913
2024-09-15,5.000976862733429
2024-09-16,25.366650798845612
2024-09-17,27.154726131326047
2024-09-18,34.5605605307786
2024-09-19,34.5605605307786
2024-09-20,34.5605605307786
2024-09-21,9.874445865936744
2024-09-22,4.937222932968372
