Time,fast_food_near_me
2022-06-17,69.0
2022-06-18,90.0
2022-06-19,86.0
2022-06-20,63.0
2022-06-21,60.0
2022-06-22,64.0
2022-06-23,67.0
2022-06-24,74.0
2022-06-25,87.0
2022-06-26,94.0
2022-06-27,68.0
2022-06-28,61.0
2022-06-29,61.0
2022-06-30,65.0
2022-07-01,76.0
2022-07-02,91.0
2022-07-03,90.0
2022-07-04,93.0
2022-07-05,78.0
2022-07-06,59.0
2022-07-07,64.0
2022-07-08,72.0
2022-07-09,85.0
2022-07-10,88.0
2022-07-11,65.0
2022-07-12,58.0
2022-07-13,62.0
2022-07-14,63.0
2022-07-15,72.0
2022-07-16,98.0
2022-07-17,87.0
2022-07-18,65.0
2022-07-19,60.0
2022-07-20,59.0
2022-07-21,66.0
2022-07-22,76.0
2022-07-23,85.0
2022-07-24,91.0
2022-07-25,64.0
2022-07-26,57.0
2022-07-27,61.0
2022-07-28,66.0
2022-07-29,74.0
2022-07-30,82.0
2022-07-31,94.0
2022-08-01,67.0
2022-08-02,58.0
2022-08-03,60.0
2022-08-04,57.0
2022-08-05,68.0
2022-08-06,78.0
2022-08-07,85.0
2022-08-08,59.0
2022-08-09,55.0
2022-08-10,56.0
2022-08-11,61.0
2022-08-12,66.0
2022-08-13,83.0
2022-08-14,84.0
2022-08-15,60.0
2022-08-16,57.0
2022-08-17,57.0
2022-08-18,58.0
2022-08-19,65.0
2022-08-20,83.0
2022-08-21,81.0
2022-08-22,54.0
2022-08-23,53.0
2022-08-24,49.0
2022-08-25,52.0
2022-08-26,59.0
2022-08-27,85.0
2022-08-28,80.0
2022-08-29,51.59655937846837
2022-08-30,47.5488346281909
2022-08-31,49.57269700332964
2022-09-01,55.14428412874584
2022-09-02,63.73973362930078
2022-09-03,81.95449500554939
2022-09-04,82.45449500554939
2022-09-05,75.38290788013319
2022-09-06,47.0488346281909
2022-09-07,45.02497225305217
2022-09-08,46.5488346281909
2022-09-09,55.14428412874584
2022-09-10,80.43063263041066
2022-09-11,72.33518312985572
2022-09-12,49.57269700332964
2022-09-13,49.57269700332964
2022-09-14,51.59655937846837
2022-09-15,55.14428412874584
2022-09-16,61.21587125416204
2022-09-17,86.00221975582687
2022-09-18,81.95449500554939
2022-09-19,55.14428412874584
2022-09-20,47.5488346281909
2022-09-21,55.14428412874584
2022-09-22,57.16814650388457
2022-09-23,59.692008879023305
2022-09-24,81.45449500554939
2022-09-25,79.43063263041066
2022-09-26,49.07269700332964
2022-09-27,43.501109877913436
2022-09-28,49.145394006659274
2022-09-29,55.288568257491676
2022-09-30,57.33629300776915
2022-10-01,75.76581576026638
2022-10-02,73.71809100998891
2022-10-03,49.145394006659274
2022-10-04,47.0976692563818
2022-10-05,47.0976692563818
2022-10-06,51.19311875693674
2022-10-07,59.38401775804662
2022-10-08,83.95671476137625
2022-10-09,81.90899001109878
2022-10-10,57.33629300776915
2022-10-11,47.0976692563818
2022-10-12,47.0976692563818
2022-10-13,51.19311875693674
2022-10-14,59.38401775804662
2022-10-15,77.81354051054385
2022-10-16,77.81354051054385
2022-10-17,47.0976692563818
2022-10-18,45.04994450610433
2022-10-19,45.04994450610433
2022-10-20,53.24084350721421
2022-10-21,57.33629300776915
2022-10-22,77.81354051054385
2022-10-23,75.76581576026638
2022-10-24,47.0976692563818
2022-10-25,40.95449500554939
2022-10-26,45.04994450610433
2022-10-27,51.19311875693674
2022-10-28,53.24084350721421
2022-10-29,79.86126526082131
2022-10-30,77.81354051054385
2022-10-31,43.002219755826864
2022-11-01,51.19311875693674
2022-11-02,43.002219755826864
2022-11-03,45.04994450610433
2022-11-04,53.24084350721421
2022-11-05,69.62264150943396
2022-11-06,67.5749167591565
2022-11-07,43.002219755826864
2022-11-08,40.95449500554939
2022-11-09,38.90677025527192
2022-11-10,49.145394006659274
2022-11-11,51.19311875693674
2022-11-12,65.52719200887903
2022-11-13,63.47946725860156
2022-11-14,40.95449500554939
2022-11-15,38.90677025527192
2022-11-16,40.95449500554939
2022-11-17,45.04994450610433
2022-11-18,49.145394006659274
2022-11-19,65.52719200887903
2022-11-20,61.431742508324085
2022-11-21,47.0976692563818
2022-11-22,49.145394006659274
2022-11-23,57.33629300776915
2022-11-24,104.43396226415095
2022-11-25,73.71809100998891
2022-11-26,55.288568257491676
2022-11-27,63.47946725860156
2022-11-28,40.95449500554939
2022-11-29,36.859045504994455
2022-11-30,38.90677025527192
2022-12-01,43.002219755826864
2022-12-02,49.145394006659274
2022-12-03,67.5749167591565
2022-12-04,61.431742508324085
2022-12-05,43.002219755826864
2022-12-06,40.95449500554939
2022-12-07,43.002219755826864
2022-12-08,40.95449500554939
2022-12-09,47.0976692563818
2022-12-10,67.5749167591565
2022-12-11,65.52719200887903
2022-12-12,43.002219755826864
2022-12-13,40.95449500554939
2022-12-14,43.002219755826864
2022-12-15,43.002219755826864
2022-12-16,45.04994450610433
2022-12-17,63.47946725860156
2022-12-18,63.47946725860156
2022-12-19,49.145394006659274
2022-12-20,47.0976692563818
2022-12-21,47.0976692563818
2022-12-22,47.0976692563818
2022-12-23,49.145394006659274
2022-12-24,65.52719200887903
2022-12-25,204.77247502774696
2022-12-26,118.76803551609324
2022-12-27,57.33629300776915
2022-12-28,53.24084350721421
2022-12-29,59.38401775804662
2022-12-30,63.47946725860156
2022-12-31,61.431742508324085
2023-01-01,98.29078801331855
2023-01-02,61.431742508324085
2023-01-03,40.95449500554939
2023-01-04,40.95449500554939
2023-01-05,43.002219755826864
2023-01-06,45.04994450610433
2023-01-07,61.431742508324085
2023-01-08,61.431742508324085
2023-01-09,40.95449500554939
2023-01-10,40.95449500554939
2023-01-11,40.95449500554939
2023-01-12,40.95449500554939
2023-01-13,47.0976692563818
2023-01-14,63.47946725860156
2023-01-15,61.431742508324085
2023-01-16,53.24084350721421
2023-01-17,38.90677025527192
2023-01-18,38.90677025527192
2023-01-19,40.95449500554939
2023-01-20,43.002219755826864
2023-01-21,61.431742508324085
2023-01-22,61.431742508324085
2023-01-23,40.95449500554939
2023-01-24,36.859045504994455
2023-01-25,36.859045504994455
2023-01-26,38.90677025527192
2023-01-27,43.002219755826864
2023-01-28,61.431742508324085
2023-01-29,59.38401775804662
2023-01-30,36.859045504994455
2023-01-31,38.90677025527192
2023-02-01,40.95449500554939
2023-02-02,43.002219755826864
2023-02-03,45.04994450610433
2023-02-04,63.47946725860156
2023-02-05,63.47946725860156
2023-02-06,38.90677025527192
2023-02-07,38.90677025527192
2023-02-08,38.90677025527192
2023-02-09,38.90677025527192
2023-02-10,43.002219755826864
2023-02-11,65.52719200887903
2023-02-12,59.38401775804662
2023-02-13,34.81132075471698
2023-02-14,36.859045504994455
2023-02-15,40.95449500554939
2023-02-16,43.002219755826864
2023-02-17,49.145394006659274
2023-02-18,69.62264150943396
2023-02-19,69.62264150943396
2023-02-20,53.24084350721421
2023-02-21,40.95449500554939
2023-02-22,43.002219755826864
2023-02-23,43.002219755826864
2023-02-24,51.19311875693674
2023-02-25,65.52719200887903
2023-02-26,69.62264150943396
2023-02-27,43.002219755826864
2023-02-28,38.90677025527192
2023-03-01,40.95449500554939
2023-03-02,40.95449500554939
2023-03-03,49.145394006659274
2023-03-04,71.67036625971143
2023-03-05,73.71809100998891
2023-03-06,45.04994450610433
2023-03-07,43.002219755826864
2023-03-08,40.95449500554939
2023-03-09,43.002219755826864
2023-03-10,47.0976692563818
2023-03-11,67.5749167591565
2023-03-12,69.62264150943396
2023-03-13,45.04994450610433
2023-03-14,43.002219755826864
2023-03-15,47.0976692563818
2023-03-16,51.19311875693674
2023-03-17,55.288568257491676
2023-03-18,73.71809100998891
2023-03-19,71.67036625971143
2023-03-20,43.002219755826864
2023-03-21,43.002219755826864
2023-03-22,40.95449500554939
2023-03-23,49.145394006659274
2023-03-24,55.288568257491676
2023-03-25,73.71809100998891
2023-03-26,73.71809100998891
2023-03-27,45.04994450610433
2023-03-28,45.04994450610433
2023-03-29,43.002219755826864
2023-03-30,45.04994450610433
2023-03-31,53.24084350721421
2023-04-01,69.62264150943396
2023-04-02,73.71809100998891
2023-04-03,45.04994450610433
2023-04-04,40.95449500554939
2023-04-05,43.002219755826864
2023-04-06,51.19311875693674
2023-04-07,61.431742508324085
2023-04-08,65.52719200887903
2023-04-09,73.71809100998891
2023-04-10,55.288568257491676
2023-04-11,45.04994450610433
2023-04-12,45.04994450610433
2023-04-13,47.0976692563818
2023-04-14,53.24084350721421
2023-04-15,69.62264150943396
2023-04-16,65.52719200887903
2023-04-17,40.95449500554939
2023-04-18,40.95449500554939
2023-04-19,43.002219755826864
2023-04-20,40.95449500554939
2023-04-21,53.24084350721421
2023-04-22,75.76581576026638
2023-04-23,69.62264150943396
2023-04-24,43.002219755826864
2023-04-25,38.90677025527192
2023-04-26,40.32442585161786
2023-04-27,44.85304789550073
2023-04-28,49.3816699393836
2023-04-29,69.54388286519253
2023-04-30,67.69305472551866
2023-05-01,44.0260821309656
2023-05-02,40.32442585161786
2023-05-03,41.15139161615299
2023-05-04,43.002219755826864
2023-05-05,47.530841799709734
2023-05-06,67.69305472551866
2023-05-07,67.69305472551866
2023-05-08,44.85304789550073
2023-05-09,40.32442585161786
2023-05-10,41.15139161615299
2023-05-11,44.85304789550073
2023-05-12,49.3816699393836
2023-05-13,72.22167676940153
2023-05-14,63.991398446170926
2023-05-15,43.002219755826864
2023-05-16,42.17525399129173
2023-05-17,44.85304789550073
2023-05-18,49.3816699393836
2023-05-19,55.761120122940326
2023-05-20,72.22167676940153
2023-05-21,79.624989328097
2023-05-22,46.7038760351746
2023-05-23,43.002219755826864
2023-05-24,47.530841799709734
2023-05-25,54.934154358405195
2023-05-26,61.195466575599774
2023-05-27,76.08085033723215
2023-05-28,81.04264492444294
2023-05-29,74.42691880816189
2023-05-30,51.27187740117819
2023-05-31,47.96401434303766
2023-06-01,56.23367198838898
2023-06-02,59.5415350465295
2023-06-03,81.04264492444294
2023-06-04,82.6965764535132
2023-06-05,56.23367198838898
2023-06-06,52.92580893024845
2023-06-07,52.92580893024845
2023-06-08,54.579740459318714
2023-06-09,59.5415350465295
2023-06-10,77.73478186630241
2023-06-11,82.6965764535132
2023-06-12,56.23367198838898
2023-06-13,54.579740459318714
2023-06-14,56.23367198838898
2023-06-15,61.195466575599774
2023-06-16,69.4651242209511
2023-06-17,81.04264492444294
2023-06-18,77.73478186630241
2023-06-19,59.5415350465295
2023-06-20,56.23367198838898
2023-06-21,57.88760351745924
2023-06-22,62.84939810467004
2023-06-23,69.4651242209511
2023-06-24,81.04264492444294
2023-06-25,86.00443951165373
2023-06-26,64.5033296337403
2023-06-27,59.5415350465295
2023-06-28,56.23367198838898
2023-06-29,61.195466575599774
2023-06-30,69.4651242209511
2023-07-01,82.6965764535132
2023-07-02,84.35050798258347
2023-07-03,71.11905575002136
2023-07-04,76.08085033723215
2023-07-05,74.42691880816189
2023-07-06,57.88760351745924
2023-07-07,67.81119269188083
2023-07-08,82.6965764535132
2023-07-09,72.77298727909162
2023-07-10,57.88760351745924
2023-07-11,52.92580893024845
2023-07-12,56.23367198838898
2023-07-13,57.88760351745924
2023-07-14,61.195466575599774
2023-07-15,76.08085033723215
2023-07-16,76.08085033723215
2023-07-17,57.88760351745924
2023-07-18,51.27187740117819
2023-07-19,54.579740459318714
2023-07-20,56.23367198838898
2023-07-21,64.5033296337403
2023-07-22,71.11905575002136
2023-07-23,79.38871339537268
2023-07-24,59.5415350465295
2023-07-25,51.27187740117819
2023-07-26,54.579740459318714
2023-07-27,57.88760351745924
2023-07-28,62.84939810467004
2023-07-29,81.04264492444294
2023-07-30,72.77298727909162
2023-07-31,57.88760351745924
2023-08-01,52.92580893024845
2023-08-02,52.92580893024845
2023-08-03,52.92580893024845
2023-08-04,59.5415350465295
2023-08-05,69.4651242209511
2023-08-06,72.77298727909162
2023-08-07,52.92580893024845
2023-08-08,47.96401434303766
2023-08-09,49.617945872107924
2023-08-10,49.617945872107924
2023-08-11,56.23367198838898
2023-08-12,69.4651242209511
2023-08-13,72.77298727909162
2023-08-14,49.617945872107924
2023-08-15,46.3100828139674
2023-08-16,46.3100828139674
2023-08-17,49.617945872107924
2023-08-18,57.88760351745924
2023-08-19,71.11905575002136
2023-08-20,67.81119269188083
2023-08-21,47.96401434303766
2023-08-22,43.002219755826864
2023-08-23,44.65615128489713
2023-08-24,47.96401434303766
2023-08-25,54.579740459318714
2023-08-26,67.81119269188083
2023-08-27,67.81119269188083
2023-08-28,46.3100828139674
2023-08-29,43.002219755826864
2023-08-30,43.002219755826864
2023-08-31,47.96401434303766
2023-09-01,54.579740459318714
2023-09-02,69.4651242209511
2023-09-03,69.4651242209511
2023-09-04,67.81119269188083
2023-09-05,41.3482882267566
2023-09-06,41.3482882267566
2023-09-07,39.69435669768634
2023-09-08,46.3100828139674
2023-09-09,67.81119269188083
2023-09-10,61.195466575599774
2023-09-11,38.040425168616075
2023-09-12,39.69435669768634
2023-09-13,39.69435669768634
2023-09-14,41.3482882267566
2023-09-15,47.96401434303766
2023-09-16,71.11905575002136
2023-09-17,64.5033296337403
2023-09-18,41.3482882267566
2023-09-19,38.040425168616075
2023-09-20,39.69435669768634
2023-09-21,46.3100828139674
2023-09-22,47.96401434303766
2023-09-23,67.81119269188083
2023-09-24,64.5033296337403
2023-09-25,44.65615128489713
2023-09-26,39.69435669768634
2023-09-27,38.040425168616075
2023-09-28,46.3100828139674
2023-09-29,47.96401434303766
2023-09-30,69.4651242209511
2023-10-01,66.15726116281056
2023-10-02,43.002219755826864
2023-10-03,38.040425168616075
2023-10-04,43.002219755826864
2023-10-05,43.002219755826864
2023-10-06,49.617945872107924
2023-10-07,66.15726116281056
2023-10-08,67.81119269188083
2023-10-09,47.96401434303766
2023-10-10,38.040425168616075
2023-10-11,43.002219755826864
2023-10-12,41.3482882267566
2023-10-13,49.617945872107924
2023-10-14,66.15726116281056
2023-10-15,67.81119269188083
2023-10-16,44.65615128489713
2023-10-17,38.040425168616075
2023-10-18,38.040425168616075
2023-10-19,43.002219755826864
2023-10-20,51.27187740117819
2023-10-21,67.81119269188083
2023-10-22,66.15726116281056
2023-10-23,39.69435669768634
2023-10-24,39.69435669768634
2023-10-25,39.69435669768634
2023-10-26,41.3482882267566
2023-10-27,47.96401434303766
2023-10-28,66.15726116281056
2023-10-29,66.15726116281056
2023-10-30,41.3482882267566
2023-10-31,36.38649363954581
2023-11-01,41.3482882267566
2023-11-02,43.002219755826864
2023-11-03,43.002219755826864
2023-11-04,61.195466575599774
2023-11-05,61.195466575599774
2023-11-06,38.040425168616075
2023-11-07,36.38649363954581
2023-11-08,34.73256211047555
2023-11-09,38.040425168616075
2023-11-10,47.96401434303766
2023-11-11,61.195466575599774
2023-11-12,56.23367198838898
2023-11-13,38.040425168616075
2023-11-14,34.73256211047555
2023-11-15,36.38649363954581
2023-11-16,36.38649363954581
2023-11-17,41.3482882267566
2023-11-18,57.88760351745924
2023-11-19,54.579740459318714
2023-11-20,43.002219755826864
2023-11-21,39.69435669768634
2023-11-22,46.3100828139674
2023-11-23,94.27409715700506
2023-11-24,66.15726116281056
2023-11-25,47.96401434303766
2023-11-26,51.27187740117819
2023-11-27,33.07863058140528
2023-11-28,31.42469905233502
2023-11-29,34.73256211047555
2023-11-30,38.040425168616075
2023-12-01,41.3482882267566
2023-12-02,56.23367198838898
2023-12-03,49.617945872107924
2023-12-04,36.38649363954581
2023-12-05,33.07863058140528
2023-12-06,33.07863058140528
2023-12-07,34.73256211047555
2023-12-08,41.3482882267566
2023-12-09,59.5415350465295
2023-12-10,57.88760351745924
2023-12-11,36.38649363954581
2023-12-12,36.38649363954581
2023-12-13,38.040425168616075
2023-12-14,38.040425168616075
2023-12-15,36.38649363954581
2023-12-16,54.579740459318714
2023-12-17,52.92580893024845
2023-12-18,36.38649363954581
2023-12-19,34.73256211047555
2023-12-20,38.040425168616075
2023-12-21,41.3482882267566
2023-12-22,44.65615128489713
2023-12-23,51.27187740117819
2023-12-24,57.88760351745924
2023-12-25,165.3931529070264
2023-12-26,104.19768633142664
2023-12-27,46.3100828139674
2023-12-28,47.96401434303766
2023-12-29,46.3100828139674
2023-12-30,49.617945872107924
2023-12-31,54.579740459318714
2024-01-01,84.35050798258347
2024-01-02,47.96401434303766
2024-01-03,38.040425168616075
2024-01-04,36.38649363954581
2024-01-05,39.69435669768634
2024-01-06,49.617945872107924
2024-01-07,44.65615128489713
2024-01-08,36.38649363954581
2024-01-09,31.42469905233502
2024-01-10,31.42469905233502
2024-01-11,34.73256211047555
2024-01-12,36.38649363954581
2024-01-13,46.3100828139674
2024-01-14,47.96401434303766
2024-01-15,36.38649363954581
2024-01-16,29.77076752326475
2024-01-17,33.07863058140528
2024-01-18,33.07863058140528
2024-01-19,33.07863058140528
2024-01-20,39.69435669768634
2024-01-21,39.69435669768634
2024-01-22,28.11683599419449
2024-01-23,28.11683599419449
2024-01-24,29.77076752326475
2024-01-25,28.11683599419449
2024-01-26,31.42469905233502
2024-01-27,44.65615128489713
2024-01-28,41.3482882267566
2024-01-29,29.77076752326475
2024-01-30,26.462904465124225
2024-01-31,29.77076752326475
2024-02-01,29.77076752326475
2024-02-02,34.73256211047555
2024-02-03,46.3100828139674
2024-02-04,47.96401434303766
2024-02-05,29.77076752326475
2024-02-06,24.808972936053962
2024-02-07,29.77076752326475
2024-02-08,29.77076752326475
2024-02-09,33.07863058140528
2024-02-10,44.65615128489713
2024-02-11,43.002219755826864
2024-02-12,24.808972936053962
2024-02-13,28.11683599419449
2024-02-14,31.42469905233502
2024-02-15,31.42469905233502
2024-02-16,34.73256211047555
2024-02-17,49.617945872107924
2024-02-18,51.27187740117819
2024-02-19,36.38649363954581
2024-02-20,28.11683599419449
2024-02-21,31.42469905233502
2024-02-22,31.42469905233502
2024-02-23,36.38649363954581
2024-02-24,52.92580893024845
2024-02-25,52.92580893024845
2024-02-26,34.73256211047555
2024-02-27,29.77076752326475
2024-02-28,31.42469905233502
2024-02-29,34.73256211047555
2024-03-01,39.69435669768634
2024-03-02,56.23367198838898
2024-03-03,54.579740459318714
2024-03-04,34.73256211047555
2024-03-05,31.42469905233502
2024-03-06,31.42469905233502
2024-03-07,33.07863058140528
2024-03-08,38.040425168616075
2024-03-09,47.96401434303766
2024-03-10,52.92580893024845
2024-03-11,36.38649363954581
2024-03-12,34.73256211047555
2024-03-13,34.73256211047555
2024-03-14,36.38649363954581
2024-03-15,38.040425168616075
2024-03-16,57.88760351745924
2024-03-17,59.5415350465295
2024-03-18,33.07863058140528
2024-03-19,31.42469905233502
2024-03-20,31.42469905233502
2024-03-21,36.38649363954581
2024-03-22,36.38649363954581
2024-03-23,52.92580893024845
2024-03-24,54.579740459318714
2024-03-25,36.38649363954581
2024-03-26,33.07863058140528
2024-03-27,34.73256211047555
2024-03-28,39.69435669768634
2024-03-29,46.3100828139674
2024-03-30,54.579740459318714
2024-03-31,67.81119269188083
2024-04-01,44.65615128489713
2024-04-02,34.73256211047555
2024-04-03,34.73256211047555
2024-04-04,36.38649363954581
2024-04-05,46.3100828139674
2024-04-06,59.5415350465295
2024-04-07,54.579740459318714
2024-04-08,34.73256211047555
2024-04-09,34.73256211047555
2024-04-10,34.73256211047555
2024-04-11,36.38649363954581
2024-04-12,39.69435669768634
2024-04-13,56.23367198838898
2024-04-14,59.5415350465295
2024-04-15,34.73256211047555
2024-04-16,33.07863058140528
2024-04-17,34.73256211047555
2024-04-18,36.38649363954581
2024-04-19,39.69435669768634
2024-04-20,59.5415350465295
2024-04-21,61.195466575599774
2024-04-22,39.69435669768634
2024-04-23,36.38649363954581
2024-04-24,34.73256211047555
2024-04-25,38.040425168616075
2024-04-26,39.69435669768634
2024-04-27,56.23367198838898
2024-04-28,56.23367198838898
2024-04-29,34.73256211047555
2024-04-30,31.42469905233502
2024-05-01,33.07863058140528
2024-05-02,34.73256211047555
2024-05-03,44.65615128489713
2024-05-04,57.88760351745924
2024-05-05,54.579740459318714
2024-05-06,34.73256211047555
2024-05-07,33.07863058140528
2024-05-08,34.73256211047555
2024-05-09,39.69435669768634
2024-05-10,38.040425168616075
2024-05-11,59.5415350465295
2024-05-12,56.23367198838898
2024-05-13,36.38649363954581
2024-05-14,33.07863058140528
2024-05-15,34.73256211047555
2024-05-16,36.38649363954581
2024-05-17,44.65615128489713
2024-05-18,59.5415350465295
2024-05-19,61.195466575599774
2024-05-20,38.040425168616075
2024-05-21,34.73256211047555
2024-05-22,34.73256211047555
2024-05-23,44.65615128489713
2024-05-24,44.65615128489713
2024-05-25,62.84939810467004
2024-05-26,61.195466575599774
2024-05-27,56.23367198838898
2024-05-28,39.69435669768634
2024-05-29,38.040425168616075
2024-05-30,39.69435669768634
2024-05-31,46.3100828139674
2024-06-01,61.195466575599774
2024-06-02,59.5415350465295
2024-06-03,41.3482882267566
2024-06-04,38.040425168616075
2024-06-05,39.69435669768634
2024-06-06,43.002219755826864
2024-06-07,47.96401434303766
2024-06-08,57.88760351745924
2024-06-09,61.195466575599774
2024-06-10,43.002219755826864
2024-06-11,41.3482882267566
2024-06-12,41.3482882267566
2024-06-13,47.96401434303766
2024-06-14,51.27187740117819
2024-06-15,59.5415350465295
2024-06-16,57.88760351745924
2024-06-17,43.002219755826864
2024-06-18,44.65615128489713
2024-06-19,43.002219755826864
2024-06-20,46.3100828139674
2024-06-21,51.27187740117819
2024-06-22,61.195466575599774
2024-06-23,71.11905575002136
2024-06-24,44.65615128489713
2024-06-25,39.69435669768634
2024-06-26,43.002219755826864
2024-06-27,47.96401434303766
2024-06-28,51.27187740117819
2024-06-29,64.5033296337403
2024-06-30,61.195466575599774
2024-07-01,43.002219755826864
2024-07-02,41.3482882267566
2024-07-03,44.65615128489713
2024-07-04,69.4651242209511
2024-07-05,69.4651242209511
2024-07-06,59.5415350465295
2024-07-07,67.81119269188083
2024-07-08,46.3100828139674
2024-07-09,46.3100828139674
2024-07-10,49.617945872107924
2024-07-11,56.23367198838898
2024-07-12,57.88760351745924
2024-07-13,62.84939810467004
2024-07-14,66.15726116281056
2024-07-15,49.617945872107924
2024-07-16,46.3100828139674
2024-07-17,46.3100828139674
2024-07-18,51.27187740117819
2024-07-19,59.5415350465295
2024-07-20,69.4651242209511
2024-07-21,71.11905575002136
2024-07-22,49.617945872107924
2024-07-23,51.27187740117819
2024-07-24,49.617945872107924
2024-07-25,54.579740459318714
2024-07-26,61.195466575599774
2024-07-27,69.4651242209511
2024-07-28,72.77298727909162
2024-07-29,51.27187740117819
2024-07-30,47.96401434303766
2024-07-31,46.3100828139674
2024-08-01,51.27187740117819
2024-08-02,57.88760351745924
2024-08-03,69.4651242209511
2024-08-04,71.11905575002136
2024-08-05,47.96401434303766
2024-08-06,43.002219755826864
2024-08-07,49.617945872107924
2024-08-08,47.96401434303766
2024-08-09,51.27187740117819
2024-08-10,67.81119269188083
2024-08-11,67.81119269188083
2024-08-12,47.96401434303766
2024-08-13,43.002219755826864
2024-08-14,46.3100828139674
2024-08-15,47.96401434303766
2024-08-16,51.27187740117819
2024-08-17,66.15726116281056
2024-08-18,67.87824397008637
2024-08-19,44.67850171096565
2024-08-20,44.67850171096565
2024-08-21,44.67850171096565
2024-08-22,48.12046732551728
2024-08-23,60.99431274098312
2024-08-24,67.87824397008637
2024-08-25,69.59922677736219
2024-08-26,41.236536096414014
2024-08-27,39.5155532891382
2024-08-28,42.95751890368983
2024-08-29,41.236536096414014
2024-08-30,52.38939870460404
2024-08-31,69.59922677736219
2024-09-01,73.04119239191382
2024-09-02,66.15726116281056
2024-09-03,44.67850171096565
2024-09-04,39.5155532891382
2024-09-05,39.5155532891382
2024-09-06,44.67850171096565
2024-09-07,64.43627835553474
2024-09-08,62.715295548258936
2024-09-09,37.79457048186239
2024-09-10,37.79457048186239
2024-09-11,41.236536096414014
2024-09-12,41.236536096414014
2024-09-13,48.12046732551728
2024-09-14,66.15726116281056
2024-09-15,58.44636416917217
2024-09-16,38.688587524603065
2024-09-17,35.760681709627335
2024-09-18,37.5487157951087
2024-09-19,39.33674988059006
2024-09-20,46.48888622251553
2024-09-21,67.94529524829193
