Time,jurassic_world
2022-06-24,19.0
2022-06-25,27.0
2022-06-26,30.0
2022-06-27,18.0
2022-06-28,14.0
2022-06-29,14.0
2022-06-30,12.0
2022-07-01,13.0
2022-07-02,19.0
2022-07-03,21.0
2022-07-04,18.0
2022-07-05,12.0
2022-07-06,12.0
2022-07-07,12.0
2022-07-08,14.0
2022-07-09,17.0
2022-07-10,17.0
2022-07-11,11.0
2022-07-12,10.0
2022-07-13,9.0
2022-07-14,10.0
2022-07-15,14.0
2022-07-16,22.0
2022-07-17,23.0
2022-07-18,13.0
2022-07-19,11.0
2022-07-20,9.0
2022-07-21,10.0
2022-07-22,11.0
2022-07-23,14.0
2022-07-24,17.0
2022-07-25,10.0
2022-07-26,9.0
2022-07-27,8.0
2022-07-28,7.0
2022-07-29,8.0
2022-07-30,11.0
2022-07-31,12.0
2022-08-01,8.0
2022-08-02,7.0
2022-08-03,6.0
2022-08-04,6.0
2022-08-05,7.0
2022-08-06,9.0
2022-08-07,9.0
2022-08-08,6.0
2022-08-09,6.0
2022-08-10,5.0
2022-08-11,5.0
2022-08-12,5.0
2022-08-13,8.0
2022-08-14,8.0
2022-08-15,6.0
2022-08-16,8.0
2022-08-17,7.0
2022-08-18,7.0
2022-08-19,7.0
2022-08-20,11.0
2022-08-21,11.0
2022-08-22,6.0
2022-08-23,5.0
2022-08-24,5.0
2022-08-25,5.0
2022-08-26,5.0
2022-08-27,8.0
2022-08-28,9.0
2022-08-29,5.09047619047619
2022-08-30,4.861904761904762
2022-08-31,4.7857142857142865
2022-09-01,4.20952380952381
2022-09-02,8.038095238095238
2022-09-03,15.11904761904762
2022-09-04,15.042857142857144
2022-09-05,12.095238095238095
2022-09-06,7.80952380952381
2022-09-07,5.242857142857143
2022-09-08,4.861904761904762
2022-09-09,4.938095238095238
2022-09-10,7.233333333333334
2022-09-11,7.961904761904762
2022-09-12,4.2857142857142865
2022-09-13,3.904761904761905
2022-09-14,3.980952380952381
2022-09-15,3.980952380952381
2022-09-16,3.980952380952381
2022-09-17,6.0476190476190474
2022-09-18,8.114285714285714
2022-09-19,4.861904761904762
2022-09-20,3.1
2022-09-21,3.1
2022-09-22,3.1761904761904765
2022-09-23,3.1761904761904765
2022-09-24,5.9714285714285715
2022-09-25,5.9714285714285715
2022-09-26,3.980952380952381
2022-09-27,3.0238095238095237
2022-09-28,2.8952380952380956
2022-09-29,2.8952380952380956
2022-09-30,3.047619047619048
2022-10-01,4.419047619047619
2022-10-02,4.876190476190477
2022-10-03,2.742857142857143
2022-10-04,2.5904761904761906
2022-10-05,2.742857142857143
2022-10-06,2.742857142857143
2022-10-07,2.8952380952380956
2022-10-08,4.419047619047619
2022-10-09,5.028571428571429
2022-10-10,3.2
2022-10-11,2.742857142857143
2022-10-12,2.742857142857143
2022-10-13,2.742857142857143
2022-10-14,3.047619047619048
2022-10-15,3.6571428571428575
2022-10-16,3.8095238095238098
2022-10-17,2.8952380952380956
2022-10-18,2.5904761904761906
2022-10-19,2.8952380952380956
2022-10-20,2.5904761904761906
2022-10-21,3.047619047619048
2022-10-22,3.8095238095238098
2022-10-23,4.2666666666666675
2022-10-24,2.5904761904761906
2022-10-25,2.5904761904761906
2022-10-26,2.742857142857143
2022-10-27,2.742857142857143
2022-10-28,2.742857142857143
2022-10-29,3.6571428571428575
2022-10-30,4.2666666666666675
2022-10-31,3.961904761904762
2022-11-01,3.504761904761905
2022-11-02,2.742857142857143
2022-11-03,2.742857142857143
2022-11-04,3.2
2022-11-05,4.419047619047619
2022-11-06,4.571428571428572
2022-11-07,2.8952380952380956
2022-11-08,2.5904761904761906
2022-11-09,2.4380952380952383
2022-11-10,2.5904761904761906
2022-11-11,3.047619047619048
2022-11-12,4.2666666666666675
2022-11-13,4.571428571428572
2022-11-14,2.742857142857143
2022-11-15,2.5904761904761906
2022-11-16,2.5904761904761906
2022-11-17,2.742857142857143
2022-11-18,2.8952380952380956
2022-11-19,3.961904761904762
2022-11-20,4.2666666666666675
2022-11-21,3.8095238095238098
2022-11-22,2.742857142857143
2022-11-23,3.2
2022-11-24,4.419047619047619
2022-11-25,4.723809523809524
2022-11-26,4.571428571428572
2022-11-27,4.723809523809524
2022-11-28,3.2
2022-11-29,2.8952380952380956
2022-11-30,2.5904761904761906
2022-12-01,2.742857142857143
2022-12-02,3.961904761904762
2022-12-03,3.8095238095238098
2022-12-04,3.961904761904762
2022-12-05,2.742857142857143
2022-12-06,2.5904761904761906
2022-12-07,2.742857142857143
2022-12-08,2.8952380952380956
2022-12-09,2.8952380952380956
2022-12-10,4.114285714285715
2022-12-11,5.180952380952381
2022-12-12,3.047619047619048
2022-12-13,2.742857142857143
2022-12-14,3.047619047619048
2022-12-15,2.742857142857143
2022-12-16,2.8952380952380956
2022-12-17,3.961904761904762
2022-12-18,3.6571428571428575
2022-12-19,2.8952380952380956
2022-12-20,2.742857142857143
2022-12-21,3.047619047619048
2022-12-22,2.8952380952380956
2022-12-23,3.2
2022-12-24,3.504761904761905
2022-12-25,4.419047619047619
2022-12-26,4.571428571428572
2022-12-27,4.2666666666666675
2022-12-28,3.8095238095238098
2022-12-29,3.961904761904762
2022-12-30,3.6571428571428575
2022-12-31,3.961904761904762
2023-01-01,4.723809523809524
2023-01-02,4.419047619047619
2023-01-03,3.352380952380953
2023-01-04,2.8952380952380956
2023-01-05,3.6571428571428575
2023-01-06,4.419047619047619
2023-01-07,9.904761904761905
2023-01-08,11.276190476190477
2023-01-09,5.6380952380952385
2023-01-10,4.419047619047619
2023-01-11,4.114285714285715
2023-01-12,3.352380952380953
2023-01-13,3.8095238095238098
2023-01-14,7.161904761904762
2023-01-15,7.923809523809524
2023-01-16,5.180952380952381
2023-01-17,3.352380952380953
2023-01-18,3.047619047619048
2023-01-19,2.742857142857143
2023-01-20,2.8952380952380956
2023-01-21,4.571428571428572
2023-01-22,5.180952380952381
2023-01-23,3.8095238095238098
2023-01-24,2.742857142857143
2023-01-25,2.742857142857143
2023-01-26,2.8952380952380956
2023-01-27,2.5904761904761906
2023-01-28,4.2666666666666675
2023-01-29,4.571428571428572
2023-01-30,3.2
2023-01-31,2.742857142857143
2023-02-01,2.5904761904761906
2023-02-02,2.5904761904761906
2023-02-03,2.5904761904761906
2023-02-04,3.504761904761905
2023-02-05,3.8095238095238098
2023-02-06,2.4380952380952383
2023-02-07,2.1333333333333337
2023-02-08,2.1333333333333337
2023-02-09,1.980952380952381
2023-02-10,2.1333333333333337
2023-02-11,3.961904761904762
2023-02-12,3.352380952380953
2023-02-13,1.980952380952381
2023-02-14,2.4380952380952383
2023-02-15,2.1333333333333337
2023-02-16,1.980952380952381
2023-02-17,2.4380952380952383
2023-02-18,3.2
2023-02-19,4.114285714285715
2023-02-20,3.047619047619048
2023-02-21,2.1333333333333337
2023-02-22,2.1333333333333337
2023-02-23,2.1333333333333337
2023-02-24,2.285714285714286
2023-02-25,3.352380952380953
2023-02-26,3.504761904761905
2023-02-27,2.1333333333333337
2023-02-28,2.1333333333333337
2023-03-01,1.980952380952381
2023-03-02,1.980952380952381
2023-03-03,2.1333333333333337
2023-03-04,3.504761904761905
2023-03-05,4.419047619047619
2023-03-06,3.047619047619048
2023-03-07,2.285714285714286
2023-03-08,2.285714285714286
2023-03-09,2.285714285714286
2023-03-10,2.1333333333333337
2023-03-11,3.2
2023-03-12,3.352380952380953
2023-03-13,2.1333333333333337
2023-03-14,2.1333333333333337
2023-03-15,2.285714285714286
2023-03-16,3.2
2023-03-17,2.1333333333333337
2023-03-18,3.352380952380953
2023-03-19,3.8095238095238098
2023-03-20,2.1333333333333337
2023-03-21,1.980952380952381
2023-03-22,1.980952380952381
2023-03-23,2.1333333333333337
2023-03-24,2.285714285714286
2023-03-25,3.8095238095238098
2023-03-26,5.180952380952381
2023-03-27,2.285714285714286
2023-03-28,2.1333333333333337
2023-03-29,1.980952380952381
2023-03-30,1.980952380952381
2023-03-31,2.1333333333333337
2023-04-01,2.8952380952380956
2023-04-02,3.047619047619048
2023-04-03,2.1333333333333337
2023-04-04,1.980952380952381
2023-04-05,1.980952380952381
2023-04-06,1.980952380952381
2023-04-07,2.742857142857143
2023-04-08,3.8095238095238098
2023-04-09,3.8095238095238098
2023-04-10,3.2
2023-04-11,2.1333333333333337
2023-04-12,2.1333333333333337
2023-04-13,1.980952380952381
2023-04-14,2.742857142857143
2023-04-15,2.742857142857143
2023-04-16,3.2
2023-04-17,2.1333333333333337
2023-04-18,1.8285714285714287
2023-04-19,1.6761904761904765
2023-04-20,1.8285714285714287
2023-04-21,2.285714285714286
2023-04-22,2.5904761904761906
2023-04-23,3.352380952380953
2023-04-24,2.4380952380952383
2023-04-25,1.8285714285714287
2023-04-26,1.6670476190476193
2023-04-27,1.6670476190476193
2023-04-28,1.8651428571428574
2023-04-29,2.4380952380952383
2023-04-30,2.688
2023-05-01,1.6914285714285717
2023-05-02,1.840761904761905
2023-05-03,1.5420952380952384
2023-05-04,1.4933333333333336
2023-05-05,1.6914285714285717
2023-05-06,2.4380952380952383
2023-05-07,2.5630476190476195
2023-05-08,1.8163809523809527
2023-05-09,1.5664761904761906
2023-05-10,1.6914285714285717
2023-05-11,2.0144761904761905
2023-05-12,1.7920000000000003
2023-05-13,2.2887619047619054
2023-05-14,2.462476190476191
2023-05-15,2.4380952380952383
2023-05-16,1.6914285714285717
2023-05-17,1.8163809523809527
2023-05-18,1.840761904761905
2023-05-19,1.6670476190476193
2023-05-20,2.4380952380952383
2023-05-21,2.4380952380952383
2023-05-22,1.8163809523809527
2023-05-23,1.8163809523809527
2023-05-24,1.6914285714285717
2023-05-25,1.8163809523809527
2023-05-26,1.8041904761904766
2023-05-27,2.6331428571428575
2023-05-28,3.462095238095239
2023-05-29,3.0232380952380957
2023-05-30,1.9992380952380955
2023-05-31,2.2918095238095244
2023-06-01,2.194285714285715
2023-06-02,2.14552380952381
2023-06-03,2.8281904761904766
2023-06-04,2.925714285714286
2023-06-05,2.14552380952381
2023-06-06,2.2918095238095244
2023-06-07,2.8281904761904766
2023-06-08,3.1207619047619053
2023-06-09,2.8769523809523814
2023-06-10,3.3158095238095244
2023-06-11,3.7059047619047627
2023-06-12,2.925714285714286
2023-06-13,2.5843809523809527
2023-06-14,2.730666666666667
2023-06-15,2.6331428571428575
2023-06-16,2.3893333333333335
2023-06-17,3.0720000000000005
2023-06-18,4.242285714285715
2023-06-19,3.413333333333334
2023-06-20,2.730666666666667
2023-06-21,2.3405714285714287
2023-06-22,2.2918095238095244
2023-06-23,2.974476190476191
2023-06-24,3.218285714285715
2023-06-25,3.5596190476190483
2023-06-26,3.16952380952381
2023-06-27,2.3405714285714287
2023-06-28,2.3405714285714287
2023-06-29,2.2430476190476196
2023-06-30,2.2430476190476196
2023-07-01,2.925714285714286
2023-07-02,3.5108571428571436
2023-07-03,3.1207619047619053
2023-07-04,3.413333333333334
2023-07-05,2.5843809523809527
2023-07-06,2.6819047619047622
2023-07-07,2.925714285714286
2023-07-08,3.900952380952382
2023-07-09,4.876190476190477
2023-07-10,3.5596190476190483
2023-07-11,2.6331428571428575
2023-07-12,2.3893333333333335
2023-07-13,2.4380952380952383
2023-07-14,2.5843809523809527
2023-07-15,3.0720000000000005
2023-07-16,3.998476190476191
2023-07-17,2.974476190476191
2023-07-18,2.3893333333333335
2023-07-19,2.535619047619048
2023-07-20,2.486857142857143
2023-07-21,2.535619047619048
2023-07-22,3.608380952380953
2023-07-23,3.5596190476190483
2023-07-24,2.486857142857143
2023-07-25,2.3893333333333335
2023-07-26,2.194285714285715
2023-07-27,2.194285714285715
2023-07-28,2.4380952380952383
2023-07-29,3.218285714285715
2023-07-30,2.8769523809523814
2023-07-31,2.3893333333333335
2023-08-01,2.14552380952381
2023-08-02,2.14552380952381
2023-08-03,2.2918095238095244
2023-08-04,2.3893333333333335
2023-08-05,2.8769523809523814
2023-08-06,3.462095238095239
2023-08-07,3.608380952380953
2023-08-08,2.486857142857143
2023-08-09,2.2918095238095244
2023-08-10,2.14552380952381
2023-08-11,2.486857142857143
2023-08-12,2.6819047619047622
2023-08-13,3.364571428571429
2023-08-14,2.974476190476191
2023-08-15,2.0967619047619053
2023-08-16,1.9992380952380955
2023-08-17,1.9992380952380955
2023-08-18,2.2430476190476196
2023-08-19,2.779428571428572
2023-08-20,3.16952380952381
2023-08-21,2.2918095238095244
2023-08-22,1.9017142857142861
2023-08-23,1.8041904761904766
2023-08-24,1.7554285714285718
2023-08-25,1.8529523809523814
2023-08-26,3.462095238095239
2023-08-27,3.7546666666666675
2023-08-28,2.535619047619048
2023-08-29,1.9017142857142861
2023-08-30,1.8529523809523814
2023-08-31,1.7554285714285718
2023-09-01,1.8529523809523814
2023-09-02,3.218285714285715
2023-09-03,3.1207619047619053
2023-09-04,2.925714285714286
2023-09-05,2.14552380952381
2023-09-06,1.6579047619047622
2023-09-07,1.9017142857142861
2023-09-08,1.5603809523809526
2023-09-09,2.0967619047619053
2023-09-10,2.6819047619047622
2023-09-11,2.2430476190476196
2023-09-12,1.5603809523809526
2023-09-13,1.6579047619047622
2023-09-14,1.6091428571428574
2023-09-15,1.706666666666667
2023-09-16,2.0480000000000005
2023-09-17,2.194285714285715
2023-09-18,1.6579047619047622
2023-09-19,1.3653333333333335
2023-09-20,1.5116190476190479
2023-09-21,1.5603809523809526
2023-09-22,1.5603809523809526
2023-09-23,1.9992380952380955
2023-09-24,2.194285714285715
2023-09-25,1.5116190476190479
2023-09-26,1.462857142857143
2023-09-27,1.4140952380952383
2023-09-28,1.5603809523809526
2023-09-29,1.3653333333333335
2023-09-30,1.9992380952380955
2023-10-01,2.0480000000000005
2023-10-02,1.462857142857143
2023-10-03,1.5116190476190479
2023-10-04,1.4140952380952383
2023-10-05,1.3653333333333335
2023-10-06,1.5116190476190479
2023-10-07,1.8529523809523814
2023-10-08,1.7554285714285718
2023-10-09,1.5116190476190479
2023-10-10,1.5603809523809526
2023-10-11,1.3653333333333335
2023-10-12,1.5116190476190479
2023-10-13,1.8529523809523814
2023-10-14,1.7554285714285718
2023-10-15,1.950476190476191
2023-10-16,1.3653333333333335
2023-10-17,1.2190476190476192
2023-10-18,1.5116190476190479
2023-10-19,1.4140952380952383
2023-10-20,1.706666666666667
2023-10-21,1.8041904761904766
2023-10-22,1.9992380952380955
2023-10-23,1.462857142857143
2023-10-24,1.3165714285714287
2023-10-25,1.5603809523809526
2023-10-26,1.5603809523809526
2023-10-27,1.462857142857143
2023-10-28,1.9017142857142861
2023-10-29,1.8041904761904766
2023-10-30,1.4140952380952383
2023-10-31,1.3165714285714287
2023-11-01,1.3653333333333335
2023-11-02,1.462857142857143
2023-11-03,1.706666666666667
2023-11-04,2.3405714285714287
2023-11-05,2.194285714285715
2023-11-06,1.9017142857142861
2023-11-07,1.5603809523809526
2023-11-08,1.462857142857143
2023-11-09,1.6579047619047622
2023-11-10,1.9992380952380955
2023-11-11,2.0967619047619053
2023-11-12,2.6331428571428575
2023-11-13,1.706666666666667
2023-11-14,1.5116190476190479
2023-11-15,1.5603809523809526
2023-11-16,1.462857142857143
2023-11-17,1.6579047619047622
2023-11-18,2.0967619047619053
2023-11-19,2.14552380952381
2023-11-20,1.706666666666667
2023-11-21,1.6579047619047622
2023-11-22,1.8529523809523814
2023-11-23,2.535619047619048
2023-11-24,2.3405714285714287
2023-11-25,2.6819047619047622
2023-11-26,2.486857142857143
2023-11-27,1.9017142857142861
2023-11-28,1.9017142857142861
2023-11-29,1.706666666666667
2023-11-30,1.6091428571428574
2023-12-01,1.7554285714285718
2023-12-02,2.14552380952381
2023-12-03,2.6331428571428575
2023-12-04,2.0967619047619053
2023-12-05,1.8041904761904766
2023-12-06,1.5603809523809526
2023-12-07,1.9017142857142861
2023-12-08,1.8041904761904766
2023-12-09,2.779428571428572
2023-12-10,3.16952380952381
2023-12-11,1.9017142857142861
2023-12-12,1.8041904761904766
2023-12-13,1.706666666666667
2023-12-14,1.9992380952380955
2023-12-15,1.8529523809523814
2023-12-16,2.535619047619048
2023-12-17,2.4380952380952383
2023-12-18,1.9992380952380955
2023-12-19,1.9017142857142861
2023-12-20,2.0967619047619053
2023-12-21,1.9017142857142861
2023-12-22,2.1550383275261327
2023-12-23,2.480315911730546
2023-12-24,2.234722415795587
2023-12-25,2.8608966318234614
2023-12-26,2.7015284552845533
2023-12-27,2.535619047619048
2023-12-28,2.400631823461092
2023-12-29,2.535619047619048
2023-12-30,2.646225319396051
2023-12-31,2.7259094076655055
2024-01-01,3.026806039488967
2024-01-02,2.535619047619048
2024-01-03,2.1794192799070853
2024-01-04,1.9891289198606275
2024-01-05,2.3453286875725903
2024-01-06,3.1374123112659706
2024-01-07,3.407386759581882
2024-01-08,2.3453286875725903
2024-01-09,2.234722415795587
2024-01-10,2.1550383275261327
2024-01-11,2.0444320557491293
2024-01-12,2.234722415795587
2024-01-13,2.8608966318234614
2024-01-14,3.3520836236933804
2024-01-15,3.1374123112659706
2024-01-16,2.0444320557491293
2024-01-17,2.099735191637631
2024-01-18,2.0444320557491293
2024-01-19,2.234722415795587
2024-01-20,2.891818815331011
2024-01-21,2.782996515679443
2024-01-22,2.1027084785133567
2024-01-23,2.350085946573752
2024-01-24,2.1027084785133567
2024-01-25,1.9790197444831594
2024-01-26,2.597463414634147
2024-01-27,2.968529616724739
2024-01-28,2.968529616724739
2024-01-29,1.855331010452962
2024-01-30,1.855331010452962
2024-01-31,1.6697979094076658
2024-02-01,1.607953542392567
2024-02-02,1.607953542392567
2024-02-03,2.4119303135888503
2024-02-04,2.7211521486643444
2024-02-05,1.7316422764227646
2024-02-06,2.535619047619048
2024-02-07,1.9171753774680607
2024-02-08,1.7934866434378631
2024-02-09,2.040864111498258
2024-02-10,2.9066852497096405
2024-02-11,2.9066852497096405
2024-02-12,1.855331010452962
2024-02-13,1.607953542392567
2024-02-14,1.4224204413472707
2024-02-15,1.607953542392567
2024-02-16,1.9171753774680607
2024-02-17,2.4119303135888503
2024-02-18,2.782996515679443
2024-02-19,2.350085946573752
2024-02-20,1.7934866434378631
2024-02-21,1.855331010452962
2024-02-22,1.607953542392567
2024-02-23,1.7316422764227646
2024-02-24,2.6593077816492454
2024-02-25,2.7211521486643444
2024-02-26,1.7934866434378631
2024-02-27,1.607953542392567
2024-02-28,1.5461091753774683
2024-02-29,1.6697979094076658
2024-03-01,1.9171753774680607
2024-03-02,2.782996515679443
2024-03-03,4.019883855981417
2024-03-04,2.2263972125435543
2024-03-05,1.9790197444831594
2024-03-06,2.1027084785133567
2024-03-07,1.9171753774680607
2024-03-08,1.9790197444831594
2024-03-09,2.9066852497096405
2024-03-10,3.3395958188153316
2024-03-11,2.2882415795586533
2024-03-12,1.9171753774680607
2024-03-13,1.855331010452962
2024-03-14,2.1027084785133567
2024-03-15,2.1027084785133567
2024-03-16,2.782996515679443
2024-03-17,2.8448408826945415
2024-03-18,1.9790197444831594
2024-03-19,1.6697979094076658
2024-03-20,1.9171753774680607
2024-03-21,1.7934866434378631
2024-03-22,1.7934866434378631
2024-03-23,2.597463414634147
2024-03-24,3.0922183507549366
2024-03-25,3.030373983739838
2024-03-26,2.2263972125435543
2024-03-27,1.9790197444831594
2024-03-28,2.040864111498258
2024-03-29,2.2882415795586533
2024-03-30,2.535619047619048
2024-03-31,3.1540627177700356
2024-04-01,2.2263972125435543
2024-04-02,1.9171753774680607
2024-04-03,1.9790197444831594
2024-04-04,1.855331010452962
2024-04-05,2.040864111498258
2024-04-06,2.535619047619048
2024-04-07,2.4737746806039493
2024-04-08,1.7316422764227646
2024-04-09,1.607953542392567
2024-04-10,1.6697979094076658
2024-04-11,1.6697979094076658
2024-04-12,1.6697979094076658
2024-04-13,2.535619047619048
2024-04-14,3.0922183507549366
2024-04-15,1.7934866434378631
2024-04-16,1.5461091753774683
2024-04-17,1.607953542392567
2024-04-18,1.607953542392567
2024-04-19,1.855331010452962
2024-04-20,2.350085946573752
2024-04-21,2.782996515679443
2024-04-22,1.9171753774680607
2024-04-23,1.7316422764227646
2024-04-24,1.9790197444831594
2024-04-25,1.7316422764227646
2024-04-26,1.855331010452962
2024-04-27,2.597463414634147
2024-04-28,2.7211521486643444
2024-04-29,3.40144018583043
2024-04-30,2.2263972125435543
2024-05-01,2.2882415795586533
2024-05-02,2.1645528455284557
2024-05-03,2.040864111498258
2024-05-04,2.597463414634147
2024-05-05,2.4737746806039493
2024-05-06,1.7934866434378631
2024-05-07,1.6697979094076658
2024-05-08,1.607953542392567
2024-05-09,1.7316422764227646
2024-05-10,1.7934866434378631
2024-05-11,2.535619047619048
2024-05-12,2.8448408826945415
2024-05-13,2.4119303135888503
2024-05-14,2.2263972125435543
2024-05-15,2.040864111498258
2024-05-16,2.040864111498258
2024-05-17,2.1645528455284557
2024-05-18,3.215907084785134
2024-05-19,3.3395958188153316
2024-05-20,2.2882415795586533
2024-05-21,2.1645528455284557
2024-05-22,2.4737746806039493
2024-05-23,2.4737746806039493
2024-05-24,4.3291056910569115
2024-05-25,6.060747967479676
2024-05-26,6.184436701509873
2024-05-27,6.184436701509873
2024-05-28,4.019883855981417
2024-05-29,3.7725063879210228
2024-05-30,3.40144018583043
2024-05-31,3.215907084785134
2024-06-01,4.081728222996516
2024-06-02,4.143572590011615
2024-06-03,2.968529616724739
2024-06-04,2.535619047619048
2024-06-05,2.4119303135888503
2024-06-06,2.597463414634147
2024-06-07,2.6593077816492454
2024-06-08,2.9066852497096405
2024-06-09,3.215907084785134
2024-06-10,2.782996515679443
2024-06-11,2.4737746806039493
2024-06-12,2.2263972125435543
2024-06-13,2.6593077816492454
2024-06-14,2.4119303135888503
2024-06-15,3.0922183507549366
2024-06-16,2.968529616724739
2024-06-17,2.4737746806039493
2024-06-18,2.4737746806039493
2024-06-19,2.4737746806039493
2024-06-20,2.2263972125435543
2024-06-21,2.1027084785133567
2024-06-22,2.535619047619048
2024-06-23,2.8448408826945415
2024-06-24,2.4119303135888503
2024-06-25,2.968529616724739
2024-06-26,2.2882415795586533
2024-06-27,2.1645528455284557
2024-06-28,2.4119303135888503
2024-06-29,2.7211521486643444
2024-06-30,2.6593077816492454
2024-07-01,2.4119303135888503
2024-07-02,2.2263972125435543
2024-07-03,2.1645528455284557
2024-07-04,3.2777514518002326
2024-07-05,2.782996515679443
2024-07-06,3.030373983739838
2024-07-07,3.3395958188153316
2024-07-08,2.782996515679443
2024-07-09,2.6593077816492454
2024-07-10,2.597463414634147
2024-07-11,2.350085946573752
2024-07-12,2.2882415795586533
2024-07-13,2.7211521486643444
2024-07-14,2.6593077816492454
2024-07-15,2.2263972125435543
2024-07-16,2.1027084785133567
2024-07-17,2.1645528455284557
2024-07-18,2.2263972125435543
2024-07-19,2.7211521486643444
2024-07-20,2.535619047619048
2024-07-21,2.8448408826945415
2024-07-22,2.350085946573752
2024-07-23,2.2263972125435543
2024-07-24,2.2263972125435543
2024-07-25,2.1027084785133567
2024-07-26,2.2263972125435543
2024-07-27,2.4119303135888503
2024-07-28,2.8448408826945415
2024-07-29,2.4119303135888503
2024-07-30,2.040864111498258
2024-07-31,2.1027084785133567
2024-08-01,1.9790197444831594
2024-08-02,1.9790197444831594
2024-08-03,2.535619047619048
2024-08-04,3.030373983739838
2024-08-05,2.4737746806039493
2024-08-06,1.9790197444831594
2024-08-07,2.2263972125435543
2024-08-08,1.9790197444831594
2024-08-09,2.2263972125435543
2024-08-10,2.4737746806039493
2024-08-11,2.782996515679443
2024-08-12,1.9790197444831594
2024-08-13,1.7934866434378631
2024-08-14,1.7934866434378631
2024-08-15,1.9171753774680607
2024-08-16,1.9171753774680607
2024-08-17,2.9066852497096405
2024-08-18,2.715439043166414
2024-08-19,2.025581554291294
2024-08-20,1.9458837325951621
2024-08-21,1.7424971768688327
2024-08-22,1.6009549881576022
2024-08-23,1.7424971768688327
2024-08-24,2.715439043166414
2024-08-25,3.2019099763152044
2024-08-26,2.0874259213063926
2024-08-27,1.6009549881576022
2024-08-28,1.6009549881576022
