Time,sp500
2022-01-01,10.0
2022-01-02,9.0
2022-01-03,27.0
2022-01-04,33.0
2022-01-05,34.0
2022-01-06,29.0
2022-01-07,30.0
2022-01-08,11.0
2022-01-09,7.0
2022-01-10,29.0
2022-01-11,30.0
2022-01-12,27.0
2022-01-13,33.0
2022-01-14,24.0
2022-01-15,11.0
2022-01-16,6.0
2022-01-17,11.0
2022-01-18,29.0
2022-01-19,33.0
2022-01-20,36.0
2022-01-21,44.0
2022-01-22,22.0
2022-01-23,13.0
2022-01-24,100.0
2022-01-25,58.0
2022-01-26,49.0
2022-01-27,45.0
2022-01-28,49.0
2022-01-29,14.0
2022-01-30,11.0
2022-01-31,40.0
2022-02-01,36.0
2022-02-02,38.0
2022-02-03,38.0
2022-02-04,34.0
2022-02-05,13.0
2022-02-06,7.0
2022-02-07,30.0
2022-02-08,31.0
2022-02-09,29.0
2022-02-10,28.0
2022-02-11,38.0
2022-02-12,13.0
2022-02-13,8.0
2022-02-14,31.0
2022-02-15,33.0
2022-02-16,31.0
2022-02-17,35.0
2022-02-18,39.0
2022-02-19,13.0
2022-02-20,10.0
2022-02-21,21.0
2022-02-22,52.0
2022-02-23,50.0
2022-02-24,91.0
2022-02-25,44.0
2022-02-26,15.0
2022-02-27,11.0
2022-02-28,51.0
2022-03-01,39.0
2022-03-02,32.0
2022-03-03,35.0
2022-03-04,38.0
2022-03-05,12.0
2022-03-06,7.0
2022-03-07,43.0
2022-03-08,54.0
2022-03-09,42.0
2022-03-10,39.0
2022-03-11,34.0
2022-03-12,14.0
2022-03-13,10.0
2022-03-14,40.0
2022-03-15,37.0
2022-03-16,41.0
2022-03-17,32.0
2022-03-18,34.0
2022-03-19,10.0
2022-03-20,7.0
2022-03-21,34.0
2022-03-22,33.0
2022-03-23,29.0
2022-03-24,29.0
2022-03-25,28.0
2022-03-26,8.0
2022-03-27,8.0
2022-03-28,25.0
2022-03-29,30.0
2022-03-30,29.0
2022-03-31,27.0
2022-04-01,24.0
2022-04-02,8.0
2022-04-03,7.0
2022-04-04,25.0
2022-04-05,26.0
2022-04-06,28.0
2022-04-07,24.0
2022-04-08,26.0
2022-04-09,10.0
2022-04-10,7.0
2022-04-11,29.0
2022-04-12,31.0
2022-04-13,26.0
2022-04-14,26.0
2022-04-15,18.0
2022-04-16,7.0
2022-04-17,6.0
2022-04-18,29.0
2022-04-19,25.0
2022-04-20,27.0
2022-04-21,27.0
2022-04-22,33.0
2022-04-23,16.0
2022-04-24,9.0
2022-04-25,36.0
2022-04-26,39.0
2022-04-27,37.0
2022-04-28,31.0
2022-04-29,37.0
2022-04-30,18.0
2022-05-01,12.0
2022-05-02,43.0
2022-05-03,33.0
2022-05-04,42.0
2022-05-05,51.0
2022-05-06,54.0
2022-05-07,16.0
2022-05-08,11.0
2022-05-09,74.0
2022-05-10,65.0
2022-05-11,64.0
2022-05-12,62.0
2022-05-13,46.0
2022-05-14,16.0
2022-05-15,10.0
2022-05-16,45.0
2022-05-17,40.0
2022-05-18,59.0
2022-05-19,63.0
2022-05-20,64.0
2022-05-21,18.0
2022-05-22,11.0
2022-05-23,44.0
2022-05-24,47.0
2022-05-25,43.0
2022-05-26,39.0
2022-05-27,39.0
2022-05-28,12.0
2022-05-29,7.0
2022-05-30,14.0
2022-05-31,40.0
2022-06-01,39.0
2022-06-02,35.0
2022-06-03,35.0
2022-06-04,10.0
2022-06-05,7.0
2022-06-06,33.0
2022-06-07,35.0
2022-06-08,34.0
2022-06-09,34.0
2022-06-10,47.0
2022-06-11,14.0
2022-06-12,11.0
2022-06-13,83.0
2022-06-14,68.0
2022-06-15,65.0
2022-06-16,74.0
2022-06-17,59.0
2022-06-18,18.0
2022-06-19,13.0
2022-06-20,26.0
2022-06-21,45.0
2022-06-22,47.0
2022-06-23,44.0
2022-06-24,41.0
2022-06-25,13.0
2022-06-26,11.0
2022-06-27,40.0
2022-06-28,40.0
2022-06-29,42.0
2022-06-30,43.0
2022-07-01,41.0
2022-07-02,14.0
2022-07-03,7.0
2022-07-04,11.0
2022-07-05,43.0
2022-07-06,38.0
2022-07-07,37.0
2022-07-08,34.0
2022-07-09,11.0
2022-07-10,9.0
2022-07-11,39.0
2022-07-12,35.0
2022-07-13,42.0
2022-07-14,40.0
2022-07-15,35.0
2022-07-16,11.0
2022-07-17,9.0
2022-07-18,38.0
2022-07-19,42.0
2022-07-20,38.0
2022-07-21,36.0
2022-07-22,37.0
2022-07-23,10.0
2022-07-24,8.0
2022-07-25,34.0
2022-07-26,37.0
2022-07-27,45.0
2022-07-28,44.0
2022-07-29,44.0
2022-07-30,11.0
2022-07-31,10.0
2022-08-01,40.0
2022-08-02,40.0
2022-08-03,38.0
2022-08-04,38.0
2022-08-05,35.0
2022-08-06,10.0
2022-08-07,8.0
2022-08-08,34.0
2022-08-09,32.0
2022-08-10,38.0
2022-08-11,37.0
2022-08-12,36.0
2022-08-13,10.0
2022-08-14,7.0
2022-08-15,40.0
2022-08-16,37.0
2022-08-17,35.0
2022-08-18,34.0
2022-08-19,30.0
2022-08-20,9.0
2022-08-21,8.0
2022-08-22,31.0
2022-08-23,32.0
2022-08-24,31.0
2022-08-25,29.0
2022-08-26,41.0
2022-08-27,15.0
2022-08-28,9.0
2022-08-29,39.05172413793103
2022-08-30,39.05172413793103
2022-08-31,34.87931034482759
2022-09-01,37.93103448275862
2022-09-02,32.94827586206897
2022-09-03,11.086206896551724
2022-09-04,8.03448275862069
2022-09-05,10.275862068965518
2022-09-06,34.87931034482759
2022-09-07,36.810344827586206
2022-09-08,30.20689655172414
2022-09-09,27.96551724137931
2022-09-10,11.896551724137932
2022-09-11,9.96551724137931
2022-09-12,31.017241379310345
2022-09-13,56.241379310344826
2022-09-14,52.87931034482759
2022-09-15,40.172413793103445
2022-09-16,42.10344827586207
2022-09-17,12.206896551724139
2022-09-18,9.155172413793103
2022-09-19,36.0
2022-09-20,40.172413793103445
2022-09-21,54.0
2022-09-22,51.758620689655174
2022-09-23,62.03448275862069
2022-09-24,18.810344827586206
2022-09-25,9.96551724137931
2022-09-26,52.87931034482759
2022-09-27,52.06896551724138
2022-09-28,44.689655172413794
2022-09-29,51.51724137931035
2022-09-30,47.17241379310345
2022-10-01,16.137931034482758
2022-10-02,12.413793103448276
2022-10-03,48.41379310344828
2022-10-04,44.689655172413794
2022-10-05,41.58620689655172
2022-10-06,35.37931034482759
2022-10-07,45.310344827586206
2022-10-08,14.896551724137932
2022-10-09,10.551724137931036
2022-10-10,42.20689655172414
2022-10-11,41.58620689655172
2022-10-12,41.58620689655172
2022-10-13,55.862068965517246
2022-10-14,42.20689655172414
2022-10-15,13.655172413793103
2022-10-16,9.931034482758621
2022-10-17,40.3448275862069
2022-10-18,40.96551724137931
2022-10-19,38.48275862068966
2022-10-20,37.862068965517246
2022-10-21,36.0
2022-10-22,10.551724137931036
2022-10-23,8.689655172413794
2022-10-24,33.51724137931035
2022-10-25,37.862068965517246
2022-10-26,42.20689655172414
2022-10-27,40.3448275862069
2022-10-28,37.241379310344826
2022-10-29,11.793103448275863
2022-10-30,7.448275862068966
2022-10-31,34.758620689655174
2022-11-01,36.62068965517241
2022-11-02,41.58620689655172
2022-11-03,39.10344827586207
2022-11-04,36.0
2022-11-05,9.310344827586206
2022-11-06,6.827586206896552
2022-11-07,34.13793103448276
2022-11-08,36.62068965517241
2022-11-09,32.89655172413793
2022-11-10,53.37931034482759
2022-11-11,45.310344827586206
2022-11-12,13.655172413793103
2022-11-13,8.689655172413794
2022-11-14,39.10344827586207
2022-11-15,40.3448275862069
2022-11-16,37.862068965517246
2022-11-17,36.0
2022-11-18,31.655172413793103
2022-11-19,11.172413793103448
2022-11-20,8.068965517241379
2022-11-21,32.275862068965516
2022-11-22,32.89655172413793
2022-11-23,34.758620689655174
2022-11-24,11.172413793103448
2022-11-25,18.0
2022-11-26,9.931034482758621
2022-11-27,6.827586206896552
2022-11-28,28.551724137931036
2022-11-29,27.310344827586206
2022-11-30,32.89655172413793
2022-12-01,36.0
2022-12-02,34.13793103448276
2022-12-03,10.551724137931036
2022-12-04,7.448275862068966
2022-12-05,30.413793103448278
2022-12-06,36.0
2022-12-07,31.03448275862069
2022-12-08,28.551724137931036
2022-12-09,28.551724137931036
2022-12-10,11.172413793103448
2022-12-11,7.448275862068966
2022-12-12,29.793103448275865
2022-12-13,41.58620689655172
2022-12-14,40.3448275862069
2022-12-15,40.3448275862069
2022-12-16,34.758620689655174
2022-12-17,11.172413793103448
2022-12-18,8.689655172413794
2022-12-19,34.758620689655174
2022-12-20,36.62068965517241
2022-12-21,34.758620689655174
2022-12-22,38.48275862068966
2022-12-23,33.51724137931035
2022-12-24,10.551724137931036
2022-12-25,8.068965517241379
2022-12-26,12.413793103448276
2022-12-27,32.89655172413793
2022-12-28,32.275862068965516
2022-12-29,35.37931034482759
2022-12-30,29.793103448275865
2022-12-31,14.896551724137932
2023-01-01,9.310344827586206
2023-01-02,15.517241379310345
2023-01-03,32.275862068965516
2023-01-04,31.655172413793103
2023-01-05,29.793103448275865
2023-01-06,34.13793103448276
2023-01-07,13.03448275862069
2023-01-08,8.689655172413794
2023-01-09,36.0
2023-01-10,33.51724137931035
2023-01-11,32.89655172413793
2023-01-12,38.48275862068966
2023-01-13,31.03448275862069
2023-01-14,11.172413793103448
2023-01-15,8.068965517241379
2023-01-16,14.896551724137932
2023-01-17,32.275862068965516
2023-01-18,37.241379310344826
2023-01-19,37.241379310344826
2023-01-20,33.51724137931035
2023-01-21,11.172413793103448
2023-01-22,8.068965517241379
2023-01-23,34.758620689655174
2023-01-24,38.48275862068966
2023-01-25,34.13793103448276
2023-01-26,34.758620689655174
2023-01-27,35.37931034482759
2023-01-28,13.655172413793103
2023-01-29,9.310344827586206
2023-01-30,32.89655172413793
2023-01-31,37.241379310344826
2023-02-01,42.20689655172414
2023-02-02,50.896551724137936
2023-02-03,45.310344827586206
2023-02-04,12.413793103448276
2023-02-05,8.689655172413794
2023-02-06,32.89655172413793
2023-02-07,37.241379310344826
2023-02-08,36.0
2023-02-09,36.0
2023-02-10,32.275862068965516
2023-02-11,9.310344827586206
2023-02-12,6.827586206896552
2023-02-13,29.17241379310345
2023-02-14,36.0
2023-02-15,33.51724137931035
2023-02-16,32.89655172413793
2023-02-17,31.03448275862069
2023-02-18,9.310344827586206
2023-02-19,8.068965517241379
2023-02-20,14.275862068965518
2023-02-21,40.3448275862069
2023-02-22,36.62068965517241
2023-02-23,32.275862068965516
2023-02-24,35.37931034482759
2023-02-25,14.275862068965518
2023-02-26,8.689655172413794
2023-02-27,34.13793103448276
2023-02-28,30.413793103448278
2023-03-01,31.655172413793103
2023-03-02,32.275862068965516
2023-03-03,31.03448275862069
2023-03-04,9.931034482758621
2023-03-05,8.689655172413794
2023-03-06,32.275862068965516
2023-03-07,36.62068965517241
2023-03-08,37.241379310344826
2023-03-09,34.758620689655174
2023-03-10,47.17241379310345
2023-03-11,18.0
2023-03-12,11.793103448275863
2023-03-13,60.20689655172414
2023-03-14,45.310344827586206
2023-03-15,50.275862068965516
2023-03-16,40.96551724137931
2023-03-17,40.96551724137931
2023-03-18,11.172413793103448
2023-03-19,10.551724137931036
2023-03-20,39.724137931034484
2023-03-21,35.37931034482759
2023-03-22,45.310344827586206
2023-03-23,41.58620689655172
2023-03-24,34.758620689655174
2023-03-25,11.793103448275863
2023-03-26,8.068965517241379
2023-03-27,33.51724137931035
2023-03-28,33.51724137931035
2023-03-29,35.37931034482759
2023-03-30,32.89655172413793
2023-03-31,36.62068965517241
2023-04-01,11.793103448275863
2023-04-02,9.310344827586206
2023-04-03,35.37931034482759
2023-04-04,32.89655172413793
2023-04-05,30.413793103448278
2023-04-06,31.03448275862069
2023-04-07,21.10344827586207
2023-04-08,7.448275862068966
2023-04-09,7.448275862068966
2023-04-10,31.655172413793103
2023-04-11,33.51724137931035
2023-04-12,34.13793103448276
2023-04-13,34.758620689655174
2023-04-14,32.275862068965516
2023-04-15,10.551724137931036
2023-04-16,7.448275862068966
2023-04-17,29.793103448275865
2023-04-18,31.03448275862069
2023-04-19,31.655172413793103
2023-04-20,29.17241379310345
2023-04-21,29.17241379310345
2023-04-22,11.172413793103448
2023-04-23,7.448275862068966
2023-04-24,28.551724137931036
2023-04-25,32.89655172413793
2023-04-26,35.28274512450233
2023-04-27,32.802415817531546
2023-04-28,30.01174168297456
2023-04-29,12.401646534853903
2023-04-30,8.805047574060328
2023-05-01,31.128011336797357
2023-05-02,36.64680477765032
2023-05-03,38.5689992577097
2023-05-04,32.244280990620155
2023-05-05,33.05020581685673
2023-05-06,9.921317227883122
2023-05-07,7.688777920237533
2023-05-08,30.569876509885958
2023-05-09,27.53141237600378
2023-05-10,31.686146163708752
2023-05-11,29.76395168364937
2023-05-12,28.647682029826576
2023-05-13,9.921317227883122
2023-05-14,7.99912274782374
2023-05-15,30.322086510560766
2023-05-16,28.089547202915178
2023-05-17,29.76395168364937
2023-05-18,32.49207098994534
2023-05-19,31.933936163033945
2023-05-20,10.479452054794521
2023-05-21,6.324718267089548
2023-05-22,32.802415817531546
2023-05-23,32.244280990620155
2023-05-24,32.244280990620155
2023-05-25,31.128011336797357
2023-05-26,33.699439908225926
2023-05-27,10.902759970308388
2023-05-28,8.424859977056482
2023-05-29,8.424859977056482
2023-05-30,30.230379917673257
2023-05-31,32.212699912274786
2023-06-01,32.708279910925164
2023-06-02,37.66407989742898
2023-06-03,11.39833996895877
2023-06-04,8.424859977056482
2023-06-05,34.19501990687631
2023-06-06,32.708279910925164
2023-06-07,33.20385990957554
2023-06-08,32.212699912274786
2023-06-09,32.212699912274786
2023-06-10,10.407179971658007
2023-06-11,7.433699979755719
2023-06-12,33.20385990957554
2023-06-13,39.6463998920305
2023-06-14,44.10661987988394
2023-06-15,39.15081989338012
2023-06-16,36.672919900128214
2023-06-17,11.39833996895877
2023-06-18,6.4425399824549565
2023-06-19,18.336459950064107
2023-06-20,34.69059990552669
2023-06-21,33.699439908225926
2023-06-22,30.230379917673257
2023-06-23,29.734799919022876
2023-06-24,8.424859977056482
2023-06-25,7.9292799784061
2023-06-26,27.75247992442135
2023-06-27,33.20385990957554
2023-06-28,30.230379917673257
2023-06-29,29.734799919022876
2023-06-30,31.22153991497402
2023-07-01,12.389499966259532
2023-07-02,8.424859977056482
2023-07-03,24.778999932519064
2023-07-04,10.902759970308388
2023-07-05,29.734799919022876
2023-07-06,34.69059990552669
2023-07-07,29.239219920372495
2023-07-08,9.911599973007625
2023-07-09,6.4425399824549565
2023-07-10,28.743639921722114
2023-07-11,32.708279910925164
2023-07-12,36.177339901477836
2023-07-13,33.20385990957554
2023-07-14,35.18617990417707
2023-07-15,9.911599973007625
2023-07-16,7.433699979755719
2023-07-17,32.212699912274786
2023-07-18,39.15081989338012
2023-07-19,38.65523989472974
2023-07-20,34.69059990552669
2023-07-21,33.699439908225926
2023-07-22,10.407179971658007
2023-07-23,7.433699979755719
2023-07-24,30.72595991632364
2023-07-25,32.212699912274786
2023-07-26,37.66407989742898
2023-07-27,37.16849989877859
2023-07-28,34.19501990687631
2023-07-29,10.902759970308388
2023-07-30,10.407179971658007
2023-07-31,33.20385990957554
2023-08-01,34.69059990552669
2023-08-02,39.15081989338012
2023-08-03,35.18617990417707
2023-08-04,34.19501990687631
2023-08-05,12.885079964909913
2023-08-06,7.9292799784061
2023-08-07,30.230379917673257
2023-08-08,32.212699912274786
2023-08-09,33.20385990957554
2023-08-10,33.699439908225926
2023-08-11,29.734799919022876
2023-08-12,9.911599973007625
2023-08-13,6.4425399824549565
2023-08-14,31.22153991497402
2023-08-15,32.212699912274786
2023-08-16,34.19501990687631
2023-08-17,38.15965989607936
2023-08-18,35.18617990417707
2023-08-19,9.911599973007625
2023-08-20,7.433699979755719
2023-08-21,31.22153991497402
2023-08-22,33.20385990957554
2023-08-23,31.22153991497402
2023-08-24,32.708279910925164
2023-08-25,27.75247992442135
2023-08-26,9.911599973007625
2023-08-27,6.938119981105338
2023-08-28,30.72595991632364
2023-08-29,31.7171199136244
2023-08-30,30.72595991632364
2023-08-31,31.22153991497402
2023-09-01,29.239219920372495
2023-09-02,9.416019974357244
2023-09-03,6.4425399824549565
2023-09-04,7.9292799784061
2023-09-05,29.734799919022876
2023-09-06,27.25689992577097
2023-09-07,27.75247992442135
2023-09-08,24.283419933868682
2023-09-09,8.920439975706863
2023-09-10,6.4425399824549565
2023-09-11,24.283419933868682
2023-09-12,24.778999932519064
2023-09-13,27.25689992577097
2023-09-14,25.274579931169445
2023-09-15,27.25689992577097
2023-09-16,7.433699979755719
2023-09-17,6.4425399824549565
2023-09-18,24.283419933868682
2023-09-19,26.76131992712059
2023-09-20,30.72595991632364
2023-09-21,33.699439908225926
2023-09-22,32.212699912274786
2023-09-23,10.902759970308388
2023-09-24,6.938119981105338
2023-09-25,27.75247992442135
2023-09-26,36.177339901477836
2023-09-27,35.18617990417707
2023-09-28,28.743639921722114
2023-09-29,31.7171199136244
2023-09-30,11.39833996895877
2023-10-01,6.938119981105338
2023-10-02,30.230379917673257
2023-10-03,37.66407989742898
2023-10-04,39.15081989338012
2023-10-05,33.20385990957554
2023-10-06,37.66407989742898
2023-10-07,9.911599973007625
2023-10-08,8.424859977056482
2023-10-09,31.22153991497402
2023-10-10,32.212699912274786
2023-10-11,30.230379917673257
2023-10-12,31.7171199136244
2023-10-13,29.239219920372495
2023-10-14,9.911599973007625
2023-10-15,7.433699979755719
2023-10-16,29.734799919022876
2023-10-17,32.212699912274786
2023-10-18,32.212699912274786
2023-10-19,35.18617990417707
2023-10-20,36.177339901477836
2023-10-21,11.39833996895877
2023-10-22,8.424859977056482
2023-10-23,31.22153991497402
2023-10-24,30.72595991632364
2023-10-25,32.708279910925164
2023-10-26,42.12429988528241
2023-10-27,36.177339901477836
2023-10-28,13.380659963560294
2023-10-29,8.424859977056482
2023-10-30,28.743639921722114
2023-10-31,33.20385990957554
2023-11-01,33.20385990957554
2023-11-02,33.699439908225926
2023-11-03,36.672919900128214
2023-11-04,11.39833996895877
2023-11-05,7.9292799784061
2023-11-06,33.20385990957554
2023-11-07,33.20385990957554
2023-11-08,31.22153991497402
2023-11-09,30.230379917673257
2023-11-10,31.22153991497402
2023-11-11,14.371819960861057
2023-11-12,7.433699979755719
2023-11-13,29.239219920372495
2023-11-14,41.62871988663203
2023-11-15,42.12429988528241
2023-11-16,34.19501990687631
2023-11-17,32.708279910925164
