Time,robert_kennedy
2022-06-09,10.0
2022-06-10,7.0
2022-06-11,8.0
2022-06-12,8.0
2022-06-13,9.0
2022-06-14,8.0
2022-06-15,8.0
2022-06-16,9.0
2022-06-17,6.0
2022-06-18,9.0
2022-06-19,9.0
2022-06-20,7.0
2022-06-21,9.0
2022-06-22,7.0
2022-06-23,6.0
2022-06-24,8.0
2022-06-25,10.0
2022-06-26,9.0
2022-06-27,11.0
2022-06-28,7.0
2022-06-29,12.0
2022-06-30,8.0
2022-07-01,9.0
2022-07-02,11.0
2022-07-03,11.0
2022-07-04,10.0
2022-07-05,10.0
2022-07-06,8.0
2022-07-07,9.0
2022-07-08,10.0
2022-07-09,10.0
2022-07-10,7.0
2022-07-11,10.0
2022-07-12,9.0
2022-07-13,9.0
2022-07-14,8.0
2022-07-15,8.0
2022-07-16,7.0
2022-07-17,10.0
2022-07-18,11.0
2022-07-19,10.0
2022-07-20,8.0
2022-07-21,10.0
2022-07-22,7.0
2022-07-23,7.0
2022-07-24,9.0
2022-07-25,9.0
2022-07-26,10.0
2022-07-27,9.0
2022-07-28,11.0
2022-07-29,9.0
2022-07-30,9.0
2022-07-31,11.0
2022-08-01,6.0
2022-08-02,10.0
2022-08-03,10.0
2022-08-04,9.0
2022-08-05,8.0
2022-08-06,9.0
2022-08-07,8.0
2022-08-08,8.0
2022-08-09,9.0
2022-08-10,9.0
2022-08-11,10.0
2022-08-12,8.0
2022-08-13,11.0
2022-08-14,12.0
2022-08-15,9.0
2022-08-16,9.0
2022-08-17,9.0
2022-08-18,11.0
2022-08-19,13.0
2022-08-20,11.0
2022-08-21,13.0
2022-08-22,13.0
2022-08-23,9.0
2022-08-24,9.0
2022-08-25,11.0
2022-08-26,13.0
2022-08-27,12.0
2022-08-28,16.0
2022-08-29,10.5
2022-08-30,9.5
2022-08-31,9.5
2022-09-01,9.5
2022-09-02,9.5
2022-09-03,15.0
2022-09-04,22.0
2022-09-05,21.0
2022-09-06,11.5
2022-09-07,14.5
2022-09-08,10.5
2022-09-09,6.5
2022-09-10,9.5
2022-09-11,10.5
2022-09-12,6.5
2022-09-13,9.5
2022-09-14,9.5
2022-09-15,10.0
2022-09-16,6.5
2022-09-17,9.5
2022-09-18,11.5
2022-09-19,6.5
2022-09-20,9.5
2022-09-21,9.5
2022-09-22,10.0
2022-09-23,5.5
2022-09-24,6.0
2022-09-25,9.5
2022-09-26,9.5
2022-09-27,9.5
2022-09-28,10.0
2022-09-29,10.0
2022-09-30,10.0
2022-10-01,10.0
2022-10-02,10.0
2022-10-03,10.0
2022-10-04,10.0
2022-10-05,10.0
2022-10-06,10.0
2022-10-07,10.0
2022-10-08,10.0
2022-10-09,10.0
2022-10-10,10.0
2022-10-11,10.0
2022-10-12,10.0
2022-10-13,5.0
2022-10-14,10.0
2022-10-15,5.0
2022-10-16,5.0
2022-10-17,10.0
2022-10-18,10.0
2022-10-19,15.0
2022-10-20,15.0
2022-10-21,10.0
2022-10-22,10.0
2022-10-23,10.0
2022-10-24,15.0
2022-10-25,15.0
2022-10-26,15.0
2022-10-27,20.0
2022-10-28,10.0
2022-10-29,10.0
2022-10-30,10.0
2022-10-31,10.0
2022-11-01,10.0
2022-11-02,10.0
2022-11-03,10.0
2022-11-04,10.0
2022-11-05,10.0
2022-11-06,10.0
2022-11-07,5.0
2022-11-08,15.0
2022-11-09,5.0
2022-11-10,10.0
2022-11-11,10.0
2022-11-12,10.0
2022-11-13,10.0
2022-11-14,10.0
2022-11-15,5.0
2022-11-16,10.0
2022-11-17,5.0
2022-11-18,10.0
2022-11-19,15.0
2022-11-20,10.0
2022-11-21,10.0
2022-11-22,10.0
2022-11-23,10.0
2022-11-24,10.0
2022-11-25,10.0
2022-11-26,5.0
2022-11-27,10.0
2022-11-28,10.0
2022-11-29,10.0
2022-11-30,10.0
2022-12-01,5.0
2022-12-02,5.0
2022-12-03,5.0
2022-12-04,10.0
2022-12-05,10.0
2022-12-06,10.0
2022-12-07,15.0
2022-12-08,10.0
2022-12-09,5.0
2022-12-10,5.0
2022-12-11,5.0
2022-12-12,10.0
2022-12-13,5.0
2022-12-14,5.0
2022-12-15,10.0
2022-12-16,10.0
2022-12-17,15.0
2022-12-18,10.0
2022-12-19,10.0
2022-12-20,10.0
2022-12-21,10.0
2022-12-22,10.0
2022-12-23,5.0
2022-12-24,5.0
2022-12-25,10.0
2022-12-26,5.0
2022-12-27,5.0
2022-12-28,10.0
2022-12-29,10.0
2022-12-30,10.0
2022-12-31,10.0
2023-01-01,10.0
2023-01-02,10.0
2023-01-03,10.0
2023-01-04,10.0
2023-01-05,5.0
2023-01-06,5.0
2023-01-07,5.0
2023-01-08,10.0
2023-01-09,5.0
2023-01-10,10.0
2023-01-11,65.0
2023-01-12,15.0
2023-01-13,10.0
2023-01-14,10.0
2023-01-15,10.0
2023-01-16,20.0
2023-01-17,15.0
2023-01-18,10.0
2023-01-19,10.0
2023-01-20,10.0
2023-01-21,10.0
2023-01-22,10.0
2023-01-23,10.0
2023-01-24,10.0
2023-01-25,10.0
2023-01-26,10.0
2023-01-27,10.0
2023-01-28,10.0
2023-01-29,10.0
2023-01-30,10.0
2023-01-31,5.0
2023-02-01,10.0
2023-02-02,10.0
2023-02-03,10.0
2023-02-04,5.0
2023-02-05,10.0
2023-02-06,5.0
2023-02-07,10.0
2023-02-08,10.0
2023-02-09,5.0
2023-02-10,10.0
2023-02-11,5.0
2023-02-12,5.0
2023-02-13,10.0
2023-02-14,5.0
2023-02-15,5.0
2023-02-16,5.0
2023-02-17,10.0
2023-02-18,10.0
2023-02-19,10.0
2023-02-20,10.0
2023-02-21,10.0
2023-02-22,10.0
2023-02-23,10.0
2023-02-24,10.0
2023-02-25,5.0
2023-02-26,10.0
2023-02-27,10.0
2023-02-28,10.0
2023-03-01,15.0
2023-03-02,20.0
2023-03-03,20.0
2023-03-04,55.0
2023-03-05,20.0
2023-03-06,20.0
2023-03-07,15.0
2023-03-08,15.0
2023-03-09,15.0
2023-03-10,10.0
2023-03-11,15.0
2023-03-12,15.0
2023-03-13,10.0
2023-03-14,15.0
2023-03-15,15.0
2023-03-16,15.0
2023-03-17,10.0
2023-03-18,10.0
2023-03-19,10.0
2023-03-20,15.0
2023-03-21,10.0
2023-03-22,10.0
2023-03-23,10.0
2023-03-24,10.0
2023-03-25,5.0
2023-03-26,15.0
2023-03-27,10.0
2023-03-28,15.0
2023-03-29,10.0
2023-03-30,10.0
2023-03-31,10.0
2023-04-01,10.0
2023-04-02,10.0
2023-04-03,10.0
2023-04-04,10.0
2023-04-05,120.0
2023-04-06,500.0
2023-04-07,190.0
2023-04-08,105.0
2023-04-09,55.0
2023-04-10,45.0
2023-04-11,45.0
2023-04-12,60.0
2023-04-13,45.0
2023-04-14,35.0
2023-04-15,25.0
2023-04-16,45.0
2023-04-17,40.0
2023-04-18,40.0
2023-04-19,180.0
2023-04-20,340.0
2023-04-21,135.0
2023-04-22,130.0
2023-04-23,95.0
2023-04-24,100.0
2023-04-25,135.0
2023-04-26,109.90586145648312
2023-04-27,108.71225577264653
2023-04-28,105.01865008880995
2023-04-29,159.97158081705152
2023-04-30,130.64831261101244
2023-05-01,85.46980461811722
2023-05-02,64.72735346358792
2023-05-03,54.95293072824156
2023-05-04,50.06571936056838
2023-05-05,51.259325044404974
2023-05-06,61.03374777975133
2023-05-07,58.64653641207815
2023-05-08,75.69538188277087
2023-05-09,128.26110124333925
2023-05-10,85.46980461811722
2023-05-11,53.759325044404974
2023-05-12,61.03374777975133
2023-05-13,50.06571936056838
2023-05-14,43.98490230905861
2023-05-15,39.09769094138544
2023-05-16,59.84014209591474
2023-05-17,40.291296625222024
2023-05-18,35.40408525754884
2023-05-19,35.40408525754884
2023-05-20,45.178507992895206
2023-05-21,34.210479573712256
2023-05-22,35.40408525754884
2023-05-23,34.210479573712256
2023-05-24,34.210479573712256
2023-05-25,39.09769094138544
2023-05-26,57.2930728241563
2023-05-27,35.808170515097686
2023-05-28,28.64653641207815
2023-05-29,28.64653641207815
2023-05-30,26.25932504440497
2023-05-31,28.64653641207815
2023-06-01,40.58259325044405
2023-06-02,74.00355239786856
2023-06-03,47.744227353463586
2023-06-04,47.744227353463586
2023-06-05,119.36056838365896
2023-06-06,131.29662522202486
2023-06-07,100.26287744227352
2023-06-08,90.71403197158081
2023-06-09,54.90586145648312
2023-06-10,64.45470692717583
2023-06-11,69.2291296625222
2023-06-12,45.357015985790404
2023-06-13,50.13143872113676
2023-06-14,50.13143872113676
2023-06-15,179.04085257548843
2023-06-16,238.72113676731792
2023-06-17,174.26642984014208
2023-06-18,179.04085257548843
2023-06-19,186.20248667850797
2023-06-20,174.26642984014208
2023-06-21,138.4582593250444
2023-06-22,114.5861456483126
2023-06-23,107.42451154529306
2023-06-24,88.32682060390763
2023-06-25,138.4582593250444
2023-06-26,214.84902309058612
2023-06-27,188.58969804618116
2023-06-28,159.943161634103
2023-06-29,188.58969804618116
2023-06-30,128.90941385435167
2023-07-01,119.36056838365896
2023-07-02,100.26287744227352
2023-07-03,95.48845470692717
2023-07-04,107.42451154529306
2023-07-05,76.39076376554173
2023-07-06,78.77797513321491
2023-07-07,100.26287744227352
2023-07-08,105.03730017761988
2023-07-09,69.2291296625222
2023-07-10,81.1651865008881
2023-07-11,88.32682060390763
2023-07-12,59.68028419182948
2023-07-13,95.48845470692717
2023-07-14,93.10124333925398
2023-07-15,71.61634103019537
2023-07-16,93.10124333925398
2023-07-17,85.93960923623445
2023-07-18,107.42451154529306
2023-07-19,52.51865008880994
2023-07-20,164.71758436944936
2023-07-21,210.07460035523977
2023-07-22,102.65008880994671
2023-07-23,88.32682060390763
2023-07-24,57.2930728241563
2023-07-25,50.13143872113676
2023-07-26,183.8152753108348
2023-07-27,50.13143872113676
2023-07-28,62.06749555950266
2023-07-29,59.68028419182948
2023-07-30,50.13143872113676
2023-07-31,42.96980461811722
2023-08-01,38.19538188277087
2023-08-02,42.96980461811722
2023-08-03,45.357015985790404
2023-08-04,35.808170515097686
2023-08-05,33.42095914742451
2023-08-06,40.58259325044405
2023-08-07,35.808170515097686
2023-08-08,33.42095914742451
2023-08-09,28.64653641207815
2023-08-10,35.808170515097686
2023-08-11,38.19538188277087
2023-08-12,33.42095914742451
2023-08-13,40.58259325044405
2023-08-14,35.808170515097686
2023-08-15,50.13143872113676
2023-08-16,38.19538188277087
2023-08-17,35.808170515097686
2023-08-18,28.64653641207815
2023-08-19,31.03374777975133
2023-08-20,28.64653641207815
2023-08-21,33.42095914742451
2023-08-22,28.64653641207815
2023-08-23,31.03374777975133
2023-08-24,47.744227353463586
2023-08-25,42.96980461811722
2023-08-26,31.03374777975133
2023-08-27,38.19538188277087
2023-08-28,31.03374777975133
2023-08-29,23.872113676731793
2023-08-30,42.96980461811722
2023-08-31,28.64653641207815
2023-09-01,21.48490230905861
2023-09-02,23.872113676731793
2023-09-03,28.64653641207815
2023-09-04,26.25932504440497
2023-09-05,21.48490230905861
2023-09-06,23.872113676731793
2023-09-07,21.48490230905861
2023-09-08,26.25932504440497
2023-09-09,47.744227353463586
2023-09-10,47.744227353463586
2023-09-11,33.42095914742451
2023-09-12,28.64653641207815
2023-09-13,54.90586145648312
2023-09-14,105.03730017761988
2023-09-15,28.64653641207815
2023-09-16,85.93960923623445
2023-09-17,83.55239786856127
2023-09-18,50.13143872113676
2023-09-19,31.03374777975133
2023-09-20,33.42095914742451
2023-09-21,35.808170515097686
2023-09-22,38.19538188277087
2023-09-23,47.744227353463586
2023-09-24,33.42095914742451
2023-09-25,31.03374777975133
2023-09-26,40.58259325044405
2023-09-27,40.58259325044405
2023-09-28,40.58259325044405
2023-09-29,38.19538188277087
2023-09-30,64.45470692717583
2023-10-01,45.357015985790404
2023-10-02,38.19538188277087
2023-10-03,33.42095914742451
2023-10-04,28.64653641207815
2023-10-05,31.03374777975133
2023-10-06,31.03374777975133
2023-10-07,26.25932504440497
2023-10-08,33.42095914742451
2023-10-09,176.65364120781527
2023-10-10,176.65364120781527
2023-10-11,78.77797513321491
2023-10-12,50.13143872113676
2023-10-13,35.808170515097686
2023-10-14,33.42095914742451
2023-10-15,38.19538188277087
2023-10-16,33.42095914742451
2023-10-17,28.64653641207815
2023-10-18,33.42095914742451
2023-10-19,33.42095914742451
2023-10-20,26.25932504440497
2023-10-21,21.48490230905861
2023-10-22,21.48490230905861
2023-10-23,21.48490230905861
2023-10-24,21.48490230905861
2023-10-25,21.48490230905861
2023-10-26,40.58259325044405
2023-10-27,33.42095914742451
2023-10-28,26.25932504440497
2023-10-29,19.097690941385434
2023-10-30,21.48490230905861
2023-10-31,21.48490230905861
2023-11-01,26.25932504440497
2023-11-02,28.64653641207815
2023-11-03,33.42095914742451
2023-11-04,31.03374777975133
2023-11-05,26.25932504440497
2023-11-06,31.03374777975133
2023-11-07,42.96980461811722
2023-11-08,57.2930728241563
2023-11-09,42.96980461811722
2023-11-10,31.03374777975133
2023-11-11,33.42095914742451
2023-11-12,33.42095914742451
2023-11-13,28.64653641207815
2023-11-14,35.808170515097686
2023-11-15,38.19538188277087
2023-11-16,38.19538188277087
2023-11-17,35.808170515097686
2023-11-18,33.42095914742451
2023-11-19,40.58259325044405
2023-11-20,28.64653641207815
2023-11-21,28.64653641207815
2023-11-22,38.19538188277087
2023-11-23,38.19538188277087
2023-11-24,31.03374777975133
2023-11-25,26.25932504440497
2023-11-26,26.25932504440497
2023-11-27,23.872113676731793
2023-11-28,23.872113676731793
2023-11-29,23.872113676731793
2023-11-30,28.64653641207815
2023-12-01,28.64653641207815
2023-12-02,19.097690941385434
2023-12-03,19.097690941385434
2023-12-04,21.48490230905861
2023-12-05,23.872113676731793
2023-12-06,38.19538188277087
2023-12-07,31.03374777975133
2023-12-08,28.64653641207815
2023-12-09,23.872113676731793
2023-12-10,21.48490230905861
2023-12-11,21.48490230905861
2023-12-12,23.872113676731793
2023-12-13,23.872113676731793
2023-12-14,21.48490230905861
2023-12-15,21.48490230905861
2023-12-16,21.48490230905861
2023-12-17,16.710479573712256
2023-12-18,16.710479573712256
2023-12-19,19.097690941385434
2023-12-20,26.25932504440497
2023-12-21,23.872113676731793
2023-12-22,19.097690941385434
2023-12-23,20.291296625222024
2023-12-24,19.097690941385434
2023-12-25,19.097690941385434
2023-12-26,19.097690941385434
2023-12-27,19.097690941385434
2023-12-28,24.667850799289518
2023-12-29,20.291296625222024
2023-12-30,19.097690941385434
2023-12-31,20.291296625222024
2024-01-01,24.667850799289518
2024-01-02,24.667850799289518
2024-01-03,31.431616341030193
2024-01-04,30.238010657193605
2024-01-05,30.238010657193605
2024-01-06,30.238010657193605
2024-01-07,25.86145648312611
2024-01-08,20.291296625222024
2024-01-09,25.86145648312611
2024-01-10,25.86145648312611
2024-01-11,25.86145648312611
2024-01-12,24.667850799289518
2024-01-13,23.47424511545293
2024-01-14,25.86145648312611
2024-01-15,25.86145648312611
2024-01-16,31.431616341030193
2024-01-17,27.0550621669627
2024-01-18,25.86145648312611
2024-01-19,24.667850799289518
2024-01-20,24.667850799289518
2024-01-21,31.82948490230906
2024-01-22,31.82948490230906
2024-01-23,31.82948490230906
2024-01-24,44.56127886323268
2024-01-25,38.19538188277087
2024-01-26,25.463587921847246
2024-01-27,44.56127886323268
2024-01-28,31.82948490230906
2024-01-29,25.463587921847246
2024-01-30,31.82948490230906
2024-01-31,25.463587921847246
2024-02-01,31.82948490230906
2024-02-02,25.463587921847246
2024-02-03,25.463587921847246
2024-02-04,31.82948490230906
2024-02-05,44.56127886323268
2024-02-06,63.65896980461812
2024-02-07,31.82948490230906
2024-02-08,31.82948490230906
2024-02-09,31.82948490230906
2024-02-10,31.82948490230906
2024-02-11,31.82948490230906
2024-02-12,305.56305506216694
2024-02-13,95.48845470692717
2024-02-14,44.56127886323268
2024-02-15,38.19538188277087
2024-02-16,38.19538188277087
2024-02-17,38.19538188277087
2024-02-18,44.56127886323268
2024-02-19,31.82948490230906
2024-02-20,38.19538188277087
2024-02-21,44.56127886323268
2024-02-22,31.82948490230906
2024-02-23,31.82948490230906
2024-02-24,50.92717584369449
2024-02-25,76.39076376554173
2024-02-26,70.02486678507992
2024-02-27,76.39076376554173
2024-02-28,70.02486678507992
2024-02-29,76.39076376554173
2024-03-01,50.92717584369449
2024-03-02,50.92717584369449
2024-03-03,44.56127886323268
2024-03-04,44.56127886323268
2024-03-05,57.293072824156305
2024-03-06,70.02486678507992
2024-03-07,63.65896980461812
2024-03-08,114.58614564831261
2024-03-09,108.2202486678508
2024-03-10,63.65896980461812
2024-03-11,50.92717584369449
2024-03-12,89.12255772646536
2024-03-13,165.5133214920071
2024-03-14,114.58614564831261
2024-03-15,82.75666074600355
2024-03-16,70.02486678507992
2024-03-17,63.65896980461812
2024-03-18,63.65896980461812
2024-03-19,57.293072824156305
2024-03-20,50.92717584369449
2024-03-21,44.56127886323268
2024-03-22,38.19538188277087
2024-03-23,31.82948490230906
2024-03-24,50.92717584369449
2024-03-25,50.92717584369449
2024-03-26,210.07460035523977
2024-03-27,159.1474245115453
2024-03-28,89.12255772646536
2024-03-29,63.65896980461812
2024-03-30,50.92717584369449
2024-03-31,57.293072824156305
2024-04-01,63.65896980461812
2024-04-02,76.39076376554173
2024-04-03,57.293072824156305
2024-04-04,50.92717584369449
2024-04-05,50.92717584369449
2024-04-06,44.56127886323268
2024-04-07,38.19538188277087
2024-04-08,44.56127886323268
2024-04-09,44.56127886323268
2024-04-10,44.56127886323268
2024-04-11,38.19538188277087
2024-04-12,31.82948490230906
2024-04-13,38.19538188277087
2024-04-14,50.92717584369449
2024-04-15,44.56127886323268
2024-04-16,38.19538188277087
2024-04-17,25.463587921847246
2024-04-18,82.75666074600355
2024-04-19,57.293072824156305
2024-04-20,44.56127886323268
2024-04-21,38.19538188277087
2024-04-22,31.82948490230906
2024-04-23,38.19538188277087
2024-04-24,31.82948490230906
2024-04-25,31.82948490230906
2024-04-26,38.19538188277087
2024-04-27,70.02486678507992
2024-04-28,57.293072824156305
2024-04-29,50.92717584369449
2024-04-30,38.19538188277087
2024-05-01,44.56127886323268
2024-05-02,44.56127886323268
2024-05-03,38.19538188277087
2024-05-04,25.463587921847246
2024-05-05,31.82948490230906
2024-05-06,38.19538188277087
2024-05-07,31.82948490230906
2024-05-08,114.58614564831261
2024-05-09,114.58614564831261
2024-05-10,63.65896980461812
2024-05-11,50.92717584369449
2024-05-12,50.92717584369449
2024-05-13,44.56127886323268
2024-05-14,44.56127886323268
2024-05-15,44.56127886323268
2024-05-16,38.19538188277087
2024-05-17,31.82948490230906
2024-05-18,25.463587921847246
2024-05-19,44.56127886323268
2024-05-20,31.82948490230906
2024-05-21,31.82948490230906
2024-05-22,38.19538188277087
2024-05-23,31.82948490230906
2024-05-24,31.82948490230906
2024-05-25,31.82948490230906
2024-05-26,38.19538188277087
2024-05-27,38.19538188277087
2024-05-28,25.463587921847246
2024-05-29,31.82948490230906
2024-05-30,50.92717584369449
2024-05-31,63.65896980461812
2024-06-01,38.19538188277087
2024-06-02,31.82948490230906
2024-06-03,31.82948490230906
2024-06-04,38.19538188277087
2024-06-05,57.293072824156305
2024-06-06,44.56127886323268
2024-06-07,44.56127886323268
2024-06-08,38.19538188277087
2024-06-09,38.19538188277087
2024-06-10,38.19538188277087
2024-06-11,31.82948490230906
2024-06-12,31.82948490230906
2024-06-13,31.82948490230906
2024-06-14,25.463587921847246
2024-06-15,38.19538188277087
2024-06-16,38.19538188277087
2024-06-17,38.19538188277087
2024-06-18,31.82948490230906
2024-06-19,38.19538188277087
2024-06-20,31.82948490230906
2024-06-21,38.19538188277087
2024-06-22,38.19538188277087
2024-06-23,31.82948490230906
2024-06-24,25.463587921847246
2024-06-25,31.82948490230906
2024-06-26,31.82948490230906
2024-06-27,57.293072824156305
2024-06-28,337.392539964476
2024-06-29,178.24511545293072
2024-06-30,133.68383658969805
2024-07-01,95.48845470692717
2024-07-02,101.85435168738898
2024-07-03,108.2202486678508
2024-07-04,101.85435168738898
2024-07-05,76.39076376554173
2024-07-06,95.48845470692717
2024-07-07,63.65896980461812
2024-07-08,63.65896980461812
2024-07-09,57.293072824156305
2024-07-10,50.92717584369449
2024-07-11,50.92717584369449
2024-07-12,57.293072824156305
2024-07-13,120.95204262877442
2024-07-14,305.56305506216694
2024-07-15,146.41563055062167
2024-07-16,140.04973357015984
2024-07-17,89.12255772646536
2024-07-18,70.02486678507992
2024-07-19,70.02486678507992
2024-07-20,50.92717584369449
2024-07-21,248.26998223801064
2024-07-22,197.34280639431617
2024-07-23,108.2202486678508
2024-07-24,70.02486678507992
2024-07-25,57.293072824156305
2024-07-26,70.02486678507992
2024-07-27,57.293072824156305
2024-07-28,57.293072824156305
2024-07-29,44.56127886323268
2024-07-30,38.19538188277087
2024-07-31,38.19538188277087
2024-08-01,31.82948490230906
2024-08-02,31.82948490230906
2024-08-03,31.82948490230906
2024-08-04,38.19538188277087
2024-08-05,108.2202486678508
2024-08-06,82.75666074600355
2024-08-07,50.92717584369449
2024-08-08,38.19538188277087
2024-08-09,57.293072824156305
2024-08-10,44.56127886323268
2024-08-11,38.19538188277087
2024-08-12,31.82948490230906
2024-08-13,38.19538188277087
2024-08-14,38.19538188277087
2024-08-15,50.92717584369449
2024-08-16,31.82948490230906
2024-08-17,25.463587921847246
2024-08-18,38.19538188277087
2024-08-19,31.829484902309055
2024-08-20,41.37833037300177
2024-08-21,117.76909413854351
2024-08-22,146.41563055062164
2024-08-23,464.7104795737122
2024-08-24,623.8579040852576
2024-08-25,311.9289520426288
2024-08-26,200.52575488454704
2024-08-27,152.78152753108347
2024-08-28,85.93960923623445
2024-08-29,76.39076376554173
2024-08-30,44.56127886323268
2024-08-31,41.37833037300177
2024-09-01,41.37833037300177
2024-09-02,38.19538188277087
2024-09-03,35.01243339253996
2024-09-04,35.01243339253996
2024-09-05,38.19538188277087
2024-09-06,35.01243339253996
2024-09-07,35.01243339253996
2024-09-08,31.829484902309055
2024-09-09,31.829484902309055
2024-09-10,31.829484902309055
2024-09-11,47.744227353463586
2024-09-12,35.01243339253996
2024-09-13,31.829484902309055
2024-09-14,31.829484902309055
2024-09-15,31.829484902309055
2024-09-16,31.829484902309055
2024-09-17,38.19538188277087
2024-09-18,38.19538188277087
2024-09-19,38.19538188277087
2024-09-20,76.39076376554173
2024-09-21,38.19538188277087
2024-09-22,38.19538188277087
2024-09-23,38.19538188277087
2024-09-24,38.19538188277087
2024-09-25,38.19538188277087
2024-09-26,38.19538188277087
2024-09-27,38.19538188277087
2024-09-28,38.19538188277087
2024-09-29,38.19538188277087
2024-09-30,38.19538188277087
2024-10-01,0.0
2024-10-02,38.19538188277087
2024-10-03,38.19538188277087
2024-10-04,38.19538188277087
2024-10-05,38.19538188277087
2024-10-06,38.19538188277087
2024-10-07,38.19538188277087
2024-10-08,0.0
2024-10-09,38.19538188277087
2024-10-10,114.5861456483126
2024-10-11,76.39076376554173
2024-10-12,38.19538188277087
2024-10-13,38.19538188277087
2024-10-14,38.19538188277087
2024-10-15,38.19538188277087
2024-10-16,38.19538188277087
2024-10-17,38.19538188277087
2024-10-18,38.19538188277087
2024-10-19,38.19538188277087
2024-10-20,38.19538188277087
2024-10-21,38.19538188277087
2024-10-22,38.19538188277087
2024-10-23,38.19538188277087
2024-10-24,38.19538188277087
2024-10-25,38.19538188277087
2024-10-26,38.19538188277087
2024-10-27,38.19538188277087
2024-10-28,38.19538188277087
2024-10-29,38.19538188277087
2024-10-30,38.19538188277087
2024-10-31,38.19538188277087
2024-11-01,76.39076376554173
2024-11-02,76.39076376554173
2024-11-03,76.39076376554173
2024-11-04,76.39076376554173
2024-11-05,1145.861456483126
2024-11-06,3819.5381882770866
2024-11-07,572.930728241563
2024-11-08,267.3676731793961
2024-11-09,229.1722912966252
2024-11-10,152.78152753108347
2024-11-11,114.5861456483126
2024-11-12,114.5861456483126
2024-11-13,114.5861456483126
2024-11-14,229.1722912966252
2024-11-15,343.7584369449378
2024-11-16,152.78152753108347
2024-11-17,152.78152753108347
2024-11-18,76.39076376554173
2024-11-19,76.39076376554173
2024-11-20,76.39076376554173
2024-11-21,38.19538188277087
2024-11-22,38.19538188277087
2024-11-23,38.19538188277087
2024-11-24,38.19538188277087
2024-11-25,38.19538188277087
