Time,hugh_grant
2024-12-16,65.7962962962963
2024-12-17,56.12037037037038
2024-12-18,59.990740740740755
2024-12-19,65.7962962962963
2024-12-20,58.055555555555564
2024-12-21,89.01851851851853
2024-12-22,85.14814814814817
2024-12-23,81.2777777777778
2024-12-24,104.50000000000001
2024-12-25,149.0092592592593
2024-12-26,158.68518518518522
2024-12-27,81.2777777777778
2024-12-28,83.21296296296298
2024-12-29,89.01851851851853
2024-12-30,63.86111111111112
2024-12-31,58.055555555555564
2025-01-01,67.7314814814815
2025-01-02,58.055555555555564
2025-01-03,61.92592592592594
2025-01-04,71.60185185185186
2025-01-05,73.53703703703705
2025-01-06,90.95370370370372
2025-01-07,61.92592592592594
2025-01-08,54.1851851851852
2025-01-09,46.44444444444446
2025-01-10,46.44444444444446
2025-01-11,69.66666666666669
2025-01-12,79.34259259259261
2025-01-13,52.25000000000001
2025-01-14,38.70370370370371
2025-01-15,38.70370370370371
2025-01-16,32.89814814814815
2025-01-17,44.50925925925927
2025-01-18,58.055555555555564
2025-01-19,58.055555555555564
2025-01-20,46.44444444444446
2025-01-21,32.89814814814815
2025-01-22,38.70370370370371
2025-01-23,46.44444444444446
2025-01-24,44.50925925925927
2025-01-25,61.92592592592594
2025-01-26,67.7314814814815
2025-01-27,58.055555555555564
2025-01-28,34.83333333333334
2025-01-29,44.50925925925927
2025-01-30,42.57407407407408
2025-01-31,46.44444444444446
2025-02-01,50.314814814814824
2025-02-02,69.66666666666669
2025-02-03,46.44444444444446
2025-02-04,40.6388888888889
2025-02-05,38.70370370370371
2025-02-06,34.83333333333334
2025-02-07,36.768518518518526
2025-02-08,63.86111111111112
2025-02-09,63.86111111111112
2025-02-10,32.89814814814815
2025-02-11,46.44444444444446
2025-02-12,38.70370370370371
2025-02-13,50.314814814814824
2025-02-14,87.08333333333336
2025-02-15,129.65740740740742
2025-02-16,119.98148148148151
2025-02-17,79.34259259259261
2025-02-18,59.990740740740755
2025-02-19,56.12037037037038
2025-02-20,46.44444444444446
2025-02-21,44.50925925925927
2025-02-22,69.66666666666669
2025-02-23,85.14814814814817
2025-02-24,58.055555555555564
2025-02-25,46.44444444444446
2025-02-26,42.57407407407408
2025-02-27,42.57407407407408
2025-02-28,42.57407407407408
2025-03-01,54.1851851851852
2025-03-02,65.7962962962963
2025-03-03,42.57407407407408
2025-03-04,36.768518518518526
2025-03-05,34.83333333333334
2025-03-06,27.0925925925926
2025-03-07,46.44444444444446
2025-03-08,110.30555555555557
2025-03-09,141.26851851851853
2025-03-10,69.66666666666669
2025-03-11,61.92592592592594
2025-03-12,52.25000000000001
2025-03-13,46.44444444444446
2025-03-14,48.37962962962964
2025-03-15,69.66666666666669
2025-03-16,87.08333333333336
2025-03-17,52.25000000000001
2025-03-18,42.57407407407408
2025-03-19,46.44444444444446
2025-03-20,32.89814814814815
2025-03-21,36.768518518518526
2025-03-22,69.66666666666669
2025-03-23,71.60185185185186
2025-03-24,38.70370370370371
2025-03-25,38.70370370370371
2025-03-26,40.6388888888889
2025-03-27,32.89814814814815
2025-03-28,40.6388888888889
2025-03-29,48.37962962962964
2025-03-30,52.25000000000001
2025-03-31,46.44444444444446
2025-04-01,30.96296296296297
2025-04-02,25.157407407407412
2025-04-03,32.89814814814815
2025-04-04,38.70370370370371
2025-04-05,50.314814814814824
2025-04-06,56.12037037037038
2025-04-07,65.7962962962963
2025-04-08,32.89814814814815
2025-04-09,30.96296296296297
2025-04-10,29.027777777777782
2025-04-11,34.83333333333334
2025-04-12,42.57407407407408
2025-04-13,46.44444444444446
2025-04-14,27.0925925925926
2025-04-15,30.640432098765437
2025-04-16,31.608024691358032
2025-04-17,26.985082304526756
2025-04-18,33.543209876543216
2025-04-19,47.41203703703705
2025-04-20,48.37962962962965
2025-04-21,48.37962962962965
2025-04-22,30.640432098765437
2025-04-23,22.36213991769548
2025-04-24,27.952674897119348
2025-04-25,32.57561728395062
2025-04-26,48.37962962962965
2025-04-27,53.00257201646092
2025-04-28,31.608024691358032
2025-04-29,26.01748971193416
2025-04-30,25.049897119341573
2025-05-01,31.608024691358032
2025-05-02,26.01748971193416
2025-05-03,37.198559670781904
2025-05-04,42.78909465020577
2025-05-05,26.985082304526756
2025-05-06,22.36213991769548
2025-05-07,26.01748971193416
2025-05-08,21.394547325102884
2025-05-09,22.36213991769548
2025-05-10,27.952674897119348
2025-05-11,41.82150205761318
2025-05-12,27.952674897119348
2025-05-13,22.36213991769548
2025-05-14,22.36213991769548
2025-05-15,26.877572016460913
2025-05-16,26.877572016460913
2025-05-17,37.628600823045275
2025-05-18,43.00411522633746
2025-05-19,26.877572016460913
2025-05-20,21.50205761316873
2025-05-21,26.877572016460913
2025-05-22,21.50205761316873
2025-05-23,26.877572016460913
2025-05-24,37.628600823045275
2025-05-25,129.01234567901238
2025-05-26,59.130658436214006
2025-05-27,26.877572016460913
2025-05-28,32.253086419753096
2025-05-29,32.253086419753096
2025-05-30,32.253086419753096
2025-05-31,43.00411522633746
2025-06-01,43.00411522633746
2025-06-02,26.877572016460913
2025-06-03,26.877572016460913
2025-06-04,26.877572016460913
2025-06-05,16.126543209876548
2025-06-06,26.877572016460913
2025-06-07,26.877572016460913
2025-06-08,37.628600823045275
2025-06-09,21.50205761316873
2025-06-10,21.50205761316873
2025-06-11,21.50205761316873
2025-06-12,21.50205761316873
2025-06-13,26.877572016460913
2025-06-14,32.253086419753096
2025-06-15,32.253086419753096
2025-06-16,26.877572016460913
2025-06-17,21.50205761316873
2025-06-18,26.877572016460913
2025-06-19,26.877572016460913
2025-06-20,32.253086419753096
2025-06-21,26.877572016460913
2025-06-22,32.253086419753096
2025-06-23,21.50205761316873
2025-06-24,26.877572016460913
2025-06-25,21.50205761316873
2025-06-26,21.50205761316873
2025-06-27,26.877572016460913
2025-06-28,26.877572016460913
2025-06-29,32.253086419753096
2025-06-30,16.126543209876548
2025-07-01,21.50205761316873
2025-07-02,16.126543209876548
2025-07-03,26.877572016460913
2025-07-04,32.253086419753096
2025-07-05,32.253086419753096
2025-07-06,37.628600823045275
2025-07-07,26.877572016460913
2025-07-08,16.126543209876548
2025-07-09,53.75514403292183
2025-07-10,112.88580246913584
2025-07-11,53.75514403292183
2025-07-12,43.00411522633746
2025-07-13,53.75514403292183
2025-07-14,26.877572016460913
2025-07-15,26.877572016460913
2025-07-16,21.50205761316873
2025-07-17,21.50205761316873
2025-07-18,32.253086419753096
2025-07-19,43.00411522633746
2025-07-20,37.628600823045275
2025-07-21,26.877572016460913
2025-07-22,21.50205761316873
2025-07-23,21.50205761316873
2025-07-24,21.50205761316873
2025-07-25,26.877572016460913
2025-07-26,37.628600823045275
2025-07-27,43.00411522633746
2025-07-28,32.253086419753096
2025-07-29,21.50205761316873
2025-07-30,21.50205761316873
2025-07-31,32.253086419753096
2025-08-01,26.877572016460913
2025-08-02,32.253086419753096
2025-08-03,37.628600823045275
2025-08-04,26.877572016460913
2025-08-05,16.126543209876548
2025-08-06,21.50205761316873
2025-08-07,26.877572016460913
2025-08-08,32.253086419753096
2025-08-09,26.877572016460913
2025-08-10,32.253086419753096
2025-08-11,21.50205761316873
2025-08-12,21.50205761316873
2025-08-13,21.50205761316873
2025-08-14,26.877572016460913
2025-08-15,26.877572016460913
2025-08-16,32.253086419753096
2025-08-17,32.253086419753096
2025-08-18,21.50205761316873
2025-08-19,21.50205761316873
2025-08-20,21.50205761316873
2025-08-21,26.877572016460913
2025-08-22,32.253086419753096
2025-08-23,26.877572016460913
2025-08-24,53.75514403292183
2025-08-25,21.50205761316873
2025-08-26,16.126543209876548
2025-08-27,21.50205761316873
2025-08-28,16.126543209876548
2025-08-29,16.126543209876548
2025-08-30,26.877572016460913
2025-08-31,26.877572016460913
2025-09-01,26.877572016460913
2025-09-02,26.877572016460913
2025-09-03,32.253086419753096
2025-09-04,21.50205761316873
2025-09-05,21.50205761316873
2025-09-06,26.877572016460913
2025-09-07,32.253086419753096
2025-09-08,32.253086419753096
2025-09-09,32.253086419753096
2025-09-10,37.628600823045275
2025-09-11,26.877572016460913
2025-09-12,26.877572016460913
2025-09-13,37.628600823045275
2025-09-14,32.253086419753096
2025-09-15,26.877572016460913
2025-09-16,21.50205761316873
2025-09-17,21.50205761316873
2025-09-18,16.126543209876548
2025-09-19,26.877572016460913
2025-09-20,26.877572016460913
2025-09-21,26.877572016460913
2025-09-22,21.50205761316873
2025-09-23,21.50205761316873
2025-09-24,21.50205761316873
2025-09-25,21.50205761316873
2025-09-26,21.50205761316873
2025-09-27,32.253086419753096
2025-09-28,32.253086419753096
2025-09-29,21.50205761316873
2025-09-30,21.50205761316873
2025-10-01,21.50205761316873
2025-10-02,21.50205761316873
2025-10-03,26.877572016460913
2025-10-04,26.877572016460913
2025-10-05,32.253086419753096
2025-10-06,21.50205761316873
2025-10-07,16.126543209876548
2025-10-08,21.50205761316873
2025-10-09,537.5514403292183
2025-10-10,209.64506172839512
2025-10-11,102.13477366255147
2025-10-12,75.25720164609055
2025-10-13,43.00411522633746
2025-10-14,32.253086419753096
2025-10-15,32.253086419753096
2025-10-16,37.628600823045275
2025-10-17,21.50205761316873
2025-10-18,37.628600823045275
2025-10-19,43.00411522633746
2025-10-20,21.50205761316873
2025-10-21,16.126543209876548
2025-10-22,26.877572016460913
2025-10-23,21.50205761316873
2025-10-24,21.50205761316873
2025-10-25,32.253086419753096
2025-10-26,32.253086419753096
2025-10-27,26.877572016460913
2025-10-28,26.877572016460913
2025-10-29,16.126543209876548
2025-10-30,21.50205761316873
2025-10-31,21.50205761316873
2025-11-01,37.628600823045275
2025-11-02,26.877572016460913
2025-11-03,21.50205761316873
2025-11-04,21.50205761316873
2025-11-05,26.877572016460913
2025-11-06,32.253086419753096
2025-11-07,32.253086419753096
2025-11-08,53.75514403292183
2025-11-09,59.130658436214006
2025-11-10,32.253086419753096
2025-11-11,32.253086419753096
2025-11-12,32.253086419753096
2025-11-13,26.877572016460913
2025-11-14,26.877572016460913
2025-11-15,37.628600823045275
2025-11-16,37.628600823045275
2025-11-17,32.253086419753096
2025-11-18,32.253086419753096
2025-11-19,26.877572016460913
2025-11-20,26.877572016460913
2025-11-21,32.253086419753096
2025-11-22,32.253086419753096
2025-11-23,37.628600823045275
2025-11-24,32.253086419753096
2025-11-25,26.877572016460913
2025-11-26,26.877572016460913
2025-11-27,32.253086419753096
2025-11-28,32.253086419753096
2025-11-29,48.37962962962965
2025-11-30,53.75514403292183
2025-12-01,26.877572016460913
2025-12-02,26.877572016460913
2025-12-03,26.877572016460913
2025-12-04,26.877572016460913
2025-12-05,26.877572016460913
2025-12-06,43.00411522633746
2025-12-07,48.37962962962965
2025-12-08,37.628600823045275
2025-12-09,32.253086419753096
2025-12-10,37.628600823045275
2025-12-11,36.73105132986592
2025-12-12,42.32422759935146
2025-12-13,48.401640380143576
2025-12-14,54.47905316093569
2025-12-15,36.24681481855934
2025-12-16,32.10634808299353
2025-12-17,43.29270062196461
2025-12-18,36.24681481855934
2025-12-19,47.917403868837
2025-12-20,53.51058013832254
2025-12-21,57.65104687388836
2025-12-22,48.401640380143576
2025-12-23,48.88587689145015
2025-12-24,79.53951544052396
2025-12-25,96.80328076028715
2025-12-26,74.43057568234498
2025-12-27,70.29010894677917
2025-12-28,59.10375640780808
2025-12-29,43.29270062196461
2025-12-30,37.69952435247907
2025-12-31,37.69952435247907
2026-01-01,48.401640380143576
2026-01-02,43.29270062196461
2026-01-03,42.808464110658036
2026-01-04,47.43316735753043
2026-01-05,33.55905761691325
2026-01-06,27.481644836121134
2026-01-07,36.73105132986592
2026-01-08,32.5905845943001
2026-01-09,25.544698790894834
2026-01-10,41.64433997236546
2026-01-11,37.77044788191286
2026-01-12,30.991136723620805
2026-01-13,30.022663701007655
2026-01-14,21.306406497489302
2026-01-15,26.148771610555055
2026-01-16,23.243352542715606
2026-01-17,36.801974859299705
2026-01-18,36.801974859299705
2026-01-19,40.675866949752304
2026-01-20,24.211825565328756
2026-01-21,26.148771610555055
2026-01-22,16.464041384423552
2026-01-23,59.07685437940216
2026-01-24,67.79311158292052
2026-01-25,45.51823206281806
2026-01-26,29.054190678394505
2026-01-27,26.148771610555055
2026-01-28,26.148771610555055
2026-01-29,23.243352542715606
2026-01-30,26.148771610555055
2026-01-31,33.89655579146026
2026-02-01,32.928082768847105
2026-02-02,20.337933474876152
2026-02-03,17.432514407036702
2026-02-04,23.243352542715606
2026-02-05,28.085717655781355
2026-02-06,17.432514407036702
2026-02-07,19.369460452263002
2026-02-08,29.054190678394505
2026-02-09,18.400987429649852
2026-02-10,22.274879520102452
2026-02-11,19.369460452263002
2026-02-12,26.148771610555055
2026-02-13,27.117244633168205
2026-02-14,43.58128601759176
2026-02-15,46.48670508543121
2026-02-16,42.612812994978604
2026-02-17,31.959609746233955
2026-02-18,31.959609746233955
2026-02-19,26.148771610555055
2026-02-20,23.243352542715606
2026-02-21,31.959609746233955
2026-02-22,34.865028814073405
2026-02-23,30.022663701007655
2026-02-24,24.211825565328756
2026-02-25,20.337933474876152
2026-02-26,18.400987429649852
2026-02-27,20.337933474876152
2026-02-28,28.085717655781355
2026-03-01,35.83350183668656
2026-03-02,19.369460452263002
2026-03-03,18.400987429649852
2026-03-04,18.400987429649852
2026-03-05,15.495568361810403
2026-03-06,23.243352542715606
2026-03-07,31.959609746233955
2026-03-08,38.738920904526005
2026-03-09,24.211825565328756
2026-03-10,19.369460452263002
2026-03-11,21.306406497489302
2026-03-12,16.464041384423552
2026-03-13,19.369460452263002
2026-03-14,25.180298587941905
2026-03-15,29.054190678394505
2026-03-16,17.432514407036702
2026-03-17,17.432514407036702
2026-03-18,20.337933474876152
2026-03-19,19.369460452263002
2026-03-20,16.464041384423552
2026-03-21,28.085717655781355
2026-03-22,21.306406497489302
2026-03-23,19.369460452263002
2026-03-24,16.464041384423552
2026-03-25,17.432514407036702
2026-03-26,14.527095339197253
2026-03-27,16.464041384423552
2026-03-28,26.148771610555055
2026-03-29,23.243352542715606
2026-03-30,15.495568361810403
2026-03-31,15.495568361810403
2026-04-01,14.527095339197253
2026-04-02,17.432514407036702
2026-04-03,17.432514407036702
2026-04-04,23.243352542715606
2026-04-05,26.148771610555055
2026-04-06,13.558622316584103
2026-04-07,15.495568361810403
2026-04-08,14.527095339197253
2026-04-09,17.432514407036702
2026-04-10,15.495568361810403
2026-04-11,22.274879520102452
2026-04-12,20.337933474876152
2026-04-13,20.337933474876152
2026-04-14,16.464041384423552
2026-04-15,18.400987429649852
2026-04-16,17.432514407036702
2026-04-17,16.464041384423552
2026-04-18,16.464041384423552
2026-04-19,26.148771610555055
2026-04-20,18.400987429649852
2026-04-21,17.432514407036702
2026-04-22,20.337933474876152
2026-04-23,17.432514407036702
2026-04-24,24.211825565328756
2026-04-25,18.400987429649852
2026-04-26,21.306406497489302
2026-04-27,16.464041384423552
2026-04-28,18.400987429649852
2026-04-29,19.369460452263002
2026-04-30,16.464041384423552
2026-05-01,16.464041384423552
2026-05-02,21.306406497489302
2026-05-03,25.180298587941905
2026-05-04,14.527095339197253
2026-05-05,19.369460452263002
2026-05-06,20.337933474876152
2026-05-07,18.400987429649852
2026-05-08,18.400987429649852
2026-05-09,15.495568361810403
2026-05-10,34.865028814073405
2026-05-11,15.495568361810403
2026-05-12,12.590149293970953
2026-05-13,15.495568361810403
2026-05-14,16.464041384423552
2026-05-15,15.495568361810403
2026-05-16,28.085717655781355
2026-05-17,23.243352542715606
2026-05-18,19.369460452263002
2026-05-19,16.464041384423552
2026-05-20,20.337933474876152
2026-05-21,15.495568361810403
2026-05-22,14.527095339197253
2026-05-23,16.464041384423552
2026-05-24,19.369460452263002
2026-05-25,20.337933474876152
2026-05-26,18.400987429649852
2026-05-27,11.621676271357803
2026-05-28,15.495568361810403
2026-05-29,14.527095339197253
2026-05-30,24.211825565328756
2026-05-31,28.085717655781355
