Time,piety_definition
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,1.0
2022-01-12,0.0
2022-01-13,0.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,1.0
2022-01-21,0.0
2022-01-22,1.0
2022-01-23,0.0
2022-01-24,1.0
2022-01-25,1.0
2022-01-26,1.0
2022-01-27,1.0
2022-01-28,0.0
2022-01-29,0.0
2022-01-30,1.0
2022-01-31,0.0
2022-02-01,1.0
2022-02-02,1.0
2022-02-03,1.0
2022-02-04,0.0
2022-02-05,0.0
2022-02-06,1.0
2022-02-07,1.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,1.0
2022-02-11,0.0
2022-02-12,0.0
2022-02-13,0.0
2022-02-14,0.0
2022-02-15,0.0
2022-02-16,0.0
2022-02-17,1.0
2022-02-18,1.0
2022-02-19,0.0
2022-02-20,1.0
2022-02-21,0.0
2022-02-22,1.0
2022-02-23,0.0
2022-02-24,1.0
2022-02-25,1.0
2022-02-26,0.0
2022-02-27,0.0
2022-02-28,0.0
2022-03-01,0.0
2022-03-02,0.0
2022-03-03,0.0
2022-03-04,0.0
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,0.0
2022-03-08,1.0
2022-03-09,0.0
2022-03-10,1.0
2022-03-11,0.0
2022-03-12,0.0
2022-03-13,0.0
2022-03-14,1.0
2022-03-15,0.0
2022-03-16,0.0
2022-03-17,0.0
2022-03-18,0.0
2022-03-19,0.0
2022-03-20,1.0
2022-03-21,1.0
2022-03-22,1.0
2022-03-23,1.0
2022-03-24,0.0
2022-03-25,0.0
2022-03-26,0.0
2022-03-27,0.0
2022-03-28,1.0
2022-03-29,1.0
2022-03-30,1.0
2022-03-31,1.0
2022-04-01,1.0
2022-04-02,0.0
2022-04-03,1.0
2022-04-04,1.0
2022-04-05,0.0
2022-04-06,0.0
2022-04-07,1.0
2022-04-08,0.0
2022-04-09,0.0
2022-04-10,0.0
2022-04-11,1.0
2022-04-12,0.0
2022-04-13,0.0
2022-04-14,1.0
2022-04-15,0.0
2022-04-16,0.0
2022-04-17,0.0
2022-04-18,0.0
2022-04-19,0.0
2022-04-20,0.0
2022-04-21,0.0
2022-04-22,0.0
2022-04-23,0.0
2022-04-24,0.0
2022-04-25,1.0
2022-04-26,1.0
2022-04-27,0.0
2022-04-28,0.0
2022-04-29,0.0
2022-04-30,0.0
2022-05-01,0.0
2022-05-02,0.0
2022-05-03,0.0
2022-05-04,0.0
2022-05-05,0.0
2022-05-06,0.0
2022-05-07,0.0
2022-05-08,0.0
2022-05-09,1.0
2022-05-10,0.0
2022-05-11,0.0
2022-05-12,1.0
2022-05-13,0.0
2022-05-14,0.0
2022-05-15,0.0
2022-05-16,0.0
2022-05-17,0.0
2022-05-18,0.0
2022-05-19,0.0
2022-05-20,0.0
2022-05-21,0.0
2022-05-22,0.0
2022-05-23,0.0
2022-05-24,0.0
2022-05-25,0.0
2022-05-26,0.0
2022-05-27,0.0
2022-05-28,0.0
2022-05-29,0.0
2022-05-30,0.0
2022-05-31,0.0
2022-06-01,0.0
2022-06-02,0.0
2022-06-03,0.0
2022-06-04,1.0
2022-06-05,0.0
2022-06-06,0.0
2022-06-07,0.0
2022-06-08,0.0
2022-06-09,0.0
2022-06-10,100.0
2022-06-11,21.0
2022-06-12,1.0
2022-06-13,1.0
2022-06-14,1.0
2022-06-15,0.0
2022-06-16,1.0
2022-06-17,0.0
2022-06-18,1.0
2022-06-19,0.0
2022-06-20,0.0
2022-06-21,1.0
2022-06-22,0.0
2022-06-23,0.0
2022-06-24,0.0
2022-06-25,0.0
2022-06-26,0.0
2022-06-27,0.0
2022-06-28,0.0
2022-06-29,0.0
2022-06-30,0.0
2022-07-01,1.0
2022-07-02,0.0
2022-07-03,1.0
2022-07-04,0.0
2022-07-05,1.0
2022-07-06,1.0
2022-07-07,0.0
2022-07-08,0.0
2022-07-09,1.0
2022-07-10,0.0
2022-07-11,1.0
2022-07-12,0.0
2022-07-13,0.0
2022-07-14,0.0
2022-07-15,0.0
2022-07-16,1.0
2022-07-17,0.0
2022-07-18,0.0
2022-07-19,0.0
2022-07-20,0.0
2022-07-21,0.0
2022-07-22,0.0
2022-07-23,0.0
2022-07-24,0.0
2022-07-25,0.0
2022-07-26,0.0
2022-07-27,0.0
2022-07-28,0.0
2022-07-29,0.0
2022-07-30,0.0
2022-07-31,1.0
2022-08-01,0.0
2022-08-02,1.0
2022-08-03,0.0
2022-08-04,0.0
2022-08-05,0.0
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,0.0
2022-08-09,0.0
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,0.0
2022-08-13,0.0
2022-08-14,0.0
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,1.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,0.0
2022-08-21,0.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,1.0
2022-08-25,1.0
2022-08-26,1.0
2022-08-27,0.0
2022-08-28,1.0
2022-08-29,0.9685314685314685
2022-08-30,0.9405594405594406
2022-08-31,0.8426573426573427
2022-09-01,1.1083916083916083
2022-09-02,0.7937062937062938
2022-09-03,0.24475524475524477
2022-09-04,0.8356643356643356
2022-09-05,0.8076923076923077
2022-09-06,1.0734265734265733
2022-09-07,1.0174825174825175
2022-09-08,1.0454545454545454
2022-09-09,1.0244755244755246
2022-09-10,0.8776223776223776
2022-09-11,0.9755244755244755
2022-09-12,1.1363636363636362
2022-09-13,1.0734265734265733
2022-09-14,1.1573426573426573
2022-09-15,1.1713286713286712
2022-09-16,1.0034965034965035
2022-09-17,0.0
2022-09-18,0.9265734265734266
2022-09-19,1.0944055944055944
2022-09-20,0.9895104895104896
2022-09-21,1.0034965034965035
2022-09-22,0.9965034965034965
2022-09-23,0.9685314685314685
2022-09-24,0.25874125874125875
2022-09-25,0.22377622377622378
2022-09-26,0.8636363636363636
2022-09-27,1.0524475524475525
2022-09-28,0.5594405594405595
2022-09-29,1.0769230769230769
2022-09-30,0.6853146853146853
2022-10-01,0.6013986013986014
2022-10-02,0.6153846153846154
2022-10-03,0.8951048951048951
2022-10-04,0.6993006993006993
2022-10-05,0.9790209790209791
2022-10-06,0.6433566433566433
2022-10-07,0.0
2022-10-08,0.0
2022-10-09,0.7832167832167832
2022-10-10,0.9090909090909091
2022-10-11,1.3286713286713288
2022-10-12,0.6153846153846154
2022-10-13,1.1608391608391608
2022-10-14,0.6433566433566433
2022-10-15,0.5314685314685315
2022-10-16,0.8811188811188811
2022-10-17,1.1468531468531469
2022-10-18,0.9230769230769231
2022-10-19,1.0769230769230769
2022-10-20,1.006993006993007
2022-10-21,0.5594405594405595
2022-10-22,0.0
2022-10-23,0.7272727272727273
2022-10-24,0.8811188811188811
2022-10-25,0.6433566433566433
2022-10-26,1.048951048951049
2022-10-27,0.7412587412587412
2022-10-28,0.48951048951048953
2022-10-29,0.0
2022-10-30,0.0
2022-10-31,0.993006993006993
2022-11-01,1.3986013986013985
2022-11-02,1.0769230769230769
2022-11-03,0.8111888111888111
2022-11-04,0.5874125874125874
2022-11-05,0.0
2022-11-06,0.48951048951048953
2022-11-07,0.6573426573426573
2022-11-08,0.7272727272727273
2022-11-09,0.965034965034965
2022-11-10,0.8391608391608392
2022-11-11,0.8251748251748252
2022-11-12,0.0
2022-11-13,0.6293706293706294
2022-11-14,0.9790209790209791
2022-11-15,0.951048951048951
2022-11-16,0.7412587412587412
2022-11-17,0.8671328671328671
2022-11-18,1.048951048951049
2022-11-19,0.4755244755244755
2022-11-20,0.0
2022-11-21,0.48951048951048953
2022-11-22,0.5174825174825175
2022-11-23,0.0
2022-11-24,0.4755244755244755
2022-11-25,0.0
2022-11-26,0.0
2022-11-27,0.5454545454545454
2022-11-28,0.5174825174825175
2022-11-29,0.8111888111888111
2022-11-30,0.7692307692307693
2022-12-01,0.6433566433566433
2022-12-02,0.4755244755244755
2022-12-03,0.6013986013986014
2022-12-04,0.5314685314685315
2022-12-05,0.8251748251748252
2022-12-06,0.5034965034965035
2022-12-07,0.5594405594405595
2022-12-08,0.5174825174825175
2022-12-09,0.0
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,0.4755244755244755
2022-12-13,0.5454545454545454
2022-12-14,0.6433566433566433
2022-12-15,0.0
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,0.0
2022-12-20,0.40559440559440557
2022-12-21,0.0
2022-12-22,0.5174825174825175
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,0.36363636363636365
2023-01-04,0.0
2023-01-05,0.6433566433566433
2023-01-06,0.7552447552447552
2023-01-07,0.0
2023-01-08,0.44755244755244755
2023-01-09,0.7832167832167832
2023-01-10,0.44755244755244755
2023-01-11,0.48951048951048953
2023-01-12,0.5034965034965035
2023-01-13,0.44755244755244755
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,0.0
2023-01-17,0.7132867132867133
2023-01-18,0.8391608391608392
2023-01-19,0.5594405594405595
2023-01-20,0.5734265734265734
2023-01-21,0.0
2023-01-22,0.0
2023-01-23,0.5594405594405595
2023-01-24,0.8811188811188811
2023-01-25,0.7552447552447552
2023-01-26,0.5314685314685315
2023-01-27,0.4755244755244755
2023-01-28,0.0
2023-01-29,0.5174825174825175
2023-01-30,0.43356643356643354
2023-01-31,0.8111888111888111
2023-02-01,0.6153846153846154
2023-02-02,0.6153846153846154
2023-02-03,0.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,0.6153846153846154
2023-02-07,0.7132867132867133
2023-02-08,0.43356643356643354
2023-02-09,0.5454545454545454
2023-02-10,0.48951048951048953
2023-02-11,0.0
2023-02-12,0.0
2023-02-13,0.8671328671328671
2023-02-14,0.5874125874125874
2023-02-15,0.8251748251748252
2023-02-16,0.44755244755244755
2023-02-17,0.4755244755244755
2023-02-18,0.0
2023-02-19,0.7272727272727273
2023-02-20,0.4195804195804196
2023-02-21,0.6433566433566433
2023-02-22,0.0
2023-02-23,0.5594405594405595
2023-02-24,0.5874125874125874
2023-02-25,0.5594405594405595
2023-02-26,0.0
2023-02-27,0.6993006993006993
2023-02-28,0.7692307692307693
2023-03-01,0.0
2023-03-02,0.5174825174825175
2023-03-03,0.6013986013986014
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,0.5874125874125874
2023-03-07,0.4755244755244755
2023-03-08,0.3916083916083916
2023-03-09,0.48951048951048953
2023-03-10,0.0
2023-03-11,0.0
2023-03-12,0.44755244755244755
2023-03-13,0.36363636363636365
2023-03-14,0.6993006993006993
2023-03-15,0.5874125874125874
2023-03-16,0.44755244755244755
2023-03-17,0.0
2023-03-18,0.0
2023-03-19,0.0
2023-03-20,0.4195804195804196
2023-03-21,0.7272727272727273
2023-03-22,0.8391608391608392
2023-03-23,0.48951048951048953
2023-03-24,0.4755244755244755
2023-03-25,0.0
2023-03-26,0.0
2023-03-27,0.8111888111888111
2023-03-28,0.6993006993006993
2023-03-29,0.5874125874125874
2023-03-30,0.5314685314685315
2023-03-31,0.3916083916083916
2023-04-01,0.0
2023-04-02,0.5874125874125874
2023-04-03,0.6433566433566433
2023-04-04,0.4195804195804196
2023-04-05,0.48951048951048953
2023-04-06,0.6153846153846154
2023-04-07,0.0
2023-04-08,0.0
2023-04-09,0.44755244755244755
2023-04-10,0.6013986013986014
2023-04-11,0.7412587412587412
2023-04-12,0.5034965034965035
2023-04-13,0.7132867132867133
2023-04-14,0.6713286713286714
2023-04-15,0.0
2023-04-16,0.46153846153846156
2023-04-17,0.7132867132867133
2023-04-18,0.5734265734265734
2023-04-19,0.7132867132867133
2023-04-20,0.6993006993006993
2023-04-21,0.44755244755244755
2023-04-22,0.0
2023-04-23,0.8951048951048951
2023-04-24,0.7692307692307693
2023-04-25,0.43356643356643354
2023-04-26,0.6433566433566433
2023-04-27,0.5762237762237762
2023-04-28,0.6653846153846154
2023-04-29,0.0
2023-04-30,0.6132867132867132
2023-05-01,0.5912587412587412
2023-05-02,0.5912587412587412
2023-05-03,0.8527972027972027
2023-05-04,0.0
2023-05-05,0.37377622377622377
2023-05-06,0.5160839160839161
2023-05-07,0.5010489510489511
2023-05-08,0.6062937062937063
2023-05-09,0.7555944055944055
2023-05-10,0.95
2023-05-11,0.8678321678321678
2023-05-12,0.5160839160839161
2023-05-13,0.0
2023-05-14,0.5982517482517482
2023-05-15,0.8307692307692307
2023-05-16,0.6433566433566433
2023-05-17,0.3888111888111888
2023-05-18,0.45594405594405596
2023-05-19,0.6804195804195804
2023-05-20,0.4339160839160839
2023-05-21,0.0
2023-05-22,0.0
2023-05-23,0.509090909090909
2023-05-24,0.4489510489510489
2023-05-25,0.3818181818181818
2023-05-26,0.0
2023-05-27,0.6433566433566433
2023-05-28,0.6272727272727272
2023-05-29,0.6594405594405593
2023-05-30,0.0
2023-05-31,0.5468531468531468
2023-06-01,0.0
2023-06-02,0.0
2023-06-03,0.0
2023-06-04,0.0
2023-06-05,0.0
2023-06-06,0.5629370629370629
2023-06-07,0.0
2023-06-08,0.5790209790209789
2023-06-09,0.4342657342657342
2023-06-10,0.0
2023-06-11,0.0
2023-06-12,0.0
2023-06-13,0.4503496503496503
2023-06-14,0.0
2023-06-15,0.5951048951048951
2023-06-16,0.0
2023-06-17,0.0
2023-06-18,0.4503496503496503
2023-06-19,0.0
2023-06-20,0.6272727272727272
2023-06-21,0.38601398601398595
2023-06-22,0.5790209790209789
2023-06-23,0.4342657342657342
2023-06-24,0.0
2023-06-25,0.6433566433566433
2023-06-26,0.0
2023-06-27,0.0
2023-06-28,0.0
2023-06-29,0.0
2023-06-30,0.0
2023-07-01,0.0
2023-07-02,0.0
2023-07-03,0.46643356643356637
2023-07-04,0.0
2023-07-05,0.0
2023-07-06,0.0
2023-07-07,0.0
2023-07-08,0.0
2023-07-09,0.0
2023-07-10,0.0
2023-07-11,0.0
2023-07-12,0.0
2023-07-13,0.0
2023-07-14,0.0
2023-07-15,0.0
2023-07-16,0.5146853146853146
2023-07-17,0.0
2023-07-18,0.0
2023-07-19,0.0
2023-07-20,0.0
2023-07-21,0.0
2023-07-22,0.0
2023-07-23,0.0
2023-07-24,0.0
2023-07-25,0.46643356643356637
2023-07-26,0.0
2023-07-27,0.0
2023-07-28,0.49860139860139857
2023-07-29,0.0
2023-07-30,0.49860139860139857
2023-07-31,0.0
2023-08-01,0.41818181818181815
2023-08-02,0.6272727272727272
2023-08-03,0.0
2023-08-04,0.0
2023-08-05,0.0
2023-08-06,0.0
2023-08-07,0.5307692307692308
2023-08-08,0.46643356643356637
2023-08-09,0.0
2023-08-10,0.981118881118881
2023-08-11,0.46643356643356637
2023-08-12,0.0
2023-08-13,0.8363636363636363
2023-08-14,0.0
2023-08-15,0.7237762237762237
2023-08-16,0.6916083916083916
2023-08-17,0.5790209790209789
2023-08-18,0.6594405594405593
2023-08-19,0.0
2023-08-20,0.0
2023-08-21,0.7559440559440559
2023-08-22,1.1097902097902097
2023-08-23,1.0132867132867132
2023-08-24,0.7398601398601398
2023-08-25,1.0937062937062936
2023-08-26,0.46643356643356637
2023-08-27,0.8041958041958042
2023-08-28,0.8685314685314685
2023-08-29,0.9489510489510489
2023-08-30,0.9167832167832167
2023-08-31,1.3188811188811187
2023-09-01,1.2223776223776224
2023-09-02,0.46643356643356637
2023-09-03,0.5146853146853146
2023-09-04,0.5629370629370629
2023-09-05,0.9167832167832167
2023-09-06,1.0776223776223774
2023-09-07,1.3832167832167832
2023-09-08,0.6111888111888112
2023-09-09,0.8202797202797202
2023-09-10,0.7559440559440559
2023-09-11,1.1902097902097901
2023-09-12,1.5923076923076922
2023-09-13,1.6083916083916083
2023-09-14,0.9972027972027971
2023-09-15,1.0937062937062936
2023-09-16,0.0
2023-09-17,0.0
2023-09-18,1.367132867132867
2023-09-19,1.0132867132867132
2023-09-20,1.141958041958042
2023-09-21,0.965034965034965
2023-09-22,0.8524475524475523
2023-09-23,0.0
2023-09-24,0.0
2023-09-25,0.7398601398601398
2023-09-26,0.9328671328671327
2023-09-27,1.0776223776223774
2023-09-28,0.9972027972027971
2023-09-29,0.7237762237762237
2023-09-30,0.6594405594405593
2023-10-01,0.0
2023-10-02,0.7720279720279719
2023-10-03,0.8041958041958042
2023-10-04,0.9972027972027971
2023-10-05,0.7237762237762237
2023-10-06,0.5307692307692308
2023-10-07,0.0
2023-10-08,0.7559440559440559
2023-10-09,0.8846153846153846
2023-10-10,0.8041958041958042
2023-10-11,0.8202797202797202
2023-10-12,0.6755244755244755
2023-10-13,0.7076923076923076
2023-10-14,0.46643356643356637
2023-10-15,0.6111888111888112
2023-10-16,0.7559440559440559
2023-10-17,0.8202797202797202
2023-10-18,0.8524475524475523
2023-10-19,0.7076923076923076
2023-10-20,0.8363636363636363
2023-10-21,0.6594405594405593
2023-10-22,0.8202797202797202
2023-10-23,0.9167832167832167
2023-10-24,1.0293706293706293
2023-10-25,1.0776223776223774
2023-10-26,1.0454545454545454
2023-10-27,0.6594405594405593
2023-10-28,0.0
2023-10-29,0.4342657342657342
2023-10-30,0.6433566433566433
2023-10-31,0.788111888111888
2023-11-01,0.788111888111888
2023-11-02,0.7720279720279719
2023-11-03,0.5307692307692308
2023-11-04,0.4825174825174825
2023-11-05,0.5307692307692308
