Time,nintendo_switch_2
2022-04-02,56.0
2022-04-03,57.0
2022-04-04,47.0
2022-04-05,42.0
2022-04-06,36.0
2022-04-07,34.0
2022-04-08,41.0
2022-04-09,52.0
2022-04-10,56.0
2022-04-11,39.0
2022-04-12,40.0
2022-04-13,42.0
2022-04-14,36.0
2022-04-15,45.0
2022-04-16,63.0
2022-04-17,60.0
2022-04-18,49.0
2022-04-19,48.0
2022-04-20,36.0
2022-04-21,36.0
2022-04-22,35.0
2022-04-23,57.0
2022-04-24,55.0
2022-04-25,33.0
2022-04-26,43.0
2022-04-27,33.0
2022-04-28,36.0
2022-04-29,37.0
2022-04-30,60.0
2022-05-01,63.0
2022-05-02,40.0
2022-05-03,27.0
2022-05-04,36.0
2022-05-05,27.0
2022-05-06,37.0
2022-05-07,62.0
2022-05-08,52.0
2022-05-09,32.0
2022-05-10,40.0
2022-05-11,38.0
2022-05-12,36.0
2022-05-13,33.0
2022-05-14,50.0
2022-05-15,48.0
2022-05-16,34.0
2022-05-17,39.0
2022-05-18,33.0
2022-05-19,34.0
2022-05-20,34.0
2022-05-21,51.0
2022-05-22,62.0
2022-05-23,37.0
2022-05-24,32.0
2022-05-25,25.0
2022-05-26,35.0
2022-05-27,39.0
2022-05-28,52.0
2022-05-29,52.0
2022-05-30,62.0
2022-05-31,40.0
2022-06-01,41.0
2022-06-02,34.0
2022-06-03,35.0
2022-06-04,45.0
2022-06-05,48.0
2022-06-06,44.0
2022-06-07,34.0
2022-06-08,40.0
2022-06-09,45.0
2022-06-10,43.0
2022-06-11,36.0
2022-06-12,60.0
2022-06-13,37.0
2022-06-14,44.0
2022-06-15,45.0
2022-06-16,38.0
2022-06-17,46.0
2022-06-18,60.0
2022-06-19,57.0
2022-06-20,49.0
2022-06-21,43.0
2022-06-22,45.0
2022-06-23,48.0
2022-06-24,42.0
2022-06-25,60.0
2022-06-26,62.0
2022-06-27,49.0
2022-06-28,53.0
2022-06-29,47.0
2022-06-30,50.0
2022-07-01,46.0
2022-07-02,53.0
2022-07-03,52.0
2022-07-04,58.0
2022-07-05,40.0
2022-07-06,51.0
2022-07-07,50.0
2022-07-08,38.0
2022-07-09,52.0
2022-07-10,52.0
2022-07-11,47.0
2022-07-12,41.0
2022-07-13,42.0
2022-07-14,45.0
2022-07-15,48.0
2022-07-16,44.0
2022-07-17,59.0
2022-07-18,42.0
2022-07-19,37.0
2022-07-20,48.0
2022-07-21,33.0
2022-07-22,49.0
2022-07-23,53.0
2022-07-24,57.0
2022-07-25,43.0
2022-07-26,44.0
2022-07-27,37.0
2022-07-28,42.0
2022-07-29,45.0
2022-07-30,44.0
2022-07-31,52.0
2022-08-01,39.0
2022-08-02,44.0
2022-08-03,41.0
2022-08-04,39.0
2022-08-05,39.0
2022-08-06,56.0
2022-08-07,58.0
2022-08-08,42.0
2022-08-09,45.0
2022-08-10,45.0
2022-08-11,31.0
2022-08-12,40.0
2022-08-13,49.0
2022-08-14,53.0
2022-08-15,32.0
2022-08-16,37.0
2022-08-17,35.0
2022-08-18,40.0
2022-08-19,37.0
2022-08-20,54.0
2022-08-21,62.0
2022-08-22,37.0
2022-08-23,32.0
2022-08-24,32.0
2022-08-25,41.0
2022-08-26,36.0
2022-08-27,52.0
2022-08-28,55.0
2022-08-29,38.19893899204244
2022-08-30,34.45358090185677
2022-08-31,27.96286472148541
2022-09-01,31.20822281167109
2022-09-02,29.335543766578247
2022-09-03,48.93501326259947
2022-09-04,50.80769230769231
2022-09-05,45.689655172413794
2022-09-06,31.20822281167109
2022-09-07,27.96286472148541
2022-09-08,33.08090185676393
2022-09-09,24.217506631299734
2022-09-10,47.06233421750663
2022-09-11,45.689655172413794
2022-09-12,29.335543766578247
2022-09-13,48.93501326259947
2022-09-14,47.06233421750663
2022-09-15,31.70822281167109
2022-09-16,38.19893899204244
2022-09-17,40.57161803713528
2022-09-18,55.42572944297082
2022-09-19,34.95358090185677
2022-09-20,26.090185676392572
2022-09-21,27.46286472148541
2022-09-22,34.95358090185677
2022-09-23,48.93501326259947
2022-09-24,47.06233421750663
2022-09-25,49.43501326259947
2022-09-26,34.95358090185677
2022-09-27,29.835543766578247
2022-09-28,33.16180371352785
2022-09-29,33.16180371352785
2022-09-30,41.88859416445624
2022-10-01,38.39787798408488
2022-10-02,54.10610079575597
2022-10-03,33.16180371352785
2022-10-04,55.851458885941646
2022-10-05,48.87002652519894
2022-10-06,40.14323607427056
2022-10-07,41.88859416445624
2022-10-08,59.342175066313
2022-10-09,59.342175066313
2022-10-10,45.37931034482759
2022-10-11,40.14323607427056
2022-10-12,40.14323607427056
2022-10-13,34.90716180371353
2022-10-14,40.14323607427056
2022-10-15,52.360742705570296
2022-10-16,41.88859416445624
2022-10-17,34.90716180371353
2022-10-18,29.6710875331565
2022-10-19,34.90716180371353
2022-10-20,29.6710875331565
2022-10-21,38.39787798408488
2022-10-22,47.12466843501326
2022-10-23,41.88859416445624
2022-10-24,20.94429708222812
2022-10-25,31.416445623342177
2022-10-26,38.39787798408488
2022-10-27,36.6525198938992
2022-10-28,34.90716180371353
2022-10-29,50.61538461538462
2022-10-30,50.61538461538462
2022-10-31,36.6525198938992
2022-11-01,38.39787798408488
2022-11-02,27.925729442970823
2022-11-03,33.16180371352785
2022-11-04,41.88859416445624
2022-11-05,57.59681697612732
2022-11-06,57.59681697612732
2022-11-07,41.88859416445624
2022-11-08,43.63395225464191
2022-11-09,33.16180371352785
2022-11-10,34.90716180371353
2022-11-11,45.37931034482759
2022-11-12,55.851458885941646
2022-11-13,75.05039787798408
2022-11-14,52.360742705570296
2022-11-15,45.37931034482759
2022-11-16,45.37931034482759
2022-11-17,48.87002652519894
2022-11-18,59.342175066313
2022-11-19,73.3050397877984
2022-11-20,82.0318302387268
2022-11-21,69.81432360742706
2022-11-22,62.832891246684355
2022-11-23,78.54111405835545
2022-11-24,95.9946949602122
2022-11-25,150.10079575596816
2022-11-26,101.23076923076924
2022-11-27,92.50397877984085
2022-11-28,78.54111405835545
2022-11-29,57.59681697612732
2022-11-30,50.61538461538462
2022-12-01,52.360742705570296
2022-12-02,47.12466843501326
2022-12-03,62.832891246684355
2022-12-04,73.3050397877984
2022-12-05,62.832891246684355
2022-12-06,55.851458885941646
2022-12-07,54.10610079575597
2022-12-08,55.851458885941646
2022-12-09,62.832891246684355
2022-12-10,82.0318302387268
2022-12-11,62.832891246684355
2022-12-12,61.08753315649867
2022-12-13,50.61538461538462
2022-12-14,50.61538461538462
2022-12-15,57.59681697612732
2022-12-16,61.08753315649867
2022-12-17,83.77718832891247
2022-12-18,80.28647214854112
2022-12-19,64.57824933687003
2022-12-20,69.81432360742706
2022-12-21,61.08753315649867
2022-12-22,64.57824933687003
2022-12-23,80.28647214854112
2022-12-24,92.50397877984085
2022-12-25,174.53580901856765
2022-12-26,162.31830238726792
2022-12-27,101.23076923076924
2022-12-28,97.74005305039788
2022-12-29,82.0318302387268
2022-12-30,83.77718832891247
2022-12-31,90.75862068965517
2023-01-01,90.75862068965517
2023-01-02,87.26790450928382
2023-01-03,54.10610079575597
2023-01-04,57.59681697612732
2023-01-05,54.10610079575597
2023-01-06,55.851458885941646
2023-01-07,73.3050397877984
2023-01-08,82.0318302387268
2023-01-09,48.87002652519894
2023-01-10,36.6525198938992
2023-01-11,43.63395225464191
2023-01-12,41.88859416445624
2023-01-13,52.360742705570296
2023-01-14,62.832891246684355
2023-01-15,62.832891246684355
2023-01-16,41.88859416445624
2023-01-17,38.39787798408488
2023-01-18,38.39787798408488
2023-01-19,36.6525198938992
2023-01-20,43.63395225464191
2023-01-21,57.59681697612732
2023-01-22,62.832891246684355
2023-01-23,38.39787798408488
2023-01-24,34.90716180371353
2023-01-25,34.90716180371353
2023-01-26,36.6525198938992
2023-01-27,33.16180371352785
2023-01-28,54.10610079575597
2023-01-29,64.57824933687003
2023-01-30,34.90716180371353
2023-01-31,41.88859416445624
2023-02-01,41.88859416445624
2023-02-02,34.90716180371353
2023-02-03,38.39787798408488
2023-02-04,57.59681697612732
2023-02-05,54.10610079575597
2023-02-06,36.6525198938992
2023-02-07,41.88859416445624
2023-02-08,38.39787798408488
2023-02-09,50.61538461538462
2023-02-10,48.87002652519894
2023-02-11,61.08753315649867
2023-02-12,57.59681697612732
2023-02-13,29.6710875331565
2023-02-14,29.6710875331565
2023-02-15,36.6525198938992
2023-02-16,36.6525198938992
2023-02-17,40.14323607427056
2023-02-18,59.342175066313
2023-02-19,68.06896551724138
2023-02-20,57.59681697612732
2023-02-21,47.12466843501326
2023-02-22,38.39787798408488
2023-02-23,38.39787798408488
2023-02-24,47.12466843501326
2023-02-25,59.342175066313
2023-02-26,64.57824933687003
2023-02-27,50.61538461538462
2023-02-28,48.87002652519894
2023-03-01,54.10610079575597
2023-03-02,52.360742705570296
2023-03-03,36.6525198938992
2023-03-04,66.3236074270557
2023-03-05,78.54111405835545
2023-03-06,54.10610079575597
2023-03-07,38.39787798408488
2023-03-08,40.14323607427056
2023-03-09,34.90716180371353
2023-03-10,47.12466843501326
2023-03-11,61.08753315649867
2023-03-12,69.81432360742706
2023-03-13,57.59681697612732
2023-03-14,41.88859416445624
2023-03-15,41.88859416445624
2023-03-16,36.6525198938992
2023-03-17,36.6525198938992
2023-03-18,59.342175066313
2023-03-19,54.10610079575597
2023-03-20,48.87002652519894
2023-03-21,36.6525198938992
2023-03-22,41.88859416445624
2023-03-23,36.6525198938992
2023-03-24,36.6525198938992
2023-03-25,47.12466843501326
2023-03-26,50.61538461538462
2023-03-27,45.37931034482759
2023-03-28,43.63395225464191
2023-03-29,47.12466843501326
2023-03-30,38.39787798408488
2023-03-31,41.88859416445624
2023-04-01,52.360742705570296
2023-04-02,57.59681697612732
2023-04-03,36.6525198938992
2023-04-04,38.39787798408488
2023-04-05,34.90716180371353
2023-04-06,40.14323607427056
2023-04-07,52.360742705570296
2023-04-08,66.3236074270557
2023-04-09,73.3050397877984
2023-04-10,34.90716180371353
2023-04-11,40.14323607427056
2023-04-12,38.39787798408488
2023-04-13,40.14323607427056
2023-04-14,33.16180371352785
2023-04-15,52.360742705570296
2023-04-16,66.3236074270557
2023-04-17,45.37931034482759
2023-04-18,45.37931034482759
2023-04-19,40.14323607427056
2023-04-20,31.416445623342177
2023-04-21,48.87002652519894
2023-04-22,62.832891246684355
2023-04-23,62.832891246684355
2023-04-24,47.12466843501326
2023-04-25,47.12466843501326
2023-04-26,41.47792167264784
2023-04-27,33.00780152909971
2023-04-28,34.90716180371353
2023-04-29,54.77344359494461
2023-04-30,69.81432360742706
2023-05-01,45.27664222187549
2023-05-02,34.90716180371353
2023-05-03,34.90716180371353
2023-05-04,34.90716180371353
2023-05-05,40.605242627555
2023-05-06,55.64612264003745
2023-05-07,59.4448431892651
2023-05-08,43.377281947261665
2023-05-09,45.27664222187549
2023-05-10,45.27664222187549
2023-05-11,49.07536277110314
2023-05-12,57.545482914651274
2023-05-13,73.6130441566547
2023-05-14,69.81432360742706
2023-05-15,43.377281947261665
2023-05-16,54.77344359494461
2023-05-17,42.50460290216883
2023-05-18,41.47792167264784
2023-05-19,43.377281947261665
2023-05-20,59.4448431892651
2023-05-21,65.14292401310658
2023-05-22,32.13512248400687
2023-05-23,31.108441254485882
2023-05-24,28.336401934779218
2023-05-25,39.57856139803402
2023-05-26,41.06724918083945
2023-05-27,51.33406147604931
2023-05-28,59.547511312217196
2023-05-29,53.38742393509128
2023-05-30,41.06724918083945
2023-05-31,32.85379934467156
2023-06-01,41.06724918083945
2023-06-02,49.280699017007336
2023-06-03,53.38742393509128
2023-06-04,59.547511312217196
2023-06-05,45.173974098923395
2023-06-06,47.227336557965366
2023-06-07,39.013886721797476
2023-06-08,36.9605242627555
2023-06-09,39.013886721797476
2023-06-10,51.33406147604931
2023-06-11,51.33406147604931
2023-06-12,47.227336557965366
2023-06-13,45.173974098923395
2023-06-14,39.013886721797476
2023-06-15,39.013886721797476
2023-06-16,45.173974098923395
2023-06-17,53.38742393509128
2023-06-18,55.440786394133255
2023-06-19,49.280699017007336
2023-06-20,49.280699017007336
2023-06-21,73.921048525511
2023-06-22,55.440786394133255
2023-06-23,49.280699017007336
2023-06-24,61.600873771259174
2023-06-25,69.81432360742706
2023-06-26,45.173974098923395
2023-06-27,47.227336557965366
2023-06-28,61.600873771259174
2023-06-29,55.440786394133255
2023-06-30,47.227336557965366
2023-07-01,59.547511312217196
2023-07-02,69.81432360742706
2023-07-03,53.38742393509128
2023-07-04,61.600873771259174
2023-07-05,47.227336557965366
2023-07-06,49.280699017007336
2023-07-07,51.33406147604931
2023-07-08,51.33406147604931
2023-07-09,59.547511312217196
2023-07-10,53.38742393509128
2023-07-11,43.12061163988142
2023-07-12,43.12061163988142
2023-07-13,47.227336557965366
2023-07-14,53.38742393509128
2023-07-15,49.280699017007336
2023-07-16,59.547511312217196
2023-07-17,39.013886721797476
2023-07-18,45.173974098923395
2023-07-19,55.440786394133255
2023-07-20,63.654236230301144
2023-07-21,55.440786394133255
2023-07-22,55.440786394133255
2023-07-23,63.654236230301144
2023-07-24,53.38742393509128
2023-07-25,45.173974098923395
2023-07-26,45.173974098923395
2023-07-27,47.227336557965366
2023-07-28,55.440786394133255
2023-07-29,61.600873771259174
2023-07-30,55.440786394133255
2023-07-31,55.440786394133255
2023-08-01,102.66812295209861
2023-08-02,63.654236230301144
2023-08-03,73.921048525511
2023-08-04,69.81432360742706
2023-08-05,65.70759868934311
2023-08-06,73.921048525511
2023-08-07,69.81432360742706
2023-08-08,57.494148853175226
2023-08-09,51.33406147604931
2023-08-10,49.280699017007336
2023-08-11,47.227336557965366
2023-08-12,67.76096114838509
2023-08-13,110.88157278826651
2023-08-14,63.654236230301144
2023-08-15,51.33406147604931
2023-08-16,61.600873771259174
2023-08-17,51.33406147604931
2023-08-18,43.12061163988142
2023-08-19,61.600873771259174
2023-08-20,51.33406147604931
2023-08-21,57.494148853175226
2023-08-22,45.173974098923395
2023-08-23,43.12061163988142
2023-08-24,36.9605242627555
2023-08-25,39.013886721797476
2023-08-26,51.33406147604931
2023-08-27,59.547511312217196
2023-08-28,43.12061163988142
2023-08-29,43.12061163988142
2023-08-30,41.06724918083945
2023-08-31,34.90716180371353
2023-09-01,39.013886721797476
2023-09-02,63.654236230301144
2023-09-03,119.09502262443439
2023-09-04,67.76096114838509
2023-09-05,53.38742393509128
2023-09-06,47.227336557965366
2023-09-07,117.04166016539243
2023-09-08,147.842097051022
2023-09-09,98.56139803401467
2023-09-10,67.76096114838509
2023-09-11,61.600873771259174
2023-09-12,59.547511312217196
2023-09-13,61.600873771259174
2023-09-14,65.70759868934311
2023-09-15,51.33406147604931
2023-09-16,71.86768606646903
2023-09-17,63.654236230301144
2023-09-18,63.654236230301144
2023-09-19,67.76096114838509
2023-09-20,43.12061163988142
2023-09-21,43.12061163988142
2023-09-22,49.280699017007336
2023-09-23,51.33406147604931
2023-09-24,53.38742393509128
2023-09-25,51.33406147604931
2023-09-26,47.227336557965366
2023-09-27,45.173974098923395
2023-09-28,47.227336557965366
2023-09-29,43.12061163988142
2023-09-30,51.33406147604931
2023-10-01,61.600873771259174
2023-10-02,39.013886721797476
2023-10-03,51.33406147604931
2023-10-04,57.494148853175226
2023-10-05,47.227336557965366
2023-10-06,41.06724918083945
2023-10-07,55.440786394133255
2023-10-08,55.440786394133255
2023-10-09,47.227336557965366
2023-10-10,51.33406147604931
2023-10-11,43.12061163988142
2023-10-12,43.12061163988142
2023-10-13,49.280699017007336
2023-10-14,49.280699017007336
2023-10-15,67.76096114838509
2023-10-16,55.440786394133255
2023-10-17,86.24122327976283
2023-10-18,57.494148853175226
2023-10-19,57.494148853175226
2023-10-20,71.86768606646903
2023-10-21,88.29458573880481
2023-10-22,80.08113590263692
2023-10-23,59.547511312217196
2023-10-24,49.280699017007336
2023-10-25,51.33406147604931
2023-10-26,47.227336557965366
2023-10-27,49.280699017007336
2023-10-28,41.06724918083945
2023-10-29,67.76096114838509
2023-10-30,67.76096114838509
2023-10-31,51.33406147604931
2023-11-01,47.227336557965366
2023-11-02,53.38742393509128
2023-11-03,59.547511312217196
2023-11-04,69.81432360742706
2023-11-05,86.24122327976283
2023-11-06,71.86768606646903
2023-11-07,59.547511312217196
2023-11-08,55.440786394133255
2023-11-09,55.440786394133255
2023-11-10,59.547511312217196
2023-11-11,78.02777344359495
2023-11-12,78.02777344359495
2023-11-13,57.494148853175226
2023-11-14,59.547511312217196
2023-11-15,55.440786394133255
2023-11-16,57.494148853175226
2023-11-17,55.440786394133255
2023-11-18,75.97441098455297
2023-11-19,92.40131065688875
2023-11-20,88.29458573880481
2023-11-21,78.02777344359495
2023-11-22,80.08113590263692
2023-11-23,102.66812295209861
2023-11-24,158.10890934623188
2023-11-25,119.09502262443439
2023-11-26,117.04166016539243
2023-11-27,80.08113590263692
2023-11-28,57.494148853175226
2023-11-29,53.38742393509128
2023-11-30,49.280699017007336
2023-12-01,57.494148853175226
2023-12-02,88.29458573880481
2023-12-03,84.18786082072087
2023-12-04,71.86768606646903
2023-12-05,63.654236230301144
2023-12-06,61.600873771259174
2023-12-07,63.654236230301144
2023-12-08,78.02777344359495
2023-12-09,84.18786082072087
2023-12-10,129.36183491964425
2023-12-11,139.6286472148541
2023-12-12,160.16227180527383
2023-12-13,86.24122327976283
2023-12-14,63.654236230301144
2023-12-15,80.08113590263692
2023-12-16,98.56139803401467
2023-12-17,106.77484787018255
2023-12-18,71.86768606646903
2023-12-19,71.86768606646903
2023-12-20,69.81432360742706
2023-12-21,88.29458573880481
2023-12-22,96.5080355749727
2023-12-23,98.56139803401467
2023-12-24,104.72148541114059
2023-12-25,205.33624590419723
2023-12-26,174.53580901856765
2023-12-27,129.36183491964425
2023-12-28,104.72148541114059
2023-12-29,102.66812295209861
2023-12-30,104.72148541114059
2023-12-31,106.77484787018255
2024-01-01,156.0555468871899
2024-01-02,131.41519737868623
2024-01-03,129.36183491964425
2024-01-04,139.6286472148541
2024-01-05,98.56139803401467
2024-01-06,117.04166016539243
2024-01-07,114.98829770635045
2024-01-08,110.88157278826651
2024-01-09,110.88157278826651
2024-01-10,108.82821032922453
2024-01-11,102.66812295209861
2024-01-12,112.93493524730847
2024-01-13,129.36183491964425
2024-01-14,123.20174754251835
2024-01-15,96.5080355749727
2024-01-16,78.02777344359495
2024-01-17,82.1344983616789
2024-01-18,67.76096114838509
2024-01-19,75.97441098455297
2024-01-20,112.93493524730847
2024-01-21,102.66812295209861
2024-01-22,75.97441098455297
2024-01-23,71.86768606646903
2024-01-24,65.70759868934311
2024-01-25,65.70759868934311
2024-01-26,73.921048525511
2024-01-27,114.98829770635045
2024-01-28,104.72148541114059
2024-01-29,63.654236230301144
2024-01-30,69.81432360742706
2024-01-31,73.921048525511
2024-02-01,63.654236230301144
2024-02-02,63.654236230301144
2024-02-03,82.1344983616789
2024-02-04,88.29458573880481
2024-02-05,53.38742393509128
2024-02-06,65.70759868934311
2024-02-07,65.70759868934311
2024-02-08,61.600873771259174
2024-02-09,49.280699017007336
2024-02-10,67.76096114838509
2024-02-11,78.02777344359495
2024-02-12,63.654236230301144
2024-02-13,67.76096114838509
2024-02-14,61.600873771259174
2024-02-15,53.38742393509128
2024-02-16,71.86768606646903
2024-02-17,98.56139803401467
2024-02-18,100.61476049305665
2024-02-19,90.34794819784679
2024-02-20,84.18786082072087
2024-02-21,86.24122327976283
2024-02-22,69.81432360742706
2024-02-23,61.600873771259174
2024-02-24,61.600873771259174
2024-02-25,63.654236230301144
2024-02-26,61.600873771259174
2024-02-27,71.86768606646903
2024-02-28,57.494148853175226
2024-02-29,55.440786394133255
2024-03-01,65.70759868934311
2024-03-02,80.08113590263692
2024-03-03,98.56139803401467
2024-03-04,65.70759868934311
2024-03-05,53.38742393509128
2024-03-06,51.33406147604931
2024-03-07,43.12061163988142
2024-03-08,53.38742393509128
2024-03-09,61.600873771259174
2024-03-10,92.40131065688875
2024-03-11,57.494148853175226
2024-03-12,55.440786394133255
2024-03-13,49.280699017007336
2024-03-14,49.280699017007336
2024-03-15,49.280699017007336
2024-03-16,63.654236230301144
2024-03-17,80.08113590263692
2024-03-18,59.547511312217196
2024-03-19,57.494148853175226
2024-03-20,51.33406147604931
2024-03-21,49.280699017007336
2024-03-22,47.227336557965366
2024-03-23,67.76096114838509
2024-03-24,75.97441098455297
2024-03-25,53.38742393509128
2024-03-26,51.33406147604931
2024-03-27,55.440786394133255
2024-03-28,45.173974098923395
2024-03-29,59.547511312217196
2024-03-30,61.600873771259174
2024-03-31,73.921048525511
2024-04-01,61.600873771259174
2024-04-02,49.280699017007336
2024-04-03,53.38742393509128
2024-04-04,53.38742393509128
2024-04-05,53.38742393509128
2024-04-06,57.494148853175226
2024-04-07,65.70759868934311
2024-04-08,53.38742393509128
2024-04-09,45.173974098923395
2024-04-10,34.90716180371353
2024-04-11,39.013886721797476
2024-04-12,43.12061163988142
2024-04-13,47.227336557965366
2024-04-14,59.547511312217196
2024-04-15,45.173974098923395
2024-04-16,45.173974098923395
2024-04-17,36.9605242627555
2024-04-18,43.12061163988142
2024-04-19,45.173974098923395
2024-04-20,57.494148853175226
2024-04-21,67.76096114838509
2024-04-22,47.227336557965366
2024-04-23,43.12061163988142
2024-04-24,41.06724918083945
2024-04-25,39.013886721797476
2024-04-26,39.013886721797476
2024-04-27,96.5080355749727
2024-04-28,80.08113590263692
2024-04-29,156.0555468871899
2024-04-30,151.94882196910595
2024-05-01,147.842097051022
2024-05-02,94.45467311593073
2024-05-03,53.38742393509128
2024-05-04,57.494148853175226
2024-05-05,80.08113590263692
2024-05-06,73.921048525511
2024-05-07,151.94882196910595
2024-05-08,117.04166016539243
2024-05-09,100.61476049305665
2024-05-10,98.56139803401467
2024-05-11,94.45467311593073
2024-05-12,82.1344983616789
2024-05-13,102.66812295209861
2024-05-14,108.82821032922453
2024-05-15,80.08113590263692
2024-05-16,75.97441098455297
2024-05-17,67.76096114838509
2024-05-18,61.600873771259174
2024-05-19,92.40131065688875
2024-05-20,55.440786394133255
2024-05-21,49.280699017007336
2024-05-22,47.227336557965366
2024-05-23,61.600873771259174
2024-05-24,61.600873771259174
2024-05-25,69.81432360742706
2024-05-26,78.02777344359495
2024-05-27,71.86768606646903
2024-05-28,57.494148853175226
2024-05-29,59.547511312217196
2024-05-30,63.654236230301144
2024-05-31,49.280699017007336
2024-06-01,75.97441098455297
2024-06-02,82.1344983616789
2024-06-03,61.600873771259174
2024-06-04,57.494148853175226
2024-06-05,61.600873771259174
2024-06-06,61.600873771259174
2024-06-07,55.440786394133255
2024-06-08,65.70759868934311
2024-06-09,78.02777344359495
2024-06-10,63.654236230301144
2024-06-11,65.70759868934311
2024-06-12,61.600873771259174
2024-06-13,57.494148853175226
2024-06-14,59.547511312217196
2024-06-15,61.600873771259174
2024-06-16,65.70759868934311
2024-06-17,61.600873771259174
2024-06-18,106.77484787018255
2024-06-19,96.5080355749727
2024-06-20,78.02777344359495
2024-06-21,73.921048525511
2024-06-22,82.1344983616789
2024-06-23,80.08113590263692
2024-06-24,67.76096114838509
2024-06-25,61.600873771259174
2024-06-26,53.38742393509128
2024-06-27,59.547511312217196
2024-06-28,67.76096114838509
2024-06-29,73.921048525511
2024-06-30,73.921048525511
2024-07-01,80.08113590263692
2024-07-02,86.24122327976283
2024-07-03,100.61476049305665
2024-07-04,104.72148541114059
2024-07-05,106.77484787018255
2024-07-06,65.70759868934311
2024-07-07,84.18786082072087
2024-07-08,63.654236230301144
2024-07-09,69.81432360742706
2024-07-10,75.97441098455297
2024-07-11,67.76096114838509
2024-07-12,67.76096114838509
2024-07-13,63.654236230301144
2024-07-14,59.547511312217196
2024-07-15,75.97441098455297
2024-07-16,69.81432360742706
2024-07-17,63.654236230301144
2024-07-18,67.76096114838509
2024-07-19,67.76096114838509
2024-07-20,75.97441098455297
2024-07-21,86.24122327976283
2024-07-22,67.76096114838509
2024-07-23,59.547511312217196
2024-07-24,55.440786394133255
2024-07-25,57.494148853175226
2024-07-26,53.38742393509128
2024-07-27,63.654236230301144
2024-07-28,63.654236230301144
2024-07-29,57.494148853175226
2024-07-30,57.494148853175226
2024-07-31,51.33406147604931
2024-08-01,51.33406147604931
2024-08-02,55.440786394133255
2024-08-03,75.97441098455297
2024-08-04,69.81432360742706
2024-08-05,78.02777344359495
2024-08-06,63.654236230301144
2024-08-07,55.440786394133255
2024-08-08,57.494148853175226
2024-08-09,61.600873771259174
2024-08-10,78.02777344359495
2024-08-11,80.08113590263692
2024-08-12,61.600873771259174
2024-08-13,61.600873771259174
2024-08-14,61.600873771259174
2024-08-15,65.70759868934311
2024-08-16,53.38742393509128
2024-08-17,82.1344983616789
2024-08-18,80.08113590263693
2024-08-19,66.7342799188641
2024-08-20,60.574192541738185
2024-08-21,61.600873771259174
2024-08-22,63.654236230301144
2024-08-23,61.600873771259174
2024-08-24,72.89436729599001
2024-08-25,80.08113590263693
2024-08-26,61.600873771259174
2024-08-27,64.68091745982213
2024-08-28,65.70759868934311
2024-08-29,61.600873771259174
2024-08-30,60.574192541738185
2024-08-31,65.70759868934311
2024-09-01,70.84100483694804
2024-09-02,70.84100483694804
2024-09-03,60.574192541738185
2024-09-04,59.547511312217196
2024-09-05,59.547511312217196
2024-09-06,63.654236230301144
2024-09-07,73.921048525511
2024-09-08,80.08113590263693
2024-09-09,63.654236230301144
2024-09-10,69.81432360742706
2024-09-11,77.00109221407396
2024-09-12,77.00109221407396
2024-09-13,71.86768606646903
2024-09-14,84.18786082072086
2024-09-15,86.24122327976283
2024-09-16,84.18786082072086
2024-09-17,131.41519737868623
2024-09-18,131.41519737868623
2024-09-19,131.41519737868623
2024-09-20,131.41519737868623
2024-09-21,131.41519737868623
2024-09-22,131.41519737868623
