Time,cheesecake_factory
2022-04-14,30.0
2022-04-15,41.0
2022-04-16,50.0
2022-04-17,59.0
2022-04-18,28.0
2022-04-19,26.0
2022-04-20,27.0
2022-04-21,28.0
2022-04-22,34.0
2022-04-23,52.0
2022-04-24,48.0
2022-04-25,26.0
2022-04-26,23.0
2022-04-27,25.0
2022-04-28,27.0
2022-04-29,35.0
2022-04-30,53.0
2022-05-01,52.0
2022-05-02,32.0
2022-05-03,28.0
2022-05-04,29.0
2022-05-05,30.0
2022-05-06,41.0
2022-05-07,69.0
2022-05-08,100.0
2022-05-09,33.0
2022-05-10,26.0
2022-05-11,28.0
2022-05-12,28.0
2022-05-13,35.0
2022-05-14,52.0
2022-05-15,48.0
2022-05-16,25.0
2022-05-17,25.0
2022-05-18,26.0
2022-05-19,28.0
2022-05-20,35.0
2022-05-21,51.0
2022-05-22,47.0
2022-05-23,28.0
2022-05-24,27.0
2022-05-25,27.0
2022-05-26,30.0
2022-05-27,36.0
2022-05-28,48.0
2022-05-29,48.0
2022-05-30,40.0
2022-05-31,25.0
2022-06-01,25.0
2022-06-02,28.0
2022-06-03,33.0
2022-06-04,50.0
2022-06-05,46.0
2022-06-06,28.0
2022-06-07,27.0
2022-06-08,28.0
2022-06-09,29.0
2022-06-10,36.0
2022-06-11,46.0
2022-06-12,46.0
2022-06-13,29.0
2022-06-14,26.0
2022-06-15,27.0
2022-06-16,30.0
2022-06-17,37.0
2022-06-18,51.0
2022-06-19,61.0
2022-06-20,35.0
2022-06-21,27.0
2022-06-22,29.0
2022-06-23,30.0
2022-06-24,34.0
2022-06-25,45.0
2022-06-26,44.0
2022-06-27,28.0
2022-06-28,26.0
2022-06-29,27.0
2022-06-30,28.0
2022-07-01,32.0
2022-07-02,43.0
2022-07-03,42.0
2022-07-04,38.0
2022-07-05,25.0
2022-07-06,26.0
2022-07-07,29.0
2022-07-08,35.0
2022-07-09,48.0
2022-07-10,48.0
2022-07-11,30.0
2022-07-12,27.0
2022-07-13,28.0
2022-07-14,28.0
2022-07-15,36.0
2022-07-16,47.0
2022-07-17,48.0
2022-07-18,28.0
2022-07-19,27.0
2022-07-20,28.0
2022-07-21,30.0
2022-07-22,35.0
2022-07-23,46.0
2022-07-24,49.0
2022-07-25,30.0
2022-07-26,29.0
2022-07-27,27.0
2022-07-28,29.0
2022-07-29,37.0
2022-07-30,50.0
2022-07-31,60.0
2022-08-01,29.0
2022-08-02,27.0
2022-08-03,28.0
2022-08-04,29.0
2022-08-05,35.0
2022-08-06,50.0
2022-08-07,48.0
2022-08-08,29.0
2022-08-09,28.0
2022-08-10,27.0
2022-08-11,30.0
2022-08-12,35.0
2022-08-13,49.0
2022-08-14,47.0
2022-08-15,27.0
2022-08-16,26.0
2022-08-17,28.0
2022-08-18,27.0
2022-08-19,35.0
2022-08-20,48.0
2022-08-21,46.0
2022-08-22,25.0
2022-08-23,24.0
2022-08-24,23.0
2022-08-25,26.0
2022-08-26,32.0
2022-08-27,46.0
2022-08-28,44.0
2022-08-29,22.772584446190102
2022-08-30,21.869992144540454
2022-08-31,20.967399842890806
2022-09-01,24.98036135113904
2022-09-02,31.201099764336213
2022-09-03,45.045168892380204
2022-09-04,49.96072270227808
2022-09-05,41.03220738413197
2022-09-06,21.369992144540454
2022-09-07,20.064807541241162
2022-09-08,20.064807541241162
2022-09-09,28.09073055773763
2022-09-10,43.23998428908091
2022-09-11,39.22702278083268
2022-09-12,21.869992144540454
2022-09-13,22.272584446190102
2022-09-14,21.869992144540454
2022-09-15,22.772584446190102
2022-09-16,30.798507462686565
2022-09-17,45.94776119402985
2022-09-18,39.72702278083268
2022-09-19,22.772584446190102
2022-09-20,22.272584446190102
2022-09-21,21.869992144540454
2022-09-22,25.382953652788686
2022-09-23,29.895915161036918
2022-09-24,45.545168892380204
2022-09-25,44.142576590730556
2022-09-26,24.077769049489394
2022-09-27,20.967399842890806
2022-09-28,21.739984289080912
2022-09-29,23.350353495679496
2022-09-30,30.597014925373134
2022-10-01,47.50589159465829
2022-10-02,39.45404556166535
2022-10-03,21.739984289080912
2022-10-04,21.739984289080912
2022-10-05,24.155538098978788
2022-10-06,22.545168892380204
2022-10-07,31.402199528672426
2022-10-08,47.50589159465829
2022-10-09,43.479968578161824
2022-10-10,26.571091908876667
2022-10-11,21.739984289080912
2022-10-12,22.545168892380204
2022-10-13,24.960722702278083
2022-10-14,33.01256873527101
2022-10-15,44.28515318146111
2022-10-16,45.8955223880597
2022-10-17,24.155538098978788
2022-10-18,21.739984289080912
2022-10-19,22.545168892380204
2022-10-20,23.350353495679496
2022-10-21,32.20738413197172
2022-10-22,45.8955223880597
2022-10-23,44.28515318146111
2022-10-24,24.960722702278083
2022-10-25,21.739984289080912
2022-10-26,21.739984289080912
2022-10-27,24.155538098978788
2022-10-28,29.79183032207384
2022-10-29,49.11626080125687
2022-10-30,39.45404556166535
2022-10-31,21.739984289080912
2022-11-01,21.739984289080912
2022-11-02,23.350353495679496
2022-11-03,23.350353495679496
2022-11-04,31.402199528672426
2022-11-05,46.70070699135899
2022-11-06,41.86959937156323
2022-11-07,24.155538098978788
2022-11-08,23.350353495679496
2022-11-09,20.129615082482324
2022-11-10,26.571091908876667
2022-11-11,40.25923016496465
2022-11-12,49.92144540455617
2022-11-13,46.70070699135899
2022-11-14,26.571091908876667
2022-11-15,24.155538098978788
2022-11-16,24.960722702278083
2022-11-17,25.765907305577375
2022-11-18,34.6229379418696
2022-11-19,49.92144540455617
2022-11-20,48.311076197957576
2022-11-21,28.986645718774547
2022-11-22,32.20738413197172
2022-11-23,42.67478397486253
2022-11-24,28.181461115475255
2022-11-25,32.20738413197172
2022-11-26,39.45404556166535
2022-11-27,36.233307148468185
2022-11-28,20.934799685781616
2022-11-29,20.934799685781616
2022-11-30,21.739984289080912
2022-12-01,23.350353495679496
2022-12-02,28.986645718774547
2022-12-03,47.50589159465829
2022-12-04,41.86959937156323
2022-12-05,24.960722702278083
2022-12-06,24.960722702278083
2022-12-07,25.765907305577375
2022-12-08,28.181461115475255
2022-12-09,33.01256873527101
2022-12-10,46.70070699135899
2022-12-11,48.311076197957576
2022-12-12,28.986645718774547
2022-12-13,27.376276512175963
2022-12-14,28.181461115475255
2022-12-15,30.597014925373134
2022-12-16,40.25923016496465
2022-12-17,53.94736842105263
2022-12-18,50.726630007855455
2022-12-19,37.038491751767474
2022-12-20,37.84367635506677
2022-12-21,39.45404556166535
2022-12-22,38.648860958366065
2022-12-23,45.8955223880597
2022-12-24,51.53181461115475
2022-12-25,38.648860958366065
2022-12-26,49.11626080125687
2022-12-27,47.50589159465829
2022-12-28,48.311076197957576
2022-12-29,49.11626080125687
2022-12-30,50.726630007855455
2022-12-31,57.97329143754909
2023-01-01,55.557737627651214
2023-01-02,43.479968578161824
2023-01-03,28.986645718774547
2023-01-04,27.376276512175963
2023-01-05,28.181461115475255
2023-01-06,37.84367635506677
2023-01-07,55.557737627651214
2023-01-08,48.311076197957576
2023-01-09,25.765907305577375
2023-01-10,24.960722702278083
2023-01-11,25.765907305577375
2023-01-12,26.571091908876667
2023-01-13,35.42812254516889
2023-01-14,61.99921445404556
2023-01-15,54.752553024351926
2023-01-16,39.45404556166535
2023-01-17,24.155538098978788
2023-01-18,24.960722702278083
2023-01-19,26.571091908876667
2023-01-20,32.20738413197172
2023-01-21,48.311076197957576
2023-01-22,45.09033778476041
2023-01-23,24.960722702278083
2023-01-24,24.155538098978788
2023-01-25,23.350353495679496
2023-01-26,25.765907305577375
2023-01-27,33.817753338570306
2023-01-28,54.752553024351926
2023-01-29,48.311076197957576
2023-01-30,24.155538098978788
2023-01-31,22.545168892380204
2023-02-01,24.155538098978788
2023-02-02,25.765907305577375
2023-02-03,33.01256873527101
2023-02-04,51.53181461115475
2023-02-05,54.752553024351926
2023-02-06,28.181461115475255
2023-02-07,24.155538098978788
2023-02-08,25.765907305577375
2023-02-09,26.571091908876667
2023-02-10,35.42812254516889
2023-02-11,53.94736842105263
2023-02-12,45.8955223880597
2023-02-13,29.79183032207384
2023-02-14,53.142183817753335
2023-02-15,42.67478397486253
2023-02-16,27.376276512175963
2023-02-17,35.42812254516889
2023-02-18,59.58366064414768
2023-02-19,57.1681068342498
2023-02-20,36.233307148468185
2023-02-21,24.960722702278083
2023-02-22,23.350353495679496
2023-02-23,25.765907305577375
2023-02-24,33.817753338570306
2023-02-25,53.94736842105263
2023-02-26,49.11626080125687
2023-02-27,27.376276512175963
2023-02-28,24.155538098978788
2023-03-01,23.350353495679496
2023-03-02,24.155538098978788
2023-03-03,29.79183032207384
2023-03-04,52.336999214454046
2023-03-05,48.311076197957576
2023-03-06,24.155538098978788
2023-03-07,22.545168892380204
2023-03-08,24.960722702278083
2023-03-09,25.765907305577375
2023-03-10,32.20738413197172
2023-03-11,50.726630007855455
2023-03-12,49.92144540455617
2023-03-13,27.376276512175963
2023-03-14,26.571091908876667
2023-03-15,26.571091908876667
2023-03-16,26.571091908876667
2023-03-17,33.817753338570306
2023-03-18,54.752553024351926
2023-03-19,49.11626080125687
2023-03-20,26.571091908876667
2023-03-21,25.765907305577375
2023-03-22,25.765907305577375
2023-03-23,28.181461115475255
2023-03-24,34.6229379418696
2023-03-25,52.336999214454046
2023-03-26,45.8955223880597
2023-03-27,25.765907305577375
2023-03-28,22.545168892380204
2023-03-29,24.960722702278083
2023-03-30,24.960722702278083
2023-03-31,33.817753338570306
2023-04-01,45.8955223880597
2023-04-02,47.50589159465829
2023-04-03,25.765907305577375
2023-04-04,22.545168892380204
2023-04-05,24.960722702278083
2023-04-06,28.181461115475255
2023-04-07,37.84367635506677
2023-04-08,50.726630007855455
2023-04-09,53.94736842105263
2023-04-10,24.960722702278083
2023-04-11,22.545168892380204
2023-04-12,23.350353495679496
2023-04-13,24.960722702278083
2023-04-14,30.597014925373134
2023-04-15,44.28515318146111
2023-04-16,41.064414768263944
2023-04-17,23.350353495679496
2023-04-18,20.934799685781616
2023-04-19,23.350353495679496
2023-04-20,24.155538098978788
2023-04-21,31.402199528672426
2023-04-22,61.19402985074627
2023-04-23,42.67478397486253
2023-04-24,23.350353495679496
2023-04-25,21.739984289080912
2023-04-26,23.350353495679496
2023-04-27,23.350353495679496
2023-04-28,30.597014925373134
2023-04-29,46.70070699135899
2023-04-30,44.28515318146111
2023-05-01,22.545168892380204
2023-05-02,21.739984289080912
2023-05-03,20.934799685781616
2023-05-04,21.739984289080912
2023-05-05,26.571091908876667
2023-05-06,42.67478397486253
2023-05-07,45.09033778476041
2023-05-08,24.960722702278083
2023-05-09,24.155538098978788
2023-05-10,26.571091908876667
2023-05-11,30.597014925373134
2023-05-12,37.038491751767474
2023-05-13,57.97329143754909
2023-05-14,80.5184603299293
2023-05-15,28.986645718774547
2023-05-16,23.350353495679496
2023-05-17,22.545168892380204
2023-05-18,25.765907305577375
2023-05-19,31.402199528672426
2023-05-20,48.311076197957576
2023-05-21,42.67478397486253
2023-05-22,24.960722702278083
2023-05-23,23.350353495679496
2023-05-24,24.960722702278083
2023-05-25,26.571091908876667
2023-05-26,31.402199528672426
2023-05-27,42.67478397486253
2023-05-28,43.479968578161824
2023-05-29,35.42812254516889
2023-05-30,21.739984289080912
2023-05-31,22.545168892380204
2023-06-01,24.960722702278083
2023-06-02,29.79183032207384
2023-06-03,41.064414768263944
2023-06-04,41.064414768263944
2023-06-05,24.155538098978788
2023-06-06,24.155538098978788
2023-06-07,26.571091908876667
2023-06-08,28.181461115475255
2023-06-09,31.402199528672426
2023-06-10,43.479968578161824
2023-06-11,41.064414768263944
2023-06-12,27.376276512175963
2023-06-13,25.765907305577375
2023-06-14,27.376276512175963
2023-06-15,28.181461115475255
2023-06-16,34.6229379418696
2023-06-17,48.311076197957576
2023-06-18,55.557737627651214
2023-06-19,31.402199528672426
2023-06-20,25.765907305577375
2023-06-21,26.571091908876667
2023-06-22,24.960722702278083
2023-06-23,34.6229379418696
2023-06-24,44.28515318146111
2023-06-25,47.50589159465829
2023-06-26,27.376276512175963
2023-06-27,25.765907305577375
2023-06-28,25.765907305577375
2023-06-29,27.376276512175963
2023-06-30,29.79183032207384
2023-07-01,40.25923016496465
2023-07-02,44.28515318146111
2023-07-03,33.01256873527101
2023-07-04,35.42812254516889
2023-07-05,25.765907305577375
2023-07-06,27.376276512175963
2023-07-07,33.817753338570306
2023-07-08,49.11626080125687
2023-07-09,45.09033778476041
2023-07-10,28.181461115475255
2023-07-11,25.765907305577375
2023-07-12,26.571091908876667
2023-07-13,28.986645718774547
2023-07-14,33.817753338570306
2023-07-15,49.11626080125687
2023-07-16,44.28515318146111
2023-07-17,28.181461115475255
2023-07-18,24.960722702278083
2023-07-19,27.376276512175963
2023-07-20,27.376276512175963
2023-07-21,35.42812254516889
2023-07-22,46.70070699135899
2023-07-23,48.311076197957576
2023-07-24,29.79183032207384
2023-07-25,25.765907305577375
2023-07-26,27.376276512175963
2023-07-27,28.986645718774547
2023-07-28,36.233307148468185
2023-07-29,49.11626080125687
2023-07-30,47.50589159465829
2023-07-31,32.20738413197172
2023-08-01,28.986645718774547
2023-08-02,28.181461115475255
2023-08-03,28.181461115475255
2023-08-04,33.01256873527101
2023-08-05,46.70070699135899
2023-08-06,45.8955223880597
2023-08-07,28.986645718774547
2023-08-08,25.765907305577375
2023-08-09,26.571091908876667
2023-08-10,28.181461115475255
2023-08-11,33.01256873527101
2023-08-12,45.8955223880597
2023-08-13,50.726630007855455
2023-08-14,27.376276512175963
2023-08-15,24.960722702278083
2023-08-16,26.571091908876667
2023-08-17,25.765907305577375
2023-08-18,32.20738413197172
2023-08-19,44.28515318146111
2023-08-20,42.67478397486253
2023-08-21,23.350353495679496
2023-08-22,24.155538098978788
2023-08-23,24.155538098978788
2023-08-24,24.155538098978788
2023-08-25,29.79183032207384
2023-08-26,45.8955223880597
2023-08-27,41.064414768263944
2023-08-28,21.739984289080912
2023-08-29,20.934799685781616
2023-08-30,22.545168892380204
2023-08-31,23.350353495679496
2023-09-01,29.79183032207384
2023-09-02,41.064414768263944
2023-09-03,43.479968578161824
2023-09-04,40.25923016496465
2023-09-05,20.129615082482324
2023-09-06,20.129615082482324
2023-09-07,20.934799685781616
2023-09-08,26.571091908876667
2023-09-09,39.45404556166535
2023-09-10,38.648860958366065
2023-09-11,20.934799685781616
2023-09-12,19.324430479183032
2023-09-13,21.739984289080912
2023-09-14,21.739984289080912
2023-09-15,28.181461115475255
2023-09-16,43.479968578161824
2023-09-17,37.84367635506677
2023-09-18,20.934799685781616
2023-09-19,20.129615082482324
2023-09-20,20.934799685781616
2023-09-21,22.545168892380204
2023-09-22,28.986645718774547
2023-09-23,45.09033778476041
2023-09-24,41.86959937156323
2023-09-25,23.350353495679496
2023-09-26,20.934799685781616
2023-09-27,21.739984289080912
2023-09-28,24.155538098978788
2023-09-29,28.986645718774547
2023-09-30,42.67478397486253
2023-10-01,37.84367635506677
2023-10-02,21.739984289080912
2023-10-03,21.739984289080912
2023-10-04,21.739984289080912
2023-10-05,22.545168892380204
2023-10-06,29.79183032207384
2023-10-07,43.479968578161824
2023-10-08,41.86959937156323
2023-10-09,26.571091908876667
2023-10-10,21.739984289080912
2023-10-11,21.739984289080912
2023-10-12,26.571091908876667
2023-10-13,44.28515318146111
2023-10-14,57.97329143754909
2023-10-15,49.92144540455617
2023-10-16,28.181461115475255
2023-10-17,27.376276512175963
2023-10-18,24.960722702278083
2023-10-19,27.376276512175963
2023-10-20,33.817753338570306
2023-10-21,46.70070699135899
2023-10-22,45.8955223880597
2023-10-23,26.571091908876667
2023-10-24,25.765907305577375
2023-10-25,28.181461115475255
2023-10-26,31.402199528672426
2023-10-27,42.67478397486253
2023-10-28,50.726630007855455
2023-10-29,45.8955223880597
2023-10-30,26.571091908876667
2023-10-31,23.350353495679496
2023-11-01,22.545168892380204
2023-11-02,27.376276512175963
2023-11-03,33.01256873527101
2023-11-04,48.311076197957576
2023-11-05,45.8955223880597
2023-11-06,26.571091908876667
2023-11-07,24.960722702278083
2023-11-08,25.765907305577375
2023-11-09,28.181461115475255
2023-11-10,38.648860958366065
2023-11-11,52.336999214454046
2023-11-12,48.311076197957576
2023-11-13,25.765907305577375
2023-11-14,23.350353495679496
2023-11-15,26.571091908876667
2023-11-16,28.986645718774547
2023-11-17,33.817753338570306
2023-11-18,49.11626080125687
2023-11-19,46.70070699135899
2023-11-20,33.01256873527101
2023-11-21,32.20738413197172
2023-11-22,37.038491751767474
2023-11-23,30.597014925373134
2023-11-24,33.01256873527101
2023-11-25,40.25923016496465
2023-11-26,38.648860958366065
2023-11-27,21.739984289080912
2023-11-28,20.934799685781616
2023-11-29,22.545168892380204
2023-11-30,23.350353495679496
2023-12-01,29.79183032207384
2023-12-02,45.09033778476041
2023-12-03,41.86959937156323
2023-12-04,25.765907305577375
2023-12-05,24.155538098978788
2023-12-06,24.960722702278083
2023-12-07,24.960722702278083
2023-12-08,33.01256873527101
2023-12-09,49.92144540455617
2023-12-10,52.336999214454046
2023-12-11,25.765907305577375
2023-12-12,25.765907305577375
2023-12-13,26.571091908876667
2023-12-14,30.597014925373134
2023-12-15,37.038491751767474
2023-12-16,50.726630007855455
2023-12-17,46.70070699135899
2023-12-18,30.597014925373134
2023-12-19,32.20738413197172
2023-12-20,36.233307148468185
2023-12-21,38.648860958366065
2023-12-22,44.41540363199482
2023-12-23,55.52221477750565
2023-12-24,53.142183817753335
2023-12-25,34.895279792985534
2023-12-26,36.88455940113673
2023-12-27,42.0353726722425
2023-12-28,43.62205997874405
2023-12-29,53.142183817753335
2023-12-30,57.1089020840072
2023-12-31,59.48893304375952
2024-01-01,51.164745159650664
2024-01-02,31.33115382838131
2024-01-03,29.74446652187976
2024-01-04,29.74446652187976
2024-01-05,35.29787209463518
2024-01-06,52.75143246615221
2024-01-07,42.828716325493275
2024-01-08,23.39771729587357
2024-01-09,22.604373642622797
2024-01-10,24.191060949124346
2024-01-11,26.571091908876667
2024-01-12,29.74446652187976
2024-01-13,46.404683240146014
2024-01-14,47.99137054664756
2024-01-15,32.515248833233215
2024-01-16,21.4202786377709
2024-01-17,21.811029989372024
2024-01-18,23.39771729587357
2024-01-19,28.157779215378216
2024-01-20,48.38212189824869
2024-01-21,46.108659488933036
2024-01-22,22.663578392865393
2024-01-23,23.445081096067646
2024-01-24,25.008086502472157
2024-01-25,25.78958920567441
2024-01-26,32.04161083129245
2024-01-27,53.92368652095559
2024-01-28,45.327156785730786
2024-01-29,22.663578392865393
2024-01-30,23.445081096067646
2024-01-31,25.78958920567441
2024-02-01,25.78958920567441
2024-02-02,32.04161083129245
2024-02-03,52.36068111455108
2024-02-04,48.45316759853981
2024-02-05,23.445081096067646
2024-02-06,22.663578392865393
2024-02-07,25.008086502472157
2024-02-08,25.008086502472157
2024-02-09,32.04161083129245
2024-02-10,52.36068111455108
2024-02-11,42.98264867612402
2024-02-12,22.663578392865393
2024-02-13,30.47860542488794
2024-02-14,51.57917841134882
2024-02-15,42.201145972921765
2024-02-16,44.54565408252853
2024-02-17,60.95721084977588
2024-02-18,56.268194630562355
2024-02-19,39.075135160112744
2024-02-20,26.571091908876667
2024-02-21,25.78958920567441
2024-02-22,27.35259461207892
2024-02-23,34.386118940899216
2024-02-24,57.049697333764605
2024-02-25,52.36068111455108
2024-02-26,25.78958920567441
2024-02-27,23.445081096067646
2024-02-28,23.445081096067646
2024-02-29,25.008086502472157
2024-03-01,32.04161083129245
2024-03-02,53.92368652095559
2024-03-03,55.4866919273601
2024-03-04,26.571091908876667
2024-03-05,22.663578392865393
2024-03-06,21.100572986460882
2024-03-07,25.008086502472157
2024-03-08,33.60461623769696
2024-03-09,53.92368652095559
2024-03-10,51.57917841134882
2024-03-11,25.008086502472157
2024-03-12,25.008086502472157
2024-03-13,27.35259461207892
2024-03-14,26.571091908876667
2024-03-15,34.386118940899216
2024-03-16,51.57917841134882
2024-03-17,46.89016219213529
2024-03-18,25.008086502472157
2024-03-19,21.882075689663136
2024-03-20,24.226583799269903
2024-03-21,25.008086502472157
2024-03-22,32.04161083129245
2024-03-23,52.36068111455108
2024-03-24,49.23467030174206
2024-03-25,27.35259461207892
2024-03-26,25.008086502472157
2024-03-27,27.35259461207892
2024-03-28,31.260108128090195
2024-03-29,42.98264867612402
2024-03-30,50.79767570814657
2024-03-31,51.57917841134882
2024-04-01,31.260108128090195
2024-04-02,25.78958920567441
2024-04-03,25.008086502472157
2024-04-04,25.78958920567441
2024-04-05,35.16762164410147
2024-04-06,50.79767570814657
2024-04-07,45.327156785730786
2024-04-08,22.663578392865393
2024-04-09,23.445081096067646
2024-04-10,24.226583799269903
2024-04-11,25.008086502472157
2024-04-12,33.60461623769696
2024-04-13,50.79767570814657
2024-04-14,48.45316759853981
2024-04-15,25.78958920567441
2024-04-16,22.663578392865393
2024-04-17,23.445081096067646
2024-04-18,24.226583799269903
2024-04-19,31.260108128090195
2024-04-20,50.79767570814657
2024-04-21,46.108659488933036
2024-04-22,22.663578392865393
2024-04-23,21.882075689663136
2024-04-24,25.008086502472157
2024-04-25,25.008086502472157
2024-04-26,32.04161083129245
2024-04-27,52.36068111455108
2024-04-28,44.54565408252853
2024-04-29,25.78958920567441
2024-04-30,21.882075689663136
2024-05-01,22.663578392865393
2024-05-02,24.226583799269903
2024-05-03,29.697102721685685
2024-05-04,45.327156785730786
2024-05-05,42.98264867612402
2024-05-06,25.78958920567441
2024-05-07,24.226583799269903
2024-05-08,26.571091908876667
2024-05-09,30.47860542488794
2024-05-10,42.201145972921765
2024-05-11,77.36876761702324
2024-05-12,78.15027032022549
2024-05-13,27.35259461207892
2024-05-14,24.226583799269903
2024-05-15,23.445081096067646
2024-05-16,23.445081096067646
2024-05-17,32.04161083129245
2024-05-18,47.67166489533755
2024-05-19,44.54565408252853
2024-05-20,24.226583799269903
2024-05-21,23.445081096067646
2024-05-22,24.226583799269903
2024-05-23,26.571091908876667
2024-05-24,32.04161083129245
2024-05-25,45.327156785730786
2024-05-26,43.76415137932627
2024-05-27,36.73062705050598
2024-05-28,24.226583799269903
2024-05-29,24.226583799269903
2024-05-30,25.78958920567441
2024-05-31,30.47860542488794
2024-06-01,44.54565408252853
2024-06-02,41.41964326971951
2024-06-03,24.226583799269903
2024-06-04,25.008086502472157
2024-06-05,25.008086502472157
2024-06-06,27.35259461207892
2024-06-07,30.47860542488794
2024-06-08,43.76415137932627
2024-06-09,42.201145972921765
2024-06-10,30.47860542488794
2024-06-11,27.35259461207892
2024-06-12,27.35259461207892
2024-06-13,28.134097315281178
2024-06-14,35.16762164410147
2024-06-15,46.108659488933036
2024-06-16,53.92368652095559
2024-06-17,29.697102721685685
2024-06-18,25.78958920567441
2024-06-19,30.47860542488794
2024-06-20,28.134097315281178
2024-06-21,32.82311353449471
2024-06-22,42.201145972921765
2024-06-23,39.856637863315
2024-06-24,25.78958920567441
2024-06-25,24.226583799269903
2024-06-26,26.571091908876667
2024-06-27,25.78958920567441
2024-06-28,32.04161083129245
2024-06-29,42.98264867612402
2024-06-30,41.41964326971951
2024-07-01,26.571091908876667
2024-07-02,25.008086502472157
2024-07-03,25.78958920567441
2024-07-04,34.386118940899216
2024-07-05,35.16762164410147
2024-07-06,41.41964326971951
2024-07-07,37.51212975370824
2024-07-08,25.008086502472157
2024-07-09,24.226583799269903
2024-07-10,25.008086502472157
2024-07-11,25.78958920567441
2024-07-12,32.04161083129245
2024-07-13,43.76415137932627
2024-07-14,41.41964326971951
2024-07-15,23.445081096067646
2024-07-16,24.226583799269903
2024-07-17,25.78958920567441
2024-07-18,28.134097315281178
2024-07-19,32.82311353449471
2024-07-20,44.54565408252853
2024-07-21,42.98264867612402
2024-07-22,26.571091908876667
2024-07-23,26.571091908876667
2024-07-24,26.571091908876667
2024-07-25,29.697102721685685
2024-07-26,35.16762164410147
2024-07-27,44.54565408252853
2024-07-28,44.54565408252853
2024-07-29,33.60461623769696
2024-07-30,42.98264867612402
2024-07-31,33.60461623769696
2024-08-01,29.697102721685685
2024-08-02,32.82311353449471
2024-08-03,44.54565408252853
2024-08-04,44.54565408252853
2024-08-05,25.78958920567441
2024-08-06,25.008086502472157
2024-08-07,25.78958920567441
2024-08-08,26.571091908876667
2024-08-09,32.82311353449471
2024-08-10,42.98264867612402
2024-08-11,40.63814056651726
2024-08-12,25.008086502472157
2024-08-13,23.445081096067646
2024-08-14,25.008086502472157
2024-08-15,25.78958920567441
2024-08-16,32.04161083129245
2024-08-17,43.76415137932627
2024-08-18,41.55077902492974
2024-08-19,23.37934722383568
2024-08-20,23.37934722383568
2024-08-21,22.635359306301165
2024-08-22,23.732583789769073
2024-08-23,29.684487130045206
2024-08-24,44.8799672610012
2024-08-25,41.19754245899635
2024-08-26,21.891371388766647
2024-08-27,21.891371388766647
2024-08-28,22.635359306301165
2024-08-29,22.635359306301165
2024-08-30,27.843274729042783
2024-08-31,41.55077902492974
2024-09-01,46.01470653013685
2024-09-02,38.22159078885828
2024-09-03,21.147383471232132
2024-09-04,18.56218315269519
2024-09-05,20.403395553697614
2024-09-06,24.123335141370198
2024-09-07,40.06280318986071
2024-09-08,35.98962703625473
2024-09-09,20.403395553697614
2024-09-10,19.659407636163095
2024-09-11,18.56218315269519
2024-09-12,21.891371388766647
2024-09-13,29.684487130045206
2024-09-14,46.367943096070235
2024-09-15,37.47760287132377
2024-09-16,21.147383471232132
2024-09-17,21.194193956003378
2024-09-18,21.194193956003378
2024-09-19,22.607140219736937
2024-09-20,27.55245214280439
2024-09-21,45.214280439473875
