Time,packers
2022-08-01,1.0
2022-08-02,2.0
2022-08-03,2.0
2022-08-04,2.0
2022-08-05,2.0
2022-08-06,2.0
2022-08-07,2.0
2022-08-08,2.0
2022-08-09,2.0
2022-08-10,2.0
2022-08-11,2.0
2022-08-12,4.0
2022-08-13,10.0
2022-08-14,3.0
2022-08-15,2.0
2022-08-16,2.0
2022-08-17,2.0
2022-08-18,2.0
2022-08-19,3.0
2022-08-20,8.0
2022-08-21,3.0
2022-08-22,2.0
2022-08-23,2.0
2022-08-24,2.0
2022-08-25,4.0
2022-08-26,7.0
2022-08-27,3.0
2022-08-28,3.0
2022-08-29,2.7745098039215685
2022-08-30,3.0294117647058822
2022-08-31,2.7745098039215685
2022-09-01,2.019607843137255
2022-09-02,2.019607843137255
2022-09-03,2.2745098039215685
2022-09-04,3.0294117647058822
2022-09-05,2.019607843137255
2022-09-06,2.7745098039215685
2022-09-07,2.7745098039215685
2022-09-08,2.7745098039215685
2022-09-09,3.0294117647058822
2022-09-10,3.0294117647058822
2022-09-11,27.254901960784313
2022-09-12,9.588235294117647
2022-09-13,3.0294117647058822
2022-09-14,2.7745098039215685
2022-09-15,2.2745098039215685
2022-09-16,2.2745098039215685
2022-09-17,2.7745098039215685
2022-09-18,12.872549019607842
2022-09-19,30.53921568627451
2022-09-20,3.784313725490196
2022-09-21,2.2745098039215685
2022-09-22,2.2745098039215685
2022-09-23,2.7745098039215685
2022-09-24,3.0294117647058822
2022-09-25,29.52941176470588
2022-09-26,9.843137254901961
2022-09-27,3.0294117647058822
2022-09-28,2.549019607843137
2022-09-29,2.0392156862745097
2022-09-30,2.549019607843137
2022-10-01,3.0588235294117645
2022-10-02,27.52941176470588
2022-10-03,9.176470588235293
2022-10-04,3.0588235294117645
2022-10-05,2.549019607843137
2022-10-06,2.549019607843137
2022-10-07,3.0588235294117645
2022-10-08,4.078431372549019
2022-10-09,38.23529411764706
2022-10-10,4.588235294117647
2022-10-11,2.0392156862745097
2022-10-12,2.0392156862745097
2022-10-13,2.0392156862745097
2022-10-14,2.0392156862745097
2022-10-15,2.549019607843137
2022-10-16,26.509803921568626
2022-10-17,5.607843137254902
2022-10-18,2.549019607843137
2022-10-19,2.0392156862745097
2022-10-20,2.0392156862745097
2022-10-21,2.549019607843137
2022-10-22,3.0588235294117645
2022-10-23,27.01960784313725
2022-10-24,5.607843137254902
2022-10-25,2.549019607843137
2022-10-26,2.549019607843137
2022-10-27,2.0392156862745097
2022-10-28,2.0392156862745097
2022-10-29,2.549019607843137
2022-10-30,11.215686274509803
2022-10-31,24.98039215686274
2022-11-01,5.098039215686274
2022-11-02,2.0392156862745097
2022-11-03,2.0392156862745097
2022-11-04,2.0392156862745097
2022-11-05,2.549019607843137
2022-11-06,27.01960784313725
2022-11-07,6.627450980392156
2022-11-08,2.0392156862745097
2022-11-09,1.5294117647058822
2022-11-10,2.0392156862745097
2022-11-11,2.0392156862745097
2022-11-12,2.549019607843137
2022-11-13,20.901960784313722
2022-11-14,19.88235294117647
2022-11-15,4.078431372549019
2022-11-16,3.0588235294117645
2022-11-17,6.627450980392156
2022-11-18,32.627450980392155
2022-11-19,2.549019607843137
2022-11-20,5.098039215686274
2022-11-21,3.0588235294117645
2022-11-22,2.0392156862745097
2022-11-23,1.5294117647058822
2022-11-24,2.549019607843137
2022-11-25,2.549019607843137
2022-11-26,2.0392156862745097
2022-11-27,7.647058823529411
2022-11-28,28.03921568627451
2022-11-29,2.549019607843137
2022-11-30,2.0392156862745097
2022-12-01,2.0392156862745097
2022-12-02,2.0392156862745097
2022-12-03,2.0392156862745097
2022-12-04,19.88235294117647
2022-12-05,5.098039215686274
2022-12-06,2.0392156862745097
2022-12-07,1.5294117647058822
2022-12-08,1.5294117647058822
2022-12-09,1.5294117647058822
2022-12-10,2.0392156862745097
2022-12-11,7.137254901960784
2022-12-12,3.568627450980392
2022-12-13,2.0392156862745097
2022-12-14,2.0392156862745097
2022-12-15,2.0392156862745097
2022-12-16,2.0392156862745097
2022-12-17,2.549019607843137
2022-12-18,5.607843137254902
2022-12-19,6.627450980392156
2022-12-20,26.0
2022-12-21,2.549019607843137
2022-12-22,2.0392156862745097
2022-12-23,2.549019607843137
2022-12-24,4.588235294117647
2022-12-25,30.07843137254902
2022-12-26,7.137254901960784
2022-12-27,3.0588235294117645
2022-12-28,2.549019607843137
2022-12-29,2.549019607843137
2022-12-30,3.0588235294117645
2022-12-31,3.0588235294117645
2023-01-01,24.98039215686274
2023-01-02,18.862745098039213
2023-01-03,3.568627450980392
2023-01-04,2.549019607843137
2023-01-05,2.0392156862745097
2023-01-06,3.0588235294117645
2023-01-07,3.568627450980392
2023-01-08,14.274509803921568
2023-01-09,50.98039215686274
2023-01-10,4.078431372549019
2023-01-11,2.0392156862745097
2023-01-12,1.5294117647058822
2023-01-13,1.5294117647058822
2023-01-14,1.5294117647058822
2023-01-15,2.0392156862745097
2023-01-16,2.0392156862745097
2023-01-17,1.5294117647058822
2023-01-18,1.0196078431372548
2023-01-19,1.0196078431372548
2023-01-20,1.0196078431372548
2023-01-21,1.5294117647058822
2023-01-22,1.5294117647058822
2023-01-23,1.5294117647058822
2023-01-24,1.0196078431372548
2023-01-25,1.0196078431372548
2023-01-26,1.0196078431372548
2023-01-27,1.0196078431372548
2023-01-28,1.0196078431372548
2023-01-29,1.5294117647058822
2023-01-30,1.5294117647058822
2023-01-31,1.0196078431372548
2023-02-01,1.0196078431372548
2023-02-02,1.0196078431372548
2023-02-03,1.0196078431372548
2023-02-04,1.0196078431372548
2023-02-05,1.0196078431372548
2023-02-06,1.0196078431372548
2023-02-07,1.0196078431372548
2023-02-08,1.0196078431372548
2023-02-09,1.0196078431372548
2023-02-10,1.0196078431372548
2023-02-11,1.0196078431372548
2023-02-12,1.5294117647058822
2023-02-13,2.0392156862745097
2023-02-14,1.0196078431372548
2023-02-15,1.0196078431372548
2023-02-16,1.0196078431372548
2023-02-17,1.0196078431372548
2023-02-18,1.0196078431372548
2023-02-19,1.0196078431372548
2023-02-20,1.0196078431372548
2023-02-21,1.0196078431372548
2023-02-22,1.0196078431372548
2023-02-23,1.5294117647058822
2023-02-24,1.5294117647058822
2023-02-25,1.5294117647058822
2023-02-26,1.5294117647058822
2023-02-27,1.5294117647058822
2023-02-28,1.0196078431372548
2023-03-01,1.0196078431372548
2023-03-02,1.0196078431372548
2023-03-03,1.5294117647058822
2023-03-04,1.0196078431372548
2023-03-05,1.5294117647058822
2023-03-06,2.0392156862745097
2023-03-07,1.5294117647058822
2023-03-08,1.5294117647058822
2023-03-09,1.5294117647058822
2023-03-10,1.5294117647058822
2023-03-11,2.0392156862745097
2023-03-12,2.0392156862745097
2023-03-13,2.549019607843137
2023-03-14,3.0588235294117645
2023-03-15,4.078431372549019
2023-03-16,2.549019607843137
2023-03-17,2.0392156862745097
2023-03-18,2.0392156862745097
2023-03-19,1.5294117647058822
2023-03-20,1.5294117647058822
2023-03-21,1.5294117647058822
2023-03-22,1.5294117647058822
2023-03-23,1.5294117647058822
2023-03-24,1.0196078431372548
2023-03-25,1.0196078431372548
2023-03-26,1.0196078431372548
2023-03-27,1.0196078431372548
2023-03-28,1.0196078431372548
2023-03-29,1.0196078431372548
2023-03-30,1.0196078431372548
2023-03-31,1.0196078431372548
2023-04-01,1.0196078431372548
2023-04-02,1.0196078431372548
2023-04-03,1.0196078431372548
2023-04-04,1.5294117647058822
2023-04-05,1.0196078431372548
2023-04-06,1.0196078431372548
2023-04-07,1.0196078431372548
2023-04-08,1.0196078431372548
2023-04-09,1.0196078431372548
2023-04-10,1.0196078431372548
2023-04-11,1.0196078431372548
2023-04-12,1.0196078431372548
2023-04-13,1.0196078431372548
2023-04-14,1.0196078431372548
2023-04-15,1.0196078431372548
2023-04-16,1.0196078431372548
2023-04-17,1.5294117647058822
2023-04-18,1.0196078431372548
2023-04-19,1.0196078431372548
2023-04-20,1.0196078431372548
2023-04-21,1.0196078431372548
2023-04-22,1.0196078431372548
2023-04-23,1.0196078431372548
2023-04-24,2.0392156862745097
2023-04-25,2.549019607843137
2023-04-26,2.0392156862745097
2023-04-27,2.0392156862745097
2023-04-28,5.098039215686274
2023-04-29,8.156862745098039
2023-04-30,2.549019607843137
2023-05-01,2.0392156862745097
2023-05-02,1.5294117647058822
2023-05-03,1.5294117647058822
2023-05-04,1.5294117647058822
2023-05-05,1.0196078431372548
2023-05-06,1.0196078431372548
2023-05-07,1.0196078431372548
2023-05-08,1.5294117647058822
2023-05-09,1.0196078431372548
2023-05-10,1.0196078431372548
2023-05-11,2.0392156862745097
2023-05-12,2.549019607843137
2023-05-13,1.5294117647058822
2023-05-14,1.0196078431372548
2023-05-15,1.0196078431372548
2023-05-16,1.0196078431372548
2023-05-17,1.0196078431372548
2023-05-18,1.0196078431372548
2023-05-19,1.0196078431372548
2023-05-20,1.0196078431372548
2023-05-21,1.0196078431372548
2023-05-22,1.0196078431372548
2023-05-23,1.5294117647058822
2023-05-24,1.0196078431372548
2023-05-25,1.0196078431372548
2023-05-26,1.0196078431372548
2023-05-27,1.0196078431372548
2023-05-28,1.0196078431372548
2023-05-29,1.0196078431372548
2023-05-30,1.0196078431372548
2023-05-31,1.0196078431372548
2023-06-01,1.0196078431372548
2023-06-02,1.0196078431372548
2023-06-03,1.0196078431372548
2023-06-04,0.5098039215686274
2023-06-05,1.0196078431372548
2023-06-06,1.0196078431372548
2023-06-07,1.0196078431372548
2023-06-08,1.0196078431372548
2023-06-09,1.0196078431372548
2023-06-10,1.0196078431372548
2023-06-11,1.0196078431372548
2023-06-12,1.0196078431372548
2023-06-13,1.0196078431372548
2023-06-14,1.0196078431372548
2023-06-15,1.0196078431372548
2023-06-16,1.0196078431372548
2023-06-17,1.0196078431372548
2023-06-18,1.0196078431372548
2023-06-19,1.0196078431372548
2023-06-20,1.0196078431372548
2023-06-21,1.0196078431372548
2023-06-22,1.0196078431372548
2023-06-23,1.0196078431372548
2023-06-24,0.5098039215686274
2023-06-25,1.0196078431372548
2023-06-26,1.0196078431372548
2023-06-27,1.0196078431372548
2023-06-28,1.0196078431372548
2023-06-29,1.0196078431372548
2023-06-30,1.0196078431372548
2023-07-01,0.5098039215686274
2023-07-02,1.0196078431372548
2023-07-03,1.0196078431372548
2023-07-04,1.0196078431372548
2023-07-05,1.0196078431372548
2023-07-06,1.0196078431372548
2023-07-07,1.0196078431372548
2023-07-08,1.0196078431372548
2023-07-09,1.0196078431372548
2023-07-10,1.0196078431372548
2023-07-11,1.0196078431372548
2023-07-12,1.0196078431372548
2023-07-13,1.0196078431372548
2023-07-14,1.0196078431372548
2023-07-15,1.0196078431372548
2023-07-16,1.0196078431372548
2023-07-17,1.0196078431372548
2023-07-18,1.0196078431372548
2023-07-19,1.0196078431372548
2023-07-20,1.0196078431372548
2023-07-21,1.0196078431372548
2023-07-22,1.0196078431372548
2023-07-23,1.0196078431372548
2023-07-24,1.5294117647058822
2023-07-25,1.5294117647058822
2023-07-26,1.5294117647058822
2023-07-27,1.5294117647058822
2023-07-28,1.5294117647058822
2023-07-29,1.5294117647058822
2023-07-30,1.5294117647058822
2023-07-31,1.5294117647058822
2023-08-01,1.5294117647058822
2023-08-02,1.5294117647058822
2023-08-03,2.0392156862745097
2023-08-04,2.0392156862745097
2023-08-05,2.0392156862745097
2023-08-06,2.549019607843137
2023-08-07,2.0392156862745097
2023-08-08,1.5294117647058822
2023-08-09,1.5294117647058822
2023-08-10,2.0392156862745097
2023-08-11,4.588235294117647
2023-08-12,8.156862745098039
2023-08-13,2.549019607843137
2023-08-14,2.0392156862745097
2023-08-15,2.0392156862745097
2023-08-16,2.0392156862745097
2023-08-17,2.0392156862745097
2023-08-18,2.0392156862745097
2023-08-19,4.078431372549019
2023-08-20,10.705882352941176
2023-08-21,2.549019607843137
2023-08-22,2.0392156862745097
2023-08-23,2.0392156862745097
2023-08-24,2.0392156862745097
2023-08-25,2.0392156862745097
2023-08-26,7.647058823529411
2023-08-27,3.568627450980392
2023-08-28,2.549019607843137
2023-08-29,2.549019607843137
2023-08-30,2.0392156862745097
2023-08-31,2.0392156862745097
2023-09-01,2.0392156862745097
2023-09-02,2.0392156862745097
2023-09-03,2.549019607843137
2023-09-04,2.0392156862745097
2023-09-05,2.0392156862745097
2023-09-06,2.0392156862745097
2023-09-07,2.549019607843137
2023-09-08,3.568627450980392
2023-09-09,3.0588235294117645
2023-09-10,27.01960784313725
2023-09-11,10.196078431372548
2023-09-12,5.098039215686274
2023-09-13,2.549019607843137
2023-09-14,2.549019607843137
2023-09-15,2.549019607843137
2023-09-16,3.0588235294117645
2023-09-17,23.96078431372549
2023-09-18,4.588235294117647
2023-09-19,2.549019607843137
2023-09-20,2.0392156862745097
2023-09-21,2.0392156862745097
2023-09-22,2.549019607843137
2023-09-23,3.0588235294117645
2023-09-24,26.509803921568626
2023-09-25,6.117647058823529
2023-09-26,3.568627450980392
2023-09-27,3.568627450980392
2023-09-28,12.745098039215685
2023-09-29,37.2156862745098
2023-09-30,2.549019607843137
2023-10-01,4.078431372549019
2023-10-02,2.549019607843137
2023-10-03,2.549019607843137
2023-10-04,2.0392156862745097
2023-10-05,2.0392156862745097
2023-10-06,2.0392156862745097
2023-10-07,2.0392156862745097
2023-10-08,6.117647058823529
2023-10-09,10.705882352941176
2023-10-10,28.03921568627451
2023-10-11,2.0392156862745097
2023-10-12,1.5294117647058822
2023-10-13,2.0392156862745097
2023-10-14,2.0392156862745097
2023-10-15,7.137254901960784
2023-10-16,2.549019607843137
2023-10-17,2.0392156862745097
2023-10-18,1.5294117647058822
2023-10-19,2.0392156862745097
2023-10-20,2.0392156862745097
2023-10-21,2.549019607843137
2023-10-22,21.41176470588235
2023-10-23,6.117647058823529
2023-10-24,2.0392156862745097
2023-10-25,1.5294117647058822
2023-10-26,1.5294117647058822
2023-10-27,2.0392156862745097
2023-10-28,2.0392156862745097
2023-10-29,17.333333333333332
2023-10-30,3.0588235294117645
2023-10-31,2.549019607843137
2023-11-01,2.0392156862745097
2023-11-02,1.5294117647058822
2023-11-03,2.0392156862745097
2023-11-04,2.549019607843137
2023-11-05,17.333333333333332
2023-11-06,4.078431372549019
2023-11-07,2.0392156862745097
2023-11-08,1.5294117647058822
2023-11-09,1.5294117647058822
2023-11-10,2.0392156862745097
2023-11-11,2.0392156862745097
2023-11-12,18.352941176470587
2023-11-13,3.568627450980392
2023-11-14,2.0392156862745097
2023-11-15,1.5294117647058822
2023-11-16,2.0392156862745097
2023-11-17,1.5294117647058822
2023-11-18,2.0392156862745097
2023-11-19,17.333333333333332
2023-11-20,4.588235294117647
2023-11-21,2.549019607843137
2023-11-22,2.549019607843137
2023-11-23,30.07843137254902
2023-11-24,5.607843137254902
2023-11-25,2.549019607843137
2023-11-26,3.0588235294117645
2023-11-27,2.549019607843137
2023-11-28,2.549019607843137
2023-11-29,2.0392156862745097
2023-11-30,2.0392156862745097
2023-12-01,2.549019607843137
2023-12-02,2.549019607843137
2023-12-03,8.156862745098039
2023-12-04,35.68627450980392
2023-12-05,4.078431372549019
2023-12-06,2.549019607843137
2023-12-07,2.549019607843137
2023-12-08,2.0392156862745097
2023-12-09,2.549019607843137
2023-12-10,7.137254901960784
2023-12-11,7.647058823529411
2023-12-12,23.96078431372549
2023-12-13,2.549019607843137
2023-12-14,2.0392156862745097
2023-12-15,2.0392156862745097
2023-12-16,3.0588235294117645
2023-12-17,19.88235294117647
2023-12-18,4.588235294117647
2023-12-19,2.549019607843137
2023-12-20,2.0392156862745097
2023-12-21,2.0392156862745097
2023-12-22,1.9920168848353619
2023-12-23,2.733123366468729
2023-12-24,19.41036492678499
2023-12-25,5.976050654506086
2023-12-26,2.988025327253043
2023-12-27,2.733123366468729
2023-12-28,2.733123366468729
2023-12-29,2.2469188456196756
2023-12-30,2.2469188456196756
2023-12-31,8.964075981759127
2024-01-01,29.115547390177483
2024-01-02,3.72913180888641
2024-01-03,2.988025327253043
2024-01-04,2.733123366468729
2024-01-05,2.733123366468729
2024-01-06,3.9840337696707238
2024-01-07,28.119538947759807
2024-01-08,18.66925844515162
2024-01-09,3.9840337696707238
2024-01-10,2.988025327253043
2024-01-11,2.988025327253043
2024-01-12,3.72913180888641
2024-01-13,5.721148693721771
2024-01-14,50.77283116258215
2024-01-15,45.792788950493744
2024-01-16,7.713165578557133
2024-01-17,4.980042212088405
2024-01-18,4.72514025130409
2024-01-19,5.721148693721771
2024-01-20,18.41435648436731
2024-01-21,97.24090416981069
2024-01-22,4.862045208490534
2024-01-23,1.9448180833962139
2024-01-24,2.9172271250943207
2024-01-25,1.9448180833962139
2024-01-26,1.9448180833962139
2024-01-27,1.9448180833962139
2024-01-28,2.9172271250943207
2024-01-29,1.9448180833962139
2024-01-30,1.9448180833962139
2024-01-31,1.9448180833962139
2024-02-01,1.9448180833962139
2024-02-02,0.9724090416981069
2024-02-03,0.9724090416981069
2024-02-04,0.9724090416981069
2024-02-05,0.9724090416981069
2024-02-06,0.9724090416981069
2024-02-07,0.9724090416981069
2024-02-08,0.9724090416981069
2024-02-09,0.9724090416981069
2024-02-10,0.9724090416981069
2024-02-11,0.9724090416981069
2024-02-12,1.9448180833962139
2024-02-13,0.9724090416981069
2024-02-14,0.9724090416981069
2024-02-15,0.9724090416981069
2024-02-16,0.9724090416981069
2024-02-17,0.9724090416981069
2024-02-18,0.9724090416981069
2024-02-19,0.9724090416981069
2024-02-20,0.9724090416981069
2024-02-21,0.9724090416981069
2024-02-22,0.9724090416981069
2024-02-23,0.9724090416981069
2024-02-24,0.9724090416981069
2024-02-25,0.9724090416981069
2024-02-26,0.9724090416981069
2024-02-27,0.9724090416981069
2024-02-28,0.9724090416981069
2024-02-29,0.9724090416981069
2024-03-01,0.9724090416981069
2024-03-02,0.9724090416981069
2024-03-03,0.9724090416981069
2024-03-04,0.9724090416981069
2024-03-05,0.9724090416981069
2024-03-06,0.9724090416981069
2024-03-07,0.9724090416981069
2024-03-08,0.9724090416981069
2024-03-09,0.9724090416981069
2024-03-10,0.9724090416981069
2024-03-11,3.8896361667924277
2024-03-12,3.8896361667924277
2024-03-13,1.9448180833962139
2024-03-14,1.9448180833962139
2024-03-15,1.9448180833962139
2024-03-16,1.9448180833962139
2024-03-17,1.9448180833962139
2024-03-18,0.9724090416981069
2024-03-19,0.9724090416981069
2024-03-20,0.9724090416981069
2024-03-21,0.9724090416981069
2024-03-22,0.9724090416981069
2024-03-23,0.9724090416981069
2024-03-24,0.9724090416981069
2024-03-25,0.9724090416981069
2024-03-26,0.9724090416981069
2024-03-27,0.9724090416981069
2024-03-28,0.9724090416981069
2024-03-29,0.9724090416981069
2024-03-30,0.9724090416981069
2024-03-31,0.9724090416981069
2024-04-01,0.9724090416981069
2024-04-02,0.9724090416981069
2024-04-03,0.9724090416981069
2024-04-04,0.9724090416981069
2024-04-05,0.9724090416981069
2024-04-06,0.9724090416981069
2024-04-07,0.9724090416981069
2024-04-08,0.9724090416981069
2024-04-09,0.9724090416981069
2024-04-10,0.9724090416981069
2024-04-11,0.9724090416981069
2024-04-12,0.9724090416981069
2024-04-13,0.9724090416981069
2024-04-14,0.9724090416981069
2024-04-15,0.9724090416981069
2024-04-16,0.9724090416981069
2024-04-17,0.9724090416981069
2024-04-18,0.9724090416981069
2024-04-19,0.9724090416981069
2024-04-20,0.9724090416981069
2024-04-21,0.9724090416981069
2024-04-22,0.9724090416981069
2024-04-23,0.9724090416981069
2024-04-24,0.9724090416981069
2024-04-25,1.9448180833962139
2024-04-26,4.862045208490534
2024-04-27,6.806863291886748
2024-04-28,2.9172271250943207
2024-04-29,1.9448180833962139
2024-04-30,0.9724090416981069
2024-05-01,0.9724090416981069
2024-05-02,0.9724090416981069
2024-05-03,0.9724090416981069
2024-05-04,0.9724090416981069
2024-05-05,0.9724090416981069
2024-05-06,0.9724090416981069
2024-05-07,0.9724090416981069
2024-05-08,0.9724090416981069
2024-05-09,0.9724090416981069
2024-05-10,0.9724090416981069
2024-05-11,0.9724090416981069
2024-05-12,0.9724090416981069
2024-05-13,0.9724090416981069
2024-05-14,0.9724090416981069
2024-05-15,1.9448180833962139
2024-05-16,2.9172271250943207
2024-05-17,0.9724090416981069
2024-05-18,0.9724090416981069
2024-05-19,0.9724090416981069
2024-05-20,0.9724090416981069
2024-05-21,0.9724090416981069
2024-05-22,0.9724090416981069
2024-05-23,0.9724090416981069
2024-05-24,0.9724090416981069
2024-05-25,0.9724090416981069
2024-05-26,0.9724090416981069
2024-05-27,0.9724090416981069
2024-05-28,0.9724090416981069
2024-05-29,0.9724090416981069
2024-05-30,0.9724090416981069
2024-05-31,0.9724090416981069
2024-06-01,0.9724090416981069
2024-06-02,0.9724090416981069
2024-06-03,0.9724090416981069
2024-06-04,0.9724090416981069
2024-06-05,0.9724090416981069
2024-06-06,0.9724090416981069
2024-06-07,0.9724090416981069
2024-06-08,0.9724090416981069
2024-06-09,0.9724090416981069
2024-06-10,0.9724090416981069
2024-06-11,0.9724090416981069
2024-06-12,0.9724090416981069
2024-06-13,0.9724090416981069
2024-06-14,0.9724090416981069
2024-06-15,0.9724090416981069
2024-06-16,0.9724090416981069
2024-06-17,0.9724090416981069
2024-06-18,0.9724090416981069
2024-06-19,0.9724090416981069
2024-06-20,0.9724090416981069
2024-06-21,0.9724090416981069
2024-06-22,0.9724090416981069
2024-06-23,0.9724090416981069
2024-06-24,0.9724090416981069
2024-06-25,0.9724090416981069
2024-06-26,0.9724090416981069
2024-06-27,0.9724090416981069
2024-06-28,0.9724090416981069
2024-06-29,0.9724090416981069
2024-06-30,0.9724090416981069
2024-07-01,0.9724090416981069
2024-07-02,0.9724090416981069
2024-07-03,0.9724090416981069
2024-07-04,0.9724090416981069
2024-07-05,0.9724090416981069
2024-07-06,0.9724090416981069
2024-07-07,0.9724090416981069
2024-07-08,0.9724090416981069
2024-07-09,0.9724090416981069
2024-07-10,0.9724090416981069
2024-07-11,0.9724090416981069
2024-07-12,0.9724090416981069
2024-07-13,0.9724090416981069
2024-07-14,0.9724090416981069
2024-07-15,0.9724090416981069
2024-07-16,0.9724090416981069
2024-07-17,0.9724090416981069
2024-07-18,0.9724090416981069
2024-07-19,0.9724090416981069
2024-07-20,0.9724090416981069
2024-07-21,1.9448180833962139
2024-07-22,1.9448180833962139
2024-07-23,1.9448180833962139
2024-07-24,0.9724090416981069
2024-07-25,0.9724090416981069
2024-07-26,0.9724090416981069
2024-07-27,1.9448180833962139
2024-07-28,0.9724090416981069
2024-07-29,1.9448180833962139
2024-07-30,0.9724090416981069
2024-07-31,0.9724090416981069
2024-08-01,1.9448180833962139
2024-08-02,1.9448180833962139
2024-08-03,1.9448180833962139
2024-08-04,1.9448180833962139
2024-08-05,1.9448180833962139
2024-08-06,1.9448180833962139
2024-08-07,1.9448180833962139
2024-08-08,1.9448180833962139
2024-08-09,1.9448180833962139
2024-08-10,7.7792723335848555
2024-08-11,3.8896361667924277
2024-08-12,1.9448180833962139
2024-08-13,1.9448180833962139
2024-08-14,1.9448180833962139
2024-08-15,1.9448180833962139
2024-08-16,1.9448180833962139
2024-08-17,2.9172271250943207
