Time,iready
2022-06-24,5.0
2022-06-25,2.0
2022-06-26,2.0
2022-06-27,7.0
2022-06-28,6.0
2022-06-29,6.0
2022-06-30,4.0
2022-07-01,2.0
2022-07-02,2.0
2022-07-03,1.0
2022-07-04,1.0
2022-07-05,3.0
2022-07-06,5.0
2022-07-07,4.0
2022-07-08,3.0
2022-07-09,1.0
2022-07-10,2.0
2022-07-11,5.0
2022-07-12,6.0
2022-07-13,6.0
2022-07-14,4.0
2022-07-15,3.0
2022-07-16,2.0
2022-07-17,2.0
2022-07-18,4.0
2022-07-19,5.0
2022-07-20,5.0
2022-07-21,5.0
2022-07-22,3.0
2022-07-23,2.0
2022-07-24,2.0
2022-07-25,4.0
2022-07-26,4.0
2022-07-27,6.0
2022-07-28,4.0
2022-07-29,4.0
2022-07-30,1.0
2022-07-31,2.0
2022-08-01,4.0
2022-08-02,6.0
2022-08-03,7.0
2022-08-04,9.0
2022-08-05,7.0
2022-08-06,2.0
2022-08-07,3.0
2022-08-08,10.0
2022-08-09,12.0
2022-08-10,14.0
2022-08-11,15.0
2022-08-12,15.0
2022-08-13,3.0
2022-08-14,3.0
2022-08-15,20.0
2022-08-16,29.0
2022-08-17,28.0
2022-08-18,31.0
2022-08-19,29.0
2022-08-20,4.0
2022-08-21,5.0
2022-08-22,39.0
2022-08-23,45.0
2022-08-24,53.0
2022-08-25,48.0
2022-08-26,44.0
2022-08-27,7.0
2022-08-28,7.0
2022-08-29,50.166744950681064
2022-08-30,56.37952090183184
2022-08-31,55.84405824330671
2022-09-01,57.91498356035697
2022-09-02,50.666744950681064
2022-09-03,5.677313292625645
2022-09-04,5.177313292625645
2022-09-05,8.283701268201032
2022-09-06,63.592296852982614
2022-09-07,69.30507280413339
2022-09-08,74.98238609675903
2022-09-09,67.73414748708313
2022-09-10,7.748238609675903
2022-09-11,8.783701268201032
2022-09-12,78.08877407233442
2022-09-13,84.80155002348519
2022-09-14,84.30155002348519
2022-09-15,81.1951620479098
2022-09-16,73.44692343823391
2022-09-17,7.748238609675903
2022-09-18,7.248238609675903
2022-09-19,85.33701268201033
2022-09-20,91.01432597463597
2022-09-21,88.94340065758571
2022-09-22,91.01432597463597
2022-09-23,76.01784875528416
2022-09-24,7.748238609675903
2022-09-25,7.748238609675903
2022-09-26,66.198684828558
2022-09-27,72.41146077970878
2022-09-28,80.31939877876937
2022-09-29,79.2484734617191
2022-09-30,68.53922029121652
2022-10-01,7.496477219351807
2022-10-02,8.567402536402065
2022-10-03,71.7519962423673
2022-10-04,71.7519962423673
2022-10-05,57.82996712071394
2022-10-06,78.17754814466885
2022-10-07,66.397369657116
2022-10-08,6.4255519023015495
2022-10-09,7.496477219351807
2022-10-10,41.76608736496007
2022-10-11,71.7519962423673
2022-10-12,69.61014560826678
2022-10-13,70.68107092531704
2022-10-14,59.97181775481446
2022-10-15,7.496477219351807
2022-10-16,8.567402536402065
2022-10-17,65.32644434006575
2022-10-18,71.7519962423673
2022-10-19,72.82292155941755
2022-10-20,71.7519962423673
2022-10-21,61.04274307186471
2022-10-22,7.496477219351807
2022-10-23,8.567402536402065
2022-10-24,67.46829497416627
2022-10-25,72.82292155941755
2022-10-26,67.46829497416627
2022-10-27,70.68107092531704
2022-10-28,55.688116486613424
2022-10-29,5.354626585251291
2022-10-30,8.567402536402065
2022-10-31,49.262564584311875
2022-11-01,66.397369657116
2022-11-02,63.184593705965234
2022-11-03,69.61014560826678
2022-11-04,66.397369657116
2022-11-05,7.496477219351807
2022-11-06,9.638327853452324
2022-11-07,61.04274307186471
2022-11-08,47.12071395021136
2022-11-09,61.04274307186471
2022-11-10,64.2555190230155
2022-11-11,28.91498356035697
2022-11-12,5.354626585251291
2022-11-13,8.567402536402065
2022-11-14,66.397369657116
2022-11-15,66.397369657116
2022-11-16,67.46829497416627
2022-11-17,70.68107092531704
2022-11-18,57.82996712071394
2022-11-19,7.496477219351807
2022-11-20,7.496477219351807
2022-11-21,40.69516204790981
2022-11-22,35.34053546265852
2022-11-23,13.922029121653356
2022-11-24,3.2127759511507747
2022-11-25,3.2127759511507747
2022-11-26,4.283701268201033
2022-11-27,7.496477219351807
2022-11-28,62.113668388914974
2022-11-29,68.53922029121652
2022-11-30,66.397369657116
2022-12-01,72.82292155941755
2022-12-02,65.32644434006575
2022-12-03,7.496477219351807
2022-12-04,9.638327853452324
2022-12-05,77.1066228276186
2022-12-06,83.53217472992014
2022-12-07,86.74495068107092
2022-12-08,88.88680131517143
2022-12-09,68.53922029121652
2022-12-10,7.496477219351807
2022-12-11,7.496477219351807
2022-12-12,81.39032409581962
2022-12-13,76.03569751056833
2022-12-14,73.89384687646782
2022-12-15,66.397369657116
2022-12-16,52.47534053546265
2022-12-17,6.4255519023015495
2022-12-18,6.4255519023015495
2022-12-19,41.76608736496007
2022-12-20,37.482386096759036
2022-12-21,28.91498356035697
2022-12-22,20.347581023954906
2022-12-23,8.567402536402065
2022-12-24,2.1418506341005163
2022-12-25,2.1418506341005163
2022-12-26,2.1418506341005163
2022-12-27,3.2127759511507747
2022-12-28,3.2127759511507747
2022-12-29,3.2127759511507747
2022-12-30,3.2127759511507747
2022-12-31,2.1418506341005163
2023-01-01,2.1418506341005163
2023-01-02,10.709253170502581
2023-01-03,42.837012682010325
2023-01-04,62.113668388914974
2023-01-05,71.7519962423673
2023-01-06,70.68107092531704
2023-01-07,7.496477219351807
2023-01-08,8.567402536402065
2023-01-09,83.53217472992014
2023-01-10,99.59605448567402
2023-01-11,96.38327853452324
2023-01-12,100.66697980272427
2023-01-13,84.6031000469704
2023-01-14,8.567402536402065
2023-01-15,6.4255519023015495
2023-01-16,12.851103804603099
2023-01-17,99.59605448567402
2023-01-18,102.80883043682479
2023-01-19,107.09253170502582
2023-01-20,88.88680131517143
2023-01-21,8.567402536402065
2023-01-22,10.709253170502581
2023-01-23,83.53217472992014
2023-01-24,94.24142790042272
2023-01-25,82.46124941286988
2023-01-26,88.88680131517143
2023-01-27,77.1066228276186
2023-01-28,8.567402536402065
2023-01-29,8.567402536402065
2023-01-30,82.46124941286988
2023-01-31,77.1066228276186
2023-02-01,78.17754814466885
2023-02-02,79.2484734617191
2023-02-03,69.61014560826678
2023-02-04,8.567402536402065
2023-02-05,9.638327853452324
2023-02-06,80.31939877876937
2023-02-07,83.53217472992014
2023-02-08,82.46124941286988
2023-02-09,78.17754814466885
2023-02-10,72.82292155941755
2023-02-11,7.496477219351807
2023-02-12,10.709253170502581
2023-02-13,69.61014560826678
2023-02-14,62.113668388914974
2023-02-15,76.03569751056833
2023-02-16,73.89384687646782
2023-02-17,57.82996712071394
2023-02-18,7.496477219351807
2023-02-19,7.496477219351807
2023-02-20,16.063879755753874
2023-02-21,51.404415218412396
2023-02-22,55.688116486613424
2023-02-23,56.759041803663685
2023-02-24,53.54626585251291
2023-02-25,7.496477219351807
2023-02-26,8.567402536402065
2023-02-27,69.61014560826678
2023-02-28,62.113668388914974
2023-03-01,69.61014560826678
2023-03-02,67.46829497416627
2023-03-03,61.04274307186471
2023-03-04,8.567402536402065
2023-03-05,8.567402536402065
2023-03-06,67.46829497416627
2023-03-07,69.61014560826678
2023-03-08,68.53922029121652
2023-03-09,74.96477219351807
2023-03-10,61.04274307186471
2023-03-11,8.567402536402065
2023-03-12,9.638327853452324
2023-03-13,56.759041803663685
2023-03-14,57.82996712071394
2023-03-15,65.32644434006575
2023-03-16,64.2555190230155
2023-03-17,48.19163926726162
2023-03-18,6.4255519023015495
2023-03-19,8.567402536402065
2023-03-20,63.184593705965234
2023-03-21,67.46829497416627
2023-03-22,63.184593705965234
2023-03-23,65.32644434006575
2023-03-24,53.54626585251291
2023-03-25,7.496477219351807
2023-03-26,7.496477219351807
2023-03-27,64.2555190230155
2023-03-28,61.04274307186471
2023-03-29,63.184593705965234
2023-03-30,64.2555190230155
2023-03-31,53.54626585251291
2023-04-01,6.4255519023015495
2023-04-02,7.496477219351807
2023-04-03,55.688116486613424
2023-04-04,52.47534053546265
2023-04-05,48.19163926726162
2023-04-06,54.617191169563164
2023-04-07,10.709253170502581
2023-04-08,4.283701268201033
2023-04-09,4.283701268201033
2023-04-10,31.056834194457487
2023-04-11,40.69516204790981
2023-04-12,41.76608736496007
2023-04-13,42.837012682010325
2023-04-14,37.482386096759036
2023-04-15,5.354626585251291
2023-04-16,8.567402536402065
2023-04-17,61.04274307186471
2023-04-18,55.688116486613424
2023-04-19,56.759041803663685
2023-04-20,56.759041803663685
2023-04-21,43.907937999060586
2023-04-22,7.496477219351807
2023-04-23,6.4255519023015495
2023-04-24,66.397369657116
2023-04-25,61.04274307186471
2023-04-26,63.18459370596523
2023-04-27,61.07785537734177
2023-04-28,55.293103049996525
2023-04-29,6.3202149858703764
2023-04-30,7.373584150182106
2023-05-01,63.18459370596523
2023-05-02,62.6491310474401
2023-05-03,63.18459370596523
2023-05-04,68.45143952752389
2023-05-05,57.91774788440658
2023-05-06,5.266845821558647
2023-05-07,6.3202149858703764
2023-05-08,72.12945352624567
2023-05-09,76.87839284201772
2023-05-10,73.71828534908252
2023-05-11,69.5048086918356
2023-05-12,61.07785537734177
2023-05-13,7.373584150182106
2023-05-14,6.3202149858703764
2023-05-15,77.93176200632945
2023-05-16,76.34293018349258
2023-05-17,75.28956101918085
2023-05-18,73.1828226905574
2023-05-19,55.81100955578313
2023-05-20,6.3202149858703764
2023-05-21,5.266845821558647
2023-05-22,61.07785537734177
2023-05-23,60.024486213030045
2023-05-24,60.024486213030045
2023-05-25,55.81100955578313
2023-05-26,39.36089443978162
2023-05-27,5.179065057866002
2023-05-28,4.143252046292802
2023-05-29,5.179065057866002
2023-05-30,44.53995949764762
2023-05-31,49.71902455551363
2023-06-01,45.57577250922082
2023-06-02,36.25345540506202
2023-06-03,5.179065057866002
2023-06-04,4.143252046292802
2023-06-05,35.217642393488816
2023-06-06,34.18182938191562
2023-06-07,27.966951312476414
2023-06-08,22.78788625461041
2023-06-09,18.64463420831761
2023-06-10,3.1074390347196017
2023-06-11,3.1074390347196017
2023-06-12,23.82369926618361
2023-06-13,20.71626023146401
2023-06-14,16.573008185171208
2023-06-15,16.573008185171208
2023-06-16,11.393943127305205
2023-06-17,2.071626023146401
2023-06-18,1.0358130115732005
2023-06-19,4.143252046292802
2023-06-20,12.429756138878407
2023-06-21,11.393943127305205
2023-06-22,9.322317104158804
2023-06-23,6.214878069439203
2023-06-24,2.071626023146401
2023-06-25,1.0358130115732005
2023-06-26,6.214878069439203
2023-06-27,7.250691081012404
2023-06-28,6.214878069439203
2023-06-29,5.179065057866002
2023-06-30,3.1074390347196017
2023-07-01,2.071626023146401
2023-07-02,1.0358130115732005
2023-07-03,3.1074390347196017
2023-07-04,2.071626023146401
2023-07-05,4.143252046292802
2023-07-06,3.1074390347196017
2023-07-07,3.1074390347196017
2023-07-08,2.071626023146401
2023-07-09,1.0358130115732005
2023-07-10,4.143252046292802
2023-07-11,5.179065057866002
2023-07-12,6.214878069439203
2023-07-13,4.143252046292802
2023-07-14,3.1074390347196017
2023-07-15,2.071626023146401
2023-07-16,2.071626023146401
2023-07-17,5.179065057866002
2023-07-18,6.214878069439203
2023-07-19,5.179065057866002
2023-07-20,4.143252046292802
2023-07-21,3.1074390347196017
2023-07-22,2.071626023146401
2023-07-23,2.071626023146401
2023-07-24,4.143252046292802
2023-07-25,5.179065057866002
2023-07-26,5.179065057866002
2023-07-27,4.143252046292802
2023-07-28,4.143252046292802
2023-07-29,1.0358130115732005
2023-07-30,3.1074390347196017
2023-07-31,5.179065057866002
2023-08-01,7.250691081012404
2023-08-02,7.250691081012404
2023-08-03,8.286504092585604
2023-08-04,6.214878069439203
2023-08-05,2.071626023146401
2023-08-06,3.1074390347196017
2023-08-07,10.358130115732004
2023-08-08,12.429756138878407
2023-08-09,15.537195173598008
2023-08-10,16.573008185171208
2023-08-11,14.501382162024807
2023-08-12,3.1074390347196017
2023-08-13,4.143252046292802
2023-08-14,25.895325289330014
2023-08-15,30.038577335622815
2023-08-16,32.11020335876921
2023-08-17,40.39670745135482
2023-08-18,30.038577335622815
2023-08-19,5.179065057866002
2023-08-20,5.179065057866002
2023-08-21,41.43252046292802
2023-08-22,55.93390262495283
2023-08-23,58.00552864809923
2023-08-24,58.00552864809923
2023-08-25,50.754837567086824
2023-08-26,8.286504092585604
2023-08-27,8.286504092585604
2023-08-28,59.041341659672426
2023-08-29,64.22040671753842
2023-08-30,61.11296768281883
2023-08-31,62.14878069439203
2023-09-01,54.898089613379625
2023-09-02,6.214878069439203
2023-09-03,5.179065057866002
2023-09-04,9.322317104158804
2023-09-05,67.32784575225803
2023-09-06,75.61434984484363
2023-09-07,78.72178887956323
2023-09-08,69.39947177540444
2023-09-09,10.358130115732004
2023-09-10,10.358130115732004
2023-09-11,75.61434984484363
2023-09-12,89.07991899529524
2023-09-13,99.43804911102725
2023-09-14,92.18735803001485
2023-09-15,76.65016285641684
2023-09-16,10.358130115732004
2023-09-17,10.358130115732004
2023-09-18,88.04410598372205
2023-09-19,103.58130115732006
2023-09-20,98.40223609945404
2023-09-21,99.43804911102725
2023-09-22,81.82922791428284
2023-09-23,10.358130115732004
2023-09-24,10.358130115732004
2023-09-25,63.18459370596523
2023-09-26,90.11573200686844
2023-09-27,91.15154501844164
2023-09-28,87.00829297214884
2023-09-29,72.50691081012404
2023-09-30,9.322317104158804
2023-10-01,10.358130115732004
2023-10-02,68.36365876383124
2023-10-03,75.61434984484363
2023-10-04,74.57853683327043
2023-10-05,72.50691081012404
2023-10-06,62.14878069439203
2023-10-07,7.250691081012404
2023-10-08,8.286504092585604
2023-10-09,43.50414648607442
2023-10-10,64.22040671753842
2023-10-11,67.32784575225803
2023-10-12,65.25621972911163
2023-10-13,56.969715636526026
2023-10-14,7.250691081012404
2023-10-15,9.322317104158804
2023-10-16,63.18459370596523
2023-10-17,67.32784575225803
2023-10-18,68.36365876383124
2023-10-19,68.36365876383124
2023-10-20,60.07715467124563
2023-10-21,7.250691081012404
2023-10-22,9.322317104158804
2023-10-23,67.32784575225803
2023-10-24,68.36365876383124
2023-10-25,67.32784575225803
2023-10-26,65.25621972911163
2023-10-27,55.93390262495283
2023-10-28,7.250691081012404
2023-10-29,10.358130115732004
2023-10-30,64.22040671753842
2023-10-31,48.68321154394042
2023-11-01,62.14878069439203
2023-11-02,64.22040671753842
2023-11-03,64.22040671753842
2023-11-04,8.286504092585604
2023-11-05,9.322317104158804
2023-11-06,62.14878069439203
2023-11-07,58.00552864809923
2023-11-08,65.25621972911163
2023-11-09,59.041341659672426
2023-11-10,35.217642393488816
2023-11-11,6.214878069439203
2023-11-12,8.286504092585604
2023-11-13,68.36365876383124
2023-11-14,67.32784575225803
2023-11-15,68.36365876383124
2023-11-16,65.25621972911163
2023-11-17,56.969715636526026
2023-11-18,7.250691081012404
2023-11-19,7.250691081012404
2023-11-20,39.36089443978162
2023-11-21,32.11020335876921
2023-11-22,14.501382162024807
2023-11-23,4.143252046292802
2023-11-24,3.1074390347196017
2023-11-25,5.179065057866002
2023-11-26,7.250691081012404
2023-11-27,64.22040671753842
2023-11-28,72.50691081012404
2023-11-29,72.50691081012404
2023-11-30,72.50691081012404
2023-12-01,69.39947177540444
2023-12-02,8.286504092585604
2023-12-03,9.322317104158804
2023-12-04,75.61434984484363
2023-12-05,76.65016285641684
2023-12-06,84.93666694900244
2023-12-07,80.79341490270964
2023-12-08,67.32784575225803
2023-12-09,9.322317104158804
2023-12-10,9.322317104158804
2023-12-11,65.25621972911163
2023-12-12,71.47109779855083
2023-12-13,69.39947177540444
2023-12-14,71.47109779855083
2023-12-15,59.041341659672426
2023-12-16,7.250691081012404
2023-12-17,8.286504092585604
2023-12-18,50.754837567086824
2023-12-19,45.57577250922082
2023-12-20,41.43252046292802
2023-12-21,30.038577335622815
2023-12-22,10.358130115732004
2023-12-23,3.1074390347196017
2023-12-24,3.1074390347196017
2023-12-25,2.071626023146401
2023-12-26,3.1074390347196017
2023-12-27,4.143252046292802
2023-12-28,4.143252046292802
2023-12-29,3.1074390347196017
2023-12-30,4.143252046292802
2023-12-31,3.1074390347196017
2024-01-01,4.143252046292802
2024-01-02,27.966951312476414
2024-01-03,41.95042696871462
2024-01-04,55.93390262495283
2024-01-05,56.45180913073943
2024-01-06,6.214878069439203
2024-01-07,7.250691081012404
2024-01-08,79.23969538534983
2024-01-09,89.07991899529524
2024-01-10,97.88432959366745
2024-01-11,103.06339465153346
2024-01-12,78.20388237377664
2024-01-13,8.286504092585604
2024-01-14,6.214878069439203
2024-01-15,11.393943127305205
2024-01-16,61.11296768281883
2024-01-17,84.93666694900244
2024-01-18,93.22317104158805
2024-01-19,73.02481731591064
2024-01-20,9.322317104158804
2024-01-21,10.358130115732004
2024-01-22,80.79341490270964
2024-01-23,89.07991899529524
2024-01-24,93.22317104158805
2024-01-25,92.18735803001485
2024-01-26,79.75760189113643
2024-01-27,7.250691081012404
2024-01-28,10.358130115732004
2024-01-29,75.61434984484363
2024-01-30,80.79341490270964
2024-01-31,82.86504092585604
2024-02-01,77.68597586799004
2024-02-02,70.43528478697763
2024-02-03,8.286504092585604
2024-02-04,11.393943127305205
2024-02-05,74.57853683327043
2024-02-06,82.86504092585604
2024-02-07,76.65016285641684
2024-02-08,78.72178887956323
2024-02-09,71.47109779855083
2024-02-10,8.286504092585604
2024-02-11,9.322317104158804
2024-02-12,66.29203274068483
2024-02-13,66.29203274068483
2024-02-14,56.969715636526026
2024-02-15,75.61434984484363
2024-02-16,55.93390262495283
2024-02-17,6.214878069439203
2024-02-18,8.286504092585604
2024-02-19,19.68044721989081
2024-02-20,56.969715636526026
2024-02-21,56.969715636526026
2024-02-22,60.07715467124563
2024-02-23,55.93390262495283
2024-02-24,8.286504092585604
2024-02-25,8.286504092585604
2024-02-26,67.32784575225803
2024-02-27,69.39947177540444
2024-02-28,61.11296768281883
2024-02-29,69.39947177540444
2024-03-01,61.11296768281883
2024-03-02,7.250691081012404
2024-03-03,9.322317104158804
2024-03-04,64.22040671753842
2024-03-05,65.25621972911163
2024-03-06,66.29203274068483
2024-03-07,66.29203274068483
2024-03-08,59.041341659672426
2024-03-09,8.286504092585604
2024-03-10,10.358130115732004
2024-03-11,59.041341659672426
2024-03-12,63.18459370596523
2024-03-13,61.11296768281883
2024-03-14,59.041341659672426
2024-03-15,46.61158552079402
2024-03-16,6.214878069439203
2024-03-17,8.286504092585604
2024-03-18,61.11296768281883
2024-03-19,64.22040671753842
2024-03-20,61.11296768281883
2024-03-21,62.14878069439203
2024-03-22,50.754837567086824
2024-03-23,7.250691081012404
2024-03-24,7.250691081012404
2024-03-25,47.64739853236722
2024-03-26,48.68321154394042
2024-03-27,47.64739853236722
2024-03-28,40.39670745135482
2024-03-29,13.465569150451607
2024-03-30,4.143252046292802
2024-03-31,4.143252046292802
2024-04-01,23.82369926618361
2024-04-02,40.39670745135482
2024-04-03,40.39670745135482
2024-04-04,39.36089443978162
2024-04-05,38.32508142820842
2024-04-06,5.179065057866002
2024-04-07,7.250691081012404
2024-04-08,39.36089443978162
2024-04-09,58.00552864809923
2024-04-10,48.68321154394042
2024-04-11,56.969715636526026
2024-04-12,55.93390262495283
2024-04-13,7.250691081012404
2024-04-14,8.286504092585604
2024-04-15,60.07715467124563
2024-04-16,62.14878069439203
2024-04-17,59.041341659672426
2024-04-18,59.041341659672426
2024-04-19,47.64739853236722
2024-04-20,5.179065057866002
2024-04-21,7.250691081012404
2024-04-22,54.898089613379625
2024-04-23,56.969715636526026
2024-04-24,54.898089613379625
2024-04-25,53.86227660180643
2024-04-26,46.61158552079402
2024-04-27,7.250691081012404
2024-04-28,7.250691081012404
2024-04-29,61.11296768281883
2024-04-30,61.11296768281883
2024-05-01,63.18459370596523
2024-05-02,66.29203274068483
2024-05-03,56.969715636526026
2024-05-04,6.214878069439203
2024-05-05,8.286504092585604
2024-05-06,70.43528478697763
2024-05-07,72.50691081012404
2024-05-08,71.47109779855083
2024-05-09,71.47109779855083
2024-05-10,56.969715636526026
2024-05-11,7.250691081012404
2024-05-12,5.179065057866002
2024-05-13,71.47109779855083
2024-05-14,73.54272382169724
2024-05-15,68.36365876383124
2024-05-16,69.39947177540444
2024-05-17,60.07715467124563
2024-05-18,6.214878069439203
2024-05-19,7.250691081012404
2024-05-20,66.29203274068483
2024-05-21,68.36365876383124
2024-05-22,64.22040671753842
2024-05-23,58.00552864809923
2024-05-24,42.46833347450122
2024-05-25,6.214878069439203
2024-05-26,4.143252046292802
2024-05-27,6.214878069439203
2024-05-28,48.68321154394042
2024-05-29,54.898089613379625
2024-05-30,49.71902455551363
2024-05-31,41.43252046292802
2024-06-01,5.179065057866002
2024-06-02,6.214878069439203
2024-06-03,40.39670745135482
2024-06-04,38.32508142820842
2024-06-05,32.11020335876921
2024-06-06,22.78788625461041
2024-06-07,17.608821196744408
2024-06-08,4.143252046292802
2024-06-09,3.1074390347196017
2024-06-10,25.895325289330014
2024-06-11,23.82369926618361
2024-06-12,19.68044721989081
2024-06-13,18.64463420831761
2024-06-14,11.393943127305205
2024-06-15,3.1074390347196017
2024-06-16,2.071626023146401
2024-06-17,9.322317104158804
2024-06-18,10.358130115732004
2024-06-19,3.1074390347196017
2024-06-20,9.322317104158804
2024-06-21,7.250691081012404
2024-06-22,2.071626023146401
2024-06-23,1.0358130115732005
2024-06-24,9.322317104158804
2024-06-25,7.250691081012404
2024-06-26,6.214878069439203
2024-06-27,5.179065057866002
2024-06-28,3.1074390347196017
2024-06-29,2.071626023146401
2024-06-30,2.071626023146401
2024-07-01,4.143252046292802
2024-07-02,6.214878069439203
2024-07-03,4.143252046292802
2024-07-04,1.0358130115732005
2024-07-05,2.071626023146401
2024-07-06,0.0
2024-07-07,2.071626023146401
2024-07-08,4.143252046292802
2024-07-09,5.179065057866002
2024-07-10,5.179065057866002
2024-07-11,4.143252046292802
2024-07-12,3.1074390347196017
2024-07-13,1.0358130115732005
2024-07-14,2.071626023146401
2024-07-15,4.143252046292802
2024-07-16,5.179065057866002
2024-07-17,4.143252046292802
2024-07-18,4.143252046292802
2024-07-19,3.1074390347196017
2024-07-20,2.071626023146401
2024-07-21,2.071626023146401
2024-07-22,4.143252046292802
2024-07-23,5.179065057866002
2024-07-24,5.179065057866002
2024-07-25,4.143252046292802
2024-07-26,3.1074390347196017
2024-07-27,2.071626023146401
2024-07-28,3.1074390347196017
2024-07-29,5.179065057866002
2024-07-30,7.250691081012404
2024-07-31,6.214878069439203
2024-08-01,7.250691081012404
2024-08-02,7.250691081012404
2024-08-03,2.071626023146401
2024-08-04,3.1074390347196017
2024-08-05,8.286504092585604
2024-08-06,11.393943127305205
2024-08-07,11.393943127305205
2024-08-08,13.465569150451607
2024-08-09,13.465569150451607
2024-08-10,4.143252046292802
2024-08-11,4.143252046292802
2024-08-12,20.71626023146401
2024-08-13,31.074390347196015
2024-08-14,33.146016370342416
2024-08-15,40.39670745135482
2024-08-16,34.18182938191562
2024-08-17,6.214878069439203
2024-08-18,7.203298891884498
2024-08-19,42.70188684552039
2024-08-20,57.10848462928938
2024-08-21,60.195612725811316
2024-08-22,65.34082622001452
2024-08-23,57.10848462928938
2024-08-24,9.261384289565783
2024-08-25,8.232341590725142
2024-08-26,63.79387701538728
2024-08-27,75.11334670263435
2024-08-28,74.60221050958032
2024-08-29,78.20047479915628
2024-08-30,56.079441930448745
2024-08-31,7.203298891884498
2024-09-01,6.174256193043856
2024-09-02,8.232341590725142
2024-09-03,64.82291971422792
2024-09-04,79.74742400378352
2024-09-05,78.71838130494288
2024-09-06,72.54412511189904
2024-09-07,10.290426988406427
2024-09-08,10.290426988406427
2024-09-09,78.71838130494288
2024-09-10,86.43281638988142
2024-09-11,83.86359479914609
2024-09-12,85.40377369104078
2024-09-13,77.68933860610224
2024-09-14,10.290426988406427
2024-09-15,11.319469687247068
2024-09-16,86.43281638988142
2024-09-17,94.04905952194379
2024-09-18,94.04905952194379
2024-09-19,92.00451474972762
