Time,desmos
2023-11-16,83.31147540983608
2023-11-17,64.91803278688525
2023-11-18,9.737704918032788
2023-11-19,11.901639344262296
2023-11-20,45.442622950819676
2023-11-21,38.95081967213115
2023-11-22,12.983606557377051
2023-11-23,5.409836065573771
2023-11-24,6.491803278688526
2023-11-25,6.491803278688526
2023-11-26,11.901639344262296
2023-11-27,64.91803278688525
2023-11-28,83.31147540983608
2023-11-29,86.55737704918033
2023-11-30,82.22950819672131
2023-12-01,81.14754098360656
2023-12-02,14.065573770491804
2023-12-03,15.147540983606559
2023-12-04,76.81967213114754
2023-12-05,81.14754098360656
2023-12-06,82.22950819672131
2023-12-07,82.22950819672131
2023-12-08,72.49180327868854
2023-12-09,16.229508196721312
2023-12-10,18.393442622950822
2023-12-11,74.65573770491804
2023-12-12,76.81967213114754
2023-12-13,73.57377049180329
2023-12-14,67.08196721311477
2023-12-15,50.852459016393446
2023-12-16,9.737704918032788
2023-12-17,10.819672131147541
2023-12-18,46.52459016393443
2023-12-19,42.196721311475414
2023-12-20,34.622950819672134
2023-12-21,23.803278688524593
2023-12-22,9.913172806715611
2023-12-23,3.3043909355718704
2023-12-24,2.743910896938624
2023-12-25,2.202927290381247
2023-12-26,3.3043909355718704
2023-12-27,3.3043909355718704
2023-12-28,3.845374542129247
2023-12-29,3.3043909355718704
2023-12-30,2.743910896938624
2023-12-31,3.3043909355718704
2024-01-01,3.845374542129247
2024-01-02,15.420491032668728
2024-01-03,30.280502026704205
2024-01-04,42.937585730358435
2024-01-05,43.49806576899169
2024-01-06,5.507318225953116
2024-01-07,8.25122912289174
2024-01-08,50.6478312466928
2024-01-09,50.6478312466928
2024-01-10,67.16978592455216
2024-01-11,78.1844223764584
2024-01-12,62.763931343789665
2024-01-13,9.913172806715611
2024-01-14,7.710245516334364
2024-01-15,13.758547348844857
2024-01-16,45.14051302073969
2024-01-17,60.56100405340841
2024-01-18,74.88003144088651
2024-01-19,61.66246769859904
2024-01-20,13.758547348844857
2024-01-21,14.572481004464402
2024-01-22,66.13664455872306
2024-01-23,78.46720540865448
2024-01-24,78.46720540865448
2024-01-25,84.07200579498694
2024-01-26,72.86240502232201
2024-01-27,14.572481004464402
2024-01-28,15.693441081730896
2024-01-29,78.46720540865448
2024-01-30,98.64448679945134
2024-01-31,91.91872633585238
2024-02-01,95.28160656765186
2024-02-02,87.43488602678642
2024-02-03,15.693441081730896
2024-02-04,17.93536123626388
2024-02-05,77.34624533138798
2024-02-06,93.03968641311887
2024-02-07,87.43488602678642
2024-02-08,93.03968641311887
2024-02-09,78.46720540865448
2024-02-10,15.693441081730896
2024-02-11,16.814401158997388
2024-02-12,67.25760463598955
2024-02-13,82.95104571772045
2024-02-14,84.07200579498694
2024-02-15,85.19296587225342
2024-02-16,59.4108840951241
2024-02-17,12.330560849931418
2024-02-18,13.45152092719791
2024-02-19,29.144962008928804
2024-02-20,71.74144494505552
2024-02-21,80.70912556318746
2024-02-22,80.70912556318746
2024-02-23,68.37856471325604
2024-02-24,15.693441081730896
2024-02-25,17.93536123626388
2024-02-26,84.07200579498694
2024-02-27,87.43488602678642
2024-02-28,87.43488602678642
2024-02-29,87.43488602678642
2024-03-01,72.86240502232201
2024-03-02,15.693441081730896
2024-03-03,16.814401158997388
2024-03-04,76.22528525412149
2024-03-05,78.46720540865448
2024-03-06,86.31392594951993
2024-03-07,81.83008564045396
2024-03-08,63.89472440419007
2024-03-09,13.45152092719791
2024-03-10,13.45152092719791
2024-03-11,58.28992401785761
2024-03-12,68.37856471325604
2024-03-13,63.89472440419007
2024-03-14,63.89472440419007
2024-03-15,49.32224339972567
2024-03-16,11.209600772664924
2024-03-17,13.45152092719791
2024-03-18,71.74144494505552
2024-03-19,80.70912556318746
2024-03-20,81.83008564045396
2024-03-21,73.98336509958851
2024-03-22,63.89472440419007
2024-03-23,11.209600772664924
2024-03-24,14.572481004464402
2024-03-25,54.927043786058135
2024-03-26,62.77376432692358
2024-03-27,60.53184417239059
2024-03-28,56.048003863324624
2024-03-29,24.661121699862836
2024-03-30,8.96768061813194
2024-03-31,10.088640695398432
2024-04-01,38.112642627060744
2024-04-02,49.32224339972567
2024-04-03,54.927043786058135
2024-04-04,56.048003863324624
2024-04-05,47.08032324519269
2024-04-06,11.209600772664924
2024-04-07,14.572481004464402
2024-04-08,56.048003863324624
2024-04-09,75.104325176855
2024-04-10,72.86240502232201
2024-04-11,80.70912556318746
2024-04-12,73.98336509958851
2024-04-13,12.330560849931418
2024-04-14,15.693441081730896
2024-04-15,76.22528525412149
2024-04-16,80.70912556318746
2024-04-17,82.95104571772045
2024-04-18,80.70912556318746
2024-04-19,68.37856471325604
2024-04-20,13.45152092719791
2024-04-21,17.93536123626388
2024-04-22,81.83008564045396
2024-04-23,81.83008564045396
2024-04-24,80.70912556318746
2024-04-25,80.70912556318746
2024-04-26,63.89472440419007
2024-04-27,12.330560849931418
2024-04-28,15.693441081730896
2024-04-29,76.22528525412149
2024-04-30,81.83008564045396
2024-05-01,77.34624533138798
2024-05-02,73.98336509958851
2024-05-03,59.4108840951241
2024-05-04,12.330560849931418
2024-05-05,15.693441081730896
2024-05-06,70.62048486778903
2024-05-07,68.37856471325604
2024-05-08,67.25760463598955
2024-05-09,67.25760463598955
2024-05-10,57.16896394059112
2024-05-11,11.209600772664924
2024-05-12,13.45152092719791
2024-05-13,66.13664455872306
2024-05-14,61.65280424965709
2024-05-15,63.89472440419007
2024-05-16,59.4108840951241
2024-05-17,48.201283322459176
2024-05-18,11.209600772664924
2024-05-19,13.45152092719791
2024-05-20,51.564163554258656
2024-05-21,51.564163554258656
2024-05-22,48.201283322459176
2024-05-23,43.71744301339321
2024-05-24,32.50784224072828
2024-05-25,7.846720540865448
2024-05-26,7.846720540865448
2024-05-27,10.088640695398432
2024-05-28,35.87072247252776
2024-05-29,36.991682549794255
2024-05-30,36.991682549794255
2024-05-31,28.024001931662312
2024-06-01,8.96768061813194
2024-06-02,8.96768061813194
2024-06-03,29.144962008928804
2024-06-04,29.144962008928804
2024-06-05,28.024001931662312
2024-06-06,24.661121699862836
2024-06-07,17.93536123626388
2024-06-08,6.725760463598955
2024-06-09,7.846720540865448
2024-06-10,20.177281390796864
2024-06-11,20.177281390796864
2024-06-12,19.056321313530372
2024-06-13,15.693441081730896
2024-06-14,11.209600772664924
2024-06-15,6.725760463598955
2024-06-16,6.725760463598955
2024-06-17,13.45152092719791
2024-06-18,13.45152092719791
2024-06-19,7.846720540865448
2024-06-20,11.209600772664924
2024-06-21,10.088640695398432
2024-06-22,6.725760463598955
2024-06-23,6.725760463598955
2024-06-24,12.330560849931418
2024-06-25,13.45152092719791
2024-06-26,12.330560849931418
2024-06-27,10.088640695398432
2024-06-28,7.846720540865448
2024-06-29,4.48384030906597
2024-06-30,6.725760463598955
2024-07-01,10.088640695398432
2024-07-02,8.96768061813194
2024-07-03,8.96768061813194
2024-07-04,5.604800386332462
2024-07-05,5.604800386332462
2024-07-06,5.604800386332462
2024-07-07,6.725760463598955
2024-07-08,10.088640695398432
2024-07-09,10.088640695398432
2024-07-10,11.209600772664924
2024-07-11,10.088640695398432
2024-07-12,7.846720540865448
2024-07-13,6.725760463598955
2024-07-14,5.604800386332462
2024-07-15,10.088640695398432
2024-07-16,11.209600772664924
2024-07-17,11.209600772664924
2024-07-18,10.088640695398432
2024-07-19,7.846720540865448
2024-07-20,5.604800386332462
2024-07-21,5.604800386332462
2024-07-22,8.96768061813194
2024-07-23,10.088640695398432
2024-07-24,8.96768061813194
2024-07-25,8.96768061813194
2024-07-26,7.846720540865448
2024-07-27,5.604800386332462
2024-07-28,5.604800386332462
2024-07-29,8.96768061813194
2024-07-30,8.96768061813194
2024-07-31,10.088640695398432
2024-08-01,10.088640695398432
2024-08-02,10.088640695398432
2024-08-03,5.604800386332462
2024-08-04,5.604800386332462
2024-08-05,11.209600772664924
2024-08-06,14.572481004464402
2024-08-07,20.177281390796864
2024-08-08,21.298241468063356
2024-08-09,21.298241468063356
2024-08-10,5.604800386332462
2024-08-11,7.846720540865448
2024-08-12,29.144962008928804
2024-08-13,33.628802317994776
2024-08-14,41.475522858860224
2024-08-15,48.201283322459176
2024-08-16,50.44320347699216
2024-08-17,8.96768061813194
2024-08-18,11.209600772664924
2024-08-19,52.685123631525144
2024-08-20,66.13664455872306
2024-08-21,73.98336509958851
2024-08-22,78.46720540865448
2024-08-23,78.46720540865448
2024-08-24,15.693441081730896
2024-08-25,17.93536123626388
2024-08-26,84.07200579498694
2024-08-27,97.52352672218484
2024-08-28,103.12832710851731
2024-08-29,99.76544687671783
2024-08-30,76.22528525412149
2024-08-31,13.45152092719791
2024-09-01,15.693441081730896
2024-09-02,22.419201545329848
2024-09-03,88.5558461040529
2024-09-04,107.61216741758328
2024-09-05,112.09600772664925
2024-09-06,104.2492871857838
2024-09-07,17.93536123626388
2024-09-08,26.90304185439582
2024-09-09,105.37024726305029
2024-09-10,107.61216741758328
2024-09-11,109.85408757211627
2024-09-12,109.85408757211627
2024-09-13,94.16064649038537
2024-09-14,19.056321313530372
2024-09-15,22.419201545329848
2024-09-16,99.76544687671783
2024-09-17,109.85408757211627
2024-09-18,103.12832710851731
2024-09-19,103.12832710851731
2024-09-20,88.5558461040529
2024-09-21,16.814401158997388
2024-09-22,21.298241468063356
2024-09-23,98.64448679945134
2024-09-24,103.12832710851731
2024-09-25,99.76544687671783
2024-09-26,93.03968641311887
2024-09-27,67.25760463598955
2024-09-28,17.93536123626388
2024-09-29,21.298241468063356
2024-09-30,87.43488602678642
2024-10-01,93.03968641311887
2024-10-02,95.28160656765186
2024-10-03,87.43488602678642
2024-10-04,78.46720540865448
2024-10-05,17.93536123626388
2024-10-06,20.177281390796864
2024-10-07,84.07200579498694
2024-10-08,88.5558461040529
2024-10-09,80.70912556318746
2024-10-10,80.70912556318746
2024-10-11,60.53184417239059
2024-10-12,13.45152092719791
2024-10-13,16.814401158997388
2024-10-14,54.927043786058135
2024-10-15,79.58816548592097
2024-10-16,84.07200579498694
2024-10-17,90.7977662585859
2024-10-18,71.74144494505552
2024-10-19,15.693441081730896
2024-10-20,17.93536123626388
2024-10-21,87.43488602678642
2024-10-22,97.52352672218484
2024-10-23,96.40256664491835
2024-10-24,95.28160656765186
2024-10-25,84.07200579498694
2024-10-26,13.45152092719791
2024-10-27,19.056321313530372
2024-10-28,89.67680618131939
2024-10-29,94.16064649038537
2024-10-30,95.28160656765186
2024-10-31,86.31392594951993
2024-11-01,69.49952479052253
2024-11-02,15.693441081730896
2024-11-03,15.693441081730896
2024-11-04,69.49952479052253
2024-11-05,50.44320347699216
2024-11-06,70.62048486778903
2024-11-07,86.31392594951993
2024-11-08,76.22528525412149
2024-11-09,13.45152092719791
2024-11-10,15.693441081730896
2024-11-11,57.16896394059112
2024-11-12,87.43488602678642
2024-11-13,94.16064649038537
2024-11-14,93.03968641311887
2024-11-15,85.19296587225342
2024-11-16,12.330560849931418
2024-11-17,16.814401158997388
2024-11-18,91.91872633585238
2024-11-19,91.91872633585238
2024-11-20,95.28160656765186
2024-11-21,94.16064649038537
2024-11-22,68.37856471325604
2024-11-23,12.330560849931418
2024-11-24,12.330560849931418
2024-11-25,43.71744301339321
