Time,guide
2022-01-01,
2022-01-02,
2022-01-03,
2022-01-04,
2022-01-05,
2022-01-06,
2022-01-07,
2022-01-08,
2022-01-09,
2022-01-10,
2022-01-11,
2022-01-12,
2022-01-13,
2022-01-14,
2022-01-15,
2022-01-16,
2022-01-17,
2022-01-18,
2022-01-19,
2022-01-20,
2022-01-21,
2022-01-22,
2022-01-23,
2022-01-24,
2022-01-25,
2022-01-26,
2022-01-27,
2022-01-28,
2022-01-29,
2022-01-30,
2022-01-31,
2022-02-01,
2022-02-02,
2022-02-03,
2022-02-04,
2022-02-05,
2022-02-06,
2022-02-07,
2022-02-08,
2022-02-09,
2022-02-10,
2022-02-11,
2022-02-12,
2022-02-13,
2022-02-14,
2022-02-15,
2022-02-16,
2022-02-17,
2022-02-18,
2022-02-19,
2022-02-20,
2022-02-21,
2022-02-22,
2022-02-23,
2022-02-24,
2022-02-25,
2022-02-26,
2022-02-27,
2022-02-28,
2022-03-01,
2022-03-02,
2022-03-03,
2022-03-04,
2022-03-05,
2022-03-06,
2022-03-07,
2022-03-08,
2022-03-09,
2022-03-10,
2022-03-11,
2022-03-12,
2022-03-13,
2022-03-14,
2022-03-15,
2022-03-16,
2022-03-17,
2022-03-18,
2022-03-19,
2022-03-20,
2022-03-21,
2022-03-22,
2022-03-23,
2022-03-24,
2022-03-25,
2022-03-26,
2022-03-27,
2022-03-28,
2022-03-29,
2022-03-30,
2022-03-31,
2022-04-01,
2022-04-02,
2022-04-03,
2022-04-04,
2022-04-05,
2022-04-06,
2022-04-07,
2022-04-08,
2022-04-09,
2022-04-10,
2022-04-11,
2022-04-12,
2022-04-13,
2022-04-14,
2022-04-15,
2022-04-16,
2022-04-17,
2022-04-18,
2022-04-19,
2022-04-20,
2022-04-21,
2022-04-22,
2022-04-23,
2022-04-24,
2022-04-25,
2022-04-26,
2022-04-27,
2022-04-28,
2022-04-29,
2022-04-30,
2022-05-01,62.99120703437251
2022-05-02,66.81643992446405
2022-05-03,67.56857021792952
2022-05-04,65.24976265519676
2022-05-05,62.93203746267794
2022-05-06,58.313544210991786
2022-05-07,62.13534959540589
2022-05-08,58.28612416557236
2022-05-09,65.17309476504374
2022-05-10,65.92432308333093
2022-05-11,67.44157211282898
2022-05-12,62.82849071221245
2022-05-13,62.04767760807797
2022-05-14,61.2672252940148
2022-05-15,58.95581392774387
2022-05-16,64.30028019272564
2022-05-17,68.87692179614002
2022-05-18,63.50485509070317
2022-05-19,61.960005620750046
2022-05-20,58.12160389305576
2022-05-21,55.81416121756922
2022-05-22,58.09418384763632
2022-05-23,60.3731241074895
2022-05-24,66.47116382622197
2022-05-25,60.34462169185615
2022-05-26,58.803019332544785
2022-05-27,57.262138553376055
2022-05-28,54.19534978299789
2022-05-29,57.99821368866831
2022-05-30,59.51041165716803
2022-05-31,61.78466164609419
2022-06-01,61.00745644267279
2022-06-02,60.23061202932271
2022-06-03,58.69189599058183
2022-06-04,56.39184951155711
2022-06-05,60.187858405872674
2022-06-06,68.55221073196252
2022-06-07,73.10504019067055
2022-06-08,63.95175698384179
2022-06-09,61.65315366510231
2022-06-10,57.83369341615171
2022-06-11,54.77682637273451
2022-06-12,58.56688223087348
2022-06-13,63.115562603761475
2022-06-14,63.10058981580218
2022-06-15,63.085617027842886
2022-06-16,61.5508696798864
2022-06-17,59.25713702710957
2022-06-18,53.92638078483753
2022-06-19,56.95095711687262
2022-06-20,63.76991878790239
2022-06-21,62.99578030008711
2022-06-22,62.22200260234314
2022-06-23,62.2072102094195
2022-06-24,57.64175309821567
2022-06-25,55.35325190147283
2022-06-26,59.88858304172241
2022-06-27,65.17965237615054
2022-06-28,64.40641586351353
2022-06-29,62.87599799641274
2022-06-30,65.13311045695177
2022-07-01,57.54578293924766
2022-07-02,53.74706811939729
2022-07-03,54.49108063625832
2022-07-04,59.01793320983215
2022-07-05,60.51678194569347
