Time,bum
2022-01-01,
2022-01-02,
2022-01-03,
2022-01-04,
2022-01-05,
2022-01-06,
2022-01-07,
2022-01-08,
2022-01-09,
2022-01-10,
2022-01-11,
2022-01-12,
2022-01-13,
2022-01-14,
2022-01-15,
2022-01-16,
2022-01-17,
2022-01-18,
2022-01-19,
2022-01-20,
2022-01-21,
2022-01-22,
2022-01-23,
2022-01-24,
2022-01-25,
2022-01-26,
2022-01-27,
2022-01-28,
2022-01-29,
2022-01-30,
2022-01-31,
2022-02-01,
2022-02-02,
2022-02-03,
2022-02-04,
2022-02-05,
2022-02-06,
2022-02-07,
2022-02-08,
2022-02-09,
2022-02-10,
2022-02-11,
2022-02-12,
2022-02-13,
2022-02-14,
2022-02-15,
2022-02-16,
2022-02-17,
2022-02-18,
2022-02-19,
2022-02-20,
2022-02-21,
2022-02-22,
2022-02-23,
2022-02-24,
2022-02-25,
2022-02-26,
2022-02-27,
2022-02-28,
2022-03-01,
2022-03-02,
2022-03-03,
2022-03-04,
2022-03-05,
2022-03-06,
2022-03-07,
2022-03-08,
2022-03-09,
2022-03-10,
2022-03-11,
2022-03-12,
2022-03-13,
2022-03-14,
2022-03-15,
2022-03-16,
2022-03-17,
2022-03-18,
2022-03-19,
2022-03-20,
2022-03-21,
2022-03-22,
2022-03-23,
2022-03-24,
2022-03-25,
2022-03-26,
2022-03-27,
2022-03-28,
2022-03-29,
2022-03-30,
2022-03-31,
2022-04-01,
2022-04-02,
2022-04-03,
2022-04-04,
2022-04-05,
2022-04-06,
2022-04-07,
2022-04-08,
2022-04-09,
2022-04-10,
2022-04-11,
2022-04-12,
2022-04-13,
2022-04-14,
2022-04-15,
2022-04-16,
2022-04-17,
2022-04-18,
2022-04-19,
2022-04-20,
2022-04-21,
2022-04-22,
2022-04-23,
2022-04-24,
2022-04-25,
2022-04-26,
2022-04-27,
2022-04-28,
2022-04-29,
2022-04-30,
2022-05-01,61.473300970873794
2022-05-02,46.49442947092708
2022-05-03,45.8106882964455
2022-05-04,49.42367150853416
2022-05-05,49.457694697463026
2022-05-06,49.49171788639189
2022-05-07,55.26785598260432
2022-05-08,58.89711115461548
2022-05-09,49.59378745317848
2022-05-10,50.347054274601646
2022-05-11,56.13946433073658
2022-05-12,54.73746570314992
2022-05-13,54.054217618362955
2022-05-14,60.5821432669147
2022-05-15,68.56236269190444
2022-05-16,53.4429606289907
2022-05-17,56.37023030781929
2022-05-18,61.4710097543587
2022-05-19,57.170833739926096
2022-05-20,58.658136884682214
2022-05-21,68.11875619870338
2022-05-22,71.06574946531683
2022-05-23,57.326650083426394
2022-05-24,59.54404483395849
2022-05-25,51.59143843186752
2022-05-26,54.534980070618616
2022-05-27,56.75484026962382
2022-05-28,64.07449373577917
2022-05-29,71.40400899582697
2022-05-30,72.9105426386733
2022-05-31,61.28627535083376
2022-06-01,58.407328462078034
2022-06-02,59.17736033311833
2022-06-03,61.4105339538783
2022-06-04,65.84137873738551
2022-06-05,69.54607663267372
2022-06-06,60.06967844842467
2022-06-07,58.64401151549621
2022-06-08,56.48282899015093
2022-06-09,60.19097851330149
2022-06-10,61.700470694315555
2022-06-11,66.88704774771905
2022-06-12,71.34501246443043
2022-06-13,60.35271193313724
2022-06-14,62.60265060351433
2022-06-15,63.381558089057805
2022-06-16,56.786572242037586
2022-06-17,60.51444535297299
2022-06-18,70.15504240553089
2022-06-19,70.2018859265199
2022-06-20,67.2908882076138
2022-06-21,62.89603897181394
2022-06-22,65.89973755330882
2022-06-23,64.46174337801482
2022-06-24,64.50464218144687
2022-06-25,68.25716977711333
2022-06-26,73.49946596600903
2022-06-27,66.11916246741525
2022-06-28,61.70261728505206
2022-06-29,64.71913619860709
2022-06-30,61.784470174359164
2022-07-01,65.54981810208578
2022-07-02,72.30160647199554
2022-07-03,67.12834284034682
2022-07-04,74.63635656984748
2022-07-05,63.482815708413156
