Time,nashville_weather
2022-12-24,63.07349665924276
2022-12-25,34.20935412026726
2022-12-26,58.79732739420935
2022-12-27,38.48552338530067
2022-12-28,26.726057906458795
2022-12-29,35.27839643652561
2022-12-30,32.071269487750556
2022-12-31,25.657015590200444
2023-01-01,29.93318485523385
2023-01-02,28.864142538975496
2023-01-03,42.76169265033407
2023-01-04,23.51893095768374
2023-01-05,16.035634743875278
2023-01-06,17.10467706013363
2023-01-07,20.311804008908684
2023-01-08,19.242761692650333
2023-01-09,16.035634743875278
2023-01-10,17.10467706013363
2023-01-11,20.311804008908684
2023-01-12,38.48552338530067
2023-01-13,34.20935412026726
2023-01-14,19.242761692650333
2023-01-15,19.242761692650333
2023-01-16,19.242761692650333
2023-01-17,17.10467706013363
2023-01-18,20.311804008908684
2023-01-19,21.380846325167035
2023-01-20,18.17371937639198
2023-01-21,17.10467706013363
2023-01-22,21.380846325167035
2023-01-23,19.242761692650333
2023-01-24,21.380846325167035
2023-01-25,24.58797327394209
2023-01-26,21.380846325167035
2023-01-27,18.17371937639198
2023-01-28,19.242761692650333
2023-01-29,24.58797327394209
2023-01-30,38.48552338530067
2023-01-31,69.48775055679286
2023-02-01,58.79732739420935
2023-02-02,39.554565701559014
2023-02-03,21.380846325167035
2023-02-04,19.242761692650333
2023-02-05,17.10467706013363
2023-02-06,17.10467706013363
2023-02-07,17.10467706013363
2023-02-08,21.380846325167035
2023-02-09,21.380846325167035
2023-02-10,17.10467706013363
2023-02-11,19.242761692650333
2023-02-12,17.10467706013363
2023-02-13,16.035634743875278
2023-02-14,19.242761692650333
2023-02-15,27.795100222717146
2023-02-16,82.31625835189308
2023-02-17,27.795100222717146
2023-02-18,21.380846325167035
2023-02-19,21.380846325167035
2023-02-20,22.44988864142539
2023-02-21,21.380846325167035
2023-02-22,24.58797327394209
2023-02-23,25.657015590200444
2023-02-24,27.795100222717146
2023-02-25,25.657015590200444
2023-02-26,22.44988864142539
2023-02-27,27.795100222717146
2023-02-28,21.380846325167035
2023-03-01,26.726057906458795
2023-03-02,35.27839643652561
2023-03-03,81.24721603563474
2023-03-04,29.93318485523385
2023-03-05,20.311804008908684
2023-03-06,18.17371937639198
2023-03-07,20.311804008908684
2023-03-08,22.44988864142539
2023-03-09,24.58797327394209
2023-03-10,23.51893095768374
2023-03-11,24.58797327394209
2023-03-12,24.58797327394209
2023-03-13,22.44988864142539
2023-03-14,22.44988864142539
2023-03-15,20.311804008908684
2023-03-16,22.44988864142539
2023-03-17,24.58797327394209
2023-03-18,21.380846325167035
2023-03-19,23.51893095768374
2023-03-20,23.51893095768374
2023-03-21,23.51893095768374
2023-03-22,26.726057906458795
2023-03-23,26.726057906458795
2023-03-24,38.48552338530067
2023-03-25,51.31403118040089
2023-03-26,22.44988864142539
2023-03-27,39.554565701559014
2023-03-28,42.76169265033407
2023-03-29,35.27839643652561
2023-03-30,32.071269487750556
2023-03-31,67.34966592427617
2023-04-01,91.93763919821825
2023-04-02,24.58797327394209
2023-04-03,25.657015590200444
2023-04-04,34.20935412026726
2023-04-05,54.52115812917594
2023-04-06,36.34743875278396
2023-04-07,25.657015590200444
2023-04-08,25.657015590200444
2023-04-09,16.035634743875278
2023-04-10,19.242761692650333
2023-04-11,17.10467706013363
2023-04-12,16.035634743875278
2023-04-13,21.380846325167035
2023-04-14,22.44988864142539
2023-04-15,21.380846325167035
2023-04-16,26.726057906458795
2023-04-17,19.242761692650333
2023-04-18,17.10467706013363
2023-04-19,19.242761692650333
2023-04-20,20.311804008908684
2023-04-21,27.795100222717146
2023-04-22,27.795100222717146
2023-04-23,21.380846325167035
2023-04-24,21.380846325167035
2023-04-25,20.311804008908684
2023-04-26,22.695410321714387
2023-04-27,25.795121535363005
2023-04-28,26.329642693492183
2023-04-29,24.761884464146796
2023-04-30,24.263168551059767
2023-05-01,20.130220266194947
2023-05-02,23.72864739293059
2023-05-03,25.296405622275977
2023-05-04,27.861595677795414
2023-05-05,36.626208160612094
2023-05-06,33.027781033876444
2023-05-07,56.75642842680704
2023-05-08,52.124764228855184
2023-05-09,21.16345733741115
2023-05-10,17.03050905254633
2023-05-11,22.695410321714387
2023-05-12,25.296405622275977
2023-05-13,23.229931479843565
2023-05-14,21.16345733741115
2023-05-15,20.130220266194947
2023-05-16,20.130220266194947
2023-05-17,15.99727198133012
2023-05-18,19.09698319497874
2023-05-19,24.761884464146796
2023-05-20,25.795121535363005
2023-05-21,12.897560767681503
2023-05-22,11.864323696465295
2023-05-23,12.897560767681503
2023-05-24,11.864323696465295
2023-05-25,11.864323696465295
2023-05-26,11.969181914088722
2023-05-27,14.961477392610904
2023-05-28,13.964045566436843
2023-05-29,13.964045566436843
2023-05-30,10.971750087914662
2023-05-31,11.969181914088722
2023-06-01,12.966613740262783
2023-06-02,10.971750087914662
2023-06-03,10.971750087914662
2023-06-04,17.953772871133083
2023-06-05,10.971750087914662
2023-06-06,9.974318261740603
2023-06-07,14.961477392610904
2023-06-08,10.971750087914662
2023-06-09,11.969181914088722
2023-06-10,13.964045566436843
2023-06-11,38.899841220788346
2023-06-12,16.956341044959025
2023-06-13,13.964045566436843
2023-06-14,16.956341044959025
2023-06-15,19.948636523481206
2023-06-16,14.961477392610904
2023-06-17,12.966613740262783
2023-06-18,22.940932002003386
2023-06-19,27.928091132873686
2023-06-20,24.935795654351505
2023-06-21,20.946068349655263
2023-06-22,18.951204697307144
2023-06-23,19.948636523481206
2023-06-24,19.948636523481206
2023-06-25,46.87929583018083
2023-06-26,21.943500175829325
2023-06-27,13.964045566436843
2023-06-28,15.958909218784964
2023-06-29,40.89470487313647
2023-06-30,24.935795654351505
2023-07-01,61.84077322279173
2023-07-02,33.91268208991805
2023-07-03,21.943500175829325
2023-07-04,18.951204697307144
2023-07-05,19.948636523481206
2023-07-06,18.951204697307144
2023-07-07,15.958909218784964
2023-07-08,28.925522959047747
2023-07-09,22.940932002003386
2023-07-10,14.961477392610904
2023-07-11,12.966613740262783
2023-07-12,15.958909218784964
2023-07-13,17.953772871133083
2023-07-14,22.940932002003386
2023-07-15,29.92295478522181
2023-07-16,15.958909218784964
2023-07-17,14.961477392610904
2023-07-18,29.92295478522181
2023-07-19,26.930659306699628
2023-07-20,30.920386611395866
2023-07-21,17.953772871133083
2023-07-22,12.966613740262783
2023-07-23,11.969181914088722
2023-07-24,13.964045566436843
2023-07-25,12.966613740262783
2023-07-26,12.966613740262783
2023-07-27,11.969181914088722
2023-07-28,14.961477392610904
2023-07-29,19.948636523481206
2023-07-30,22.940932002003386
2023-07-31,11.969181914088722
2023-08-01,9.974318261740603
2023-08-02,12.966613740262783
2023-08-03,23.938363828177444
2023-08-04,20.946068349655263
2023-08-05,23.938363828177444
2023-08-06,22.940932002003386
2023-08-07,24.935795654351505
2023-08-08,15.958909218784964
2023-08-09,24.935795654351505
2023-08-10,22.940932002003386
2023-08-11,15.958909218784964
2023-08-12,28.925522959047747
2023-08-13,26.930659306699628
2023-08-14,21.943500175829325
2023-08-15,13.964045566436843
2023-08-16,11.969181914088722
2023-08-17,10.971750087914662
2023-08-18,10.971750087914662
2023-08-19,11.969181914088722
2023-08-20,17.953772871133083
2023-08-21,12.966613740262783
2023-08-22,11.969181914088722
2023-08-23,13.964045566436843
2023-08-24,12.966613740262783
2023-08-25,13.964045566436843
2023-08-26,24.935795654351505
2023-08-27,26.930659306699628
2023-08-28,14.961477392610904
2023-08-29,12.966613740262783
2023-08-30,12.966613740262783
2023-08-31,12.966613740262783
2023-09-01,12.966613740262783
2023-09-02,12.966613740262783
2023-09-03,10.971750087914662
2023-09-04,10.971750087914662
2023-09-05,15.958909218784964
2023-09-06,17.953772871133083
2023-09-07,11.969181914088722
2023-09-08,10.971750087914662
2023-09-09,11.969181914088722
2023-09-10,12.966613740262783
2023-09-11,12.966613740262783
2023-09-12,15.958909218784964
2023-09-13,10.971750087914662
2023-09-14,11.969181914088722
2023-09-15,14.961477392610904
2023-09-16,23.938363828177444
2023-09-17,18.951204697307144
2023-09-18,11.969181914088722
2023-09-19,11.969181914088722
2023-09-20,9.974318261740603
2023-09-21,12.966613740262783
2023-09-22,10.971750087914662
2023-09-23,13.964045566436843
2023-09-24,14.961477392610904
2023-09-25,11.969181914088722
2023-09-26,12.966613740262783
2023-09-27,15.958909218784964
2023-09-28,24.935795654351505
2023-09-29,15.958909218784964
2023-09-30,13.964045566436843
2023-10-01,13.964045566436843
2023-10-02,12.966613740262783
2023-10-03,11.969181914088722
2023-10-04,15.958909218784964
2023-10-05,23.938363828177444
2023-10-06,17.953772871133083
2023-10-07,15.958909218784964
2023-10-08,16.956341044959025
2023-10-09,15.958909218784964
2023-10-10,12.966613740262783
2023-10-11,16.956341044959025
2023-10-12,16.956341044959025
2023-10-13,16.956341044959025
2023-10-14,20.946068349655263
2023-10-15,19.948636523481206
2023-10-16,15.958909218784964
2023-10-17,14.961477392610904
2023-10-18,14.961477392610904
2023-10-19,19.948636523481206
2023-10-20,16.956341044959025
2023-10-21,13.964045566436843
2023-10-22,13.964045566436843
2023-10-23,15.958909218784964
2023-10-24,15.958909218784964
2023-10-25,13.964045566436843
2023-10-26,13.964045566436843
2023-10-27,18.951204697307144
2023-10-28,20.946068349655263
2023-10-29,22.940932002003386
2023-10-30,21.943500175829325
2023-10-31,18.951204697307144
2023-11-01,15.958909218784964
2023-11-02,15.958909218784964
2023-11-03,14.961477392610904
2023-11-04,14.961477392610904
2023-11-05,14.961477392610904
2023-11-06,13.964045566436843
2023-11-07,13.964045566436843
2023-11-08,15.958909218784964
2023-11-09,18.951204697307144
2023-11-10,17.953772871133083
2023-11-11,14.961477392610904
2023-11-12,12.966613740262783
2023-11-13,13.964045566436843
2023-11-14,12.966613740262783
2023-11-15,12.966613740262783
2023-11-16,15.958909218784964
2023-11-17,17.953772871133083
2023-11-18,13.964045566436843
2023-11-19,14.961477392610904
2023-11-20,17.953772871133083
2023-11-21,19.948636523481206
2023-11-22,12.966613740262783
2023-11-23,12.966613740262783
2023-11-24,11.969181914088722
2023-11-25,13.964045566436843
2023-11-26,18.951204697307144
2023-11-27,13.964045566436843
2023-11-28,14.961477392610904
2023-11-29,14.961477392610904
2023-11-30,15.958909218784964
2023-12-01,16.956341044959025
2023-12-02,16.956341044959025
2023-12-03,17.953772871133083
2023-12-04,13.964045566436843
2023-12-05,13.964045566436843
2023-12-06,12.966613740262783
2023-12-07,12.966613740262783
2023-12-08,14.961477392610904
2023-12-09,86.77656887714323
2023-12-10,61.84077322279173
2023-12-11,18.951204697307144
2023-12-12,12.966613740262783
2023-12-13,12.966613740262783
2023-12-14,11.969181914088722
2023-12-15,12.966613740262783
2023-12-16,15.958909218784964
2023-12-17,18.951204697307144
2023-12-18,13.964045566436843
2023-12-19,14.961477392610904
2023-12-20,12.966613740262783
2023-12-21,11.969181914088722
2023-12-22,13.165190593194092
2023-12-23,17.886064732983478
2023-12-24,16.830525176307887
2023-12-25,18.941604289659065
2023-12-26,21.551399316097275
2023-12-27,19.99714384633465
2023-12-28,19.99714384633465
2023-12-29,25.773557542799626
2023-12-30,21.052683403010242
2023-12-31,16.830525176307887
2024-01-01,33.16233443952875
2024-01-02,15.27626970654527
2024-01-03,15.7749856196323
2024-01-04,15.7749856196323
2024-01-05,17.387348819896445
2024-01-06,21.052683403010242
2024-01-07,22.60693887277286
2024-01-08,23.66247842944845
2024-01-09,39.9942876926693
2024-01-10,32.60551079594019
2024-01-11,29.99571576950198
2024-01-12,47.38306458939843
2024-01-13,43.65962227578311
2024-01-14,70.48871937525831
2024-01-15,99.98571923167327
2024-01-16,59.99143153900396
2024-01-17,57.88035242565279
2024-01-18,63.65676612211776
2024-01-19,51.54711508559925
2024-01-20,31.051255326177568
2024-01-21,28.954829466605037
2024-01-22,27.84118217942792
2024-01-23,21.15929845636522
2024-01-24,20.0456511691881
2024-01-25,21.15929845636522
2024-01-26,16.704709307656753
2024-01-27,17.81835659483387
2024-01-28,17.81835659483387
2024-01-29,15.591062020479635
2024-01-30,14.477414733302519
2024-01-31,13.3637674461254
2024-02-01,11.136472871771169
2024-02-02,11.136472871771169
2024-02-03,15.591062020479635
2024-02-04,14.477414733302519
2024-02-05,12.250120158948285
2024-02-06,13.3637674461254
2024-02-07,14.477414733302519
2024-02-08,13.3637674461254
2024-02-09,15.591062020479635
2024-02-10,16.704709307656753
2024-02-11,13.3637674461254
2024-02-12,18.932003882010985
2024-02-13,22.272945743542337
2024-02-14,11.136472871771169
2024-02-15,13.3637674461254
2024-02-16,21.15929845636522
2024-02-17,17.81835659483387
2024-02-18,18.932003882010985
2024-02-19,14.477414733302519
2024-02-20,13.3637674461254
2024-02-21,13.3637674461254
2024-02-22,15.591062020479635
2024-02-23,16.704709307656753
2024-02-24,14.477414733302519
2024-02-25,16.704709307656753
2024-02-26,14.477414733302519
2024-02-27,20.0456511691881
2024-02-28,23.386593030719453
2024-02-29,14.477414733302519
2024-03-01,16.704709307656753
2024-03-02,15.591062020479635
2024-03-03,15.591062020479635
2024-03-04,17.81835659483387
2024-03-05,18.932003882010985
2024-03-06,16.704709307656753
2024-03-07,15.591062020479635
2024-03-08,18.932003882010985
2024-03-09,20.0456511691881
2024-03-10,14.477414733302519
2024-03-11,15.591062020479635
2024-03-12,13.3637674461254
2024-03-13,16.704709307656753
2024-03-14,22.272945743542337
2024-03-15,27.84118217942792
2024-03-16,16.704709307656753
2024-03-17,15.591062020479635
2024-03-18,17.81835659483387
2024-03-19,18.932003882010985
2024-03-20,15.591062020479635
2024-03-21,15.591062020479635
2024-03-22,20.0456511691881
2024-03-23,20.0456511691881
2024-03-24,18.932003882010985
2024-03-25,18.932003882010985
2024-03-26,21.15929845636522
2024-03-27,13.3637674461254
2024-03-28,14.477414733302519
2024-03-29,13.3637674461254
2024-03-30,13.3637674461254
2024-03-31,14.477414733302519
2024-04-01,27.84118217942792
2024-04-02,111.36472871771169
2024-04-03,28.954829466605037
2024-04-04,17.81835659483387
2024-04-05,18.932003882010985
2024-04-06,16.704709307656753
2024-04-07,17.81835659483387
2024-04-08,21.15929845636522
2024-04-09,20.0456511691881
2024-04-10,18.932003882010985
2024-04-11,21.15929845636522
2024-04-12,15.591062020479635
2024-04-13,13.3637674461254
2024-04-14,12.250120158948285
2024-04-15,14.477414733302519
2024-04-16,16.704709307656753
2024-04-17,18.932003882010985
2024-04-18,17.81835659483387
2024-04-19,18.932003882010985
2024-04-20,18.932003882010985
2024-04-21,17.81835659483387
2024-04-22,13.3637674461254
2024-04-23,12.250120158948285
2024-04-24,13.3637674461254
2024-04-25,14.477414733302519
2024-04-26,15.591062020479635
2024-04-27,14.477414733302519
2024-04-28,14.477414733302519
2024-04-29,16.704709307656753
2024-04-30,16.704709307656753
2024-05-01,12.250120158948285
2024-05-02,16.704709307656753
2024-05-03,23.386593030719453
2024-05-04,25.613887605073685
2024-05-05,16.704709307656753
2024-05-06,21.15929845636522
2024-05-07,22.272945743542337
2024-05-08,77.95531010239817
2024-05-09,51.22777521014737
2024-05-10,15.591062020479635
2024-05-11,12.250120158948285
2024-05-12,12.250120158948285
2024-05-13,15.591062020479635
2024-05-14,24.50024031789657
2024-05-15,17.81835659483387
2024-05-16,17.81835659483387
2024-05-17,20.0456511691881
2024-05-18,21.15929845636522
2024-05-19,13.3637674461254
2024-05-20,11.136472871771169
2024-05-21,12.250120158948285
2024-05-22,27.84118217942792
2024-05-23,25.613887605073685
2024-05-24,23.386593030719453
2024-05-25,26.7275348922508
2024-05-26,43.43224419990756
2024-05-27,32.29577132813639
2024-05-28,11.136472871771169
2024-05-29,11.136472871771169
2024-05-30,11.136472871771169
2024-05-31,15.591062020479635
2024-06-01,21.15929845636522
2024-06-02,13.3637674461254
2024-06-03,16.704709307656753
2024-06-04,17.81835659483387
2024-06-05,16.704709307656753
2024-06-06,12.250120158948285
2024-06-07,8.909178297416934
2024-06-08,14.477414733302519
2024-06-09,18.932003882010985
2024-06-10,10.02282558459405
2024-06-11,7.795531010239817
2024-06-12,8.909178297416934
2024-06-13,10.02282558459405
2024-06-14,8.909178297416934
2024-06-15,10.02282558459405
2024-06-16,18.932003882010985
2024-06-17,14.477414733302519
2024-06-18,11.136472871771169
2024-06-19,11.136472871771169
2024-06-20,8.909178297416934
2024-06-21,12.250120158948285
2024-06-22,12.250120158948285
2024-06-23,18.932003882010985
2024-06-24,12.250120158948285
2024-06-25,11.136472871771169
2024-06-26,18.932003882010985
2024-06-27,15.591062020479635
2024-06-28,11.136472871771169
2024-06-29,15.591062020479635
2024-06-30,31.18212404095927
2024-07-01,11.136472871771169
2024-07-02,11.136472871771169
2024-07-03,15.591062020479635
2024-07-04,17.81835659483387
2024-07-05,17.81835659483387
2024-07-06,11.136472871771169
2024-07-07,11.136472871771169
2024-07-08,15.591062020479635
2024-07-09,20.0456511691881
2024-07-10,14.477414733302519
2024-07-11,10.02282558459405
2024-07-12,8.909178297416934
2024-07-13,8.909178297416934
2024-07-14,8.909178297416934
2024-07-15,10.02282558459405
2024-07-16,16.704709307656753
2024-07-17,18.932003882010985
2024-07-18,14.477414733302519
2024-07-19,12.250120158948285
2024-07-20,18.932003882010985
2024-07-21,17.81835659483387
2024-07-22,14.477414733302519
2024-07-23,13.3637674461254
2024-07-24,14.477414733302519
2024-07-25,13.3637674461254
2024-07-26,13.3637674461254
2024-07-27,13.3637674461254
2024-07-28,16.704709307656753
2024-07-29,17.81835659483387
2024-07-30,13.3637674461254
2024-07-31,18.932003882010985
2024-08-01,10.02282558459405
2024-08-02,14.477414733302519
2024-08-03,13.3637674461254
2024-08-04,11.136472871771169
2024-08-05,11.136472871771169
2024-08-06,11.136472871771169
2024-08-07,13.3637674461254
2024-08-08,10.02282558459405
2024-08-09,10.02282558459405
2024-08-10,8.909178297416934
2024-08-11,8.909178297416934
2024-08-12,7.795531010239817
2024-08-13,7.795531010239817
2024-08-14,8.909178297416934
2024-08-15,10.02282558459405
2024-08-16,14.477414733302519
2024-08-17,14.477414733302519
2024-08-18,18.772911412414253
2024-08-19,10.02282558459405
2024-08-20,8.193262184231644
2024-08-21,10.02282558459405
2024-08-22,10.02282558459405
2024-08-23,10.02282558459405
2024-08-24,8.193262184231644
2024-08-25,10.02282558459405
2024-08-26,10.02282558459405
2024-08-27,11.2955653413679
2024-08-28,12.568305098141746
2024-08-29,13.125128741730304
2024-08-30,18.772911412414253
2024-08-31,18.772911412414253
2024-09-01,22.5911306827358
2024-09-02,13.125128741730304
2024-09-03,11.2955653413679
2024-09-04,10.02282558459405
2024-09-05,9.466001941005493
2024-09-06,10.57964922818261
2024-09-07,12.568305098141746
2024-09-08,11.852388984956457
2024-09-09,14.397868498504153
2024-09-10,13.841044854915594
2024-09-11,18.216087768825695
2024-09-12,31.341216510556002
2024-09-13,24.420694083098205
2024-09-14,24.420694083098205
2024-09-15,15.670608255278001
2024-09-16,11.2955653413679
2024-09-17,11.45465781096463
2024-09-18,11.45465781096463
2024-09-19,10.02282558459405
2024-09-20,11.45465781096463
2024-09-21,15.750154490076365
2024-09-22,15.750154490076365
