Time,austin_butler
2022-04-27,4.0
2022-04-28,3.0
2022-04-29,3.0
2022-04-30,5.0
2022-05-01,5.0
2022-05-02,21.0
2022-05-03,58.0
2022-05-04,24.0
2022-05-05,14.0
2022-05-06,19.0
2022-05-07,19.0
2022-05-08,16.0
2022-05-09,10.0
2022-05-10,7.0
2022-05-11,7.0
2022-05-12,11.0
2022-05-13,10.0
2022-05-14,8.0
2022-05-15,13.0
2022-05-16,10.0
2022-05-17,12.0
2022-05-18,8.0
2022-05-19,10.0
2022-05-20,7.0
2022-05-21,11.0
2022-05-22,12.0
2022-05-23,14.0
2022-05-24,20.0
2022-05-25,31.0
2022-05-26,62.0
2022-05-27,48.0
2022-05-28,39.0
2022-05-29,40.0
2022-05-30,37.0
2022-05-31,27.0
2022-06-01,23.0
2022-06-02,23.0
2022-06-03,21.0
2022-06-04,22.0
2022-06-05,23.0
2022-06-06,18.0
2022-06-07,23.0
2022-06-08,24.0
2022-06-09,20.0
2022-06-10,25.0
2022-06-11,25.0
2022-06-12,26.0
2022-06-13,28.0
2022-06-14,25.0
2022-06-15,26.0
2022-06-16,79.0
2022-06-17,60.0
2022-06-18,57.0
2022-06-19,58.0
2022-06-20,42.0
2022-06-21,43.0
2022-06-22,56.0
2022-06-23,50.0
2022-06-24,81.0
2022-06-25,91.0
2022-06-26,100.0
2022-06-27,83.0
2022-06-28,66.0
2022-06-29,66.0
2022-06-30,65.0
2022-07-01,71.0
2022-07-02,86.0
2022-07-03,82.0
2022-07-04,74.0
2022-07-05,55.0
2022-07-06,53.0
2022-07-07,47.0
2022-07-08,42.0
2022-07-09,59.0
2022-07-10,51.0
2022-07-11,40.0
2022-07-12,30.0
2022-07-13,36.0
2022-07-14,30.0
2022-07-15,30.0
2022-07-16,34.0
2022-07-17,35.0
2022-07-18,27.0
2022-07-19,26.0
2022-07-20,25.0
2022-07-21,26.0
2022-07-22,29.0
2022-07-23,33.0
2022-07-24,34.0
2022-07-25,29.0
2022-07-26,27.0
2022-07-27,33.0
2022-07-28,27.0
2022-07-29,26.0
2022-07-30,27.0
2022-07-31,27.0
2022-08-01,23.0
2022-08-02,20.0
2022-08-03,18.0
2022-08-04,18.0
2022-08-05,35.0
2022-08-06,39.0
2022-08-07,30.0
2022-08-08,21.0
2022-08-09,21.0
2022-08-10,28.0
2022-08-11,25.0
2022-08-12,26.0
2022-08-13,33.0
2022-08-14,39.0
2022-08-15,29.0
2022-08-16,28.0
2022-08-17,32.0
2022-08-18,25.0
2022-08-19,21.0
2022-08-20,29.0
2022-08-21,29.0
2022-08-22,20.0
2022-08-23,18.0
2022-08-24,15.0
2022-08-25,15.0
2022-08-26,16.0
2022-08-27,17.0
2022-08-28,20.0
2022-08-29,13.5311004784689
2022-08-30,11.098086124401913
2022-08-31,11.598086124401913
2022-09-01,9.66507177033493
2022-09-02,20.763157894736842
2022-09-03,60.35645933014354
2022-09-04,81.55263157894737
2022-09-05,70.45454545454545
2022-09-06,42.45933014354067
2022-09-07,29.92822966507177
2022-09-08,27.495215311004785
2022-09-09,22.196172248803826
2022-09-10,31.861244019138756
2022-09-11,35.22727272727273
2022-09-12,22.696172248803826
2022-09-13,18.33014354066986
2022-09-14,17.39712918660287
2022-09-15,16.89712918660287
2022-09-16,15.464114832535884
2022-09-17,22.696172248803826
2022-09-18,22.696172248803826
2022-09-19,16.39712918660287
2022-09-20,13.0311004784689
2022-09-21,13.0311004784689
2022-09-22,11.098086124401913
2022-09-23,10.598086124401913
2022-09-24,18.33014354066986
2022-09-25,18.83014354066986
2022-09-26,12.5311004784689
2022-09-27,9.66507177033493
2022-09-28,7.464114832535885
2022-09-29,9.330143540669857
2022-09-30,9.330143540669857
2022-10-01,14.92822966507177
2022-10-02,14.92822966507177
2022-10-03,9.330143540669857
2022-10-04,9.330143540669857
2022-10-05,9.330143540669857
2022-10-06,9.330143540669857
2022-10-07,9.330143540669857
2022-10-08,11.196172248803828
2022-10-09,13.062200956937799
2022-10-10,11.196172248803828
2022-10-11,9.330143540669857
2022-10-12,7.464114832535885
2022-10-13,7.464114832535885
2022-10-14,7.464114832535885
2022-10-15,9.330143540669857
2022-10-16,11.196172248803828
2022-10-17,9.330143540669857
2022-10-18,9.330143540669857
2022-10-19,9.330143540669857
2022-10-20,9.330143540669857
2022-10-21,7.464114832535885
2022-10-22,9.330143540669857
2022-10-23,9.330143540669857
2022-10-24,7.464114832535885
2022-10-25,7.464114832535885
2022-10-26,7.464114832535885
2022-10-27,7.464114832535885
2022-10-28,5.598086124401914
2022-10-29,7.464114832535885
2022-10-30,11.196172248803828
2022-10-31,7.464114832535885
2022-11-01,5.598086124401914
2022-11-02,5.598086124401914
2022-11-03,5.598086124401914
2022-11-04,5.598086124401914
2022-11-05,7.464114832535885
2022-11-06,9.330143540669857
2022-11-07,5.598086124401914
2022-11-08,5.598086124401914
2022-11-09,3.7320574162679425
2022-11-10,5.598086124401914
2022-11-11,5.598086124401914
2022-11-12,7.464114832535885
2022-11-13,7.464114832535885
2022-11-14,5.598086124401914
2022-11-15,5.598086124401914
2022-11-16,11.196172248803828
2022-11-17,9.330143540669857
2022-11-18,7.464114832535885
2022-11-19,9.330143540669857
2022-11-20,7.464114832535885
2022-11-21,7.464114832535885
2022-11-22,5.598086124401914
2022-11-23,7.464114832535885
2022-11-24,7.464114832535885
2022-11-25,7.464114832535885
2022-11-26,9.330143540669857
2022-11-27,7.464114832535885
2022-11-28,7.464114832535885
2022-11-29,7.464114832535885
2022-11-30,7.464114832535885
2022-12-01,5.598086124401914
2022-12-02,5.598086124401914
2022-12-03,9.330143540669857
2022-12-04,7.464114832535885
2022-12-05,7.464114832535885
2022-12-06,5.598086124401914
2022-12-07,7.464114832535885
2022-12-08,7.464114832535885
2022-12-09,7.464114832535885
2022-12-10,9.330143540669857
2022-12-11,20.526315789473685
2022-12-12,16.794258373205743
2022-12-13,11.196172248803828
2022-12-14,9.330143540669857
2022-12-15,16.794258373205743
2022-12-16,14.92822966507177
2022-12-17,22.392344497607656
2022-12-18,173.54066985645932
2022-12-19,78.37320574162679
2022-12-20,35.45454545454545
2022-12-21,22.392344497607656
2022-12-22,16.794258373205743
2022-12-23,18.660287081339714
2022-12-24,16.794258373205743
2022-12-25,16.794258373205743
2022-12-26,16.794258373205743
2022-12-27,14.92822966507177
2022-12-28,11.196172248803828
2022-12-29,11.196172248803828
2022-12-30,13.062200956937799
2022-12-31,13.062200956937799
2023-01-01,11.196172248803828
2023-01-02,13.062200956937799
2023-01-03,9.330143540669857
2023-01-04,7.464114832535885
2023-01-05,7.464114832535885
2023-01-06,11.196172248803828
2023-01-07,14.92822966507177
2023-01-08,14.92822966507177
2023-01-09,11.196172248803828
2023-01-10,22.392344497607656
2023-01-11,167.94258373205741
2023-01-12,89.56937799043062
2023-01-13,186.60287081339712
2023-01-14,104.49760765550239
2023-01-15,72.77511961722487
2023-01-16,67.17703349282297
2023-01-17,41.05263157894737
2023-01-18,31.72248803827751
2023-01-19,27.99043062200957
2023-01-20,35.45454545454545
2023-01-21,41.05263157894737
2023-01-22,37.32057416267943
2023-01-23,24.258373205741627
2023-01-24,26.124401913875598
2023-01-25,24.258373205741627
2023-01-26,26.124401913875598
2023-01-27,18.660287081339714
2023-01-28,20.526315789473685
2023-01-29,18.660287081339714
2023-01-30,13.062200956937799
2023-01-31,24.258373205741627
2023-02-01,14.92822966507177
2023-02-02,13.062200956937799
2023-02-03,20.526315789473685
2023-02-04,26.124401913875598
2023-02-05,20.526315789473685
2023-02-06,13.062200956937799
2023-02-07,11.196172248803828
2023-02-08,9.330143540669857
2023-02-09,9.330143540669857
2023-02-10,9.330143540669857
2023-02-11,11.196172248803828
2023-02-12,11.196172248803828
2023-02-13,7.464114832535885
2023-02-14,9.330143540669857
2023-02-15,9.330143540669857
2023-02-16,16.794258373205743
2023-02-17,20.526315789473685
2023-02-18,18.660287081339714
2023-02-19,42.91866028708134
2023-02-20,29.85645933014354
2023-02-21,20.526315789473685
2023-02-22,16.794258373205743
2023-02-23,11.196172248803828
2023-02-24,11.196172248803828
2023-02-25,14.92822966507177
2023-02-26,16.794258373205743
2023-02-27,24.258373205741627
2023-02-28,24.258373205741627
2023-03-01,16.794258373205743
2023-03-02,13.062200956937799
2023-03-03,13.062200956937799
2023-03-04,14.92822966507177
2023-03-05,14.92822966507177
2023-03-06,9.330143540669857
2023-03-07,9.330143540669857
2023-03-08,9.330143540669857
2023-03-09,9.330143540669857
2023-03-10,11.196172248803828
2023-03-11,16.794258373205743
2023-03-12,63.44497607655502
2023-03-13,136.2200956937799
2023-03-14,69.04306220095694
2023-03-15,37.32057416267943
2023-03-16,22.392344497607656
2023-03-17,20.526315789473685
2023-03-18,24.258373205741627
2023-03-19,26.124401913875598
2023-03-20,14.92822966507177
2023-03-21,11.196172248803828
2023-03-22,13.062200956937799
2023-03-23,13.062200956937799
2023-03-24,11.196172248803828
2023-03-25,13.062200956937799
2023-03-26,11.196172248803828
2023-03-27,9.330143540669857
2023-03-28,9.330143540669857
2023-03-29,7.464114832535885
2023-03-30,7.464114832535885
2023-03-31,7.464114832535885
2023-04-01,7.464114832535885
2023-04-02,9.330143540669857
2023-04-03,7.464114832535885
2023-04-04,7.464114832535885
2023-04-05,7.464114832535885
2023-04-06,9.330143540669857
2023-04-07,7.464114832535885
2023-04-08,9.330143540669857
2023-04-09,9.330143540669857
2023-04-10,7.464114832535885
2023-04-11,9.330143540669857
2023-04-12,7.464114832535885
2023-04-13,5.598086124401914
2023-04-14,5.598086124401914
2023-04-15,7.464114832535885
2023-04-16,9.330143540669857
2023-04-17,5.598086124401914
2023-04-18,3.7320574162679425
2023-04-19,5.598086124401914
2023-04-20,5.598086124401914
2023-04-21,5.598086124401914
2023-04-22,7.464114832535885
2023-04-23,9.330143540669857
2023-04-24,9.330143540669857
2023-04-25,7.464114832535885
2023-04-26,9.191183956021582
2023-04-27,10.600631171739794
2023-04-28,7.781736740303369
2023-04-29,7.543520309477756
2023-04-30,7.3053038786521425
2023-05-01,5.89585666293393
2023-05-02,11.077064033391022
2023-05-03,14.372391326478672
2023-05-04,11.077064033391022
2023-05-05,8.714751094370355
2023-05-06,10.600631171739794
2023-05-07,7.3053038786521425
2023-05-08,7.543520309477756
2023-05-09,5.89585666293393
2023-05-10,7.543520309477756
2023-05-11,5.1812073704570905
2023-05-12,5.89585666293393
2023-05-13,5.657640232108317
2023-05-14,5.419423801282704
2023-05-15,4.009976585564491
2023-05-16,4.009976585564491
2023-05-17,5.657640232108317
2023-05-18,5.419423801282704
2023-05-19,5.1812073704570905
2023-05-20,5.657640232108317
2023-05-21,5.657640232108317
2023-05-22,5.419423801282704
2023-05-23,4.009976585564491
2023-05-24,3.771760154738878
2023-05-25,12.486511249109233
2023-05-26,11.43438867962944
2023-05-27,8.099358648070853
2023-05-28,6.193627201465946
2023-05-29,5.240761478163494
2023-05-30,5.71719433981472
2023-05-31,5.240761478163494
2023-06-01,4.764328616512267
2023-06-02,4.764328616512267
2023-06-03,5.240761478163494
2023-06-04,5.240761478163494
2023-06-05,3.8114628932098134
2023-06-06,4.764328616512267
2023-06-07,4.764328616512267
2023-06-08,4.764328616512267
2023-06-09,5.240761478163494
2023-06-10,5.71719433981472
2023-06-11,5.71719433981472
2023-06-12,4.764328616512267
2023-06-13,3.8114628932098134
2023-06-14,3.8114628932098134
2023-06-15,3.3350300315585866
2023-06-16,3.3350300315585866
2023-06-17,4.28789575486104
2023-06-18,4.764328616512267
2023-06-19,4.28789575486104
2023-06-20,4.764328616512267
2023-06-21,5.71719433981472
2023-06-22,4.28789575486104
2023-06-23,4.28789575486104
2023-06-24,7.622925786419627
2023-06-25,5.71719433981472
2023-06-26,5.240761478163494
2023-06-27,3.8114628932098134
2023-06-28,5.71719433981472
2023-06-29,7.1464929247684
2023-06-30,7.1464929247684
2023-07-01,6.193627201465946
2023-07-02,6.670060063117173
2023-07-03,4.764328616512267
2023-07-04,5.240761478163494
2023-07-05,5.240761478163494
2023-07-06,4.28789575486104
2023-07-07,4.764328616512267
2023-07-08,4.28789575486104
2023-07-09,6.193627201465946
2023-07-10,5.240761478163494
2023-07-11,4.28789575486104
2023-07-12,4.764328616512267
2023-07-13,5.240761478163494
2023-07-14,4.764328616512267
2023-07-15,5.240761478163494
2023-07-16,14.2929858495368
2023-07-17,5.71719433981472
2023-07-18,5.71719433981472
2023-07-19,4.28789575486104
2023-07-20,3.3350300315585866
2023-07-21,4.28789575486104
2023-07-22,5.71719433981472
2023-07-23,5.240761478163494
2023-07-24,4.764328616512267
2023-07-25,3.8114628932098134
2023-07-26,3.3350300315585866
2023-07-27,3.3350300315585866
2023-07-28,3.3350300315585866
2023-07-29,4.764328616512267
2023-07-30,4.28789575486104
2023-07-31,4.28789575486104
2023-08-01,4.28789575486104
2023-08-02,4.28789575486104
2023-08-03,4.764328616512267
2023-08-04,3.8114628932098134
2023-08-05,3.8114628932098134
2023-08-06,4.28789575486104
2023-08-07,3.8114628932098134
2023-08-08,5.71719433981472
2023-08-09,8.099358648070853
2023-08-10,6.670060063117173
2023-08-11,5.240761478163494
2023-08-12,4.764328616512267
2023-08-13,4.764328616512267
2023-08-14,4.28789575486104
2023-08-15,9.052224371373306
2023-08-16,8.57579150972208
2023-08-17,8.099358648070853
2023-08-18,7.622925786419627
2023-08-19,7.1464929247684
2023-08-20,13.816552987885574
2023-08-21,5.71719433981472
2023-08-22,4.764328616512267
2023-08-23,4.28789575486104
2023-08-24,4.764328616512267
2023-08-25,3.8114628932098134
2023-08-26,4.764328616512267
2023-08-27,4.764328616512267
2023-08-28,4.28789575486104
2023-08-29,3.8114628932098134
2023-08-30,4.764328616512267
2023-08-31,3.8114628932098134
2023-09-01,4.28789575486104
2023-09-02,4.764328616512267
2023-09-03,4.764328616512267
2023-09-04,7.1464929247684
2023-09-05,5.71719433981472
2023-09-06,5.71719433981472
2023-09-07,7.622925786419627
2023-09-08,4.764328616512267
2023-09-09,7.622925786419627
2023-09-10,6.670060063117173
2023-09-11,4.764328616512267
2023-09-12,4.764328616512267
2023-09-13,4.28789575486104
2023-09-14,4.764328616512267
2023-09-15,3.8114628932098134
2023-09-16,5.240761478163494
2023-09-17,4.764328616512267
2023-09-18,3.8114628932098134
2023-09-19,3.8114628932098134
2023-09-20,3.8114628932098134
2023-09-21,4.28789575486104
2023-09-22,47.64328616512267
2023-09-23,45.26112185686653
2023-09-24,16.198717296141705
2023-09-25,4.764328616512267
2023-09-26,3.8114628932098134
2023-09-27,4.764328616512267
2023-09-28,5.240761478163494
2023-09-29,5.240761478163494
2023-09-30,5.240761478163494
2023-10-01,6.670060063117173
2023-10-02,4.764328616512267
2023-10-03,4.764328616512267
2023-10-04,5.240761478163494
2023-10-05,4.764328616512267
2023-10-06,5.240761478163494
2023-10-07,5.240761478163494
2023-10-08,6.193627201465946
2023-10-09,4.764328616512267
2023-10-10,3.3350300315585866
2023-10-11,3.3350300315585866
2023-10-12,2.3821643082561335
2023-10-13,2.85859716990736
2023-10-14,4.764328616512267
2023-10-15,5.240761478163494
2023-10-16,4.28789575486104
2023-10-17,3.8114628932098134
2023-10-18,4.28789575486104
2023-10-19,5.240761478163494
2023-10-20,3.8114628932098134
2023-10-21,4.28789575486104
2023-10-22,4.28789575486104
2023-10-23,3.3350300315585866
2023-10-24,3.8114628932098134
2023-10-25,3.3350300315585866
2023-10-26,3.3350300315585866
2023-10-27,3.8114628932098134
2023-10-28,4.764328616512267
2023-10-29,4.764328616512267
2023-10-30,4.28789575486104
2023-10-31,4.28789575486104
2023-11-01,3.8114628932098134
2023-11-02,5.240761478163494
2023-11-03,5.240761478163494
2023-11-04,7.622925786419627
2023-11-05,5.71719433981472
2023-11-06,5.71719433981472
2023-11-07,5.240761478163494
2023-11-08,4.28789575486104
2023-11-09,4.764328616512267
2023-11-10,5.240761478163494
2023-11-11,6.193627201465946
2023-11-12,5.71719433981472
2023-11-13,4.764328616512267
2023-11-14,4.28789575486104
2023-11-15,4.764328616512267
2023-11-16,4.28789575486104
2023-11-17,3.8114628932098134
2023-11-18,4.764328616512267
2023-11-19,4.28789575486104
2023-11-20,5.240761478163494
2023-11-21,3.8114628932098134
2023-11-22,5.240761478163494
2023-11-23,4.764328616512267
2023-11-24,4.28789575486104
2023-11-25,4.764328616512267
2023-11-26,4.28789575486104
2023-11-27,3.3350300315585866
2023-11-28,4.28789575486104
2023-11-29,3.3350300315585866
2023-11-30,3.3350300315585866
2023-12-01,3.8114628932098134
2023-12-02,4.28789575486104
2023-12-03,3.8114628932098134
2023-12-04,4.764328616512267
2023-12-05,4.764328616512267
2023-12-06,4.764328616512267
2023-12-07,6.670060063117173
2023-12-08,4.28789575486104
2023-12-09,10.957955817978213
2023-12-10,9.528657233024534
2023-12-11,6.193627201465946
2023-12-12,4.28789575486104
2023-12-13,4.764328616512267
2023-12-14,4.764328616512267
2023-12-15,4.28789575486104
2023-12-16,4.764328616512267
2023-12-17,13.340120126234346
2023-12-18,5.240761478163494
2023-12-19,4.28789575486104
2023-12-20,4.764328616512267
2023-12-21,4.764328616512267
2023-12-22,4.228341647154637
2023-12-23,5.53853201669551
2023-12-24,5.53853201669551
2023-12-25,7.682479894126031
2023-12-26,5.836302555227526
2023-12-27,5.836302555227526
2023-12-28,6.61050595541077
2023-12-29,6.07451898605314
2023-12-30,5.53853201669551
2023-12-31,11.910821541280667
2024-01-01,21.97546574366283
2024-01-02,15.603176219077675
2024-01-03,12.685024941463912
2024-01-04,10.838847602565407
2024-01-05,8.992670263666902
2024-01-06,12.685024941463912
2024-01-07,12.982795479995927
2024-01-08,11.136618141097424
2024-01-09,10.064644202382164
2024-01-10,7.920696324951644
2024-01-11,8.218466863483659
2024-01-12,10.064644202382164
2024-01-13,11.374834571923037
2024-01-14,11.672605110455052
2024-01-15,8.754453832841289
2024-01-16,6.61050595541077
2024-01-17,7.146492924768401
2024-01-18,7.146492924768401
2024-01-19,7.682479894126031
2024-01-20,9.528657233024534
2024-01-21,10.124198310088568
2024-01-22,7.146492924768401
2024-01-23,7.146492924768401
2024-01-24,13.101903695408733
2024-01-25,13.101903695408733
2024-01-26,18.461773388985034
2024-01-27,27.99043062200957
2024-01-28,22.63056092843327
2024-01-29,13.101903695408733
2024-01-30,13.697444772472767
2024-01-31,14.292985849536802
2024-02-01,12.506362618344701
2024-02-02,16.0796090807289
2024-02-03,19.057314466049068
2024-02-04,20.248396620177136
2024-02-05,11.315280464216634
2024-02-06,11.315280464216634
2024-02-07,12.506362618344701
2024-02-08,10.124198310088568
2024-02-09,11.910821541280667
2024-02-10,16.675150157792935
2024-02-11,13.697444772472767
2024-02-12,5.955410770640333
2024-02-13,8.337575078896467
2024-02-14,7.742034001832434
2024-02-15,7.742034001832434
2024-02-16,11.910821541280667
2024-02-17,15.484068003664868
2024-02-18,15.484068003664868
2024-02-19,11.910821541280667
2024-02-20,9.528657233024534
2024-02-21,9.528657233024534
2024-02-22,10.7197393871526
2024-02-23,10.7197393871526
2024-02-24,15.484068003664868
2024-02-25,15.484068003664868
2024-02-26,14.888526926600834
2024-02-27,17.866232311921
2024-02-28,13.697444772472767
2024-02-29,18.461773388985034
2024-03-01,29.777053853201668
2024-03-02,45.26112185686654
2024-03-03,54.78977908989107
2024-03-04,45.85666293393057
2024-03-05,31.563677084393767
2024-03-06,32.754759238521835
2024-03-07,27.99043062200957
2024-03-08,33.35030031558587
2024-03-09,38.71017000916217
2024-03-10,50.62099155044284
2024-03-11,59.554107706403336
2024-03-12,47.04774508805863
2024-03-13,36.32800570090603
2024-03-14,24.417184159625368
2024-03-15,19.652855543113102
2024-03-16,25.012725236689402
2024-03-17,26.203807390817467
2024-03-18,19.057314466049068
2024-03-19,16.675150157792935
2024-03-20,17.866232311921
2024-03-21,13.697444772472767
2024-03-22,14.292985849536802
2024-03-23,18.461773388985034
2024-03-24,18.461773388985034
2024-03-25,13.697444772472767
2024-03-26,12.506362618344701
2024-03-27,13.101903695408733
2024-03-28,11.315280464216634
2024-03-29,12.506362618344701
2024-03-30,16.675150157792935
2024-03-31,17.27069123485697
2024-04-01,13.101903695408733
2024-04-02,11.910821541280667
2024-04-03,8.9331161559605
2024-04-04,8.9331161559605
2024-04-05,8.9331161559605
2024-04-06,11.315280464216634
2024-04-07,12.506362618344701
2024-04-08,8.337575078896467
2024-04-09,8.337575078896467
2024-04-10,7.742034001832434
2024-04-11,7.146492924768401
2024-04-12,7.742034001832434
2024-04-13,11.315280464216634
2024-04-14,10.7197393871526
2024-04-15,8.337575078896467
2024-04-16,7.742034001832434
2024-04-17,11.315280464216634
2024-04-18,8.337575078896467
2024-04-19,8.337575078896467
2024-04-20,10.124198310088568
2024-04-21,13.101903695408733
2024-04-22,10.7197393871526
2024-04-23,8.337575078896467
2024-04-24,7.146492924768401
2024-04-25,7.146492924768401
2024-04-26,6.550951847704367
2024-04-27,9.528657233024534
2024-04-28,9.528657233024534
2024-04-29,6.550951847704367
2024-04-30,6.550951847704367
2024-05-01,5.955410770640333
2024-05-02,5.955410770640333
2024-05-03,5.3598696935763
2024-05-04,6.550951847704367
2024-05-05,8.9331161559605
2024-05-06,6.550951847704367
2024-05-07,6.550951847704367
2024-05-08,5.955410770640333
2024-05-09,5.955410770640333
2024-05-10,5.955410770640333
2024-05-11,5.955410770640333
2024-05-12,7.146492924768401
2024-05-13,5.955410770640333
2024-05-14,5.3598696935763
2024-05-15,5.3598696935763
2024-05-16,5.3598696935763
2024-05-17,4.764328616512267
2024-05-18,7.146492924768401
2024-05-19,7.146492924768401
2024-05-20,5.3598696935763
2024-05-21,5.955410770640333
2024-05-22,8.337575078896467
2024-05-23,8.337575078896467
2024-05-24,9.528657233024534
2024-05-25,13.101903695408733
2024-05-26,21.4394787743052
2024-05-27,16.0796090807289
2024-05-28,9.528657233024534
2024-05-29,7.742034001832434
2024-05-30,8.337575078896467
2024-05-31,6.550951847704367
2024-06-01,10.124198310088568
2024-06-02,12.506362618344701
2024-06-03,7.146492924768401
2024-06-04,8.9331161559605
2024-06-05,7.742034001832434
2024-06-06,7.146492924768401
2024-06-07,8.9331161559605
2024-06-08,11.315280464216634
2024-06-09,10.124198310088568
2024-06-10,8.9331161559605
2024-06-11,8.9331161559605
2024-06-12,8.9331161559605
2024-06-13,7.742034001832434
2024-06-14,7.742034001832434
2024-06-15,10.124198310088568
2024-06-16,10.124198310088568
2024-06-17,7.742034001832434
2024-06-18,14.888526926600834
2024-06-19,19.057314466049068
2024-06-20,13.697444772472767
2024-06-21,19.057314466049068
2024-06-22,18.461773388985034
2024-06-23,17.866232311921
2024-06-24,12.506362618344701
2024-06-25,10.7197393871526
2024-06-26,11.315280464216634
2024-06-27,11.910821541280667
2024-06-28,10.124198310088568
2024-06-29,11.910821541280667
2024-06-30,11.315280464216634
2024-07-01,8.337575078896467
2024-07-02,7.146492924768401
2024-07-03,9.528657233024534
2024-07-04,8.9331161559605
2024-07-05,7.742034001832434
2024-07-06,8.337575078896467
2024-07-07,8.337575078896467
2024-07-08,7.146492924768401
2024-07-09,6.550951847704367
2024-07-10,10.124198310088568
2024-07-11,10.124198310088568
2024-07-12,10.124198310088568
2024-07-13,11.315280464216634
2024-07-14,10.7197393871526
2024-07-15,6.550951847704367
2024-07-16,5.955410770640333
2024-07-17,5.955410770640333
2024-07-18,7.742034001832434
2024-07-19,7.742034001832434
2024-07-20,8.337575078896467
2024-07-21,7.742034001832434
2024-07-22,5.955410770640333
2024-07-23,5.3598696935763
2024-07-24,5.3598696935763
2024-07-25,7.742034001832434
2024-07-26,7.146492924768401
2024-07-27,8.337575078896467
2024-07-28,7.146492924768401
2024-07-29,5.955410770640333
2024-07-30,4.764328616512267
2024-07-31,4.764328616512267
2024-08-01,5.3598696935763
2024-08-02,5.3598696935763
2024-08-03,6.550951847704367
2024-08-04,5.955410770640333
2024-08-05,5.3598696935763
2024-08-06,4.168787539448234
2024-08-07,5.3598696935763
2024-08-08,4.764328616512267
2024-08-09,5.955410770640333
2024-08-10,9.528657233024534
2024-08-11,10.124198310088568
2024-08-12,7.146492924768401
2024-08-13,6.550951847704367
2024-08-14,6.550951847704367
2024-08-15,6.550951847704367
2024-08-16,5.955410770640333
2024-08-17,9.528657233024534
2024-08-18,10.586692976319146
2024-08-19,6.113799354965874
2024-08-20,5.923733053775225
2024-08-21,4.85302622373457
2024-08-22,6.01876620437055
2024-08-23,5.923733053775225
2024-08-24,6.994439883815881
2024-08-25,7.18450618500653
2024-08-26,5.828699903179901
2024-08-27,6.506603044093215
2024-08-28,5.245829912861911
2024-08-29,5.43589621405256
2024-08-30,5.828699903179901
2024-08-31,7.2795393356018545
2024-09-01,6.506603044093215
2024-09-02,7.089473034411206
2024-09-03,5.828699903179901
2024-09-04,6.113799354965874
2024-09-05,5.43589621405256
2024-09-06,4.85302622373457
2024-09-07,5.245829912861911
2024-09-08,6.506603044093215
2024-09-09,4.85302622373457
2024-09-10,3.4972199419079404
2024-09-11,3.1044162527805996
2024-09-12,3.592253092503265
2024-09-13,4.2701562334165795
2024-09-14,6.411569893497891
2024-09-15,6.01876620437055
2024-09-16,5.43589621405256
2024-09-17,4.751657529766224
2024-09-18,5.32185643333817
2024-09-19,5.131790132147521
