Time,snake game
2022-07-23,4.0
2022-07-24,4.0
2022-07-25,5.0
2022-07-26,5.0
2022-07-27,5.0
2022-07-28,5.0
2022-07-29,6.0
2022-07-30,4.0
2022-07-31,4.0
2022-08-01,6.0
2022-08-02,7.0
2022-08-03,8.0
2022-08-04,9.0
2022-08-05,10.0
2022-08-06,4.0
2022-08-07,4.0
2022-08-08,10.0
2022-08-09,13.0
2022-08-10,16.0
2022-08-11,23.0
2022-08-12,26.0
2022-08-13,5.0
2022-08-14,5.0
2022-08-15,28.0
2022-08-16,36.0
2022-08-17,41.0
2022-08-18,51.0
2022-08-19,57.0
2022-08-20,6.0
2022-08-21,6.0
2022-08-22,50.0
2022-08-23,64.0
2022-08-24,68.0
2022-08-25,73.0
2022-08-26,81.0
2022-08-27,8.0
2022-08-28,6.0
2022-08-29,70.0
2022-08-30,83.0
2022-08-31,82.0
2022-09-01,83.0
2022-09-02,80.0
2022-09-03,7.0
2022-09-04,6.0
2022-09-05,9.0
2022-09-06,78.0
2022-09-07,81.0
2022-09-08,87.0
2022-09-09,100.0
2022-09-10,9.0
2022-09-11,7.0
2022-09-12,76.0
2022-09-13,86.0
2022-09-14,79.0
2022-09-15,99.0
2022-09-16,99.0
2022-09-17,10.0
2022-09-18,7.0
2022-09-19,75.0
2022-09-20,76.0
2022-09-21,89.0
2022-09-22,77.0
2022-09-23,85.0
2022-09-24,10.0
2022-09-25,8.0
2022-09-26,56.0
2022-09-27,67.0
2022-09-28,70.0
2022-09-29,68.0
2022-09-30,75.0
2022-10-01,9.0
2022-10-02,7.0
2022-10-03,58.0
2022-10-04,62.0
2022-10-05,55.0
2022-10-06,71.0
2022-10-07,72.0
2022-10-08,9.0
2022-10-09,7.0
2022-10-10,47.0
2022-10-11,63.0
2022-10-12,51.0
2022-10-13,59.0
2022-10-14,57.0
2022-10-15,8.0
2022-10-16,7.0
2022-10-17,49.0
2022-10-18,60.0
2022-10-19,59.0
2022-10-20,55.0
2022-10-21,57.0
2022-10-22,9.0
2022-10-23,8.0
2022-10-24,44.0
2022-10-25,49.0
2022-10-26,47.0
2022-10-27,49.0
2022-10-28,52.0
2022-10-29,7.0
2022-10-30,6.0
2022-10-31,36.0
2022-11-01,42.0
2022-11-02,43.0
2022-11-03,44.0
2022-11-04,45.0
2022-11-05,7.0
2022-11-06,6.0
2022-11-07,34.0
2022-11-08,39.0
2022-11-09,34.0
2022-11-10,35.0
2022-11-11,25.0
2022-11-12,6.0
2022-11-13,6.0
2022-11-14,33.0
2022-11-15,35.0
2022-11-16,35.0
2022-11-17,38.0
2022-11-18,38.0
2022-11-19,7.0
2022-11-20,6.0
2022-11-21,20.0
2022-11-22,22.0
2022-11-23,10.0
2022-11-24,6.0
2022-11-25,5.0
2022-11-26,5.0
2022-11-27,6.0
2022-11-28,25.0
2022-11-29,29.0
2022-11-30,30.0
2022-12-01,32.0
2022-12-02,30.0
2022-12-03,6.0
2022-12-04,6.0
2022-12-05,31.0
2022-12-06,31.0
2022-12-07,32.0
2022-12-08,33.0
2022-12-09,33.0
2022-12-10,7.0
2022-12-11,5.0
2022-12-12,30.0
2022-12-13,31.0
2022-12-14,32.0
2022-12-15,33.0
2022-12-16,32.0
2022-12-17,6.0
2022-12-18,5.0
2022-12-19,21.0
2022-12-20,21.0
2022-12-21,17.0
2022-12-22,13.0
2022-12-23,7.0
2022-12-24,5.0
2022-12-25,5.0
2022-12-26,4.0
2022-12-27,4.0
2022-12-28,4.0
2022-12-29,4.0
2022-12-30,4.0
2022-12-31,4.0
2023-01-01,4.0
2023-01-02,4.0
2023-01-03,12.0
2023-01-04,16.0
2023-01-05,20.0
2023-01-06,22.0
2023-01-07,4.0
2023-01-08,4.0
2023-01-09,22.0
2023-01-10,27.0
2023-01-11,27.0
2023-01-12,28.0
2023-01-13,31.0
2023-01-14,5.0
2023-01-15,4.0
2023-01-16,5.0
2023-01-17,27.0
2023-01-18,27.0
2023-01-19,29.0
2023-01-20,29.0
2023-01-21,4.0
2023-01-22,5.0
2023-01-23,24.0
2023-01-24,25.0
2023-01-25,24.0
2023-01-26,29.0
2023-01-27,28.0
2023-01-28,5.0
2023-01-29,5.0
2023-01-30,26.0
2023-01-31,28.0
2023-02-01,26.0
2023-02-02,27.0
2023-02-03,30.0
2023-02-04,5.0
2023-02-05,5.0
2023-02-06,25.0
2023-02-07,26.0
2023-02-08,28.0
2023-02-09,27.0
2023-02-10,28.0
2023-02-11,5.0
2023-02-12,5.0
2023-02-13,23.0
2023-02-14,25.0
2023-02-15,27.0
2023-02-16,25.0
2023-02-17,23.0
2023-02-18,5.0
2023-02-19,4.0
2023-02-20,7.0
2023-02-21,20.0
2023-02-22,20.0
2023-02-23,21.0
2023-02-24,23.0
2023-02-25,5.0
2023-02-26,5.0
2023-02-27,23.0
2023-02-28,22.0
2023-03-01,23.0
2023-03-02,24.0
2023-03-03,24.0
2023-03-04,5.0
2023-03-05,5.0
2023-03-06,23.0
2023-03-07,24.0
2023-03-08,26.0
2023-03-09,27.0
2023-03-10,27.0
2023-03-11,5.0
2023-03-12,6.0
2023-03-13,18.0
2023-03-14,20.0
2023-03-15,25.0
2023-03-16,30.0
2023-03-17,29.0
2023-03-18,7.0
2023-03-19,7.0
2023-03-20,37.0
2023-03-21,37.0
2023-03-22,40.0
2023-03-23,43.0
2023-03-24,44.0
2023-03-25,7.0
2023-03-26,7.0
2023-03-27,37.0
2023-03-28,30.0
2023-03-29,29.0
2023-03-30,32.0
2023-03-31,36.0
2023-04-01,6.0
2023-04-02,6.0
2023-04-03,29.0
2023-04-04,27.0
2023-04-05,32.0
2023-04-06,28.0
2023-04-07,14.0
2023-04-08,6.0
2023-04-09,6.0
2023-04-10,25.0
2023-04-11,34.0
2023-04-12,35.0
2023-04-13,36.0
2023-04-14,37.0
2023-04-15,6.0
2023-04-16,5.0
2023-04-17,34.0
2023-04-18,40.0
2023-04-19,41.0
2023-04-20,43.0
2023-04-21,39.0
2023-04-22,7.0
2023-04-23,6.0
2023-04-24,37.0
2023-04-25,43.0
2023-04-26,52.0
2023-04-27,52.0
2023-04-28,55.5
2023-04-29,9.0
2023-04-30,9.0
2023-05-01,53.0
2023-05-02,55.5
2023-05-03,53.0
2023-05-04,53.5
2023-05-05,55.5
2023-05-06,9.0
2023-05-07,8.0
2023-05-08,53.5
2023-05-09,48.0
2023-05-10,45.0
2023-05-11,57.5
2023-05-12,43.0
2023-05-13,7.5
2023-05-14,6.5
2023-05-15,39.5
2023-05-16,39.0
2023-05-17,37.5
2023-05-18,36.5
2023-05-19,39.0
2023-05-20,6.5
2023-05-21,6.5
2023-05-22,33.5
2023-05-23,32.0
2023-05-24,31.0
2023-05-25,29.0
2023-05-26,27.0
2023-05-27,7.0
2023-05-28,7.0
2023-05-29,7.0
2023-05-30,26.0
2023-05-31,26.0
2023-06-01,25.0
2023-06-02,23.0
2023-06-03,7.0
2023-06-04,7.0
2023-06-05,20.0
2023-06-06,23.0
2023-06-07,23.0
2023-06-08,20.0
2023-06-09,17.0
2023-06-10,7.0
2023-06-11,7.0
2023-06-12,16.0
2023-06-13,18.0
2023-06-14,15.0
2023-06-15,15.0
2023-06-16,11.0
2023-06-17,6.0
2023-06-18,7.0
2023-06-19,8.0
2023-06-20,11.0
2023-06-21,11.0
2023-06-22,9.0
2023-06-23,10.0
2023-06-24,7.0
2023-06-25,6.0
2023-06-26,8.0
2023-06-27,8.0
2023-06-28,7.0
2023-06-29,9.0
2023-06-30,8.0
2023-07-01,6.0
2023-07-02,6.0
2023-07-03,7.0
2023-07-04,6.0
2023-07-05,7.0
2023-07-06,8.0
2023-07-07,6.0
2023-07-08,5.0
2023-07-09,5.0
2023-07-10,7.0
2023-07-11,7.0
2023-07-12,8.0
2023-07-13,8.0
2023-07-14,7.0
2023-07-15,5.0
2023-07-16,6.0
2023-07-17,8.0
2023-07-18,8.0
2023-07-19,7.0
2023-07-20,9.0
2023-07-21,8.0
2023-07-22,6.0
2023-07-23,6.0
2023-07-24,7.0
2023-07-25,8.0
2023-07-26,8.0
2023-07-27,8.0
2023-07-28,7.0
2023-07-29,6.0
2023-07-30,5.0
2023-07-31,6.0
2023-08-01,8.0
2023-08-02,8.0
2023-08-03,10.0
2023-08-04,11.0
2023-08-05,6.0
2023-08-06,5.0
2023-08-07,11.0
2023-08-08,16.0
2023-08-09,17.0
2023-08-10,23.0
2023-08-11,29.0
2023-08-12,7.0
2023-08-13,7.0
2023-08-14,30.0
2023-08-15,36.0
2023-08-16,44.0
2023-08-17,52.0
2023-08-18,54.0
2023-08-19,7.0
2023-08-20,7.0
2023-08-21,51.0
2023-08-22,55.0
2023-08-23,56.0
2023-08-24,73.0
2023-08-25,70.0
2023-08-26,9.0
2023-08-27,9.0
2023-08-28,66.0
2023-08-29,71.0
2023-08-30,72.0
2023-08-31,85.0
2023-09-01,73.0
2023-09-02,9.0
2023-09-03,9.0
2023-09-04,9.0
2023-09-05,70.0
2023-09-06,84.0
2023-09-07,79.0
2023-09-08,97.0
2023-09-09,10.0
2023-09-10,9.0
2023-09-11,79.0
2023-09-12,92.0
2023-09-13,93.0
2023-09-14,99.0
2023-09-15,100.0
2023-09-16,12.0
2023-09-17,10.0
2023-09-18,88.0
2023-09-19,93.0
2023-09-20,94.0
2023-09-21,97.0
2023-09-22,96.0
2023-09-23,11.0
2023-09-24,10.0
2023-09-25,66.0
2023-09-26,90.0
2023-09-27,93.0
2023-09-28,96.0
2023-09-29,97.0
2023-09-30,12.0
2023-10-01,10.0
2023-10-02,85.0
2023-10-03,82.0
2023-10-04,91.0
2023-10-05,92.0
2023-10-06,87.0
2023-10-07,11.0
2023-10-08,11.0
2023-10-09,52.0
2023-10-10,80.0
2023-10-11,86.0
2023-10-12,82.0
2023-10-13,75.0
2023-10-14,11.0
2023-10-15,11.0
2023-10-16,69.0
2023-10-17,84.0
2023-10-18,79.0
2023-10-19,80.0
2023-10-20,83.0
2023-10-21,10.0
2023-10-22,11.0
2023-10-23,71.0
2023-10-24,79.0
2023-10-25,78.0
2023-10-26,80.0
2023-10-27,79.0
2023-10-28,11.0
2023-10-29,10.0
2023-10-30,72.0
2023-10-31,71.0
2023-11-01,69.0
2023-11-02,71.0
2023-11-03,68.0
2023-11-04,10.0
2023-11-05,9.0
2023-11-06,58.0
2023-11-07,51.0
2023-11-08,65.0
2023-11-09,68.0
2023-11-10,43.0
2023-11-11,10.0
2023-11-12,9.0
2023-11-13,53.0
2023-11-14,59.0
2023-11-15,59.0
2023-11-16,63.0
2023-11-17,69.0
2023-11-18,10.0
2023-11-19,10.0
2023-11-20,36.0
2023-11-21,38.0
2023-11-22,16.0
2023-11-23,9.0
2023-11-24,8.0
2023-11-25,8.0
2023-11-26,8.0
2023-11-27,46.0
2023-11-28,53.0
2023-11-29,69.0
2023-11-30,79.0
2023-12-01,82.0
2023-12-02,12.0
2023-12-03,11.0
2023-12-04,70.0
2023-12-05,72.0
2023-12-06,70.0
2023-12-07,77.0
2023-12-08,87.0
2023-12-09,11.0
2023-12-10,11.0
2023-12-11,66.0
2023-12-12,75.0
2023-12-13,76.0
2023-12-14,71.0
2023-12-15,61.0
2023-12-16,11.0
2023-12-17,9.0
2023-12-18,48.0
2023-12-19,53.0
2023-12-20,48.0
2023-12-21,40.0
2023-12-22,28.0
2023-12-23,10.5
2023-12-24,10.5
2023-12-25,9.0
2023-12-26,8.0
2023-12-27,8.0
2023-12-28,8.0
2023-12-29,8.0
2023-12-30,8.0
2023-12-31,8.0
2024-01-01,8.0
2024-01-02,20.0
2024-01-03,33.0
2024-01-04,39.0
2024-01-05,40.0
2024-01-06,8.0
2024-01-07,8.0
2024-01-08,46.0
2024-01-09,49.5
2024-01-10,50.5
2024-01-11,56.0
2024-01-12,58.5
2024-01-13,9.5
2024-01-14,8.0
2024-01-15,9.5
2024-01-16,35.5
2024-01-17,53.0
2024-01-18,60.5
2024-01-19,50.5
2024-01-20,9.5
2024-01-21,10.0
2024-01-22,59.0
2024-01-23,66.0
2024-01-24,67.0
2024-01-25,69.0
2024-01-26,71.0
2024-01-27,12.0
2024-01-28,10.0
2024-01-29,61.0
2024-01-30,69.0
2024-01-31,67.0
2024-02-01,75.0
2024-02-02,72.0
2024-02-03,10.0
2024-02-04,11.0
2024-02-05,62.0
2024-02-06,70.0
2024-02-07,67.0
2024-02-08,72.0
2024-02-09,91.0
2024-02-10,14.0
2024-02-11,14.0
2024-02-12,75.0
2024-02-13,88.0
2024-02-14,86.0
2024-02-15,100.0
2024-02-16,97.0
2024-02-17,14.0
2024-02-18,13.0
2024-02-19,24.0
2024-02-20,72.0
2024-02-21,72.0
2024-02-22,82.0
2024-02-23,86.0
2024-02-24,13.0
2024-02-25,11.0
2024-02-26,72.0
2024-02-27,72.0
2024-02-28,72.0
2024-02-29,82.0
2024-03-01,80.0
2024-03-02,13.0
2024-03-03,11.0
2024-03-04,66.0
2024-03-05,77.0
2024-03-06,72.0
2024-03-07,83.0
2024-03-08,78.0
2024-03-09,12.0
2024-03-10,11.0
2024-03-11,54.0
2024-03-12,58.0
2024-03-13,64.0
2024-03-14,62.0
2024-03-15,57.0
2024-03-16,11.0
2024-03-17,10.0
2024-03-18,59.0
2024-03-19,63.0
2024-03-20,63.0
2024-03-21,62.0
2024-03-22,65.0
2024-03-23,11.0
2024-03-24,9.0
2024-03-25,48.0
2024-03-26,54.0
2024-03-27,54.0
2024-03-28,54.0
2024-03-29,25.0
2024-03-30,8.0
2024-03-31,8.0
2024-04-01,30.0
2024-04-02,47.0
2024-04-03,46.0
2024-04-04,48.0
2024-04-05,55.0
2024-04-06,10.0
2024-04-07,9.0
2024-04-08,47.0
2024-04-09,60.0
2024-04-10,59.0
2024-04-11,62.0
2024-04-12,70.0
2024-04-13,10.0
2024-04-14,9.0
2024-04-15,58.0
2024-04-16,60.0
2024-04-17,59.0
2024-04-18,68.0
2024-04-19,71.0
2024-04-20,10.0
2024-04-21,8.0
2024-04-22,62.0
2024-04-23,64.0
2024-04-24,63.0
2024-04-25,64.0
2024-04-26,65.0
2024-04-27,10.0
2024-04-28,9.0
2024-04-29,59.0
2024-04-30,64.0
2024-05-01,64.0
2024-05-02,67.0
2024-05-03,61.0
2024-05-04,10.0
2024-05-05,9.0
2024-05-06,63.0
2024-05-07,68.0
2024-05-08,63.0
2024-05-09,64.0
2024-05-10,66.0
2024-05-11,9.0
2024-05-12,9.0
2024-05-13,70.0
2024-05-14,66.0
2024-05-15,63.0
2024-05-16,63.0
2024-05-17,58.0
2024-05-18,10.0
2024-05-19,8.0
2024-05-20,55.0
2024-05-21,56.0
2024-05-22,55.0
2024-05-23,50.0
2024-05-24,41.0
2024-05-25,9.0
2024-05-26,8.0
2024-05-27,8.0
2024-05-28,37.0
2024-05-29,38.0
2024-05-30,37.0
2024-05-31,32.0
2024-06-01,8.0
2024-06-02,8.0
2024-06-03,29.0
2024-06-04,29.0
2024-06-05,29.0
2024-06-06,27.0
2024-06-07,22.0
2024-06-08,7.0
2024-06-09,8.0
2024-06-10,22.0
2024-06-11,20.0
2024-06-12,19.0
2024-06-13,19.0
2024-06-14,14.0
2024-06-15,7.0
2024-06-16,7.0
2024-06-17,12.0
2024-06-18,12.0
2024-06-19,9.0
2024-06-20,12.0
2024-06-21,10.0
2024-06-22,6.0
2024-06-23,5.0
2024-06-24,10.0
2024-06-25,10.0
2024-06-26,9.0
2024-06-27,9.0
2024-06-28,8.0
2024-06-29,6.0
2024-06-30,6.0
2024-07-01,8.0
2024-07-02,8.0
2024-07-03,8.0
2024-07-04,6.0
2024-07-05,6.0
2024-07-06,6.0
2024-07-07,6.0
2024-07-08,7.0
2024-07-09,8.0
2024-07-10,8.0
2024-07-11,8.0
2024-07-12,8.0
2024-07-13,5.0
2024-07-14,5.0
2024-07-15,8.0
2024-07-16,9.0
2024-07-17,8.0
2024-07-18,8.0
2024-07-19,7.0
2024-07-20,7.0
2024-07-21,5.0
2024-07-22,7.0
2024-07-23,8.0
2024-07-24,8.0
2024-07-25,8.0
2024-07-26,8.0
2024-07-27,5.0
2024-07-28,6.0
2024-07-29,7.0
2024-07-30,8.0
2024-07-31,7.0
2024-08-01,8.0
2024-08-02,9.0
2024-08-03,6.0
2024-08-04,5.0
2024-08-05,9.0
2024-08-06,12.0
2024-08-07,13.0
2024-08-08,16.0
2024-08-09,20.0
2024-08-10,6.0
2024-08-11,6.0
2024-08-12,22.0
2024-08-13,27.0
2024-08-14,34.0
2024-08-15,41.0
2024-08-16,50.0
2024-08-17,9.0
2024-08-18,3.5
2024-08-19,23.5
2024-08-20,30.5
2024-08-21,30.5
2024-08-22,32.5
2024-08-23,36.5
2024-08-24,5.0
2024-08-25,4.5
2024-08-26,33.5
2024-08-27,35.0
2024-08-28,39.5
2024-08-29,44.0
2024-08-30,38.0
2024-08-31,4.5
2024-09-01,4.5
2024-09-02,4.5
2024-09-03,36.0
2024-09-04,42.5
2024-09-05,43.0
2024-09-06,49.5
2024-09-07,5.0
2024-09-08,4.5
2024-09-09,44.0
2024-09-10,48.0
2024-09-11,41.0
2024-09-12,48.0
2024-09-13,47.0
2024-09-14,5.5
2024-09-15,4.5
2024-09-16,43.0
2024-09-17,3.0
2024-09-18,2.0
2024-09-19,3.0
2024-09-20,3.0
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,3.0
2024-09-24,3.0
2024-09-25,3.0
2024-09-26,2.0
2024-09-27,2.0
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,3.0
2024-10-01,3.0
2024-10-02,3.0
2024-10-03,2.0
2024-10-04,2.0
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,2.0
2024-10-08,2.0
2024-10-09,2.0
2024-10-10,2.0
2024-10-11,2.0
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,1.0
2024-10-15,2.0
2024-10-16,2.0
2024-10-17,2.0
2024-10-18,2.0
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,2.0
2024-10-22,2.0
2024-10-23,2.0
2024-10-24,2.0
2024-10-25,3.0
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,2.0
2024-10-29,2.0
2024-10-30,2.0
2024-10-31,2.0
2024-11-01,2.0
2024-11-02,0.0
2024-11-03,0.0
2024-11-04,2.0
2024-11-05,1.0
2024-11-06,2.0
2024-11-07,2.0
2024-11-08,2.0
2024-11-09,0.0
2024-11-10,0.0
2024-11-11,1.0
2024-11-12,2.0
2024-11-13,2.0
2024-11-14,2.0
2024-11-15,2.0
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,2.0
2024-11-19,2.0
2024-11-20,2.0
2024-11-21,2.0
2024-11-22,2.0
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,1.0
2024-11-26,1.0
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,0.0
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,2.0
2024-12-03,2.0
2024-12-04,2.0
2024-12-05,2.0
2024-12-06,2.0
2024-12-07,0.0
2024-12-08,0.0
2024-12-09,2.0
2024-12-10,2.0
2024-12-11,2.0
2024-12-12,2.0
2024-12-13,2.0
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,2.0
2024-12-17,2.0
2024-12-18,2.0
2024-12-19,2.0
2024-12-20,2.0
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,0.0
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,0.0
2025-01-03,0.0
2025-01-04,0.0
2025-01-05,0.0
2025-01-06,1.0
2025-01-07,2.0
2025-01-08,2.0
2025-01-09,2.0
2025-01-10,2.0
2025-01-11,0.0
2025-01-12,0.0
2025-01-13,2.0
2025-01-14,2.0
2025-01-15,2.0
2025-01-16,2.0
2025-01-17,2.0
2025-01-18,0.0
2025-01-19,0.0
2025-01-20,0.0
2025-01-21,1.0
2025-01-22,2.0
2025-01-23,2.0
2025-01-24,2.0
2025-01-25,0.0
2025-01-26,0.0
2025-01-27,2.0
2025-01-28,3.0
2025-01-29,100.0
2025-01-30,36.0
2025-01-31,7.0
2025-02-01,1.0
2025-02-02,1.0
2025-02-03,5.0
2025-02-04,5.0
2025-02-05,4.0
2025-02-06,4.0
2025-02-07,4.0
2025-02-08,1.0
2025-02-09,0.0
2025-02-10,4.0
2025-02-11,5.0
2025-02-12,4.0
2025-02-13,5.0
2025-02-14,4.0
2025-02-15,1.0
2025-02-16,0.0
2025-02-17,1.0
2025-02-18,2.0
2025-02-19,2.0
2025-02-20,2.0
2025-02-21,3.0
2025-02-22,0.0
2025-02-23,0.0
2025-02-24,3.0
2025-02-25,3.0
2025-02-26,3.0
2025-02-27,3.0
2025-02-28,3.0
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,2.0
2025-03-04,3.0
2025-03-05,3.0
2025-03-06,3.0
2025-03-07,3.0
2025-03-08,0.0
2025-03-09,0.0
2025-03-10,2.0
2025-03-11,2.0
2025-03-12,2.0
2025-03-13,2.0
2025-03-14,2.0
2025-03-15,0.0
2025-03-16,0.0
2025-03-17,2.0
2025-03-18,2.0
2025-03-19,2.0
2025-03-20,2.0
2025-03-21,2.0
2025-03-22,0.0
2025-03-23,0.0
2025-03-24,2.0
2025-03-25,2.0
2025-03-26,2.0
2025-03-27,2.0
2025-03-28,2.0
2025-03-29,0.0
2025-03-30,0.0
2025-03-31,2.0
2025-04-01,2.0
2025-04-02,2.0
2025-04-03,2.0
2025-04-04,2.0
2025-04-05,0.0
2025-04-06,0.0
2025-04-07,2.0
2025-04-08,2.0
2025-04-09,2.0
2025-04-10,2.0
2025-04-11,2.0
2025-04-12,0.0
2025-04-13,0.0
2025-04-14,2.0
2025-04-15,22.5
2025-04-16,22.0
2025-04-17,24.5
2025-04-18,11.0
2025-04-19,3.0
2025-04-20,3.0
2025-04-21,16.5
2025-04-22,24.0
2025-04-23,23.5
2025-04-24,25.5
2025-04-25,25.5
2025-04-26,3.5
2025-04-27,3.5
2025-04-28,23.0
2025-04-29,25.0
2025-04-30,24.5
2025-05-01,25.5
2025-05-02,27.0
2025-05-03,3.5
2025-05-04,3.5
2025-05-05,23.5
2025-05-06,24.5
2025-05-07,32.5
2025-05-08,36.0
2025-05-09,36.5
2025-05-10,5.0
2025-05-11,4.5
2025-05-12,34.0
2025-05-13,32.5
2025-05-14,33.0
2025-05-15,66.0
2025-05-16,60.0
2025-05-17,9.0
2025-05-18,8.0
2025-05-19,56.0
2025-05-20,53.0
2025-05-21,50.0
2025-05-22,41.0
2025-05-23,33.0
2025-05-24,6.0
2025-05-25,5.0
2025-05-26,7.0
2025-05-27,31.0
2025-05-28,31.0
2025-05-29,30.0
2025-05-30,27.0
2025-05-31,6.0
2025-06-01,6.0
2025-06-02,23.0
2025-06-03,25.0
2025-06-04,24.0
2025-06-05,27.0
2025-06-06,21.0
2025-06-07,5.0
2025-06-08,5.0
2025-06-09,17.0
2025-06-10,16.0
2025-06-11,14.0
2025-06-12,14.0
2025-06-13,11.0
2025-06-14,6.0
2025-06-15,5.0
2025-06-16,11.0
2025-06-17,10.0
2025-06-18,9.0
2025-06-19,5.0
2025-06-20,8.0
2025-06-21,5.0
2025-06-22,4.0
2025-06-23,7.0
2025-06-24,7.0
