Time,2020_election_results
2022-08-29,12.75
2022-08-30,13.25
2022-08-31,19.5
2022-09-01,21.0
2022-09-02,20.5
2022-09-03,20.0
2022-09-04,20.5
2022-09-05,20.5
2022-09-06,21.0
2022-09-07,21.0
2022-09-08,19.0
2022-09-09,13.25
2022-09-10,19.5
2022-09-11,11.75
2022-09-12,13.25
2022-09-13,19.5
2022-09-14,20.0
2022-09-15,19.5
2022-09-16,11.75
2022-09-17,12.25
2022-09-18,10.25
2022-09-19,12.25
2022-09-20,19.0
2022-09-21,11.75
2022-09-22,12.25
2022-09-23,12.75
2022-09-24,11.25
2022-09-25,12.75
2022-09-26,18.5
2022-09-27,19.0
2022-09-28,21.0
2022-09-29,21.0
2022-09-30,10.5
2022-10-01,10.5
2022-10-02,21.0
2022-10-03,21.0
2022-10-04,10.5
2022-10-05,10.5
2022-10-06,21.0
2022-10-07,21.0
2022-10-08,10.5
2022-10-09,21.0
2022-10-10,21.0
2022-10-11,21.0
2022-10-12,10.5
2022-10-13,21.0
2022-10-14,21.0
2022-10-15,10.5
2022-10-16,10.5
2022-10-17,21.0
2022-10-18,21.0
2022-10-19,21.0
2022-10-20,21.0
2022-10-21,21.0
2022-10-22,21.0
2022-10-23,10.5
2022-10-24,21.0
2022-10-25,21.0
2022-10-26,21.0
2022-10-27,21.0
2022-10-28,21.0
2022-10-29,21.0
2022-10-30,21.0
2022-10-31,21.0
2022-11-01,31.5
2022-11-02,21.0
2022-11-03,31.5
2022-11-04,21.0
2022-11-05,21.0
2022-11-06,31.5
2022-11-07,31.5
2022-11-08,147.0
2022-11-09,1050.0
2022-11-10,273.0
2022-11-11,147.0
2022-11-12,147.0
2022-11-13,126.0
2022-11-14,84.0
2022-11-15,84.0
2022-11-16,84.0
2022-11-17,63.0
2022-11-18,42.0
2022-11-19,21.0
2022-11-20,31.5
2022-11-21,21.0
2022-11-22,21.0
2022-11-23,21.0
2022-11-24,21.0
2022-11-25,21.0
2022-11-26,21.0
2022-11-27,21.0
2022-11-28,21.0
2022-11-29,21.0
2022-11-30,10.5
2022-12-01,10.5
2022-12-02,21.0
2022-12-03,21.0
2022-12-04,21.0
2022-12-05,10.5
2022-12-06,21.0
2022-12-07,63.0
2022-12-08,21.0
2022-12-09,10.5
2022-12-10,10.5
2022-12-11,10.5
2022-12-12,10.5
2022-12-13,10.5
2022-12-14,10.5
2022-12-15,10.5
2022-12-16,10.5
2022-12-17,10.5
2022-12-18,10.5
2022-12-19,10.5
2022-12-20,10.5
2022-12-21,10.5
2022-12-22,10.5
2022-12-23,10.5
2022-12-24,10.5
2022-12-25,10.5
2022-12-26,10.5
2022-12-27,10.5
2022-12-28,10.5
2022-12-29,10.5
2022-12-30,0.0
2022-12-31,10.5
2023-01-01,10.5
2023-01-02,10.5
2023-01-03,10.5
2023-01-04,10.5
2023-01-05,10.5
2023-01-06,10.5
2023-01-07,10.5
2023-01-08,10.5
2023-01-09,10.5
2023-01-10,10.5
2023-01-11,10.5
2023-01-12,10.5
2023-01-13,10.5
2023-01-14,10.5
2023-01-15,10.5
2023-01-16,0.0
2023-01-17,10.5
2023-01-18,10.5
2023-01-19,10.5
2023-01-20,10.5
2023-01-21,10.5
2023-01-22,10.5
2023-01-23,10.5
2023-01-24,10.5
2023-01-25,10.5
2023-01-26,10.5
2023-01-27,10.5
2023-01-28,10.5
2023-01-29,10.5
2023-01-30,10.5
2023-01-31,10.5
2023-02-01,10.5
2023-02-02,10.5
2023-02-03,10.5
2023-02-04,10.5
2023-02-05,10.5
2023-02-06,10.5
2023-02-07,10.5
2023-02-08,10.5
2023-02-09,10.5
2023-02-10,10.5
2023-02-11,10.5
2023-02-12,10.5
2023-02-13,10.5
2023-02-14,10.5
2023-02-15,10.5
2023-02-16,10.5
2023-02-17,10.5
2023-02-18,10.5
2023-02-19,10.5
2023-02-20,10.5
2023-02-21,10.5
2023-02-22,21.0
2023-02-23,10.5
2023-02-24,10.5
2023-02-25,10.5
2023-02-26,10.5
2023-02-27,10.5
2023-02-28,10.5
2023-03-01,10.5
2023-03-02,10.5
2023-03-03,10.5
2023-03-04,10.5
2023-03-05,10.5
2023-03-06,10.5
2023-03-07,10.5
2023-03-08,10.5
2023-03-09,10.5
2023-03-10,10.5
2023-03-11,10.5
2023-03-12,10.5
2023-03-13,10.5
2023-03-14,10.5
2023-03-15,10.5
2023-03-16,10.5
2023-03-17,10.5
2023-03-18,10.5
2023-03-19,10.5
2023-03-20,10.5
2023-03-21,10.5
2023-03-22,10.5
2023-03-23,10.5
2023-03-24,10.5
2023-03-25,10.5
2023-03-26,10.5
2023-03-27,10.5
2023-03-28,10.5
2023-03-29,10.5
2023-03-30,10.5
2023-03-31,10.5
2023-04-01,10.5
2023-04-02,21.0
2023-04-03,10.5
2023-04-04,21.0
2023-04-05,31.5
2023-04-06,21.0
2023-04-07,10.5
2023-04-08,10.5
2023-04-09,10.5
2023-04-10,10.5
2023-04-11,10.5
2023-04-12,10.5
2023-04-13,10.5
2023-04-14,10.5
2023-04-15,10.5
2023-04-16,10.5
2023-04-17,10.5
2023-04-18,10.5
2023-04-19,10.5
2023-04-20,10.5
2023-04-21,10.5
2023-04-22,10.5
2023-04-23,10.5
2023-04-24,10.5
2023-04-25,10.5
2023-04-26,12.46875
2023-04-27,9.84375
2023-04-28,11.15625
2023-04-29,9.84375
2023-04-30,9.1875
2023-05-01,11.8125
2023-05-02,10.5
2023-05-03,9.84375
2023-05-04,11.8125
2023-05-05,10.5
2023-05-06,9.1875
2023-05-07,11.15625
2023-05-08,11.8125
2023-05-09,8.53125
2023-05-10,9.84375
2023-05-11,11.8125
2023-05-12,11.15625
2023-05-13,8.53125
2023-05-14,11.15625
2023-05-15,11.8125
2023-05-16,9.84375
2023-05-17,11.8125
2023-05-18,10.5
2023-05-19,11.15625
2023-05-20,7.875
2023-05-21,9.84375
2023-05-22,9.84375
2023-05-23,10.5
2023-05-24,11.15625
2023-05-25,9.84375
2023-05-26,10.5
2023-05-27,10.5
2023-05-28,11.8125
2023-05-29,10.5
2023-05-30,9.1875
2023-05-31,13.125
2023-06-01,11.8125
2023-06-02,9.1875
2023-06-03,7.875
2023-06-04,13.125
2023-06-05,9.1875
2023-06-06,7.875
2023-06-07,7.875
2023-06-08,9.1875
2023-06-09,14.4375
2023-06-10,7.875
2023-06-11,14.4375
2023-06-12,13.125
2023-06-13,10.5
2023-06-14,13.125
2023-06-15,10.5
2023-06-16,9.1875
2023-06-17,9.1875
2023-06-18,6.5625
2023-06-19,9.1875
2023-06-20,10.5
2023-06-21,10.5
2023-06-22,6.5625
2023-06-23,9.1875
2023-06-24,7.875
2023-06-25,13.125
2023-06-26,11.8125
2023-06-27,11.8125
2023-06-28,11.8125
2023-06-29,7.875
2023-06-30,10.5
2023-07-01,11.8125
2023-07-02,7.875
2023-07-03,7.875
2023-07-04,11.8125
2023-07-05,10.5
2023-07-06,10.5
2023-07-07,9.1875
2023-07-08,7.875
2023-07-09,9.1875
2023-07-10,11.8125
2023-07-11,9.1875
2023-07-12,11.8125
2023-07-13,9.1875
2023-07-14,6.5625
2023-07-15,9.1875
2023-07-16,11.8125
2023-07-17,9.1875
2023-07-18,14.4375
2023-07-19,9.1875
2023-07-20,10.5
2023-07-21,9.1875
2023-07-22,11.8125
2023-07-23,11.8125
2023-07-24,9.1875
2023-07-25,10.5
2023-07-26,10.5
2023-07-27,10.5
2023-07-28,11.8125
2023-07-29,9.1875
2023-07-30,9.1875
2023-07-31,10.5
2023-08-01,10.5
2023-08-02,21.0
2023-08-03,19.6875
2023-08-04,15.75
2023-08-05,15.75
2023-08-06,15.75
2023-08-07,17.0625
2023-08-08,18.375
2023-08-09,28.875
2023-08-10,13.125
2023-08-11,13.125
2023-08-12,10.5
2023-08-13,11.8125
2023-08-14,15.75
2023-08-15,31.5
2023-08-16,18.375
2023-08-17,19.6875
2023-08-18,15.75
2023-08-19,15.75
2023-08-20,15.75
2023-08-21,14.4375
2023-08-22,22.3125
2023-08-23,15.75
2023-08-24,21.0
2023-08-25,27.5625
2023-08-26,11.8125
2023-08-27,14.4375
2023-08-28,18.375
2023-08-29,13.125
2023-08-30,13.125
2023-08-31,11.8125
2023-09-01,10.5
2023-09-02,11.8125
2023-09-03,15.75
2023-09-04,11.8125
2023-09-05,13.125
2023-09-06,13.125
2023-09-07,11.8125
2023-09-08,11.8125
2023-09-09,11.8125
2023-09-10,13.125
2023-09-11,9.1875
2023-09-12,14.4375
2023-09-13,11.8125
2023-09-14,9.1875
2023-09-15,7.875
2023-09-16,10.5
2023-09-17,6.5625
2023-09-18,10.5
2023-09-19,9.1875
2023-09-20,10.5
2023-09-21,10.5
2023-09-22,14.4375
2023-09-23,6.5625
2023-09-24,13.125
2023-09-25,11.8125
2023-09-26,13.125
2023-09-27,10.5
2023-09-28,10.5
2023-09-29,9.1875
2023-09-30,9.1875
2023-10-01,7.875
2023-10-02,13.125
2023-10-03,11.8125
2023-10-04,7.875
2023-10-05,11.8125
2023-10-06,9.1875
2023-10-07,11.8125
2023-10-08,6.5625
2023-10-09,7.875
2023-10-10,7.875
2023-10-11,7.875
2023-10-12,7.875
2023-10-13,7.875
2023-10-14,10.5
2023-10-15,10.5
2023-10-16,11.8125
2023-10-17,10.5
2023-10-18,11.8125
2023-10-19,11.8125
2023-10-20,14.4375
2023-10-21,11.8125
2023-10-22,9.1875
2023-10-23,13.125
2023-10-24,14.4375
2023-10-25,17.0625
2023-10-26,14.4375
2023-10-27,11.8125
2023-10-28,7.875
2023-10-29,10.5
2023-10-30,11.8125
2023-10-31,13.125
2023-11-01,13.125
2023-11-02,11.8125
2023-11-03,14.4375
2023-11-04,13.125
2023-11-05,11.8125
2023-11-06,17.0625
2023-11-07,35.4375
2023-11-08,131.25
2023-11-09,27.5625
2023-11-10,19.6875
2023-11-11,14.4375
2023-11-12,14.4375
2023-11-13,10.5
2023-11-14,14.4375
2023-11-15,7.875
2023-11-16,14.4375
2023-11-17,9.1875
2023-11-18,9.1875
2023-11-19,7.875
2023-11-20,10.5
2023-11-21,7.875
2023-11-22,11.8125
2023-11-23,9.1875
2023-11-24,6.5625
2023-11-25,7.875
2023-11-26,10.5
2023-11-27,9.1875
2023-11-28,10.5
2023-11-29,11.8125
2023-11-30,11.8125
2023-12-01,7.875
2023-12-02,9.1875
2023-12-03,9.1875
2023-12-04,5.25
2023-12-05,9.1875
2023-12-06,13.125
2023-12-07,10.5
2023-12-08,9.1875
2023-12-09,11.8125
2023-12-10,9.1875
2023-12-11,9.1875
2023-12-12,9.1875
2023-12-13,13.125
2023-12-14,9.1875
2023-12-15,10.5
2023-12-16,11.8125
2023-12-17,10.5
2023-12-18,15.75
2023-12-19,26.25
2023-12-20,69.5625
2023-12-21,15.75
2023-12-22,13.142688679245282
2023-12-23,10.733490566037736
2023-12-24,13.142688679245282
2023-12-25,8.98054245283019
2023-12-26,10.185141509433961
2023-12-27,10.185141509433961
2023-12-28,11.93808962264151
2023-12-29,40.63266509433962
2023-12-30,10.733490566037736
2023-12-31,10.733490566037736
2024-01-01,11.389740566037736
2024-01-02,10.185141509433961
2024-01-03,7.775943396226415
2024-01-04,10.733490566037736
2024-01-05,13.142688679245282
2024-01-06,13.142688679245282
2024-01-07,10.185141509433961
2024-01-08,11.93808962264151
2024-01-09,10.185141509433961
2024-01-10,14.347287735849056
2024-01-11,14.347287735849056
2024-01-12,13.142688679245282
2024-01-13,13.142688679245282
2024-01-14,10.733490566037736
2024-01-15,10.733490566037736
2024-01-16,37.6751179245283
2024-01-17,23.87617924528302
2024-01-18,16.756485849056602
2024-01-19,16.756485849056602
2024-01-20,15.55188679245283
2024-01-21,16.450471698113205
2024-01-22,19.740566037735846
2024-01-23,23.030660377358487
2024-01-24,48.25471698113207
2024-01-25,19.740566037735846
2024-01-26,20.837264150943394
2024-01-27,14.257075471698112
2024-01-28,17.547169811320753
2024-01-29,14.257075471698112
2024-01-30,19.740566037735846
2024-01-31,17.547169811320753
2024-02-01,15.353773584905658
2024-02-02,16.450471698113205
2024-02-03,10.966981132075471
2024-02-04,15.353773584905658
2024-02-05,12.063679245283017
2024-02-06,13.160377358490564
2024-02-07,13.160377358490564
2024-02-08,17.547169811320753
2024-02-09,14.257075471698112
2024-02-10,13.160377358490564
2024-02-11,13.160377358490564
2024-02-12,17.547169811320753
2024-02-13,12.063679245283017
2024-02-14,18.6438679245283
2024-02-15,8.773584905660377
2024-02-16,12.063679245283017
2024-02-17,16.450471698113205
2024-02-18,13.160377358490564
2024-02-19,14.257075471698112
2024-02-20,15.353773584905658
2024-02-21,10.966981132075471
2024-02-22,9.870283018867923
2024-02-23,9.870283018867923
2024-02-24,15.353773584905658
2024-02-25,30.707547169811317
2024-02-26,13.160377358490564
2024-02-27,14.257075471698112
2024-02-28,37.2877358490566
2024-02-29,21.933962264150942
2024-03-01,14.257075471698112
2024-03-02,17.547169811320753
2024-03-03,17.547169811320753
2024-03-04,23.030660377358487
2024-03-05,26.320754716981128
2024-03-06,71.28537735849056
2024-03-07,32.90094339622641
2024-03-08,18.6438679245283
2024-03-09,14.257075471698112
2024-03-10,12.063679245283017
2024-03-11,14.257075471698112
2024-03-12,13.160377358490564
2024-03-13,18.6438679245283
2024-03-14,17.547169811320753
2024-03-15,13.160377358490564
2024-03-16,12.063679245283017
2024-03-17,15.353773584905658
2024-03-18,13.160377358490564
2024-03-19,14.257075471698112
2024-03-20,24.127358490566035
2024-03-21,15.353773584905658
2024-03-22,13.160377358490564
2024-03-23,14.257075471698112
2024-03-24,16.450471698113205
2024-03-25,9.870283018867923
2024-03-26,15.353773584905658
2024-03-27,15.353773584905658
2024-03-28,10.966981132075471
2024-03-29,9.870283018867923
2024-03-30,12.063679245283017
2024-03-31,9.870283018867923
2024-04-01,14.257075471698112
2024-04-02,15.353773584905658
2024-04-03,21.933962264150942
2024-04-04,13.160377358490564
2024-04-05,15.353773584905658
2024-04-06,8.773584905660377
2024-04-07,13.160377358490564
2024-04-08,12.063679245283017
2024-04-09,8.773584905660377
2024-04-10,15.353773584905658
2024-04-11,10.966981132075471
2024-04-12,13.160377358490564
2024-04-13,12.063679245283017
2024-04-14,12.063679245283017
2024-04-15,9.870283018867923
2024-04-16,13.160377358490564
2024-04-17,14.257075471698112
2024-04-18,12.063679245283017
2024-04-19,12.063679245283017
2024-04-20,9.870283018867923
2024-04-21,6.580188679245282
2024-04-22,9.870283018867923
2024-04-23,14.257075471698112
2024-04-24,18.6438679245283
2024-04-25,13.160377358490564
2024-04-26,10.966981132075471
2024-04-27,7.676886792452829
2024-04-28,10.966981132075471
2024-04-29,14.257075471698112
2024-04-30,9.870283018867923
2024-05-01,7.676886792452829
2024-05-02,9.870283018867923
2024-05-03,8.773584905660377
2024-05-04,8.773584905660377
2024-05-05,14.257075471698112
2024-05-06,10.966981132075471
2024-05-07,9.870283018867923
2024-05-08,18.6438679245283
2024-05-09,15.353773584905658
2024-05-10,9.870283018867923
2024-05-11,15.353773584905658
2024-05-12,15.353773584905658
2024-05-13,16.450471698113205
2024-05-14,13.160377358490564
2024-05-15,17.547169811320753
2024-05-16,14.257075471698112
2024-05-17,10.966981132075471
2024-05-18,15.353773584905658
2024-05-19,10.966981132075471
2024-05-20,12.063679245283017
2024-05-21,13.160377358490564
2024-05-22,16.450471698113205
2024-05-23,12.063679245283017
2024-05-24,13.160377358490564
2024-05-25,9.870283018867923
2024-05-26,15.353773584905658
2024-05-27,10.966981132075471
2024-05-28,10.966981132075471
2024-05-29,14.257075471698112
2024-05-30,18.6438679245283
2024-05-31,28.514150943396224
2024-06-01,19.740566037735846
2024-06-02,16.450471698113205
2024-06-03,19.740566037735846
2024-06-04,25.224056603773583
2024-06-05,19.740566037735846
2024-06-06,16.450471698113205
2024-06-07,13.160377358490564
2024-06-08,9.870283018867923
2024-06-09,18.6438679245283
2024-06-10,18.6438679245283
2024-06-11,13.160377358490564
2024-06-12,16.450471698113205
2024-06-13,10.966981132075471
2024-06-14,14.257075471698112
2024-06-15,12.063679245283017
2024-06-16,12.063679245283017
2024-06-17,15.353773584905658
2024-06-18,16.450471698113205
2024-06-19,18.6438679245283
2024-06-20,18.6438679245283
2024-06-21,13.160377358490564
2024-06-22,16.450471698113205
2024-06-23,12.063679245283017
2024-06-24,14.257075471698112
2024-06-25,16.450471698113205
2024-06-26,18.6438679245283
2024-06-27,16.450471698113205
2024-06-28,41.67452830188679
2024-06-29,17.547169811320753
2024-06-30,20.837264150943394
2024-07-01,18.6438679245283
2024-07-02,21.933962264150942
2024-07-03,21.933962264150942
2024-07-04,18.6438679245283
2024-07-05,23.030660377358487
2024-07-06,24.127358490566035
2024-07-07,19.740566037735846
2024-07-08,18.6438679245283
2024-07-09,13.160377358490564
2024-07-10,17.547169811320753
2024-07-11,15.353773584905658
2024-07-12,25.224056603773583
2024-07-13,20.837264150943394
2024-07-14,40.57783018867924
2024-07-15,51.54481132075471
2024-07-16,37.2877358490566
2024-07-17,30.707547169811317
2024-07-18,35.094339622641506
2024-07-19,37.2877358490566
2024-07-20,26.320754716981128
2024-07-21,52.641509433962256
2024-07-22,59.221698113207545
2024-07-23,54.83490566037735
2024-07-24,50.448113207547166
2024-07-25,44.96462264150943
2024-07-26,47.158018867924525
2024-07-27,48.25471698113207
2024-07-28,42.77122641509433
2024-07-29,32.90094339622641
2024-07-30,35.094339622641506
2024-07-31,33.99764150943396
2024-08-01,27.417452830188676
2024-08-02,30.707547169811317
2024-08-03,23.030660377358487
2024-08-04,30.707547169811317
2024-08-05,23.030660377358487
2024-08-06,47.158018867924525
2024-08-07,59.221698113207545
2024-08-08,51.54481132075471
2024-08-09,41.67452830188679
2024-08-10,37.2877358490566
2024-08-11,29.610849056603772
2024-08-12,37.2877358490566
2024-08-13,35.094339622641506
2024-08-14,40.57783018867924
2024-08-15,32.90094339622641
2024-08-16,25.224056603773583
2024-08-17,31.804245283018865
2024-08-18,16.99882075471698
2024-08-19,17.547169811320753
2024-08-20,19.740566037735846
2024-08-21,19.192216981132074
2024-08-22,16.99882075471698
2024-08-23,24.127358490566035
2024-08-24,19.192216981132074
2024-08-25,18.6438679245283
2024-08-26,15.353773584905658
2024-08-27,16.99882075471698
2024-08-28,15.353773584905658
2024-08-29,14.805424528301886
2024-08-30,14.805424528301886
2024-08-31,14.805424528301886
2024-09-01,13.708726415094338
2024-09-02,13.160377358490564
2024-09-03,13.160377358490564
2024-09-04,18.095518867924525
2024-09-05,16.450471698113205
2024-09-06,13.160377358490564
2024-09-07,13.160377358490564
2024-09-08,13.160377358490564
2024-09-09,13.708726415094338
2024-09-10,14.257075471698112
2024-09-11,55.33490566037735
2024-09-12,23.579009433962263
2024-09-13,23.579009433962263
2024-09-14,20.28891509433962
2024-09-15,19.192216981132074
2024-09-16,16.99882075471698
2024-09-17,0.0
2024-09-18,0.0
2024-09-19,0.0
2024-09-20,0.0
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,0.0
2024-09-26,0.0
2024-09-27,0.0
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,0.0
2024-10-01,0.0
2024-10-02,0.0
2024-10-03,0.0
2024-10-04,0.0
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,0.0
2024-10-08,0.0
2024-10-09,0.0
2024-10-10,0.0
2024-10-11,0.0
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,0.0
2024-10-15,0.0
2024-10-16,1.0
2024-10-17,0.0
2024-10-18,1.0
2024-10-19,1.0
2024-10-20,1.0
2024-10-21,1.0
2024-10-22,1.0
2024-10-23,1.0
2024-10-24,1.0
2024-10-25,1.0
2024-10-26,1.0
2024-10-27,1.0
2024-10-28,1.0
2024-10-29,1.0
2024-10-30,1.0
2024-10-31,2.0
2024-11-01,2.0
2024-11-02,2.0
2024-11-03,2.0
2024-11-04,3.0
2024-11-05,10.0
2024-11-06,100.0
2024-11-07,17.0
2024-11-08,9.0
2024-11-09,7.0
2024-11-10,7.0
2024-11-11,4.0
2024-11-12,3.0
2024-11-13,2.0
2024-11-14,1.0
2024-11-15,1.0
2024-11-16,1.0
2024-11-17,1.0
2024-11-18,1.0
2024-11-19,1.0
2024-11-20,1.0
2024-11-21,1.0
2024-11-22,1.0
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,0.0
2024-11-26,0.0
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,0.0
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,0.0
2024-12-03,0.0
2024-12-04,0.0
2024-12-05,0.0
2024-12-06,0.0
2024-12-07,0.0
2024-12-08,0.0
2024-12-09,0.0
2024-12-10,0.0
2024-12-11,0.0
2024-12-12,0.0
2024-12-13,0.0
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,0.0
2024-12-17,0.0
2024-12-18,0.0
2024-12-19,0.0
2024-12-20,0.0
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,0.0
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,0.0
2025-01-03,0.0
2025-01-04,0.0
2025-01-05,0.0
2025-01-06,0.0
2025-01-07,0.0
2025-01-08,0.0
2025-01-09,0.0
2025-01-10,0.0
2025-01-11,0.0
2025-01-12,0.0
2025-01-13,0.0
2025-01-14,0.0
2025-01-15,0.0
2025-01-16,0.0
2025-01-17,0.0
2025-01-18,0.0
2025-01-19,0.0
2025-01-20,0.0
2025-01-21,0.0
2025-01-22,0.0
2025-01-23,0.0
2025-01-24,0.0
2025-01-25,0.0
2025-01-26,0.0
2025-01-27,0.0
2025-01-28,0.0
2025-01-29,0.0
2025-01-30,0.0
2025-01-31,0.0
2025-02-01,0.0
2025-02-02,0.0
2025-02-03,0.0
2025-02-04,0.0
2025-02-05,0.0
2025-02-06,0.0
2025-02-07,0.0
2025-02-08,0.0
2025-02-09,0.0
2025-02-10,0.0
2025-02-11,0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-15,0.0
2025-02-16,0.0
2025-02-17,0.0
2025-02-18,0.0
2025-02-19,0.0
2025-02-20,0.0
2025-02-21,0.0
2025-02-22,0.0
2025-02-23,0.0
2025-02-24,0.0
2025-02-25,0.0
2025-02-26,0.0
2025-02-27,0.0
2025-02-28,0.0
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,0.0
2025-03-04,0.0
2025-03-05,0.0
