Time,academy
2022-08-17,59.0
2022-08-18,61.0
2022-08-19,56.0
2022-08-20,45.0
2022-08-21,43.0
2022-08-22,59.0
2022-08-23,59.0
2022-08-24,56.0
2022-08-25,58.0
2022-08-26,56.0
2022-08-27,46.0
2022-08-28,43.0
2022-08-29,61.0
2022-08-30,61.5
2022-08-31,59.5
2022-09-01,58.0
2022-09-02,55.5
2022-09-03,47.0
2022-09-04,43.0
2022-09-05,45.5
2022-09-06,61.0
2022-09-07,56.5
2022-09-08,55.5
2022-09-09,52.5
2022-09-10,45.5
2022-09-11,40.0
2022-09-12,58.0
2022-09-13,54.5
2022-09-14,55.5
2022-09-15,59.5
2022-09-16,57.5
2022-09-17,46.5
2022-09-18,40.0
2022-09-19,54.5
2022-09-20,54.5
2022-09-21,51.5
2022-09-22,54.5
2022-09-23,52.5
2022-09-24,42.5
2022-09-25,38.0
2022-09-26,50.5
2022-09-27,51.5
2022-09-28,50.0
2022-09-29,54.0
2022-09-30,53.0
2022-10-01,43.0
2022-10-02,37.0
2022-10-03,53.0
2022-10-04,53.0
2022-10-05,53.0
2022-10-06,53.0
2022-10-07,51.0
2022-10-08,42.0
2022-10-09,40.0
2022-10-10,50.0
2022-10-11,52.0
2022-10-12,52.0
2022-10-13,53.0
2022-10-14,51.0
2022-10-15,39.0
2022-10-16,39.0
2022-10-17,51.0
2022-10-18,52.0
2022-10-19,53.0
2022-10-20,49.0
2022-10-21,49.0
2022-10-22,40.0
2022-10-23,37.0
2022-10-24,52.0
2022-10-25,52.0
2022-10-26,53.0
2022-10-27,59.0
2022-10-28,54.0
2022-10-29,40.0
2022-10-30,36.0
2022-10-31,55.0
2022-11-01,52.0
2022-11-02,52.0
2022-11-03,53.0
2022-11-04,51.0
2022-11-05,48.0
2022-11-06,46.0
2022-11-07,53.0
2022-11-08,49.0
2022-11-09,47.0
2022-11-10,50.0
2022-11-11,47.0
2022-11-12,41.0
2022-11-13,39.0
2022-11-14,54.0
2022-11-15,52.0
2022-11-16,55.0
2022-11-17,55.0
2022-11-18,52.0
2022-11-19,45.0
2022-11-20,42.0
2022-11-21,46.0
2022-11-22,44.0
2022-11-23,43.0
2022-11-24,39.0
2022-11-25,58.0
2022-11-26,46.0
2022-11-27,45.0
2022-11-28,61.0
2022-11-29,56.0
2022-11-30,54.0
2022-12-01,54.0
2022-12-02,54.0
2022-12-03,45.0
2022-12-04,41.0
2022-12-05,54.0
2022-12-06,53.0
2022-12-07,52.0
2022-12-08,52.0
2022-12-09,52.0
2022-12-10,47.0
2022-12-11,46.0
2022-12-12,54.0
2022-12-13,53.0
2022-12-14,53.0
2022-12-15,53.0
2022-12-16,53.0
2022-12-17,49.0
2022-12-18,43.0
2022-12-19,54.0
2022-12-20,51.0
2022-12-21,50.0
2022-12-22,47.0
2022-12-23,44.0
2022-12-24,38.0
2022-12-25,28.0
2022-12-26,38.0
2022-12-27,39.0
2022-12-28,40.0
2022-12-29,41.0
2022-12-30,37.0
2022-12-31,34.0
2023-01-01,35.0
2023-01-02,44.0
2023-01-03,48.0
2023-01-04,51.0
2023-01-05,51.0
2023-01-06,50.0
2023-01-07,41.0
2023-01-08,40.0
2023-01-09,55.0
2023-01-10,57.0
2023-01-11,58.0
2023-01-12,54.0
2023-01-13,53.0
2023-01-14,42.0
2023-01-15,37.0
2023-01-16,46.0
2023-01-17,53.0
2023-01-18,54.0
2023-01-19,54.0
2023-01-20,52.0
2023-01-21,43.0
2023-01-22,38.0
2023-01-23,54.0
2023-01-24,60.0
2023-01-25,57.0
2023-01-26,56.0
2023-01-27,52.0
2023-01-28,44.0
2023-01-29,41.0
2023-01-30,57.0
2023-01-31,56.0
2023-02-01,56.0
2023-02-02,54.0
2023-02-03,54.0
2023-02-04,44.0
2023-02-05,42.0
2023-02-06,57.0
2023-02-07,55.0
2023-02-08,54.0
2023-02-09,53.0
2023-02-10,53.0
2023-02-11,44.0
2023-02-12,39.0
2023-02-13,49.0
2023-02-14,50.0
2023-02-15,57.0
2023-02-16,54.0
2023-02-17,52.0
2023-02-18,42.0
2023-02-19,44.0
2023-02-20,46.0
2023-02-21,53.0
2023-02-22,53.0
2023-02-23,53.0
2023-02-24,52.0
2023-02-25,47.0
2023-02-26,49.0
2023-02-27,57.0
2023-02-28,56.0
2023-03-01,56.0
2023-03-02,55.0
2023-03-03,51.0
2023-03-04,45.0
2023-03-05,46.0
2023-03-06,54.0
2023-03-07,56.0
2023-03-08,54.0
2023-03-09,56.0
2023-03-10,58.0
2023-03-11,47.0
2023-03-12,59.0
2023-03-13,100.0
2023-03-14,56.0
2023-03-15,52.0
2023-03-16,55.0
2023-03-17,48.0
2023-03-18,40.0
2023-03-19,42.0
2023-03-20,53.0
2023-03-21,52.0
2023-03-22,53.0
2023-03-23,52.0
2023-03-24,49.0
2023-03-25,42.0
2023-03-26,39.0
2023-03-27,56.0
2023-03-28,52.0
2023-03-29,51.0
2023-03-30,52.0
2023-03-31,49.0
2023-04-01,43.0
2023-04-02,39.0
2023-04-03,52.0
2023-04-04,48.0
2023-04-05,47.0
2023-04-06,49.0
2023-04-07,45.0
2023-04-08,38.0
2023-04-09,35.0
2023-04-10,50.0
2023-04-11,52.0
2023-04-12,50.0
2023-04-13,50.0
2023-04-14,50.0
2023-04-15,40.0
2023-04-16,39.0
2023-04-17,51.0
2023-04-18,51.0
2023-04-19,49.0
2023-04-20,50.0
2023-04-21,50.0
2023-04-22,40.0
2023-04-23,38.0
2023-04-24,52.0
2023-04-25,51.0
2023-04-26,68.0
2023-04-27,64.0
2023-04-28,61.5
2023-04-29,50.0
2023-04-30,49.5
2023-05-01,68.0
2023-05-02,65.0
2023-05-03,65.0
2023-05-04,66.5
2023-05-05,61.5
2023-05-06,50.0
2023-05-07,48.5
2023-05-08,65.5
2023-05-09,63.5
2023-05-10,63.5
2023-05-11,64.0
2023-05-12,64.0
2023-05-13,52.5
2023-05-14,46.0
2023-05-15,68.0
2023-05-16,68.0
2023-05-17,67.5
2023-05-18,67.5
2023-05-19,66.5
2023-05-20,52.5
2023-05-21,50.0
2023-05-22,67.0
2023-05-23,68.0
2023-05-24,67.5
2023-05-25,67.0
2023-05-26,78.0
2023-05-27,65.0
2023-05-28,60.0
2023-05-29,62.0
2023-05-30,77.0
2023-05-31,79.0
2023-06-01,81.0
2023-06-02,79.0
2023-06-03,67.0
2023-06-04,67.0
2023-06-05,78.0
2023-06-06,77.0
2023-06-07,77.0
2023-06-08,74.0
2023-06-09,73.0
2023-06-10,63.0
2023-06-11,63.0
2023-06-12,77.0
2023-06-13,75.0
2023-06-14,74.0
2023-06-15,74.0
2023-06-16,74.0
2023-06-17,70.0
2023-06-18,65.0
2023-06-19,69.0
2023-06-20,69.0
2023-06-21,69.0
2023-06-22,67.0
2023-06-23,67.0
2023-06-24,58.0
2023-06-25,57.0
2023-06-26,69.0
2023-06-27,67.0
2023-06-28,69.0
2023-06-29,67.0
2023-06-30,66.0
2023-07-01,59.0
2023-07-02,60.0
2023-07-03,65.0
2023-07-04,60.0
2023-07-05,66.0
2023-07-06,69.0
2023-07-07,66.0
2023-07-08,61.0
2023-07-09,56.0
2023-07-10,72.0
2023-07-11,74.0
2023-07-12,73.0
2023-07-13,75.0
2023-07-14,69.0
2023-07-15,63.0
2023-07-16,59.0
2023-07-17,75.0
2023-07-18,74.0
2023-07-19,77.0
2023-07-20,69.0
2023-07-21,67.0
2023-07-22,60.0
2023-07-23,59.0
2023-07-24,75.0
2023-07-25,75.0
2023-07-26,76.0
2023-07-27,72.0
2023-07-28,73.0
2023-07-29,67.0
2023-07-30,64.0
2023-07-31,85.0
2023-08-01,79.0
2023-08-02,83.0
2023-08-03,85.0
2023-08-04,82.0
2023-08-05,69.0
2023-08-06,68.0
2023-08-07,87.0
2023-08-08,90.0
2023-08-09,89.0
2023-08-10,92.0
2023-08-11,90.0
2023-08-12,69.0
2023-08-13,71.0
2023-08-14,100.0
2023-08-15,92.0
2023-08-16,91.0
2023-08-17,92.0
2023-08-18,86.0
2023-08-19,70.0
2023-08-20,64.0
2023-08-21,98.0
2023-08-22,96.0
2023-08-23,93.0
2023-08-24,89.0
2023-08-25,91.0
2023-08-26,73.0
2023-08-27,68.0
2023-08-28,91.0
2023-08-29,93.0
2023-08-30,88.0
2023-08-31,93.0
2023-09-01,86.0
2023-09-02,70.0
2023-09-03,62.0
2023-09-04,69.0
2023-09-05,93.0
2023-09-06,91.0
2023-09-07,92.0
2023-09-08,87.0
2023-09-09,72.0
2023-09-10,60.0
2023-09-11,84.0
2023-09-12,87.0
2023-09-13,87.0
2023-09-14,87.0
2023-09-15,85.0
2023-09-16,67.0
2023-09-17,59.0
2023-09-18,87.0
2023-09-19,87.0
2023-09-20,86.0
2023-09-21,80.0
2023-09-22,82.0
2023-09-23,67.0
2023-09-24,61.0
2023-09-25,82.0
2023-09-26,81.0
2023-09-27,80.0
2023-09-28,83.0
2023-09-29,88.0
2023-09-30,63.0
2023-10-01,60.0
2023-10-02,87.0
2023-10-03,85.0
2023-10-04,84.0
2023-10-05,81.0
2023-10-06,79.0
2023-10-07,60.0
2023-10-08,59.0
2023-10-09,76.0
2023-10-10,79.0
2023-10-11,77.0
2023-10-12,78.0
2023-10-13,76.0
2023-10-14,59.0
2023-10-15,61.0
2023-10-16,79.0
2023-10-17,80.0
2023-10-18,76.0
2023-10-19,81.0
2023-10-20,80.0
2023-10-21,67.0
2023-10-22,57.0
2023-10-23,81.0
2023-10-24,85.0
2023-10-25,82.0
2023-10-26,80.0
2023-10-27,76.0
2023-10-28,61.0
2023-10-29,55.0
2023-10-30,81.0
2023-10-31,75.0
2023-11-01,80.0
2023-11-02,81.0
2023-11-03,82.0
2023-11-04,68.0
2023-11-05,62.0
2023-11-06,83.0
2023-11-07,81.0
2023-11-08,82.0
2023-11-09,86.0
2023-11-10,81.0
2023-11-11,72.0
2023-11-12,70.0
2023-11-13,84.0
2023-11-14,80.0
2023-11-15,86.0
2023-11-16,88.0
2023-11-17,83.0
2023-11-18,78.0
2023-11-19,67.0
2023-11-20,79.0
2023-11-21,73.0
2023-11-22,69.0
2023-11-23,64.0
2023-11-24,97.0
2023-11-25,78.0
2023-11-26,71.0
2023-11-27,89.0
2023-11-28,91.0
2023-11-29,86.0
2023-11-30,82.0
2023-12-01,83.0
2023-12-02,71.0
2023-12-03,58.0
2023-12-04,85.0
2023-12-05,77.0
2023-12-06,80.0
2023-12-07,87.0
2023-12-08,81.0
2023-12-09,76.0
2023-12-10,70.0
2023-12-11,87.0
2023-12-12,85.0
2023-12-13,85.0
2023-12-14,86.0
2023-12-15,83.0
2023-12-16,74.0
2023-12-17,67.0
2023-12-18,80.0
2023-12-19,82.0
2023-12-20,81.0
2023-12-21,83.0
2023-12-22,66.0
2023-12-23,63.0
2023-12-24,54.5
2023-12-25,38.5
2023-12-26,51.5
2023-12-27,53.0
2023-12-28,53.0
2023-12-29,53.0
2023-12-30,51.5
2023-12-31,48.0
2024-01-01,49.5
2024-01-02,63.0
2024-01-03,68.0
2024-01-04,67.0
2024-01-05,65.5
2024-01-06,57.5
2024-01-07,53.0
2024-01-08,75.5
2024-01-09,71.5
2024-01-10,76.5
2024-01-11,73.0
2024-01-12,69.0
2024-01-13,55.5
2024-01-14,50.5
2024-01-15,57.5
2024-01-16,75.0
2024-01-17,73.0
2024-01-18,71.5
2024-01-19,71.5
2024-01-20,55.5
2024-01-21,44.0
2024-01-22,59.0
2024-01-23,66.0
2024-01-24,65.0
2024-01-25,62.0
2024-01-26,59.0
2024-01-27,53.0
2024-01-28,46.0
2024-01-29,61.0
2024-01-30,63.0
2024-01-31,63.0
2024-02-01,62.0
2024-02-02,61.0
2024-02-03,49.0
2024-02-04,50.0
2024-02-05,63.0
2024-02-06,64.0
2024-02-07,67.0
2024-02-08,62.0
2024-02-09,61.0
2024-02-10,49.0
2024-02-11,43.0
2024-02-12,54.0
2024-02-13,65.0
2024-02-14,59.0
2024-02-15,62.0
2024-02-16,61.0
2024-02-17,50.0
2024-02-18,50.0
2024-02-19,55.0
2024-02-20,63.0
2024-02-21,61.0
2024-02-22,60.0
2024-02-23,60.0
2024-02-24,54.0
2024-02-25,50.0
2024-02-26,64.0
2024-02-27,64.0
2024-02-28,61.0
2024-02-29,64.0
2024-03-01,60.0
2024-03-02,54.0
2024-03-03,53.0
2024-03-04,67.0
2024-03-05,64.0
2024-03-06,66.0
2024-03-07,69.0
2024-03-08,63.0
2024-03-09,60.0
2024-03-10,74.0
2024-03-11,100.0
2024-03-12,67.0
2024-03-13,62.0
2024-03-14,61.0
2024-03-15,58.0
2024-03-16,51.0
2024-03-17,49.0
2024-03-18,62.0
2024-03-19,62.0
2024-03-20,59.0
2024-03-21,57.0
2024-03-22,56.0
2024-03-23,51.0
2024-03-24,47.0
2024-03-25,59.0
2024-03-26,56.0
2024-03-27,55.0
2024-03-28,54.0
2024-03-29,48.0
2024-03-30,44.0
2024-03-31,46.0
2024-04-01,54.0
2024-04-02,55.0
2024-04-03,57.0
2024-04-04,55.0
2024-04-05,58.0
2024-04-06,45.0
2024-04-07,45.0
2024-04-08,53.0
2024-04-09,56.0
2024-04-10,59.0
2024-04-11,59.0
2024-04-12,57.0
2024-04-13,46.0
2024-04-14,44.0
2024-04-15,57.0
2024-04-16,59.0
2024-04-17,60.0
2024-04-18,59.0
2024-04-19,57.0
2024-04-20,45.0
2024-04-21,49.0
2024-04-22,60.0
2024-04-23,59.0
2024-04-24,55.0
2024-04-25,60.0
2024-04-26,56.0
2024-04-27,46.0
2024-04-28,43.0
2024-04-29,59.0
2024-04-30,59.0
2024-05-01,61.0
2024-05-02,59.0
2024-05-03,58.0
2024-05-04,48.0
2024-05-05,47.0
2024-05-06,59.0
2024-05-07,58.0
2024-05-08,57.0
2024-05-09,58.0
2024-05-10,57.0
2024-05-11,46.0
2024-05-12,43.0
2024-05-13,58.0
2024-05-14,60.0
2024-05-15,60.0
2024-05-16,59.0
2024-05-17,59.0
2024-05-18,52.0
2024-05-19,48.0
2024-05-20,62.0
2024-05-21,63.0
2024-05-22,60.0
2024-05-23,59.0
2024-05-24,57.0
2024-05-25,53.0
2024-05-26,47.0
2024-05-27,48.0
2024-05-28,58.0
2024-05-29,61.0
2024-05-30,60.0
2024-05-31,57.0
2024-06-01,49.0
2024-06-02,47.0
2024-06-03,58.0
2024-06-04,58.0
2024-06-05,56.0
2024-06-06,58.0
2024-06-07,53.0
2024-06-08,48.0
2024-06-09,48.0
2024-06-10,58.0
2024-06-11,57.0
2024-06-12,56.0
2024-06-13,58.0
2024-06-14,54.0
2024-06-15,49.0
2024-06-16,49.0
2024-06-17,54.0
2024-06-18,51.0
2024-06-19,49.0
2024-06-20,50.0
2024-06-21,49.0
2024-06-22,46.0
2024-06-23,47.0
2024-06-24,53.0
2024-06-25,49.0
2024-06-26,51.0
2024-06-27,52.0
2024-06-28,49.0
2024-06-29,46.0
2024-06-30,43.0
2024-07-01,52.0
2024-07-02,51.0
2024-07-03,52.0
2024-07-04,46.0
2024-07-05,44.0
2024-07-06,40.0
2024-07-07,42.0
2024-07-08,54.0
2024-07-09,54.0
2024-07-10,55.0
2024-07-11,54.0
2024-07-12,50.0
2024-07-13,45.0
2024-07-14,42.0
2024-07-15,52.0
2024-07-16,52.0
2024-07-17,56.0
2024-07-18,54.0
2024-07-19,49.0
2024-07-20,47.0
2024-07-21,45.0
2024-07-22,55.0
2024-07-23,57.0
2024-07-24,55.0
2024-07-25,57.0
2024-07-26,54.0
2024-07-27,46.0
2024-07-28,48.0
2024-07-29,60.0
2024-07-30,60.0
2024-07-31,59.0
2024-08-01,61.0
2024-08-02,60.0
2024-08-03,54.0
2024-08-04,54.0
2024-08-05,67.0
2024-08-06,68.0
2024-08-07,71.0
2024-08-08,79.0
2024-08-09,92.0
2024-08-10,81.0
2024-08-11,84.0
2024-08-12,95.0
2024-08-13,95.0
2024-08-14,86.0
2024-08-15,90.0
2024-08-16,78.0
2024-08-17,65.0
2024-08-18,65.5
2024-08-19,78.0
2024-08-20,76.0
2024-08-21,73.5
2024-08-22,73.5
2024-08-23,77.5
2024-08-24,67.5
2024-08-25,64.0
2024-08-26,78.5
2024-08-27,73.5
2024-08-28,73.5
2024-08-29,73.0
2024-08-30,68.0
2024-08-31,55.0
2024-09-01,56.0
2024-09-02,56.5
2024-09-03,71.5
2024-09-04,70.5
2024-09-05,69.0
2024-09-06,64.5
2024-09-07,54.0
2024-09-08,50.0
2024-09-09,67.0
2024-09-10,66.5
2024-09-11,63.0
2024-09-12,66.0
2024-09-13,62.5
2024-09-14,50.0
2024-09-15,45.5
2024-09-16,63.5
2024-09-17,64.0
2024-09-18,62.0
2024-09-19,62.0
2024-09-20,58.0
2024-09-21,47.0
2024-09-22,44.0
2024-09-23,58.0
2024-09-24,58.0
2024-09-25,56.0
2024-09-26,57.0
2024-09-27,54.0
2024-09-28,44.0
2024-09-29,42.0
2024-09-30,55.0
2024-10-01,57.0
2024-10-02,56.0
2024-10-03,56.0
2024-10-04,61.0
2024-10-05,45.0
2024-10-06,41.0
2024-10-07,56.0
2024-10-08,55.0
2024-10-09,51.0
2024-10-10,53.0
2024-10-11,54.0
2024-10-12,43.0
2024-10-13,41.0
2024-10-14,53.0
2024-10-15,56.0
2024-10-16,57.0
2024-10-17,55.0
2024-10-18,55.0
2024-10-19,43.0
2024-10-20,40.0
2024-10-21,55.0
2024-10-22,54.0
2024-10-23,55.0
2024-10-24,54.0
2024-10-25,51.0
2024-10-26,42.0
2024-10-27,39.0
2024-10-28,54.0
2024-10-29,54.0
2024-10-30,54.0
2024-10-31,50.0
2024-11-01,54.0
2024-11-02,43.0
2024-11-03,40.0
2024-11-04,54.0
2024-11-05,46.0
2024-11-06,36.0
2024-11-07,50.0
2024-11-08,55.0
2024-11-09,45.0
2024-11-10,40.0
2024-11-11,51.0
2024-11-12,56.0
2024-11-13,57.0
2024-11-14,51.0
2024-11-15,52.0
2024-11-16,42.0
2024-11-17,41.0
2024-11-18,58.0
2024-11-19,56.0
2024-11-20,57.0
2024-11-21,54.0
2024-11-22,53.0
2024-11-23,43.0
2024-11-24,42.0
2024-11-25,49.0
2024-11-26,48.0
2024-11-27,44.0
2024-11-28,42.0
2024-11-29,59.0
2024-11-30,48.0
2024-12-01,44.0
2024-12-02,59.0
2024-12-03,58.0
2024-12-04,56.0
2024-12-05,57.0
2024-12-06,55.0
2024-12-07,50.0
2024-12-08,45.0
2024-12-09,55.0
2024-12-10,57.0
2024-12-11,52.0
2024-12-12,58.0
2024-12-13,53.0
2024-12-14,53.0
2024-12-15,47.0
2024-12-16,59.0
2024-12-17,57.0
2024-12-18,58.0
2024-12-19,55.0
2024-12-20,58.0
2024-12-21,45.0
2024-12-22,44.0
2024-12-23,47.0
2024-12-24,47.0
2024-12-25,31.0
2024-12-26,41.0
2024-12-27,43.0
2024-12-28,39.0
2024-12-29,39.0
2024-12-30,40.0
2024-12-31,40.0
2025-01-01,38.0
2025-01-02,46.0
2025-01-03,46.0
2025-01-04,44.0
2025-01-05,44.0
2025-01-06,57.0
2025-01-07,61.0
2025-01-08,57.0
2025-01-09,58.0
2025-01-10,53.0
2025-01-11,43.0
2025-01-12,41.0
2025-01-13,59.0
2025-01-14,58.0
2025-01-15,59.0
2025-01-16,60.0
2025-01-17,57.0
2025-01-18,43.0
2025-01-19,38.0
2025-01-20,45.0
2025-01-21,53.0
2025-01-22,53.0
2025-01-23,63.0
2025-01-24,60.0
2025-01-25,46.0
2025-01-26,45.0
2025-01-27,56.0
2025-01-28,59.0
2025-01-29,60.0
2025-01-30,55.0
2025-01-31,56.0
2025-02-01,44.0
2025-02-02,45.0
2025-02-03,57.0
2025-02-04,57.0
2025-02-05,56.0
2025-02-06,59.0
2025-02-07,56.0
2025-02-08,44.0
2025-02-09,40.0
2025-02-10,50.0
2025-02-11,56.0
2025-02-12,58.0
2025-02-13,56.0
2025-02-14,53.0
2025-02-15,43.0
2025-02-16,43.0
2025-02-17,49.0
2025-02-18,57.0
2025-02-19,56.0
2025-02-20,54.0
2025-02-21,57.0
2025-02-22,48.0
2025-02-23,45.0
2025-02-24,60.0
2025-02-25,61.0
2025-02-26,59.0
2025-02-27,59.0
2025-02-28,59.0
2025-03-01,50.0
2025-03-02,57.0
2025-03-03,100.0
2025-03-04,65.0
2025-03-05,59.0
2025-03-06,58.0
2025-03-07,58.0
2025-03-08,48.0
2025-03-09,45.0
2025-03-10,58.0
2025-03-11,56.0
2025-03-12,53.0
2025-03-13,55.0
2025-03-14,52.0
2025-03-15,45.0
2025-03-16,44.0
2025-03-17,54.0
2025-03-18,56.0
2025-03-19,55.0
2025-03-20,53.0
2025-03-21,51.0
2025-03-22,44.0
2025-03-23,44.0
2025-03-24,55.0
2025-03-25,55.0
2025-03-26,52.0
2025-03-27,54.0
2025-03-28,51.0
2025-03-29,44.0
2025-03-30,43.0
2025-03-31,58.0
2025-04-01,56.0
2025-04-02,52.0
2025-04-03,56.0
2025-04-04,52.0
2025-04-05,43.0
2025-04-06,42.0
2025-04-07,54.0
2025-04-08,54.0
2025-04-09,54.0
2025-04-10,52.0
2025-04-11,54.0
2025-04-12,43.0
2025-04-13,41.0
2025-04-14,52.0
2025-04-15,60.5
2025-04-16,59.5
2025-04-17,58.0
2025-04-18,51.0
2025-04-19,43.0
2025-04-20,44.0
2025-04-21,57.0
2025-04-22,56.0
2025-04-23,59.0
2025-04-24,58.0
2025-04-25,55.0
2025-04-26,45.0
2025-04-27,43.0
2025-04-28,68.0
2025-04-29,61.5
2025-04-30,61.0
2025-05-01,61.5
2025-05-02,59.0
2025-05-03,49.5
2025-05-04,50.5
2025-05-05,60.0
2025-05-06,61.5
2025-05-07,61.5
2025-05-08,58.0
2025-05-09,58.0
2025-05-10,49.5
2025-05-11,45.5
2025-05-12,59.0
2025-05-13,60.5
2025-05-14,62.5
2025-05-15,66.0
2025-05-16,63.0
2025-05-17,52.0
2025-05-18,51.0
2025-05-19,65.0
2025-05-20,68.0
2025-05-21,65.0
2025-05-22,68.0
2025-05-23,63.0
2025-05-24,53.0
2025-05-25,51.0
2025-05-26,50.0
2025-05-27,61.0
2025-05-28,66.0
2025-05-29,65.0
2025-05-30,63.0
2025-05-31,54.0
2025-06-01,52.0
2025-06-02,67.0
2025-06-03,61.0
2025-06-04,60.0
2025-06-05,61.0
2025-06-06,59.0
2025-06-07,50.0
2025-06-08,50.0
2025-06-09,63.0
2025-06-10,60.0
2025-06-11,60.0
2025-06-12,61.0
2025-06-13,59.0
2025-06-14,51.0
2025-06-15,49.0
2025-06-16,57.0
2025-06-17,57.0
2025-06-18,60.0
2025-06-19,50.0
2025-06-20,53.0
2025-06-21,48.0
2025-06-22,43.0
2025-06-23,59.0
2025-06-24,55.0
