Time,nvidia_stock
2022-06-26,6.0
2022-06-27,28.0
2022-06-28,24.0
2022-06-29,30.0
2022-06-30,30.0
2022-07-01,31.0
2022-07-02,13.0
2022-07-03,9.0
2022-07-04,9.0
2022-07-05,32.0
2022-07-06,25.0
2022-07-07,30.0
2022-07-08,29.0
2022-07-09,10.0
2022-07-10,7.0
2022-07-11,25.0
2022-07-12,24.0
2022-07-13,25.0
2022-07-14,30.0
2022-07-15,43.0
2022-07-16,29.0
2022-07-17,40.0
2022-07-18,84.0
2022-07-19,75.0
2022-07-20,72.0
2022-07-21,61.0
2022-07-22,57.0
2022-07-23,17.0
2022-07-24,14.0
2022-07-25,40.0
2022-07-26,42.0
2022-07-27,60.0
2022-07-28,54.0
2022-07-29,47.0
2022-07-30,17.0
2022-07-31,12.0
2022-08-01,45.0
2022-08-02,42.0
2022-08-03,44.0
2022-08-04,40.0
2022-08-05,36.0
2022-08-06,13.0
2022-08-07,11.0
2022-08-08,68.0
2022-08-09,62.0
2022-08-10,51.0
2022-08-11,39.0
2022-08-12,37.0
2022-08-13,14.0
2022-08-14,10.0
2022-08-15,38.0
2022-08-16,36.0
2022-08-17,32.0
2022-08-18,32.0
2022-08-19,33.0
2022-08-20,10.0
2022-08-21,8.0
2022-08-22,29.0
2022-08-23,30.0
2022-08-24,49.0
2022-08-25,47.0
2022-08-26,38.0
2022-08-27,14.0
2022-08-28,7.0
2022-08-29,28.9375
2022-08-30,32.5
2022-08-31,29.9375
2022-09-01,74.625
2022-09-02,54.3125
2022-09-03,15.75
2022-09-04,8.125
2022-09-05,8.625
2022-09-06,33.0
2022-09-07,32.5
2022-09-08,28.4375
2022-09-09,28.9375
2022-09-10,8.125
2022-09-11,7.625
2022-09-12,28.9375
2022-09-13,34.0
2022-09-14,33.0
2022-09-15,29.4375
2022-09-16,33.0
2022-09-17,16.75
2022-09-18,12.1875
2022-09-19,32.5
2022-09-20,36.5625
2022-09-21,37.0625
2022-09-22,33.5
2022-09-23,33.5
2022-09-24,13.1875
2022-09-25,8.125
2022-09-26,27.9375
2022-09-27,29.4375
2022-09-28,24.75
2022-09-29,24.75
2022-09-30,24.75
2022-10-01,8.25
2022-10-02,4.125
2022-10-03,28.875
2022-10-04,28.875
2022-10-05,24.75
2022-10-06,24.75
2022-10-07,28.875
2022-10-08,12.375
2022-10-09,8.25
2022-10-10,28.875
2022-10-11,28.875
2022-10-12,28.875
2022-10-13,28.875
2022-10-14,24.75
2022-10-15,8.25
2022-10-16,8.25
2022-10-17,24.75
2022-10-18,28.875
2022-10-19,24.75
2022-10-20,24.75
2022-10-21,24.75
2022-10-22,8.25
2022-10-23,4.125
2022-10-24,24.75
2022-10-25,24.75
2022-10-26,24.75
2022-10-27,33.0
2022-10-28,24.75
2022-10-29,12.375
2022-10-30,8.25
2022-10-31,20.625
2022-11-01,24.75
2022-11-02,28.875
2022-11-03,24.75
2022-11-04,24.75
2022-11-05,8.25
2022-11-06,4.125
2022-11-07,20.625
2022-11-08,28.875
2022-11-09,24.75
2022-11-10,28.875
2022-11-11,28.875
2022-11-12,8.25
2022-11-13,8.25
2022-11-14,28.875
2022-11-15,33.0
2022-11-16,45.375
2022-11-17,41.25
2022-11-18,28.875
2022-11-19,8.25
2022-11-20,8.25
2022-11-21,20.625
2022-11-22,24.75
2022-11-23,24.75
2022-11-24,8.25
2022-11-25,12.375
2022-11-26,4.125
2022-11-27,4.125
2022-11-28,16.5
2022-11-29,16.5
2022-11-30,20.625
2022-12-01,24.75
2022-12-02,20.625
2022-12-03,8.25
2022-12-04,4.125
2022-12-05,16.5
2022-12-06,16.5
2022-12-07,16.5
2022-12-08,20.625
2022-12-09,16.5
2022-12-10,8.25
2022-12-11,4.125
2022-12-12,20.625
2022-12-13,24.75
2022-12-14,24.75
2022-12-15,24.75
2022-12-16,20.625
2022-12-17,8.25
2022-12-18,4.125
2022-12-19,16.5
2022-12-20,16.5
2022-12-21,20.625
2022-12-22,20.625
2022-12-23,20.625
2022-12-24,8.25
2022-12-25,4.125
2022-12-26,8.25
2022-12-27,20.625
2022-12-28,20.625
2022-12-29,20.625
2022-12-30,16.5
2022-12-31,8.25
2023-01-01,4.125
2023-01-02,4.125
2023-01-03,16.5
2023-01-04,20.625
2023-01-05,20.625
2023-01-06,20.625
2023-01-07,4.125
2023-01-08,4.125
2023-01-09,20.625
2023-01-10,20.625
2023-01-11,20.625
2023-01-12,20.625
2023-01-13,20.625
2023-01-14,8.25
2023-01-15,4.125
2023-01-16,8.25
2023-01-17,24.75
2023-01-18,20.625
2023-01-19,20.625
2023-01-20,20.625
2023-01-21,8.25
2023-01-22,4.125
2023-01-23,28.875
2023-01-24,33.0
2023-01-25,24.75
2023-01-26,28.875
2023-01-27,37.125
2023-01-28,12.375
2023-01-29,8.25
2023-01-30,28.875
2023-01-31,33.0
2023-02-01,37.125
2023-02-02,45.375
2023-02-03,41.25
2023-02-04,12.375
2023-02-05,8.25
2023-02-06,24.75
2023-02-07,33.0
2023-02-08,37.125
2023-02-09,33.0
2023-02-10,33.0
2023-02-11,8.25
2023-02-12,4.125
2023-02-13,28.875
2023-02-14,37.125
2023-02-15,37.125
2023-02-16,28.875
2023-02-17,28.875
2023-02-18,8.25
2023-02-19,4.125
2023-02-20,12.375
2023-02-21,33.0
2023-02-22,45.375
2023-02-23,82.5
2023-02-24,57.75
2023-02-25,16.5
2023-02-26,12.375
2023-02-27,37.125
2023-02-28,33.0
2023-03-01,33.0
2023-03-02,28.875
2023-03-03,33.0
2023-03-04,8.25
2023-03-05,8.25
2023-03-06,33.0
2023-03-07,28.875
2023-03-08,33.0
2023-03-09,33.0
2023-03-10,28.875
2023-03-11,8.25
2023-03-12,8.25
2023-03-13,28.875
2023-03-14,33.0
2023-03-15,33.0
2023-03-16,37.125
2023-03-17,41.25
2023-03-18,8.25
2023-03-19,8.25
2023-03-20,37.125
2023-03-21,41.25
2023-03-22,57.75
2023-03-23,53.625
2023-03-24,41.25
2023-03-25,12.375
2023-03-26,8.25
2023-03-27,33.0
2023-03-28,33.0
2023-03-29,37.125
2023-03-30,37.125
2023-03-31,37.125
2023-04-01,12.375
2023-04-02,8.25
2023-04-03,33.0
2023-04-04,33.0
2023-04-05,33.0
2023-04-06,33.0
2023-04-07,20.625
2023-04-08,8.25
2023-04-09,8.25
2023-04-10,33.0
2023-04-11,33.0
2023-04-12,37.125
2023-04-13,33.0
2023-04-14,28.875
2023-04-15,8.25
2023-04-16,8.25
2023-04-17,28.875
2023-04-18,41.25
2023-04-19,41.25
2023-04-20,37.125
2023-04-21,33.0
2023-04-22,8.25
2023-04-23,8.25
2023-04-24,28.875
2023-04-25,33.0
2023-04-26,37.125
2023-04-27,37.125
2023-04-28,28.875
2023-04-29,8.25
2023-04-30,8.25
2023-05-01,37.125
2023-05-02,37.125
2023-05-03,33.0
2023-05-04,33.0
2023-05-05,33.0
2023-05-06,12.375
2023-05-07,8.25
2023-05-08,33.0
2023-05-09,33.0
2023-05-10,33.0
2023-05-11,33.0
2023-05-12,28.875
2023-05-13,8.25
2023-05-14,8.25
2023-05-15,28.875
2023-05-16,41.25
2023-05-17,45.375
2023-05-18,61.875
2023-05-19,53.625
2023-05-20,16.5
2023-05-21,12.375
2023-05-22,45.375
2023-05-23,41.25
2023-05-24,148.5
2023-05-25,412.5
2023-05-26,247.5
2023-05-27,90.75
2023-05-28,49.5
2023-05-29,49.5
2023-05-30,231.0
2023-05-31,169.125
2023-06-01,148.5
2023-06-02,115.5
2023-06-03,41.25
2023-06-04,33.0
2023-06-05,90.75
2023-06-06,74.25
2023-06-07,74.25
2023-06-08,82.5
2023-06-09,74.25
2023-06-10,24.75
2023-06-11,20.625
2023-06-12,70.125
2023-06-13,90.75
2023-06-14,111.375
2023-06-15,107.25
2023-06-16,94.875
2023-06-17,28.875
2023-06-18,20.625
2023-06-19,33.0
2023-06-20,86.625
2023-06-21,82.5
2023-06-22,74.25
2023-06-23,66.0
2023-06-24,20.625
2023-06-25,16.5
2023-06-26,66.0
2023-06-27,70.125
2023-06-28,82.5
2023-06-29,70.125
2023-06-30,70.125
2023-07-01,24.75
2023-07-02,16.5
2023-07-03,57.75
2023-07-04,20.625
2023-07-05,61.875
2023-07-06,57.75
2023-07-07,57.75
2023-07-08,16.5
2023-07-09,12.375
2023-07-10,53.625
2023-07-11,57.75
2023-07-12,70.125
2023-07-13,86.625
2023-07-14,99.0
2023-07-15,28.875
2023-07-16,16.5
2023-07-17,78.375
2023-07-18,86.625
2023-07-19,90.75
2023-07-20,78.375
2023-07-21,74.25
2023-07-22,20.625
2023-07-23,16.5
2023-07-24,70.125
2023-07-25,74.25
2023-07-26,70.125
2023-07-27,78.375
2023-07-28,70.125
2023-07-29,24.75
2023-07-30,20.625
2023-07-31,61.875
2023-08-01,61.875
2023-08-02,61.875
2023-08-03,66.0
2023-08-04,53.625
2023-08-05,16.5
2023-08-06,12.375
2023-08-07,53.625
2023-08-08,61.875
2023-08-09,66.0
2023-08-10,61.875
2023-08-11,61.875
2023-08-12,20.625
2023-08-13,16.5
2023-08-14,70.125
2023-08-15,78.375
2023-08-16,74.25
2023-08-17,66.0
2023-08-18,61.875
2023-08-19,20.625
2023-08-20,16.5
2023-08-21,103.125
2023-08-22,132.0
2023-08-23,292.875
2023-08-24,330.0
2023-08-25,156.75
2023-08-26,45.375
2023-08-27,33.0
2023-08-28,90.75
2023-08-29,103.125
2023-08-30,111.375
2023-08-31,94.875
2023-09-01,78.375
2023-09-02,24.75
2023-09-03,20.625
2023-09-04,20.625
2023-09-05,70.125
2023-09-06,70.125
2023-09-07,74.25
2023-09-08,66.0
2023-09-09,20.625
2023-09-10,12.375
2023-09-11,74.25
2023-09-12,66.0
2023-09-13,66.0
2023-09-14,66.0
2023-09-15,61.875
2023-09-16,16.5
2023-09-17,16.5
2023-09-18,57.75
2023-09-19,57.75
2023-09-20,61.875
2023-09-21,61.875
2023-09-22,61.875
2023-09-23,20.625
2023-09-24,12.375
2023-09-25,49.5
2023-09-26,53.625
2023-09-27,49.5
2023-09-28,53.625
2023-09-29,57.75
2023-09-30,16.5
2023-10-01,12.375
2023-10-02,57.75
2023-10-03,57.75
2023-10-04,49.5
2023-10-05,49.5
2023-10-06,53.625
2023-10-07,16.5
2023-10-08,12.375
2023-10-09,49.5
2023-10-10,49.5
2023-10-11,53.625
2023-10-12,57.75
2023-10-13,45.375
2023-10-14,16.5
2023-10-15,12.375
2023-10-16,45.375
2023-10-17,66.0
2023-10-18,74.25
2023-10-19,61.875
2023-10-20,57.75
2023-10-21,16.5
2023-10-22,12.375
2023-10-23,57.75
2023-10-24,61.875
2023-10-25,57.75
2023-10-26,66.0
2023-10-27,61.875
2023-10-28,16.5
2023-10-29,12.375
2023-10-30,49.5
2023-10-31,57.75
2023-11-01,53.625
2023-11-02,61.875
2023-11-03,57.75
2023-11-04,20.625
2023-11-05,16.5
2023-11-06,49.5
2023-11-07,57.75
2023-11-08,57.75
2023-11-09,61.875
2023-11-10,61.875
2023-11-11,20.625
2023-11-12,16.5
2023-11-13,61.875
2023-11-14,78.375
2023-11-15,82.5
2023-11-16,70.125
2023-11-17,66.0
2023-11-18,20.625
2023-11-19,16.5
2023-11-20,90.75
2023-11-21,169.125
2023-11-22,173.25
2023-11-23,37.125
2023-11-24,61.875
2023-11-25,20.625
2023-11-26,16.5
2023-11-27,66.0
2023-11-28,70.125
2023-11-29,66.0
2023-11-30,61.875
2023-12-01,57.75
2023-12-02,16.5
2023-12-03,16.5
2023-12-04,57.75
2023-12-05,61.875
2023-12-06,61.875
2023-12-07,57.75
2023-12-08,61.875
2023-12-09,20.625
2023-12-10,16.5
2023-12-11,53.625
2023-12-12,61.875
2023-12-13,66.0
2023-12-14,66.0
2023-12-15,66.0
2023-12-16,20.625
2023-12-17,16.5
2023-12-18,66.0
2023-12-19,70.125
2023-12-20,70.125
2023-12-21,70.125
2023-12-22,70.41964285714286
2023-12-23,34.17857142857143
2023-12-24,20.919642857142858
2023-12-25,20.919642857142858
2023-12-26,62.75892857142857
2023-12-27,70.41964285714286
2023-12-28,64.82142857142857
2023-12-29,59.22321428571429
2023-12-30,22.982142857142858
2023-12-31,15.321428571428573
2024-01-01,20.919642857142858
2024-01-02,62.75892857142857
2024-01-03,64.82142857142857
2024-01-04,57.16071428571429
2024-01-05,57.16071428571429
2024-01-06,20.919642857142858
2024-01-07,15.321428571428573
2024-01-08,85.74107142857143
2024-01-09,114.32142857142858
2024-01-10,112.25892857142858
2024-01-11,106.66071428571429
2024-01-12,85.74107142857143
2024-01-13,28.580357142857146
2024-01-14,20.919642857142858
2024-01-15,28.580357142857146
2024-01-16,83.67857142857143
2024-01-17,91.33928571428572
2024-01-18,99.0
2024-01-19,119.91964285714286
2024-01-20,49.5
2024-01-21,35.35714285714286
2024-01-22,120.21428571428572
2024-01-23,106.07142857142858
2024-01-24,127.28571428571429
2024-01-25,134.35714285714286
2024-01-26,99.00000000000001
2024-01-27,35.35714285714286
2024-01-28,21.214285714285715
2024-01-29,84.85714285714286
2024-01-30,99.00000000000001
2024-01-31,91.92857142857143
2024-02-01,91.92857142857143
2024-02-02,120.21428571428572
2024-02-03,49.50000000000001
2024-02-04,35.35714285714286
2024-02-05,127.28571428571429
2024-02-06,148.5
2024-02-07,134.35714285714286
2024-02-08,134.35714285714286
2024-02-09,148.5
2024-02-10,70.71428571428572
2024-02-11,42.42857142857143
2024-02-12,141.42857142857144
2024-02-13,155.57142857142858
2024-02-14,148.5
2024-02-15,162.64285714285717
2024-02-16,148.5
2024-02-17,56.57142857142858
2024-02-18,42.42857142857143
2024-02-19,63.642857142857146
2024-02-20,226.2857142857143
2024-02-21,530.3571428571429
2024-02-22,700.0714285714287
2024-02-23,523.2857142857143
2024-02-24,176.7857142857143
2024-02-25,99.00000000000001
2024-02-26,226.2857142857143
2024-02-27,212.14285714285717
2024-02-28,176.7857142857143
2024-02-29,169.71428571428572
2024-03-01,190.92857142857144
2024-03-02,91.92857142857143
2024-03-03,63.642857142857146
2024-03-04,226.2857142857143
2024-03-05,205.07142857142858
2024-03-06,198.00000000000003
2024-03-07,240.42857142857144
2024-03-08,339.42857142857144
2024-03-09,134.35714285714286
2024-03-10,77.78571428571429
2024-03-11,240.42857142857144
2024-03-12,240.42857142857144
2024-03-13,233.3571428571429
2024-03-14,205.07142857142858
2024-03-15,183.85714285714286
2024-03-16,70.71428571428572
2024-03-17,49.50000000000001
2024-03-18,226.2857142857143
2024-03-19,261.64285714285717
2024-03-20,226.2857142857143
2024-03-21,205.07142857142858
2024-03-22,183.85714285714286
2024-03-23,70.71428571428572
2024-03-24,56.57142857142858
2024-03-25,176.7857142857143
2024-03-26,183.85714285714286
2024-03-27,176.7857142857143
2024-03-28,162.64285714285717
2024-03-29,77.78571428571429
2024-03-30,35.35714285714286
2024-03-31,35.35714285714286
2024-04-01,148.5
2024-04-02,127.28571428571429
2024-04-03,127.28571428571429
2024-04-04,127.28571428571429
2024-04-05,134.35714285714286
2024-04-06,42.42857142857143
2024-04-07,35.35714285714286
2024-04-08,106.07142857142858
2024-04-09,127.28571428571429
2024-04-10,127.28571428571429
2024-04-11,127.28571428571429
2024-04-12,120.21428571428572
2024-04-13,42.42857142857143
2024-04-14,28.28571428571429
2024-04-15,113.14285714285715
2024-04-16,113.14285714285715
2024-04-17,120.21428571428572
2024-04-18,120.21428571428572
2024-04-19,183.85714285714286
2024-04-20,77.78571428571429
2024-04-21,49.50000000000001
2024-04-22,162.64285714285717
2024-04-23,141.42857142857144
2024-04-24,155.57142857142858
2024-04-25,141.42857142857144
2024-04-26,134.35714285714286
2024-04-27,49.50000000000001
2024-04-28,49.50000000000001
2024-04-29,141.42857142857144
2024-04-30,120.21428571428572
2024-05-01,120.21428571428572
2024-05-02,113.14285714285715
2024-05-03,113.14285714285715
2024-05-04,35.35714285714286
2024-05-05,28.28571428571429
2024-05-06,127.28571428571429
2024-05-07,127.28571428571429
2024-05-08,106.07142857142858
2024-05-09,113.14285714285715
2024-05-10,113.14285714285715
2024-05-11,49.50000000000001
2024-05-12,42.42857142857143
2024-05-13,113.14285714285715
2024-05-14,113.14285714285715
2024-05-15,134.35714285714286
2024-05-16,134.35714285714286
2024-05-17,113.14285714285715
2024-05-18,42.42857142857143
2024-05-19,35.35714285714286
2024-05-20,155.57142857142858
2024-05-21,190.92857142857144
2024-05-22,473.78571428571433
2024-05-23,707.1428571428572
2024-05-24,339.42857142857144
2024-05-25,127.28571428571429
2024-05-26,84.85714285714286
2024-05-27,84.85714285714286
2024-05-28,374.78571428571433
2024-05-29,381.8571428571429
2024-05-30,297.0
2024-05-31,254.57142857142858
2024-06-01,120.21428571428572
2024-06-02,91.92857142857143
2024-06-03,261.64285714285717
2024-06-04,268.7142857142857
2024-06-05,473.78571428571433
2024-06-06,551.5714285714287
2024-06-07,516.2142857142858
2024-06-08,226.2857142857143
2024-06-09,155.57142857142858
2024-06-10,629.3571428571429
2024-06-11,509.14285714285717
2024-06-12,424.28571428571433
2024-06-13,403.0714285714286
2024-06-14,381.8571428571429
2024-06-15,127.28571428571429
2024-06-16,91.92857142857143
2024-06-17,339.42857142857144
2024-06-18,452.5714285714286
2024-06-19,304.0714285714286
2024-06-20,495.00000000000006
2024-06-21,445.50000000000006
2024-06-22,134.35714285714286
2024-06-23,106.07142857142858
2024-06-24,473.78571428571433
2024-06-25,495.00000000000006
2024-06-26,410.14285714285717
2024-06-27,304.0714285714286
2024-06-28,282.8571428571429
2024-06-29,91.92857142857143
2024-06-30,63.642857142857146
2024-07-01,282.8571428571429
2024-07-02,247.50000000000003
2024-07-03,261.64285714285717
2024-07-04,99.00000000000001
2024-07-05,233.3571428571429
2024-07-06,77.78571428571429
2024-07-07,63.642857142857146
2024-07-08,240.42857142857144
2024-07-09,254.57142857142858
2024-07-10,275.78571428571433
2024-07-11,275.78571428571433
2024-07-12,254.57142857142858
2024-07-13,77.78571428571429
2024-07-14,49.50000000000001
2024-07-15,240.42857142857144
2024-07-16,254.57142857142858
2024-07-17,297.0
2024-07-18,268.7142857142857
2024-07-19,240.42857142857144
2024-07-20,70.71428571428572
2024-07-21,56.57142857142858
2024-07-22,240.42857142857144
2024-07-23,219.21428571428572
2024-07-24,247.50000000000003
2024-07-25,297.0
2024-07-26,226.2857142857143
2024-07-27,56.57142857142858
2024-07-28,49.50000000000001
2024-07-29,198.00000000000003
2024-07-30,268.7142857142857
2024-07-31,325.28571428571433
2024-08-01,289.92857142857144
2024-08-02,304.0714285714286
2024-08-03,99.00000000000001
2024-08-04,70.71428571428572
2024-08-05,579.8571428571429
2024-08-06,424.28571428571433
2024-08-07,289.92857142857144
2024-08-08,268.7142857142857
2024-08-09,240.42857142857144
2024-08-10,70.71428571428572
2024-08-11,49.50000000000001
2024-08-12,226.2857142857143
2024-08-13,261.64285714285717
2024-08-14,268.7142857142857
2024-08-15,268.7142857142857
2024-08-16,247.50000000000003
2024-08-17,84.85714285714286
2024-08-18,55.86428571428573
2024-08-19,261.81964285714287
2024-08-20,251.38928571428573
2024-08-21,219.9214285714286
2024-08-22,219.9214285714286
2024-08-23,230.35178571428577
2024-08-24,83.79642857142858
2024-08-25,66.29464285714286
2024-08-26,275.78571428571433
2024-08-27,286.21607142857147
2024-08-28,691.232142857143
2024-08-29,593.469642857143
2024-08-30,275.78571428571433
2024-08-31,83.79642857142858
2024-09-01,55.86428571428573
2024-09-02,66.29464285714286
2024-09-03,300.18214285714294
2024-09-04,415.44642857142867
2024-09-05,286.21607142857147
2024-09-06,247.85357142857146
2024-09-07,83.79642857142858
2024-09-08,55.86428571428573
2024-09-09,216.38571428571433
2024-09-10,216.38571428571433
2024-09-11,219.9214285714286
2024-09-12,237.42321428571432
2024-09-13,209.49107142857147
2024-09-14,55.86428571428573
2024-09-15,41.89821428571429
2024-09-16,191.98928571428576
2024-09-17,179.26071428571433
2024-09-18,206.83928571428578
2024-09-19,206.83928571428578
2024-09-20,193.05000000000007
2024-09-21,55.15714285714287
2024-09-22,41.367857142857154
2024-09-23,206.83928571428578
2024-09-24,206.83928571428578
2024-09-25,206.83928571428578
2024-09-26,206.83928571428578
2024-09-27,179.26071428571433
2024-09-28,55.15714285714287
2024-09-29,41.367857142857154
2024-09-30,165.47142857142862
2024-10-01,179.26071428571433
2024-10-02,165.47142857142862
2024-10-03,179.26071428571433
2024-10-04,179.26071428571433
2024-10-05,55.15714285714287
2024-10-06,41.367857142857154
2024-10-07,179.26071428571433
2024-10-08,206.83928571428578
2024-10-09,193.05000000000007
2024-10-10,193.05000000000007
2024-10-11,193.05000000000007
2024-10-12,55.15714285714287
2024-10-13,41.367857142857154
2024-10-14,220.6285714285715
2024-10-15,220.6285714285715
2024-10-16,206.83928571428578
2024-10-17,234.4178571428572
2024-10-18,193.05000000000007
2024-10-19,55.15714285714287
2024-10-20,41.367857142857154
2024-10-21,248.2071428571429
2024-10-22,234.4178571428572
2024-10-23,206.83928571428578
2024-10-24,193.05000000000007
2024-10-25,193.05000000000007
2024-10-26,55.15714285714287
2024-10-27,41.367857142857154
2024-10-28,193.05000000000007
2024-10-29,179.26071428571433
2024-10-30,179.26071428571433
2024-10-31,179.26071428571433
2024-11-01,193.05000000000007
2024-11-02,68.94642857142858
2024-11-03,41.367857142857154
2024-11-04,193.05000000000007
2024-11-05,165.47142857142862
2024-11-06,220.6285714285715
2024-11-07,261.9964285714286
2024-11-08,248.2071428571429
2024-11-09,82.73571428571431
2024-11-10,55.15714285714287
2024-11-11,206.83928571428578
2024-11-12,206.83928571428578
2024-11-13,220.6285714285715
2024-11-14,193.05000000000007
2024-11-15,206.83928571428578
2024-11-16,55.15714285714287
2024-11-17,55.15714285714287
2024-11-18,234.4178571428572
2024-11-19,234.4178571428572
2024-11-20,468.8357142857144
2024-11-21,455.0464285714287
2024-11-22,234.4178571428572
2024-11-23,82.73571428571431
2024-11-24,55.15714285714287
2024-11-25,234.4178571428572
2024-11-26,206.83928571428578
2024-11-27,206.83928571428578
2024-11-28,68.94642857142858
2024-11-29,137.89285714285717
2024-11-30,55.15714285714287
2024-12-01,41.367857142857154
2024-12-02,179.26071428571433
2024-12-03,261.9964285714286
2024-12-04,193.05000000000007
2024-12-05,193.05000000000007
2024-12-06,179.26071428571433
2024-12-07,68.94642857142858
2024-12-08,41.367857142857154
2024-12-09,193.05000000000007
2024-12-10,193.05000000000007
2024-12-11,179.26071428571433
2024-12-12,179.26071428571433
2024-12-13,193.05000000000007
2024-12-14,55.15714285714287
2024-12-15,41.367857142857154
2024-12-16,193.05000000000007
2024-12-17,220.6285714285715
2024-12-18,220.6285714285715
2024-12-19,193.05000000000007
2024-12-20,193.05000000000007
2024-12-21,55.15714285714287
2024-12-22,41.367857142857154
2024-12-23,165.47142857142862
2024-12-24,165.47142857142862
2024-12-25,55.15714285714287
2024-12-26,179.26071428571433
2024-12-27,165.47142857142862
2024-12-28,55.15714285714287
2024-12-29,41.367857142857154
2024-12-30,179.26071428571433
2024-12-31,151.6821428571429
2025-01-01,55.15714285714287
2025-01-02,165.47142857142862
2025-01-03,179.26071428571433
2025-01-04,68.94642857142858
2025-01-05,55.15714285714287
2025-01-06,220.6285714285715
2025-01-07,303.3642857142858
2025-01-08,248.2071428571429
2025-01-09,151.6821428571429
2025-01-10,193.05000000000007
2025-01-11,55.15714285714287
2025-01-12,41.367857142857154
2025-01-13,179.26071428571433
2025-01-14,179.26071428571433
2025-01-15,179.26071428571433
2025-01-16,165.47142857142862
2025-01-17,165.47142857142862
2025-01-18,55.15714285714287
2025-01-19,41.367857142857154
2025-01-20,68.94642857142858
2025-01-21,206.83928571428578
2025-01-22,234.4178571428572
2025-01-23,206.83928571428578
2025-01-24,179.26071428571433
2025-01-25,68.94642857142858
2025-01-26,55.15714285714287
2025-01-27,1075.564285714286
2025-01-28,1378.9285714285718
2025-01-29,799.7785714285717
