Time,filipino adobo
2024-03-21,68.0
2024-03-22,0.0
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,0.0
2024-03-26,42.0
2024-03-27,43.0
2024-03-28,100.0
2024-03-29,0.0
2024-03-30,0.0
2024-03-31,0.0
2024-04-01,37.0
2024-04-02,0.0
2024-04-03,56.0
2024-04-04,43.0
2024-04-05,0.0
2024-04-06,0.0
2024-04-07,62.0
2024-04-08,39.0
2024-04-09,0.0
2024-04-10,57.0
2024-04-11,42.0
2024-04-12,41.0
2024-04-13,0.0
2024-04-14,56.0
2024-04-15,52.0
2024-04-16,43.0
2024-04-17,52.0
2024-04-18,36.0
2024-04-19,83.0
2024-04-20,49.0
2024-04-21,67.0
2024-04-22,0.0
2024-04-23,57.0
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.0
2024-04-27,47.0
2024-04-28,0.0
2024-04-29,61.0
2024-04-30,55.0
2024-05-01,44.0
2024-05-02,46.0
2024-05-03,48.0
2024-05-04,0.0
2024-05-05,0.0
2024-05-06,59.0
2024-05-07,40.0
2024-05-08,42.0
2024-05-09,39.0
2024-05-10,46.0
2024-05-11,65.0
2024-05-12,0.0
2024-05-13,45.0
2024-05-14,42.0
2024-05-15,36.0
2024-05-16,0.0
2024-05-17,54.0
2024-05-18,0.0
2024-05-19,69.0
2024-05-20,39.0
2024-05-21,48.0
2024-05-22,0.0
2024-05-23,0.0
2024-05-24,0.0
2024-05-25,0.0
2024-05-26,53.0
2024-05-27,0.0
2024-05-28,37.0
2024-05-29,38.0
2024-05-30,60.0
2024-05-31,46.0
2024-06-01,55.0
2024-06-02,0.0
2024-06-03,50.0
2024-06-04,48.0
2024-06-05,0.0
2024-06-06,60.0
2024-06-07,59.0
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,55.0
2024-06-11,58.0
2024-06-12,0.0
2024-06-13,41.0
2024-06-14,62.0
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,0.0
2024-06-18,53.0
2024-06-19,58.0
2024-06-20,0.0
2024-06-21,0.0
2024-06-22,0.0
2024-06-23,51.0
2024-06-24,0.0
2024-06-25,39.0
2024-06-26,39.0
2024-06-27,0.0
2024-06-28,0.0
2024-06-29,0.0
2024-06-30,64.0
2024-07-01,0.0
2024-07-02,39.0
2024-07-03,0.0
2024-07-04,0.0
2024-07-05,0.0
2024-07-06,43.0
2024-07-07,47.0
2024-07-08,0.0
2024-07-09,0.0
2024-07-10,0.0
2024-07-11,0.0
2024-07-12,39.0
2024-07-13,0.0
2024-07-14,0.0
2024-07-15,37.0
2024-07-16,0.0
2024-07-17,0.0
2024-07-18,71.0
2024-07-19,38.0
2024-07-20,0.0
2024-07-21,77.0
2024-07-22,0.0
2024-07-23,46.0
2024-07-24,0.0
2024-07-25,62.0
2024-07-26,0.0
2024-07-27,0.0
2024-07-28,0.0
2024-07-29,0.0
2024-07-30,39.0
2024-07-31,0.0
2024-08-01,0.0
2024-08-02,0.0
2024-08-03,0.0
2024-08-04,52.0
2024-08-05,59.0
2024-08-06,71.0
2024-08-07,49.0
2024-08-08,37.0
2024-08-09,0.0
2024-08-10,0.0
2024-08-11,61.0
2024-08-12,48.0
2024-08-13,38.0
2024-08-14,37.0
2024-08-15,0.0
2024-08-16,39.0
2024-08-17,45.0
2024-08-18,0.0
2024-08-19,40.0
2024-08-20,0.0
2024-08-21,0.0
2024-08-22,38.5
2024-08-23,41.0
2024-08-24,47.0
2024-08-25,48.5
2024-08-26,0.0
2024-08-27,45.5
2024-08-28,44.0
2024-08-29,0.0
2024-08-30,0.0
2024-08-31,0.0
2024-09-01,0.0
2024-09-02,50.0
2024-09-03,0.0
2024-09-04,61.5
2024-09-05,0.0
2024-09-06,41.0
2024-09-07,51.5
2024-09-08,0.0
2024-09-09,0.0
2024-09-10,46.0
2024-09-11,43.0
2024-09-12,0.0
2024-09-13,0.0
2024-09-14,0.0
2024-09-15,51.5
2024-09-16,37.5
2024-09-17,72.0
2024-09-18,55.0
2024-09-19,0.0
2024-09-20,55.0
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,48.0
2024-09-24,56.0
2024-09-25,59.0
2024-09-26,55.0
2024-09-27,43.0
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,51.0
2024-10-01,41.0
2024-10-02,0.0
2024-10-03,0.0
2024-10-04,0.0
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,60.0
2024-10-08,39.0
2024-10-09,39.0
2024-10-10,0.0
2024-10-11,61.0
2024-10-12,48.0
2024-10-13,84.0
2024-10-14,58.0
2024-10-15,49.0
2024-10-16,0.0
2024-10-17,0.0
2024-10-18,48.0
2024-10-19,62.0
2024-10-20,0.0
2024-10-21,0.0
2024-10-22,0.0
2024-10-23,48.0
2024-10-24,79.0
2024-10-25,0.0
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,55.0
2024-10-29,70.0
2024-10-30,75.0
2024-10-31,0.0
2024-11-01,0.0
2024-11-02,64.0
2024-11-03,0.0
2024-11-04,0.0
2024-11-05,45.0
2024-11-06,0.0
2024-11-07,0.0
2024-11-08,55.0
2024-11-09,0.0
2024-11-10,0.0
2024-11-11,45.0
2024-11-12,0.0
2024-11-13,53.0
2024-11-14,0.0
2024-11-15,52.0
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,0.0
2024-11-19,47.0
2024-11-20,46.0
2024-11-21,55.0
2024-11-22,42.0
2024-11-23,0.0
2024-11-24,100.0
2024-11-25,52.0
2024-11-26,65.0
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,0.0
2024-11-30,47.0
2024-12-01,0.0
2024-12-02,0.0
2024-12-03,0.0
2024-12-04,46.0
2024-12-05,0.0
2024-12-06,0.0
2024-12-07,57.0
2024-12-08,0.0
2024-12-09,0.0
2024-12-10,52.0
2024-12-11,46.0
2024-12-12,0.0
2024-12-13,0.0
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,0.0
2024-12-17,69.0
2024-12-18,0.0
2024-12-19,0.0
2024-12-20,0.0
2024-12-21,60.0
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,47.0
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,43.0
2025-01-03,0.0
2025-01-04,67.0
2025-01-05,0.0
2025-01-06,56.0
2025-01-07,0.0
2025-01-08,62.0
2025-01-09,0.0
2025-01-10,50.0
2025-01-11,0.0
2025-01-12,55.0
2025-01-13,0.0
2025-01-14,45.0
2025-01-15,47.0
2025-01-16,41.0
2025-01-17,44.0
2025-01-18,0.0
2025-01-19,42.0
2025-01-20,48.0
2025-01-21,50.0
2025-01-22,0.0
2025-01-23,42.0
2025-01-24,42.0
2025-01-25,0.0
2025-01-26,55.0
2025-01-27,0.0
2025-01-28,0.0
2025-01-29,52.0
2025-01-30,43.0
2025-01-31,39.0
2025-02-01,0.0
2025-02-02,0.0
2025-02-03,0.0
2025-02-04,56.0
2025-02-05,58.0
2025-02-06,0.0
2025-02-07,0.0
2025-02-08,56.0
2025-02-09,54.0
2025-02-10,0.0
2025-02-11,49.0
2025-02-12,45.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-15,71.0
2025-02-16,52.0
2025-02-17,49.0
2025-02-18,0.0
2025-02-19,0.0
2025-02-20,52.0
2025-02-21,61.0
2025-02-22,0.0
2025-02-23,58.0
2025-02-24,0.0
2025-02-25,40.0
2025-02-26,50.0
2025-02-27,40.0
2025-02-28,0.0
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,0.0
2025-03-04,0.0
2025-03-05,41.0
2025-03-06,39.0
2025-03-07,40.0
2025-03-08,80.0
2025-03-09,78.0
2025-03-10,53.0
2025-03-11,0.0
2025-03-12,41.0
2025-03-13,0.0
2025-03-14,0.0
2025-03-15,82.0
2025-03-16,52.0
2025-03-17,48.0
2025-03-18,68.0
2025-03-19,0.0
2025-03-20,0.0
2025-03-21,51.0
2025-03-22,47.0
2025-03-23,52.0
2025-03-24,50.0
2025-03-25,48.0
2025-03-26,51.0
2025-03-27,61.0
2025-03-28,0.0
2025-03-29,53.0
2025-03-30,0.0
2025-03-31,62.0
2025-04-01,64.0
2025-04-02,0.0
2025-04-03,0.0
2025-04-04,0.0
2025-04-05,52.0
2025-04-06,0.0
2025-04-07,62.0
2025-04-08,0.0
2025-04-09,0.0
2025-04-10,53.0
2025-04-11,0.0
2025-04-12,51.0
2025-04-13,0.0
2025-04-14,0.0
2025-04-15,0.0
2025-04-16,0.0
2025-04-17,0.0
2025-04-18,0.0
2025-04-19,0.0
2025-04-20,74.0
2025-04-21,0.0
2025-04-22,0.0
2025-04-23,0.0
2025-04-24,0.0
2025-04-25,0.0
2025-04-26,0.0
2025-04-27,53.0
2025-04-28,0.0
2025-04-29,0.0
2025-04-30,0.0
2025-05-01,52.5
2025-05-02,0.0
2025-05-03,63.0
2025-05-04,50.0
2025-05-05,0.0
2025-05-06,47.0
2025-05-07,0.0
2025-05-08,42.0
2025-05-09,0.0
2025-05-10,0.0
2025-05-11,0.0
2025-05-12,49.0
2025-05-13,71.5
2025-05-14,39.5
2025-05-15,39.0
2025-05-16,0.0
2025-05-17,0.0
2025-05-18,0.0
2025-05-19,0.0
2025-05-20,0.0
2025-05-21,41.0
2025-05-22,43.0
2025-05-23,0.0
2025-05-24,0.0
2025-05-25,59.0
2025-05-26,56.0
2025-05-27,55.0
2025-05-28,59.0
2025-05-29,0.0
2025-05-30,0.0
2025-05-31,0.0
2025-06-01,49.0
2025-06-02,0.0
2025-06-03,41.0
2025-06-04,0.0
2025-06-05,0.0
2025-06-06,43.0
2025-06-07,0.0
2025-06-08,0.0
2025-06-09,0.0
2025-06-10,0.0
2025-06-11,47.0
2025-06-12,62.0
2025-06-13,0.0
2025-06-14,51.0
2025-06-15,0.0
2025-06-16,40.0
2025-06-17,0.0
2025-06-18,0.0
2025-06-19,59.0
2025-06-20,0.0
2025-06-21,0.0
2025-06-22,45.0
2025-06-23,0.0
