Time,shein
2022-10-18,71.0
2022-10-19,68.0
2022-10-20,61.0
2022-10-21,58.0
2022-10-22,61.0
2022-10-23,68.0
2022-10-24,59.0
2022-10-25,56.0
2022-10-26,54.0
2022-10-27,54.0
2022-10-28,48.0
2022-10-29,53.0
2022-10-30,56.0
2022-10-31,49.0
2022-11-01,47.0
2022-11-02,54.0
2022-11-03,57.0
2022-11-04,55.0
2022-11-05,62.0
2022-11-06,68.0
2022-11-07,62.0
2022-11-08,57.0
2022-11-09,53.0
2022-11-10,58.0
2022-11-11,65.0
2022-11-12,64.0
2022-11-13,71.0
2022-11-14,68.0
2022-11-15,61.0
2022-11-16,62.0
2022-11-17,61.0
2022-11-18,60.0
2022-11-19,66.0
2022-11-20,70.0
2022-11-21,65.0
2022-11-22,57.0
2022-11-23,62.0
2022-11-24,63.0
2022-11-25,100.0
2022-11-26,93.0
2022-11-27,77.0
2022-11-28,77.0
2022-11-29,71.0
2022-11-30,54.0
2022-12-01,58.0
2022-12-02,56.0
2022-12-03,61.0
2022-12-04,68.0
2022-12-05,60.0
2022-12-06,58.0
2022-12-07,58.0
2022-12-08,61.0
2022-12-09,57.0
2022-12-10,59.0
2022-12-11,66.0
2022-12-12,60.0
2022-12-13,53.0
2022-12-14,51.0
2022-12-15,53.0
2022-12-16,51.0
2022-12-17,52.0
2022-12-18,53.0
2022-12-19,51.0
2022-12-20,49.0
2022-12-21,49.0
2022-12-22,47.0
2022-12-23,46.0
2022-12-24,43.0
2022-12-25,60.0
2022-12-26,65.0
2022-12-27,64.0
2022-12-28,60.0
2022-12-29,60.0
2022-12-30,58.0
2022-12-31,50.0
2023-01-01,51.0
2023-01-02,63.0
2023-01-03,54.0
2023-01-04,54.0
2023-01-05,53.0
2023-01-06,54.0
2023-01-07,58.0
2023-01-08,62.0
2023-01-09,55.0
2023-01-10,56.0
2023-01-11,59.0
2023-01-12,55.0
2023-01-13,52.0
2023-01-14,62.0
2023-01-15,67.0
2023-01-16,65.0
2023-01-17,60.0
2023-01-18,60.0
2023-01-19,59.0
2023-01-20,60.0
2023-01-21,70.0
2023-01-22,73.0
2023-01-23,66.0
2023-01-24,64.0
2023-01-25,61.0
2023-01-26,60.0
2023-01-27,58.0
2023-01-28,67.0
2023-01-29,76.0
2023-01-30,65.0
2023-01-31,68.0
2023-02-01,62.0
2023-02-02,60.0
2023-02-03,61.0
2023-02-04,67.0
2023-02-05,80.0
2023-02-06,65.0
2023-02-07,58.0
2023-02-08,58.0
2023-02-09,60.0
2023-02-10,57.0
2023-02-11,66.0
2023-02-12,71.0
2023-02-13,57.0
2023-02-14,52.0
2023-02-15,56.0
2023-02-16,63.0
2023-02-17,64.0
2023-02-18,72.0
2023-02-19,77.0
2023-02-20,72.0
2023-02-21,68.0
2023-02-22,66.0
2023-02-23,71.0
2023-02-24,68.0
2023-02-25,73.0
2023-02-26,85.0
2023-02-27,78.0
2023-02-28,69.0
2023-03-01,71.0
2023-03-02,72.0
2023-03-03,66.0
2023-03-04,75.0
2023-03-05,86.0
2023-03-06,75.0
2023-03-07,72.0
2023-03-08,73.0
2023-03-09,72.0
2023-03-10,70.0
2023-03-11,77.0
2023-03-12,83.0
2023-03-13,76.0
2023-03-14,73.0
2023-03-15,70.0
2023-03-16,69.0
2023-03-17,69.0
2023-03-18,77.0
2023-03-19,86.0
2023-03-20,76.0
2023-03-21,70.0
2023-03-22,74.0
2023-03-23,72.0
2023-03-24,72.0
2023-03-25,78.0
2023-03-26,87.0
2023-03-27,75.0
2023-03-28,71.0
2023-03-29,70.0
2023-03-30,69.0
2023-03-31,68.0
2023-04-01,74.0
2023-04-02,88.0
2023-04-03,73.0
2023-04-04,69.0
2023-04-05,72.0
2023-04-06,68.0
2023-04-07,71.0
2023-04-08,69.0
2023-04-09,76.0
2023-04-10,77.0
2023-04-11,75.0
2023-04-12,74.0
2023-04-13,76.0
2023-04-14,72.0
2023-04-15,79.0
2023-04-16,92.0
2023-04-17,78.0
2023-04-18,71.0
2023-04-19,70.0
2023-04-20,70.0
2023-04-21,70.0
2023-04-22,79.0
2023-04-23,85.0
2023-04-24,78.0
2023-04-25,71.0
2023-04-26,63.5
2023-04-27,63.5
2023-04-28,62.0
2023-04-29,69.5
2023-04-30,77.0
2023-05-01,68.0
2023-05-02,65.5
2023-05-03,65.5
2023-05-04,62.0
2023-05-05,59.0
2023-05-06,63.5
2023-05-07,72.0
2023-05-08,70.0
2023-05-09,66.0
2023-05-10,62.0
2023-05-11,63.5
2023-05-12,63.5
2023-05-13,66.5
2023-05-14,73.0
2023-05-15,69.0
2023-05-16,70.0
2023-05-17,67.0
2023-05-18,67.0
2023-05-19,65.0
2023-05-20,66.5
2023-05-21,71.0
2023-05-22,70.5
2023-05-23,63.5
2023-05-24,66.0
2023-05-25,63.5
2023-05-26,57.0
2023-05-27,60.0
2023-05-28,63.0
2023-05-29,66.0
2023-05-30,60.0
2023-05-31,61.0
2023-06-01,59.0
2023-06-02,59.0
2023-06-03,60.0
2023-06-04,67.0
2023-06-05,64.0
2023-06-06,60.0
2023-06-07,59.0
2023-06-08,55.0
2023-06-09,56.0
2023-06-10,59.0
2023-06-11,64.0
2023-06-12,60.0
2023-06-13,60.0
2023-06-14,63.0
2023-06-15,60.0
2023-06-16,58.0
2023-06-17,60.0
2023-06-18,59.0
2023-06-19,63.0
2023-06-20,57.0
2023-06-21,57.0
2023-06-22,56.0
2023-06-23,57.0
2023-06-24,56.0
2023-06-25,63.0
2023-06-26,62.0
2023-06-27,61.0
2023-06-28,58.0
2023-06-29,56.0
2023-06-30,56.0
2023-07-01,56.0
2023-07-02,61.0
2023-07-03,60.0
2023-07-04,56.0
2023-07-05,54.0
2023-07-06,62.0
2023-07-07,56.0
2023-07-08,60.0
2023-07-09,62.0
2023-07-10,57.0
2023-07-11,60.0
2023-07-12,57.0
2023-07-13,88.0
2023-07-14,100.0
2023-07-15,77.0
2023-07-16,76.0
2023-07-17,69.0
2023-07-18,68.0
2023-07-19,66.0
2023-07-20,63.0
2023-07-21,59.0
2023-07-22,61.0
2023-07-23,70.0
2023-07-24,65.0
2023-07-25,66.0
2023-07-26,63.0
2023-07-27,62.0
2023-07-28,61.0
2023-07-29,61.0
2023-07-30,63.0
2023-07-31,61.0
2023-08-01,61.0
2023-08-02,59.0
2023-08-03,62.0
2023-08-04,57.0
2023-08-05,59.0
2023-08-06,65.0
2023-08-07,62.0
2023-08-08,62.0
2023-08-09,60.0
2023-08-10,62.0
2023-08-11,59.0
2023-08-12,57.0
2023-08-13,68.0
2023-08-14,61.0
2023-08-15,58.0
2023-08-16,58.0
2023-08-17,58.0
2023-08-18,59.0
2023-08-19,59.0
2023-08-20,64.0
2023-08-21,59.0
2023-08-22,57.0
2023-08-23,57.0
2023-08-24,53.0
2023-08-25,50.0
2023-08-26,55.0
2023-08-27,62.0
2023-08-28,55.0
2023-08-29,52.0
2023-08-30,50.0
2023-08-31,52.0
2023-09-01,50.0
2023-09-02,51.0
2023-09-03,57.0
2023-09-04,59.0
2023-09-05,49.0
2023-09-06,47.0
2023-09-07,47.0
2023-09-08,45.0
2023-09-09,51.0
2023-09-10,57.0
2023-09-11,52.0
2023-09-12,49.0
2023-09-13,51.0
2023-09-14,51.0
2023-09-15,47.0
2023-09-16,52.0
2023-09-17,60.0
2023-09-18,54.0
2023-09-19,54.0
2023-09-20,50.0
2023-09-21,50.0
2023-09-22,51.0
2023-09-23,54.0
2023-09-24,63.0
2023-09-25,57.0
2023-09-26,53.0
2023-09-27,48.0
2023-09-28,54.0
2023-09-29,47.0
2023-09-30,51.0
2023-10-01,57.0
2023-10-02,53.0
2023-10-03,52.0
2023-10-04,53.0
2023-10-05,49.0
2023-10-06,51.0
2023-10-07,52.0
2023-10-08,60.0
2023-10-09,56.0
2023-10-10,53.0
2023-10-11,52.0
2023-10-12,52.0
2023-10-13,49.0
2023-10-14,53.0
2023-10-15,60.0
2023-10-16,60.0
2023-10-17,55.0
2023-10-18,50.0
2023-10-19,51.0
2023-10-20,52.0
2023-10-21,48.0
2023-10-22,54.0
2023-10-23,49.0
2023-10-24,46.0
2023-10-25,45.0
2023-10-26,43.0
2023-10-27,42.0
2023-10-28,42.0
2023-10-29,46.0
2023-10-30,45.0
2023-10-31,39.0
2023-11-01,42.0
2023-11-02,47.0
2023-11-03,45.0
2023-11-04,51.0
2023-11-05,57.0
2023-11-06,52.0
2023-11-07,50.0
2023-11-08,49.0
2023-11-09,49.0
2023-11-10,51.0
2023-11-11,52.0
2023-11-12,55.0
2023-11-13,50.0
2023-11-14,49.0
2023-11-15,49.0
2023-11-16,50.0
2023-11-17,47.0
2023-11-18,48.0
2023-11-19,51.0
2023-11-20,49.0
2023-11-21,48.0
2023-11-22,48.0
2023-11-23,44.0
2023-11-24,69.0
2023-11-25,68.0
2023-11-26,61.0
2023-11-27,63.0
2023-11-28,63.0
2023-11-29,50.0
2023-11-30,47.0
2023-12-01,46.0
2023-12-02,50.0
2023-12-03,53.0
2023-12-04,50.0
2023-12-05,49.0
2023-12-06,47.0
2023-12-07,50.0
2023-12-08,44.0
2023-12-09,48.0
2023-12-10,53.0
2023-12-11,47.0
2023-12-12,44.0
2023-12-13,42.0
2023-12-14,45.0
2023-12-15,42.0
2023-12-16,43.0
2023-12-17,45.0
2023-12-18,41.0
2023-12-19,38.0
2023-12-20,38.0
2023-12-21,37.0
2023-12-22,45.5
2023-12-23,43.0
2023-12-24,40.0
2023-12-25,47.5
2023-12-26,62.5
2023-12-27,59.5
2023-12-28,59.5
2023-12-29,59.5
2023-12-30,53.0
2023-12-31,50.0
2024-01-01,45.5
2024-01-02,55.0
2024-01-03,57.0
2024-01-04,57.0
2024-01-05,54.5
2024-01-06,58.5
2024-01-07,69.5
2024-01-08,60.0
2024-01-09,56.0
2024-01-10,57.5
2024-01-11,52.0
2024-01-12,55.0
2024-01-13,59.0
2024-01-14,61.0
2024-01-15,61.0
2024-01-16,58.5
2024-01-17,61.0
2024-01-18,57.5
2024-01-19,56.0
2024-01-20,62.5
2024-01-21,81.0
2024-01-22,77.0
2024-01-23,73.0
2024-01-24,73.0
2024-01-25,73.0
2024-01-26,69.0
2024-01-27,74.0
2024-01-28,82.0
2024-01-29,74.0
2024-01-30,72.0
2024-01-31,72.0
2024-02-01,72.0
2024-02-02,69.0
2024-02-03,77.0
2024-02-04,87.0
2024-02-05,71.0
2024-02-06,71.0
2024-02-07,74.0
2024-02-08,69.0
2024-02-09,65.0
2024-02-10,69.0
2024-02-11,73.0
2024-02-12,65.0
2024-02-13,69.0
2024-02-14,62.0
2024-02-15,62.0
2024-02-16,69.0
2024-02-17,76.0
2024-02-18,93.0
2024-02-19,90.0
2024-02-20,81.0
2024-02-21,78.0
2024-02-22,82.0
2024-02-23,83.0
2024-02-24,81.0
2024-02-25,90.0
2024-02-26,84.0
2024-02-27,81.0
2024-02-28,77.0
2024-02-29,81.0
2024-03-01,77.0
2024-03-02,85.0
2024-03-03,90.0
2024-03-04,82.0
2024-03-05,85.0
2024-03-06,78.0
2024-03-07,79.0
2024-03-08,79.0
2024-03-09,86.0
2024-03-10,91.0
2024-03-11,84.0
2024-03-12,82.0
2024-03-13,80.0
2024-03-14,79.0
2024-03-15,79.0
2024-03-16,85.0
2024-03-17,96.0
2024-03-18,84.0
2024-03-19,81.0
2024-03-20,83.0
2024-03-21,75.0
2024-03-22,76.0
2024-03-23,84.0
2024-03-24,86.0
2024-03-25,84.0
2024-03-26,79.0
2024-03-27,82.0
2024-03-28,80.0
2024-03-29,75.0
2024-03-30,80.0
2024-03-31,81.0
2024-04-01,84.0
2024-04-02,86.0
2024-04-03,81.0
2024-04-04,80.0
2024-04-05,81.0
2024-04-06,79.0
2024-04-07,89.0
2024-04-08,80.0
2024-04-09,80.0
2024-04-10,84.0
2024-04-11,81.0
2024-04-12,82.0
2024-04-13,81.0
2024-04-14,98.0
2024-04-15,89.0
2024-04-16,85.0
2024-04-17,83.0
2024-04-18,82.0
2024-04-19,79.0
2024-04-20,79.0
2024-04-21,96.0
2024-04-22,87.0
2024-04-23,82.0
2024-04-24,80.0
2024-04-25,80.0
2024-04-26,75.0
2024-04-27,79.0
2024-04-28,90.0
2024-04-29,87.0
2024-04-30,85.0
2024-05-01,79.0
2024-05-02,77.0
2024-05-03,77.0
2024-05-04,82.0
2024-05-05,94.0
2024-05-06,84.0
2024-05-07,82.0
2024-05-08,82.0
2024-05-09,80.0
2024-05-10,74.0
2024-05-11,82.0
2024-05-12,83.0
2024-05-13,92.0
2024-05-14,85.0
2024-05-15,83.0
2024-05-16,81.0
2024-05-17,77.0
2024-05-18,82.0
2024-05-19,100.0
2024-05-20,89.0
2024-05-21,86.0
2024-05-22,79.0
2024-05-23,76.0
2024-05-24,81.0
2024-05-25,79.0
2024-05-26,90.0
2024-05-27,95.0
2024-05-28,82.0
2024-05-29,83.0
2024-05-30,84.0
2024-05-31,83.0
2024-06-01,83.0
2024-06-02,96.0
2024-06-03,87.0
2024-06-04,86.0
2024-06-05,86.0
2024-06-06,86.0
2024-06-07,86.0
2024-06-08,89.0
2024-06-09,93.0
2024-06-10,92.0
2024-06-11,86.0
2024-06-12,87.0
2024-06-13,88.0
2024-06-14,81.0
2024-06-15,78.0
2024-06-16,84.0
2024-06-17,90.0
2024-06-18,86.0
2024-06-19,93.0
2024-06-20,86.0
2024-06-21,85.0
2024-06-22,86.0
2024-06-23,98.0
2024-06-24,90.0
2024-06-25,91.0
2024-06-26,81.0
2024-06-27,88.0
2024-06-28,83.0
2024-06-29,82.0
2024-06-30,92.0
2024-07-01,85.0
2024-07-02,84.0
2024-07-03,77.0
2024-07-04,77.0
2024-07-05,78.0
2024-07-06,82.0
2024-07-07,85.0
2024-07-08,85.0
2024-07-09,83.0
2024-07-10,86.0
2024-07-11,84.0
2024-07-12,81.0
2024-07-13,80.0
2024-07-14,83.0
2024-07-15,84.0
2024-07-16,85.0
2024-07-17,88.0
2024-07-18,84.0
2024-07-19,80.0
2024-07-20,84.0
2024-07-21,93.0
2024-07-22,99.0
2024-07-23,92.0
2024-07-24,89.0
2024-07-25,87.0
2024-07-26,85.0
2024-07-27,79.0
2024-07-28,87.0
2024-07-29,89.0
2024-07-30,86.0
2024-07-31,85.0
2024-08-01,83.0
2024-08-02,84.0
2024-08-03,85.0
2024-08-04,92.0
2024-08-05,84.0
2024-08-06,82.0
2024-08-07,87.0
2024-08-08,82.0
2024-08-09,81.0
2024-08-10,80.0
2024-08-11,90.0
2024-08-12,84.0
2024-08-13,84.0
2024-08-14,84.0
2024-08-15,78.0
2024-08-16,76.0
2024-08-17,75.0
2024-08-18,81.0
2024-08-19,76.5
2024-08-20,74.0
2024-08-21,73.0
2024-08-22,70.0
2024-08-23,72.0
2024-08-24,76.5
2024-08-25,81.5
2024-08-26,71.0
2024-08-27,74.5
2024-08-28,71.5
2024-08-29,73.0
2024-08-30,71.0
2024-08-31,75.0
2024-09-01,81.0
2024-09-02,87.5
2024-09-03,76.0
2024-09-04,71.5
2024-09-05,69.0
2024-09-06,68.0
2024-09-07,74.0
2024-09-08,86.0
2024-09-09,77.5
2024-09-10,70.0
2024-09-11,72.5
2024-09-12,72.5
2024-09-13,72.5
2024-09-14,77.5
2024-09-15,79.5
2024-09-16,74.5
2024-09-17,71.0
2024-09-18,72.0
2024-09-19,70.0
2024-09-20,66.0
2024-09-21,71.0
2024-09-22,79.0
2024-09-23,75.0
2024-09-24,71.0
2024-09-25,71.0
2024-09-26,70.0
2024-09-27,65.0
2024-09-28,68.0
2024-09-29,75.0
2024-09-30,69.0
2024-10-01,70.0
2024-10-02,73.0
2024-10-03,71.0
2024-10-04,72.0
2024-10-05,70.0
2024-10-06,79.0
2024-10-07,71.0
2024-10-08,65.0
2024-10-09,68.0
2024-10-10,67.0
2024-10-11,68.0
2024-10-12,69.0
2024-10-13,77.0
2024-10-14,75.0
2024-10-15,74.0
2024-10-16,75.0
2024-10-17,69.0
2024-10-18,65.0
2024-10-19,64.0
2024-10-20,71.0
2024-10-21,69.0
2024-10-22,64.0
2024-10-23,62.0
2024-10-24,61.0
2024-10-25,56.0
2024-10-26,54.0
2024-10-27,63.0
2024-10-28,62.0
2024-10-29,56.0
2024-10-30,56.0
2024-10-31,51.0
2024-11-01,53.0
2024-11-02,62.0
2024-11-03,73.0
2024-11-04,72.0
2024-11-05,59.0
2024-11-06,43.0
2024-11-07,60.0
2024-11-08,57.0
2024-11-09,65.0
2024-11-10,68.0
2024-11-11,72.0
2024-11-12,68.0
2024-11-13,63.0
2024-11-14,64.0
2024-11-15,64.0
2024-11-16,59.0
2024-11-17,72.0
2024-11-18,71.0
2024-11-19,66.0
2024-11-20,60.0
2024-11-21,64.0
2024-11-22,61.0
2024-11-23,61.0
2024-11-24,70.0
2024-11-25,68.0
2024-11-26,61.0
2024-11-27,61.0
2024-11-28,61.0
2024-11-29,89.0
2024-11-30,88.0
2024-12-01,73.0
2024-12-02,75.0
2024-12-03,72.0
2024-12-04,62.0
2024-12-05,61.0
2024-12-06,60.0
2024-12-07,61.0
2024-12-08,64.0
2024-12-09,62.0
2024-12-10,58.0
2024-12-11,56.0
2024-12-12,55.0
2024-12-13,54.0
2024-12-14,51.0
2024-12-15,54.0
2024-12-16,50.0
2024-12-17,48.0
2024-12-18,47.0
2024-12-19,45.0
2024-12-20,42.0
2024-12-21,44.0
2024-12-22,44.0
2024-12-23,44.0
2024-12-24,45.0
2024-12-25,46.0
2024-12-26,61.0
2024-12-27,62.0
2024-12-28,52.0
2024-12-29,58.0
2024-12-30,57.0
2024-12-31,49.0
2025-01-01,47.0
2025-01-02,57.0
2025-01-03,56.0
2025-01-04,60.0
2025-01-05,64.0
2025-01-06,59.0
2025-01-07,57.0
2025-01-08,55.0
2025-01-09,57.0
2025-01-10,51.0
2025-01-11,61.0
2025-01-12,66.0
2025-01-13,59.0
2025-01-14,57.0
2025-01-15,57.0
2025-01-16,56.0
2025-01-17,56.0
2025-01-18,56.0
2025-01-19,65.0
2025-01-20,65.0
2025-01-21,56.0
2025-01-22,57.0
2025-01-23,57.0
2025-01-24,70.0
2025-01-25,90.0
2025-01-26,100.0
2025-01-27,99.0
2025-01-28,69.0
2025-01-29,60.0
2025-01-30,62.0
2025-01-31,59.0
2025-02-01,63.0
2025-02-02,70.0
2025-02-03,65.0
2025-02-04,64.0
2025-02-05,84.0
2025-02-06,74.0
2025-02-07,68.0
2025-02-08,63.0
2025-02-09,70.0
2025-02-10,61.0
2025-02-11,60.0
2025-02-12,61.0
2025-02-13,55.0
2025-02-14,49.0
2025-02-15,52.0
2025-02-16,66.0
2025-02-17,67.0
2025-02-18,62.0
2025-02-19,62.0
2025-02-20,62.0
2025-02-21,62.0
2025-02-22,60.0
2025-02-23,70.0
2025-02-24,67.0
2025-02-25,68.0
2025-02-26,65.0
2025-02-27,62.0
2025-02-28,58.0
2025-03-01,60.0
2025-03-02,72.0
2025-03-03,68.0
2025-03-04,67.0
2025-03-05,61.0
2025-03-06,67.0
2025-03-07,60.0
2025-03-08,62.0
2025-03-09,65.0
2025-03-10,66.0
2025-03-11,66.0
2025-03-12,66.0
2025-03-13,65.0
2025-03-14,64.0
2025-03-15,62.0
2025-03-16,79.0
2025-03-17,69.0
2025-03-18,67.0
2025-03-19,67.0
2025-03-20,66.0
2025-03-21,63.0
2025-03-22,64.0
2025-03-23,68.0
2025-03-24,71.0
2025-03-25,67.0
2025-03-26,67.0
2025-03-27,63.0
2025-03-28,65.0
2025-03-29,61.0
2025-03-30,69.0
2025-03-31,69.0
2025-04-01,63.0
2025-04-02,59.0
2025-04-03,63.0
2025-04-04,60.0
2025-04-05,62.0
2025-04-06,71.0
2025-04-07,65.0
2025-04-08,66.0
2025-04-09,65.0
2025-04-10,63.0
2025-04-11,60.0
2025-04-12,59.0
2025-04-13,64.0
2025-04-14,62.0
2025-04-15,66.0
2025-04-16,67.0
2025-04-17,68.5
2025-04-18,67.0
2025-04-19,57.0
2025-04-20,67.0
2025-04-21,69.0
2025-04-22,68.0
2025-04-23,65.0
2025-04-24,63.0
2025-04-25,60.5
2025-04-26,54.0
2025-04-27,65.0
2025-04-28,67.0
2025-04-29,66.0
2025-04-30,57.0
2025-05-01,55.5
2025-05-02,57.5
2025-05-03,46.5
2025-05-04,57.5
2025-05-05,53.0
2025-05-06,50.0
2025-05-07,51.0
2025-05-08,47.5
2025-05-09,46.5
2025-05-10,45.5
2025-05-11,44.5
2025-05-12,58.5
2025-05-13,54.5
2025-05-14,49.5
2025-05-15,60.0
2025-05-16,54.0
2025-05-17,54.0
2025-05-18,60.0
2025-05-19,60.0
2025-05-20,58.0
2025-05-21,59.0
2025-05-22,56.0
2025-05-23,53.0
2025-05-24,55.0
2025-05-25,62.0
2025-05-26,67.0
2025-05-27,64.0
2025-05-28,65.0
2025-05-29,64.0
2025-05-30,63.0
2025-05-31,61.0
2025-06-01,66.0
2025-06-02,67.0
2025-06-03,69.0
2025-06-04,65.0
2025-06-05,64.0
2025-06-06,59.0
2025-06-07,57.0
2025-06-08,63.0
2025-06-09,60.0
2025-06-10,62.0
2025-06-11,60.0
2025-06-12,60.0
2025-06-13,58.0
2025-06-14,53.0
2025-06-15,58.0
2025-06-16,66.0
2025-06-17,59.0
2025-06-18,61.0
2025-06-19,64.0
2025-06-20,58.0
2025-06-21,56.0
2025-06-22,60.0
2025-06-23,61.0
2025-06-24,64.0
