Time,gas_station_near_me
2022-04-06,41.0
2022-04-07,40.0
2022-04-08,47.0
2022-04-09,61.0
2022-04-10,66.0
2022-04-11,44.0
2022-04-12,43.0
2022-04-13,39.0
2022-04-14,46.0
2022-04-15,56.0
2022-04-16,65.0
2022-04-17,69.0
2022-04-18,47.0
2022-04-19,41.0
2022-04-20,41.0
2022-04-21,43.0
2022-04-22,48.0
2022-04-23,69.0
2022-04-24,64.0
2022-04-25,47.0
2022-04-26,39.0
2022-04-27,41.0
2022-04-28,41.0
2022-04-29,46.0
2022-04-30,66.0
2022-05-01,63.0
2022-05-02,46.0
2022-05-03,39.0
2022-05-04,46.0
2022-05-05,45.0
2022-05-06,51.0
2022-05-07,67.0
2022-05-08,64.0
2022-05-09,47.0
2022-05-10,47.0
2022-05-11,50.0
2022-05-12,53.0
2022-05-13,60.0
2022-05-14,78.0
2022-05-15,78.0
2022-05-16,50.0
2022-05-17,50.0
2022-05-18,55.0
2022-05-19,56.0
2022-05-20,58.0
2022-05-21,77.0
2022-05-22,76.0
2022-05-23,54.0
2022-05-24,50.0
2022-05-25,49.0
2022-05-26,58.0
2022-05-27,63.0
2022-05-28,82.0
2022-05-29,84.0
2022-05-30,76.0
2022-05-31,55.0
2022-06-01,54.0
2022-06-02,59.0
2022-06-03,64.0
2022-06-04,87.0
2022-06-05,78.0
2022-06-06,62.0
2022-06-07,53.0
2022-06-08,58.0
2022-06-09,61.0
2022-06-10,67.0
2022-06-11,88.0
2022-06-12,81.0
2022-06-13,65.0
2022-06-14,56.0
2022-06-15,58.0
2022-06-16,61.0
2022-06-17,65.0
2022-06-18,83.0
2022-06-19,83.0
2022-06-20,73.0
2022-06-21,60.0
2022-06-22,57.0
2022-06-23,60.0
2022-06-24,62.0
2022-06-25,87.0
2022-06-26,86.0
2022-06-27,61.0
2022-06-28,58.0
2022-06-29,57.0
2022-06-30,61.0
2022-07-01,67.0
2022-07-02,82.0
2022-07-03,100.0
2022-07-04,86.0
2022-07-05,70.0
2022-07-06,56.0
2022-07-07,61.0
2022-07-08,70.0
2022-07-09,74.0
2022-07-10,82.0
2022-07-11,66.0
2022-07-12,55.0
2022-07-13,55.0
2022-07-14,58.0
2022-07-15,70.0
2022-07-16,87.0
2022-07-17,86.0
2022-07-18,60.0
2022-07-19,55.0
2022-07-20,55.0
2022-07-21,58.0
2022-07-22,67.0
2022-07-23,80.0
2022-07-24,84.0
2022-07-25,60.0
2022-07-26,55.0
2022-07-27,58.0
2022-07-28,63.0
2022-07-29,67.0
2022-07-30,77.0
2022-07-31,79.0
2022-08-01,58.0
2022-08-02,54.0
2022-08-03,52.0
2022-08-04,55.0
2022-08-05,59.0
2022-08-06,78.0
2022-08-07,73.0
2022-08-08,56.0
2022-08-09,51.0
2022-08-10,49.0
2022-08-11,54.0
2022-08-12,57.0
2022-08-13,72.0
2022-08-14,80.0
2022-08-15,61.0
2022-08-16,49.0
2022-08-17,46.0
2022-08-18,49.0
2022-08-19,56.0
2022-08-20,82.0
2022-08-21,69.0
2022-08-22,52.0
2022-08-23,44.0
2022-08-24,46.0
2022-08-25,49.0
2022-08-26,53.0
2022-08-27,76.0
2022-08-28,70.0
2022-08-29,51.32872555630479
2022-08-30,43.52393796358733
2022-08-31,44.241402562373565
2022-09-01,47.67633175994605
2022-09-02,55.98111935266353
2022-09-03,74.3081591368847
2022-09-04,73.09069453809846
2022-09-05,70.15576534052596
2022-09-06,45.958867161159816
2022-09-07,41.80647336480108
2022-09-08,41.80647336480108
2022-09-09,47.67633175994605
2022-09-10,63.06844234659474
2022-09-11,63.06844234659474
2022-09-12,43.52393796358733
2022-09-13,43.02393796358733
2022-09-14,41.30647336480108
2022-09-15,43.02393796358733
2022-09-16,48.8937963587323
2022-09-17,76.02562373567093
2022-09-18,73.09069453809846
2022-09-19,47.17633175994605
2022-09-20,41.80647336480108
2022-09-21,41.80647336480108
2022-09-22,45.958867161159816
2022-09-23,50.611260957518546
2022-09-24,76.02562373567093
2022-09-25,61.8509777478085
2022-09-26,47.17633175994605
2022-09-27,45.958867161159816
2022-09-28,48.7875927174646
2022-09-29,58.83209710047202
2022-09-30,55.962238705327046
2022-10-01,73.18138907619691
2022-10-02,66.00674308833446
2022-10-03,47.35266351989211
2022-10-04,41.61294672960216
2022-10-05,45.917734322319625
2022-10-06,48.7875927174646
2022-10-07,55.962238705327046
2022-10-08,71.7464598786244
2022-10-09,67.44167228590695
2022-10-10,48.7875927174646
2022-10-11,43.04787592717465
2022-10-12,41.61294672960216
2022-10-13,44.48280512474714
2022-10-14,48.7875927174646
2022-10-15,73.18138907619691
2022-10-16,64.57181389076197
2022-10-17,43.04787592717465
2022-10-18,41.61294672960216
2022-10-19,40.17801753202967
2022-10-20,44.48280512474714
2022-10-21,50.22252191503709
2022-10-22,70.31153068105192
2022-10-23,63.13688469318949
2022-10-24,43.04787592717465
2022-10-25,37.3081591368847
2022-10-26,40.17801753202967
2022-10-27,44.48280512474714
2022-10-28,50.22252191503709
2022-10-29,68.87660148347943
2022-10-30,60.267026298044506
2022-10-31,44.48280512474714
2022-11-01,41.61294672960216
2022-11-02,37.3081591368847
2022-11-03,38.743088334457184
2022-11-04,45.917734322319625
2022-11-05,66.00674308833446
2022-11-06,55.962238705327046
2022-11-07,41.61294672960216
2022-11-08,38.743088334457184
2022-11-09,33.00337154416723
2022-11-10,37.3081591368847
2022-11-11,43.04787592717465
2022-11-12,63.13688469318949
2022-11-13,54.52730950775455
2022-11-14,40.17801753202967
2022-11-15,34.43830074173972
2022-11-16,35.8732299393122
2022-11-17,38.743088334457184
2022-11-18,43.04787592717465
2022-11-19,55.962238705327046
2022-11-20,57.39716790289953
2022-11-21,43.04787592717465
2022-11-22,40.17801753202967
2022-11-23,45.917734322319625
2022-11-24,74.6163182737694
2022-11-25,61.70195549561699
2022-11-26,55.962238705327046
2022-11-27,50.22252191503709
2022-11-28,37.3081591368847
2022-11-29,31.568442346594743
2022-11-30,31.568442346594743
2022-12-01,35.8732299393122
2022-12-02,37.3081591368847
2022-12-03,54.52730950775455
2022-12-04,47.35266351989211
2022-12-05,34.43830074173972
2022-12-06,33.00337154416723
2022-12-07,33.00337154416723
2022-12-08,34.43830074173972
2022-12-09,37.3081591368847
2022-12-10,50.22252191503709
2022-12-11,55.962238705327046
2022-12-12,35.8732299393122
2022-12-13,33.00337154416723
2022-12-14,33.00337154416723
2022-12-15,34.43830074173972
2022-12-16,40.17801753202967
2022-12-17,60.267026298044506
2022-12-18,51.65745111260958
2022-12-19,43.04787592717465
2022-12-20,38.743088334457184
2022-12-21,43.04787592717465
2022-12-22,48.7875927174646
2022-12-23,47.35266351989211
2022-12-24,68.87660148347943
2022-12-25,143.4929197572488
2022-12-26,77.48617666891437
2022-12-27,53.092380310182065
2022-12-28,47.35266351989211
2022-12-29,47.35266351989211
2022-12-30,51.65745111260958
2022-12-31,58.83209710047202
2023-01-01,63.13688469318949
2023-01-02,48.7875927174646
2023-01-03,35.8732299393122
2023-01-04,35.8732299393122
2023-01-05,34.43830074173972
2023-01-06,37.3081591368847
2023-01-07,54.52730950775455
2023-01-08,45.917734322319625
2023-01-09,34.43830074173972
2023-01-10,33.00337154416723
2023-01-11,33.00337154416723
2023-01-12,33.00337154416723
2023-01-13,37.3081591368847
2023-01-14,54.52730950775455
2023-01-15,50.22252191503709
2023-01-16,44.48280512474714
2023-01-17,33.00337154416723
2023-01-18,31.568442346594743
2023-01-19,33.00337154416723
2023-01-20,37.3081591368847
2023-01-21,54.52730950775455
2023-01-22,47.35266351989211
2023-01-23,35.8732299393122
2023-01-24,33.00337154416723
2023-01-25,33.00337154416723
2023-01-26,34.43830074173972
2023-01-27,37.3081591368847
2023-01-28,55.962238705327046
2023-01-29,48.7875927174646
2023-01-30,35.8732299393122
2023-01-31,34.43830074173972
2023-02-01,35.8732299393122
2023-02-02,34.43830074173972
2023-02-03,38.743088334457184
2023-02-04,55.962238705327046
2023-02-05,48.7875927174646
2023-02-06,37.3081591368847
2023-02-07,31.568442346594743
2023-02-08,31.568442346594743
2023-02-09,33.00337154416723
2023-02-10,37.3081591368847
2023-02-11,57.39716790289953
2023-02-12,48.7875927174646
2023-02-13,33.00337154416723
2023-02-14,31.568442346594743
2023-02-15,34.43830074173972
2023-02-16,35.8732299393122
2023-02-17,40.17801753202967
2023-02-18,60.267026298044506
2023-02-19,53.092380310182065
2023-02-20,45.917734322319625
2023-02-21,37.3081591368847
2023-02-22,33.00337154416723
2023-02-23,37.3081591368847
2023-02-24,40.17801753202967
2023-02-25,60.267026298044506
2023-02-26,55.962238705327046
2023-02-27,35.8732299393122
2023-02-28,33.00337154416723
2023-03-01,33.00337154416723
2023-03-02,35.8732299393122
2023-03-03,37.3081591368847
2023-03-04,54.52730950775455
2023-03-05,60.267026298044506
2023-03-06,38.743088334457184
2023-03-07,35.8732299393122
2023-03-08,35.8732299393122
2023-03-09,37.3081591368847
2023-03-10,40.17801753202967
2023-03-11,60.267026298044506
2023-03-12,55.962238705327046
2023-03-13,37.3081591368847
2023-03-14,38.743088334457184
2023-03-15,38.743088334457184
2023-03-16,41.61294672960216
2023-03-17,44.48280512474714
2023-03-18,63.13688469318949
2023-03-19,55.962238705327046
2023-03-20,40.17801753202967
2023-03-21,35.8732299393122
2023-03-22,35.8732299393122
2023-03-23,38.743088334457184
2023-03-24,45.917734322319625
2023-03-25,70.31153068105192
2023-03-26,61.70195549561699
2023-03-27,41.61294672960216
2023-03-28,37.3081591368847
2023-03-29,37.3081591368847
2023-03-30,38.743088334457184
2023-03-31,44.48280512474714
2023-04-01,64.57181389076197
2023-04-02,64.57181389076197
2023-04-03,40.17801753202967
2023-04-04,38.743088334457184
2023-04-05,38.743088334457184
2023-04-06,41.61294672960216
2023-04-07,47.35266351989211
2023-04-08,63.13688469318949
2023-04-09,61.70195549561699
2023-04-10,47.35266351989211
2023-04-11,38.743088334457184
2023-04-12,38.743088334457184
2023-04-13,41.61294672960216
2023-04-14,48.7875927174646
2023-04-15,70.31153068105192
2023-04-16,66.00674308833446
2023-04-17,50.22252191503709
2023-04-18,48.7875927174646
2023-04-19,45.917734322319625
2023-04-20,43.04787592717465
2023-04-21,47.35266351989211
2023-04-22,61.70195549561699
2023-04-23,64.57181389076197
2023-04-24,40.17801753202967
2023-04-25,33.00337154416723
2023-04-26,37.7692793010858
2023-04-27,38.48674389987204
2023-04-28,41.65941852768485
2023-04-29,60.25443393985436
2023-04-30,57.081759312041555
2023-05-01,37.19003082433903
2023-05-02,38.48674389987204
2023-05-03,35.89331774880601
2023-05-04,37.19003082433903
2023-05-05,41.65941852768485
2023-05-06,64.72382164320018
2023-05-07,58.957720864321345
2023-05-08,39.78345697540506
2023-05-09,39.065992376618816
2023-05-10,37.19003082433903
2023-05-11,40.36270545215183
2023-05-12,46.8462708298169
2023-05-13,66.02053471873319
2023-05-14,58.957720864321345
2023-05-15,42.95613160321786
2023-05-16,40.36270545215183
2023-05-17,41.08017005093807
2023-05-18,42.95613160321786
2023-05-19,50.01894545762971
2023-05-20,71.78663549761202
2023-05-21,64.72382164320018
2023-05-22,42.95613160321786
2023-05-23,41.65941852768485
2023-05-24,41.65941852768485
2023-05-25,45.549557754283896
2023-05-26,55.607853767690045
2023-05-27,75.30230197708026
2023-05-28,78.7777928375609
2023-05-29,68.35132025611901
2023-05-30,45.18138118624816
2023-05-31,42.864387279261074
2023-06-01,46.3398781397417
2023-06-02,52.13236290720941
2023-06-03,70.66831416310609
2023-06-04,70.66831416310609
2023-06-05,49.815369000222326
2023-06-06,44.02288423275461
2023-06-07,41.705890325767534
2023-06-08,42.864387279261074
2023-06-09,50.97386595371587
2023-06-10,72.98530807009318
2023-06-11,66.03432634913193
2023-06-12,49.815369000222326
2023-06-13,46.3398781397417
2023-06-14,46.3398781397417
2023-06-15,49.815369000222326
2023-06-16,57.924847674677125
2023-06-17,78.7777928375609
2023-06-18,81.09478674454797
2023-06-19,56.766350721183585
2023-06-20,52.13236290720941
2023-06-21,47.498375093235246
2023-06-22,49.815369000222326
2023-06-23,55.607853767690045
2023-06-24,72.98530807009318
2023-06-25,72.98530807009318
2023-06-26,50.97386595371587
2023-06-27,48.656872046728786
2023-06-28,47.498375093235246
2023-06-29,50.97386595371587
2023-06-30,56.766350721183585
2023-07-01,77.61929588406736
2023-07-02,76.4607989305738
2023-07-03,59.08334462817067
2023-07-04,75.30230197708026
2023-07-05,63.71733244214484
2023-07-06,50.97386595371587
2023-07-07,57.924847674677125
2023-07-08,68.35132025611901
2023-07-09,64.87582939563838
2023-07-10,53.29085986070296
2023-07-11,46.3398781397417
2023-07-12,46.3398781397417
2023-07-13,46.3398781397417
2023-07-14,53.29085986070296
2023-07-15,82.25328369804151
2023-07-16,67.19282330262547
2023-07-17,49.815369000222326
2023-07-18,45.18138118624816
2023-07-19,46.3398781397417
2023-07-20,48.656872046728786
2023-07-21,50.97386595371587
2023-07-22,71.82681111659964
2023-07-23,67.19282330262547
2023-07-24,50.97386595371587
2023-07-25,46.3398781397417
2023-07-26,44.02288423275461
2023-07-27,48.656872046728786
2023-07-28,54.4493568141965
2023-07-29,77.61929588406736
2023-07-30,75.30230197708026
2023-07-31,50.97386595371587
2023-08-01,47.498375093235246
2023-08-02,46.3398781397417
2023-08-03,46.3398781397417
2023-08-04,52.13236290720941
2023-08-05,69.50981720961255
2023-08-06,66.03432634913193
2023-08-07,49.815369000222326
2023-08-08,46.3398781397417
2023-08-09,42.864387279261074
2023-08-10,44.02288423275461
2023-08-11,52.13236290720941
2023-08-12,75.30230197708026
2023-08-13,67.19282330262547
2023-08-14,45.18138118624816
2023-08-15,45.18138118624816
2023-08-16,44.02288423275461
2023-08-17,42.864387279261074
2023-08-18,49.815369000222326
2023-08-19,63.71733244214484
2023-08-20,72.98530807009318
2023-08-21,46.3398781397417
2023-08-22,42.864387279261074
2023-08-23,40.54739337227399
2023-08-24,40.54739337227399
2023-08-25,45.18138118624816
2023-08-26,63.71733244214484
2023-08-27,60.24184158166421
2023-08-28,44.02288423275461
2023-08-29,39.38889641878045
2023-08-30,38.2303994652869
2023-08-31,38.2303994652869
2023-09-01,48.656872046728786
2023-09-02,63.71733244214484
2023-09-03,60.24184158166421
2023-09-04,57.924847674677125
2023-09-05,40.54739337227399
2023-09-06,39.38889641878045
2023-09-07,38.2303994652869
2023-09-08,41.705890325767534
2023-09-09,61.40033853515776
2023-09-10,53.29085986070296
2023-09-11,39.38889641878045
2023-09-12,38.2303994652869
2023-09-13,35.91340555829982
2023-09-14,37.07190251179336
2023-09-15,42.864387279261074
2023-09-16,63.71733244214484
2023-09-17,53.29085986070296
2023-09-18,39.38889641878045
2023-09-19,37.07190251179336
2023-09-20,37.07190251179336
2023-09-21,39.38889641878045
2023-09-22,42.864387279261074
2023-09-23,61.40033853515776
2023-09-24,55.607853767690045
2023-09-25,40.54739337227399
2023-09-26,33.596411651312735
2023-09-27,34.754908604806275
2023-09-28,35.91340555829982
2023-09-29,42.864387279261074
2023-09-30,60.24184158166421
2023-10-01,54.4493568141965
2023-10-02,35.91340555829982
2023-10-03,37.07190251179336
2023-10-04,37.07190251179336
2023-10-05,35.91340555829982
2023-10-06,42.864387279261074
2023-10-07,61.40033853515776
2023-10-08,54.4493568141965
2023-10-09,42.864387279261074
2023-10-10,35.91340555829982
2023-10-11,35.91340555829982
2023-10-12,35.91340555829982
2023-10-13,41.705890325767534
2023-10-14,59.08334462817067
2023-10-15,52.13236290720941
2023-10-16,37.07190251179336
2023-10-17,33.596411651312735
2023-10-18,33.596411651312735
2023-10-19,35.91340555829982
2023-10-20,38.2303994652869
2023-10-21,54.4493568141965
2023-10-22,57.924847674677125
2023-10-23,34.754908604806275
2023-10-24,32.43791469781919
2023-10-25,31.27941774432565
2023-10-26,32.43791469781919
2023-10-27,39.38889641878045
2023-10-28,53.29085986070296
2023-10-29,56.766350721183585
2023-10-30,33.596411651312735
2023-10-31,34.754908604806275
2023-11-01,33.596411651312735
2023-11-02,32.43791469781919
2023-11-03,35.91340555829982
2023-11-04,49.815369000222326
2023-11-05,50.97386595371587
2023-11-06,32.43791469781919
2023-11-07,31.27941774432565
2023-11-08,32.43791469781919
2023-11-09,32.43791469781919
2023-11-10,35.91340555829982
2023-11-11,50.97386595371587
2023-11-12,46.3398781397417
2023-11-13,31.27941774432565
2023-11-14,30.120920790832105
2023-11-15,31.27941774432565
2023-11-16,32.43791469781919
2023-11-17,34.754908604806275
2023-11-18,49.815369000222326
2023-11-19,46.3398781397417
2023-11-20,34.754908604806275
2023-11-21,34.754908604806275
2023-11-22,38.2303994652869
2023-11-23,67.19282330262547
2023-11-24,53.29085986070296
2023-11-25,49.815369000222326
2023-11-26,45.18138118624816
2023-11-27,31.27941774432565
2023-11-28,27.803926883845023
2023-11-29,31.27941774432565
2023-11-30,30.120920790832105
2023-12-01,31.27941774432565
2023-12-02,40.54739337227399
2023-12-03,44.02288423275461
2023-12-04,28.962423837338562
2023-12-05,30.120920790832105
2023-12-06,28.962423837338562
2023-12-07,27.803926883845023
2023-12-08,31.27941774432565
2023-12-09,49.815369000222326
2023-12-10,46.3398781397417
2023-12-11,32.43791469781919
2023-12-12,32.43791469781919
2023-12-13,30.120920790832105
2023-12-14,28.962423837338562
2023-12-15,34.754908604806275
2023-12-16,48.656872046728786
2023-12-17,41.705890325767534
2023-12-18,31.27941774432565
2023-12-19,33.596411651312735
2023-12-20,33.596411651312735
2023-12-21,33.596411651312735
2023-12-22,40.54739337227399
2023-12-23,53.29085986070296
2023-12-24,48.656872046728786
2023-12-25,115.84969534935425
2023-12-26,59.08334462817067
2023-12-27,35.91340555829982
2023-12-28,37.07190251179336
2023-12-29,38.2303994652869
2023-12-30,48.656872046728786
2023-12-31,42.864387279261074
2024-01-01,57.924847674677125
2024-01-02,32.43791469781919
2024-01-03,30.120920790832105
2024-01-04,27.803926883845023
2024-01-05,30.120920790832105
2024-01-06,41.705890325767534
2024-01-07,35.91340555829982
2024-01-08,26.64542993035148
2024-01-09,25.486932976857936
2024-01-10,25.486932976857936
2024-01-11,27.803926883845023
2024-01-12,28.962423837338562
2024-01-13,42.864387279261074
2024-01-14,38.2303994652869
2024-01-15,33.596411651312735
2024-01-16,28.962423837338562
2024-01-17,27.803926883845023
2024-01-18,26.64542993035148
2024-01-19,26.64542993035148
2024-01-20,35.91340555829982
2024-01-21,38.2303994652869
2024-01-22,25.486932976857936
2024-01-23,24.328436023364393
2024-01-24,25.486932976857936
2024-01-25,24.328436023364393
2024-01-26,25.486932976857936
2024-01-27,42.864387279261074
2024-01-28,32.43791469781919
2024-01-29,22.011442116377307
2024-01-30,23.16993906987085
2024-01-31,23.16993906987085
2024-02-01,23.16993906987085
2024-02-02,24.328436023364393
2024-02-03,41.705890325767534
2024-02-04,32.43791469781919
2024-02-05,23.16993906987085
2024-02-06,20.852945162883767
2024-02-07,23.16993906987085
2024-02-08,24.328436023364393
2024-02-09,26.64542993035148
2024-02-10,35.91340555829982
2024-02-11,40.54739337227399
2024-02-12,23.16993906987085
2024-02-13,23.16993906987085
2024-02-14,27.803926883845023
2024-02-15,25.486932976857936
2024-02-16,27.803926883845023
2024-02-17,44.02288423275461
2024-02-18,37.07190251179336
2024-02-19,27.803926883845023
2024-02-20,23.16993906987085
2024-02-21,24.328436023364393
2024-02-22,25.486932976857936
2024-02-23,25.486932976857936
2024-02-24,38.2303994652869
2024-02-25,47.498375093235246
2024-02-26,25.486932976857936
2024-02-27,22.011442116377307
2024-02-28,24.328436023364393
2024-02-29,24.328436023364393
2024-03-01,27.803926883845023
2024-03-02,44.02288423275461
2024-03-03,39.38889641878045
2024-03-04,27.803926883845023
2024-03-05,23.16993906987085
2024-03-06,24.328436023364393
2024-03-07,25.486932976857936
2024-03-08,27.803926883845023
2024-03-09,39.38889641878045
2024-03-10,47.498375093235246
2024-03-11,27.803926883845023
2024-03-12,26.64542993035148
2024-03-13,26.64542993035148
2024-03-14,28.962423837338562
2024-03-15,30.120920790832105
2024-03-16,45.18138118624816
2024-03-17,53.29085986070296
2024-03-18,27.803926883845023
2024-03-19,24.328436023364393
2024-03-20,26.64542993035148
2024-03-21,27.803926883845023
2024-03-22,32.43791469781919
2024-03-23,45.18138118624816
2024-03-24,42.864387279261074
2024-03-25,27.803926883845023
2024-03-26,25.486932976857936
2024-03-27,27.803926883845023
2024-03-28,28.962423837338562
2024-03-29,35.91340555829982
2024-03-30,50.97386595371587
2024-03-31,48.656872046728786
2024-04-01,33.596411651312735
2024-04-02,25.486932976857936
2024-04-03,26.64542993035148
2024-04-04,30.120920790832105
2024-04-05,33.596411651312735
2024-04-06,49.815369000222326
2024-04-07,42.864387279261074
2024-04-08,35.91340555829982
2024-04-09,25.486932976857936
2024-04-10,27.803926883845023
2024-04-11,26.64542993035148
2024-04-12,28.962423837338562
2024-04-13,50.97386595371587
2024-04-14,44.02288423275461
2024-04-15,26.64542993035148
2024-04-16,26.64542993035148
2024-04-17,26.64542993035148
2024-04-18,28.962423837338562
2024-04-19,30.120920790832105
2024-04-20,52.13236290720941
2024-04-21,42.864387279261074
2024-04-22,30.120920790832105
2024-04-23,26.64542993035148
2024-04-24,25.486932976857936
2024-04-25,27.803926883845023
2024-04-26,31.27941774432565
2024-04-27,46.3398781397417
2024-04-28,42.864387279261074
2024-04-29,27.803926883845023
2024-04-30,26.64542993035148
2024-05-01,27.803926883845023
2024-05-02,27.803926883845023
2024-05-03,31.27941774432565
2024-05-04,44.02288423275461
2024-05-05,41.705890325767534
2024-05-06,28.962423837338562
2024-05-07,26.64542993035148
2024-05-08,26.64542993035148
2024-05-09,28.962423837338562
2024-05-10,32.43791469781919
2024-05-11,50.97386595371587
2024-05-12,44.02288423275461
2024-05-13,30.120920790832105
2024-05-14,26.64542993035148
2024-05-15,26.64542993035148
2024-05-16,27.803926883845023
2024-05-17,34.754908604806275
2024-05-18,52.13236290720941
2024-05-19,45.18138118624816
2024-05-20,32.43791469781919
2024-05-21,28.962423837338562
2024-05-22,28.962423837338562
2024-05-23,32.43791469781919
2024-05-24,40.54739337227399
2024-05-25,49.815369000222326
2024-05-26,56.766350721183585
2024-05-27,44.02288423275461
2024-05-28,31.27941774432565
2024-05-29,30.120920790832105
2024-05-30,33.596411651312735
2024-05-31,37.07190251179336
2024-06-01,52.13236290720941
2024-06-02,42.864387279261074
2024-06-03,32.43791469781919
2024-06-04,28.962423837338562
2024-06-05,33.596411651312735
2024-06-06,31.27941774432565
2024-06-07,37.07190251179336
2024-06-08,54.4493568141965
2024-06-09,50.97386595371587
2024-06-10,34.754908604806275
2024-06-11,32.43791469781919
2024-06-12,33.596411651312735
2024-06-13,34.754908604806275
2024-06-14,38.2303994652869
2024-06-15,54.4493568141965
2024-06-16,52.13236290720941
2024-06-17,35.91340555829982
2024-06-18,33.596411651312735
2024-06-19,37.07190251179336
2024-06-20,34.754908604806275
2024-06-21,40.54739337227399
2024-06-22,56.766350721183585
2024-06-23,54.4493568141965
2024-06-24,37.07190251179336
2024-06-25,33.596411651312735
2024-06-26,33.596411651312735
2024-06-27,35.91340555829982
2024-06-28,40.54739337227399
2024-06-29,55.607853767690045
2024-06-30,50.97386595371587
2024-07-01,38.2303994652869
2024-07-02,35.91340555829982
2024-07-03,35.91340555829982
2024-07-04,50.97386595371587
2024-07-05,53.29085986070296
2024-07-06,56.766350721183585
2024-07-07,55.607853767690045
2024-07-08,40.54739337227399
2024-07-09,46.3398781397417
2024-07-10,38.2303994652869
2024-07-11,39.38889641878045
2024-07-12,40.54739337227399
2024-07-13,52.13236290720941
2024-07-14,48.656872046728786
2024-07-15,37.07190251179336
2024-07-16,32.43791469781919
2024-07-17,33.596411651312735
2024-07-18,35.91340555829982
2024-07-19,45.18138118624816
2024-07-20,53.29085986070296
2024-07-21,52.13236290720941
2024-07-22,35.91340555829982
2024-07-23,33.596411651312735
2024-07-24,33.596411651312735
2024-07-25,37.07190251179336
2024-07-26,39.38889641878045
2024-07-27,55.607853767690045
2024-07-28,49.815369000222326
2024-07-29,35.91340555829982
2024-07-30,32.43791469781919
2024-07-31,32.43791469781919
2024-08-01,35.91340555829982
2024-08-02,41.705890325767534
2024-08-03,50.97386595371587
2024-08-04,50.97386595371587
2024-08-05,32.43791469781919
2024-08-06,30.120920790832105
2024-08-07,31.27941774432565
2024-08-08,34.754908604806275
2024-08-09,34.754908604806275
2024-08-10,47.498375093235246
2024-08-11,48.656872046728786
2024-08-12,33.596411651312735
2024-08-13,30.120920790832105
2024-08-14,31.27941774432565
2024-08-15,33.596411651312735
2024-08-16,34.754908604806275
2024-08-17,50.97386595371587
2024-08-18,48.00787558893468
2024-08-19,34.78042615884799
2024-08-20,29.24736985747097
2024-08-21,29.24736985747097
2024-08-22,29.24736985747097
2024-08-23,33.67381489857259
2024-08-24,50.22109810948548
2024-08-25,46.37390154513065
2024-08-26,31.46059237802178
2024-08-27,27.034147336920164
2024-08-28,27.613395813666937
2024-08-29,29.24736985747097
2024-08-30,35.88703741912339
2024-08-31,49.69373532595685
2024-09-01,49.11448684921008
2024-09-02,43.054067764304435
2024-09-03,30.933229594493145
2024-09-04,27.034147336920164
2024-09-05,25.40017329311613
2024-09-06,26.506784553391533
2024-09-07,42.526704980775804
2024-09-08,38.10025993967419
2024-09-09,27.613395813666937
2024-09-10,25.40017329311613
2024-09-11,25.40017329311613
2024-09-12,26.506784553391533
2024-09-13,28.72000707394234
2024-09-14,46.90126432865928
2024-09-15,39.2068711999496
2024-09-16,26.506784553391533
2024-09-17,24.25868804231706
2024-09-18,25.313413609374322
2024-09-19,24.25868804231706
2024-09-20,29.532315877603377
2024-09-21,45.35319938346233
