Time,dairy_queen
2022-04-02,58.0
2022-04-03,64.0
2022-04-04,35.0
2022-04-05,33.0
2022-04-06,31.0
2022-04-07,30.0
2022-04-08,35.0
2022-04-09,53.0
2022-04-10,64.0
2022-04-11,38.0
2022-04-12,35.0
2022-04-13,35.0
2022-04-14,35.0
2022-04-15,43.0
2022-04-16,48.0
2022-04-17,71.0
2022-04-18,35.0
2022-04-19,29.0
2022-04-20,27.0
2022-04-21,31.0
2022-04-22,34.0
2022-04-23,54.0
2022-04-24,73.0
2022-04-25,41.0
2022-04-26,32.0
2022-04-27,32.0
2022-04-28,32.0
2022-04-29,35.0
2022-04-30,55.0
2022-05-01,68.0
2022-05-02,38.0
2022-05-03,32.0
2022-05-04,31.0
2022-05-05,33.0
2022-05-06,36.0
2022-05-07,55.0
2022-05-08,73.0
2022-05-09,40.0
2022-05-10,36.0
2022-05-11,35.0
2022-05-12,39.0
2022-05-13,41.0
2022-05-14,61.0
2022-05-15,73.0
2022-05-16,41.0
2022-05-17,35.0
2022-05-18,35.0
2022-05-19,38.0
2022-05-20,41.0
2022-05-21,57.0
2022-05-22,69.0
2022-05-23,42.0
2022-05-24,35.0
2022-05-25,36.0
2022-05-26,37.0
2022-05-27,42.0
2022-05-28,54.0
2022-05-29,68.0
2022-05-30,86.0
2022-05-31,48.0
2022-06-01,40.0
2022-06-02,43.0
2022-06-03,44.0
2022-06-04,53.0
2022-06-05,68.0
2022-06-06,44.0
2022-06-07,42.0
2022-06-08,38.0
2022-06-09,41.0
2022-06-10,41.0
2022-06-11,54.0
2022-06-12,71.0
2022-06-13,42.0
2022-06-14,48.0
2022-06-15,43.0
2022-06-16,43.0
2022-06-17,46.0
2022-06-18,57.0
2022-06-19,76.0
2022-06-20,50.0
2022-06-21,41.0
2022-06-22,44.0
2022-06-23,40.0
2022-06-24,46.0
2022-06-25,56.0
2022-06-26,67.0
2022-06-27,45.0
2022-06-28,43.0
2022-06-29,40.0
2022-06-30,44.0
2022-07-01,45.0
2022-07-02,53.0
2022-07-03,62.0
2022-07-04,88.0
2022-07-05,49.0
2022-07-06,39.0
2022-07-07,42.0
2022-07-08,41.0
2022-07-09,51.0
2022-07-10,64.0
2022-07-11,43.0
2022-07-12,40.0
2022-07-13,39.0
2022-07-14,40.0
2022-07-15,43.0
2022-07-16,52.0
2022-07-17,75.0
2022-07-18,47.0
2022-07-19,40.0
2022-07-20,41.0
2022-07-21,40.0
2022-07-22,42.0
2022-07-23,52.0
2022-07-24,63.0
2022-07-25,45.0
2022-07-26,42.0
2022-07-27,39.0
2022-07-28,45.0
2022-07-29,41.0
2022-07-30,47.0
2022-07-31,57.0
2022-08-01,41.0
2022-08-02,37.0
2022-08-03,39.0
2022-08-04,37.0
2022-08-05,42.0
2022-08-06,51.0
2022-08-07,55.0
2022-08-08,40.0
2022-08-09,37.0
2022-08-10,36.0
2022-08-11,35.0
2022-08-12,39.0
2022-08-13,49.0
2022-08-14,52.0
2022-08-15,39.0
2022-08-16,35.0
2022-08-17,34.0
2022-08-18,34.0
2022-08-19,37.0
2022-08-20,47.0
2022-08-21,52.0
2022-08-22,33.0
2022-08-23,32.0
2022-08-24,31.0
2022-08-25,32.0
2022-08-26,33.0
2022-08-27,50.0
2022-08-28,53.0
2022-08-29,35.1
2022-08-30,32.84285714285714
2022-08-31,36.72857142857143
2022-09-01,33.471428571428575
2022-09-02,37.35714285714286
2022-09-03,51.77142857142857
2022-09-04,56.785714285714285
2022-09-05,57.91428571428571
2022-09-06,32.34285714285714
2022-09-07,30.585714285714285
2022-09-08,28.957142857142856
2022-09-09,30.085714285714285
2022-09-10,44.0
2022-09-11,44.5
2022-09-12,28.957142857142856
2022-09-13,27.32857142857143
2022-09-14,31.714285714285715
2022-09-15,31.214285714285715
2022-09-16,32.34285714285714
2022-09-17,44.0
2022-09-18,46.75714285714285
2022-09-19,31.214285714285715
2022-09-20,26.2
2022-09-21,26.2
2022-09-22,26.7
2022-09-23,28.457142857142856
2022-09-24,37.85714285714286
2022-09-25,45.628571428571426
2022-09-26,29.457142857142856
2022-09-27,25.07142857142857
2022-09-28,25.142857142857142
2022-09-29,26.4
2022-09-30,28.914285714285715
2022-10-01,37.714285714285715
2022-10-02,38.97142857142857
2022-10-03,26.4
2022-10-04,23.885714285714286
2022-10-05,25.142857142857142
2022-10-06,25.142857142857142
2022-10-07,28.914285714285715
2022-10-08,38.97142857142857
2022-10-09,45.25714285714285
2022-10-10,41.48571428571429
2022-10-11,25.142857142857142
2022-10-12,25.142857142857142
2022-10-13,25.142857142857142
2022-10-14,27.65714285714286
2022-10-15,36.457142857142856
2022-10-16,41.48571428571429
2022-10-17,25.142857142857142
2022-10-18,21.37142857142857
2022-10-19,21.37142857142857
2022-10-20,22.628571428571426
2022-10-21,26.4
2022-10-22,36.457142857142856
2022-10-23,40.22857142857143
2022-10-24,25.142857142857142
2022-10-25,21.37142857142857
2022-10-26,21.37142857142857
2022-10-27,25.142857142857142
2022-10-28,25.142857142857142
2022-10-29,33.94285714285714
2022-10-30,33.94285714285714
2022-10-31,22.628571428571426
2022-11-01,21.37142857142857
2022-11-02,20.114285714285714
2022-11-03,21.37142857142857
2022-11-04,23.885714285714286
2022-11-05,33.94285714285714
2022-11-06,36.457142857142856
2022-11-07,22.628571428571426
2022-11-08,21.37142857142857
2022-11-09,20.114285714285714
2022-11-10,21.37142857142857
2022-11-11,26.4
2022-11-12,31.428571428571427
2022-11-13,31.428571428571427
2022-11-14,21.37142857142857
2022-11-15,20.114285714285714
2022-11-16,18.857142857142858
2022-11-17,20.114285714285714
2022-11-18,18.857142857142858
2022-11-19,28.914285714285715
2022-11-20,30.17142857142857
2022-11-21,21.37142857142857
2022-11-22,21.37142857142857
2022-11-23,25.142857142857142
2022-11-24,25.142857142857142
2022-11-25,20.114285714285714
2022-11-26,25.142857142857142
2022-11-27,31.428571428571427
2022-11-28,18.857142857142858
2022-11-29,18.857142857142858
2022-11-30,20.114285714285714
2022-12-01,20.114285714285714
2022-12-02,21.37142857142857
2022-12-03,28.914285714285715
2022-12-04,32.68571428571428
2022-12-05,21.37142857142857
2022-12-06,18.857142857142858
2022-12-07,20.114285714285714
2022-12-08,20.114285714285714
2022-12-09,21.37142857142857
2022-12-10,28.914285714285715
2022-12-11,31.428571428571427
2022-12-12,21.37142857142857
2022-12-13,18.857142857142858
2022-12-14,18.857142857142858
2022-12-15,20.114285714285714
2022-12-16,21.37142857142857
2022-12-17,26.4
2022-12-18,28.914285714285715
2022-12-19,22.628571428571426
2022-12-20,21.37142857142857
2022-12-21,21.37142857142857
2022-12-22,20.114285714285714
2022-12-23,20.114285714285714
2022-12-24,23.885714285714286
2022-12-25,22.628571428571426
2022-12-26,21.37142857142857
2022-12-27,23.885714285714286
2022-12-28,25.142857142857142
2022-12-29,28.914285714285715
2022-12-30,30.17142857142857
2022-12-31,37.714285714285715
2023-01-01,41.48571428571429
2023-01-02,37.714285714285715
2023-01-03,23.885714285714286
2023-01-04,22.628571428571426
2023-01-05,21.37142857142857
2023-01-06,23.885714285714286
2023-01-07,33.94285714285714
2023-01-08,38.97142857142857
2023-01-09,25.142857142857142
2023-01-10,21.37142857142857
2023-01-11,20.114285714285714
2023-01-12,22.628571428571426
2023-01-13,22.628571428571426
2023-01-14,33.94285714285714
2023-01-15,36.457142857142856
2023-01-16,32.68571428571428
2023-01-17,21.37142857142857
2023-01-18,20.114285714285714
2023-01-19,21.37142857142857
2023-01-20,23.885714285714286
2023-01-21,32.68571428571428
2023-01-22,36.457142857142856
2023-01-23,22.628571428571426
2023-01-24,20.114285714285714
2023-01-25,21.37142857142857
2023-01-26,21.37142857142857
2023-01-27,22.628571428571426
2023-01-28,32.68571428571428
2023-01-29,32.68571428571428
2023-01-30,22.628571428571426
2023-01-31,21.37142857142857
2023-02-01,23.885714285714286
2023-02-02,23.885714285714286
2023-02-03,27.65714285714286
2023-02-04,41.48571428571429
2023-02-05,45.25714285714285
2023-02-06,28.914285714285715
2023-02-07,22.628571428571426
2023-02-08,23.885714285714286
2023-02-09,23.885714285714286
2023-02-10,27.65714285714286
2023-02-11,37.714285714285715
2023-02-12,42.74285714285714
2023-02-13,22.628571428571426
2023-02-14,25.142857142857142
2023-02-15,23.885714285714286
2023-02-16,21.37142857142857
2023-02-17,25.142857142857142
2023-02-18,33.94285714285714
2023-02-19,40.22857142857143
2023-02-20,32.68571428571428
2023-02-21,22.628571428571426
2023-02-22,22.628571428571426
2023-02-23,23.885714285714286
2023-02-24,26.4
2023-02-25,35.2
2023-02-26,41.48571428571429
2023-02-27,27.65714285714286
2023-02-28,22.628571428571426
2023-03-01,26.4
2023-03-02,26.4
2023-03-03,28.914285714285715
2023-03-04,42.74285714285714
2023-03-05,44.0
2023-03-06,30.17142857142857
2023-03-07,26.4
2023-03-08,27.65714285714286
2023-03-09,28.914285714285715
2023-03-10,28.914285714285715
2023-03-11,38.97142857142857
2023-03-12,45.25714285714285
2023-03-13,31.428571428571427
2023-03-14,28.914285714285715
2023-03-15,30.17142857142857
2023-03-16,31.428571428571427
2023-03-17,32.68571428571428
2023-03-18,41.48571428571429
2023-03-19,50.285714285714285
2023-03-20,125.71428571428571
2023-03-21,65.37142857142857
2023-03-22,30.17142857142857
2023-03-23,30.17142857142857
2023-03-24,32.68571428571428
2023-03-25,44.0
2023-03-26,55.31428571428572
2023-03-27,33.94285714285714
2023-03-28,33.94285714285714
2023-03-29,37.714285714285715
2023-03-30,42.74285714285714
2023-03-31,40.22857142857143
2023-04-01,54.05714285714286
2023-04-02,67.88571428571429
2023-04-03,41.48571428571429
2023-04-04,40.22857142857143
2023-04-05,36.457142857142856
2023-04-06,36.457142857142856
2023-04-07,42.74285714285714
2023-04-08,50.285714285714285
2023-04-09,71.65714285714286
2023-04-10,55.31428571428572
2023-04-11,51.542857142857144
2023-04-12,49.028571428571425
2023-04-13,45.25714285714285
2023-04-14,49.028571428571425
2023-04-15,59.08571428571428
2023-04-16,74.17142857142856
2023-04-17,36.457142857142856
2023-04-18,32.68571428571428
2023-04-19,35.2
2023-04-20,36.457142857142856
2023-04-21,41.48571428571429
2023-04-22,52.8
2023-04-23,57.82857142857143
2023-04-24,33.94285714285714
2023-04-25,30.17142857142857
2023-04-26,30.113849509269354
2023-04-27,31.533375423291048
2023-04-28,32.55742409458761
2023-04-29,45.17077426390403
2023-04-30,50.05792343454055
2023-05-01,35.396475922631005
2023-05-02,31.533375423291048
2023-05-03,31.137898180565916
2023-05-04,32.55742409458761
2023-05-05,35.00099867990587
2023-05-06,50.05792343454055
2023-05-07,58.17960167594559
2023-05-08,37.84005050794926
2023-05-09,33.97695000860931
2023-05-10,33.97695000860931
2023-05-11,36.42052459392757
2023-05-12,40.67910233599265
2023-05-13,55.73602709062733
2023-05-14,71.81700051655858
2023-05-15,40.28362509326752
2023-05-16,33.97695000860931
2023-05-17,33.97695000860931
2023-05-18,35.396475922631005
2023-05-19,37.44457326522413
2023-05-20,53.921023933880505
2023-05-21,59.59912758996728
2023-05-22,38.86409917924582
2023-05-23,35.00099867990587
2023-05-24,36.42052459392757
2023-05-25,39.259576421970955
2023-05-26,42.711542214314406
2023-05-27,52.20299603971761
2023-05-28,64.06731332147162
2023-05-29,79.09544854502668
2023-05-30,40.338678757963606
2023-05-31,37.96581530161281
2023-06-01,42.711542214314406
2023-06-02,42.711542214314406
2023-06-03,52.20299603971761
2023-06-04,64.85826780692187
2023-06-05,40.338678757963606
2023-06-06,36.38390633071227
2023-06-07,35.59295184526201
2023-06-08,37.17486081616254
2023-06-09,37.17486081616254
2023-06-10,49.83013258336681
2023-06-11,57.739677437869474
2023-06-12,38.75676978706307
2023-06-13,34.801997359811736
2023-06-14,40.338678757963606
2023-06-15,37.96581530161281
2023-06-16,38.75676978706307
2023-06-17,48.248223612466276
2023-06-18,64.85826780692187
2023-06-19,48.248223612466276
2023-06-20,37.96581530161281
2023-06-21,35.59295184526201
2023-06-22,34.801997359811736
2023-06-23,41.92058772886414
2023-06-24,52.993950525167875
2023-06-25,57.739677437869474
2023-06-26,41.92058772886414
2023-06-27,38.75676978706307
2023-06-28,41.12963324341388
2023-06-29,41.12963324341388
2023-06-30,39.54772427251334
2023-07-01,50.621087068817076
2023-07-02,52.993950525167875
2023-07-03,52.993950525167875
2023-07-04,77.51353957412614
2023-07-05,48.248223612466276
2023-07-06,37.96581530161281
2023-07-07,40.338678757963606
2023-07-08,53.78490501061815
2023-07-09,57.739677437869474
2023-07-10,42.711542214314406
2023-07-11,38.75676978706307
2023-07-12,37.17486081616254
2023-07-13,37.96581530161281
2023-07-14,45.084405670665205
2023-07-15,48.248223612466276
2023-07-16,62.48540435057108
2023-07-17,42.711542214314406
2023-07-18,37.96581530161281
2023-07-19,36.38390633071227
2023-07-20,38.75676978706307
2023-07-21,38.75676978706307
2023-07-22,49.83013258336681
2023-07-23,59.32158640877001
2023-07-24,38.75676978706307
2023-07-25,34.801997359811736
2023-07-26,34.801997359811736
2023-07-27,41.92058772886414
2023-07-28,39.54772427251334
2023-07-29,45.87536015611548
2023-07-30,52.993950525167875
2023-07-31,37.17486081616254
2023-08-01,34.801997359811736
2023-08-02,34.801997359811736
2023-08-03,34.801997359811736
2023-08-04,37.17486081616254
2023-08-05,47.457269127016005
2023-08-06,49.03917809791654
2023-08-07,37.17486081616254
2023-08-08,34.801997359811736
2023-08-09,31.638179418010672
2023-08-10,32.42913390346094
2023-08-11,35.59295184526201
2023-08-12,44.29345118521494
2023-08-13,52.993950525167875
2023-08-14,34.801997359811736
2023-08-15,30.056270447110137
2023-08-16,31.638179418010672
2023-08-17,32.42913390346094
2023-08-18,34.801997359811736
2023-08-19,46.66631464156574
2023-08-20,49.03917809791654
2023-08-21,32.42913390346094
2023-08-22,30.847224932560405
2023-08-23,32.42913390346094
2023-08-24,29.265315961659873
2023-08-25,32.42913390346094
2023-08-26,40.338678757963606
2023-08-27,46.66631464156574
2023-08-28,30.847224932560405
2023-08-29,45.87536015611548
2023-08-30,47.457269127016005
2023-08-31,44.29345118521494
2023-09-01,42.711542214314406
2023-09-02,51.41204155426734
2023-09-03,58.530631923319746
2023-09-04,68.02208574872294
2023-09-05,37.17486081616254
2023-09-06,32.42913390346094
2023-09-07,31.638179418010672
2023-09-08,30.056270447110137
2023-09-09,45.87536015611548
2023-09-10,49.03917809791654
2023-09-11,42.711542214314406
2023-09-12,44.29345118521494
2023-09-13,43.50249669976468
2023-09-14,35.59295184526201
2023-09-15,37.17486081616254
2023-09-16,45.084405670665205
2023-09-17,55.366813981518675
2023-09-18,38.75676978706307
2023-09-19,37.96581530161281
2023-09-20,32.42913390346094
2023-09-21,32.42913390346094
2023-09-22,34.01104287436147
2023-09-23,45.87536015611548
2023-09-24,49.03917809791654
2023-09-25,29.265315961659873
2023-09-26,25.310543534408538
2023-09-27,25.310543534408538
2023-09-28,26.892452505309073
2023-09-29,29.265315961659873
2023-09-30,40.338678757963606
2023-10-01,45.87536015611548
2023-10-02,27.683406990759337
2023-10-03,23.728634563508002
2023-10-04,25.310543534408538
2023-10-05,24.51958904895827
2023-10-06,26.101498019858806
2023-10-07,36.38390633071227
2023-10-08,45.084405670665205
2023-10-09,27.683406990759337
2023-10-10,22.14672559260747
2023-10-11,22.93768007805774
2023-10-12,22.93768007805774
2023-10-13,24.51958904895827
2023-10-14,34.01104287436147
2023-10-15,37.96581530161281
2023-10-16,23.728634563508002
2023-10-17,21.355771107157203
2023-10-18,21.355771107157203
2023-10-19,22.14672559260747
2023-10-20,24.51958904895827
2023-10-21,32.42913390346094
2023-10-22,35.59295184526201
2023-10-23,24.51958904895827
2023-10-24,21.355771107157203
2023-10-25,20.56481662170694
2023-10-26,21.355771107157203
2023-10-27,22.14672559260747
2023-10-28,30.056270447110137
2023-10-29,30.056270447110137
2023-10-30,18.982907650806403
2023-10-31,15.819089709005336
2023-11-01,17.400998679905868
2023-11-02,17.400998679905868
2023-11-03,22.14672559260747
2023-11-04,31.638179418010672
2023-11-05,33.22008838891121
2023-11-06,21.355771107157203
2023-11-07,19.77386213625667
2023-11-08,19.77386213625667
2023-11-09,20.56481662170694
2023-11-10,24.51958904895827
2023-11-11,34.01104287436147
2023-11-12,34.01104287436147
2023-11-13,22.14672559260747
2023-11-14,18.982907650806403
2023-11-15,20.56481662170694
2023-11-16,18.982907650806403
2023-11-17,21.355771107157203
2023-11-18,30.847224932560405
2023-11-19,31.638179418010672
2023-11-20,22.93768007805774
2023-11-21,22.14672559260747
2023-11-22,24.51958904895827
2023-11-23,25.310543534408538
2023-11-24,19.77386213625667
2023-11-25,22.14672559260747
2023-11-26,27.683406990759337
2023-11-27,17.400998679905868
2023-11-28,17.400998679905868
2023-11-29,17.400998679905868
2023-11-30,18.982907650806403
2023-12-01,20.56481662170694
2023-12-02,28.474361476209605
2023-12-03,31.638179418010672
2023-12-04,21.355771107157203
2023-12-05,18.982907650806403
2023-12-06,18.982907650806403
2023-12-07,18.982907650806403
2023-12-08,19.77386213625667
2023-12-09,28.474361476209605
2023-12-10,30.056270447110137
2023-12-11,20.56481662170694
2023-12-12,18.982907650806403
2023-12-13,18.982907650806403
2023-12-14,18.982907650806403
2023-12-15,19.77386213625667
2023-12-16,26.892452505309073
2023-12-17,30.056270447110137
2023-12-18,20.56481662170694
2023-12-19,18.191953165356136
2023-12-20,20.56481662170694
2023-12-21,21.355771107157203
2023-12-22,22.93768007805774
2023-12-23,27.372674871475308
2023-12-24,31.383944047687372
2023-12-25,24.943314666163772
2023-12-26,21.32752273267684
2023-12-27,24.152360180713504
2023-12-28,24.152360180713504
2023-12-29,26.553472011544674
2023-12-30,28.163629356925576
2023-12-31,35.81893884110494
2024-01-01,41.86409097990341
2024-01-02,28.98283221685621
2024-01-03,22.93768007805774
2024-01-04,22.93768007805774
2024-01-05,24.152360180713504
2024-01-06,32.59862415034314
2024-01-07,32.99410139306828
2024-01-08,22.542202835332603
2024-01-09,17.7117307991899
2024-01-10,18.107208041915037
2024-01-11,19.71736538729594
2024-01-12,20.932045489951705
2024-01-13,27.372674871475308
2024-01-14,27.76815211420044
2024-01-15,24.547837423438637
2024-01-16,16.49705069653414
2024-01-17,18.502685284640172
2024-01-18,19.71736538729594
2024-01-19,19.71736538729594
2024-01-20,28.98283221685621
2024-01-21,31.129708677364075
2024-01-22,21.299274358196474
2024-01-23,18.022462918473938
2024-01-24,19.660868638335206
2024-01-25,21.299274358196474
2024-01-26,22.93768007805774
2024-01-27,34.40652011708661
2024-01-28,36.044925836947876
2024-01-29,24.576085797919006
2024-01-30,22.93768007805774
2024-01-31,21.299274358196474
2024-02-01,22.93768007805774
2024-02-02,26.214491517780274
2024-02-03,36.044925836947876
2024-02-04,45.87536015611548
2024-02-05,24.576085797919006
2024-02-06,22.93768007805774
2024-02-07,22.93768007805774
2024-02-08,24.576085797919006
2024-02-09,27.852897237641542
2024-02-10,39.32173727667041
2024-02-11,36.044925836947876
2024-02-12,21.299274358196474
2024-02-13,22.93768007805774
2024-02-14,22.93768007805774
2024-02-15,22.93768007805774
2024-02-16,22.93768007805774
2024-02-17,31.129708677364075
2024-02-18,37.683331556809144
2024-02-19,31.129708677364075
2024-02-20,22.93768007805774
2024-02-21,22.93768007805774
2024-02-22,22.93768007805774
2024-02-23,24.576085797919006
2024-02-24,37.683331556809144
2024-02-25,44.236954436254216
2024-02-26,31.129708677364075
2024-02-27,27.852897237641542
2024-02-28,27.852897237641542
2024-02-29,29.49130295750281
2024-03-01,37.683331556809144
2024-03-02,45.87536015611548
2024-03-03,55.705794475283085
2024-03-04,37.683331556809144
2024-03-05,32.76811439722535
2024-03-06,29.49130295750281
2024-03-07,32.76811439722535
2024-03-08,32.76811439722535
2024-03-09,45.87536015611548
2024-03-10,50.79057731569928
2024-03-11,34.40652011708661
2024-03-12,34.40652011708661
2024-03-13,36.044925836947876
2024-03-14,34.40652011708661
2024-03-15,36.044925836947876
2024-03-16,55.705794475283085
2024-03-17,60.62101163486688
2024-03-18,42.59854871639295
2024-03-19,163.84057198612672
2024-03-20,86.83550315264716
2024-03-21,36.044925836947876
2024-03-22,37.683331556809144
2024-03-23,47.513765875976745
2024-03-24,55.705794475283085
2024-03-25,39.32173727667041
2024-03-26,37.683331556809144
2024-03-27,36.044925836947876
2024-03-28,36.044925836947876
2024-03-29,42.59854871639295
2024-03-30,47.513765875976745
2024-03-31,55.705794475283085
2024-04-01,40.96014299653168
2024-04-02,39.32173727667041
2024-04-03,37.683331556809144
2024-04-04,36.044925836947876
2024-04-05,37.683331556809144
2024-04-06,54.06738875542182
2024-04-07,62.25941735472815
2024-04-08,40.96014299653168
2024-04-09,37.683331556809144
2024-04-10,36.044925836947876
2024-04-11,34.40652011708661
2024-04-12,37.683331556809144
2024-04-13,52.42898303556055
2024-04-14,75.36666311361829
2024-04-15,44.236954436254216
2024-04-16,36.044925836947876
2024-04-17,34.40652011708661
2024-04-18,32.76811439722535
2024-04-19,36.044925836947876
2024-04-20,50.79057731569928
2024-04-21,62.25941735472815
2024-04-22,37.683331556809144
2024-04-23,32.76811439722535
2024-04-24,31.129708677364075
2024-04-25,31.129708677364075
2024-04-26,34.40652011708661
2024-04-27,49.15217159583801
2024-04-28,58.98260591500562
2024-04-29,39.32173727667041
2024-04-30,34.40652011708661
2024-05-01,37.683331556809144
2024-05-02,34.40652011708661
2024-05-03,40.96014299653168
2024-05-04,52.42898303556055
2024-05-05,57.34420019514435
2024-05-06,39.32173727667041
2024-05-07,34.40652011708661
2024-05-08,36.044925836947876
2024-05-09,34.40652011708661
2024-05-10,37.683331556809144
2024-05-11,49.15217159583801
2024-05-12,67.17463451431195
2024-05-13,42.59854871639295
2024-05-14,31.129708677364075
2024-05-15,32.76811439722535
2024-05-16,36.044925836947876
2024-05-17,37.683331556809144
2024-05-18,50.79057731569928
2024-05-19,58.98260591500562
2024-05-20,40.96014299653168
2024-05-21,36.044925836947876
2024-05-22,36.044925836947876
2024-05-23,39.32173727667041
2024-05-24,40.96014299653168
2024-05-25,54.06738875542182
2024-05-26,62.25941735472815
2024-05-27,63.89782307458942
2024-05-28,37.683331556809144
2024-05-29,34.40652011708661
2024-05-30,36.044925836947876
2024-05-31,40.96014299653168
2024-06-01,52.42898303556055
2024-06-02,58.98260591500562
2024-06-03,40.96014299653168
2024-06-04,37.683331556809144
2024-06-05,37.683331556809144
2024-06-06,39.32173727667041
2024-06-07,40.96014299653168
2024-06-08,50.79057731569928
2024-06-09,52.42898303556055
2024-06-10,40.96014299653168
2024-06-11,37.683331556809144
2024-06-12,37.683331556809144
2024-06-13,39.32173727667041
2024-06-14,40.96014299653168
2024-06-15,50.79057731569928
2024-06-16,60.62101163486688
2024-06-17,42.59854871639295
2024-06-18,37.683331556809144
2024-06-19,40.96014299653168
2024-06-20,37.683331556809144
2024-06-21,42.59854871639295
2024-06-22,54.06738875542182
2024-06-23,52.42898303556055
2024-06-24,44.236954436254216
2024-06-25,37.683331556809144
2024-06-26,39.32173727667041
2024-06-27,36.044925836947876
2024-06-28,37.683331556809144
2024-06-29,47.513765875976745
2024-06-30,50.79057731569928
2024-07-01,40.96014299653168
2024-07-02,39.32173727667041
2024-07-03,39.32173727667041
2024-07-04,63.89782307458942
2024-07-05,49.15217159583801
2024-07-06,52.42898303556055
2024-07-07,58.98260591500562
2024-07-08,40.96014299653168
2024-07-09,37.683331556809144
2024-07-10,36.044925836947876
2024-07-11,37.683331556809144
2024-07-12,37.683331556809144
2024-07-13,47.513765875976745
2024-07-14,50.79057731569928
2024-07-15,44.236954436254216
2024-07-16,37.683331556809144
2024-07-17,36.044925836947876
2024-07-18,36.044925836947876
2024-07-19,37.683331556809144
2024-07-20,44.236954436254216
2024-07-21,63.89782307458942
2024-07-22,44.236954436254216
2024-07-23,34.40652011708661
2024-07-24,36.044925836947876
2024-07-25,37.683331556809144
2024-07-26,39.32173727667041
2024-07-27,44.236954436254216
2024-07-28,52.42898303556055
2024-07-29,37.683331556809144
2024-07-30,34.40652011708661
2024-07-31,32.76811439722535
2024-08-01,36.044925836947876
2024-08-02,37.683331556809144
2024-08-03,45.87536015611548
2024-08-04,52.42898303556055
2024-08-05,42.59854871639295
2024-08-06,31.129708677364075
2024-08-07,31.129708677364075
2024-08-08,31.129708677364075
2024-08-09,34.40652011708661
2024-08-10,40.96014299653168
2024-08-11,49.15217159583801
2024-08-12,36.044925836947876
2024-08-13,31.129708677364075
2024-08-14,32.76811439722535
2024-08-15,31.129708677364075
2024-08-16,34.40652011708661
2024-08-17,45.87536015611548
2024-08-18,55.09139233033511
2024-08-19,31.334509392346735
2024-08-20,29.081701527537493
2024-08-21,31.334509392346735
2024-08-22,29.081701527537493
2024-08-23,32.15371225227737
2024-08-24,45.87536015611548
2024-08-25,57.34420019514435
2024-08-26,33.58731725715598
2024-08-27,31.334509392346735
2024-08-28,32.15371225227737
2024-08-29,32.15371225227737
2024-08-30,34.406520117086615
2024-08-31,45.87536015611548
2024-09-01,57.34420019514435
2024-09-02,60.41621091988423
2024-09-03,31.334509392346735
2024-09-04,26.009690802797618
2024-09-05,26.009690802797618
2024-09-06,28.26249866760686
2024-09-07,40.550541566566366
2024-09-08,45.05615729618485
2024-09-09,31.334509392346735
2024-09-10,28.26249866760686
2024-09-11,26.82889366272825
2024-09-12,29.081701527537493
2024-09-13,32.15371225227737
2024-09-14,42.80334943137561
2024-09-15,43.62255229130624
2024-09-16,28.26249866760686
2024-09-17,25.80489008781496
2024-09-18,25.80489008781496
2024-09-19,28.672100097572176
2024-09-20,28.672100097572176
2024-09-21,40.140940136601046
2024-09-22,43.00815014635827
2024-09-23,25.80489008781496
2024-09-24,22.937680078057742
2024-09-25,22.937680078057742
2024-09-26,25.80489008781496
2024-09-27,25.80489008781496
