Time,bts
2022-09-08,12.928571428571427
2022-09-09,14.785714285714285
2022-09-10,15.0
2022-09-11,15.0
2022-09-12,12.714285714285714
2022-09-13,12.0
2022-09-14,12.214285714285714
2022-09-15,12.0
2022-09-16,12.714285714285714
2022-09-17,13.857142857142858
2022-09-18,13.857142857142858
2022-09-19,12.0
2022-09-20,12.0
2022-09-21,12.928571428571427
2022-09-22,11.785714285714285
2022-09-23,12.214285714285714
2022-09-24,14.071428571428571
2022-09-25,13.857142857142858
2022-09-26,12.0
2022-09-27,12.0
2022-09-28,12.428571428571427
2022-09-29,12.857142857142856
2022-09-30,12.428571428571427
2022-10-01,12.428571428571427
2022-10-02,12.0
2022-10-03,12.0
2022-10-04,11.571428571428571
2022-10-05,12.0
2022-10-06,12.428571428571427
2022-10-07,13.285714285714285
2022-10-08,14.142857142857142
2022-10-09,14.142857142857142
2022-10-10,12.857142857142856
2022-10-11,12.857142857142856
2022-10-12,13.285714285714285
2022-10-13,16.71428571428571
2022-10-14,15.428571428571427
2022-10-15,28.71428571428571
2022-10-16,18.428571428571427
2022-10-17,42.857142857142854
2022-10-18,36.0
2022-10-19,25.71428571428571
2022-10-20,20.57142857142857
2022-10-21,19.285714285714285
2022-10-22,18.857142857142858
2022-10-23,20.142857142857142
2022-10-24,16.71428571428571
2022-10-25,14.142857142857142
2022-10-26,15.0
2022-10-27,13.714285714285714
2022-10-28,14.142857142857142
2022-10-29,15.0
2022-10-30,16.285714285714285
2022-10-31,15.857142857142856
2022-11-01,15.0
2022-11-02,14.142857142857142
2022-11-03,12.857142857142856
2022-11-04,13.285714285714285
2022-11-05,14.142857142857142
2022-11-06,14.142857142857142
2022-11-07,13.285714285714285
2022-11-08,12.428571428571427
2022-11-09,11.571428571428571
2022-11-10,12.0
2022-11-11,12.857142857142856
2022-11-12,13.714285714285714
2022-11-13,14.142857142857142
2022-11-14,13.285714285714285
2022-11-15,14.571428571428571
2022-11-16,14.142857142857142
2022-11-17,13.285714285714285
2022-11-18,13.285714285714285
2022-11-19,14.142857142857142
2022-11-20,18.428571428571427
2022-11-21,15.857142857142856
2022-11-22,13.285714285714285
2022-11-23,14.142857142857142
2022-11-24,15.428571428571427
2022-11-25,14.142857142857142
2022-11-26,14.142857142857142
2022-11-27,14.571428571428571
2022-11-28,12.428571428571427
2022-11-29,12.857142857142856
2022-11-30,12.857142857142856
2022-12-01,14.571428571428571
2022-12-02,15.0
2022-12-03,15.428571428571427
2022-12-04,15.428571428571427
2022-12-05,13.714285714285714
2022-12-06,13.285714285714285
2022-12-07,12.857142857142856
2022-12-08,12.428571428571427
2022-12-09,12.428571428571427
2022-12-10,12.857142857142856
2022-12-11,15.428571428571427
2022-12-12,14.142857142857142
2022-12-13,17.57142857142857
2022-12-14,15.428571428571427
2022-12-15,17.142857142857142
2022-12-16,13.285714285714285
2022-12-17,13.714285714285714
2022-12-18,12.857142857142856
2022-12-19,12.428571428571427
2022-12-20,14.142857142857142
2022-12-21,13.285714285714285
2022-12-22,12.857142857142856
2022-12-23,12.857142857142856
2022-12-24,12.857142857142856
2022-12-25,15.0
2022-12-26,13.714285714285714
2022-12-27,12.857142857142856
2022-12-28,13.285714285714285
2022-12-29,14.571428571428571
2022-12-30,14.571428571428571
2022-12-31,14.142857142857142
2023-01-01,27.428571428571427
2023-01-02,13.285714285714285
2023-01-03,11.571428571428571
2023-01-04,12.0
2023-01-05,13.285714285714285
2023-01-06,12.857142857142856
2023-01-07,13.714285714285714
2023-01-08,13.285714285714285
2023-01-09,12.857142857142856
2023-01-10,13.714285714285714
2023-01-11,14.571428571428571
2023-01-12,13.285714285714285
2023-01-13,12.857142857142856
2023-01-14,12.857142857142856
2023-01-15,12.857142857142856
2023-01-16,12.857142857142856
2023-01-17,12.0
2023-01-18,12.0
2023-01-19,11.571428571428571
2023-01-20,11.571428571428571
2023-01-21,12.428571428571427
2023-01-22,12.428571428571427
2023-01-23,11.142857142857142
2023-01-24,10.714285714285714
2023-01-25,10.714285714285714
2023-01-26,10.285714285714285
2023-01-27,10.714285714285714
2023-01-28,12.0
2023-01-29,12.0
2023-01-30,11.571428571428571
2023-01-31,11.142857142857142
2023-02-01,12.857142857142856
2023-02-02,14.142857142857142
2023-02-03,14.142857142857142
2023-02-04,17.142857142857142
2023-02-05,19.71428571428571
2023-02-06,21.0
2023-02-07,12.0
2023-02-08,11.571428571428571
2023-02-09,11.571428571428571
2023-02-10,12.0
2023-02-11,12.428571428571427
2023-02-12,11.571428571428571
2023-02-13,12.0
2023-02-14,13.285714285714285
2023-02-15,11.571428571428571
2023-02-16,15.428571428571427
2023-02-17,13.714285714285714
2023-02-18,12.428571428571427
2023-02-19,12.0
2023-02-20,11.142857142857142
2023-02-21,11.142857142857142
2023-02-22,10.285714285714285
2023-02-23,12.0
2023-02-24,11.571428571428571
2023-02-25,11.142857142857142
2023-02-26,14.142857142857142
2023-02-27,12.428571428571427
2023-02-28,11.142857142857142
2023-03-01,17.57142857142857
2023-03-02,12.857142857142856
2023-03-03,11.571428571428571
2023-03-04,12.0
2023-03-05,12.428571428571427
2023-03-06,15.0
2023-03-07,12.428571428571427
2023-03-08,11.142857142857142
2023-03-09,10.285714285714285
2023-03-10,10.714285714285714
2023-03-11,10.714285714285714
2023-03-12,11.142857142857142
2023-03-13,10.285714285714285
2023-03-14,9.857142857142856
2023-03-15,9.428571428571429
2023-03-16,10.285714285714285
2023-03-17,11.142857142857142
2023-03-18,12.428571428571427
2023-03-19,11.142857142857142
2023-03-20,10.285714285714285
2023-03-21,10.285714285714285
2023-03-22,9.857142857142856
2023-03-23,10.285714285714285
2023-03-24,15.0
2023-03-25,12.428571428571427
2023-03-26,17.142857142857142
2023-03-27,13.285714285714285
2023-03-28,11.142857142857142
2023-03-29,9.857142857142856
2023-03-30,9.428571428571429
2023-03-31,10.285714285714285
2023-04-01,14.142857142857142
2023-04-02,17.142857142857142
2023-04-03,14.142857142857142
2023-04-04,12.0
2023-04-05,10.285714285714285
2023-04-06,10.714285714285714
2023-04-07,10.285714285714285
2023-04-08,10.285714285714285
2023-04-09,15.0
2023-04-10,11.571428571428571
2023-04-11,10.714285714285714
2023-04-12,10.285714285714285
2023-04-13,9.857142857142856
2023-04-14,9.857142857142856
2023-04-15,10.285714285714285
2023-04-16,11.142857142857142
2023-04-17,10.285714285714285
2023-04-18,10.714285714285714
2023-04-19,12.0
2023-04-20,12.0
2023-04-21,11.571428571428571
2023-04-22,12.0
2023-04-23,11.571428571428571
2023-04-24,10.714285714285714
2023-04-25,11.571428571428571
2023-04-26,10.260127931769722
2023-04-27,10.714285714285714
2023-04-28,10.340085287846481
2023-04-29,11.088486140724946
2023-04-30,11.542643923240938
2023-05-01,10.260127931769722
2023-05-02,10.714285714285714
2023-05-03,10.260127931769722
2023-05-04,9.88592750533049
2023-05-05,10.634328358208954
2023-05-06,11.542643923240938
2023-05-07,11.248400852878465
2023-05-08,9.80597014925373
2023-05-09,10.260127931769722
2023-05-10,11.088486140724946
2023-05-11,10.714285714285714
2023-05-12,12.745202558635393
2023-05-13,12.450959488272918
2023-05-14,12.076759061833688
2023-05-15,11.168443496801704
2023-05-16,11.168443496801704
2023-05-17,10.794243070362473
2023-05-18,12.825159914712152
2023-05-19,11.542643923240938
2023-05-20,11.622601279317696
2023-05-21,11.99680170575693
2023-05-22,10.340085287846481
2023-05-23,9.80597014925373
2023-05-24,9.965884861407247
2023-05-25,9.965884861407247
2023-05-26,9.754797441364603
2023-05-27,10.394456289978677
2023-05-28,10.394456289978677
2023-05-29,10.394456289978677
2023-05-30,10.554371002132195
2023-05-31,10.714285714285714
2023-06-01,11.03411513859275
2023-06-02,11.833688699360339
2023-06-03,15.191897654584219
2023-06-04,13.272921108742002
2023-06-05,10.234541577825158
2023-06-06,9.914712153518122
2023-06-07,9.914712153518122
2023-06-08,9.914712153518122
2023-06-09,13.912579957356074
2023-06-10,12.63326226012793
2023-06-11,11.353944562899786
2023-06-12,12.473347547974411
2023-06-13,13.272921108742002
2023-06-14,11.194029850746267
2023-06-15,11.03411513859275
2023-06-16,10.234541577825158
2023-06-17,11.513859275053303
2023-06-18,11.03411513859275
2023-06-19,9.754797441364603
2023-06-20,9.434968017057567
2023-06-21,10.07462686567164
2023-06-22,9.594882729211086
2023-06-23,9.115138592750531
2023-06-24,10.554371002132195
2023-06-25,9.594882729211086
2023-06-26,9.434968017057567
2023-06-27,9.115138592750531
2023-06-28,9.27505330490405
2023-06-29,10.07462686567164
2023-06-30,10.07462686567164
2023-07-01,10.714285714285714
2023-07-02,10.234541577825158
2023-07-03,9.434968017057567
2023-07-04,9.27505330490405
2023-07-05,9.115138592750531
2023-07-06,9.594882729211086
2023-07-07,9.27505330490405
2023-07-08,11.194029850746267
2023-07-09,13.912579957356074
2023-07-10,11.513859275053303
2023-07-11,9.754797441364603
2023-07-12,9.754797441364603
2023-07-13,9.754797441364603
2023-07-14,12.63326226012793
2023-07-15,11.03411513859275
2023-07-16,10.234541577825158
2023-07-17,9.27505330490405
2023-07-18,9.115138592750531
2023-07-19,9.115138592750531
2023-07-20,8.795309168443495
2023-07-21,8.955223880597014
2023-07-22,9.754797441364603
2023-07-23,9.914712153518122
2023-07-24,8.475479744136459
2023-07-25,8.955223880597014
2023-07-26,8.955223880597014
2023-07-27,8.475479744136459
2023-07-28,8.635394456289978
2023-07-29,9.434968017057567
2023-07-30,9.434968017057567
2023-07-31,7.995735607675905
2023-08-01,8.315565031982942
2023-08-02,7.196162046908315
2023-08-03,8.635394456289978
2023-08-04,8.475479744136459
2023-08-05,9.27505330490405
2023-08-06,10.07462686567164
2023-08-07,9.754797441364603
2023-08-08,10.234541577825158
2023-08-09,9.594882729211086
2023-08-10,9.434968017057567
2023-08-11,9.594882729211086
2023-08-12,11.194029850746267
2023-08-13,9.754797441364603
2023-08-14,7.995735607675905
2023-08-15,7.835820895522387
2023-08-16,8.155650319829423
2023-08-17,8.475479744136459
2023-08-18,8.315565031982942
2023-08-19,8.795309168443495
2023-08-20,8.795309168443495
2023-08-21,8.315565031982942
2023-08-22,7.835820895522387
2023-08-23,7.995735607675905
2023-08-24,7.835820895522387
2023-08-25,8.315565031982942
2023-08-26,8.475479744136459
2023-08-27,9.115138592750531
2023-08-28,7.675906183368869
2023-08-29,7.835820895522387
2023-08-30,7.356076759061833
2023-08-31,8.155650319829423
2023-09-01,8.155650319829423
2023-09-02,8.315565031982942
2023-09-03,7.995735607675905
2023-09-04,8.315565031982942
2023-09-05,7.995735607675905
2023-09-06,7.515991471215351
2023-09-07,7.675906183368869
2023-09-08,7.515991471215351
2023-09-09,8.315565031982942
2023-09-10,8.955223880597014
2023-09-11,8.315565031982942
2023-09-12,8.315565031982942
2023-09-13,9.754797441364603
2023-09-14,7.835820895522387
2023-09-15,7.675906183368869
2023-09-16,8.155650319829423
2023-09-17,8.955223880597014
2023-09-18,7.515991471215351
2023-09-19,7.196162046908315
2023-09-20,7.835820895522387
2023-09-21,7.835820895522387
2023-09-22,8.475479744136459
2023-09-23,7.995735607675905
2023-09-24,8.795309168443495
2023-09-25,7.675906183368869
2023-09-26,8.155650319829423
2023-09-27,8.155650319829423
2023-09-28,6.876332622601279
2023-09-29,7.835820895522387
2023-09-30,8.315565031982942
2023-10-01,7.515991471215351
2023-10-02,7.036247334754797
2023-10-03,7.036247334754797
2023-10-04,7.196162046908315
2023-10-05,7.196162046908315
2023-10-06,7.835820895522387
2023-10-07,7.356076759061833
2023-10-08,7.835820895522387
2023-10-09,7.196162046908315
2023-10-10,7.356076759061833
2023-10-11,7.036247334754797
2023-10-12,7.515991471215351
2023-10-13,7.835820895522387
2023-10-14,7.675906183368869
2023-10-15,7.835820895522387
2023-10-16,7.675906183368869
2023-10-17,7.356076759061833
2023-10-18,6.716417910447761
2023-10-19,7.196162046908315
2023-10-20,7.515991471215351
2023-10-21,6.876332622601279
2023-10-22,7.356076759061833
2023-10-23,7.036247334754797
2023-10-24,6.716417910447761
2023-10-25,7.515991471215351
2023-10-26,6.876332622601279
2023-10-27,6.716417910447761
2023-10-28,6.716417910447761
2023-10-29,7.196162046908315
2023-10-30,6.0767590618336875
2023-10-31,6.236673773987206
2023-11-01,6.716417910447761
2023-11-02,6.716417910447761
2023-11-03,7.196162046908315
2023-11-04,8.315565031982942
2023-11-05,7.515991471215351
2023-11-06,7.835820895522387
2023-11-07,8.315565031982942
2023-11-08,8.635394456289978
2023-11-09,8.475479744136459
2023-11-10,9.27505330490405
2023-11-11,9.115138592750531
2023-11-12,9.754797441364603
2023-11-13,8.635394456289978
2023-11-14,7.835820895522387
2023-11-15,7.675906183368869
2023-11-16,8.155650319829423
2023-11-17,7.675906183368869
2023-11-18,8.155650319829423
2023-11-19,7.835820895522387
2023-11-20,7.995735607675905
2023-11-21,7.675906183368869
2023-11-22,12.953091684434966
2023-11-23,15.99147121535181
2023-11-24,9.914712153518122
2023-11-25,9.115138592750531
2023-11-26,9.434968017057567
2023-11-27,8.795309168443495
2023-11-28,8.315565031982942
2023-11-29,8.635394456289978
2023-11-30,10.714285714285714
2023-12-01,8.795309168443495
2023-12-02,8.635394456289978
2023-12-03,9.27505330490405
2023-12-04,9.115138592750531
2023-12-05,8.955223880597014
2023-12-06,9.754797441364603
2023-12-07,8.475479744136459
2023-12-08,8.635394456289978
2023-12-09,8.955223880597014
2023-12-10,9.434968017057567
2023-12-11,10.87420042643923
2023-12-12,11.353944562899786
2023-12-13,10.554371002132195
2023-12-14,9.434968017057567
2023-12-15,9.434968017057567
2023-12-16,9.594882729211086
2023-12-17,9.115138592750531
2023-12-18,8.315565031982942
2023-12-19,8.795309168443495
2023-12-20,9.594882729211086
2023-12-21,9.594882729211086
2023-12-22,9.406982942430702
2023-12-23,8.96321961620469
2023-12-24,9.031183368869936
2023-12-25,10.430437100213219
2023-12-26,8.667377398720681
2023-12-27,8.155650319829423
2023-12-28,9.111140724946694
2023-12-29,9.406982942430702
2023-12-30,10.066631130063964
2023-12-31,9.622867803837952
2024-01-01,9.622867803837952
2024-01-02,8.155650319829423
2024-01-03,8.303571428571427
2024-01-04,8.74733475479744
2024-01-05,8.519456289978677
2024-01-06,8.451492537313431
2024-01-07,9.043176972281447
2024-01-08,7.859808102345415
2024-01-09,7.3480810234541565
2024-01-10,8.303571428571427
2024-01-11,7.7918443496801695
2024-01-12,7.859808102345415
2024-01-13,7.4960021321961605
2024-01-14,8.007729211087419
2024-01-15,7.416044776119402
2024-01-16,7.4960021321961605
2024-01-17,8.007729211087419
2024-01-18,7.200159914712152
2024-01-19,7.7918443496801695
2024-01-20,8.007729211087419
2024-01-21,7.883795309168443
2024-01-22,7.883795309168443
2024-01-23,7.0682302771855
2024-01-24,7.476012793176971
2024-01-25,6.93230277185501
2024-01-26,7.611940298507462
2024-01-27,8.155650319829423
2024-01-28,8.155650319829423
2024-01-29,7.204157782515991
2024-01-30,7.204157782515991
2024-01-31,7.340085287846481
2024-02-01,7.0682302771855
2024-02-02,6.93230277185501
2024-02-03,7.204157782515991
2024-02-04,8.019722814498932
2024-02-05,8.291577825159914
2024-02-06,7.0682302771855
2024-02-07,6.796375266524519
2024-02-08,7.0682302771855
2024-02-09,7.476012793176971
2024-02-10,7.747867803837952
2024-02-11,7.204157782515991
2024-02-12,6.252665245202558
2024-02-13,6.796375266524519
2024-02-14,6.93230277185501
2024-02-15,6.93230277185501
2024-02-16,6.796375266524519
2024-02-17,7.476012793176971
2024-02-18,8.155650319829423
2024-02-19,7.0682302771855
2024-02-20,7.0682302771855
2024-02-21,6.660447761194029
2024-02-22,6.796375266524519
2024-02-23,6.796375266524519
2024-02-24,7.204157782515991
2024-02-25,7.0682302771855
2024-02-26,6.796375266524519
2024-02-27,6.660447761194029
2024-02-28,6.388592750533048
2024-02-29,6.93230277185501
2024-03-01,6.660447761194029
2024-03-02,7.0682302771855
2024-03-03,7.747867803837952
2024-03-04,7.0682302771855
2024-03-05,6.524520255863539
2024-03-06,6.116737739872067
2024-03-07,6.660447761194029
2024-03-08,7.204157782515991
2024-03-09,7.0682302771855
2024-03-10,7.204157782515991
2024-03-11,6.660447761194029
2024-03-12,6.252665245202558
2024-03-13,6.524520255863539
2024-03-14,6.252665245202558
2024-03-15,7.204157782515991
2024-03-16,7.340085287846481
2024-03-17,7.0682302771855
2024-03-18,6.796375266524519
2024-03-19,6.388592750533048
2024-03-20,6.660447761194029
2024-03-21,5.980810234541577
2024-03-22,6.388592750533048
2024-03-23,5.844882729211086
2024-03-24,6.660447761194029
2024-03-25,6.524520255863539
2024-03-26,6.116737739872067
2024-03-27,6.252665245202558
2024-03-28,6.524520255863539
2024-03-29,5.980810234541577
2024-03-30,7.0682302771855
2024-03-31,6.660447761194029
2024-04-01,6.660447761194029
2024-04-02,6.796375266524519
2024-04-03,6.796375266524519
2024-04-04,6.660447761194029
2024-04-05,6.116737739872067
2024-04-06,6.524520255863539
2024-04-07,6.524520255863539
2024-04-08,6.116737739872067
2024-04-09,6.388592750533048
2024-04-10,6.524520255863539
2024-04-11,6.252665245202558
2024-04-12,6.524520255863539
2024-04-13,7.476012793176971
2024-04-14,7.476012793176971
2024-04-15,8.155650319829423
2024-04-16,6.93230277185501
2024-04-17,6.93230277185501
2024-04-18,6.660447761194029
2024-04-19,6.660447761194029
2024-04-20,6.796375266524519
2024-04-21,7.340085287846481
2024-04-22,7.0682302771855
2024-04-23,7.0682302771855
2024-04-24,6.796375266524519
2024-04-25,6.660447761194029
2024-04-26,7.0682302771855
2024-04-27,7.0682302771855
2024-04-28,7.340085287846481
2024-04-29,6.796375266524519
2024-04-30,6.524520255863539
2024-05-01,6.252665245202558
2024-05-02,6.388592750533048
2024-05-03,6.796375266524519
2024-05-04,7.0682302771855
2024-05-05,7.476012793176971
2024-05-06,6.796375266524519
2024-05-07,7.0682302771855
2024-05-08,6.93230277185501
2024-05-09,6.796375266524519
2024-05-10,7.0682302771855
2024-05-11,6.252665245202558
2024-05-12,7.476012793176971
2024-05-13,7.204157782515991
2024-05-14,6.93230277185501
2024-05-15,6.660447761194029
2024-05-16,6.93230277185501
2024-05-17,6.660447761194029
2024-05-18,7.340085287846481
2024-05-19,6.93230277185501
2024-05-20,7.204157782515991
2024-05-21,6.252665245202558
2024-05-22,6.252665245202558
2024-05-23,6.252665245202558
2024-05-24,6.796375266524519
2024-05-25,6.252665245202558
2024-05-26,6.524520255863539
2024-05-27,7.476012793176971
2024-05-28,6.796375266524519
2024-05-29,6.660447761194029
2024-05-30,6.660447761194029
2024-05-31,7.0682302771855
2024-06-01,7.340085287846481
2024-06-02,8.019722814498932
2024-06-03,6.796375266524519
2024-06-04,6.93230277185501
2024-06-05,6.796375266524519
2024-06-06,6.252665245202558
2024-06-07,6.796375266524519
2024-06-08,10.738272921108742
2024-06-09,7.340085287846481
2024-06-10,7.204157782515991
2024-06-11,8.291577825159914
2024-06-12,13.592750533049038
2024-06-13,10.46641791044776
2024-06-14,9.243070362473347
2024-06-15,8.155650319829423
2024-06-16,7.883795309168443
2024-06-17,7.0682302771855
2024-06-18,6.524520255863539
2024-06-19,6.93230277185501
2024-06-20,6.796375266524519
2024-06-21,6.660447761194029
2024-06-22,6.93230277185501
2024-06-23,6.93230277185501
2024-06-24,6.796375266524519
2024-06-25,6.388592750533048
2024-06-26,6.660447761194029
2024-06-27,6.796375266524519
2024-06-28,6.796375266524519
2024-06-29,6.796375266524519
2024-06-30,6.660447761194029
2024-07-01,6.116737739872067
2024-07-02,6.796375266524519
2024-07-03,6.660447761194029
2024-07-04,7.0682302771855
2024-07-05,6.796375266524519
2024-07-06,7.340085287846481
2024-07-07,6.660447761194029
2024-07-08,6.660447761194029
2024-07-09,6.93230277185501
2024-07-10,6.116737739872067
2024-07-11,6.388592750533048
2024-07-12,6.524520255863539
2024-07-13,6.660447761194029
2024-07-14,6.524520255863539
2024-07-15,6.116737739872067
2024-07-16,6.252665245202558
2024-07-17,5.980810234541577
2024-07-18,5.844882729211086
2024-07-19,6.116737739872067
2024-07-20,6.796375266524519
2024-07-21,6.796375266524519
2024-07-22,6.252665245202558
2024-07-23,5.980810234541577
2024-07-24,5.844882729211086
2024-07-25,5.844882729211086
2024-07-26,6.116737739872067
2024-07-27,6.388592750533048
2024-07-28,5.844882729211086
2024-07-29,5.980810234541577
2024-07-30,5.437100213219615
2024-07-31,5.980810234541577
2024-08-01,5.165245202558634
2024-08-02,6.116737739872067
2024-08-03,6.524520255863539
2024-08-04,6.116737739872067
2024-08-05,5.573027718550106
2024-08-06,5.708955223880596
2024-08-07,8.019722814498932
2024-08-08,7.747867803837952
2024-08-09,7.340085287846481
2024-08-10,7.204157782515991
2024-08-11,7.0682302771855
2024-08-12,6.388592750533048
2024-08-13,6.388592750533048
2024-08-14,6.660447761194029
2024-08-15,6.660447761194029
2024-08-16,6.252665245202558
2024-08-17,6.116737739872067
2024-08-18,7.201202836747937
2024-08-19,6.379727913228886
2024-08-20,6.421097153981644
2024-08-21,6.119692685640121
2024-08-22,6.379727913228886
2024-08-23,6.379727913228886
2024-08-24,7.050500602577175
2024-08-25,7.091869843329933
2024-08-26,6.421097153981644
2024-08-27,5.8182882172985995
2024-08-28,6.0783234448873635
2024-08-29,6.119692685640121
2024-08-30,7.050500602577175
2024-08-31,6.899798368406415
2024-09-01,7.310535830165939
2024-09-02,6.681132381570409
2024-09-03,5.708955223880597
2024-09-04,5.448919996291832
2024-09-05,5.859657458051357
2024-09-06,7.762642532678223
2024-09-07,8.282712987855753
2024-09-08,7.242572077500695
2024-09-09,6.530430147399647
2024-09-10,6.229025679058125
2024-09-11,6.270394919810883
2024-09-12,7.201202836747937
2024-09-13,6.270394919810883
2024-09-14,7.310535830165939
2024-09-15,6.421097153981644
2024-09-16,5.708955223880597
2024-09-17,5.874432186891629
2024-09-18,5.957170668397144
2024-09-19,5.874432186891629
2024-09-20,6.2053861129136925
2024-09-21,6.8672939649578195
2024-09-22,6.784555483452303
2024-09-23,5.543478260869565
2024-09-24,5.626216742375081
2024-09-25,5.708955223880597
2024-09-26,5.957170668397144
2024-09-27,5.957170668397144
2024-09-28,5.957170668397144
2024-09-29,5.957170668397144
2024-09-30,5.791693705386113
2024-10-01,5.543478260869565
