Time,taco_bell
2022-06-23,38.0
2022-06-24,40.0
2022-06-25,46.0
2022-06-26,49.0
2022-06-27,37.0
2022-06-28,37.0
2022-06-29,42.0
2022-06-30,47.0
2022-07-01,46.0
2022-07-02,48.0
2022-07-03,51.0
2022-07-04,55.0
2022-07-05,44.0
2022-07-06,37.0
2022-07-07,36.0
2022-07-08,41.0
2022-07-09,46.0
2022-07-10,47.0
2022-07-11,37.0
2022-07-12,35.0
2022-07-13,35.0
2022-07-14,37.0
2022-07-15,37.0
2022-07-16,44.0
2022-07-17,46.0
2022-07-18,35.0
2022-07-19,34.0
2022-07-20,35.0
2022-07-21,35.0
2022-07-22,37.0
2022-07-23,45.0
2022-07-24,44.0
2022-07-25,36.0
2022-07-26,35.0
2022-07-27,33.0
2022-07-28,36.0
2022-07-29,38.0
2022-07-30,39.0
2022-07-31,48.0
2022-08-01,35.0
2022-08-02,35.0
2022-08-03,37.0
2022-08-04,37.0
2022-08-05,38.0
2022-08-06,45.0
2022-08-07,46.0
2022-08-08,34.0
2022-08-09,32.0
2022-08-10,33.0
2022-08-11,36.0
2022-08-12,35.0
2022-08-13,39.0
2022-08-14,45.0
2022-08-15,31.0
2022-08-16,30.0
2022-08-17,31.0
2022-08-18,33.0
2022-08-19,35.0
2022-08-20,43.0
2022-08-21,42.0
2022-08-22,29.0
2022-08-23,31.0
2022-08-24,31.0
2022-08-25,32.0
2022-08-26,34.0
2022-08-27,41.0
2022-08-28,45.0
2022-08-29,29.2117212249208
2022-08-30,30.75659978880676
2022-08-31,29.7117212249208
2022-09-01,32.07391763463569
2022-09-02,34.1636747624076
2022-09-03,42.75026399155227
2022-09-04,42.25026399155227
2022-09-05,40.160506863780356
2022-09-06,28.66684266103485
2022-09-07,27.89440337909187
2022-09-08,27.12196409714889
2022-09-09,31.02903907074974
2022-09-10,38.07074973600845
2022-09-11,40.932946145723335
2022-09-12,28.939281942977825
2022-09-13,29.98416050686378
2022-09-14,35.980992608236534
2022-09-15,38.07074973600845
2022-09-16,38.84318901795143
2022-09-17,45.11246040126716
2022-09-18,45.11246040126716
2022-09-19,33.11879619852165
2022-09-20,31.801478352692715
2022-09-21,30.25659978880676
2022-09-22,31.801478352692715
2022-09-23,33.11879619852165
2022-09-24,41.977824709609294
2022-09-25,43.02270327349525
2022-09-26,29.2117212249208
2022-09-27,28.66684266103485
2022-09-28,30.51319957761352
2022-09-29,32.69271383315734
2022-09-30,33.237592397043294
2022-10-01,38.686378035902855
2022-10-02,41.95564941921859
2022-10-03,30.51319957761352
2022-10-04,35.961985216473074
2022-10-05,31.60295670538543
2022-10-06,31.058078141499475
2022-10-07,34.327349524815205
2022-10-08,44.13516367476241
2022-10-09,43.59028511087645
2022-10-10,32.14783526927138
2022-10-11,29.423442449841605
2022-10-12,31.60295670538543
2022-10-13,35.41710665258712
2022-10-14,37.596620908130944
2022-10-15,44.68004223864837
2022-10-16,46.31467793030623
2022-10-17,32.14783526927138
2022-10-18,31.058078141499475
2022-10-19,30.51319957761352
2022-10-20,29.96832101372756
2022-10-21,34.87222808870116
2022-10-22,42.50052798310454
2022-10-23,44.13516367476241
2022-10-24,28.87856388595565
2022-10-25,28.87856388595565
2022-10-26,29.423442449841605
2022-10-27,29.96832101372756
2022-10-28,32.14783526927138
2022-10-29,46.85955649419219
2022-10-30,45.76979936642028
2022-10-31,28.87856388595565
2022-11-01,30.51319957761352
2022-11-02,28.87856388595565
2022-11-03,29.96832101372756
2022-11-04,32.69271383315734
2022-11-05,38.686378035902855
2022-11-06,37.596620908130944
2022-11-07,28.333685322069694
2022-11-08,27.78880675818374
2022-11-09,25.609292502639917
2022-11-10,27.78880675818374
2022-11-11,32.14783526927138
2022-11-12,34.327349524815205
2022-11-13,37.051742344244985
2022-11-14,26.699049630411828
2022-11-15,25.609292502639917
2022-11-16,26.154171066525873
2022-11-17,32.69271383315734
2022-11-18,32.69271383315734
2022-11-19,40.32101372756072
2022-11-20,39.23125659978881
2022-11-21,28.87856388595565
2022-11-22,29.423442449841605
2022-11-23,33.78247096092925
2022-11-24,37.596620908130944
2022-11-25,28.333685322069694
2022-11-26,30.51319957761352
2022-11-27,37.596620908130944
2022-11-28,26.154171066525873
2022-11-29,26.154171066525873
2022-11-30,26.699049630411828
2022-12-01,29.423442449841605
2022-12-02,29.96832101372756
2022-12-03,35.961985216473074
2022-12-04,35.961985216473074
2022-12-05,27.243928194297784
2022-12-06,26.154171066525873
2022-12-07,25.609292502639917
2022-12-08,27.243928194297784
2022-12-09,30.51319957761352
2022-12-10,39.776135163674766
2022-12-11,37.596620908130944
2022-12-12,26.699049630411828
2022-12-13,24.519535374868006
2022-12-14,25.609292502639917
2022-12-15,27.78880675818374
2022-12-16,31.058078141499475
2022-12-17,39.23125659978881
2022-12-18,34.87222808870116
2022-12-19,29.423442449841605
2022-12-20,29.423442449841605
2022-12-21,29.423442449841605
2022-12-22,29.423442449841605
2022-12-23,31.058078141499475
2022-12-24,37.596620908130944
2022-12-25,45.22492080253432
2022-12-26,37.051742344244985
2022-12-27,33.237592397043294
2022-12-28,33.78247096092925
2022-12-29,35.961985216473074
2022-12-30,38.141499472016896
2022-12-31,40.86589229144668
2023-01-01,54.48785638859557
2023-01-02,40.32101372756072
2023-01-03,27.78880675818374
2023-01-04,28.333685322069694
2023-01-05,29.96832101372756
2023-01-06,31.60295670538543
2023-01-07,37.051742344244985
2023-01-08,37.051742344244985
2023-01-09,27.243928194297784
2023-01-10,27.78880675818374
2023-01-11,27.78880675818374
2023-01-12,27.243928194297784
2023-01-13,28.87856388595565
2023-01-14,34.87222808870116
2023-01-15,37.596620908130944
2023-01-16,31.058078141499475
2023-01-17,25.609292502639917
2023-01-18,25.609292502639917
2023-01-19,33.237592397043294
2023-01-20,33.78247096092925
2023-01-21,35.41710665258712
2023-01-22,37.596620908130944
2023-01-23,27.78880675818374
2023-01-24,28.333685322069694
2023-01-25,26.699049630411828
2023-01-26,27.78880675818374
2023-01-27,30.51319957761352
2023-01-28,35.41710665258712
2023-01-29,37.051742344244985
2023-01-30,26.699049630411828
2023-01-31,27.78880675818374
2023-02-01,27.243928194297784
2023-02-02,28.333685322069694
2023-02-03,29.96832101372756
2023-02-04,35.961985216473074
2023-02-05,38.141499472016896
2023-02-06,26.699049630411828
2023-02-07,27.243928194297784
2023-02-08,27.243928194297784
2023-02-09,28.333685322069694
2023-02-10,31.058078141499475
2023-02-11,36.50686378035903
2023-02-12,36.50686378035903
2023-02-13,21.795142555438225
2023-02-14,23.97465681098205
2023-02-15,22.88489968321014
2023-02-16,27.243928194297784
2023-02-17,31.058078141499475
2023-02-18,37.051742344244985
2023-02-19,39.776135163674766
2023-02-20,31.058078141499475
2023-02-21,26.699049630411828
2023-02-22,26.154171066525873
2023-02-23,26.154171066525873
2023-02-24,30.51319957761352
2023-02-25,37.596620908130944
2023-02-26,42.50052798310454
2023-02-27,27.78880675818374
2023-02-28,28.333685322069694
2023-03-01,28.333685322069694
2023-03-02,28.333685322069694
2023-03-03,28.333685322069694
2023-03-04,37.596620908130944
2023-03-05,35.961985216473074
2023-03-06,25.609292502639917
2023-03-07,26.699049630411828
2023-03-08,27.243928194297784
2023-03-09,27.78880675818374
2023-03-10,30.51319957761352
2023-03-11,35.41710665258712
2023-03-12,38.686378035902855
2023-03-13,27.243928194297784
2023-03-14,28.87856388595565
2023-03-15,30.51319957761352
2023-03-16,32.69271383315734
2023-03-17,31.058078141499475
2023-03-18,39.23125659978881
2023-03-19,40.86589229144668
2023-03-20,31.058078141499475
2023-03-21,29.96832101372756
2023-03-22,28.333685322069694
2023-03-23,28.87856388595565
2023-03-24,31.058078141499475
2023-03-25,37.051742344244985
2023-03-26,38.141499472016896
2023-03-27,27.243928194297784
2023-03-28,26.699049630411828
2023-03-29,27.243928194297784
2023-03-30,28.87856388595565
2023-03-31,31.60295670538543
2023-04-01,38.141499472016896
2023-04-02,39.23125659978881
2023-04-03,27.243928194297784
2023-04-04,26.699049630411828
2023-04-05,27.78880675818374
2023-04-06,32.14783526927138
2023-04-07,32.14783526927138
2023-04-08,35.41710665258712
2023-04-09,40.32101372756072
2023-04-10,29.96832101372756
2023-04-11,26.154171066525873
2023-04-12,29.96832101372756
2023-04-13,28.87856388595565
2023-04-14,33.237592397043294
2023-04-15,40.86589229144668
2023-04-16,41.95564941921859
2023-04-17,27.243928194297784
2023-04-18,27.78880675818374
2023-04-19,27.78880675818374
2023-04-20,28.87856388595565
2023-04-21,31.60295670538543
2023-04-22,39.776135163674766
2023-04-23,38.686378035902855
2023-04-24,28.87856388595565
2023-04-25,27.78880675818374
2023-04-26,26.92192415478233
2023-04-27,29.86159824447639
2023-04-28,29.86159824447639
2023-04-29,37.31842410384368
2023-04-30,39.45221195004456
2023-05-01,28.26125735982574
2023-05-02,29.32815128292618
2023-05-03,28.52226503943298
2023-05-04,30.656052885633848
2023-05-05,37.05741642423645
2023-05-06,40.25809819353775
2023-05-07,38.12431034733688
2023-05-08,27.727810398275526
2023-05-09,27.727810398275526
2023-05-10,29.0557120009832
2023-05-11,28.26125735982574
2023-05-12,30.39504520602661
2023-05-13,35.4570755395858
2023-05-14,37.59086338578666
2023-05-15,26.127469513624877
2023-05-16,29.0557120009832
2023-05-17,28.26125735982574
2023-05-18,30.656052885633848
2023-05-19,32.789840731834715
2023-05-20,38.38531802694412
2023-05-21,38.6577573088871
2023-05-22,28.79470432137596
2023-05-23,29.0557120009832
2023-05-24,29.589158962533414
2023-05-25,32.2563937702845
2023-05-26,37.58510586344239
2023-05-27,45.415336251659554
2023-05-28,42.283244096372684
2023-05-29,38.62913658187134
2023-05-30,29.232860116010748
2023-05-31,29.754875475225223
2023-06-01,31.842936912083136
2023-06-02,36.01905978579896
2023-06-03,39.6731673003003
2023-06-04,42.283244096372684
2023-06-05,31.320921552868658
2023-06-06,32.36495227129761
2023-06-07,30.2768908344397
2023-06-08,33.40898298972657
2023-06-09,33.40898298972657
2023-06-10,39.15115194108582
2023-06-11,41.239213377943734
2023-06-12,31.842936912083136
2023-06-13,32.88696763051209
2023-06-14,31.320921552868658
2023-06-15,32.36495227129761
2023-06-16,33.930998348941046
2023-06-17,38.62913658187134
2023-06-18,39.6731673003003
2023-06-19,31.842936912083136
2023-06-20,31.320921552868658
2023-06-21,29.754875475225223
2023-06-22,31.842936912083136
2023-06-23,33.40898298972657
2023-06-24,37.58510586344239
2023-06-25,42.283244096372684
2023-06-26,32.88696763051209
2023-06-27,37.06309050422791
2023-06-28,38.62913658187134
2023-06-29,40.19518265951478
2023-06-30,41.239213377943734
2023-07-01,43.32727481480164
2023-07-02,48.02541304773194
2023-07-03,38.107121222656865
2023-07-04,45.93735161087403
2023-07-05,39.6731673003003
2023-07-06,36.54107514501343
2023-07-07,37.06309050422791
2023-07-08,42.283244096372684
2023-07-09,43.32727481480164
2023-07-10,32.36495227129761
2023-07-11,31.842936912083136
2023-07-12,33.40898298972657
2023-07-13,32.36495227129761
2023-07-14,34.97502906737
2023-07-15,38.107121222656865
2023-07-16,41.239213377943734
2023-07-17,32.88696763051209
2023-07-18,31.320921552868658
2023-07-19,33.930998348941046
2023-07-20,33.40898298972657
2023-07-21,34.97502906737
2023-07-22,40.19518265951478
2023-07-23,43.84929017401612
2023-07-24,32.36495227129761
2023-07-25,33.40898298972657
2023-07-26,30.2768908344397
2023-07-27,34.453013708155524
2023-07-28,34.453013708155524
2023-07-29,40.717198018729256
2023-07-30,42.283244096372684
2023-07-31,31.842936912083136
2023-08-01,35.49704442658448
2023-08-02,34.453013708155524
2023-08-03,36.54107514501343
2023-08-04,38.107121222656865
2023-08-05,41.239213377943734
2023-08-06,44.3713055332306
2023-08-07,33.40898298972657
2023-08-08,34.97502906737
2023-08-09,36.01905978579896
2023-08-10,34.97502906737
2023-08-11,37.58510586344239
2023-08-12,40.717198018729256
2023-08-13,44.893320892445075
2023-08-14,32.36495227129761
2023-08-15,37.06309050422791
2023-08-16,37.06309050422791
2023-08-17,35.49704442658448
2023-08-18,34.453013708155524
2023-08-19,41.239213377943734
2023-08-20,43.32727481480164
2023-08-21,30.2768908344397
2023-08-22,32.36495227129761
2023-08-23,30.2768908344397
2023-08-24,29.754875475225223
2023-08-25,32.36495227129761
2023-08-26,38.107121222656865
2023-08-27,43.32727481480164
2023-08-28,27.666814038367313
2023-08-29,31.320921552868658
2023-08-30,29.754875475225223
2023-08-31,30.79890619365418
2023-09-01,34.453013708155524
2023-09-02,36.54107514501343
2023-09-03,38.62913658187134
2023-09-04,40.19518265951478
2023-09-05,29.754875475225223
2023-09-06,29.232860116010748
2023-09-07,30.2768908344397
2023-09-08,33.40898298972657
2023-09-09,40.19518265951478
2023-09-10,40.717198018729256
2023-09-11,28.18882939758179
2023-09-12,30.79890619365418
2023-09-13,28.71084475679627
2023-09-14,28.18882939758179
2023-09-15,31.842936912083136
2023-09-16,38.62913658187134
2023-09-17,38.62913658187134
2023-09-18,26.622783319938357
2023-09-19,27.144798679152835
2023-09-20,27.144798679152835
2023-09-21,29.232860116010748
2023-09-22,29.754875475225223
2023-09-23,35.49704442658448
2023-09-24,39.6731673003003
2023-09-25,26.622783319938357
2023-09-26,26.622783319938357
2023-09-27,27.144798679152835
2023-09-28,30.2768908344397
2023-09-29,31.320921552868658
2023-09-30,41.761228737158206
2023-10-01,41.239213377943734
2023-10-02,28.18882939758179
2023-10-03,27.666814038367313
2023-10-04,32.88696763051209
2023-10-05,31.842936912083136
2023-10-06,30.79890619365418
2023-10-07,36.01905978579896
2023-10-08,38.62913658187134
2023-10-09,27.666814038367313
2023-10-10,26.100767960723882
2023-10-11,26.622783319938357
2023-10-12,28.18882939758179
2023-10-13,30.2768908344397
2023-10-14,36.54107514501343
2023-10-15,37.58510586344239
2023-10-16,27.144798679152835
2023-10-17,27.144798679152835
2023-10-18,26.622783319938357
2023-10-19,28.18882939758179
2023-10-20,30.2768908344397
2023-10-21,37.58510586344239
2023-10-22,37.58510586344239
2023-10-23,26.100767960723882
2023-10-24,26.100767960723882
2023-10-25,26.100767960723882
2023-10-26,27.144798679152835
2023-10-27,29.232860116010748
2023-10-28,37.06309050422791
2023-10-29,37.58510586344239
2023-10-30,25.578752601509404
2023-10-31,24.534721883080447
2023-11-01,28.71084475679627
2023-11-02,26.100767960723882
2023-11-03,26.622783319938357
2023-11-04,35.49704442658448
2023-11-05,36.54107514501343
2023-11-06,25.578752601509404
2023-11-07,25.056737242294925
2023-11-08,25.056737242294925
2023-11-09,26.622783319938357
2023-11-10,28.71084475679627
2023-11-11,35.49704442658448
2023-11-12,33.930998348941046
2023-11-13,24.01270652386597
2023-11-14,22.446660446222538
2023-11-15,24.534721883080447
2023-11-16,25.578752601509404
2023-11-17,29.232860116010748
2023-11-18,33.930998348941046
2023-11-19,33.930998348941046
2023-11-20,25.578752601509404
2023-11-21,28.71084475679627
2023-11-22,31.320921552868658
2023-11-23,36.01905978579896
2023-11-24,24.534721883080447
2023-11-25,30.2768908344397
2023-11-26,32.88696763051209
2023-11-27,21.92464508700806
2023-11-28,24.534721883080447
2023-11-29,25.056737242294925
2023-11-30,25.056737242294925
2023-12-01,28.18882939758179
2023-12-02,33.930998348941046
2023-12-03,33.930998348941046
2023-12-04,24.534721883080447
2023-12-05,25.578752601509404
2023-12-06,26.622783319938357
2023-12-07,27.666814038367313
2023-12-08,26.622783319938357
2023-12-09,37.06309050422791
2023-12-10,35.49704442658448
2023-12-11,23.490691164651494
2023-12-12,25.056737242294925
2023-12-13,24.01270652386597
2023-12-14,26.622783319938357
2023-12-15,29.232860116010748
2023-12-16,34.453013708155524
2023-12-17,35.49704442658448
2023-12-18,25.056737242294925
2023-12-19,25.578752601509404
2023-12-20,28.71084475679627
2023-12-21,28.71084475679627
2023-12-22,31.842936912083136
2023-12-23,33.930998348941046
2023-12-24,41.239213377943734
2023-12-25,46.98138232930299
2023-12-26,35.49704442658448
2023-12-27,28.71084475679627
2023-12-28,31.842936912083136
2023-12-29,32.88696763051209
2023-12-30,36.01905978579896
2023-12-31,36.01905978579896
2024-01-01,52.201535921447764
2024-01-02,32.88696763051209
2024-01-03,27.666814038367313
2024-01-04,28.18882939758179
2024-01-05,28.71084475679627
2024-01-06,32.88696763051209
2024-01-07,33.930998348941046
2024-01-08,24.01270652386597
2024-01-09,24.534721883080447
2024-01-10,26.622783319938357
2024-01-11,27.666814038367313
2024-01-12,29.754875475225223
2024-01-13,33.40898298972657
2024-01-14,31.842936912083136
2024-01-15,29.754875475225223
2024-01-16,25.056737242294925
2024-01-17,25.056737242294925
2024-01-18,27.144798679152835
2024-01-19,28.18882939758179
2024-01-20,34.97502906737
2024-01-21,38.107121222656865
2024-01-22,27.666814038367313
2024-01-23,27.144798679152835
2024-01-24,26.100767960723882
2024-01-25,27.666814038367313
2024-01-26,29.232860116010748
2024-01-27,34.453013708155524
2024-01-28,36.01905978579896
2024-01-29,27.144798679152835
2024-01-30,24.01270652386597
2024-01-31,26.100767960723882
2024-02-01,28.71084475679627
2024-02-02,28.71084475679627
2024-02-03,34.97502906737
2024-02-04,34.97502906737
2024-02-05,22.968675805437016
2024-02-06,22.446660446222538
2024-02-07,23.490691164651494
2024-02-08,25.056737242294925
2024-02-09,27.666814038367313
2024-02-10,37.58510586344239
2024-02-11,37.58510586344239
2024-02-12,24.534721883080447
2024-02-13,32.88696763051209
2024-02-14,28.71084475679627
2024-02-15,31.320921552868658
2024-02-16,36.54107514501343
2024-02-17,41.239213377943734
2024-02-18,42.283244096372684
2024-02-19,33.40898298972657
2024-02-20,29.232860116010748
2024-02-21,27.144798679152835
2024-02-22,27.666814038367313
2024-02-23,30.79890619365418
2024-02-24,38.62913658187134
2024-02-25,37.58510586344239
2024-02-26,27.144798679152835
2024-02-27,27.144798679152835
2024-02-28,29.232860116010748
2024-02-29,29.232860116010748
2024-03-01,30.2768908344397
2024-03-02,36.01905978579896
2024-03-03,39.15115194108582
2024-03-04,25.578752601509404
2024-03-05,24.534721883080447
2024-03-06,25.056737242294925
2024-03-07,25.578752601509404
2024-03-08,26.622783319938357
2024-03-09,34.453013708155524
2024-03-10,33.40898298972657
2024-03-11,25.578752601509404
2024-03-12,25.056737242294925
2024-03-13,24.534721883080447
2024-03-14,29.232860116010748
2024-03-15,29.232860116010748
2024-03-16,37.06309050422791
2024-03-17,38.107121222656865
2024-03-18,24.534721883080447
2024-03-19,25.578752601509404
2024-03-20,25.056737242294925
2024-03-21,28.18882939758179
2024-03-22,32.88696763051209
2024-03-23,39.15115194108582
2024-03-24,42.80525945558716
2024-03-25,28.71084475679627
2024-03-26,29.754875475225223
2024-03-27,30.2768908344397
2024-03-28,30.79890619365418
2024-03-29,33.40898298972657
2024-03-30,37.58510586344239
2024-03-31,43.32727481480164
2024-04-01,32.36495227129761
2024-04-02,27.666814038367313
2024-04-03,27.666814038367313
2024-04-04,29.754875475225223
2024-04-05,30.79890619365418
2024-04-06,34.97502906737
2024-04-07,36.54107514501343
2024-04-08,24.534721883080447
2024-04-09,26.100767960723882
2024-04-10,26.622783319938357
2024-04-11,28.18882939758179
2024-04-12,30.2768908344397
2024-04-13,37.06309050422791
2024-04-14,38.62913658187134
2024-04-15,25.578752601509404
2024-04-16,27.144798679152835
2024-04-17,25.056737242294925
2024-04-18,27.144798679152835
2024-04-19,29.232860116010748
2024-04-20,37.58510586344239
2024-04-21,41.761228737158206
2024-04-22,26.622783319938357
2024-04-23,26.622783319938357
2024-04-24,27.144798679152835
2024-04-25,31.320921552868658
2024-04-26,31.842936912083136
2024-04-27,35.49704442658448
2024-04-28,40.19518265951478
2024-04-29,29.754875475225223
2024-04-30,28.18882939758179
2024-05-01,29.232860116010748
2024-05-02,30.79890619365418
2024-05-03,32.36495227129761
2024-05-04,37.58510586344239
2024-05-05,46.45936697008851
2024-05-06,28.71084475679627
2024-05-07,27.666814038367313
2024-05-08,26.622783319938357
2024-05-09,27.144798679152835
2024-05-10,28.18882939758179
2024-05-11,37.58510586344239
2024-05-12,35.49704442658448
2024-05-13,25.578752601509404
2024-05-14,28.18882939758179
2024-05-15,27.666814038367313
2024-05-16,26.622783319938357
2024-05-17,30.2768908344397
2024-05-18,36.01905978579896
2024-05-19,38.62913658187134
2024-05-20,27.666814038367313
2024-05-21,28.18882939758179
2024-05-22,27.144798679152835
2024-05-23,29.232860116010748
2024-05-24,32.88696763051209
2024-05-25,38.107121222656865
2024-05-26,37.06309050422791
2024-05-27,36.54107514501343
2024-05-28,29.754875475225223
2024-05-29,31.842936912083136
2024-05-30,35.49704442658448
2024-05-31,41.239213377943734
2024-06-01,44.893320892445075
2024-06-02,48.02541304773194
2024-06-03,33.40898298972657
2024-06-04,34.453013708155524
2024-06-05,32.88696763051209
2024-06-06,34.453013708155524
2024-06-07,35.49704442658448
2024-06-08,41.239213377943734
2024-06-09,42.283244096372684
2024-06-10,31.842936912083136
2024-06-11,32.36495227129761
2024-06-12,30.2768908344397
2024-06-13,32.88696763051209
2024-06-14,37.58510586344239
2024-06-15,39.15115194108582
2024-06-16,39.15115194108582
2024-06-17,28.18882939758179
2024-06-18,30.2768908344397
2024-06-19,31.320921552868658
2024-06-20,30.2768908344397
2024-06-21,33.930998348941046
2024-06-22,35.49704442658448
2024-06-23,38.62913658187134
2024-06-24,33.930998348941046
2024-06-25,32.88696763051209
2024-06-26,30.79890619365418
2024-06-27,33.930998348941046
2024-06-28,34.97502906737
2024-06-29,38.62913658187134
2024-06-30,39.6731673003003
2024-07-01,30.79890619365418
2024-07-02,30.79890619365418
2024-07-03,31.320921552868658
2024-07-04,42.80525945558716
2024-07-05,40.19518265951478
2024-07-06,34.453013708155524
2024-07-07,40.19518265951478
2024-07-08,28.71084475679627
2024-07-09,30.2768908344397
2024-07-10,31.320921552868658
2024-07-11,31.842936912083136
2024-07-12,32.36495227129761
2024-07-13,36.54107514501343
2024-07-14,38.107121222656865
2024-07-15,29.754875475225223
2024-07-16,31.842936912083136
2024-07-17,29.754875475225223
2024-07-18,32.36495227129761
2024-07-19,38.107121222656865
2024-07-20,42.283244096372684
2024-07-21,44.3713055332306
2024-07-22,33.930998348941046
2024-07-23,33.930998348941046
2024-07-24,33.40898298972657
2024-07-25,36.54107514501343
2024-07-26,38.107121222656865
2024-07-27,39.6731673003003
2024-07-28,45.415336251659554
2024-07-29,34.97502906737
2024-07-30,33.930998348941046
2024-07-31,34.453013708155524
2024-08-01,34.453013708155524
2024-08-02,36.54107514501343
2024-08-03,41.239213377943734
2024-08-04,42.80525945558716
2024-08-05,32.36495227129761
2024-08-06,31.320921552868658
2024-08-07,30.79890619365418
2024-08-08,32.88696763051209
2024-08-09,34.97502906737
2024-08-10,39.6731673003003
2024-08-11,43.32727481480164
2024-08-12,33.40898298972657
2024-08-13,39.6731673003003
2024-08-14,35.49704442658448
2024-08-15,40.717198018729256
2024-08-16,37.58510586344239
2024-08-17,43.84929017401612
2024-08-18,42.680429695775004
2024-08-19,30.719469073773716
2024-08-20,31.26418075295404
2024-08-21,30.174757394593392
2024-08-22,31.0031730733468
2024-08-23,33.98773914885567
2024-08-24,39.15115194108582
2024-08-25,42.680429695775004
2024-08-26,29.63004571541307
2024-08-27,29.085334036232744
2024-08-28,28.824326356625505
2024-08-29,29.63004571541307
2024-08-30,33.98773914885567
2024-08-31,39.15115194108582
2024-09-01,42.964133695348096
2024-09-02,40.7852869786268
2024-09-03,31.547884752527125
2024-09-04,30.458461394166477
2024-09-05,29.913749714986153
2024-09-06,30.458461394166477
2024-09-07,38.89014426147858
2024-09-08,38.06172858272517
2024-09-09,27.19019131908453
2024-09-10,26.645479639904206
2024-09-11,25.556056281543555
2024-09-12,26.645479639904206
2024-09-13,30.174757394593392
2024-09-14,35.88288186600388
2024-09-15,37.25600922393761
2024-09-16,24.466632923182907
2024-09-17,25.53335996157771
2024-09-18,25.53335996157771
2024-09-19,27.802991958162394
2024-09-20,28.93780795645474
2024-09-21,37.448927943647305
2024-09-22,37.448927943647305
