Time,vans
2022-09-24,54.383962264150945
2022-09-25,58.94433962264151
2022-09-26,43.76320754716981
2022-09-27,46.0433962264151
2022-09-28,46.08679245283019
2022-09-29,48.64716981132075
2022-09-30,46.08679245283019
2022-10-01,56.32830188679245
2022-10-02,56.32830188679245
2022-10-03,43.526415094339626
2022-10-04,46.08679245283019
2022-10-05,53.76792452830189
2022-10-06,46.08679245283019
2022-10-07,48.64716981132075
2022-10-08,56.32830188679245
2022-10-09,53.76792452830189
2022-10-10,48.64716981132075
2022-10-11,48.64716981132075
2022-10-12,46.08679245283019
2022-10-13,48.64716981132075
2022-10-14,51.20754716981132
2022-10-15,51.20754716981132
2022-10-16,53.76792452830189
2022-10-17,48.64716981132075
2022-10-18,46.08679245283019
2022-10-19,48.64716981132075
2022-10-20,46.08679245283019
2022-10-21,51.20754716981132
2022-10-22,56.32830188679245
2022-10-23,56.32830188679245
2022-10-24,46.08679245283019
2022-10-25,43.526415094339626
2022-10-26,46.08679245283019
2022-10-27,46.08679245283019
2022-10-28,43.526415094339626
2022-10-29,51.20754716981132
2022-10-30,48.64716981132075
2022-10-31,43.526415094339626
2022-11-01,40.966037735849056
2022-11-02,43.526415094339626
2022-11-03,46.08679245283019
2022-11-04,46.08679245283019
2022-11-05,53.76792452830189
2022-11-06,53.76792452830189
2022-11-07,48.64716981132075
2022-11-08,46.08679245283019
2022-11-09,46.08679245283019
2022-11-10,81.93207547169811
2022-11-11,256.0377358490566
2022-11-12,151.0622641509434
2022-11-13,120.3377358490566
2022-11-14,89.61320754716981
2022-11-15,71.69056603773585
2022-11-16,56.32830188679245
2022-11-17,61.449056603773585
2022-11-18,56.32830188679245
2022-11-19,66.56981132075472
2022-11-20,69.13018867924528
2022-11-21,56.32830188679245
2022-11-22,56.32830188679245
2022-11-23,74.25094339622642
2022-11-24,84.49245283018868
2022-11-25,145.94150943396227
2022-11-26,110.09622641509434
2022-11-27,94.73396226415095
2022-11-28,89.61320754716981
2022-11-29,74.25094339622642
2022-11-30,53.76792452830189
2022-12-01,53.76792452830189
2022-12-02,58.888679245283015
2022-12-03,61.449056603773585
2022-12-04,66.56981132075472
2022-12-05,58.888679245283015
2022-12-06,56.32830188679245
2022-12-07,61.449056603773585
2022-12-08,61.449056603773585
2022-12-09,58.888679245283015
2022-12-10,76.81132075471697
2022-12-11,74.25094339622642
2022-12-12,66.56981132075472
2022-12-13,66.56981132075472
2022-12-14,64.00943396226415
2022-12-15,64.00943396226415
2022-12-16,69.13018867924528
2022-12-17,81.93207547169811
2022-12-18,71.69056603773585
2022-12-19,66.56981132075472
2022-12-20,58.888679245283015
2022-12-21,61.449056603773585
2022-12-22,56.32830188679245
2022-12-23,61.449056603773585
2022-12-24,58.888679245283015
2022-12-25,69.13018867924528
2022-12-26,69.13018867924528
2022-12-27,61.449056603773585
2022-12-28,56.32830188679245
2022-12-29,56.32830188679245
2022-12-30,56.32830188679245
2022-12-31,56.32830188679245
2023-01-01,53.76792452830189
2023-01-02,53.76792452830189
2023-01-03,46.08679245283019
2023-01-04,48.64716981132075
2023-01-05,46.08679245283019
2023-01-06,51.20754716981132
2023-01-07,56.32830188679245
2023-01-08,53.76792452830189
2023-01-09,43.526415094339626
2023-01-10,43.526415094339626
2023-01-11,43.526415094339626
2023-01-12,43.526415094339626
2023-01-13,43.526415094339626
2023-01-14,56.32830188679245
2023-01-15,53.76792452830189
2023-01-16,46.08679245283019
2023-01-17,43.526415094339626
2023-01-18,43.526415094339626
2023-01-19,43.526415094339626
2023-01-20,43.526415094339626
2023-01-21,51.20754716981132
2023-01-22,51.20754716981132
2023-01-23,43.526415094339626
2023-01-24,43.526415094339626
2023-01-25,40.966037735849056
2023-01-26,43.526415094339626
2023-01-27,43.526415094339626
2023-01-28,51.20754716981132
2023-01-29,51.20754716981132
2023-01-30,43.526415094339626
2023-01-31,43.526415094339626
2023-02-01,40.966037735849056
2023-02-02,43.526415094339626
2023-02-03,40.966037735849056
2023-02-04,56.32830188679245
2023-02-05,61.449056603773585
2023-02-06,46.08679245283019
2023-02-07,40.966037735849056
2023-02-08,40.966037735849056
2023-02-09,46.08679245283019
2023-02-10,43.526415094339626
2023-02-11,51.20754716981132
2023-02-12,53.76792452830189
2023-02-13,40.966037735849056
2023-02-14,43.526415094339626
2023-02-15,46.08679245283019
2023-02-16,46.08679245283019
2023-02-17,48.64716981132075
2023-02-18,56.32830188679245
2023-02-19,56.32830188679245
2023-02-20,51.20754716981132
2023-02-21,46.08679245283019
2023-02-22,46.08679245283019
2023-02-23,43.526415094339626
2023-02-24,43.526415094339626
2023-02-25,58.888679245283015
2023-02-26,58.888679245283015
2023-02-27,46.08679245283019
2023-02-28,46.08679245283019
2023-03-01,46.08679245283019
2023-03-02,46.08679245283019
2023-03-03,43.526415094339626
2023-03-04,53.76792452830189
2023-03-05,56.32830188679245
2023-03-06,46.08679245283019
2023-03-07,43.526415094339626
2023-03-08,48.64716981132075
2023-03-09,46.08679245283019
2023-03-10,48.64716981132075
2023-03-11,56.32830188679245
2023-03-12,51.20754716981132
2023-03-13,46.08679245283019
2023-03-14,43.526415094339626
2023-03-15,43.526415094339626
2023-03-16,48.64716981132075
2023-03-17,46.08679245283019
2023-03-18,58.888679245283015
2023-03-19,64.00943396226415
2023-03-20,51.20754716981132
2023-03-21,51.20754716981132
2023-03-22,48.64716981132075
2023-03-23,48.64716981132075
2023-03-24,48.64716981132075
2023-03-25,58.888679245283015
2023-03-26,71.69056603773585
2023-03-27,48.64716981132075
2023-03-28,46.08679245283019
2023-03-29,48.64716981132075
2023-03-30,48.64716981132075
2023-03-31,51.20754716981132
2023-04-01,56.32830188679245
2023-04-02,58.888679245283015
2023-04-03,46.08679245283019
2023-04-04,48.64716981132075
2023-04-05,48.64716981132075
2023-04-06,48.64716981132075
2023-04-07,48.64716981132075
2023-04-08,56.32830188679245
2023-04-09,53.76792452830189
2023-04-10,51.20754716981132
2023-04-11,48.64716981132075
2023-04-12,51.20754716981132
2023-04-13,48.64716981132075
2023-04-14,48.64716981132075
2023-04-15,58.888679245283015
2023-04-16,56.32830188679245
2023-04-17,46.08679245283019
2023-04-18,46.08679245283019
2023-04-19,46.08679245283019
2023-04-20,46.08679245283019
2023-04-21,46.08679245283019
2023-04-22,53.76792452830189
2023-04-23,56.32830188679245
2023-04-24,48.64716981132075
2023-04-25,43.526415094339626
2023-04-26,48.46428571428571
2023-04-27,41.17504813246053
2023-04-28,43.03001540238737
2023-04-29,53.89855602618405
2023-04-30,53.3237774355025
2023-05-01,43.604793993068924
2023-05-02,43.03001540238737
2023-05-03,40.60026954177897
2023-05-04,43.604793993068924
2023-05-05,44.179572583750485
2023-05-06,51.46881016557566
2023-05-07,56.328301886792445
2023-05-08,46.034539853677316
2023-05-09,43.03001540238737
2023-05-10,44.179572583750485
2023-05-11,41.749826723142085
2023-05-12,43.03001540238737
2023-05-13,53.89855602618405
2023-05-14,58.75804774740084
2023-05-15,46.034539853677316
2023-05-16,48.46428571428571
2023-05-17,48.46428571428571
2023-05-18,46.60931844435888
2023-05-19,45.45976126299576
2023-05-20,56.328301886792445
2023-05-21,58.18326915671929
2023-05-22,46.034539853677316
2023-05-23,43.604793993068924
2023-05-24,41.17504813246053
2023-05-25,43.604793993068924
2023-05-26,44.832730073161336
2023-05-27,55.17874470542934
2023-05-28,54.029187524066224
2023-05-29,55.17874470542934
2023-05-30,45.982287254524444
2023-05-31,43.68317289179822
2023-06-01,48.281401617250665
2023-06-02,48.281401617250665
2023-06-03,52.87963034270311
2023-06-04,56.328301886792445
2023-06-05,48.281401617250665
2023-06-06,47.13184443588756
2023-06-07,44.832730073161336
2023-06-08,44.832730073161336
2023-06-09,51.73007316134
2023-06-10,59.77697343088178
2023-06-11,50.58051597997689
2023-06-12,50.58051597997689
2023-06-13,49.43095879861378
2023-06-14,48.281401617250665
2023-06-15,47.13184443588756
2023-06-16,49.43095879861378
2023-06-17,54.029187524066224
2023-06-18,52.87963034270311
2023-06-19,49.43095879861378
2023-06-20,43.68317289179822
2023-06-21,44.832730073161336
2023-06-22,43.68317289179822
2023-06-23,48.281401617250665
2023-06-24,58.62741624951867
2023-06-25,51.73007316134
2023-06-26,48.281401617250665
2023-06-27,44.832730073161336
2023-06-28,43.68317289179822
2023-06-29,45.982287254524444
2023-06-30,43.68317289179822
2023-07-01,51.73007316134
2023-07-02,55.17874470542934
2023-07-03,45.982287254524444
2023-07-04,49.43095879861378
2023-07-05,44.832730073161336
2023-07-06,45.982287254524444
2023-07-07,48.281401617250665
2023-07-08,52.87963034270311
2023-07-09,57.47785906815556
2023-07-10,49.43095879861378
2023-07-11,45.982287254524444
2023-07-12,48.281401617250665
2023-07-13,44.832730073161336
2023-07-14,48.281401617250665
2023-07-15,59.77697343088178
2023-07-16,54.029187524066224
2023-07-17,52.87963034270311
2023-07-18,51.73007316134
2023-07-19,49.43095879861378
2023-07-20,49.43095879861378
2023-07-21,51.73007316134
2023-07-22,55.17874470542934
2023-07-23,57.47785906815556
2023-07-24,49.43095879861378
2023-07-25,55.17874470542934
2023-07-26,51.73007316134
2023-07-27,57.47785906815556
2023-07-28,58.62741624951867
2023-07-29,60.92653061224489
2023-07-30,68.97343088178667
2023-07-31,58.62741624951867
2023-08-01,57.47785906815556
2023-08-02,58.62741624951867
2023-08-03,72.422102425876
2023-08-04,62.076087793608
2023-08-05,68.97343088178667
2023-08-06,74.72121678860222
2023-08-07,57.47785906815556
2023-08-08,57.47785906815556
2023-08-09,56.328301886792445
2023-08-10,56.328301886792445
2023-08-11,60.92653061224489
2023-08-12,73.57165960723911
2023-08-13,66.67431651906044
2023-08-14,58.62741624951867
2023-08-15,56.328301886792445
2023-08-16,55.17874470542934
2023-08-17,57.47785906815556
2023-08-18,50.58051597997689
2023-08-19,60.92653061224489
2023-08-20,63.22564497497111
2023-08-21,51.73007316134
2023-08-22,55.17874470542934
2023-08-23,49.43095879861378
2023-08-24,49.43095879861378
2023-08-25,51.73007316134
2023-08-26,56.328301886792445
2023-08-27,62.076087793608
2023-08-28,49.43095879861378
2023-08-29,48.281401617250665
2023-08-30,45.982287254524444
2023-08-31,44.832730073161336
2023-09-01,51.73007316134
2023-09-02,56.328301886792445
2023-09-03,54.029187524066224
2023-09-04,56.328301886792445
2023-09-05,43.68317289179822
2023-09-06,42.533615710435114
2023-09-07,44.832730073161336
2023-09-08,44.832730073161336
2023-09-09,51.73007316134
2023-09-10,49.43095879861378
2023-09-11,47.13184443588756
2023-09-12,41.384058529072
2023-09-13,41.384058529072
2023-09-14,44.832730073161336
2023-09-15,42.533615710435114
2023-09-16,54.029187524066224
2023-09-17,49.43095879861378
2023-09-18,49.43095879861378
2023-09-19,41.384058529072
2023-09-20,43.68317289179822
2023-09-21,42.533615710435114
2023-09-22,44.832730073161336
2023-09-23,52.87963034270311
2023-09-24,50.58051597997689
2023-09-25,43.68317289179822
2023-09-26,41.384058529072
2023-09-27,42.533615710435114
2023-09-28,45.982287254524444
2023-09-29,44.832730073161336
2023-09-30,51.73007316134
2023-10-01,48.281401617250665
2023-10-02,43.68317289179822
2023-10-03,44.832730073161336
2023-10-04,45.982287254524444
2023-10-05,41.384058529072
2023-10-06,45.982287254524444
2023-10-07,56.328301886792445
2023-10-08,51.73007316134
2023-10-09,44.832730073161336
2023-10-10,41.384058529072
2023-10-11,42.533615710435114
2023-10-12,42.533615710435114
2023-10-13,41.384058529072
2023-10-14,49.43095879861378
2023-10-15,47.13184443588756
2023-10-16,47.13184443588756
2023-10-17,41.384058529072
2023-10-18,40.23450134770889
2023-10-19,40.23450134770889
2023-10-20,41.384058529072
2023-10-21,48.281401617250665
2023-10-22,48.281401617250665
2023-10-23,41.384058529072
2023-10-24,42.533615710435114
2023-10-25,42.533615710435114
2023-10-26,41.384058529072
2023-10-27,45.982287254524444
2023-10-28,48.281401617250665
2023-10-29,45.982287254524444
2023-10-30,41.384058529072
2023-10-31,35.63627262225644
2023-11-01,36.785829803619556
2023-11-02,41.384058529072
2023-11-03,44.832730073161336
2023-11-04,51.73007316134
2023-11-05,50.58051597997689
2023-11-06,44.832730073161336
2023-11-07,43.68317289179822
2023-11-08,42.533615710435114
2023-11-09,42.533615710435114
2023-11-10,45.982287254524444
2023-11-11,52.87963034270311
2023-11-12,54.029187524066224
2023-11-13,48.281401617250665
2023-11-14,43.68317289179822
2023-11-15,45.982287254524444
2023-11-16,43.68317289179822
2023-11-17,45.982287254524444
2023-11-18,55.17874470542934
2023-11-19,57.47785906815556
2023-11-20,52.87963034270311
2023-11-21,51.73007316134
2023-11-22,55.17874470542934
2023-11-23,63.22564497497111
2023-11-24,114.95571813631112
2023-11-25,94.26368887177512
2023-11-26,68.97343088178667
2023-11-27,74.72121678860222
2023-11-28,66.67431651906044
2023-11-29,50.58051597997689
2023-11-30,48.281401617250665
2023-12-01,47.13184443588756
2023-12-02,58.62741624951867
2023-12-03,56.328301886792445
2023-12-04,49.43095879861378
2023-12-05,49.43095879861378
2023-12-06,51.73007316134
2023-12-07,48.281401617250665
2023-12-08,51.73007316134
2023-12-09,68.97343088178667
2023-12-10,68.97343088178667
2023-12-11,57.47785906815556
2023-12-12,55.17874470542934
2023-12-13,51.73007316134
2023-12-14,52.87963034270311
2023-12-15,57.47785906815556
2023-12-16,64.37520215633423
2023-12-17,67.82387370042356
2023-12-18,55.17874470542934
2023-12-19,52.87963034270311
2023-12-20,55.17874470542934
2023-12-21,51.73007316134
2023-12-22,56.405675927845735
2023-12-23,62.949309114066516
2023-12-24,58.71584372500814
2023-12-25,56.405675927845735
2023-12-26,57.367324723793715
2023-12-27,53.708637925416895
2023-12-28,49.475172536358514
2023-12-29,51.78534033352092
2023-12-30,52.7469891294689
2023-12-31,46.20335594324812
2024-01-01,41.19615014365688
2024-01-02,40.62137155297532
2024-01-03,41.19615014365688
2024-01-04,43.89318814608571
2024-01-05,40.234501347708886
2024-01-06,49.08830233109208
2024-01-07,48.126653535144094
2024-01-08,40.234501347708886
2024-01-09,39.84763114244246
2024-01-10,40.234501347708886
2024-01-11,42.54466914487129
2024-01-12,40.234501347708886
2024-01-13,46.20335594324812
2024-01-14,43.89318814608571
2024-01-15,41.19615014365688
2024-01-16,35.61416575338407
2024-01-17,37.924333550546486
2024-01-18,35.61416575338407
2024-01-19,38.88598234649447
2024-01-20,44.8548369420337
2024-01-21,44.103203400373204
2024-01-22,37.139539705577434
2024-01-23,35.59205888451171
2024-01-24,38.68702052664316
2024-01-25,39.460760937176026
2024-01-26,41.00824175824175
2024-01-27,47.198165042504655
2024-01-28,45.65068422143893
2024-01-29,40.234501347708886
2024-01-30,37.9132801161103
2024-01-31,37.9132801161103
2024-02-01,38.68702052664316
2024-02-02,38.68702052664316
2024-02-03,50.293126684636114
2024-02-04,47.97190545303752
2024-02-05,39.460760937176026
2024-02-06,38.68702052664316
2024-02-07,40.234501347708886
2024-02-08,37.139539705577434
2024-02-09,40.234501347708886
2024-02-10,49.51938627410325
2024-02-11,50.293126684636114
2024-02-12,34.04457806344598
2024-02-13,38.68702052664316
2024-02-14,36.365799295044575
2024-02-15,37.9132801161103
2024-02-16,44.103203400373204
2024-02-17,54.161828737300425
2024-02-18,51.06686709516897
2024-02-19,45.65068422143893
2024-02-20,41.78198216877462
2024-02-21,41.78198216877462
2024-02-22,46.424424631971796
2024-02-23,45.65068422143893
2024-02-24,52.6143479162347
2024-02-25,55.70930955836615
2024-02-26,44.103203400373204
2024-02-27,41.00824175824175
2024-02-28,42.55572257930748
2024-02-29,42.55572257930748
2024-03-01,43.329462989840344
2024-03-02,52.6143479162347
2024-03-03,54.93556914783329
2024-03-04,44.87694381090607
2024-03-05,42.55572257930748
2024-03-06,41.78198216877462
2024-03-07,41.78198216877462
2024-03-08,44.87694381090607
2024-03-09,67.3154157163591
2024-03-10,51.06686709516897
2024-03-11,43.329462989840344
2024-03-12,47.198165042504655
2024-03-13,41.00824175824175
2024-03-14,44.103203400373204
2024-03-15,47.97190545303752
2024-03-16,58.03053078996474
2024-03-17,54.93556914783329
2024-03-18,47.198165042504655
2024-03-19,41.78198216877462
2024-03-20,41.00824175824175
2024-03-21,41.00824175824175
2024-03-22,40.234501347708886
2024-03-23,54.161828737300425
2024-03-24,54.161828737300425
2024-03-25,41.00824175824175
2024-03-26,43.329462989840344
2024-03-27,44.103203400373204
2024-03-28,41.78198216877462
2024-03-29,44.103203400373204
2024-03-30,54.161828737300425
2024-03-31,51.06686709516897
2024-04-01,44.87694381090607
2024-04-02,38.68702052664316
2024-04-03,41.00824175824175
2024-04-04,40.234501347708886
2024-04-05,42.55572257930748
2024-04-06,51.06686709516897
2024-04-07,48.74564586357038
2024-04-08,36.365799295044575
2024-04-09,41.00824175824175
2024-04-10,44.87694381090607
2024-04-11,41.00824175824175
2024-04-12,41.78198216877462
2024-04-13,54.93556914783329
2024-04-14,54.93556914783329
2024-04-15,44.103203400373204
2024-04-16,45.65068422143893
2024-04-17,40.234501347708886
2024-04-18,39.460760937176026
2024-04-19,41.78198216877462
2024-04-20,51.84060750570184
2024-04-21,55.70930955836615
2024-04-22,44.87694381090607
2024-04-23,42.55572257930748
2024-04-24,45.65068422143893
2024-04-25,44.103203400373204
2024-04-26,41.78198216877462
2024-04-27,52.6143479162347
2024-04-28,53.388088326767566
2024-04-29,44.103203400373204
2024-04-30,38.68702052664316
2024-05-01,38.68702052664316
2024-05-02,41.78198216877462
2024-05-03,44.87694381090607
2024-05-04,49.51938627410325
2024-05-05,51.06686709516897
2024-05-06,52.6143479162347
2024-05-07,44.103203400373204
2024-05-08,42.55572257930748
2024-05-09,39.460760937176026
2024-05-10,42.55572257930748
2024-05-11,49.51938627410325
2024-05-12,48.74564586357038
2024-05-13,44.87694381090607
2024-05-14,40.234501347708886
2024-05-15,37.9132801161103
2024-05-16,39.460760937176026
2024-05-17,54.161828737300425
2024-05-18,51.06686709516897
2024-05-19,51.06686709516897
2024-05-20,45.65068422143893
2024-05-21,47.97190545303752
2024-05-22,41.78198216877462
2024-05-23,42.55572257930748
2024-05-24,43.329462989840344
2024-05-25,58.80427120049761
2024-05-26,55.70930955836615
2024-05-27,52.6143479162347
2024-05-28,46.424424631971796
2024-05-29,44.103203400373204
2024-05-30,44.87694381090607
2024-05-31,45.65068422143893
2024-06-01,51.06686709516897
2024-06-02,51.84060750570184
2024-06-03,47.198165042504655
2024-06-04,44.103203400373204
2024-06-05,42.55572257930748
2024-06-06,46.424424631971796
2024-06-07,43.329462989840344
2024-06-08,51.06686709516897
2024-06-09,52.6143479162347
2024-06-10,44.103203400373204
2024-06-11,44.87694381090607
2024-06-12,47.97190545303752
2024-06-13,43.329462989840344
2024-06-14,44.103203400373204
2024-06-15,52.6143479162347
2024-06-16,51.84060750570184
2024-06-17,43.329462989840344
2024-06-18,41.78198216877462
2024-06-19,45.65068422143893
2024-06-20,41.00824175824175
2024-06-21,44.87694381090607
2024-06-22,47.97190545303752
2024-06-23,49.51938627410325
2024-06-24,45.65068422143893
2024-06-25,44.103203400373204
2024-06-26,44.103203400373204
2024-06-27,43.329462989840344
2024-06-28,45.65068422143893
2024-06-29,52.6143479162347
2024-06-30,51.06686709516897
2024-07-01,46.424424631971796
2024-07-02,44.87694381090607
2024-07-03,51.84060750570184
2024-07-04,48.74564586357038
2024-07-05,46.424424631971796
2024-07-06,53.388088326767566
2024-07-07,51.06686709516897
2024-07-08,47.97190545303752
2024-07-09,47.198165042504655
2024-07-10,51.06686709516897
2024-07-11,47.97190545303752
2024-07-12,51.06686709516897
2024-07-13,51.84060750570184
2024-07-14,49.51938627410325
2024-07-15,46.424424631971796
2024-07-16,51.84060750570184
2024-07-17,50.293126684636114
2024-07-18,54.161828737300425
2024-07-19,56.48304996889902
2024-07-20,59.57801161103047
2024-07-21,61.125492432096195
2024-07-22,51.84060750570184
2024-07-23,54.161828737300425
2024-07-24,51.84060750570184
2024-07-25,53.388088326767566
2024-07-26,60.351752021563335
2024-07-27,64.99419448476051
2024-07-28,70.41037735849055
2024-07-29,60.351752021563335
2024-07-30,64.99419448476051
2024-07-31,59.57801161103047
2024-08-01,64.99419448476051
2024-08-02,63.44671366369479
2024-08-03,75.05281982168773
2024-08-04,77.37404105328632
2024-08-05,63.44671366369479
2024-08-06,60.351752021563335
2024-08-07,60.351752021563335
2024-08-08,62.67297325316192
2024-08-09,58.80427120049761
2024-08-10,71.95785817955628
2024-08-11,76.60030064275347
2024-08-12,64.99419448476051
2024-08-13,56.48304996889902
2024-08-14,54.93556914783329
2024-08-15,58.03053078996474
2024-08-16,57.25679037943188
2024-08-17,69.6366369479577
2024-08-18,65.92689082969261
2024-08-19,48.815533378778056
2024-08-20,47.9760203874562
2024-08-21,49.65504637009991
2024-08-22,48.815533378778056
2024-08-23,50.8814295666882
2024-08-24,60.05029989043962
2024-08-25,60.88981288176147
2024-08-26,48.815533378778056
2024-08-27,47.13650739613435
2024-08-28,46.749637190867915
2024-08-29,47.13650739613435
2024-08-30,47.13650739613435
2024-08-31,55.91850751461933
2024-09-01,53.39996854065377
2024-09-02,52.560455549331905
2024-09-03,45.45748141349064
2024-09-04,42.552072234258645
2024-09-05,40.4861760463485
2024-09-06,40.033533260293076
2024-09-07,50.8814295666882
2024-09-08,49.20240358404449
2024-09-09,38.80715006370479
2024-09-10,43.3915852255805
2024-09-11,41.71255924293679
2024-09-12,46.749637190867915
2024-09-13,47.9760203874562
2024-09-14,50.8814295666882
2024-09-15,49.65504637009991
2024-09-16,42.552072234258645
2024-09-17,39.83256517287727
2024-09-18,45.264278605542344
2024-09-19,42.548421889209806
2024-09-20,40.73785074498811
2024-09-21,54.317134326650816
2024-09-22,48.88542089398573
2024-09-23,41.64313631709896
2024-09-24,39.83256517287727
