Time,vans
2022-09-24,54.383962264150945
2022-09-25,58.94433962264151
2022-09-26,43.76320754716981
2022-09-27,46.0433962264151
2022-09-28,46.08679245283019
2022-09-29,48.64716981132075
2022-09-30,46.08679245283019
2022-10-01,56.32830188679245
2022-10-02,56.32830188679245
2022-10-03,43.526415094339626
2022-10-04,46.08679245283019
2022-10-05,53.76792452830189
2022-10-06,46.08679245283019
2022-10-07,48.64716981132075
2022-10-08,56.32830188679245
2022-10-09,53.76792452830189
2022-10-10,48.64716981132075
2022-10-11,48.64716981132075
2022-10-12,46.08679245283019
2022-10-13,48.64716981132075
2022-10-14,51.20754716981132
2022-10-15,51.20754716981132
2022-10-16,53.76792452830189
2022-10-17,48.64716981132075
2022-10-18,46.08679245283019
2022-10-19,48.64716981132075
2022-10-20,46.08679245283019
2022-10-21,51.20754716981132
2022-10-22,56.32830188679245
2022-10-23,56.32830188679245
2022-10-24,46.08679245283019
2022-10-25,43.526415094339626
2022-10-26,46.08679245283019
2022-10-27,46.08679245283019
2022-10-28,43.526415094339626
2022-10-29,51.20754716981132
2022-10-30,48.64716981132075
2022-10-31,43.526415094339626
2022-11-01,40.966037735849056
2022-11-02,43.526415094339626
2022-11-03,46.08679245283019
2022-11-04,46.08679245283019
2022-11-05,53.76792452830189
2022-11-06,53.76792452830189
2022-11-07,48.64716981132075
2022-11-08,46.08679245283019
2022-11-09,46.08679245283019
2022-11-10,81.93207547169811
2022-11-11,256.0377358490566
2022-11-12,151.0622641509434
2022-11-13,120.3377358490566
2022-11-14,89.61320754716981
2022-11-15,71.69056603773585
2022-11-16,56.32830188679245
2022-11-17,61.449056603773585
2022-11-18,56.32830188679245
2022-11-19,66.56981132075472
2022-11-20,69.13018867924528
2022-11-21,56.32830188679245
2022-11-22,56.32830188679245
2022-11-23,74.25094339622642
2022-11-24,84.49245283018868
2022-11-25,145.94150943396227
2022-11-26,110.09622641509434
2022-11-27,94.73396226415095
2022-11-28,89.61320754716981
2022-11-29,74.25094339622642
2022-11-30,53.76792452830189
2022-12-01,53.76792452830189
2022-12-02,58.888679245283015
2022-12-03,61.449056603773585
2022-12-04,66.56981132075472
2022-12-05,58.888679245283015
2022-12-06,56.32830188679245
2022-12-07,61.449056603773585
2022-12-08,61.449056603773585
2022-12-09,58.888679245283015
2022-12-10,76.81132075471697
2022-12-11,74.25094339622642
2022-12-12,66.56981132075472
2022-12-13,66.56981132075472
2022-12-14,64.00943396226415
2022-12-15,64.00943396226415
2022-12-16,69.13018867924528
2022-12-17,81.93207547169811
2022-12-18,71.69056603773585
2022-12-19,66.56981132075472
2022-12-20,58.888679245283015
2022-12-21,61.449056603773585
2022-12-22,56.32830188679245
2022-12-23,61.449056603773585
2022-12-24,58.888679245283015
2022-12-25,69.13018867924528
2022-12-26,69.13018867924528
2022-12-27,61.449056603773585
2022-12-28,56.32830188679245
2022-12-29,56.32830188679245
2022-12-30,56.32830188679245
2022-12-31,56.32830188679245
2023-01-01,53.76792452830189
2023-01-02,53.76792452830189
2023-01-03,46.08679245283019
2023-01-04,48.64716981132075
2023-01-05,46.08679245283019
2023-01-06,51.20754716981132
2023-01-07,56.32830188679245
2023-01-08,53.76792452830189
2023-01-09,43.526415094339626
2023-01-10,43.526415094339626
2023-01-11,43.526415094339626
2023-01-12,43.526415094339626
2023-01-13,43.526415094339626
2023-01-14,56.32830188679245
2023-01-15,53.76792452830189
2023-01-16,46.08679245283019
2023-01-17,43.526415094339626
2023-01-18,43.526415094339626
2023-01-19,43.526415094339626
2023-01-20,43.526415094339626
2023-01-21,51.20754716981132
2023-01-22,51.20754716981132
2023-01-23,43.526415094339626
2023-01-24,43.526415094339626
2023-01-25,40.966037735849056
2023-01-26,43.526415094339626
2023-01-27,43.526415094339626
2023-01-28,51.20754716981132
2023-01-29,51.20754716981132
2023-01-30,43.526415094339626
2023-01-31,43.526415094339626
2023-02-01,40.966037735849056
2023-02-02,43.526415094339626
2023-02-03,40.966037735849056
2023-02-04,56.32830188679245
2023-02-05,61.449056603773585
2023-02-06,46.08679245283019
2023-02-07,40.966037735849056
2023-02-08,40.966037735849056
2023-02-09,46.08679245283019
2023-02-10,43.526415094339626
2023-02-11,51.20754716981132
2023-02-12,53.76792452830189
2023-02-13,40.966037735849056
2023-02-14,43.526415094339626
2023-02-15,46.08679245283019
2023-02-16,46.08679245283019
2023-02-17,48.64716981132075
2023-02-18,56.32830188679245
2023-02-19,56.32830188679245
2023-02-20,51.20754716981132
2023-02-21,46.08679245283019
2023-02-22,46.08679245283019
2023-02-23,43.526415094339626
2023-02-24,43.526415094339626
2023-02-25,58.888679245283015
2023-02-26,58.888679245283015
2023-02-27,46.08679245283019
2023-02-28,46.08679245283019
2023-03-01,46.08679245283019
2023-03-02,46.08679245283019
2023-03-03,43.526415094339626
2023-03-04,53.76792452830189
2023-03-05,56.32830188679245
2023-03-06,46.08679245283019
2023-03-07,43.526415094339626
2023-03-08,48.64716981132075
2023-03-09,46.08679245283019
2023-03-10,48.64716981132075
2023-03-11,56.32830188679245
2023-03-12,51.20754716981132
2023-03-13,46.08679245283019
2023-03-14,43.526415094339626
2023-03-15,43.526415094339626
2023-03-16,48.64716981132075
2023-03-17,46.08679245283019
2023-03-18,58.888679245283015
2023-03-19,64.00943396226415
2023-03-20,51.20754716981132
2023-03-21,51.20754716981132
2023-03-22,48.64716981132075
2023-03-23,48.64716981132075
2023-03-24,48.64716981132075
2023-03-25,58.888679245283015
2023-03-26,71.69056603773585
2023-03-27,48.64716981132075
2023-03-28,46.08679245283019
2023-03-29,48.64716981132075
2023-03-30,48.64716981132075
2023-03-31,51.20754716981132
2023-04-01,56.32830188679245
2023-04-02,58.888679245283015
2023-04-03,46.08679245283019
2023-04-04,48.64716981132075
2023-04-05,48.64716981132075
2023-04-06,48.64716981132075
2023-04-07,48.64716981132075
2023-04-08,56.32830188679245
2023-04-09,53.76792452830189
2023-04-10,51.20754716981132
2023-04-11,48.64716981132075
2023-04-12,51.20754716981132
2023-04-13,48.64716981132075
2023-04-14,48.64716981132075
2023-04-15,58.888679245283015
2023-04-16,56.32830188679245
2023-04-17,46.08679245283019
2023-04-18,46.08679245283019
2023-04-19,46.08679245283019
2023-04-20,46.08679245283019
2023-04-21,46.08679245283019
2023-04-22,53.76792452830189
2023-04-23,56.32830188679245
2023-04-24,48.64716981132075
2023-04-25,43.526415094339626
2023-04-26,48.491687190799475
2023-04-27,41.198535112329466
2023-04-28,43.05415479836378
2023-04-29,53.929219583235174
2023-04-30,53.35378857644615
2023-05-01,43.62958580515281
2023-05-02,43.05415479836378
2023-05-03,40.62310410554044
2023-05-04,43.62958580515281
2023-05-05,44.20501681194183
2023-05-06,51.49816889041183
2023-05-07,56.36027027605851
2023-05-08,46.06063649797614
2023-05-09,43.05415479836378
2023-05-10,44.20501681194183
2023-05-11,41.7739661191185
2023-05-12,43.05415479836378
2023-05-13,53.929219583235174
2023-05-14,58.79132096888184
2023-05-15,46.06063649797614
2023-05-16,48.491687190799475
2023-05-17,48.491687190799475
2023-05-18,46.636067504765165
2023-05-19,45.485205491187116
2023-05-20,56.36027027605851
2023-05-21,58.21588996209282
2023-05-22,46.06063649797614
2023-05-23,43.62958580515281
2023-05-24,41.198535112329466
2023-05-25,43.62958580515281
2023-05-26,44.88361852954404
2023-05-27,55.241376651746506
2023-05-28,54.09051463816846
2023-05-29,55.241376651746506
2023-05-30,46.03448054312209
2023-05-31,43.73275651596599
2023-06-01,48.3362045702782
2023-06-02,48.3362045702782
2023-06-03,52.93965262459041
2023-06-04,56.39223866532456
2023-06-05,48.3362045702782
2023-06-06,47.18534255670014
2023-06-07,44.88361852954404
2023-06-08,44.88361852954404
2023-06-09,51.78879061101235
2023-06-10,59.844824706058716
2023-06-11,50.6379285974343
2023-06-12,50.6379285974343
2023-06-13,49.48706658385625
2023-06-14,48.3362045702782
2023-06-15,47.18534255670014
2023-06-16,49.48706658385625
2023-06-17,54.09051463816846
2023-06-18,52.93965262459041
2023-06-19,49.48706658385625
2023-06-20,43.73275651596599
2023-06-21,44.88361852954404
2023-06-22,43.73275651596599
2023-06-23,48.3362045702782
2023-06-24,58.69396269248067
2023-06-25,51.78879061101235
2023-06-26,48.3362045702782
2023-06-27,44.88361852954404
2023-06-28,43.73275651596599
2023-06-29,46.03448054312209
2023-06-30,43.73275651596599
2023-07-01,51.78879061101235
2023-07-02,55.241376651746506
2023-07-03,46.03448054312209
2023-07-04,49.48706658385625
2023-07-05,44.88361852954404
2023-07-06,46.03448054312209
2023-07-07,48.3362045702782
2023-07-08,52.93965262459041
2023-07-09,57.54310067890261
2023-07-10,49.48706658385625
2023-07-11,46.03448054312209
2023-07-12,48.3362045702782
2023-07-13,44.88361852954404
2023-07-14,48.3362045702782
2023-07-15,59.844824706058716
2023-07-16,54.09051463816846
2023-07-17,52.93965262459041
2023-07-18,51.78879061101235
2023-07-19,49.48706658385625
2023-07-20,49.48706658385625
2023-07-21,51.78879061101235
2023-07-22,55.241376651746506
2023-07-23,57.54310067890261
2023-07-24,49.48706658385625
2023-07-25,55.241376651746506
2023-07-26,51.78879061101235
2023-07-27,57.54310067890261
2023-07-28,58.69396269248067
2023-07-29,60.99568671963677
2023-07-30,69.05172081468314
2023-07-31,58.69396269248067
2023-08-01,57.54310067890261
2023-08-02,58.69396269248067
2023-08-03,72.5043068554173
2023-08-04,62.14654873321482
2023-08-05,69.05172081468314
2023-08-06,74.8060308825734
2023-08-07,57.54310067890261
2023-08-08,57.54310067890261
2023-08-09,56.39223866532456
2023-08-10,56.39223866532456
2023-08-11,60.99568671963677
2023-08-12,73.65516886899535
2023-08-13,66.74999678752704
2023-08-14,58.69396269248067
2023-08-15,56.39223866532456
2023-08-16,55.241376651746506
2023-08-17,57.54310067890261
2023-08-18,50.6379285974343
2023-08-19,60.99568671963677
2023-08-20,63.29741074679288
2023-08-21,51.78879061101235
2023-08-22,55.241376651746506
2023-08-23,49.48706658385625
2023-08-24,49.48706658385625
2023-08-25,51.78879061101235
2023-08-26,56.39223866532456
2023-08-27,62.14654873321482
2023-08-28,49.48706658385625
2023-08-29,48.3362045702782
2023-08-30,46.03448054312209
2023-08-31,44.88361852954404
2023-09-01,51.78879061101235
2023-09-02,56.39223866532456
2023-09-03,54.09051463816846
2023-09-04,56.39223866532456
2023-09-05,43.73275651596599
2023-09-06,42.58189450238793
2023-09-07,44.88361852954404
2023-09-08,44.88361852954404
2023-09-09,51.78879061101235
2023-09-10,49.48706658385625
2023-09-11,47.18534255670014
2023-09-12,41.43103248880988
2023-09-13,41.43103248880988
2023-09-14,44.88361852954404
2023-09-15,42.58189450238793
2023-09-16,54.09051463816846
2023-09-17,49.48706658385625
2023-09-18,49.48706658385625
2023-09-19,41.43103248880988
2023-09-20,43.73275651596599
2023-09-21,42.58189450238793
2023-09-22,44.88361852954404
2023-09-23,52.93965262459041
2023-09-24,50.6379285974343
2023-09-25,43.73275651596599
2023-09-26,41.43103248880988
2023-09-27,42.58189450238793
2023-09-28,46.03448054312209
2023-09-29,44.88361852954404
2023-09-30,51.78879061101235
2023-10-01,48.3362045702782
2023-10-02,43.73275651596599
2023-10-03,44.88361852954404
2023-10-04,46.03448054312209
2023-10-05,41.43103248880988
2023-10-06,46.03448054312209
2023-10-07,56.39223866532456
2023-10-08,51.78879061101235
2023-10-09,44.88361852954404
2023-10-10,41.43103248880988
2023-10-11,42.58189450238793
2023-10-12,42.58189450238793
2023-10-13,41.43103248880988
2023-10-14,49.48706658385625
2023-10-15,47.18534255670014
2023-10-16,47.18534255670014
2023-10-17,41.43103248880988
2023-10-18,40.28017047523183
2023-10-19,40.28017047523183
2023-10-20,41.43103248880988
2023-10-21,48.3362045702782
2023-10-22,48.3362045702782
2023-10-23,41.43103248880988
2023-10-24,42.58189450238793
2023-10-25,42.58189450238793
2023-10-26,41.43103248880988
2023-10-27,46.03448054312209
2023-10-28,48.3362045702782
2023-10-29,46.03448054312209
2023-10-30,41.43103248880988
2023-10-31,35.676722420919624
2023-11-01,36.82758443449767
2023-11-02,41.43103248880988
2023-11-03,44.88361852954404
2023-11-04,51.78879061101235
2023-11-05,50.6379285974343
2023-11-06,44.88361852954404
2023-11-07,43.73275651596599
2023-11-08,42.58189450238793
2023-11-09,42.58189450238793
2023-11-10,46.03448054312209
2023-11-11,52.93965262459041
2023-11-12,54.09051463816846
2023-11-13,48.3362045702782
2023-11-14,43.73275651596599
2023-11-15,46.03448054312209
2023-11-16,43.73275651596599
2023-11-17,46.03448054312209
2023-11-18,55.241376651746506
2023-11-19,57.54310067890261
2023-11-20,52.93965262459041
2023-11-21,51.78879061101235
2023-11-22,55.241376651746506
2023-11-23,63.29741074679288
2023-11-24,115.08620135780522
2023-11-25,94.37068511340028
2023-11-26,69.05172081468314
2023-11-27,74.8060308825734
2023-11-28,66.74999678752704
2023-11-29,50.6379285974343
2023-11-30,48.3362045702782
2023-12-01,47.18534255670014
2023-12-02,58.69396269248067
2023-12-03,56.39223866532456
2023-12-04,49.48706658385625
2023-12-05,49.48706658385625
2023-12-06,51.78879061101235
2023-12-07,48.3362045702782
2023-12-08,51.78879061101235
2023-12-09,69.05172081468314
2023-12-10,69.05172081468314
2023-12-11,57.54310067890261
2023-12-12,55.241376651746506
2023-12-13,51.78879061101235
2023-12-14,52.93965262459041
2023-12-15,57.54310067890261
2023-12-16,64.44827276037093
2023-12-17,67.90085880110509
2023-12-18,55.241376651746506
2023-12-19,52.93965262459041
2023-12-20,55.241376651746506
2023-12-21,51.78879061101235
2023-12-22,56.46970053162308
2023-12-23,63.02076122429815
2023-12-24,58.782490539678975
2023-12-25,56.46970053162308
2023-12-26,57.432440869904724
2023-12-27,53.769601192074575
2023-12-28,49.5313305074554
2023-12-29,51.84412051551129
2023-12-30,52.80686085379294
2023-12-31,46.25580016111787
2024-01-01,41.24291081351347
2024-01-02,40.667479806724444
2024-01-03,41.24291081351347
2024-01-04,43.94301015306198
2024-01-05,40.28017047523183
2024-01-06,49.14402117596279
2024-01-07,48.18128083768115
2024-01-08,40.28017047523183
2024-01-09,39.89286114373921
2024-01-10,40.28017047523183
2024-01-11,42.59296048328772
2024-01-12,40.28017047523183
2024-01-13,46.25580016111787
2024-01-14,43.94301015306198
2024-01-15,41.24291081351347
2024-01-16,35.654590459120044
2024-01-17,37.96738046717593
2024-01-18,35.654590459120044
2024-01-19,38.93012080545758
2024-01-20,44.90575049134361
2024-01-21,44.153263790157965
2024-01-22,37.181695823290916
2024-01-23,35.632458497320464
2024-01-24,38.73093314926137
2024-01-25,39.5055518122466
2024-01-26,41.05478913821705
2024-01-27,47.25173844209887
2024-01-28,45.70250111612842
2024-01-29,40.28017047523183
2024-01-30,37.95631448627614
2024-01-31,37.95631448627614
2024-02-01,38.73093314926137
2024-02-02,38.73093314926137
2024-02-03,50.35021309403978
2024-02-04,48.0263571050841
2024-02-05,39.5055518122466
2024-02-06,38.73093314926137
2024-02-07,40.28017047523183
2024-02-08,37.181695823290916
2024-02-09,40.28017047523183
2024-02-10,49.575594431054554
2024-02-11,50.35021309403978
2024-02-12,34.083221171350004
2024-02-13,38.73093314926137
2024-02-14,36.40707716030569
2024-02-15,37.95631448627614
2024-02-16,44.153263790157965
2024-02-17,54.22330640896592
2024-02-18,51.12483175702501
2024-02-19,45.70250111612842
2024-02-20,41.82940780120228
2024-02-21,41.82940780120228
2024-02-22,46.47711977911364
2024-02-23,45.70250111612842
2024-02-24,52.674069082995466
2024-02-25,55.77254373493638
2024-02-26,44.153263790157965
2024-02-27,41.05478913821705
2024-02-28,42.604026464187505
2024-02-29,42.604026464187505
2024-03-01,43.37864512717273
2024-03-02,52.674069082995466
2024-03-03,54.997925071951144
2024-03-04,44.92788245314319
2024-03-05,42.604026464187505
2024-03-06,41.82940780120228
2024-03-07,41.82940780120228
2024-03-08,44.92788245314319
2024-03-09,67.39182367971479
2024-03-10,51.12483175702501
2024-03-11,43.37864512717273
2024-03-12,47.25173844209887
2024-03-13,41.05478913821705
2024-03-14,44.153263790157965
2024-03-15,48.0263571050841
2024-03-16,58.096399723892056
2024-03-17,54.997925071951144
2024-03-18,47.25173844209887
2024-03-19,41.82940780120228
2024-03-20,41.05478913821705
2024-03-21,41.05478913821705
2024-03-22,40.28017047523183
2024-03-23,54.22330640896592
2024-03-24,54.22330640896592
2024-03-25,41.05478913821705
2024-03-26,43.37864512717273
2024-03-27,44.153263790157965
2024-03-28,41.82940780120228
2024-03-29,44.153263790157965
2024-03-30,54.22330640896592
2024-03-31,51.12483175702501
2024-04-01,44.92788245314319
2024-04-02,38.73093314926137
2024-04-03,41.05478913821705
2024-04-04,40.28017047523183
2024-04-05,42.604026464187505
2024-04-06,51.12483175702501
2024-04-07,48.80097576806933
2024-04-08,36.40707716030569
2024-04-09,41.05478913821705
2024-04-10,44.92788245314319
2024-04-11,41.05478913821705
2024-04-12,41.82940780120228
2024-04-13,54.997925071951144
2024-04-14,54.997925071951144
2024-04-15,44.153263790157965
2024-04-16,45.70250111612842
2024-04-17,40.28017047523183
2024-04-18,39.5055518122466
2024-04-19,41.82940780120228
2024-04-20,51.89945042001024
2024-04-21,55.77254373493638
2024-04-22,44.92788245314319
2024-04-23,42.604026464187505
2024-04-24,45.70250111612842
2024-04-25,44.153263790157965
2024-04-26,41.82940780120228
2024-04-27,52.674069082995466
2024-04-28,53.44868774598069
2024-04-29,44.153263790157965
2024-04-30,38.73093314926137
2024-05-01,38.73093314926137
2024-05-02,41.82940780120228
2024-05-03,44.92788245314319
2024-05-04,49.575594431054554
2024-05-05,51.12483175702501
2024-05-06,52.674069082995466
2024-05-07,44.153263790157965
2024-05-08,42.604026464187505
2024-05-09,39.5055518122466
2024-05-10,42.604026464187505
2024-05-11,49.575594431054554
2024-05-12,48.80097576806933
2024-05-13,44.92788245314319
2024-05-14,40.28017047523183
2024-05-15,37.95631448627614
2024-05-16,39.5055518122466
2024-05-17,54.22330640896592
2024-05-18,51.12483175702501
2024-05-19,51.12483175702501
2024-05-20,45.70250111612842
2024-05-21,48.0263571050841
2024-05-22,41.82940780120228
2024-05-23,42.604026464187505
2024-05-24,43.37864512717273
2024-05-25,58.87101838687728
2024-05-26,55.77254373493638
2024-05-27,52.674069082995466
2024-05-28,46.47711977911364
2024-05-29,44.153263790157965
2024-05-30,44.92788245314319
2024-05-31,45.70250111612842
2024-06-01,51.12483175702501
2024-06-02,51.89945042001024
2024-06-03,47.25173844209887
2024-06-04,44.153263790157965
2024-06-05,42.604026464187505
2024-06-06,46.47711977911364
2024-06-07,43.37864512717273
2024-06-08,51.12483175702501
2024-06-09,52.674069082995466
2024-06-10,44.153263790157965
2024-06-11,44.92788245314319
2024-06-12,48.0263571050841
2024-06-13,43.37864512717273
2024-06-14,44.153263790157965
2024-06-15,52.674069082995466
2024-06-16,51.89945042001024
2024-06-17,43.37864512717273
2024-06-18,41.82940780120228
2024-06-19,45.70250111612842
2024-06-20,41.05478913821705
2024-06-21,44.92788245314319
2024-06-22,48.0263571050841
2024-06-23,49.575594431054554
2024-06-24,45.70250111612842
2024-06-25,44.153263790157965
2024-06-26,44.153263790157965
2024-06-27,43.37864512717273
2024-06-28,45.70250111612842
2024-06-29,52.674069082995466
2024-06-30,51.12483175702501
2024-07-01,46.47711977911364
2024-07-02,44.92788245314319
2024-07-03,51.89945042001024
2024-07-04,48.80097576806933
2024-07-05,46.47711977911364
2024-07-06,53.44868774598069
2024-07-07,51.12483175702501
2024-07-08,48.0263571050841
2024-07-09,47.25173844209887
2024-07-10,51.12483175702501
2024-07-11,48.0263571050841
2024-07-12,51.12483175702501
2024-07-13,51.89945042001024
2024-07-14,49.575594431054554
2024-07-15,46.47711977911364
2024-07-16,51.89945042001024
2024-07-17,50.35021309403978
2024-07-18,54.22330640896592
2024-07-19,56.5471623979216
2024-07-20,59.64563704986251
2024-07-21,61.19487437583297
2024-07-22,51.89945042001024
2024-07-23,54.22330640896592
2024-07-24,51.89945042001024
2024-07-25,53.44868774598069
2024-07-26,60.42025571284774
2024-07-27,65.0679676907591
2024-07-28,70.4902983316557
2024-07-29,60.42025571284774
2024-07-30,65.0679676907591
2024-07-31,59.64563704986251
2024-08-01,65.0679676907591
2024-08-02,63.518730364788645
2024-08-03,75.13801030956706
2024-08-04,77.46186629852274
2024-08-05,63.518730364788645
2024-08-06,60.42025571284774
2024-08-07,60.42025571284774
2024-08-08,62.74411170180342
2024-08-09,58.87101838687728
2024-08-10,72.03953565762615
2024-08-11,76.68724763553752
2024-08-12,65.0679676907591
2024-08-13,56.5471623979216
2024-08-14,54.997925071951144
2024-08-15,58.096399723892056
2024-08-16,57.32178106090683
2024-08-17,69.71567966867046
2024-08-18,66.00172271485684
2024-08-19,48.87094261076305
2024-08-20,48.03047671025695
2024-08-21,49.711408511269155
2024-08-22,48.87094261076305
2024-08-23,50.939183743267876
2024-08-24,60.11846141131413
2024-08-25,60.95892731182023
2024-08-26,48.87094261076305
2024-08-27,47.190010809750845
2024-08-28,46.802701478258236
2024-08-29,47.190010809750845
2024-08-30,47.190010809750845
2024-08-31,55.98197914630449
2024-09-01,53.46058144478618
2024-09-02,52.62011554428008
2024-09-03,45.509079008738645
2024-09-04,42.600371975727725
2024-09-05,40.5321308432229
2024-09-06,40.078974274209415
2024-09-07,50.939183743267876
2024-09-08,49.25825194225567
2024-09-09,38.851199042210695
2024-09-10,43.44083787623383
2024-09-11,41.75990607522162
2024-09-12,46.802701478258236
2024-09-13,48.03047671025695
2024-09-14,50.939183743267876
2024-09-15,49.711408511269155
2024-09-16,42.600371975727725
2024-09-17,39.87777807318701
2024-09-18,45.31565690134887
2024-09-19,42.59671748726794
2024-09-20,40.78409121121398
2024-09-21,54.37878828161865
2024-09-22,48.94090945345678
