Time,nobleman
2022-01-01,
2022-01-02,
2022-01-03,
2022-01-04,
2022-01-05,
2022-01-06,
2022-01-07,
2022-01-08,
2022-01-09,
2022-01-10,
2022-01-11,
2022-01-12,
2022-01-13,
2022-01-14,
2022-01-15,
2022-01-16,
2022-01-17,
2022-01-18,
2022-01-19,
2022-01-20,
2022-01-21,
2022-01-22,
2022-01-23,
2022-01-24,
2022-01-25,
2022-01-26,
2022-01-27,
2022-01-28,
2022-01-29,
2022-01-30,
2022-01-31,
2022-02-01,
2022-02-02,
2022-02-03,
2022-02-04,
2022-02-05,
2022-02-06,
2022-02-07,
2022-02-08,
2022-02-09,
2022-02-10,
2022-02-11,
2022-02-12,
2022-02-13,
2022-02-14,
2022-02-15,
2022-02-16,
2022-02-17,
2022-02-18,
2022-02-19,
2022-02-20,
2022-02-21,
2022-02-22,
2022-02-23,
2022-02-24,
2022-02-25,
2022-02-26,
2022-02-27,
2022-02-28,
2022-03-01,
2022-03-02,
2022-03-03,
2022-03-04,
2022-03-05,
2022-03-06,
2022-03-07,
2022-03-08,
2022-03-09,
2022-03-10,
2022-03-11,
2022-03-12,
2022-03-13,
2022-03-14,
2022-03-15,
2022-03-16,
2022-03-17,
2022-03-18,
2022-03-19,
2022-03-20,
2022-03-21,
2022-03-22,
2022-03-23,
2022-03-24,
2022-03-25,
2022-03-26,
2022-03-27,
2022-03-28,
2022-03-29,
2022-03-30,
2022-03-31,
2022-04-01,
2022-04-02,
2022-04-03,
2022-04-04,
2022-04-05,
2022-04-06,
2022-04-07,
2022-04-08,
2022-04-09,
2022-04-10,
2022-04-11,
2022-04-12,
2022-04-13,
2022-04-14,
2022-04-15,
2022-04-16,
2022-04-17,
2022-04-18,
2022-04-19,
2022-04-20,
2022-04-21,
2022-04-22,
2022-04-23,
2022-04-24,
2022-04-25,
2022-04-26,
2022-04-27,
2022-04-28,
2022-04-29,
2022-04-30,
2022-05-01,43.659215047379625
2022-05-02,41.668616180181864
2022-05-03,35.710737323692996
2022-05-04,39.6727974903606
2022-05-05,51.567097080438046
2022-05-06,57.50873683579997
2022-05-07,37.672627797130986
2022-05-08,39.6495973443754
2022-05-09,33.697227286245585
2022-05-10,45.58369548062369
2022-05-11,53.50346342908402
2022-05-12,0.0
2022-05-13,0.0
2022-05-14,37.63405156307033
2022-05-15,63.37438300914961
2022-05-16,0.0
2022-05-17,43.55712383382262
2022-05-18,41.57116211276133
2022-05-19,37.606491404112475
2022-05-20,59.36996652902395
2022-05-21,0.0
2022-05-22,41.54679018697953
2022-05-23,39.562568266643964
2022-05-24,0.0
2022-05-25,33.618316838099936
2022-05-26,45.476930602162966
2022-05-27,0.0
2022-05-28,35.580193707095845
2022-05-29,0.0
2022-05-30,59.28290892100559
2022-05-31,33.58871418812184
2022-06-01,0.0
2022-06-02,0.0
2022-06-03,39.498718312581055
2022-06-04,59.23936885504106
2022-06-05,0.0
2022-06-06,37.507235460068266
2022-06-07,49.34436767636385
2022-06-08,0.0
2022-06-09,0.0
2022-06-10,0.0
2022-06-11,37.47965342789044
2022-06-12,0.0
2022-06-13,0.0
2022-06-14,35.49135971952075
2022-06-15,33.51468075972283
2022-06-16,0.0
2022-06-17,0.0
2022-06-18,41.38219170955706
2022-06-19,0.0
2022-06-20,33.48999444122355
2022-06-21,49.242730392620174
2022-06-22,0.0
2022-06-23,35.444308879012326
2022-06-24,35.43908010688829
2022-06-25,0.0
2022-06-26,0.0
2022-06-27,45.26322401752639
2022-06-28,35.4181632164793
2022-06-29,39.34770393710983
2022-06-30,47.21027158683613
2022-07-01,49.17010230092231
2022-07-02,35.39724344300974
2022-07-03,0.0
2022-07-04,60.94390315160805
2022-07-05,39.31283524544342
2022-07-06,47.168427715306144
2022-07-07,31.44096859721677
2022-07-08,0.0
2022-07-09,37.32510617441093
2022-07-10,74.63916774343214
2022-07-11,35.350163411513016
