Time,kahoot
2022-05-15,6.0
2022-05-16,67.0
2022-05-17,66.0
2022-05-18,68.0
2022-05-19,74.0
2022-05-20,72.0
2022-05-21,8.0
2022-05-22,6.0
2022-05-23,59.0
2022-05-24,59.0
2022-05-25,54.0
2022-05-26,50.0
2022-05-27,42.0
2022-05-28,5.0
2022-05-29,5.0
2022-05-30,5.0
2022-05-31,36.0
2022-06-01,37.0
2022-06-02,37.0
2022-06-03,37.0
2022-06-04,5.0
2022-06-05,5.0
2022-06-06,30.0
2022-06-07,33.0
2022-06-08,34.0
2022-06-09,30.0
2022-06-10,25.0
2022-06-11,4.0
2022-06-12,4.0
2022-06-13,24.0
2022-06-14,27.0
2022-06-15,20.0
2022-06-16,19.0
2022-06-17,15.0
2022-06-18,4.0
2022-06-19,3.0
2022-06-20,10.0
2022-06-21,14.0
2022-06-22,14.0
2022-06-23,13.0
2022-06-24,8.0
2022-06-25,3.0
2022-06-26,3.0
2022-06-27,8.0
2022-06-28,9.0
2022-06-29,10.0
2022-06-30,9.0
2022-07-01,6.0
2022-07-02,3.0
2022-07-03,3.0
2022-07-04,2.0
2022-07-05,5.0
2022-07-06,7.0
2022-07-07,7.0
2022-07-08,6.0
2022-07-09,3.0
2022-07-10,3.0
2022-07-11,8.0
2022-07-12,8.0
2022-07-13,8.0
2022-07-14,8.0
2022-07-15,6.0
2022-07-16,3.0
2022-07-17,3.0
2022-07-18,6.0
2022-07-19,7.0
2022-07-20,8.0
2022-07-21,8.0
2022-07-22,6.0
2022-07-23,3.0
2022-07-24,2.0
2022-07-25,6.0
2022-07-26,7.0
2022-07-27,8.0
2022-07-28,8.0
2022-07-29,7.0
2022-07-30,3.0
2022-07-31,2.0
2022-08-01,7.0
2022-08-02,9.0
2022-08-03,10.0
2022-08-04,11.0
2022-08-05,14.0
2022-08-06,3.0
2022-08-07,3.0
2022-08-08,13.0
2022-08-09,15.0
2022-08-10,21.0
2022-08-11,29.0
2022-08-12,39.0
2022-08-13,4.0
2022-08-14,4.0
2022-08-15,26.0
2022-08-16,34.0
2022-08-17,41.0
2022-08-18,54.0
2022-08-19,68.0
2022-08-20,5.0
2022-08-21,5.0
2022-08-22,43.0
2022-08-23,53.0
2022-08-24,58.0
2022-08-25,68.0
2022-08-26,83.0
2022-08-27,5.0
2022-08-28,5.0
2022-08-29,54.76952965235174
2022-08-30,61.87116564417178
2022-08-31,74.04539877300614
2022-09-01,82.66155419222905
2022-09-02,81.14703476482617
2022-09-03,5.0725971370143155
2022-09-04,4.058077709611452
2022-09-05,5.0725971370143155
2022-09-06,62.88568507157464
2022-09-07,67.95828220858897
2022-09-08,83.67607361963191
2022-09-09,91.79222903885481
2022-09-10,6.087116564417178
2022-09-11,6.087116564417178
2022-09-12,64.91472392638038
2022-09-13,78.1034764826176
2022-09-14,78.1034764826176
2022-09-15,95.85030674846627
2022-09-16,99.9083844580777
2022-09-17,7.101635991820041
2022-09-18,8.116155419222904
2022-09-19,66.9437627811861
2022-09-20,71.51635991820041
2022-09-21,83.17607361963191
2022-09-22,87.73415132924336
2022-09-23,96.86482617586913
2022-09-24,7.101635991820041
2022-09-25,7.101635991820041
2022-09-26,54.76952965235174
2022-09-27,64.91472392638038
2022-09-28,73.06175869120655
2022-09-29,93.64253578732108
2022-09-30,102.90388548057261
2022-10-01,7.203271983640082
2022-10-02,8.232310838445809
2022-10-03,66.88752556237219
2022-10-04,80.26503067484664
2022-10-05,71.0036809815951
2022-10-06,85.41022494887527
2022-10-07,91.58445807770963
2022-10-08,7.203271983640082
2022-10-09,7.203271983640082
2022-10-10,44.24867075664622
2022-10-11,64.82944785276075
2022-10-12,68.94560327198364
2022-10-13,84.38118609406953
2022-10-14,82.3231083844581
2022-10-15,7.203271983640082
2022-10-16,7.203271983640082
2022-10-17,56.59713701431494
2022-10-18,64.82944785276075
2022-10-19,68.94560327198364
2022-10-20,67.91656441717792
2022-10-21,76.14887525562374
2022-10-22,7.203271983640082
2022-10-23,7.203271983640082
2022-10-24,54.539059304703486
2022-10-25,56.59713701431494
2022-10-26,67.91656441717792
2022-10-27,76.14887525562374
2022-10-28,81.29406952965236
2022-10-29,7.203271983640082
2022-10-30,7.203271983640082
2022-10-31,83.35214723926381
2022-11-01,61.742331288343564
2022-11-02,66.88752556237219
2022-11-03,76.14887525562374
2022-11-04,80.26503067484664
2022-11-05,9.261349693251535
2022-11-06,7.203271983640082
2022-11-07,54.539059304703486
2022-11-08,45.27770961145195
2022-11-09,65.85848670756647
2022-11-10,69.97464212678938
2022-11-11,46.30674846625767
2022-11-12,7.203271983640082
2022-11-13,7.203271983640082
2022-11-14,59.68425357873211
2022-11-15,66.88752556237219
2022-11-16,76.14887525562374
2022-11-17,86.43926380368099
2022-11-18,90.5554192229039
2022-11-19,8.232310838445809
2022-11-20,7.203271983640082
2022-11-21,41.16155419222905
2022-11-22,50.42290388548058
2022-11-23,20.580777096114524
2022-11-24,6.174233128834357
2022-11-25,6.174233128834357
2022-11-26,4.116155419222904
2022-11-27,5.145194274028631
2022-11-28,46.30674846625767
2022-11-29,53.51002044989776
2022-11-30,58.655214723926385
2022-12-01,64.82944785276075
2022-12-02,69.97464212678938
2022-12-03,7.203271983640082
2022-12-04,6.174233128834357
2022-12-05,54.539059304703486
2022-12-06,61.742331288343564
2022-12-07,64.82944785276075
2022-12-08,76.14887525562374
2022-12-09,81.29406952965236
2022-12-10,7.203271983640082
2022-12-11,7.203271983640082
2022-12-12,72.03271983640083
2022-12-13,75.119836400818
2022-12-14,73.06175869120655
2022-12-15,76.14887525562374
2022-12-16,75.119836400818
2022-12-17,7.203271983640082
2022-12-18,6.174233128834357
2022-12-19,45.27770961145195
2022-12-20,47.3357873210634
2022-12-21,45.27770961145195
2022-12-22,30.871165644171782
2022-12-23,15.435582822085891
2022-12-24,6.174233128834357
2022-12-25,7.203271983640082
2022-12-26,4.116155419222904
2022-12-27,3.0871165644171783
2022-12-28,3.0871165644171783
2022-12-29,4.116155419222904
2022-12-30,3.0871165644171783
2022-12-31,3.0871165644171783
2023-01-01,5.145194274028631
2023-01-02,5.145194274028631
2023-01-03,25.725971370143153
2023-01-04,38.07443762781187
2023-01-05,48.364826175869126
2023-01-06,58.655214723926385
2023-01-07,4.116155419222904
2023-01-08,4.116155419222904
2023-01-09,54.539059304703486
2023-01-10,58.655214723926385
2023-01-11,59.68425357873211
2023-01-12,71.0036809815951
2023-01-13,73.06175869120655
2023-01-14,6.174233128834357
2023-01-15,4.116155419222904
2023-01-16,7.203271983640082
2023-01-17,56.59713701431494
2023-01-18,57.62617586912066
2023-01-19,67.91656441717792
2023-01-20,74.09079754601228
2023-01-21,6.174233128834357
2023-01-22,5.145194274028631
2023-01-23,52.48098159509203
2023-01-24,60.71329243353784
2023-01-25,57.62617586912066
2023-01-26,67.91656441717792
2023-01-27,66.88752556237219
2023-01-28,7.203271983640082
2023-01-29,6.174233128834357
2023-01-30,51.451942740286306
2023-01-31,57.62617586912066
2023-02-01,56.59713701431494
2023-02-02,60.71329243353784
2023-02-03,73.06175869120655
2023-02-04,7.203271983640082
2023-02-05,7.203271983640082
2023-02-06,53.51002044989776
2023-02-07,60.71329243353784
2023-02-08,60.71329243353784
2023-02-09,67.91656441717792
2023-02-10,76.14887525562374
2023-02-11,7.203271983640082
2023-02-12,5.145194274028631
2023-02-13,49.39386503067485
2023-02-14,63.80040899795502
2023-02-15,62.77137014314929
2023-02-16,63.80040899795502
2023-02-17,58.655214723926385
2023-02-18,6.174233128834357
2023-02-19,5.145194274028631
2023-02-20,13.37750511247444
2023-02-21,49.39386503067485
2023-02-22,48.364826175869126
2023-02-23,51.451942740286306
2023-02-24,61.742331288343564
2023-02-25,7.203271983640082
2023-02-26,6.174233128834357
2023-02-27,52.48098159509203
2023-02-28,51.451942740286306
2023-03-01,56.59713701431494
2023-03-02,62.77137014314929
2023-03-03,61.742331288343564
2023-03-04,6.174233128834357
2023-03-05,5.145194274028631
2023-03-06,52.48098159509203
2023-03-07,54.539059304703486
2023-03-08,59.68425357873211
2023-03-09,62.77137014314929
2023-03-10,62.77137014314929
2023-03-11,6.174233128834357
2023-03-12,6.174233128834357
2023-03-13,37.04539877300614
2023-03-14,42.19059304703477
2023-03-15,43.21963190184049
2023-03-16,47.3357873210634
2023-03-17,45.27770961145195
2023-03-18,5.145194274028631
2023-03-19,5.145194274028631
2023-03-20,45.27770961145195
2023-03-21,50.42290388548058
2023-03-22,51.451942740286306
2023-03-23,58.655214723926385
2023-03-24,61.742331288343564
2023-03-25,6.174233128834357
2023-03-26,6.174233128834357
2023-03-27,47.3357873210634
2023-03-28,53.51002044989776
2023-03-29,54.539059304703486
2023-03-30,58.655214723926385
2023-03-31,55.56809815950921
2023-04-01,6.174233128834357
2023-04-02,5.145194274028631
2023-04-03,42.19059304703477
2023-04-04,43.21963190184049
2023-04-05,47.3357873210634
2023-04-06,49.39386503067485
2023-04-07,16.464621676891618
2023-04-08,4.116155419222904
2023-04-09,3.0871165644171783
2023-04-10,30.871165644171782
2023-04-11,44.24867075664622
2023-04-12,46.30674846625767
2023-04-13,51.451942740286306
2023-04-14,58.655214723926385
2023-04-15,6.174233128834357
2023-04-16,5.145194274028631
2023-04-17,52.48098159509203
2023-04-18,52.48098159509203
2023-04-19,60.71329243353784
2023-04-20,60.71329243353784
2023-04-21,62.77137014314929
2023-04-22,6.174233128834357
2023-04-23,5.145194274028631
2023-04-24,60.71329243353784
2023-04-25,59.68425357873211
2023-04-26,57.779462723227354
2023-04-27,65.96901459710656
2023-04-28,67.90325266405813
2023-04-29,6.255313806927635
2023-04-30,6.255313806927635
2023-05-01,59.26110118410601
2023-05-02,56.81234368975157
2023-05-03,57.32686311715443
2023-05-04,59.71370079017893
2023-05-05,60.22822021758179
2023-05-06,5.802714200854712
2023-05-07,5.288194773451849
2023-05-08,52.49126794977551
2023-05-09,51.52414891629972
2023-05-10,54.425506016727084
2023-05-11,56.81234368975157
2023-05-12,56.81234368975157
2023-05-13,5.288194773451849
2023-05-14,4.321075739976064
2023-05-15,54.425506016727084
2023-05-16,55.39262505020287
2023-05-17,55.39262505020287
2023-05-18,59.26110118410601
2023-05-19,54.425506016727084
2023-05-20,5.802714200854712
2023-05-21,5.288194773451849
2023-05-22,50.10443027675102
2023-05-23,48.170192209799445
2023-05-24,44.30171607589631
2023-05-25,41.91487840287181
2023-05-26,33.49237084939625
2023-05-27,4.525996060729224
2023-05-28,3.6207968485833786
2023-05-29,3.6207968485833786
2023-05-30,30.77677321295872
2023-05-31,31.68197242510456
2023-06-01,29.871574000812874
2023-06-02,28.96637478866703
2023-06-03,4.525996060729224
2023-06-04,3.6207968485833786
2023-06-05,24.440378727937805
2023-06-06,25.34557794008365
2023-06-07,26.250777152229496
2023-06-08,23.53517951579196
2023-06-09,19.91438266720858
2023-06-10,3.6207968485833786
2023-06-11,3.6207968485833786
2023-06-12,19.91438266720858
2023-06-13,18.103984242916894
2023-06-14,16.293585818625203
2023-06-15,15.38838660647936
2023-06-16,10.862390545750136
2023-06-17,3.6207968485833786
2023-06-18,2.715597636437534
2023-06-19,5.431195272875068
2023-06-20,10.862390545750136
2023-06-21,10.862390545750136
2023-06-22,9.051992121458447
2023-06-23,7.241593697166757
2023-06-24,2.715597636437534
2023-06-25,2.715597636437534
2023-06-26,7.241593697166757
2023-06-27,7.241593697166757
2023-06-28,8.146792909312602
2023-06-29,7.241593697166757
2023-06-30,6.336394485020913
2023-07-01,1.8103984242916893
2023-07-02,1.8103984242916893
2023-07-03,3.6207968485833786
2023-07-04,1.8103984242916893
2023-07-05,4.525996060729224
2023-07-06,5.431195272875068
2023-07-07,4.525996060729224
2023-07-08,2.715597636437534
2023-07-09,2.715597636437534
2023-07-10,5.431195272875068
2023-07-11,6.336394485020913
2023-07-12,7.241593697166757
2023-07-13,7.241593697166757
2023-07-14,5.431195272875068
2023-07-15,1.8103984242916893
2023-07-16,1.8103984242916893
2023-07-17,5.431195272875068
2023-07-18,7.241593697166757
2023-07-19,6.336394485020913
2023-07-20,8.146792909312602
2023-07-21,5.431195272875068
2023-07-22,2.715597636437534
2023-07-23,1.8103984242916893
2023-07-24,5.431195272875068
2023-07-25,7.241593697166757
2023-07-26,6.336394485020913
2023-07-27,7.241593697166757
2023-07-28,6.336394485020913
2023-07-29,2.715597636437534
2023-07-30,1.8103984242916893
2023-07-31,5.431195272875068
2023-08-01,7.241593697166757
2023-08-02,8.146792909312602
2023-08-03,10.862390545750136
2023-08-04,11.76758975789598
2023-08-05,2.715597636437534
2023-08-06,2.715597636437534
2023-08-07,10.862390545750136
2023-08-08,14.483187394333514
2023-08-09,16.293585818625203
2023-08-10,21.724781091500272
2023-08-11,29.871574000812874
2023-08-12,2.715597636437534
2023-08-13,3.6207968485833786
2023-08-14,21.724781091500272
2023-08-15,29.871574000812874
2023-08-16,38.92356612227132
2023-08-17,51.596355092313146
2023-08-18,58.8379487894799
2023-08-19,3.6207968485833786
2023-08-20,3.6207968485833786
2023-08-21,39.82876533441716
2023-08-22,46.165159819438074
2023-08-23,53.40675351660484
2023-08-24,65.17434327450081
2023-08-25,68.7951401230842
2023-08-26,3.6207968485833786
2023-08-27,4.525996060729224
2023-08-28,51.596355092313146
2023-08-29,57.93274957733406
2023-08-30,61.55354642591744
2023-08-31,72.41593697166758
2023-09-01,72.41593697166758
2023-09-02,3.6207968485833786
2023-09-03,2.715597636437534
2023-09-04,3.6207968485833786
2023-09-05,59.74314800162575
2023-09-06,70.60553854737589
2023-09-07,77.84713224454264
2023-09-08,90.51992121458447
2023-09-09,4.525996060729224
2023-09-10,4.525996060729224
2023-09-11,58.8379487894799
2023-09-12,66.9847416987925
2023-09-13,75.1315346081051
2023-09-14,83.27832751741771
2023-09-15,88.70952279029278
2023-09-16,5.431195272875068
2023-09-17,5.431195272875068
2023-09-18,61.55354642591744
2023-09-19,73.32113618381342
2023-09-20,76.03673382025094
2023-09-21,83.27832751741771
2023-09-22,88.70952279029278
2023-09-23,5.431195272875068
2023-09-24,5.431195272875068
2023-09-25,50.6911558801673
2023-09-26,67.88994091093835
2023-09-27,76.03673382025094
2023-09-28,84.18352672956355
2023-09-29,88.70952279029278
2023-09-30,5.431195272875068
2023-10-01,5.431195272875068
2023-10-02,60.64834721377159
2023-10-03,66.9847416987925
2023-10-04,69.70033933523004
2023-10-05,79.65753066883433
2023-10-06,73.32113618381342
2023-10-07,5.431195272875068
2023-10-08,5.431195272875068
2023-10-09,36.20796848583379
2023-10-10,56.122351153042366
2023-10-11,56.122351153042366
2023-10-12,64.26914406235497
2023-10-13,60.64834721377159
2023-10-14,5.431195272875068
2023-10-15,5.431195272875068
2023-10-16,51.596355092313146
2023-10-17,58.8379487894799
2023-10-18,60.64834721377159
2023-10-19,68.7951401230842
2023-10-20,66.9847416987925
2023-10-21,6.336394485020913
2023-10-22,5.431195272875068
2023-10-23,57.93274957733406
2023-10-24,60.64834721377159
2023-10-25,63.36394485020912
2023-10-26,68.7951401230842
2023-10-27,68.7951401230842
2023-10-28,5.431195272875068
2023-10-29,5.431195272875068
2023-10-30,54.311952728750676
2023-10-31,79.65753066883433
2023-11-01,52.50155430445899
2023-11-02,58.8379487894799
2023-11-03,58.8379487894799
2023-11-04,5.431195272875068
2023-11-05,5.431195272875068
2023-11-06,50.6911558801673
2023-11-07,47.07035903158392
2023-11-08,54.311952728750676
2023-11-09,60.64834721377159
2023-11-10,36.20796848583379
2023-11-11,5.431195272875068
2023-11-12,5.431195272875068
2023-11-13,48.88075745587561
2023-11-14,53.40675351660484
2023-11-15,59.74314800162575
2023-11-16,63.36394485020912
2023-11-17,70.60553854737589
2023-11-18,7.241593697166757
2023-11-19,6.336394485020913
2023-11-20,37.113167697979634
2023-11-21,44.35476139514639
2023-11-22,18.103984242916894
2023-11-23,4.525996060729224
2023-11-24,4.525996060729224
2023-11-25,3.6207968485833786
2023-11-26,3.6207968485833786
2023-11-27,42.5443629708547
2023-11-28,50.6911558801673
2023-11-29,54.311952728750676
2023-11-30,58.8379487894799
2023-12-01,64.26914406235497
2023-12-02,6.336394485020913
2023-12-03,5.431195272875068
2023-12-04,49.785956668021456
2023-12-05,53.40675351660484
2023-12-06,57.02755036518821
2023-12-07,60.64834721377159
2023-12-08,63.36394485020912
2023-12-09,6.336394485020913
2023-12-10,5.431195272875068
2023-12-11,53.40675351660484
2023-12-12,57.93274957733406
2023-12-13,60.64834721377159
2023-12-14,72.41593697166758
2023-12-15,69.70033933523004
2023-12-16,6.336394485020913
2023-12-17,6.336394485020913
2023-12-18,55.21715194089652
2023-12-19,55.21715194089652
2023-12-20,48.88075745587561
2023-12-21,41.639163758708854
2023-12-22,28.061175576521183
2023-12-23,4.525996060729224
2023-12-24,4.525996060729224
2023-12-25,6.336394485020913
2023-12-26,3.6207968485833786
2023-12-27,2.715597636437534
2023-12-28,2.715597636437534
2023-12-29,2.715597636437534
2023-12-30,2.715597636437534
2023-12-31,2.715597636437534
2024-01-01,4.525996060729224
2024-01-02,14.483187394333514
2024-01-03,28.061175576521183
2024-01-04,34.3975700615421
2024-01-05,39.37616572834424
2024-01-06,3.6207968485833786
2024-01-07,3.6207968485833786
2024-01-08,42.09176336478178
2024-01-09,40.73396454656301
2024-01-10,48.42815784980269
2024-01-11,57.93274957733406
2024-01-12,55.669751546969444
2024-01-13,4.525996060729224
2024-01-14,3.6207968485833786
2024-01-15,4.525996060729224
2024-01-16,30.77677321295872
2024-01-17,43.449562183000545
2024-01-18,54.311952728750676
2024-01-19,50.6911558801673
2024-01-20,4.525996060729224
2024-01-21,4.525996060729224
2024-01-22,47.07035903158392
2024-01-23,48.88075745587561
2024-01-24,55.21715194089652
2024-01-25,61.55354642591744
2024-01-26,66.9847416987925
2024-01-27,7.241593697166757
2024-01-28,4.525996060729224
2024-01-29,48.88075745587561
2024-01-30,57.93274957733406
2024-01-31,57.93274957733406
2024-02-01,62.45874563806328
2024-02-02,65.17434327450081
2024-02-03,6.336394485020913
2024-02-04,5.431195272875068
2024-02-05,47.975558243729765
2024-02-06,54.311952728750676
2024-02-07,57.93274957733406
2024-02-08,65.17434327450081
2024-02-09,66.9847416987925
2024-02-10,6.336394485020913
2024-02-11,5.431195272875068
2024-02-12,44.35476139514639
2024-02-13,49.785956668021456
2024-02-14,59.74314800162575
2024-02-15,59.74314800162575
2024-02-16,52.50155430445899
2024-02-17,5.431195272875068
2024-02-18,4.525996060729224
2024-02-19,14.483187394333514
2024-02-20,43.449562183000545
2024-02-21,48.88075745587561
2024-02-22,57.02755036518821
2024-02-23,57.02755036518821
2024-02-24,6.336394485020913
2024-02-25,5.431195272875068
2024-02-26,47.975558243729765
2024-02-27,51.596355092313146
2024-02-28,55.21715194089652
2024-02-29,61.55354642591744
2024-03-01,60.64834721377159
2024-03-02,5.431195272875068
2024-03-03,5.431195272875068
2024-03-04,50.6911558801673
2024-03-05,53.40675351660484
2024-03-06,57.02755036518821
2024-03-07,60.64834721377159
2024-03-08,59.74314800162575
2024-03-09,6.336394485020913
2024-03-10,5.431195272875068
2024-03-11,37.113167697979634
2024-03-12,42.5443629708547
2024-03-13,43.449562183000545
2024-03-14,48.88075745587561
2024-03-15,47.07035903158392
2024-03-16,4.525996060729224
2024-03-17,4.525996060729224
2024-03-18,43.449562183000545
2024-03-19,47.07035903158392
2024-03-20,50.6911558801673
2024-03-21,52.50155430445899
2024-03-22,55.21715194089652
2024-03-23,5.431195272875068
2024-03-24,4.525996060729224
2024-03-25,38.92356612227132
2024-03-26,41.639163758708854
2024-03-27,45.259960607292236
2024-03-28,45.259960607292236
2024-03-29,15.38838660647936
2024-03-30,3.6207968485833786
2024-03-31,3.6207968485833786
2024-04-01,24.440378727937805
2024-04-02,38.01836691012547
2024-04-03,40.73396454656301
2024-04-04,44.35476139514639
2024-04-05,48.88075745587561
2024-04-06,4.525996060729224
2024-04-07,4.525996060729224
2024-04-08,41.639163758708854
2024-04-09,55.21715194089652
2024-04-10,46.165159819438074
2024-04-11,59.74314800162575
2024-04-12,64.26914406235497
2024-04-13,5.431195272875068
2024-04-14,4.525996060729224
2024-04-15,52.50155430445899
2024-04-16,53.40675351660484
2024-04-17,57.93274957733406
2024-04-18,60.64834721377159
2024-04-19,66.07954248664666
2024-04-20,4.525996060729224
2024-04-21,5.431195272875068
2024-04-22,54.311952728750676
2024-04-23,53.40675351660484
2024-04-24,56.122351153042366
2024-04-25,62.45874563806328
2024-04-26,58.8379487894799
2024-04-27,5.431195272875068
2024-04-28,4.525996060729224
2024-04-29,54.311952728750676
2024-04-30,56.122351153042366
2024-05-01,55.21715194089652
2024-05-02,61.55354642591744
2024-05-03,68.7951401230842
2024-05-04,4.525996060729224
2024-05-05,4.525996060729224
2024-05-06,53.40675351660484
2024-05-07,55.21715194089652
2024-05-08,54.311952728750676
2024-05-09,57.93274957733406
2024-05-10,55.21715194089652
2024-05-11,4.525996060729224
2024-05-12,3.6207968485833786
2024-05-13,55.21715194089652
2024-05-14,55.21715194089652
2024-05-15,54.311952728750676
2024-05-16,57.93274957733406
2024-05-17,53.40675351660484
2024-05-18,4.525996060729224
2024-05-19,4.525996060729224
2024-05-20,50.6911558801673
2024-05-21,52.50155430445899
2024-05-22,44.35476139514639
2024-05-23,44.35476139514639
2024-05-24,34.3975700615421
2024-05-25,4.525996060729224
2024-05-26,3.6207968485833786
2024-05-27,3.6207968485833786
2024-05-28,29.871574000812874
2024-05-29,30.77677321295872
2024-05-30,32.58717163725041
2024-05-31,28.061175576521183
2024-06-01,3.6207968485833786
2024-06-02,3.6207968485833786
2024-06-03,25.34557794008365
2024-06-04,27.155976364375338
2024-06-05,28.061175576521183
2024-06-06,24.440378727937805
2024-06-07,19.91438266720858
2024-06-08,3.6207968485833786
2024-06-09,3.6207968485833786
2024-06-10,18.103984242916894
2024-06-11,20.819581879354427
2024-06-12,17.19878503077105
2024-06-13,18.103984242916894
2024-06-14,11.76758975789598
2024-06-15,2.715597636437534
2024-06-16,2.715597636437534
2024-06-17,10.862390545750136
2024-06-18,11.76758975789598
2024-06-19,5.431195272875068
2024-06-20,9.95719133360429
2024-06-21,8.146792909312602
2024-06-22,2.715597636437534
2024-06-23,2.715597636437534
2024-06-24,8.146792909312602
2024-06-25,9.051992121458447
2024-06-26,8.146792909312602
2024-06-27,7.241593697166757
2024-06-28,5.431195272875068
2024-06-29,2.715597636437534
2024-06-30,1.8103984242916893
2024-07-01,4.525996060729224
2024-07-02,4.525996060729224
2024-07-03,5.431195272875068
2024-07-04,1.8103984242916893
2024-07-05,2.715597636437534
2024-07-06,1.8103984242916893
2024-07-07,1.8103984242916893
2024-07-08,5.431195272875068
2024-07-09,6.336394485020913
2024-07-10,7.241593697166757
2024-07-11,7.241593697166757
2024-07-12,5.431195272875068
2024-07-13,2.715597636437534
2024-07-14,1.8103984242916893
2024-07-15,5.431195272875068
2024-07-16,6.336394485020913
2024-07-17,6.336394485020913
2024-07-18,6.336394485020913
2024-07-19,4.525996060729224
2024-07-20,2.715597636437534
2024-07-21,2.715597636437534
2024-07-22,5.431195272875068
2024-07-23,6.336394485020913
2024-07-24,6.336394485020913
2024-07-25,7.241593697166757
2024-07-26,6.336394485020913
2024-07-27,2.715597636437534
2024-07-28,2.715597636437534
2024-07-29,5.431195272875068
2024-07-30,6.336394485020913
2024-07-31,7.241593697166757
2024-08-01,8.146792909312602
2024-08-02,8.146792909312602
2024-08-03,2.715597636437534
2024-08-04,2.715597636437534
2024-08-05,9.051992121458447
2024-08-06,10.862390545750136
2024-08-07,13.577988182187669
2024-08-08,17.19878503077105
2024-08-09,19.009183455062736
2024-08-10,2.715597636437534
2024-08-11,2.715597636437534
2024-08-12,19.009183455062736
2024-08-13,24.440378727937805
2024-08-14,33.49237084939625
2024-08-15,45.259960607292236
2024-08-16,54.311952728750676
2024-08-17,3.6207968485833786
2024-08-18,3.6298943281024325
2024-08-19,37.20641686304993
2024-08-20,46.28115268330601
2024-08-21,48.548699453430146
2024-08-22,61.253329601788664
2024-08-23,73.95795975014718
2024-08-24,4.53736791012804
2024-08-25,4.53736791012804
2024-08-26,53.993540945583796
2024-08-27,59.438382437737445
2024-08-28,65.7906975119167
2024-08-29,77.13525447217668
2024-08-30,70.32806542204474
2024-08-31,3.6298943281024325
2024-09-01,3.6298943281024325
2024-09-02,3.6298943281024325
2024-09-03,56.715961691660624
2024-09-04,68.51311825799353
2024-09-05,83.03269557040326
2024-09-06,90.29248422660812
2024-09-07,4.53736791012804
2024-09-08,4.53736791012804
2024-09-09,63.06827676583988
2024-09-10,64.8832239298911
2024-09-11,65.33809790584378
2024-09-12,79.85767521825352
2024-09-13,85.75511631648008
2024-09-14,4.53736791012804
2024-09-15,4.53736791012804
2024-09-16,59.438382437737445
2024-09-17,68.23109639290286
2024-09-18,73.6895841043351
