Time,t_mobile
2022-09-28,63.11111111111111
2022-09-29,63.11111111111111
2022-09-30,66.26666666666667
2022-10-01,72.57777777777777
2022-10-02,64.68888888888888
2022-10-03,59.955555555555556
2022-10-04,63.11111111111111
2022-10-05,69.42222222222222
2022-10-06,66.26666666666667
2022-10-07,74.15555555555555
2022-10-08,72.57777777777777
2022-10-09,64.68888888888888
2022-10-10,67.84444444444445
2022-10-11,59.955555555555556
2022-10-12,59.955555555555556
2022-10-13,63.11111111111111
2022-10-14,64.68888888888888
2022-10-15,66.26666666666667
2022-10-16,59.955555555555556
2022-10-17,59.955555555555556
2022-10-18,58.37777777777777
2022-10-19,58.37777777777777
2022-10-20,59.955555555555556
2022-10-21,66.26666666666667
2022-10-22,66.26666666666667
2022-10-23,61.53333333333333
2022-10-24,59.955555555555556
2022-10-25,55.22222222222222
2022-10-26,53.644444444444446
2022-10-27,56.8
2022-10-28,58.37777777777777
2022-10-29,58.37777777777777
2022-10-30,50.48888888888889
2022-10-31,52.06666666666666
2022-11-01,56.8
2022-11-02,56.8
2022-11-03,55.22222222222222
2022-11-04,56.8
2022-11-05,61.53333333333333
2022-11-06,50.48888888888889
2022-11-07,52.06666666666666
2022-11-08,52.06666666666666
2022-11-09,50.48888888888889
2022-11-10,56.8
2022-11-11,59.955555555555556
2022-11-12,58.37777777777777
2022-11-13,56.8
2022-11-14,53.644444444444446
2022-11-15,58.37777777777777
2022-11-16,55.22222222222222
2022-11-17,58.37777777777777
2022-11-18,58.37777777777777
2022-11-19,66.26666666666667
2022-11-20,63.11111111111111
2022-11-21,58.37777777777777
2022-11-22,61.53333333333333
2022-11-23,66.26666666666667
2022-11-24,63.11111111111111
2022-11-25,96.24444444444444
2022-11-26,78.88888888888889
2022-11-27,71.0
2022-11-28,66.26666666666667
2022-11-29,61.53333333333333
2022-11-30,55.22222222222222
2022-12-01,58.37777777777777
2022-12-02,58.37777777777777
2022-12-03,63.11111111111111
2022-12-04,59.955555555555556
2022-12-05,55.22222222222222
2022-12-06,56.8
2022-12-07,58.37777777777777
2022-12-08,58.37777777777777
2022-12-09,61.53333333333333
2022-12-10,69.42222222222222
2022-12-11,61.53333333333333
2022-12-12,59.955555555555556
2022-12-13,64.68888888888888
2022-12-14,58.37777777777777
2022-12-15,61.53333333333333
2022-12-16,64.68888888888888
2022-12-17,71.0
2022-12-18,63.11111111111111
2022-12-19,59.955555555555556
2022-12-20,66.26666666666667
2022-12-21,66.26666666666667
2022-12-22,66.26666666666667
2022-12-23,72.57777777777777
2022-12-24,66.26666666666667
2022-12-25,48.91111111111111
2022-12-26,77.3111111111111
2022-12-27,71.0
2022-12-28,66.26666666666667
2022-12-29,67.84444444444445
2022-12-30,64.68888888888888
2022-12-31,59.955555555555556
2023-01-01,50.48888888888889
2023-01-02,64.68888888888888
2023-01-03,58.37777777777777
2023-01-04,58.37777777777777
2023-01-05,58.37777777777777
2023-01-06,58.37777777777777
2023-01-07,58.37777777777777
2023-01-08,53.644444444444446
2023-01-09,50.48888888888889
2023-01-10,58.37777777777777
2023-01-11,55.22222222222222
2023-01-12,56.8
2023-01-13,61.53333333333333
2023-01-14,61.53333333333333
2023-01-15,55.22222222222222
2023-01-16,56.8
2023-01-17,52.06666666666666
2023-01-18,53.644444444444446
2023-01-19,56.8
2023-01-20,67.84444444444445
2023-01-21,64.68888888888888
2023-01-22,53.644444444444446
2023-01-23,53.644444444444446
2023-01-24,66.26666666666667
2023-01-25,52.06666666666666
2023-01-26,50.48888888888889
2023-01-27,50.48888888888889
2023-01-28,55.22222222222222
2023-01-29,52.06666666666666
2023-01-30,50.48888888888889
2023-01-31,50.48888888888889
2023-02-01,56.8
2023-02-02,59.955555555555556
2023-02-03,58.37777777777777
2023-02-04,59.955555555555556
2023-02-05,55.22222222222222
2023-02-06,48.91111111111111
2023-02-07,53.644444444444446
2023-02-08,50.48888888888889
2023-02-09,53.644444444444446
2023-02-10,55.22222222222222
2023-02-11,61.53333333333333
2023-02-12,52.06666666666666
2023-02-13,69.42222222222222
2023-02-14,157.77777777777777
2023-02-15,64.68888888888888
2023-02-16,61.53333333333333
2023-02-17,67.84444444444445
2023-02-18,69.42222222222222
2023-02-19,61.53333333333333
2023-02-20,58.37777777777777
2023-02-21,55.22222222222222
2023-02-22,56.8
2023-02-23,61.53333333333333
2023-02-24,64.68888888888888
2023-02-25,63.11111111111111
2023-02-26,63.11111111111111
2023-02-27,55.22222222222222
2023-02-28,59.955555555555556
2023-03-01,56.8
2023-03-02,59.955555555555556
2023-03-03,58.37777777777777
2023-03-04,64.68888888888888
2023-03-05,64.68888888888888
2023-03-06,55.22222222222222
2023-03-07,58.37777777777777
2023-03-08,59.955555555555556
2023-03-09,63.11111111111111
2023-03-10,63.11111111111111
2023-03-11,64.68888888888888
2023-03-12,58.37777777777777
2023-03-13,56.8
2023-03-14,58.37777777777777
2023-03-15,59.955555555555556
2023-03-16,61.53333333333333
2023-03-17,61.53333333333333
2023-03-18,63.11111111111111
2023-03-19,59.955555555555556
2023-03-20,58.37777777777777
2023-03-21,58.37777777777777
2023-03-22,55.22222222222222
2023-03-23,59.955555555555556
2023-03-24,58.37777777777777
2023-03-25,58.37777777777777
2023-03-26,55.22222222222222
2023-03-27,53.644444444444446
2023-03-28,56.8
2023-03-29,55.22222222222222
2023-03-30,58.37777777777777
2023-03-31,55.22222222222222
2023-04-01,61.53333333333333
2023-04-02,53.644444444444446
2023-04-03,53.644444444444446
2023-04-04,52.06666666666666
2023-04-05,53.644444444444446
2023-04-06,53.644444444444446
2023-04-07,53.644444444444446
2023-04-08,55.22222222222222
2023-04-09,45.75555555555555
2023-04-10,53.644444444444446
2023-04-11,52.06666666666666
2023-04-12,52.06666666666666
2023-04-13,52.06666666666666
2023-04-14,55.22222222222222
2023-04-15,55.22222222222222
2023-04-16,52.06666666666666
2023-04-17,52.06666666666666
2023-04-18,61.53333333333333
2023-04-19,56.8
2023-04-20,58.37777777777777
2023-04-21,59.955555555555556
2023-04-22,63.11111111111111
2023-04-23,67.84444444444445
2023-04-24,53.644444444444446
2023-04-25,55.22222222222222
2023-04-26,51.78399028211611
2023-04-27,53.50926669641528
2023-04-28,58.21690217660766
2023-04-29,58.21690217660766
2023-04-30,56.49162576230849
2023-05-01,63.39273141950517
2023-05-02,58.6850959393128
2023-05-03,55.234543110714455
2023-05-04,54.766349348009314
2023-05-05,52.25218404482125
2023-05-06,58.21690217660766
2023-05-07,48.801631216222916
2023-05-08,50.52690763052208
2023-05-09,56.95981952501363
2023-05-10,51.78399028211611
2023-05-11,53.97746045912042
2023-05-12,56.95981952501363
2023-05-13,55.234543110714455
2023-05-14,53.50926669641528
2023-05-15,55.234543110714455
2023-05-16,56.95981952501363
2023-05-17,56.95981952501363
2023-05-18,58.6850959393128
2023-05-19,58.6850959393128
2023-05-20,62.92453765680003
2023-05-21,53.50926669641528
2023-05-22,56.49162576230849
2023-05-23,56.49162576230849
2023-05-24,55.702736873419596
2023-05-25,59.942178590906835
2023-05-26,60.86518915166839
2023-05-27,68.35628935495065
2023-05-28,58.05602657543754
2023-05-29,55.246863999206695
2023-05-30,59.92880162625811
2023-05-31,58.05602657543754
2023-06-01,61.80157667707867
2023-06-02,63.674351727899236
2023-06-03,65.5471267787198
2023-06-04,60.86518915166839
2023-06-05,61.80157667707867
2023-06-06,60.86518915166839
2023-06-07,58.05602657543754
2023-06-08,57.11963905002726
2023-06-09,58.992414100847824
2023-06-10,61.80157667707867
2023-06-11,58.992414100847824
2023-06-12,60.86518915166839
2023-06-13,60.86518915166839
2023-06-14,62.73796420248895
2023-06-15,63.674351727899236
2023-06-16,64.61073925330952
2023-06-17,64.61073925330952
2023-06-18,59.92880162625811
2023-06-19,62.73796420248895
2023-06-20,74.91100203282264
2023-06-21,64.61073925330952
2023-06-22,63.674351727899236
2023-06-23,63.674351727899236
2023-06-24,60.86518915166839
2023-06-25,58.992414100847824
2023-06-26,62.73796420248895
2023-06-27,62.73796420248895
2023-06-28,60.86518915166839
2023-06-29,57.11963905002726
2023-06-30,66.48351430413008
2023-07-01,63.674351727899236
2023-07-02,63.674351727899236
2023-07-03,66.48351430413008
2023-07-04,57.11963905002726
2023-07-05,60.86518915166839
2023-07-06,64.61073925330952
2023-07-07,66.48351430413008
2023-07-08,67.41990182954036
2023-07-09,59.92880162625811
2023-07-10,65.5471267787198
2023-07-11,68.35628935495065
2023-07-12,65.5471267787198
2023-07-13,64.61073925330952
2023-07-14,65.5471267787198
2023-07-15,63.674351727899236
2023-07-16,58.05602657543754
2023-07-17,63.674351727899236
2023-07-18,76.7837770836432
2023-07-19,68.35628935495065
2023-07-20,63.674351727899236
2023-07-21,71.16545193118151
2023-07-22,62.73796420248895
2023-07-23,58.992414100847824
2023-07-24,61.80157667707867
2023-07-25,62.73796420248895
2023-07-26,63.674351727899236
2023-07-27,65.5471267787198
2023-07-28,64.61073925330952
2023-07-29,65.5471267787198
2023-07-30,58.992414100847824
2023-07-31,59.92880162625811
2023-08-01,68.35628935495065
2023-08-02,68.35628935495065
2023-08-03,65.5471267787198
2023-08-04,63.674351727899236
2023-08-05,58.992414100847824
2023-08-06,58.05602657543754
2023-08-07,63.674351727899236
2023-08-08,63.674351727899236
2023-08-09,61.80157667707867
2023-08-10,63.674351727899236
2023-08-11,64.61073925330952
2023-08-12,63.674351727899236
2023-08-13,57.11963905002726
2023-08-14,62.73796420248895
2023-08-15,63.674351727899236
2023-08-16,62.73796420248895
2023-08-17,62.73796420248895
2023-08-18,61.80157667707867
2023-08-19,61.80157667707867
2023-08-20,57.11963905002726
2023-08-21,61.80157667707867
2023-08-22,63.674351727899236
2023-08-23,63.674351727899236
2023-08-24,58.992414100847824
2023-08-25,60.86518915166839
2023-08-26,60.86518915166839
2023-08-27,59.92880162625811
2023-08-28,56.18325152461698
2023-08-29,62.73796420248895
2023-08-30,60.86518915166839
2023-08-31,57.11963905002726
2023-09-01,63.674351727899236
2023-09-02,62.73796420248895
2023-09-03,54.310476473796406
2023-09-04,56.18325152461698
2023-09-05,56.18325152461698
2023-09-06,57.11963905002726
2023-09-07,56.18325152461698
2023-09-08,55.246863999206695
2023-09-09,54.310476473796406
2023-09-10,50.56492637215528
2023-09-11,53.374088948386124
2023-09-12,68.35628935495065
2023-09-13,82.4021022361049
2023-09-14,67.41990182954036
2023-09-15,91.76597749020773
2023-09-16,80.52932718528433
2023-09-17,72.10183945659179
2023-09-18,67.41990182954036
2023-09-19,67.41990182954036
2023-09-20,65.5471267787198
2023-09-21,62.73796420248895
2023-09-22,77.72016460905348
2023-09-23,88.95681491397687
2023-09-24,81.46571471069461
2023-09-25,74.91100203282264
2023-09-26,69.29267688036093
2023-09-27,68.35628935495065
2023-09-28,64.61073925330952
2023-09-29,65.5471267787198
2023-09-30,74.91100203282264
2023-10-01,70.22906440577123
2023-10-02,64.61073925330952
2023-10-03,66.48351430413008
2023-10-04,66.48351430413008
2023-10-05,63.674351727899236
2023-10-06,63.674351727899236
2023-10-07,68.35628935495065
2023-10-08,62.73796420248895
2023-10-09,63.674351727899236
2023-10-10,62.73796420248895
2023-10-11,64.61073925330952
2023-10-12,72.10183945659179
2023-10-13,78.65655213446377
2023-10-14,74.91100203282264
2023-10-15,72.10183945659179
2023-10-16,93.6387525410283
2023-10-17,88.95681491397687
2023-10-18,66.48351430413008
2023-10-19,63.674351727899236
2023-10-20,66.48351430413008
2023-10-21,61.80157667707867
2023-10-22,58.992414100847824
2023-10-23,59.92880162625811
2023-10-24,64.61073925330952
2023-10-25,59.92880162625811
2023-10-26,58.05602657543754
2023-10-27,57.11963905002726
2023-10-28,58.05602657543754
2023-10-29,56.18325152461698
2023-10-30,52.43770142297584
2023-10-31,55.246863999206695
2023-11-01,54.310476473796406
2023-11-02,61.80157667707867
2023-11-03,61.80157667707867
2023-11-04,62.73796420248895
2023-11-05,58.05602657543754
2023-11-06,60.86518915166839
2023-11-07,58.992414100847824
2023-11-08,58.992414100847824
2023-11-09,58.05602657543754
2023-11-10,58.992414100847824
2023-11-11,58.992414100847824
2023-11-12,57.11963905002726
2023-11-13,55.246863999206695
2023-11-14,56.18325152461698
2023-11-15,51.50131389756556
2023-11-16,58.05602657543754
2023-11-17,60.86518915166839
2023-11-18,63.674351727899236
2023-11-19,59.92880162625811
2023-11-20,59.92880162625811
2023-11-21,64.61073925330952
2023-11-22,65.5471267787198
2023-11-23,60.86518915166839
2023-11-24,89.89320243938715
2023-11-25,74.91100203282264
2023-11-26,71.16545193118151
2023-11-27,67.41990182954036
2023-11-28,61.80157667707867
2023-11-29,59.92880162625811
2023-11-30,57.11963905002726
2023-12-01,59.92880162625811
2023-12-02,63.674351727899236
2023-12-03,56.18325152461698
2023-12-04,58.05602657543754
2023-12-05,62.73796420248895
2023-12-06,58.992414100847824
2023-12-07,54.310476473796406
2023-12-08,58.05602657543754
2023-12-09,58.992414100847824
2023-12-10,61.80157667707867
2023-12-11,54.310476473796406
2023-12-12,56.18325152461698
2023-12-13,58.05602657543754
2023-12-14,50.56492637215528
2023-12-15,56.18325152461698
2023-12-16,60.86518915166839
2023-12-17,61.80157667707867
2023-12-18,58.992414100847824
2023-12-19,60.86518915166839
2023-12-20,59.92880162625811
2023-12-21,64.61073925330952
2023-12-22,64.60330760628246
2023-12-23,71.03168228469433
2023-12-24,55.194842470017235
2023-12-25,49.628538846744995
2023-12-26,75.73591485282694
2023-12-27,74.8738437976873
2023-12-28,68.44546911927544
2023-12-29,69.30754017441507
2023-12-30,62.01709444086358
2023-12-31,49.628538846744995
2024-01-01,50.490609901884625
2024-01-02,57.31286187273097
2024-01-03,55.194842470017235
2024-01-04,59.03700398301022
2024-01-05,59.03700398301022
2024-01-06,53.47070035973798
2024-01-07,49.628538846744995
2024-01-08,49.628538846744995
2024-01-09,47.90439673646574
2024-01-10,47.51051944403126
2024-01-11,58.1749329278706
2024-01-12,53.07682306730349
2024-01-13,56.05691352515686
2024-01-14,51.35268095702425
2024-01-15,50.490609901884625
2024-01-16,47.04232568132612
2024-01-17,51.35268095702425
2024-01-18,52.60862930459835
2024-01-19,54.332771414877605
2024-01-20,56.05691352515686
2024-01-21,55.142820940827775
2024-01-22,52.77955718622087
2024-01-23,51.9918026013519
2024-01-24,49.628538846744995
2024-01-25,51.9918026013519
2024-01-26,56.71833011056571
2024-01-27,54.355066355958805
2024-01-28,48.05302967700706
2024-01-29,47.26527509213809
2024-01-30,49.628538846744995
2024-01-31,47.26527509213809
2024-02-01,48.84078426187603
2024-02-02,50.416293431613965
2024-02-03,50.416293431613965
2024-02-04,48.84078426187603
2024-02-05,44.902011337531185
2024-02-06,47.26527509213809
2024-02-07,47.26527509213809
2024-02-08,45.689765922400156
2024-02-09,44.11425675266222
2024-02-10,50.416293431613965
2024-02-11,46.477520507269126
2024-02-12,51.204048016482936
2024-02-13,49.628538846744995
2024-02-14,43.32650216779325
2024-02-15,48.05302967700706
2024-02-16,55.930575525696746
2024-02-17,51.9918026013519
2024-02-18,47.26527509213809
2024-02-19,50.416293431613965
2024-02-20,47.26527509213809
2024-02-21,46.477520507269126
2024-02-22,71.68566722307611
2024-02-23,57.50608469543468
2024-02-24,54.355066355958805
2024-02-25,48.05302967700706
2024-02-26,45.689765922400156
2024-02-27,45.689765922400156
2024-02-28,44.902011337531185
2024-02-29,47.26527509213809
2024-03-01,52.77955718622087
2024-03-02,55.142820940827775
2024-03-03,48.05302967700706
2024-03-04,44.11425675266222
2024-03-05,48.84078426187603
2024-03-06,48.84078426187603
2024-03-07,48.05302967700706
2024-03-08,54.355066355958805
2024-03-09,47.26527509213809
2024-03-10,46.477520507269126
2024-03-11,43.32650216779325
2024-03-12,45.689765922400156
2024-03-13,46.477520507269126
2024-03-14,46.477520507269126
2024-03-15,48.05302967700706
2024-03-16,49.628538846744995
2024-03-17,46.477520507269126
2024-03-18,43.32650216779325
2024-03-19,45.689765922400156
2024-03-20,45.689765922400156
2024-03-21,48.05302967700706
2024-03-22,45.689765922400156
2024-03-23,47.26527509213809
2024-03-24,44.902011337531185
2024-03-25,41.75099299805532
2024-03-26,53.56731177108984
2024-03-27,47.26527509213809
2024-03-28,48.05302967700706
2024-03-29,50.416293431613965
2024-03-30,47.26527509213809
2024-03-31,41.75099299805532
2024-04-01,48.05302967700706
2024-04-02,48.05302967700706
2024-04-03,44.11425675266222
2024-04-04,43.32650216779325
2024-04-05,44.11425675266222
2024-04-06,44.902011337531185
2024-04-07,44.11425675266222
2024-04-08,46.477520507269126
2024-04-09,44.902011337531185
2024-04-10,39.38772924344841
2024-04-11,44.902011337531185
2024-04-12,49.628538846744995
2024-04-13,47.26527509213809
2024-04-14,50.416293431613965
2024-04-15,44.11425675266222
2024-04-16,58.29383928030365
2024-04-17,49.628538846744995
2024-04-18,47.26527509213809
2024-04-19,48.84078426187603
2024-04-20,46.477520507269126
2024-04-21,44.11425675266222
2024-04-22,45.689765922400156
2024-04-23,42.53874758292428
2024-04-24,44.11425675266222
2024-04-25,40.175483828317375
2024-04-26,42.53874758292428
2024-04-27,46.477520507269126
2024-04-28,45.689765922400156
2024-04-29,44.902011337531185
2024-04-30,47.26527509213809
2024-05-01,45.689765922400156
2024-05-02,45.689765922400156
2024-05-03,48.84078426187603
2024-05-04,45.689765922400156
2024-05-05,47.26527509213809
2024-05-06,42.53874758292428
2024-05-07,48.84078426187603
2024-05-08,44.11425675266222
2024-05-09,45.689765922400156
2024-05-10,49.628538846744995
2024-05-11,44.902011337531185
2024-05-12,45.689765922400156
2024-05-13,43.32650216779325
2024-05-14,43.32650216779325
2024-05-15,47.26527509213809
2024-05-16,49.628538846744995
2024-05-17,47.26527509213809
2024-05-18,44.11425675266222
2024-05-19,46.477520507269126
2024-05-20,49.628538846744995
2024-05-21,48.84078426187603
2024-05-22,58.29383928030365
2024-05-23,53.56731177108984
2024-05-24,51.204048016482936
2024-05-25,51.9918026013519
2024-05-26,46.477520507269126
2024-05-27,46.477520507269126
2024-05-28,54.355066355958805
2024-05-29,53.56731177108984
2024-05-30,52.77955718622087
2024-05-31,51.9918026013519
2024-06-01,55.930575525696746
2024-06-02,51.204048016482936
2024-06-03,48.84078426187603
2024-06-04,55.930575525696746
2024-06-05,54.355066355958805
2024-06-06,52.77955718622087
2024-06-07,54.355066355958805
2024-06-08,51.9918026013519
2024-06-09,45.689765922400156
2024-06-10,54.355066355958805
2024-06-11,64.5958759592554
2024-06-12,55.142820940827775
2024-06-13,60.657103034910556
2024-06-14,52.77955718622087
2024-06-15,54.355066355958805
2024-06-16,51.204048016482936
2024-06-17,51.204048016482936
2024-06-18,52.77955718622087
2024-06-19,54.355066355958805
2024-06-20,50.416293431613965
2024-06-21,57.50608469543468
2024-06-22,52.77955718622087
2024-06-23,51.9918026013519
2024-06-24,51.204048016482936
2024-06-25,51.9918026013519
2024-06-26,48.84078426187603
2024-06-27,54.355066355958805
2024-06-28,52.77955718622087
2024-06-29,51.9918026013519
2024-06-30,50.416293431613965
2024-07-01,55.142820940827775
2024-07-02,56.71833011056571
2024-07-03,56.71833011056571
2024-07-04,48.05302967700706
2024-07-05,50.416293431613965
2024-07-06,48.84078426187603
2024-07-07,48.05302967700706
2024-07-08,54.355066355958805
2024-07-09,55.930575525696746
2024-07-10,52.77955718622087
2024-07-11,55.142820940827775
2024-07-12,54.355066355958805
2024-07-13,53.56731177108984
2024-07-14,48.05302967700706
2024-07-15,50.416293431613965
2024-07-16,53.56731177108984
2024-07-17,55.930575525696746
2024-07-18,51.9918026013519
2024-07-19,55.930575525696746
2024-07-20,45.689765922400156
2024-07-21,50.416293431613965
2024-07-22,53.56731177108984
2024-07-23,70.89791263820715
2024-07-24,58.29383928030365
2024-07-25,55.142820940827775
2024-07-26,55.142820940827775
2024-07-27,52.77955718622087
2024-07-28,46.477520507269126
2024-07-29,48.84078426187603
2024-07-30,50.416293431613965
2024-07-31,51.9918026013519
2024-08-01,56.71833011056571
2024-08-02,60.657103034910556
2024-08-03,55.930575525696746
2024-08-04,54.355066355958805
2024-08-05,51.204048016482936
2024-08-06,48.84078426187603
2024-08-07,52.77955718622087
2024-08-08,50.416293431613965
2024-08-09,50.416293431613965
2024-08-10,49.628538846744995
2024-08-11,51.204048016482936
2024-08-12,54.355066355958805
2024-08-13,59.081593865172614
2024-08-14,53.56731177108984
2024-08-15,56.71833011056571
2024-08-16,56.71833011056571
2024-08-17,55.930575525696746
2024-08-18,52.77955718622087
2024-08-19,56.71833011056571
2024-08-20,52.77955718622087
2024-08-21,52.77955718622087
2024-08-22,53.56731177108984
2024-08-23,54.355066355958805
2024-08-24,52.77955718622087
2024-08-25,51.204048016482936
2024-08-26,49.628538846744995
2024-08-27,56.71833011056571
2024-08-28,53.56731177108984
2024-08-29,50.416293431613965
2024-08-30,53.56731177108984
2024-08-31,53.56731177108984
2024-09-01,51.204048016482936
2024-09-02,49.628538846744995
2024-09-03,50.416293431613965
2024-09-04,50.416293431613965
2024-09-05,50.416293431613965
2024-09-06,49.628538846744995
2024-09-07,52.77955718622087
2024-09-08,46.477520507269126
2024-09-09,58.29383928030365
2024-09-10,66.9591397138623
2024-09-11,56.71833011056571
2024-09-12,58.29383928030365
2024-09-13,78.77545848689682
2024-09-14,69.3224034684692
2024-09-15,66.17138512899334
2024-09-16,55.930575525696746
2024-09-17,63.02036678951745
2024-09-18,62.23261220464849
2024-09-19,56.71833011056571
2024-09-20,71.68566722307611
2024-09-21,74.83668556255198
2024-09-22,66.9591397138623
2024-09-23,60.657103034910556
2024-09-24,60.657103034910556
2024-09-25,56.71833011056571
2024-09-26,55.142820940827775
2024-09-27,57.50608469543468
2024-09-28,65.38363054412436
