Time,t_mobile
2022-09-28,63.13449425713227
2022-09-29,63.13449425713227
2022-09-30,66.29121896998888
2022-10-01,72.6046683957021
2022-10-02,64.71285661356058
2022-10-03,59.97776954427565
2022-10-04,63.13449425713227
2022-10-05,69.44794368284549
2022-10-06,66.29121896998888
2022-10-07,74.18303075213042
2022-10-08,72.6046683957021
2022-10-09,64.71285661356058
2022-10-10,67.86958132641719
2022-10-11,59.97776954427565
2022-10-12,59.97776954427565
2022-10-13,63.13449425713227
2022-10-14,64.71285661356058
2022-10-15,66.29121896998888
2022-10-16,59.97776954427565
2022-10-17,59.97776954427565
2022-10-18,58.399407187847345
2022-10-19,58.399407187847345
2022-10-20,59.97776954427565
2022-10-21,66.29121896998888
2022-10-22,66.29121896998888
2022-10-23,61.55613190070396
2022-10-24,59.97776954427565
2022-10-25,55.24268247499074
2022-10-26,53.66432011856243
2022-10-27,56.821044831419044
2022-10-28,58.399407187847345
2022-10-29,58.399407187847345
2022-10-30,50.507595405705814
2022-10-31,52.08595776213412
2022-11-01,56.821044831419044
2022-11-02,56.821044831419044
2022-11-03,55.24268247499074
2022-11-04,56.821044831419044
2022-11-05,61.55613190070396
2022-11-06,50.507595405705814
2022-11-07,52.08595776213412
2022-11-08,52.08595776213412
2022-11-09,50.507595405705814
2022-11-10,56.821044831419044
2022-11-11,59.97776954427565
2022-11-12,58.399407187847345
2022-11-13,56.821044831419044
2022-11-14,53.66432011856243
2022-11-15,58.399407187847345
2022-11-16,55.24268247499074
2022-11-17,58.399407187847345
2022-11-18,58.399407187847345
2022-11-19,66.29121896998888
2022-11-20,63.13449425713227
2022-11-21,58.399407187847345
2022-11-22,61.55613190070396
2022-11-23,66.29121896998888
2022-11-24,63.13449425713227
2022-11-25,96.28010374212671
2022-11-26,78.91811782141534
2022-11-27,71.0263060392738
2022-11-28,66.29121896998888
2022-11-29,61.55613190070396
2022-11-30,55.24268247499074
2022-12-01,58.399407187847345
2022-12-02,58.399407187847345
2022-12-03,63.13449425713227
2022-12-04,59.97776954427565
2022-12-05,55.24268247499074
2022-12-06,56.821044831419044
2022-12-07,58.399407187847345
2022-12-08,58.399407187847345
2022-12-09,61.55613190070396
2022-12-10,69.44794368284549
2022-12-11,61.55613190070396
2022-12-12,59.97776954427565
2022-12-13,64.71285661356058
2022-12-14,58.399407187847345
2022-12-15,61.55613190070396
2022-12-16,64.71285661356058
2022-12-17,71.0263060392738
2022-12-18,63.13449425713227
2022-12-19,59.97776954427565
2022-12-20,66.29121896998888
2022-12-21,66.29121896998888
2022-12-22,66.29121896998888
2022-12-23,72.6046683957021
2022-12-24,66.29121896998888
2022-12-25,48.92923304927751
2022-12-26,77.33975546498702
2022-12-27,71.0263060392738
2022-12-28,66.29121896998888
2022-12-29,67.86958132641719
2022-12-30,64.71285661356058
2022-12-31,59.97776954427565
2023-01-01,50.507595405705814
2023-01-02,64.71285661356058
2023-01-03,58.399407187847345
2023-01-04,58.399407187847345
2023-01-05,58.399407187847345
2023-01-06,58.399407187847345
2023-01-07,58.399407187847345
2023-01-08,53.66432011856243
2023-01-09,50.507595405705814
2023-01-10,58.399407187847345
2023-01-11,55.24268247499074
2023-01-12,56.821044831419044
2023-01-13,61.55613190070396
2023-01-14,61.55613190070396
2023-01-15,55.24268247499074
2023-01-16,56.821044831419044
2023-01-17,52.08595776213412
2023-01-18,53.66432011856243
2023-01-19,56.821044831419044
2023-01-20,67.86958132641719
2023-01-21,64.71285661356058
2023-01-22,53.66432011856243
2023-01-23,53.66432011856243
2023-01-24,66.29121896998888
2023-01-25,52.08595776213412
2023-01-26,50.507595405705814
2023-01-27,50.507595405705814
2023-01-28,55.24268247499074
2023-01-29,52.08595776213412
2023-01-30,50.507595405705814
2023-01-31,50.507595405705814
2023-02-01,56.821044831419044
2023-02-02,59.97776954427565
2023-02-03,58.399407187847345
2023-02-04,59.97776954427565
2023-02-05,55.24268247499074
2023-02-06,48.92923304927751
2023-02-07,53.66432011856243
2023-02-08,50.507595405705814
2023-02-09,53.66432011856243
2023-02-10,55.24268247499074
2023-02-11,61.55613190070396
2023-02-12,52.08595776213412
2023-02-13,69.44794368284549
2023-02-14,157.83623564283067
2023-02-15,64.71285661356058
2023-02-16,61.55613190070396
2023-02-17,67.86958132641719
2023-02-18,69.44794368284549
2023-02-19,61.55613190070396
2023-02-20,58.399407187847345
2023-02-21,55.24268247499074
2023-02-22,56.821044831419044
2023-02-23,61.55613190070396
2023-02-24,64.71285661356058
2023-02-25,63.13449425713227
2023-02-26,63.13449425713227
2023-02-27,55.24268247499074
2023-02-28,59.97776954427565
2023-03-01,56.821044831419044
2023-03-02,59.97776954427565
2023-03-03,58.399407187847345
2023-03-04,64.71285661356058
2023-03-05,64.71285661356058
2023-03-06,55.24268247499074
2023-03-07,58.399407187847345
2023-03-08,59.97776954427565
2023-03-09,63.13449425713227
2023-03-10,63.13449425713227
2023-03-11,64.71285661356058
2023-03-12,58.399407187847345
2023-03-13,56.821044831419044
2023-03-14,58.399407187847345
2023-03-15,59.97776954427565
2023-03-16,61.55613190070396
2023-03-17,61.55613190070396
2023-03-18,63.13449425713227
2023-03-19,59.97776954427565
2023-03-20,58.399407187847345
2023-03-21,58.399407187847345
2023-03-22,55.24268247499074
2023-03-23,59.97776954427565
2023-03-24,58.399407187847345
2023-03-25,58.399407187847345
2023-03-26,55.24268247499074
2023-03-27,53.66432011856243
2023-03-28,56.821044831419044
2023-03-29,55.24268247499074
2023-03-30,58.399407187847345
2023-03-31,55.24268247499074
2023-04-01,61.55613190070396
2023-04-02,53.66432011856243
2023-04-03,53.66432011856243
2023-04-04,52.08595776213412
2023-04-05,53.66432011856243
2023-04-06,53.66432011856243
2023-04-07,53.66432011856243
2023-04-08,55.24268247499074
2023-04-09,45.77250833642089
2023-04-10,53.66432011856243
2023-04-11,52.08595776213412
2023-04-12,52.08595776213412
2023-04-13,52.08595776213412
2023-04-14,55.24268247499074
2023-04-15,55.24268247499074
2023-04-16,52.08595776213412
2023-04-17,52.08595776213412
2023-04-18,61.55613190070396
2023-04-19,56.821044831419044
2023-04-20,58.399407187847345
2023-04-21,59.97776954427565
2023-04-22,63.13449425713227
2023-04-23,67.86958132641719
2023-04-24,53.66432011856243
2023-04-25,55.24268247499074
2023-04-26,51.80317664383605
2023-04-27,53.5290922861509
2023-04-28,58.23847198104508
2023-04-29,58.23847198104508
2023-04-30,56.51255633873024
2023-05-01,63.41621890798962
2023-05-02,58.706839213095435
2023-05-03,55.255007928465744
2023-05-04,54.786640696415404
2023-05-05,52.2715438758864
2023-05-06,58.23847198104508
2023-05-07,48.81971259125672
2023-05-08,50.545628233571556
2023-05-09,56.98092357078059
2023-05-10,51.80317664383605
2023-05-11,53.99745951820125
2023-05-12,56.98092357078059
2023-05-13,55.255007928465744
2023-05-14,53.5290922861509
2023-05-15,55.255007928465744
2023-05-16,56.98092357078059
2023-05-17,56.98092357078059
2023-05-18,58.706839213095435
2023-05-19,58.706839213095435
2023-05-20,62.947851675939276
2023-05-21,53.5290922861509
2023-05-22,56.51255633873024
2023-05-23,56.51255633873024
2023-05-24,55.723375160516085
2023-05-25,59.964387623359926
2023-05-26,60.887740166544894
2023-05-27,68.38161587935042
2023-05-28,58.07753677424282
2023-05-29,55.26733338194075
2023-05-30,59.951005702444206
2023-05-31,58.07753677424282
2023-06-01,61.82447463064559
2023-06-02,63.69794355884697
2023-06-03,65.57141248704835
2023-06-04,60.887740166544894
2023-06-05,61.82447463064559
2023-06-06,60.887740166544894
2023-06-07,58.07753677424282
2023-06-08,57.140802310142135
2023-06-09,59.01427123834352
2023-06-10,61.82447463064559
2023-06-11,59.01427123834352
2023-06-12,60.887740166544894
2023-06-13,60.887740166544894
2023-06-14,62.76120909474628
2023-06-15,63.69794355884697
2023-06-16,64.63467802294765
2023-06-17,64.63467802294765
2023-06-18,59.951005702444206
2023-06-19,62.76120909474628
2023-06-20,74.93875712805526
2023-06-21,64.63467802294765
2023-06-22,63.69794355884697
2023-06-23,63.69794355884697
2023-06-24,60.887740166544894
2023-06-25,59.01427123834352
2023-06-26,62.76120909474628
2023-06-27,62.76120909474628
2023-06-28,60.887740166544894
2023-06-29,57.140802310142135
2023-06-30,66.50814695114904
2023-07-01,63.69794355884697
2023-07-02,63.69794355884697
2023-07-03,66.50814695114904
2023-07-04,57.140802310142135
2023-07-05,60.887740166544894
2023-07-06,64.63467802294765
2023-07-07,66.50814695114904
2023-07-08,67.44488141524974
2023-07-09,59.951005702444206
2023-07-10,65.57141248704835
2023-07-11,68.38161587935042
2023-07-12,65.57141248704835
2023-07-13,64.63467802294765
2023-07-14,65.57141248704835
2023-07-15,63.69794355884697
2023-07-16,58.07753677424282
2023-07-17,63.69794355884697
2023-07-18,76.81222605625663
2023-07-19,68.38161587935042
2023-07-20,63.69794355884697
2023-07-21,71.19181927165249
2023-07-22,62.76120909474628
2023-07-23,59.01427123834352
2023-07-24,61.82447463064559
2023-07-25,62.76120909474628
2023-07-26,63.69794355884697
2023-07-27,65.57141248704835
2023-07-28,64.63467802294765
2023-07-29,65.57141248704835
2023-07-30,59.01427123834352
2023-07-31,59.951005702444206
2023-08-01,68.38161587935042
2023-08-02,68.38161587935042
2023-08-03,65.57141248704835
2023-08-04,63.69794355884697
2023-08-05,59.01427123834352
2023-08-06,58.07753677424282
2023-08-07,63.69794355884697
2023-08-08,63.69794355884697
2023-08-09,61.82447463064559
2023-08-10,63.69794355884697
2023-08-11,64.63467802294765
2023-08-12,63.69794355884697
2023-08-13,57.140802310142135
2023-08-14,62.76120909474628
2023-08-15,63.69794355884697
2023-08-16,62.76120909474628
2023-08-17,62.76120909474628
2023-08-18,61.82447463064559
2023-08-19,61.82447463064559
2023-08-20,57.140802310142135
2023-08-21,61.82447463064559
2023-08-22,63.69794355884697
2023-08-23,63.69794355884697
2023-08-24,59.01427123834352
2023-08-25,60.887740166544894
2023-08-26,60.887740166544894
2023-08-27,59.951005702444206
2023-08-28,56.20406784604144
2023-08-29,62.76120909474628
2023-08-30,60.887740166544894
2023-08-31,57.140802310142135
2023-09-01,63.69794355884697
2023-09-02,62.76120909474628
2023-09-03,54.330598917840064
2023-09-04,56.20406784604144
2023-09-05,56.20406784604144
2023-09-06,57.140802310142135
2023-09-07,56.20406784604144
2023-09-08,55.26733338194075
2023-09-09,54.330598917840064
2023-09-10,50.5836610614373
2023-09-11,53.39386445373937
2023-09-12,68.38161587935042
2023-09-13,82.43263284086078
2023-09-14,67.44488141524974
2023-09-15,91.79997748186769
2023-09-16,80.5591639126594
2023-09-17,72.12855373575319
2023-09-18,67.44488141524974
2023-09-19,67.44488141524974
2023-09-20,65.57141248704835
2023-09-21,62.76120909474628
2023-09-22,77.74896052035733
2023-09-23,88.98977408956561
2023-09-24,81.4958983767601
2023-09-25,74.93875712805526
2023-09-26,69.31835034345112
2023-09-27,68.38161587935042
2023-09-28,64.63467802294765
2023-09-29,65.57141248704835
2023-09-30,74.93875712805526
2023-10-01,70.25508480755181
2023-10-02,64.63467802294765
2023-10-03,66.50814695114904
2023-10-04,66.50814695114904
2023-10-05,63.69794355884697
2023-10-06,63.69794355884697
2023-10-07,68.38161587935042
2023-10-08,62.76120909474628
2023-10-09,63.69794355884697
2023-10-10,62.76120909474628
2023-10-11,64.63467802294765
2023-10-12,72.12855373575319
2023-10-13,78.68569498445802
2023-10-14,74.93875712805526
2023-10-15,72.12855373575319
2023-10-16,93.67344641006908
2023-10-17,88.98977408956561
2023-10-18,66.50814695114904
2023-10-19,63.69794355884697
2023-10-20,66.50814695114904
2023-10-21,61.82447463064559
2023-10-22,59.01427123834352
2023-10-23,59.951005702444206
2023-10-24,64.63467802294765
2023-10-25,59.951005702444206
2023-10-26,58.07753677424282
2023-10-27,57.140802310142135
2023-10-28,58.07753677424282
2023-10-29,56.20406784604144
2023-10-30,52.45712998963868
2023-10-31,55.26733338194075
2023-11-01,54.330598917840064
2023-11-02,61.82447463064559
2023-11-03,61.82447463064559
2023-11-04,62.76120909474628
2023-11-05,58.07753677424282
2023-11-06,60.887740166544894
2023-11-07,59.01427123834352
2023-11-08,59.01427123834352
2023-11-09,58.07753677424282
2023-11-10,59.01427123834352
2023-11-11,59.01427123834352
2023-11-12,57.140802310142135
2023-11-13,55.26733338194075
2023-11-14,56.20406784604144
2023-11-15,51.52039552553799
2023-11-16,58.07753677424282
2023-11-17,60.887740166544894
2023-11-18,63.69794355884697
2023-11-19,59.951005702444206
2023-11-20,59.951005702444206
2023-11-21,64.63467802294765
2023-11-22,65.57141248704835
2023-11-23,60.887740166544894
2023-11-24,89.92650855366631
2023-11-25,74.93875712805526
2023-11-26,71.19181927165249
2023-11-27,67.44488141524974
2023-11-28,61.82447463064559
2023-11-29,59.951005702444206
2023-11-30,57.140802310142135
2023-12-01,59.951005702444206
2023-12-02,63.69794355884697
2023-12-03,56.20406784604144
2023-12-04,58.07753677424282
2023-12-05,62.76120909474628
2023-12-06,59.01427123834352
2023-12-07,54.330598917840064
2023-12-08,58.07753677424282
2023-12-09,59.01427123834352
2023-12-10,61.82447463064559
2023-12-11,54.330598917840064
2023-12-12,56.20406784604144
2023-12-13,58.07753677424282
2023-12-14,50.5836610614373
2023-12-15,56.20406784604144
2023-12-16,60.887740166544894
2023-12-17,61.82447463064559
2023-12-18,59.01427123834352
2023-12-19,60.887740166544894
2023-12-20,59.951005702444206
2023-12-21,64.63467802294765
2023-12-22,64.62724362243893
2023-12-23,71.05800006249525
2023-12-24,55.215292578379604
2023-12-25,49.64692659733661
2023-12-26,75.76397558452491
2023-12-27,74.90158512551159
2023-12-28,68.47082868545525
2023-12-29,69.33321914446859
2023-12-30,62.040072245398925
2023-12-31,49.64692659733661
2024-01-01,50.50931705634994
2024-01-02,57.334096723369264
2024-01-03,55.215292578379604
2024-01-04,59.05887764139593
2024-01-05,59.05887764139593
2024-01-06,53.49051166035294
2024-01-07,49.64692659733661
2024-01-08,49.64692659733661
2024-01-09,47.922145679309935
2024-01-10,47.52812245234695
2024-01-11,58.1964871823826
2024-01-12,53.09648843338995
2024-01-13,56.07768303739294
2024-01-14,51.37170751536328
2024-01-15,50.50931705634994
2024-01-16,47.05975522029661
2024-01-17,51.37170751536328
2024-01-18,52.6281212013396
2024-01-19,54.35290211936627
2024-01-20,56.07768303739294
2024-01-21,55.163251774818455
2024-01-22,52.799112413040525
2024-01-23,52.011065959114546
2024-01-24,49.64692659733661
2024-01-25,52.011065959114546
2024-01-26,56.73934468267041
2024-01-27,54.375205320892476
2024-01-28,48.07083368948465
2024-01-29,47.28278723555868
2024-01-30,49.64692659733661
2024-01-31,47.28278723555868
2024-02-01,48.85888014341063
2024-02-02,50.43497305126259
2024-02-03,50.43497305126259
2024-02-04,48.85888014341063
2024-02-05,44.91864787378074
2024-02-06,47.28278723555868
2024-02-07,47.28278723555868
2024-02-08,45.70669432770672
2024-02-09,44.13060141985476
2024-02-10,50.43497305126259
2024-02-11,46.4947407816327
2024-02-12,51.22301950518857
2024-02-13,49.64692659733661
2024-02-14,43.342554965928784
2024-02-15,48.07083368948465
2024-02-16,55.951298228744434
2024-02-17,52.011065959114546
2024-02-18,47.28278723555868
2024-02-19,50.43497305126259
2024-02-20,47.28278723555868
2024-02-21,46.4947407816327
2024-02-22,71.71222730726399
2024-02-23,57.52739113659639
2024-02-24,54.375205320892476
2024-02-25,48.07083368948465
2024-02-26,45.70669432770672
2024-02-27,45.70669432770672
2024-02-28,44.91864787378074
2024-02-29,47.28278723555868
2024-03-01,52.799112413040525
2024-03-02,55.163251774818455
2024-03-03,48.07083368948465
2024-03-04,44.13060141985476
2024-03-05,48.85888014341063
2024-03-06,48.85888014341063
2024-03-07,48.07083368948465
2024-03-08,54.375205320892476
2024-03-09,47.28278723555868
2024-03-10,46.4947407816327
2024-03-11,43.342554965928784
2024-03-12,45.70669432770672
2024-03-13,46.4947407816327
2024-03-14,46.4947407816327
2024-03-15,48.07083368948465
2024-03-16,49.64692659733661
2024-03-17,46.4947407816327
2024-03-18,43.342554965928784
2024-03-19,45.70669432770672
2024-03-20,45.70669432770672
2024-03-21,48.07083368948465
2024-03-22,45.70669432770672
2024-03-23,47.28278723555868
2024-03-24,44.91864787378074
2024-03-25,41.76646205807683
2024-03-26,53.5871588669665
2024-03-27,47.28278723555868
2024-03-28,48.07083368948465
2024-03-29,50.43497305126259
2024-03-30,47.28278723555868
2024-03-31,41.76646205807683
2024-04-01,48.07083368948465
2024-04-02,48.07083368948465
2024-04-03,44.13060141985476
2024-04-04,43.342554965928784
2024-04-05,44.13060141985476
2024-04-06,44.91864787378074
2024-04-07,44.13060141985476
2024-04-08,46.4947407816327
2024-04-09,44.91864787378074
2024-04-10,39.402322696298896
2024-04-11,44.91864787378074
2024-04-12,49.64692659733661
2024-04-13,47.28278723555868
2024-04-14,50.43497305126259
2024-04-15,44.13060141985476
2024-04-16,58.315437590522365
2024-04-17,49.64692659733661
2024-04-18,47.28278723555868
2024-04-19,48.85888014341063
2024-04-20,46.4947407816327
2024-04-21,44.13060141985476
2024-04-22,45.70669432770672
2024-04-23,42.55450851200281
2024-04-24,44.13060141985476
2024-04-25,40.190369150224875
2024-04-26,42.55450851200281
2024-04-27,46.4947407816327
2024-04-28,45.70669432770672
2024-04-29,44.91864787378074
2024-04-30,47.28278723555868
2024-05-01,45.70669432770672
2024-05-02,45.70669432770672
2024-05-03,48.85888014341063
2024-05-04,45.70669432770672
2024-05-05,47.28278723555868
2024-05-06,42.55450851200281
2024-05-07,48.85888014341063
2024-05-08,44.13060141985476
2024-05-09,45.70669432770672
2024-05-10,49.64692659733661
2024-05-11,44.91864787378074
2024-05-12,45.70669432770672
2024-05-13,43.342554965928784
2024-05-14,43.342554965928784
2024-05-15,47.28278723555868
2024-05-16,49.64692659733661
2024-05-17,47.28278723555868
2024-05-18,44.13060141985476
2024-05-19,46.4947407816327
2024-05-20,49.64692659733661
2024-05-21,48.85888014341063
2024-05-22,58.315437590522365
2024-05-23,53.5871588669665
2024-05-24,51.22301950518857
2024-05-25,52.011065959114546
2024-05-26,46.4947407816327
2024-05-27,46.4947407816327
2024-05-28,54.375205320892476
2024-05-29,53.5871588669665
2024-05-30,52.799112413040525
2024-05-31,52.011065959114546
2024-06-01,55.951298228744434
2024-06-02,51.22301950518857
2024-06-03,48.85888014341063
2024-06-04,55.951298228744434
2024-06-05,54.375205320892476
2024-06-06,52.799112413040525
2024-06-07,54.375205320892476
2024-06-08,52.011065959114546
2024-06-09,45.70669432770672
2024-06-10,54.375205320892476
2024-06-11,64.6198092219302
2024-06-12,55.163251774818455
2024-06-13,60.6795769523003
2024-06-14,52.799112413040525
2024-06-15,54.375205320892476
2024-06-16,51.22301950518857
2024-06-17,51.22301950518857
2024-06-18,52.799112413040525
2024-06-19,54.375205320892476
2024-06-20,50.43497305126259
2024-06-21,57.52739113659639
2024-06-22,52.799112413040525
2024-06-23,52.011065959114546
2024-06-24,51.22301950518857
2024-06-25,52.011065959114546
2024-06-26,48.85888014341063
2024-06-27,54.375205320892476
2024-06-28,52.799112413040525
2024-06-29,52.011065959114546
2024-06-30,50.43497305126259
2024-07-01,55.163251774818455
2024-07-02,56.73934468267041
2024-07-03,56.73934468267041
2024-07-04,48.07083368948465
2024-07-05,50.43497305126259
2024-07-06,48.85888014341063
2024-07-07,48.07083368948465
2024-07-08,54.375205320892476
2024-07-09,55.951298228744434
2024-07-10,52.799112413040525
2024-07-11,55.163251774818455
2024-07-12,54.375205320892476
2024-07-13,53.5871588669665
2024-07-14,48.07083368948465
2024-07-15,50.43497305126259
2024-07-16,53.5871588669665
2024-07-17,55.951298228744434
2024-07-18,52.011065959114546
2024-07-19,55.951298228744434
2024-07-20,45.70669432770672
2024-07-21,50.43497305126259
2024-07-22,53.5871588669665
2024-07-23,70.92418085333802
2024-07-24,58.315437590522365
2024-07-25,55.163251774818455
2024-07-26,55.163251774818455
2024-07-27,52.799112413040525
2024-07-28,46.4947407816327
2024-07-29,48.85888014341063
2024-07-30,50.43497305126259
2024-07-31,52.011065959114546
2024-08-01,56.73934468267041
2024-08-02,60.6795769523003
2024-08-03,55.951298228744434
2024-08-04,54.375205320892476
2024-08-05,51.22301950518857
2024-08-06,48.85888014341063
2024-08-07,52.799112413040525
2024-08-08,50.43497305126259
2024-08-09,50.43497305126259
2024-08-10,49.64692659733661
2024-08-11,51.22301950518857
2024-08-12,54.375205320892476
2024-08-13,59.103484044448344
2024-08-14,53.5871588669665
2024-08-15,56.73934468267041
2024-08-16,56.73934468267041
2024-08-17,55.951298228744434
2024-08-18,52.799112413040525
2024-08-19,56.73934468267041
2024-08-20,52.799112413040525
2024-08-21,52.799112413040525
2024-08-22,53.5871588669665
2024-08-23,54.375205320892476
2024-08-24,52.799112413040525
2024-08-25,51.22301950518857
2024-08-26,49.64692659733661
2024-08-27,56.73934468267041
2024-08-28,53.5871588669665
2024-08-29,50.43497305126259
2024-08-30,53.5871588669665
2024-08-31,53.5871588669665
2024-09-01,51.22301950518857
2024-09-02,49.64692659733661
2024-09-03,50.43497305126259
2024-09-04,50.43497305126259
2024-09-05,50.43497305126259
2024-09-06,49.64692659733661
2024-09-07,52.799112413040525
2024-09-08,46.4947407816327
2024-09-09,58.315437590522365
2024-09-10,66.98394858370813
2024-09-11,56.73934468267041
2024-09-12,58.315437590522365
2024-09-13,78.80464539259779
2024-09-14,69.34808794548606
2024-09-15,66.19590212978214
2024-09-16,55.951298228744434
2024-09-17,63.04371631407824
2024-09-18,62.25566986015226
2024-09-19,56.73934468267041
2024-09-20,71.71222730726399
2024-09-21,74.8644131229679
2024-09-22,66.98394858370813
