Time,buffalo_bills
2022-07-04,1.0
2022-07-05,2.0
2022-07-06,2.0
2022-07-07,1.0
2022-07-08,1.0
2022-07-09,2.0
2022-07-10,2.0
2022-07-11,1.0
2022-07-12,2.0
2022-07-13,2.0
2022-07-14,2.0
2022-07-15,2.0
2022-07-16,2.0
2022-07-17,2.0
2022-07-18,2.0
2022-07-19,2.0
2022-07-20,2.0
2022-07-21,2.0
2022-07-22,2.0
2022-07-23,2.0
2022-07-24,3.0
2022-07-25,3.0
2022-07-26,2.0
2022-07-27,2.0
2022-07-28,2.0
2022-07-29,2.0
2022-07-30,3.0
2022-07-31,4.0
2022-08-01,3.0
2022-08-02,3.0
2022-08-03,3.0
2022-08-04,3.0
2022-08-05,4.0
2022-08-06,4.0
2022-08-07,3.0
2022-08-08,3.0
2022-08-09,4.0
2022-08-10,3.0
2022-08-11,3.0
2022-08-12,3.0
2022-08-13,10.0
2022-08-14,8.0
2022-08-15,4.0
2022-08-16,3.0
2022-08-17,3.0
2022-08-18,4.0
2022-08-19,4.0
2022-08-20,12.0
2022-08-21,7.0
2022-08-22,5.0
2022-08-23,4.0
2022-08-24,4.0
2022-08-25,4.0
2022-08-26,10.0
2022-08-27,12.0
2022-08-28,10.0
2022-08-29,7.0
2022-08-30,7.5
2022-08-31,7.0
2022-09-01,6.0
2022-09-02,4.25
2022-09-03,4.25
2022-09-04,6.5
2022-09-05,6.5
2022-09-06,6.0
2022-09-07,7.0
2022-09-08,17.25
2022-09-09,49.5
2022-09-10,7.0
2022-09-11,7.5
2022-09-12,7.0
2022-09-13,4.25
2022-09-14,3.75
2022-09-15,3.75
2022-09-16,4.25
2022-09-17,4.25
2022-09-18,10.25
2022-09-19,21.0
2022-09-20,52.25
2022-09-21,7.5
2022-09-22,6.5
2022-09-23,7.0
2022-09-24,7.0
2022-09-25,42.5
2022-09-26,9.75
2022-09-27,6.0
2022-09-28,3.5
2022-09-29,3.5
2022-09-30,3.5
2022-10-01,3.5
2022-10-02,28.0
2022-10-03,10.5
2022-10-04,3.5
2022-10-05,3.5
2022-10-06,3.5
2022-10-07,3.5
2022-10-08,7.0
2022-10-09,31.5
2022-10-10,10.5
2022-10-11,7.0
2022-10-12,3.5
2022-10-13,3.5
2022-10-14,3.5
2022-10-15,7.0
2022-10-16,35.0
2022-10-17,17.5
2022-10-18,7.0
2022-10-19,7.0
2022-10-20,3.5
2022-10-21,3.5
2022-10-22,3.5
2022-10-23,10.5
2022-10-24,7.0
2022-10-25,3.5
2022-10-26,3.5
2022-10-27,7.0
2022-10-28,7.0
2022-10-29,7.0
2022-10-30,17.5
2022-10-31,42.0
2022-11-01,7.0
2022-11-02,7.0
2022-11-03,3.5
2022-11-04,7.0
2022-11-05,7.0
2022-11-06,31.5
2022-11-07,7.0
2022-11-08,7.0
2022-11-09,3.5
2022-11-10,3.5
2022-11-11,7.0
2022-11-12,7.0
2022-11-13,45.5
2022-11-14,7.0
2022-11-15,3.5
2022-11-16,3.5
2022-11-17,10.5
2022-11-18,17.5
2022-11-19,17.5
2022-11-20,38.5
2022-11-21,10.5
2022-11-22,3.5
2022-11-23,3.5
2022-11-24,38.5
2022-11-25,10.5
2022-11-26,3.5
2022-11-27,7.0
2022-11-28,7.0
2022-11-29,3.5
2022-11-30,3.5
2022-12-01,10.5
2022-12-02,31.5
2022-12-03,7.0
2022-12-04,7.0
2022-12-05,7.0
2022-12-06,3.5
2022-12-07,3.5
2022-12-08,7.0
2022-12-09,3.5
2022-12-10,7.0
2022-12-11,28.0
2022-12-12,7.0
2022-12-13,7.0
2022-12-14,7.0
2022-12-15,7.0
2022-12-16,7.0
2022-12-17,21.0
2022-12-18,66.5
2022-12-19,7.0
2022-12-20,7.0
2022-12-21,7.0
2022-12-22,3.5
2022-12-23,7.0
2022-12-24,31.5
2022-12-25,10.5
2022-12-26,7.0
2022-12-27,7.0
2022-12-28,7.0
2022-12-29,3.5
2022-12-30,3.5
2022-12-31,3.5
2023-01-01,10.5
2023-01-02,10.5
2023-01-03,350.0
2023-01-04,59.5
2023-01-05,31.5
2023-01-06,21.0
2023-01-07,17.5
2023-01-08,66.5
2023-01-09,17.5
2023-01-10,7.0
2023-01-11,7.0
2023-01-12,7.0
2023-01-13,7.0
2023-01-14,10.5
2023-01-15,91.0
2023-01-16,17.5
2023-01-17,7.0
2023-01-18,7.0
2023-01-19,7.0
2023-01-20,7.0
2023-01-21,10.5
2023-01-22,94.5
2023-01-23,21.0
2023-01-24,3.5
2023-01-25,3.5
2023-01-26,3.5
2023-01-27,3.5
2023-01-28,3.5
2023-01-29,3.5
2023-01-30,3.5
2023-01-31,3.5
2023-02-01,3.5
2023-02-02,3.5
2023-02-03,3.5
2023-02-04,3.5
2023-02-05,3.5
2023-02-06,3.5
2023-02-07,3.5
2023-02-08,3.5
2023-02-09,3.5
2023-02-10,3.5
2023-02-11,3.5
2023-02-12,3.5
2023-02-13,3.5
2023-02-14,3.5
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-18,0.0
2023-02-19,0.0
2023-02-20,0.0
2023-02-21,0.0
2023-02-22,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-25,0.0
2023-02-26,0.0
2023-02-27,0.0
2023-02-28,3.5
2023-03-01,0.0
2023-03-02,3.5
2023-03-03,0.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,0.0
2023-03-07,3.5
2023-03-08,3.5
2023-03-09,0.0
2023-03-10,3.5
2023-03-11,3.5
2023-03-12,3.5
2023-03-13,3.5
2023-03-14,3.5
2023-03-15,7.0
2023-03-16,3.5
2023-03-17,3.5
2023-03-18,3.5
2023-03-19,3.5
2023-03-20,3.5
2023-03-21,3.5
2023-03-22,3.5
2023-03-23,3.5
2023-03-24,3.5
2023-03-25,3.5
2023-03-26,3.5
2023-03-27,3.5
2023-03-28,3.5
2023-03-29,3.5
2023-03-30,3.5
2023-03-31,3.5
2023-04-01,3.5
2023-04-02,3.5
2023-04-03,3.5
2023-04-04,3.5
2023-04-05,3.5
2023-04-06,3.5
2023-04-07,3.5
2023-04-08,0.0
2023-04-09,3.5
2023-04-10,3.5
2023-04-11,3.5
2023-04-12,3.5
2023-04-13,3.5
2023-04-14,3.5
2023-04-15,0.0
2023-04-16,3.5
2023-04-17,3.5
2023-04-18,3.5
2023-04-19,3.5
2023-04-20,0.0
2023-04-21,3.5
2023-04-22,3.5
2023-04-23,3.5
2023-04-24,3.5
2023-04-25,3.5
2023-04-26,3.5
2023-04-27,3.5
2023-04-28,8.166666666666668
2023-04-29,9.333333333333334
2023-04-30,4.666666666666667
2023-05-01,4.083333333333334
2023-05-02,3.5
2023-05-03,3.5
2023-05-04,2.916666666666667
2023-05-05,2.916666666666667
2023-05-06,2.916666666666667
2023-05-07,2.916666666666667
2023-05-08,1.1666666666666667
2023-05-09,2.916666666666667
2023-05-10,3.5
2023-05-11,4.666666666666667
2023-05-12,7.583333333333334
2023-05-13,3.5
2023-05-14,3.5
2023-05-15,3.5
2023-05-16,2.916666666666667
2023-05-17,2.916666666666667
2023-05-18,1.1666666666666667
2023-05-19,2.916666666666667
2023-05-20,2.916666666666667
2023-05-21,1.1666666666666667
2023-05-22,1.1666666666666667
2023-05-23,2.916666666666667
2023-05-24,2.916666666666667
2023-05-25,1.1666666666666667
2023-05-26,3.5
2023-05-27,3.5
2023-05-28,3.5
2023-05-29,2.3333333333333335
2023-05-30,3.5
2023-05-31,3.5
2023-06-01,3.5
2023-06-02,3.5
2023-06-03,2.3333333333333335
2023-06-04,3.5
2023-06-05,3.5
2023-06-06,3.5
2023-06-07,3.5
2023-06-08,3.5
2023-06-09,3.5
2023-06-10,3.5
2023-06-11,3.5
2023-06-12,3.5
2023-06-13,3.5
2023-06-14,4.666666666666667
2023-06-15,3.5
2023-06-16,2.3333333333333335
2023-06-17,2.3333333333333335
2023-06-18,3.5
2023-06-19,2.3333333333333335
2023-06-20,3.5
2023-06-21,2.3333333333333335
2023-06-22,2.3333333333333335
2023-06-23,2.3333333333333335
2023-06-24,3.5
2023-06-25,4.666666666666667
2023-06-26,3.5
2023-06-27,3.5
2023-06-28,2.3333333333333335
2023-06-29,2.3333333333333335
2023-06-30,2.3333333333333335
2023-07-01,2.3333333333333335
2023-07-02,2.3333333333333335
2023-07-03,2.3333333333333335
2023-07-04,2.3333333333333335
2023-07-05,2.3333333333333335
2023-07-06,2.3333333333333335
2023-07-07,2.3333333333333335
2023-07-08,2.3333333333333335
2023-07-09,2.3333333333333335
2023-07-10,2.3333333333333335
2023-07-11,2.3333333333333335
2023-07-12,2.3333333333333335
2023-07-13,3.5
2023-07-14,2.3333333333333335
2023-07-15,3.5
2023-07-16,3.5
2023-07-17,2.3333333333333335
2023-07-18,2.3333333333333335
2023-07-19,3.5
2023-07-20,2.3333333333333335
2023-07-21,2.3333333333333335
2023-07-22,3.5
2023-07-23,3.5
2023-07-24,4.666666666666667
2023-07-25,3.5
2023-07-26,4.666666666666667
2023-07-27,4.666666666666667
2023-07-28,3.5
2023-07-29,4.666666666666667
2023-07-30,4.666666666666667
2023-07-31,4.666666666666667
2023-08-01,4.666666666666667
2023-08-02,3.5
2023-08-03,4.666666666666667
2023-08-04,5.833333333333334
2023-08-05,4.666666666666667
2023-08-06,4.666666666666667
2023-08-07,4.666666666666667
2023-08-08,4.666666666666667
2023-08-09,4.666666666666667
2023-08-10,4.666666666666667
2023-08-11,5.833333333333334
2023-08-12,16.333333333333336
2023-08-13,8.166666666666668
2023-08-14,4.666666666666667
2023-08-15,4.666666666666667
2023-08-16,4.666666666666667
2023-08-17,4.666666666666667
2023-08-18,4.666666666666667
2023-08-19,12.833333333333334
2023-08-20,12.833333333333334
2023-08-21,5.833333333333334
2023-08-22,5.833333333333334
2023-08-23,4.666666666666667
2023-08-24,4.666666666666667
2023-08-25,4.666666666666667
2023-08-26,14.0
2023-08-27,9.333333333333334
2023-08-28,7.0
2023-08-29,8.166666666666668
2023-08-30,7.0
2023-08-31,5.833333333333334
2023-09-01,5.833333333333334
2023-09-02,5.833333333333334
2023-09-03,7.0
2023-09-04,5.833333333333334
2023-09-05,5.833333333333334
2023-09-06,5.833333333333334
2023-09-07,5.833333333333334
2023-09-08,5.833333333333334
2023-09-09,5.833333333333334
2023-09-10,11.666666666666668
2023-09-11,18.666666666666668
2023-09-12,57.16666666666667
2023-09-13,7.0
2023-09-14,5.833333333333334
2023-09-15,5.833333333333334
2023-09-16,7.0
2023-09-17,39.66666666666667
2023-09-18,10.5
2023-09-19,7.0
2023-09-20,5.833333333333334
2023-09-21,5.833333333333334
2023-09-22,5.833333333333334
2023-09-23,7.0
2023-09-24,38.5
2023-09-25,10.5
2023-09-26,7.0
2023-09-27,5.833333333333334
2023-09-28,5.833333333333334
2023-09-29,5.833333333333334
2023-09-30,7.0
2023-10-01,49.0
2023-10-02,12.833333333333334
2023-10-03,7.0
2023-10-04,7.0
2023-10-05,5.833333333333334
2023-10-06,7.0
2023-10-07,9.333333333333334
2023-10-08,63.00000000000001
2023-10-09,9.333333333333334
2023-10-10,5.833333333333334
2023-10-11,4.666666666666667
2023-10-12,5.833333333333334
2023-10-13,5.833333333333334
2023-10-14,5.833333333333334
2023-10-15,17.5
2023-10-16,59.50000000000001
2023-10-17,8.166666666666668
2023-10-18,5.833333333333334
2023-10-19,4.666666666666667
2023-10-20,5.833333333333334
2023-10-21,5.833333333333334
2023-10-22,40.833333333333336
2023-10-23,9.333333333333334
2023-10-24,5.833333333333334
2023-10-25,5.833333333333334
2023-10-26,14.0
2023-10-27,45.5
2023-10-28,5.833333333333334
2023-10-29,9.333333333333334
2023-10-30,8.166666666666668
2023-10-31,9.333333333333334
2023-11-01,5.833333333333334
2023-11-02,5.833333333333334
2023-11-03,5.833333333333334
2023-11-04,5.833333333333334
2023-11-05,15.166666666666668
2023-11-06,39.66666666666667
2023-11-07,7.0
2023-11-08,4.666666666666667
2023-11-09,4.666666666666667
2023-11-10,4.666666666666667
2023-11-11,5.833333333333334
2023-11-12,10.5
2023-11-13,11.666666666666668
2023-11-14,57.16666666666667
2023-11-15,8.166666666666668
2023-11-16,5.833333333333334
2023-11-17,5.833333333333334
2023-11-18,5.833333333333334
2023-11-19,26.833333333333336
2023-11-20,19.833333333333336
2023-11-21,7.0
2023-11-22,4.666666666666667
2023-11-23,5.833333333333334
2023-11-24,7.0
2023-11-25,7.0
2023-11-26,30.333333333333336
2023-11-27,32.66666666666667
2023-11-28,4.666666666666667
2023-11-29,4.666666666666667
2023-11-30,4.666666666666667
2023-12-01,4.666666666666667
2023-12-02,4.666666666666667
2023-12-03,10.5
2023-12-04,7.0
2023-12-05,4.666666666666667
2023-12-06,3.5
2023-12-07,4.666666666666667
2023-12-08,5.833333333333334
2023-12-09,5.833333333333334
2023-12-10,28.0
2023-12-11,26.833333333333336
2023-12-12,8.166666666666668
2023-12-13,5.833333333333334
2023-12-14,5.833333333333334
2023-12-15,5.833333333333334
2023-12-16,8.166666666666668
2023-12-17,38.5
2023-12-18,23.333333333333336
2023-12-19,8.166666666666668
2023-12-20,5.833333333333334
2023-12-21,5.833333333333334
2023-12-22,7.104500216356556
2023-12-23,17.160500504831965
2023-12-24,79.29875234386269
2023-12-25,11.840833693927594
2023-12-26,8.288583585749315
2023-12-27,5.920416846963797
2023-12-28,5.920416846963797
2023-12-29,6.50375018029713
2023-12-30,7.104500216356556
2023-12-31,40.84216789268715
2024-01-01,14.792333766046447
2024-01-02,7.104500216356556
2024-01-03,5.920416846963797
2024-01-04,5.920416846963797
2024-01-05,5.920416846963797
2024-01-06,8.871916919082649
2024-01-07,28.400584162700135
2024-01-08,70.42683542478005
2024-01-09,10.056000288475408
2024-01-10,8.288583585749315
2024-01-11,8.288583585749315
2024-01-12,11.840833693927594
2024-01-13,39.05733448723497
2024-01-14,39.65808452329439
2024-01-15,115.40458675897881
2024-01-16,70.42683542478005
2024-01-17,12.424167027260928
2024-01-18,10.056000288475408
2024-01-19,11.840833693927594
2024-01-20,17.160500504831965
2024-01-21,67.28400403865571
2024-01-22,120.1500072118852
2024-01-23,9.612000576950816
2024-01-24,7.209000432713112
2024-01-25,7.209000432713112
2024-01-26,6.0075003605942605
2024-01-27,4.806000288475408
2024-01-28,4.806000288475408
2024-01-29,4.806000288475408
2024-01-30,2.403000144237704
2024-01-31,2.403000144237704
2024-02-01,2.403000144237704
2024-02-02,2.403000144237704
2024-02-03,2.403000144237704
2024-02-04,2.403000144237704
2024-02-05,2.403000144237704
2024-02-06,2.403000144237704
2024-02-07,2.403000144237704
2024-02-08,2.403000144237704
2024-02-09,2.403000144237704
2024-02-10,2.403000144237704
2024-02-11,2.403000144237704
2024-02-12,3.604500216356556
2024-02-13,2.403000144237704
2024-02-14,2.403000144237704
2024-02-15,2.403000144237704
2024-02-16,2.403000144237704
2024-02-17,2.403000144237704
2024-02-18,2.403000144237704
2024-02-19,2.403000144237704
2024-02-20,2.403000144237704
2024-02-21,2.403000144237704
2024-02-22,2.403000144237704
2024-02-23,2.403000144237704
2024-02-24,2.403000144237704
2024-02-25,2.403000144237704
2024-02-26,2.403000144237704
2024-02-27,2.403000144237704
2024-02-28,2.403000144237704
2024-02-29,2.403000144237704
2024-03-01,2.403000144237704
2024-03-02,2.403000144237704
2024-03-03,2.403000144237704
2024-03-04,2.403000144237704
2024-03-05,2.403000144237704
2024-03-06,4.806000288475408
2024-03-07,6.0075003605942605
2024-03-08,3.604500216356556
2024-03-09,3.604500216356556
2024-03-10,3.604500216356556
2024-03-11,6.0075003605942605
2024-03-12,6.0075003605942605
2024-03-13,4.806000288475408
2024-03-14,4.806000288475408
2024-03-15,4.806000288475408
2024-03-16,3.604500216356556
2024-03-17,3.604500216356556
2024-03-18,3.604500216356556
2024-03-19,3.604500216356556
2024-03-20,3.604500216356556
2024-03-21,3.604500216356556
2024-03-22,2.403000144237704
2024-03-23,3.604500216356556
2024-03-24,2.403000144237704
2024-03-25,2.403000144237704
2024-03-26,2.403000144237704
2024-03-27,2.403000144237704
2024-03-28,2.403000144237704
2024-03-29,2.403000144237704
2024-03-30,2.403000144237704
2024-03-31,2.403000144237704
2024-04-01,2.403000144237704
2024-04-02,2.403000144237704
2024-04-03,9.612000576950816
2024-04-04,4.806000288475408
2024-04-05,3.604500216356556
2024-04-06,3.604500216356556
2024-04-07,3.604500216356556
2024-04-08,2.403000144237704
2024-04-09,2.403000144237704
2024-04-10,2.403000144237704
2024-04-11,3.604500216356556
2024-04-12,2.403000144237704
2024-04-13,2.403000144237704
2024-04-14,2.403000144237704
2024-04-15,2.403000144237704
2024-04-16,2.403000144237704
2024-04-17,2.403000144237704
2024-04-18,2.403000144237704
2024-04-19,2.403000144237704
2024-04-20,2.403000144237704
2024-04-21,2.403000144237704
2024-04-22,2.403000144237704
2024-04-23,2.403000144237704
2024-04-24,2.403000144237704
2024-04-25,3.604500216356556
2024-04-26,16.821001009663927
2024-04-27,15.619500937545077
2024-04-28,7.209000432713112
2024-04-29,3.604500216356556
2024-04-30,3.604500216356556
2024-05-01,2.403000144237704
2024-05-02,2.403000144237704
2024-05-03,3.604500216356556
2024-05-04,3.604500216356556
2024-05-05,2.403000144237704
2024-05-06,2.403000144237704
2024-05-07,2.403000144237704
2024-05-08,2.403000144237704
2024-05-09,2.403000144237704
2024-05-10,2.403000144237704
2024-05-11,2.403000144237704
2024-05-12,2.403000144237704
2024-05-13,2.403000144237704
2024-05-14,3.604500216356556
2024-05-15,4.806000288475408
2024-05-16,8.410500504831964
2024-05-17,3.604500216356556
2024-05-18,2.403000144237704
2024-05-19,2.403000144237704
2024-05-20,3.604500216356556
2024-05-21,2.403000144237704
2024-05-22,2.403000144237704
2024-05-23,2.403000144237704
2024-05-24,2.403000144237704
2024-05-25,2.403000144237704
2024-05-26,2.403000144237704
2024-05-27,2.403000144237704
2024-05-28,2.403000144237704
2024-05-29,2.403000144237704
2024-05-30,2.403000144237704
2024-05-31,2.403000144237704
2024-06-01,2.403000144237704
2024-06-02,2.403000144237704
2024-06-03,2.403000144237704
2024-06-04,2.403000144237704
2024-06-05,2.403000144237704
2024-06-06,2.403000144237704
2024-06-07,2.403000144237704
2024-06-08,2.403000144237704
2024-06-09,2.403000144237704
2024-06-10,2.403000144237704
2024-06-11,2.403000144237704
2024-06-12,2.403000144237704
2024-06-13,2.403000144237704
2024-06-14,2.403000144237704
2024-06-15,2.403000144237704
2024-06-16,2.403000144237704
2024-06-17,2.403000144237704
2024-06-18,2.403000144237704
2024-06-19,2.403000144237704
2024-06-20,2.403000144237704
2024-06-21,2.403000144237704
2024-06-22,2.403000144237704
2024-06-23,2.403000144237704
2024-06-24,2.403000144237704
2024-06-25,2.403000144237704
2024-06-26,2.403000144237704
2024-06-27,2.403000144237704
2024-06-28,2.403000144237704
2024-06-29,2.403000144237704
2024-06-30,2.403000144237704
2024-07-01,2.403000144237704
2024-07-02,2.403000144237704
2024-07-03,2.403000144237704
2024-07-04,2.403000144237704
2024-07-05,2.403000144237704
2024-07-06,2.403000144237704
2024-07-07,2.403000144237704
2024-07-08,2.403000144237704
2024-07-09,2.403000144237704
2024-07-10,2.403000144237704
2024-07-11,2.403000144237704
2024-07-12,2.403000144237704
2024-07-13,2.403000144237704
2024-07-14,2.403000144237704
2024-07-15,2.403000144237704
2024-07-16,2.403000144237704
2024-07-17,2.403000144237704
2024-07-18,2.403000144237704
2024-07-19,2.403000144237704
2024-07-20,2.403000144237704
2024-07-21,2.403000144237704
2024-07-22,2.403000144237704
2024-07-23,2.403000144237704
2024-07-24,2.403000144237704
2024-07-25,3.604500216356556
2024-07-26,2.403000144237704
2024-07-27,3.604500216356556
2024-07-28,3.604500216356556
2024-07-29,3.604500216356556
2024-07-30,3.604500216356556
2024-07-31,2.403000144237704
2024-08-01,3.604500216356556
2024-08-02,4.806000288475408
2024-08-03,3.604500216356556
2024-08-04,3.604500216356556
2024-08-05,2.403000144237704
2024-08-06,3.604500216356556
2024-08-07,3.604500216356556
2024-08-08,3.604500216356556
2024-08-09,4.806000288475408
2024-08-10,15.619500937545077
2024-08-11,7.209000432713112
2024-08-12,4.806000288475408
2024-08-13,3.604500216356556
2024-08-14,3.604500216356556
2024-08-15,4.806000288475408
2024-08-16,3.604500216356556
2024-08-17,9.612000576950816
2024-08-18,14.418000865426224
2024-08-19,4.806000288475408
2024-08-20,4.806000288475408
2024-08-21,3.4042502043367473
2024-08-22,4.205250252415982
2024-08-23,4.806000288475408
2024-08-24,13.016250781287564
2024-08-25,7.609500456752729
2024-08-26,6.207750372614068
2024-08-27,8.210250492812154
2024-08-28,6.808500408673495
2024-08-29,4.806000288475408
2024-08-30,4.806000288475408
2024-08-31,4.806000288475408
2024-09-01,6.808500408673495
2024-09-02,6.207750372614068
2024-09-03,5.406750324534834
2024-09-04,6.207750372614068
2024-09-05,6.207750372614068
2024-09-06,7.609500456752729
2024-09-07,8.210250492812154
2024-09-08,54.86850329342758
2024-09-09,12.415500745228137
2024-09-10,8.210250492812154
2024-09-11,7.609500456752729
2024-09-12,21.226501274099718
2024-09-13,82.30275494014137
2024-09-14,8.210250492812154
2024-09-15,9.612000576950816
2024-09-16,6.808500408673495
2024-09-17,4.806000288475408
2024-09-18,4.806000288475408
2024-09-19,4.806000288475408
2024-09-20,4.806000288475408
2024-09-21,4.806000288475408
2024-09-22,11.214000673109284
2024-09-23,24.03000144237704
2024-09-24,54.46800326938796
2024-09-25,6.408000384633877
2024-09-26,6.408000384633877
2024-09-27,6.408000384633877
2024-09-28,6.408000384633877
2024-09-29,20.826001250060102
2024-09-30,57.6720034617049
2024-10-01,6.408000384633877
2024-10-02,4.806000288475408
2024-10-03,4.806000288475408
2024-10-04,4.806000288475408
2024-10-05,4.806000288475408
2024-10-06,40.050002403961734
2024-10-07,8.010000480792346
2024-10-08,4.806000288475408
2024-10-09,4.806000288475408
2024-10-10,4.806000288475408
2024-10-11,4.806000288475408
2024-10-12,4.806000288475408
2024-10-13,11.214000673109284
2024-10-14,17.622001057743162
2024-10-15,62.4780037501803
2024-10-16,8.010000480792346
2024-10-17,6.408000384633877
2024-10-18,4.806000288475408
2024-10-19,6.408000384633877
2024-10-20,35.244002115486325
2024-10-21,9.612000576950816
2024-10-22,4.806000288475408
2024-10-23,4.806000288475408
2024-10-24,4.806000288475408
2024-10-25,4.806000288475408
2024-10-26,4.806000288475408
2024-10-27,32.040001923169385
2024-10-28,9.612000576950816
2024-10-29,4.806000288475408
2024-10-30,4.806000288475408
2024-10-31,4.806000288475408
2024-11-01,4.806000288475408
2024-11-02,6.408000384633877
2024-11-03,36.846002211644794
2024-11-04,11.214000673109284
2024-11-05,6.408000384633877
2024-11-06,3.2040001923169386
2024-11-07,4.806000288475408
2024-11-08,4.806000288475408
2024-11-09,6.408000384633877
2024-11-10,30.438001827010915
2024-11-11,9.612000576950816
2024-11-12,6.408000384633877
2024-11-13,4.806000288475408
2024-11-14,4.806000288475408
2024-11-15,6.408000384633877
2024-11-16,6.408000384633877
2024-11-17,38.448002307803264
2024-11-18,35.244002115486325
2024-11-19,8.010000480792346
2024-11-20,4.806000288475408
2024-11-21,4.806000288475408
2024-11-22,4.806000288475408
2024-11-23,4.806000288475408
2024-11-24,12.816000769267754
2024-11-25,6.408000384633877
2024-11-26,4.806000288475408
2024-11-27,4.806000288475408
2024-11-28,8.010000480792346
2024-11-29,9.612000576950816
2024-11-30,9.612000576950816
2024-12-01,32.040001923169385
2024-12-02,75.29400451944805
2024-12-03,9.612000576950816
2024-12-04,6.408000384633877
2024-12-05,4.806000288475408
2024-12-06,8.010000480792346
2024-12-07,6.408000384633877
2024-12-08,33.642002019327855
2024-12-09,22.42800134621857
2024-12-10,6.408000384633877
