Time,stranger_things
2022-04-27,2.0
2022-04-28,2.0
2022-04-29,2.0
2022-04-30,3.0
2022-05-01,3.0
2022-05-02,2.0
2022-05-03,2.0
2022-05-04,2.0
2022-05-05,2.0
2022-05-06,2.0
2022-05-07,3.0
2022-05-08,3.0
2022-05-09,2.0
2022-05-10,2.0
2022-05-11,2.0
2022-05-12,2.0
2022-05-13,3.0
2022-05-14,6.0
2022-05-15,8.0
2022-05-16,5.0
2022-05-17,4.0
2022-05-18,4.0
2022-05-19,5.0
2022-05-20,6.0
2022-05-21,8.0
2022-05-22,9.0
2022-05-23,9.0
2022-05-24,10.0
2022-05-25,10.0
2022-05-26,16.0
2022-05-27,48.0
2022-05-28,69.0
2022-05-29,75.0
2022-05-30,72.0
2022-05-31,61.0
2022-06-01,50.0
2022-06-02,44.0
2022-06-03,40.0
2022-06-04,44.0
2022-06-05,45.0
2022-06-06,36.0
2022-06-07,32.0
2022-06-08,31.0
2022-06-09,28.0
2022-06-10,26.0
2022-06-11,28.0
2022-06-12,30.0
2022-06-13,26.0
2022-06-14,22.0
2022-06-15,23.0
2022-06-16,21.0
2022-06-17,21.0
2022-06-18,23.0
2022-06-19,24.0
2022-06-20,22.0
2022-06-21,23.0
2022-06-22,23.0
2022-06-23,21.0
2022-06-24,18.0
2022-06-25,21.0
2022-06-26,22.0
2022-06-27,20.0
2022-06-28,20.0
2022-06-29,20.0
2022-06-30,31.0
2022-07-01,100.0
2022-07-02,99.0
2022-07-03,70.0
2022-07-04,64.0
2022-07-05,47.0
2022-07-06,43.0
2022-07-07,39.0
2022-07-08,37.0
2022-07-09,39.0
2022-07-10,37.0
2022-07-11,31.0
2022-07-12,26.0
2022-07-13,24.0
2022-07-14,24.0
2022-07-15,23.0
2022-07-16,25.0
2022-07-17,26.0
2022-07-18,22.0
2022-07-19,20.0
2022-07-20,20.0
2022-07-21,19.0
2022-07-22,19.0
2022-07-23,19.0
2022-07-24,20.0
2022-07-25,17.0
2022-07-26,17.0
2022-07-27,15.0
2022-07-28,15.0
2022-07-29,15.0
2022-07-30,16.0
2022-07-31,16.0
2022-08-01,13.0
2022-08-02,13.0
2022-08-03,13.0
2022-08-04,13.0
2022-08-05,12.0
2022-08-06,13.0
2022-08-07,15.0
2022-08-08,11.0
2022-08-09,10.0
2022-08-10,10.0
2022-08-11,10.0
2022-08-12,9.0
2022-08-13,11.0
2022-08-14,11.0
2022-08-15,9.0
2022-08-16,9.0
2022-08-17,8.0
2022-08-18,8.0
2022-08-19,8.0
2022-08-20,9.0
2022-08-21,10.0
2022-08-22,7.0
2022-08-23,7.0
2022-08-24,6.0
2022-08-25,6.0
2022-08-26,7.0
2022-08-27,8.0
2022-08-28,8.0
2022-08-29,5.895238095238096
2022-08-30,5.204761904761905
2022-08-31,5.742857142857143
2022-09-01,5.166666666666667
2022-09-02,5.204761904761905
2022-09-03,6.852380952380953
2022-09-04,6.966666666666667
2022-09-05,7.80952380952381
2022-09-06,5.742857142857143
2022-09-07,4.9
2022-09-08,4.171428571428572
2022-09-09,4.057142857142857
2022-09-10,5.81904761904762
2022-09-11,6.085714285714285
2022-09-12,4.095238095238095
2022-09-13,4.171428571428572
2022-09-14,4.057142857142857
2022-09-15,4.171428571428572
2022-09-16,4.171428571428572
2022-09-17,5.742857142857143
2022-09-18,5.780952380952382
2022-09-19,3.980952380952381
2022-09-20,3.7904761904761903
2022-09-21,3.904761904761905
2022-09-22,3.904761904761905
2022-09-23,4.019047619047619
2022-09-24,5.128571428571429
2022-09-25,5.09047619047619
2022-09-26,3.866666666666667
2022-09-27,3.2142857142857144
2022-09-28,3.428571428571429
2022-09-29,3.1238095238095243
2022-09-30,3.352380952380953
2022-10-01,4.342857142857143
2022-10-02,4.876190476190477
2022-10-03,3.352380952380953
2022-10-04,3.352380952380953
2022-10-05,3.733333333333334
2022-10-06,3.580952380952381
2022-10-07,3.8095238095238098
2022-10-08,4.876190476190477
2022-10-09,4.571428571428572
2022-10-10,3.885714285714286
2022-10-11,2.8952380952380956
2022-10-12,3.047619047619048
2022-10-13,2.8952380952380956
2022-10-14,3.2761904761904765
2022-10-15,4.342857142857143
2022-10-16,4.342857142857143
2022-10-17,3.2
2022-10-18,2.9714285714285715
2022-10-19,3.1238095238095243
2022-10-20,3.1238095238095243
2022-10-21,3.1238095238095243
2022-10-22,4.190476190476191
2022-10-23,4.190476190476191
2022-10-24,3.2
2022-10-25,3.2761904761904765
2022-10-26,3.352380952380953
2022-10-27,3.580952380952381
2022-10-28,3.961904761904762
2022-10-29,5.6380952380952385
2022-10-30,5.333333333333334
2022-10-31,5.561904761904763
2022-11-01,3.504761904761905
2022-11-02,2.8190476190476192
2022-11-03,2.4380952380952383
2022-11-04,2.666666666666667
2022-11-05,3.2
2022-11-06,4.342857142857143
2022-11-07,3.580952380952381
2022-11-08,2.5904761904761906
2022-11-09,2.361904761904762
2022-11-10,2.4380952380952383
2022-11-11,2.742857142857143
2022-11-12,2.9714285714285715
2022-11-13,3.1238095238095243
2022-11-14,2.361904761904762
2022-11-15,2.1333333333333337
2022-11-16,2.2095238095238097
2022-11-17,2.2095238095238097
2022-11-18,2.285714285714286
2022-11-19,2.742857142857143
2022-11-20,2.9714285714285715
2022-11-21,2.285714285714286
2022-11-22,2.361904761904762
2022-11-23,2.4380952380952383
2022-11-24,2.5904761904761906
2022-11-25,2.8952380952380956
2022-11-26,2.666666666666667
2022-11-27,2.742857142857143
2022-11-28,2.0571428571428574
2022-11-29,2.0571428571428574
2022-11-30,2.361904761904762
2022-12-01,1.980952380952381
2022-12-02,2.0571428571428574
2022-12-03,2.4380952380952383
2022-12-04,2.5142857142857147
2022-12-05,1.9047619047619049
2022-12-06,1.8285714285714287
2022-12-07,2.0571428571428574
2022-12-08,2.0571428571428574
2022-12-09,1.9047619047619049
2022-12-10,2.361904761904762
2022-12-11,2.5142857142857147
2022-12-12,1.980952380952381
2022-12-13,1.8285714285714287
2022-12-14,1.9047619047619049
2022-12-15,1.8285714285714287
2022-12-16,1.980952380952381
2022-12-17,2.285714285714286
2022-12-18,2.361904761904762
2022-12-19,2.0571428571428574
2022-12-20,1.980952380952381
2022-12-21,1.980952380952381
2022-12-22,2.2095238095238097
2022-12-23,2.285714285714286
2022-12-24,2.285714285714286
2022-12-25,2.666666666666667
2022-12-26,2.742857142857143
2022-12-27,2.4380952380952383
2022-12-28,2.5142857142857147
2022-12-29,2.4380952380952383
2022-12-30,2.5142857142857147
2022-12-31,2.5142857142857147
2023-01-01,2.742857142857143
2023-01-02,3.047619047619048
2023-01-03,2.0571428571428574
2023-01-04,2.0571428571428574
2023-01-05,2.0571428571428574
2023-01-06,3.1238095238095243
2023-01-07,3.047619047619048
2023-01-08,2.8190476190476192
2023-01-09,1.980952380952381
2023-01-10,1.7523809523809526
2023-01-11,1.9047619047619049
2023-01-12,1.8285714285714287
2023-01-13,1.9047619047619049
2023-01-14,2.5142857142857147
2023-01-15,2.5142857142857147
2023-01-16,2.361904761904762
2023-01-17,1.8285714285714287
2023-01-18,1.7523809523809526
2023-01-19,1.8285714285714287
2023-01-20,1.7523809523809526
2023-01-21,2.1333333333333337
2023-01-22,2.2095238095238097
2023-01-23,1.8285714285714287
2023-01-24,1.6
2023-01-25,1.6
2023-01-26,1.6761904761904765
2023-01-27,1.6761904761904765
2023-01-28,2.0571428571428574
2023-01-29,2.1333333333333337
2023-01-30,1.6761904761904765
2023-01-31,1.523809523809524
2023-02-01,1.523809523809524
2023-02-02,1.6761904761904765
2023-02-03,1.6761904761904765
2023-02-04,2.0571428571428574
2023-02-05,2.4380952380952383
2023-02-06,1.6761904761904765
2023-02-07,1.4476190476190478
2023-02-08,1.4476190476190478
2023-02-09,1.4476190476190478
2023-02-10,1.523809523809524
2023-02-11,1.980952380952381
2023-02-12,2.1333333333333337
2023-02-13,1.4476190476190478
2023-02-14,1.4476190476190478
2023-02-15,1.3714285714285714
2023-02-16,1.3714285714285714
2023-02-17,1.4476190476190478
2023-02-18,1.9047619047619049
2023-02-19,2.0571428571428574
2023-02-20,1.9047619047619049
2023-02-21,1.6
2023-02-22,1.6
2023-02-23,1.6761904761904765
2023-02-24,1.7523809523809526
2023-02-25,2.2095238095238097
2023-02-26,2.4380952380952383
2023-02-27,1.9047619047619049
2023-02-28,1.523809523809524
2023-03-01,1.6761904761904765
2023-03-02,1.6761904761904765
2023-03-03,1.523809523809524
2023-03-04,2.0571428571428574
2023-03-05,2.0571428571428574
2023-03-06,1.6
2023-03-07,1.3714285714285714
2023-03-08,1.523809523809524
2023-03-09,1.6
2023-03-10,2.4380952380952383
2023-03-11,2.8952380952380956
2023-03-12,2.361904761904762
2023-03-13,1.980952380952381
2023-03-14,1.7523809523809526
2023-03-15,1.6
2023-03-16,1.523809523809524
2023-03-17,1.4476190476190478
2023-03-18,1.7523809523809526
2023-03-19,2.0571428571428574
2023-03-20,1.6
2023-03-21,1.523809523809524
2023-03-22,1.523809523809524
2023-03-23,1.523809523809524
2023-03-24,1.523809523809524
2023-03-25,1.7523809523809526
2023-03-26,1.8285714285714287
2023-03-27,1.4476190476190478
2023-03-28,1.4476190476190478
2023-03-29,1.3714285714285714
2023-03-30,1.3714285714285714
2023-03-31,1.3714285714285714
2023-04-01,1.6761904761904765
2023-04-02,2.0571428571428574
2023-04-03,1.4476190476190478
2023-04-04,1.3714285714285714
2023-04-05,1.3714285714285714
2023-04-06,1.3714285714285714
2023-04-07,1.6
2023-04-08,1.6761904761904765
2023-04-09,1.6761904761904765
2023-04-10,1.4476190476190478
2023-04-11,1.7523809523809526
2023-04-12,1.6
2023-04-13,1.6
2023-04-14,1.523809523809524
2023-04-15,1.9047619047619049
2023-04-16,2.0571428571428574
2023-04-17,1.4476190476190478
2023-04-18,1.2952380952380953
2023-04-19,1.2952380952380953
2023-04-20,1.3714285714285714
2023-04-21,1.4476190476190478
2023-04-22,1.6761904761904765
2023-04-23,1.8285714285714287
2023-04-24,1.4476190476190478
2023-04-25,1.2952380952380953
2023-04-26,1.2356107660455486
2023-04-27,1.2737060041407868
2023-04-28,1.30351966873706
2023-04-29,1.7407867494824019
2023-04-30,1.9064182194616979
2023-05-01,1.5072463768115942
2023-05-02,1.3714285714285714
2023-05-03,1.3714285714285714
2023-05-04,1.3714285714285714
2023-05-05,1.2356107660455486
2023-05-06,1.604968944099379
2023-05-07,2.042236024844721
2023-05-08,1.5751552795031056
2023-05-09,1.3714285714285714
2023-05-10,1.30351966873706
2023-05-11,1.3416149068322982
2023-05-12,1.3714285714285714
2023-05-13,1.604968944099379
2023-05-14,1.8385093167701865
2023-05-15,1.4691511387163563
2023-05-16,1.4393374741200828
2023-05-17,1.3714285714285714
2023-05-18,1.3714285714285714
2023-05-19,1.3714285714285714
2023-05-20,1.8086956521739133
2023-05-21,2.042236024844721
2023-05-22,1.3714285714285714
2023-05-23,1.3714285714285714
2023-05-24,1.4691511387163563
2023-05-25,1.3714285714285714
2023-05-26,1.6099378881987578
2023-05-27,2.1465838509316773
2023-05-28,2.325465838509317
2023-05-29,2.2658385093167706
2023-05-30,1.7888198757763978
2023-05-31,1.5503105590062114
2023-06-01,1.7291925465838511
2023-06-02,1.7291925465838511
2023-06-03,2.325465838509317
2023-06-04,2.2062111801242237
2023-06-05,1.7291925465838511
2023-06-06,1.6695652173913045
2023-06-07,1.5503105590062114
2023-06-08,1.5503105590062114
2023-06-09,1.5503105590062114
2023-06-10,1.9080745341614909
2023-06-11,1.8484472049689442
2023-06-12,1.6695652173913045
2023-06-13,1.4906832298136647
2023-06-14,1.7291925465838511
2023-06-15,1.7888198757763978
2023-06-16,1.6695652173913045
2023-06-17,1.9080745341614909
2023-06-18,2.5043478260869567
2023-06-19,2.027329192546584
2023-06-20,1.7291925465838511
2023-06-21,1.7888198757763978
2023-06-22,1.7291925465838511
2023-06-23,1.6099378881987578
2023-06-24,1.7888198757763978
2023-06-25,2.086956521739131
2023-06-26,1.7291925465838511
2023-06-27,1.6695652173913045
2023-06-28,1.7291925465838511
2023-06-29,1.7291925465838511
2023-06-30,1.7291925465838511
2023-07-01,1.8484472049689442
2023-07-02,1.9677018633540375
2023-07-03,1.7888198757763978
2023-07-04,1.9080745341614909
2023-07-05,1.7888198757763978
2023-07-06,1.7888198757763978
2023-07-07,1.7291925465838511
2023-07-08,2.027329192546584
2023-07-09,1.9677018633540375
2023-07-10,1.7291925465838511
2023-07-11,1.6099378881987578
2023-07-12,1.5503105590062114
2023-07-13,1.9080745341614909
2023-07-14,1.7888198757763978
2023-07-15,1.9677018633540375
2023-07-16,2.1465838509316773
2023-07-17,1.8484472049689442
2023-07-18,1.7291925465838511
2023-07-19,1.7291925465838511
2023-07-20,1.6695652173913045
2023-07-21,1.7291925465838511
2023-07-22,1.7888198757763978
2023-07-23,1.9677018633540375
2023-07-24,1.6099378881987578
2023-07-25,1.5503105590062114
2023-07-26,1.4906832298136647
2023-07-27,1.3714285714285717
2023-07-28,1.3714285714285717
2023-07-29,1.6695652173913045
2023-07-30,1.7291925465838511
2023-07-31,1.4906832298136647
2023-08-01,1.431055900621118
2023-08-02,1.3714285714285717
2023-08-03,1.3714285714285717
2023-08-04,1.4906832298136647
2023-08-05,1.4906832298136647
2023-08-06,1.7291925465838511
2023-08-07,1.431055900621118
2023-08-08,1.3714285714285717
2023-08-09,1.431055900621118
2023-08-10,1.4906832298136647
2023-08-11,1.5503105590062114
2023-08-12,1.7291925465838511
2023-08-13,1.7888198757763978
2023-08-14,1.4906832298136647
2023-08-15,1.3714285714285717
2023-08-16,1.5503105590062114
2023-08-17,1.5503105590062114
2023-08-18,1.4906832298136647
2023-08-19,1.7291925465838511
2023-08-20,1.7888198757763978
2023-08-21,1.3714285714285717
2023-08-22,1.1925465838509317
2023-08-23,1.2521739130434784
2023-08-24,1.2521739130434784
2023-08-25,1.2521739130434784
2023-08-26,1.4906832298136647
2023-08-27,1.7291925465838511
2023-08-28,1.311801242236025
2023-08-29,1.1925465838509317
2023-08-30,1.1925465838509317
2023-08-31,1.1925465838509317
2023-09-01,1.2521739130434784
2023-09-02,1.4906832298136647
2023-09-03,1.7291925465838511
2023-09-04,1.6695652173913045
2023-09-05,1.2521739130434784
2023-09-06,1.1925465838509317
2023-09-07,1.013664596273292
2023-09-08,1.0732919254658386
2023-09-09,1.3714285714285717
2023-09-10,1.431055900621118
2023-09-11,1.1329192546583853
2023-09-12,1.1329192546583853
2023-09-13,1.1925465838509317
2023-09-14,1.1925465838509317
2023-09-15,1.2521739130434784
2023-09-16,1.5503105590062114
2023-09-17,1.6099378881987578
2023-09-18,1.1329192546583853
2023-09-19,1.1329192546583853
2023-09-20,1.3714285714285717
2023-09-21,1.311801242236025
2023-09-22,1.2521739130434784
2023-09-23,2.1465838509316773
2023-09-24,2.325465838509317
2023-09-25,1.2521739130434784
2023-09-26,1.0732919254658386
2023-09-27,1.1925465838509317
2023-09-28,1.1925465838509317
2023-09-29,1.1925465838509317
2023-09-30,1.4906832298136647
2023-10-01,1.6099378881987578
2023-10-02,1.431055900621118
2023-10-03,2.027329192546584
2023-10-04,1.1925465838509317
2023-10-05,1.4906832298136647
2023-10-06,1.311801242236025
2023-10-07,1.4906832298136647
2023-10-08,1.6695652173913045
2023-10-09,1.3714285714285717
2023-10-10,1.311801242236025
2023-10-11,1.5503105590062114
2023-10-12,1.311801242236025
2023-10-13,1.1925465838509317
2023-10-14,1.4906832298136647
2023-10-15,1.7888198757763978
2023-10-16,1.3714285714285717
2023-10-17,1.4906832298136647
2023-10-18,1.3714285714285717
2023-10-19,1.431055900621118
2023-10-20,1.4906832298136647
2023-10-21,1.7888198757763978
2023-10-22,1.6695652173913045
2023-10-23,1.2521739130434784
2023-10-24,1.2521739130434784
2023-10-25,1.431055900621118
2023-10-26,1.311801242236025
2023-10-27,1.431055900621118
2023-10-28,1.7888198757763978
2023-10-29,1.7888198757763978
2023-10-30,1.431055900621118
2023-10-31,1.6695652173913045
2023-11-01,1.4906832298136647
2023-11-02,1.1925465838509317
2023-11-03,3.040993788819876
2023-11-04,3.9950310559006215
2023-11-05,3.875776397515528
2023-11-06,5.962732919254659
2023-11-07,3.875776397515528
2023-11-08,2.086956521739131
2023-11-09,1.7888198757763978
2023-11-10,1.8484472049689442
2023-11-11,1.7888198757763978
2023-11-12,1.7888198757763978
2023-11-13,1.431055900621118
2023-11-14,1.3714285714285717
2023-11-15,1.2521739130434784
2023-11-16,1.1329192546583853
2023-11-17,1.1925465838509317
2023-11-18,1.3714285714285717
2023-11-19,1.4906832298136647
2023-11-20,1.1925465838509317
2023-11-21,1.1925465838509317
2023-11-22,1.311801242236025
2023-11-23,1.431055900621118
2023-11-24,1.3714285714285717
2023-11-25,1.3714285714285717
2023-11-26,1.4906832298136647
2023-11-27,1.0732919254658386
2023-11-28,1.0732919254658386
2023-11-29,1.431055900621118
2023-11-30,1.311801242236025
2023-12-01,1.3714285714285717
2023-12-02,1.431055900621118
2023-12-03,1.3714285714285717
2023-12-04,1.1329192546583853
2023-12-05,1.013664596273292
2023-12-06,1.013664596273292
2023-12-07,0.8944099378881989
2023-12-08,1.013664596273292
2023-12-09,1.311801242236025
2023-12-10,1.2521739130434784
2023-12-11,1.013664596273292
2023-12-12,0.9540372670807454
2023-12-13,1.013664596273292
2023-12-14,1.013664596273292
2023-12-15,1.1329192546583853
2023-12-16,1.3714285714285717
2023-12-17,1.3714285714285717
2023-12-18,1.1329192546583853
2023-12-19,1.1925465838509317
2023-12-20,1.1925465838509317
2023-12-21,1.1329192546583853
2023-12-22,1.311801242236025
2023-12-23,1.4260869565217393
2023-12-24,1.453416149068323
2023-12-25,1.4968944099378882
2023-12-26,1.2546583850931678
2023-12-27,1.311801242236025
2023-12-28,1.4260869565217393
2023-12-29,1.4397515527950313
2023-12-30,1.325465838509317
2023-12-31,1.4832298136645963
2024-01-01,1.4832298136645963
2024-01-02,1.4260869565217393
2024-01-03,1.2683229813664596
2024-01-04,1.1975155279503107
2024-01-05,1.1975155279503107
2024-01-06,1.725465838509317
2024-01-07,1.6683229813664597
2024-01-08,1.725465838509317
2024-01-09,1.7826086956521743
2024-01-10,1.453416149068323
2024-01-11,1.4260869565217393
2024-01-12,2.081987577639752
2024-01-13,1.9105590062111801
2024-01-14,1.924223602484472
2024-01-15,1.6683229813664597
2024-01-16,1.4832298136645963
2024-01-17,1.4968944099378882
2024-01-18,1.311801242236025
2024-01-19,1.325465838509317
2024-01-20,1.6819875776397517
2024-01-21,1.694409937888199
2024-01-22,1.2024844720496894
2024-01-23,1.1478260869565218
2024-01-24,1.120496894409938
2024-01-25,1.093167701863354
2024-01-26,1.0385093167701864
2024-01-27,1.3391304347826087
2024-01-28,1.475776397515528
2024-01-29,1.093167701863354
2024-01-30,1.120496894409938
2024-01-31,1.1751552795031057
2024-02-01,0.9838509316770188
2024-02-02,1.0111801242236025
2024-02-03,1.4211180124223604
2024-02-04,1.475776397515528
2024-02-05,1.1478260869565218
2024-02-06,1.0385093167701864
2024-02-07,1.0385093167701864
2024-02-08,0.929192546583851
2024-02-09,1.093167701863354
2024-02-10,1.475776397515528
2024-02-11,1.4484472049689443
2024-02-12,0.9565217391304348
2024-02-13,0.9838509316770188
2024-02-14,1.0385093167701864
2024-02-15,1.2024844720496894
2024-02-16,1.1478260869565218
2024-02-17,1.3937888198757764
2024-02-18,1.6397515527950313
2024-02-19,1.6124223602484473
2024-02-20,1.284472049689441
2024-02-21,1.120496894409938
2024-02-22,1.0111801242236025
2024-02-23,1.1478260869565218
2024-02-24,1.3664596273291927
2024-02-25,1.5304347826086957
2024-02-26,1.2024844720496894
2024-02-27,0.929192546583851
2024-02-28,1.0658385093167704
2024-02-29,1.093167701863354
2024-03-01,1.311801242236025
2024-03-02,1.5577639751552796
2024-03-03,1.694409937888199
2024-03-04,1.284472049689441
2024-03-05,1.0658385093167704
2024-03-06,1.1751552795031057
2024-03-07,1.120496894409938
2024-03-08,1.2298136645962734
2024-03-09,1.9403726708074536
2024-03-10,1.9677018633540375
2024-03-11,1.6124223602484473
2024-03-12,1.5577639751552796
2024-03-13,1.4211180124223604
2024-03-14,1.3391304347826087
2024-03-15,1.3937888198757764
2024-03-16,1.8037267080745343
2024-03-17,1.9403726708074536
2024-03-18,1.503105590062112
2024-03-19,1.3664596273291927
2024-03-20,1.2298136645962734
2024-03-21,1.2024844720496894
2024-03-22,1.3664596273291927
2024-03-23,1.885714285714286
2024-03-24,2.3229813664596275
2024-03-25,1.475776397515528
2024-03-26,1.2298136645962734
2024-03-27,1.311801242236025
2024-03-28,1.667080745341615
2024-03-29,1.5304347826086957
2024-03-30,1.667080745341615
2024-03-31,1.667080745341615
2024-04-01,1.3391304347826087
2024-04-02,1.2298136645962734
2024-04-03,1.2298136645962734
2024-04-04,1.1478260869565218
2024-04-05,1.311801242236025
2024-04-06,1.4484472049689443
2024-04-07,1.503105590062112
2024-04-08,1.1751552795031057
2024-04-09,1.0658385093167704
2024-04-10,1.093167701863354
2024-04-11,1.0111801242236025
2024-04-12,1.0658385093167704
2024-04-13,1.3937888198757764
2024-04-14,1.5304347826086957
2024-04-15,1.1478260869565218
2024-04-16,1.0111801242236025
2024-04-17,1.0111801242236025
2024-04-18,1.0111801242236025
2024-04-19,1.1478260869565218
2024-04-20,1.3664596273291927
2024-04-21,1.5304347826086957
2024-04-22,1.093167701863354
2024-04-23,1.0385093167701864
2024-04-24,1.0111801242236025
2024-04-25,1.093167701863354
2024-04-26,1.0658385093167704
2024-04-27,1.5304347826086957
2024-04-28,1.8310559006211182
2024-04-29,1.3664596273291927
2024-04-30,1.2571428571428573
2024-05-01,1.1478260869565218
2024-05-02,1.2298136645962734
2024-05-03,1.2024844720496894
2024-05-04,1.475776397515528
2024-05-05,1.694409937888199
2024-05-06,1.3391304347826087
2024-05-07,1.1751552795031057
2024-05-08,1.2024844720496894
2024-05-09,1.2298136645962734
2024-05-10,1.2298136645962734
2024-05-11,1.503105590062112
2024-05-12,1.694409937888199
2024-05-13,1.3391304347826087
2024-05-14,1.311801242236025
2024-05-15,1.3391304347826087
2024-05-16,1.284472049689441
2024-05-17,1.284472049689441
2024-05-18,1.858385093167702
2024-05-19,1.8037267080745343
2024-05-20,1.4211180124223604
2024-05-21,1.311801242236025
2024-05-22,1.284472049689441
2024-05-23,1.311801242236025
2024-05-24,1.4211180124223604
2024-05-25,1.858385093167702
2024-05-26,1.9677018633540375
2024-05-27,2.077018633540373
2024-05-28,1.7217391304347827
2024-05-29,1.5577639751552796
2024-05-30,1.475776397515528
2024-05-31,1.475776397515528
2024-06-01,1.694409937888199
2024-06-02,1.9950310559006212
2024-06-03,1.5304347826086957
2024-06-04,1.667080745341615
2024-06-05,1.694409937888199
2024-06-06,1.694409937888199
2024-06-07,2.240993788819876
2024-06-08,2.104347826086957
2024-06-09,2.049689440993789
2024-06-10,1.8310559006211182
2024-06-11,1.694409937888199
2024-06-12,1.8037267080745343
2024-06-13,1.7763975155279506
2024-06-14,1.7217391304347827
2024-06-15,1.8310559006211182
2024-06-16,2.077018633540373
2024-06-17,1.7490683229813666
2024-06-18,1.7763975155279506
2024-06-19,1.7490683229813666
2024-06-20,1.5850931677018636
2024-06-21,1.7490683229813666
2024-06-22,1.885714285714286
2024-06-23,1.9403726708074536
2024-06-24,1.667080745341615
2024-06-25,1.5850931677018636
2024-06-26,1.6124223602484473
2024-06-27,1.667080745341615
2024-06-28,1.7490683229813666
2024-06-29,2.022360248447205
2024-06-30,2.213664596273292
2024-07-01,1.9677018633540375
2024-07-02,1.9677018633540375
2024-07-03,2.022360248447205
2024-07-04,2.213664596273292
2024-07-05,2.1590062111801243
2024-07-06,2.404968944099379
2024-07-07,2.4869565217391307
2024-07-08,1.9403726708074536
2024-07-09,1.7217391304347827
2024-07-10,1.8310559006211182
2024-07-11,1.8310559006211182
2024-07-12,1.8037267080745343
2024-07-13,1.9130434782608696
2024-07-14,1.885714285714286
2024-07-15,2.1590062111801243
2024-07-16,2.541614906832298
2024-07-17,2.2956521739130435
2024-07-18,2.7329192546583854
2024-07-19,2.4869565217391307
2024-07-20,2.541614906832298
2024-07-21,2.459627329192547
2024-07-22,1.885714285714286
2024-07-23,1.858385093167702
2024-07-24,1.8037267080745343
2024-07-25,1.8310559006211182
2024-07-26,1.8037267080745343
2024-07-27,1.885714285714286
2024-07-28,2.077018633540373
2024-07-29,1.7217391304347827
2024-07-30,1.6124223602484473
2024-07-31,1.475776397515528
2024-08-01,1.503105590062112
2024-08-02,1.503105590062112
2024-08-03,1.8037267080745343
2024-08-04,1.8310559006211182
2024-08-05,1.503105590062112
2024-08-06,1.503105590062112
2024-08-07,1.5850931677018636
2024-08-08,1.4484472049689443
2024-08-09,1.503105590062112
2024-08-10,1.667080745341615
2024-08-11,1.8310559006211182
2024-08-12,1.5577639751552796
2024-08-13,1.503105590062112
2024-08-14,1.3937888198757764
2024-08-15,1.3391304347826087
2024-08-16,1.4211180124223604
2024-08-17,1.9403726708074536
2024-08-18,1.9942810505144724
2024-08-19,1.645322224770962
2024-08-20,1.586844109644248
2024-08-21,1.3685061104274574
2024-08-22,1.586844109644248
2024-08-23,1.586844109644248
2024-08-24,1.8773248202610446
2024-08-25,1.9650419929511154
