Time,silicon_valley_bank
2023-12-19,0.24489795918367346
2023-12-20,0.22448979591836732
2023-12-21,0.2857142857142857
2023-12-22,0.2629051620648259
2023-12-23,0.0
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,0.2857142857142857
2023-12-27,0.16566626650660263
2023-12-28,0.306422569027611
2023-12-29,0.14705882352941174
2023-12-30,0.0
2023-12-31,0.1449579831932773
2024-01-01,0.0
2024-01-02,0.24429771908763503
2024-01-03,0.24849939975990396
2024-01-04,0.2650060024009604
2024-01-05,0.2650060024009604
2024-01-06,0.1449579831932773
2024-01-07,0.1800720288115246
2024-01-08,0.28361344537815125
2024-01-09,0.1842737094837935
2024-01-10,0.18217286914765907
2024-01-11,0.0
2024-01-12,0.26080432172869145
2024-01-13,0.18217286914765907
2024-01-14,0.0
2024-01-15,0.14285714285714285
2024-01-16,0.18637454981992796
2024-01-17,0.20918367346938774
2024-01-18,0.24009603841536614
2024-01-19,0.20498199279711882
2024-01-20,0.18217286914765907
2024-01-21,0.0
2024-01-22,0.19327731092436973
2024-01-23,0.31092436974789917
2024-01-24,0.2857142857142857
2024-01-25,0.3445378151260504
2024-01-26,0.31092436974789917
2024-01-27,0.0
2024-01-28,0.15546218487394958
2024-01-29,0.19747899159663865
2024-01-30,0.31092436974789917
2024-01-31,0.1680672268907563
2024-02-01,0.31932773109243695
2024-02-02,0.21008403361344538
2024-02-03,0.0
2024-02-04,0.0
2024-02-05,0.25630252100840334
2024-02-06,0.25210084033613445
2024-02-07,0.3403361344537815
2024-02-08,0.25210084033613445
2024-02-09,0.18067226890756302
2024-02-10,0.0
2024-02-11,0.0
2024-02-12,0.32352941176470584
2024-02-13,0.24789915966386553
2024-02-14,0.14285714285714285
2024-02-15,0.12605042016806722
2024-02-16,0.31092436974789917
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,0.18067226890756302
2024-02-20,0.226890756302521
2024-02-21,0.23529411764705882
2024-02-22,0.14285714285714285
2024-02-23,0.0
2024-02-24,0.0
2024-02-25,0.15546218487394958
2024-02-26,0.19747899159663865
2024-02-27,0.20168067226890757
2024-02-28,0.2689075630252101
2024-02-29,0.18067226890756302
2024-03-01,0.26050420168067223
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,0.3949579831932773
2024-03-05,0.20168067226890757
2024-03-06,0.29411764705882354
2024-03-07,0.37815126050420167
2024-03-08,0.24369747899159663
2024-03-09,0.0
2024-03-10,0.0
2024-03-11,0.29831932773109243
2024-03-12,0.42016806722689076
2024-03-13,0.31512605042016806
2024-03-14,0.3025210084033613
2024-03-15,0.21428571428571427
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,0.19327731092436973
2024-03-19,0.3067226890756302
2024-03-20,0.2184873949579832
2024-03-21,0.1638655462184874
2024-03-22,0.21428571428571427
2024-03-23,0.0
2024-03-24,0.2310924369747899
2024-03-25,0.29411764705882354
2024-03-26,0.14705882352941177
2024-03-27,0.20168067226890757
2024-03-28,0.21008403361344538
2024-03-29,0.18487394957983191
2024-03-30,0.0
2024-03-31,0.0
2024-04-01,0.24369747899159663
2024-04-02,0.2647058823529412
2024-04-03,0.24369747899159663
2024-04-04,0.2226890756302521
2024-04-05,0.25210084033613445
2024-04-06,0.0
2024-04-07,0.0
2024-04-08,0.1680672268907563
2024-04-09,0.2394957983193277
2024-04-10,0.14705882352941177
2024-04-11,0.25210084033613445
2024-04-12,0.21008403361344538
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,0.2647058823529412
2024-04-16,0.20588235294117646
2024-04-17,0.2689075630252101
2024-04-18,0.15126050420168066
2024-04-19,0.20168067226890757
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,0.226890756302521
2024-04-23,0.23529411764705882
2024-04-24,0.2815126050420168
2024-04-25,0.1722689075630252
2024-04-26,0.15966386554621848
2024-04-27,0.15546218487394958
2024-04-28,0.0
2024-04-29,0.24789915966386553
2024-04-30,0.31512605042016806
2024-05-01,0.21008403361344538
2024-05-02,0.2184873949579832
2024-05-03,0.20588235294117646
2024-05-04,0.0
2024-05-05,0.0
2024-05-06,0.226890756302521
2024-05-07,0.20588235294117646
2024-05-08,0.14285714285714285
2024-05-09,0.0
2024-05-10,0.15966386554621848
2024-05-11,0.0
2024-05-12,0.0
2024-05-13,0.226890756302521
2024-05-14,0.15126050420168066
2024-05-15,0.25210084033613445
2024-05-16,0.18487394957983191
2024-05-17,0.0
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,0.0
2024-05-21,0.21428571428571427
2024-05-22,0.13445378151260504
2024-05-23,0.1764705882352941
2024-05-24,0.13025210084033612
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,0.0
2024-05-28,0.0
2024-05-29,0.14285714285714285
2024-05-30,0.25630252100840334
2024-05-31,0.1680672268907563
2024-06-01,0.0
2024-06-02,0.0
2024-06-03,0.26050420168067223
2024-06-04,0.2394957983193277
2024-06-05,0.0
2024-06-06,0.0
2024-06-07,0.15966386554621848
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,0.21008403361344538
2024-06-11,0.26050420168067223
2024-06-12,0.18487394957983191
2024-06-13,0.3991596638655462
2024-06-14,0.0
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,0.13445378151260504
2024-06-18,0.19747899159663865
2024-06-19,0.15546218487394958
2024-06-20,0.15546218487394958
2024-06-21,0.0
2024-06-22,0.0
2024-06-23,0.0
2024-06-24,0.20588235294117646
2024-06-25,0.21008403361344538
2024-06-26,0.20588235294117646
2024-06-27,0.15126050420168066
2024-06-28,0.18067226890756302
2024-06-29,0.0
2024-06-30,0.0
2024-07-01,0.2394957983193277
2024-07-02,0.18067226890756302
2024-07-03,0.1764705882352941
2024-07-04,0.0
2024-07-05,0.0
2024-07-06,0.0
2024-07-07,0.0
2024-07-08,0.15126050420168066
2024-07-09,0.0
2024-07-10,0.2394957983193277
2024-07-11,0.25630252100840334
2024-07-12,0.0
2024-07-13,0.0
2024-07-14,0.0
2024-07-15,0.14285714285714285
2024-07-16,0.18487394957983191
2024-07-17,0.19747899159663865
2024-07-18,0.14705882352941177
2024-07-19,0.21428571428571427
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,0.0
2024-07-23,0.1680672268907563
2024-07-24,0.2226890756302521
2024-07-25,0.25630252100840334
2024-07-26,0.14285714285714285
2024-07-27,0.0
2024-07-28,0.0
2024-07-29,0.1722689075630252
2024-07-30,0.20168067226890757
2024-07-31,0.20588235294117646
2024-08-01,0.0
2024-08-02,0.0
2024-08-03,0.0
2024-08-04,0.0
2024-08-05,0.2310924369747899
2024-08-06,0.1680672268907563
2024-08-07,0.2647058823529412
2024-08-08,0.1722689075630252
2024-08-09,0.0
2024-08-10,0.0
2024-08-11,0.0
2024-08-12,0.23529411764705882
2024-08-13,0.13445378151260504
2024-08-14,0.2394957983193277
2024-08-15,0.14705882352941177
2024-08-16,0.14705882352941177
2024-08-17,0.1638655462184874
2024-08-18,0.0
2024-08-19,0.20998145351890757
2024-08-20,0.1319056919642857
2024-08-21,0.13031570049894955
2024-08-22,0.13769736410189076
2024-08-23,0.0
2024-08-24,0.0
2024-08-25,0.14666901917016806
2024-08-26,0.18993730304621848
2024-08-27,0.0
2024-08-28,0.23161559545693275
2024-08-29,0.18096564797794118
2024-08-30,0.15035985097163862
2024-08-31,0.0
2024-09-01,0.0
2024-09-02,0.0
2024-09-03,0.24427808232668063
2024-09-04,0.23899725905987393
2024-09-05,0.13928735556722688
2024-09-06,0.13928735556722688
2024-09-07,0.0
2024-09-08,0.0
2024-09-09,0.15933150603991594
2024-09-10,0.21367228532037813
2024-09-11,0.0
2024-09-12,0.19731896664915966
2024-09-13,0.13928735556722688
2024-09-14,0.0
2024-09-15,0.0
2024-09-16,0.3186630120798319
2024-09-17,0.1621791294642857
2024-09-18,0.24803866859243695
2024-09-19,0.24803866859243695
2024-09-20,0.0
2024-09-21,0.1430992318802521
2024-09-22,0.0
2024-09-23,0.1399192489495798
2024-09-24,0.15581916360294115
2024-09-25,0.24485868566176466
2024-09-26,0.1621791294642857
2024-09-27,0.14627921481092435
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,0.0
2024-10-01,0.2830184808298319
2024-10-02,0.15581916360294115
2024-10-03,0.16853909532563022
2024-10-04,0.15581916360294115
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,0.2321387539390756
2024-10-08,0.20669889049369744
2024-10-09,0.18761899290966383
2024-10-10,0.19397895877100838
2024-10-11,0.20351890756302518
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,0.3020983784138655
2024-10-15,0.21623883928571425
2024-10-16,0.21941882221638653
2024-10-17,0.1430992318802521
2024-10-18,0.130379300157563
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,0.17807904411764702
2024-10-22,0.1621791294642857
2024-10-23,0.24485868566176466
2024-10-24,0.22577878807773105
2024-10-25,0.1621791294642857
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,0.19715894170168063
2024-10-29,0.1430992318802521
2024-10-30,0.16535911239495796
2024-10-31,0.0
2024-11-01,0.0
2024-11-02,0.0
2024-11-03,0.0
2024-11-04,0.13673926601890754
2024-11-05,0.18761899290966383
2024-11-06,0.0
2024-11-07,0.12719931722689073
2024-11-08,0.1526391806722689
2024-11-09,0.0
2024-11-10,0.0
2024-11-11,0.15581916360294115
2024-11-12,0.2225988051470588
2024-11-13,0.1812590270483193
2024-11-14,0.12719931722689073
2024-11-15,0.1621791294642857
2024-11-16,0.1399192489495798
2024-11-17,0.213058856355042
2024-11-18,0.1526391806722689
2024-11-19,0.27665851496848737
2024-11-20,0.13355928308823528
2024-11-21,0.0
2024-11-22,0.1526391806722689
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,0.16535911239495796
2024-11-26,0.0
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,0.1399192489495798
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,0.1589991465336134
2024-12-03,0.19079897584033612
2024-12-04,0.213058856355042
2024-12-05,0.20351890756302518
2024-12-06,0.12719931722689073
2024-12-07,0.0
2024-12-08,0.0
