Time,chick_fil_a
2022-12-28,54.85964912280702
2022-12-29,59.50877192982456
2022-12-30,61.36842105263158
2022-12-31,75.3157894736842
2023-01-01,44.631578947368425
2023-01-02,54.85964912280702
2023-01-03,44.631578947368425
2023-01-04,44.631578947368425
2023-01-05,48.35087719298246
2023-01-06,52.07017543859649
2023-01-07,66.01754385964912
2023-01-08,30.68421052631579
2023-01-09,33.473684210526315
2023-01-10,43.70175438596491
2023-01-11,44.631578947368425
2023-01-12,46.49122807017544
2023-01-13,50.21052631578947
2023-01-14,61.36842105263158
2023-01-15,26.964912280701753
2023-01-16,52.07017543859649
2023-01-17,43.70175438596491
2023-01-18,42.771929824561404
2023-01-19,45.56140350877193
2023-01-20,49.280701754385966
2023-01-21,59.50877192982456
2023-01-22,26.964912280701753
2023-01-23,34.40350877192982
2023-01-24,43.70175438596491
2023-01-25,44.631578947368425
2023-01-26,45.56140350877193
2023-01-27,52.07017543859649
2023-01-28,62.29824561403509
2023-01-29,28.82456140350877
2023-01-30,31.614035087719298
2023-01-31,44.631578947368425
2023-02-01,46.49122807017544
2023-02-02,49.280701754385966
2023-02-03,54.85964912280702
2023-02-04,65.08771929824562
2023-02-05,30.68421052631579
2023-02-06,36.26315789473684
2023-02-07,48.35087719298246
2023-02-08,53.0
2023-02-09,58.578947368421055
2023-02-10,70.66666666666667
2023-02-11,85.54385964912281
2023-02-12,32.54385964912281
2023-02-13,41.8421052631579
2023-02-14,75.3157894736842
2023-02-15,57.64912280701754
2023-02-16,48.35087719298246
2023-02-17,57.64912280701754
2023-02-18,71.59649122807018
2023-02-19,29.75438596491228
2023-02-20,48.35087719298246
2023-02-21,45.56140350877193
2023-02-22,46.49122807017544
2023-02-23,49.280701754385966
2023-02-24,53.92982456140351
2023-02-25,64.15789473684211
2023-02-26,29.75438596491228
2023-02-27,36.26315789473684
2023-02-28,40.91228070175438
2023-03-01,43.70175438596491
2023-03-02,47.421052631578945
2023-03-03,49.280701754385966
2023-03-04,65.08771929824562
2023-03-05,26.964912280701753
2023-03-06,32.54385964912281
2023-03-07,44.631578947368425
2023-03-08,47.421052631578945
2023-03-09,47.421052631578945
2023-03-10,51.14035087719298
2023-03-11,60.43859649122807
2023-03-12,27.894736842105264
2023-03-13,39.05263157894737
2023-03-14,47.421052631578945
2023-03-15,46.49122807017544
2023-03-16,52.07017543859649
2023-03-17,53.92982456140351
2023-03-18,61.36842105263158
2023-03-19,26.964912280701753
2023-03-20,37.19298245614035
2023-03-21,48.35087719298246
2023-03-22,46.49122807017544
2023-03-23,51.14035087719298
2023-03-24,55.78947368421053
2023-03-25,64.15789473684211
2023-03-26,28.82456140350877
2023-03-27,37.19298245614035
2023-03-28,44.631578947368425
2023-03-29,45.56140350877193
2023-03-30,49.280701754385966
2023-03-31,53.92982456140351
2023-04-01,64.15789473684211
2023-04-02,28.82456140350877
2023-04-03,39.98245614035088
2023-04-04,47.421052631578945
2023-04-05,49.280701754385966
2023-04-06,55.78947368421053
2023-04-07,66.94736842105263
2023-04-08,62.29824561403509
2023-04-09,23.24561403508772
2023-04-10,40.91228070175438
2023-04-11,45.56140350877193
2023-04-12,46.49122807017544
2023-04-13,53.0
2023-04-14,53.0
2023-04-15,65.08771929824562
2023-04-16,29.75438596491228
2023-04-17,38.12280701754386
2023-04-18,45.56140350877193
2023-04-19,46.49122807017544
2023-04-20,46.49122807017544
2023-04-21,53.0
2023-04-22,65.08771929824562
2023-04-23,25.105263157894736
2023-04-24,35.333333333333336
2023-04-25,47.421052631578945
2023-04-26,48.319581872580336
2023-04-27,49.27723177116146
2023-04-28,52.15018146690483
2023-04-29,64.10689253058007
2023-04-30,25.82872192451273
2023-05-01,38.7430828867691
2023-05-02,47.36193197399921
2023-05-03,48.319581872580336
2023-05-04,50.23488166974258
2023-05-05,50.23488166974258
2023-05-06,66.02219232774232
2023-05-07,29.19440923813547
2023-05-08,40.65838268393134
2023-05-09,45.446632176836964
2023-05-10,49.27723177116146
2023-05-11,50.23488166974258
2023-05-12,54.065481264067074
2023-05-13,63.149242631998945
2023-05-14,26.3214595423921
2023-05-15,38.27817060606735
2023-05-16,47.36193197399921
2023-05-17,48.319581872580336
2023-05-18,54.065481264067074
2023-05-19,57.89608085839157
2023-05-20,67.93749212490457
2023-05-21,27.74402172167498
2023-05-22,39.235820504648466
2023-05-23,46.40428207541809
2023-05-24,50.23488166974258
2023-05-25,53.10783136548595
2023-05-26,60.11398938128308
2023-05-27,66.02684079583551
2023-05-28,26.607831365485954
2023-05-29,84.75087027525156
2023-05-30,56.172088438248124
2023-05-31,73.91064268190543
2023-06-01,69.96874173887048
2023-06-02,69.96874173887048
2023-06-03,77.85254362494038
2023-06-04,33.506158015797126
2023-06-05,46.31733608066074
2023-06-06,52.23018749521317
2023-06-07,51.24471225945443
2023-06-08,53.21566273097191
2023-06-09,59.12851414552434
2023-06-10,64.05589032431804
2023-06-11,27.593306601244695
2023-06-12,42.37543513762578
2023-06-13,51.24471225945443
2023-06-14,55.18661320248939
2023-06-15,56.172088438248124
2023-06-16,60.11398938128308
2023-06-17,68.98326650311174
2023-06-18,32.52068278003839
2023-06-19,47.30281131641948
2023-06-20,52.23018749521317
2023-06-21,58.14303890976561
2023-06-22,55.18661320248939
2023-06-23,60.11398938128308
2023-06-24,66.02684079583551
2023-06-25,33.506158015797126
2023-06-26,44.34638560914326
2023-06-27,54.20113796673065
2023-06-28,55.18661320248939
2023-06-29,57.157563674006866
2023-06-30,61.099464617041825
2023-07-01,64.05589032431804
2023-07-02,28.578781837003433
2023-07-03,48.288286552178214
2023-07-04,90.66372168980399
2023-07-05,52.23018749521317
2023-07-06,56.172088438248124
2023-07-07,55.18661320248939
2023-07-08,66.02684079583551
2023-07-09,27.593306601244695
2023-07-10,40.4044846661083
2023-07-11,52.23018749521317
2023-07-12,53.21566273097191
2023-07-13,57.157563674006866
2023-07-14,61.099464617041825
2023-07-15,66.02684079583551
2023-07-16,29.56425707276217
2023-07-17,42.37543513762578
2023-07-18,52.23018749521317
2023-07-19,55.18661320248939
2023-07-20,57.157563674006866
2023-07-21,59.12851414552434
2023-07-22,63.0704150885593
2023-07-23,29.56425707276217
2023-07-24,41.389959901867044
2023-07-25,51.24471225945443
2023-07-26,57.157563674006866
2023-07-27,61.099464617041825
2023-07-28,61.099464617041825
2023-07-29,68.98326650311174
2023-07-30,28.578781837003433
2023-07-31,43.36091037338452
2023-08-01,54.20113796673065
2023-08-02,53.21566273097191
2023-08-03,56.172088438248124
2023-08-04,55.18661320248939
2023-08-05,66.02684079583551
2023-08-06,27.593306601244695
2023-08-07,40.4044846661083
2023-08-08,50.25923702369569
2023-08-09,51.24471225945443
2023-08-10,53.21566273097191
2023-08-11,56.172088438248124
2023-08-12,62.08493985280056
2023-08-13,25.622356129727216
2023-08-14,38.43353419459083
2023-08-15,51.24471225945443
2023-08-16,56.172088438248124
2023-08-17,58.14303890976561
2023-08-18,63.0704150885593
2023-08-19,68.98326650311174
2023-08-20,27.593306601244695
2023-08-21,44.34638560914326
2023-08-22,52.23018749521317
2023-08-23,50.25923702369569
2023-08-24,52.23018749521317
2023-08-25,54.20113796673065
2023-08-26,63.0704150885593
2023-08-27,27.593306601244695
2023-08-28,50.25923702369569
2023-08-29,64.05589032431804
2023-08-30,65.04136556007678
2023-08-31,65.04136556007678
2023-09-01,71.93969221038795
2023-09-02,73.91064268190543
2023-09-03,30.549732308520912
2023-09-04,98.54752357587391
2023-09-05,52.23018749521317
2023-09-06,51.24471225945443
2023-09-07,51.24471225945443
2023-09-08,56.172088438248124
2023-09-09,70.95421697462922
2023-09-10,28.578781837003433
2023-09-11,40.4044846661083
2023-09-12,46.31733608066074
2023-09-13,50.25923702369569
2023-09-14,51.24471225945443
2023-09-15,55.18661320248939
2023-09-16,70.95421697462922
2023-09-17,27.593306601244695
2023-09-18,36.462583723073344
2023-09-19,48.288286552178214
2023-09-20,49.273761787936955
2023-09-21,50.25923702369569
2023-09-22,57.157563674006866
2023-09-23,69.96874173887048
2023-09-24,30.549732308520912
2023-09-25,40.4044846661083
2023-09-26,45.331860844901996
2023-09-27,48.288286552178214
2023-09-28,51.24471225945443
2023-09-29,58.14303890976561
2023-09-30,67.997791267353
2023-10-01,26.607831365485954
2023-10-02,37.448058958832085
2023-10-03,46.31733608066074
2023-10-04,46.31733608066074
2023-10-05,48.288286552178214
2023-10-06,54.20113796673065
2023-10-07,65.04136556007678
2023-10-08,26.607831365485954
2023-10-09,46.31733608066074
2023-10-10,44.34638560914326
2023-10-11,46.31733608066074
2023-10-12,46.31733608066074
2023-10-13,52.23018749521317
2023-10-14,65.04136556007678
2023-10-15,29.56425707276217
2023-10-16,38.43353419459083
2023-10-17,45.331860844901996
2023-10-18,46.31733608066074
2023-10-19,52.23018749521317
2023-10-20,58.14303890976561
2023-10-21,67.01231603159425
2023-10-22,26.607831365485954
2023-10-23,38.43353419459083
2023-10-24,47.30281131641948
2023-10-25,44.34638560914326
2023-10-26,50.25923702369569
2023-10-27,52.23018749521317
2023-10-28,62.08493985280056
2023-10-29,24.636880893968478
2023-10-30,35.47710848731461
2023-10-31,43.36091037338452
2023-11-01,47.30281131641948
2023-11-02,47.30281131641948
2023-11-03,51.24471225945443
2023-11-04,64.05589032431804
2023-11-05,24.636880893968478
2023-11-06,36.462583723073344
2023-11-07,47.30281131641948
2023-11-08,47.30281131641948
2023-11-09,49.273761787936955
2023-11-10,60.11398938128308
2023-11-11,73.91064268190543
2023-11-12,29.56425707276217
2023-11-13,37.448058958832085
2023-11-14,50.25923702369569
2023-11-15,50.25923702369569
2023-11-16,51.24471225945443
2023-11-17,52.23018749521317
2023-11-18,67.01231603159425
2023-11-19,27.593306601244695
2023-11-20,41.389959901867044
2023-11-21,49.273761787936955
2023-11-22,61.099464617041825
2023-11-23,47.30281131641948
2023-11-24,48.288286552178214
2023-11-25,56.172088438248124
2023-11-26,26.607831365485954
2023-11-27,34.49163325155587
2023-11-28,42.37543513762578
2023-11-29,46.31733608066074
2023-11-30,46.31733608066074
2023-12-01,52.23018749521317
2023-12-02,65.04136556007678
2023-12-03,28.578781837003433
2023-12-04,33.506158015797126
2023-12-05,45.331860844901996
2023-12-06,45.331860844901996
2023-12-07,46.31733608066074
2023-12-08,50.25923702369569
2023-12-09,65.04136556007678
2023-12-10,29.56425707276217
2023-12-11,35.47710848731461
2023-12-12,46.31733608066074
2023-12-13,48.288286552178214
2023-12-14,49.273761787936955
2023-12-15,56.172088438248124
2023-12-16,65.04136556007678
2023-12-17,30.549732308520912
2023-12-18,40.4044846661083
2023-12-19,54.20113796673065
2023-12-20,57.157563674006866
2023-12-21,62.08493985280056
2023-12-22,63.0704150885593
2023-12-23,69.96874173887048
2023-12-24,39.41900943034956
2023-12-25,34.49163325155587
2023-12-26,54.20113796673065
2023-12-27,57.157563674006866
2023-12-28,57.157563674006866
2023-12-29,61.099464617041825
2023-12-30,67.997791267353
2023-12-31,32.52068278003839
2024-01-01,96.08383548647706
2024-01-02,59.12851414552434
2024-01-03,50.25923702369569
2024-01-04,50.25923702369569
2024-01-05,51.24471225945443
2024-01-06,57.157563674006866
2024-01-07,28.578781837003433
2024-01-08,30.549732308520912
2024-01-09,41.389959901867044
2024-01-10,44.839123227022625
2024-01-11,45.331860844901996
2024-01-12,49.273761787936955
2024-01-13,56.172088438248124
2024-01-14,25.622356129727216
2024-01-15,45.331860844901996
2024-01-16,39.41900943034956
2024-01-17,42.37543513762578
2024-01-18,43.36091037338452
2024-01-19,47.30281131641948
2024-01-20,59.12851414552434
2024-01-21,25.622356129727216
2024-01-22,31.53520754427965
2024-01-23,42.37543513762578
2024-01-24,46.31733608066074
2024-01-25,46.31733608066074
2024-01-26,52.23018749521317
2024-01-27,56.172088438248124
2024-01-28,26.607831365485954
2024-01-29,31.53520754427965
2024-01-30,45.331860844901996
2024-01-31,47.30281131641948
2024-02-01,50.25923702369569
2024-02-02,54.20113796673065
2024-02-03,67.01231603159425
2024-02-04,32.52068278003839
2024-02-05,35.47710848731461
2024-02-06,46.31733608066074
2024-02-07,47.30281131641948
2024-02-08,48.288286552178214
2024-02-09,56.172088438248124
2024-02-10,67.997791267353
2024-02-11,31.53520754427965
2024-02-12,30.549732308520912
2024-02-13,50.25923702369569
2024-02-14,67.997791267353
2024-02-15,52.23018749521317
2024-02-16,57.157563674006866
2024-02-17,62.08493985280056
2024-02-18,28.578781837003433
2024-02-19,47.30281131641948
2024-02-20,42.37543513762578
2024-02-21,42.37543513762578
2024-02-22,47.30281131641948
2024-02-23,50.25923702369569
2024-02-24,62.08493985280056
2024-02-25,28.578781837003433
2024-02-26,30.549732308520912
2024-02-27,42.37543513762578
2024-02-28,46.31733608066074
2024-02-29,47.30281131641948
2024-03-01,53.21566273097191
2024-03-02,65.04136556007678
2024-03-03,30.549732308520912
2024-03-04,34.49163325155587
2024-03-05,47.30281131641948
2024-03-06,46.31733608066074
2024-03-07,48.288286552178214
2024-03-08,52.23018749521317
2024-03-09,63.0704150885593
2024-03-10,32.52068278003839
2024-03-11,38.43353419459083
2024-03-12,47.30281131641948
2024-03-13,50.25923702369569
2024-03-14,47.30281131641948
2024-03-15,53.21566273097191
2024-03-16,60.11398938128308
2024-03-17,27.593306601244695
2024-03-18,36.462583723073344
2024-03-19,45.331860844901996
2024-03-20,48.288286552178214
2024-03-21,47.30281131641948
2024-03-22,52.23018749521317
2024-03-23,67.01231603159425
2024-03-24,39.41900943034956
2024-03-25,54.20113796673065
2024-03-26,52.23018749521317
2024-03-27,56.172088438248124
2024-03-28,55.18661320248939
2024-03-29,62.08493985280056
2024-03-30,63.0704150885593
2024-03-31,28.578781837003433
2024-04-01,46.31733608066074
2024-04-02,45.331860844901996
2024-04-03,46.31733608066074
2024-04-04,49.273761787936955
2024-04-05,56.172088438248124
2024-04-06,67.01231603159425
2024-04-07,28.578781837003433
2024-04-08,42.37543513762578
2024-04-09,51.24471225945443
2024-04-10,52.23018749521317
2024-04-11,53.21566273097191
2024-04-12,57.157563674006866
2024-04-13,69.96874173887048
2024-04-14,30.549732308520912
2024-04-15,44.34638560914326
2024-04-16,52.23018749521317
2024-04-17,59.12851414552434
2024-04-18,54.20113796673065
2024-04-19,62.08493985280056
2024-04-20,73.91064268190543
2024-04-21,33.506158015797126
2024-04-22,41.389959901867044
2024-04-23,52.23018749521317
2024-04-24,51.24471225945443
2024-04-25,53.21566273097191
2024-04-26,58.14303890976561
2024-04-27,70.95421697462922
2024-04-28,31.53520754427965
2024-04-29,40.4044846661083
2024-04-30,48.288286552178214
2024-05-01,47.30281131641948
2024-05-02,50.25923702369569
2024-05-03,55.18661320248939
2024-05-04,64.05589032431804
2024-05-05,30.549732308520912
2024-05-06,44.34638560914326
2024-05-07,55.18661320248939
2024-05-08,52.23018749521317
2024-05-09,53.21566273097191
2024-05-10,57.157563674006866
2024-05-11,63.0704150885593
2024-05-12,29.56425707276217
2024-05-13,36.462583723073344
2024-05-14,50.25923702369569
2024-05-15,49.273761787936955
2024-05-16,53.21566273097191
2024-05-17,57.157563674006866
2024-05-18,67.01231603159425
2024-05-19,30.549732308520912
2024-05-20,40.4044846661083
2024-05-21,51.24471225945443
2024-05-22,53.21566273097191
2024-05-23,51.24471225945443
2024-05-24,61.099464617041825
2024-05-25,67.01231603159425
2024-05-26,31.53520754427965
2024-05-27,89.67824645404525
2024-05-28,51.24471225945443
2024-05-29,51.24471225945443
2024-05-30,52.23018749521317
2024-05-31,60.11398938128308
2024-06-01,66.02684079583551
2024-06-02,29.56425707276217
2024-06-03,39.41900943034956
2024-06-04,50.25923702369569
2024-06-05,48.288286552178214
2024-06-06,51.24471225945443
2024-06-07,55.18661320248939
2024-06-08,66.02684079583551
2024-06-09,28.578781837003433
2024-06-10,43.36091037338452
2024-06-11,51.24471225945443
2024-06-12,50.25923702369569
2024-06-13,55.18661320248939
2024-06-14,59.12851414552434
2024-06-15,60.11398938128308
2024-06-16,31.53520754427965
2024-06-17,41.389959901867044
2024-06-18,52.23018749521317
2024-06-19,66.02684079583551
2024-06-20,51.24471225945443
2024-06-21,60.11398938128308
2024-06-22,64.05589032431804
2024-06-23,28.578781837003433
2024-06-24,42.37543513762578
2024-06-25,52.23018749521317
2024-06-26,53.21566273097191
2024-06-27,57.157563674006866
2024-06-28,58.14303890976561
2024-06-29,66.02684079583551
2024-06-30,28.578781837003433
2024-07-01,43.36091037338452
2024-07-02,50.25923702369569
2024-07-03,62.08493985280056
2024-07-04,98.54752357587391
2024-07-05,55.18661320248939
2024-07-06,59.12851414552434
2024-07-07,27.593306601244695
2024-07-08,43.36091037338452
2024-07-09,51.24471225945443
2024-07-10,55.18661320248939
2024-07-11,57.157563674006866
2024-07-12,58.14303890976561
2024-07-13,65.04136556007678
2024-07-14,27.593306601244695
2024-07-15,40.4044846661083
2024-07-16,52.23018749521317
2024-07-17,50.25923702369569
2024-07-18,54.20113796673065
2024-07-19,58.14303890976561
2024-07-20,62.08493985280056
2024-07-21,29.56425707276217
2024-07-22,59.12851414552434
2024-07-23,60.11398938128308
2024-07-24,72.92516744614669
2024-07-25,69.96874173887048
2024-07-26,65.04136556007678
2024-07-27,67.997791267353
2024-07-28,31.53520754427965
2024-07-29,45.331860844901996
2024-07-30,52.23018749521317
2024-07-31,51.24471225945443
2024-08-01,52.23018749521317
2024-08-02,56.172088438248124
2024-08-03,60.11398938128308
2024-08-04,29.56425707276217
2024-08-05,39.41900943034956
2024-08-06,46.31733608066074
2024-08-07,49.273761787936955
2024-08-08,50.25923702369569
2024-08-09,54.20113796673065
2024-08-10,59.12851414552434
2024-08-11,27.593306601244695
2024-08-12,40.4044846661083
2024-08-13,53.21566273097191
2024-08-14,56.172088438248124
2024-08-15,54.20113796673065
2024-08-16,58.14303890976561
2024-08-17,66.02684079583551
2024-08-18,26.607831365485957
2024-08-19,41.205183295162286
2024-08-20,52.16859529297825
2024-08-21,50.62879023710522
2024-08-22,55.309797606959236
2024-08-23,59.990804976813244
2024-08-24,63.62474490867359
2024-08-25,28.147636421358985
2024-08-26,49.02739297899727
2024-08-27,52.16859529297825
2024-08-28,53.215662730971914
2024-08-29,52.16859529297825
2024-08-30,57.40393248294655
2024-08-31,63.62474490867359
2024-09-01,30.796101117460598
2024-09-02,92.32671115014688
2024-09-03,45.393453047136916
2024-09-04,46.44052048513058
2024-09-05,50.07446041699093
2024-09-06,50.62879023710522
2024-09-07,65.22614216678156
2024-09-08,27.654898803479618
2024-09-09,34.98437086943524
2024-09-10,44.34638560914326
2024-09-11,45.393453047136916
2024-09-12,49.58172279911156
2024-09-13,53.215662730971914
2024-09-14,66.76594722265457
2024-09-15,26.607831365485957
2024-09-16,34.43004104932095
2024-09-17,45.45504524937184
2024-09-18,46.56370488960042
2024-09-19,47.672364529829004
2024-09-20,52.10700309074333
2024-09-21,62.08493985280057
2024-09-22,26.607831365485957
2024-09-23,33.25978920685745
2024-09-24,43.23772596891468
