Time,amazon
2022-06-06,63.0
2022-06-07,58.0
2022-06-08,56.0
2022-06-09,55.0
2022-06-10,56.0
2022-06-11,54.0
2022-06-12,56.0
2022-06-13,60.0
2022-06-14,56.0
2022-06-15,60.0
2022-06-16,58.0
2022-06-17,55.0
2022-06-18,54.0
2022-06-19,54.0
2022-06-20,57.0
2022-06-21,57.0
2022-06-22,58.0
2022-06-23,55.0
2022-06-24,53.0
2022-06-25,54.0
2022-06-26,56.0
2022-06-27,57.0
2022-06-28,55.0
2022-06-29,59.0
2022-06-30,56.0
2022-07-01,56.0
2022-07-02,54.0
2022-07-03,54.0
2022-07-04,55.0
2022-07-05,54.0
2022-07-06,58.0
2022-07-07,59.0
2022-07-08,61.0
2022-07-09,65.0
2022-07-10,63.0
2022-07-11,68.0
2022-07-12,100.0
2022-07-13,95.0
2022-07-14,71.0
2022-07-15,61.0
2022-07-16,57.0
2022-07-17,58.0
2022-07-18,57.0
2022-07-19,59.0
2022-07-20,60.0
2022-07-21,59.0
2022-07-22,58.0
2022-07-23,55.0
2022-07-24,57.0
2022-07-25,60.0
2022-07-26,59.0
2022-07-27,59.0
2022-07-28,60.0
2022-07-29,61.0
2022-07-30,54.0
2022-07-31,58.0
2022-08-01,58.0
2022-08-02,58.0
2022-08-03,59.0
2022-08-04,57.0
2022-08-05,59.0
2022-08-06,57.0
2022-08-07,60.0
2022-08-08,58.0
2022-08-09,62.0
2022-08-10,60.0
2022-08-11,58.0
2022-08-12,56.0
2022-08-13,53.0
2022-08-14,60.0
2022-08-15,57.0
2022-08-16,59.0
2022-08-17,59.0
2022-08-18,57.0
2022-08-19,54.0
2022-08-20,57.0
2022-08-21,62.0
2022-08-22,59.0
2022-08-23,61.0
2022-08-24,57.0
2022-08-25,56.0
2022-08-26,55.0
2022-08-27,56.0
2022-08-28,58.0
2022-08-29,57.30952380952381
2022-08-30,55.93650793650794
2022-08-31,55.0
2022-09-01,55.0
2022-09-02,55.0
2022-09-03,55.93650793650794
2022-09-04,55.93650793650794
2022-09-05,60.11904761904762
2022-09-06,55.0
2022-09-07,54.06349206349206
2022-09-08,51.25396825396825
2022-09-09,50.817460317460316
2022-09-10,53.12698412698413
2022-09-11,54.06349206349206
2022-09-12,54.06349206349206
2022-09-13,57.80952380952381
2022-09-14,54.06349206349206
2022-09-15,57.30952380952381
2022-09-16,59.182539682539684
2022-09-17,53.12698412698413
2022-09-18,55.0
2022-09-19,55.0
2022-09-20,55.0
2022-09-21,51.75396825396825
2022-09-22,55.93650793650794
2022-09-23,55.43650793650794
2022-09-24,51.25396825396825
2022-09-25,54.06349206349206
2022-09-26,54.06349206349206
2022-09-27,55.0
2022-09-28,51.507936507936506
2022-09-29,52.38095238095238
2022-09-30,53.25396825396825
2022-10-01,54.12698412698413
2022-10-02,55.87301587301587
2022-10-03,57.61904761904762
2022-10-04,55.87301587301587
2022-10-05,55.0
2022-10-06,55.0
2022-10-07,59.36507936507937
2022-10-08,56.74603174603175
2022-10-09,57.61904761904762
2022-10-10,59.36507936507937
2022-10-11,68.0952380952381
2022-10-12,70.71428571428571
2022-10-13,61.98412698412699
2022-10-14,58.492063492063494
2022-10-15,51.507936507936506
2022-10-16,55.87301587301587
2022-10-17,60.23809523809524
2022-10-18,59.36507936507937
2022-10-19,59.36507936507937
2022-10-20,55.87301587301587
2022-10-21,55.87301587301587
2022-10-22,55.0
2022-10-23,59.36507936507937
2022-10-24,56.74603174603175
2022-10-25,56.74603174603175
2022-10-26,57.61904761904762
2022-10-27,59.36507936507937
2022-10-28,56.74603174603175
2022-10-29,53.25396825396825
2022-10-30,52.38095238095238
2022-10-31,50.63492063492063
2022-11-01,54.12698412698413
2022-11-02,53.25396825396825
2022-11-03,58.492063492063494
2022-11-04,56.74603174603175
2022-11-05,55.0
2022-11-06,55.0
2022-11-07,58.492063492063494
2022-11-08,55.0
2022-11-09,49.76190476190476
2022-11-10,57.61904761904762
2022-11-11,57.61904761904762
2022-11-12,59.36507936507937
2022-11-13,60.23809523809524
2022-11-14,61.98412698412699
2022-11-15,62.85714285714286
2022-11-16,62.85714285714286
2022-11-17,61.98412698412699
2022-11-18,61.98412698412699
2022-11-19,62.85714285714286
2022-11-20,68.0952380952381
2022-11-21,62.85714285714286
2022-11-22,61.98412698412699
2022-11-23,58.492063492063494
2022-11-24,57.61904761904762
2022-11-25,87.3015873015873
2022-11-26,75.07936507936508
2022-11-27,74.2063492063492
2022-11-28,80.31746031746032
2022-11-29,71.58730158730158
2022-11-30,63.73015873015873
2022-12-01,65.47619047619048
2022-12-02,65.47619047619048
2022-12-03,66.34920634920636
2022-12-04,67.22222222222223
2022-12-05,68.0952380952381
2022-12-06,66.34920634920636
2022-12-07,70.71428571428571
2022-12-08,71.58730158730158
2022-12-09,68.0952380952381
2022-12-10,71.58730158730158
2022-12-11,75.95238095238095
2022-12-12,72.46031746031746
2022-12-13,71.58730158730158
2022-12-14,70.71428571428571
2022-12-15,72.46031746031746
2022-12-16,73.33333333333333
2022-12-17,73.33333333333333
2022-12-18,70.71428571428571
2022-12-19,74.2063492063492
2022-12-20,69.84126984126985
2022-12-21,68.96825396825398
2022-12-22,62.85714285714286
2022-12-23,61.111111111111114
2022-12-24,53.25396825396825
2022-12-25,60.23809523809524
2022-12-26,69.84126984126985
2022-12-27,68.96825396825398
2022-12-28,67.22222222222223
2022-12-29,64.60317460317461
2022-12-30,63.73015873015873
2022-12-31,55.87301587301587
2023-01-01,51.507936507936506
2023-01-02,61.98412698412699
2023-01-03,59.36507936507937
2023-01-04,59.36507936507937
2023-01-05,57.61904761904762
2023-01-06,58.492063492063494
2023-01-07,57.61904761904762
2023-01-08,59.36507936507937
2023-01-09,56.74603174603175
2023-01-10,58.492063492063494
2023-01-11,55.0
2023-01-12,55.0
2023-01-13,54.12698412698413
2023-01-14,55.0
2023-01-15,55.0
2023-01-16,59.36507936507937
2023-01-17,54.12698412698413
2023-01-18,54.12698412698413
2023-01-19,54.12698412698413
2023-01-20,51.507936507936506
2023-01-21,55.0
2023-01-22,55.0
2023-01-23,55.87301587301587
2023-01-24,55.0
2023-01-25,53.25396825396825
2023-01-26,53.25396825396825
2023-01-27,50.63492063492063
2023-01-28,53.25396825396825
2023-01-29,53.25396825396825
2023-01-30,53.25396825396825
2023-01-31,55.0
2023-02-01,54.12698412698413
2023-02-02,56.74603174603175
2023-02-03,55.87301587301587
2023-02-04,55.87301587301587
2023-02-05,58.492063492063494
2023-02-06,55.0
2023-02-07,55.0
2023-02-08,53.25396825396825
2023-02-09,52.38095238095238
2023-02-10,51.507936507936506
2023-02-11,56.74603174603175
2023-02-12,53.25396825396825
2023-02-13,48.01587301587302
2023-02-14,48.888888888888886
2023-02-15,52.38095238095238
2023-02-16,51.507936507936506
2023-02-17,52.38095238095238
2023-02-18,54.12698412698413
2023-02-19,54.12698412698413
2023-02-20,52.38095238095238
2023-02-21,53.25396825396825
2023-02-22,53.25396825396825
2023-02-23,50.63492063492063
2023-02-24,51.507936507936506
2023-02-25,54.12698412698413
2023-02-26,56.74603174603175
2023-02-27,55.0
2023-02-28,51.507936507936506
2023-03-01,53.25396825396825
2023-03-02,55.0
2023-03-03,53.25396825396825
2023-03-04,54.12698412698413
2023-03-05,56.74603174603175
2023-03-06,55.0
2023-03-07,55.0
2023-03-08,53.25396825396825
2023-03-09,55.0
2023-03-10,54.12698412698413
2023-03-11,53.25396825396825
2023-03-12,55.0
2023-03-13,55.0
2023-03-14,53.25396825396825
2023-03-15,54.12698412698413
2023-03-16,53.25396825396825
2023-03-17,50.63492063492063
2023-03-18,52.38095238095238
2023-03-19,58.492063492063494
2023-03-20,55.0
2023-03-21,54.12698412698413
2023-03-22,53.25396825396825
2023-03-23,52.38095238095238
2023-03-24,53.25396825396825
2023-03-25,54.12698412698413
2023-03-26,58.492063492063494
2023-03-27,52.38095238095238
2023-03-28,51.507936507936506
2023-03-29,52.38095238095238
2023-03-30,54.12698412698413
2023-03-31,51.507936507936506
2023-04-01,53.25396825396825
2023-04-02,55.87301587301587
2023-04-03,52.38095238095238
2023-04-04,54.12698412698413
2023-04-05,50.63492063492063
2023-04-06,52.38095238095238
2023-04-07,54.12698412698413
2023-04-08,50.63492063492063
2023-04-09,49.76190476190476
2023-04-10,53.25396825396825
2023-04-11,53.25396825396825
2023-04-12,52.38095238095238
2023-04-13,50.63492063492063
2023-04-14,52.38095238095238
2023-04-15,54.12698412698413
2023-04-16,55.0
2023-04-17,52.38095238095238
2023-04-18,53.25396825396825
2023-04-19,54.12698412698413
2023-04-20,54.12698412698413
2023-04-21,53.25396825396825
2023-04-22,56.74603174603175
2023-04-23,57.61904761904762
2023-04-24,53.25396825396825
2023-04-25,52.38095238095238
2023-04-26,53.90716199194564
2023-04-27,53.90716199194564
2023-04-28,51.54494524405111
2023-04-29,53.470654055437706
2023-04-30,55.83287080333224
2023-05-01,53.90716199194564
2023-05-02,53.90716199194564
2023-05-03,53.90716199194564
2023-05-04,52.507799649744406
2023-05-05,50.5820908383578
2023-05-06,52.507799649744406
2023-05-07,53.470654055437706
2023-05-08,54.87001639763895
2023-05-09,53.90716199194564
2023-05-10,53.90716199194564
2023-05-11,53.470654055437706
2023-05-12,52.507799649744406
2023-05-13,53.470654055437706
2023-05-14,52.94430758625234
2023-05-15,52.507799649744406
2023-05-16,53.470654055437706
2023-05-17,52.507799649744406
2023-05-18,52.94430758625234
2023-05-19,53.470654055437706
2023-05-20,51.54494524405111
2023-05-21,54.43350846113101
2023-05-22,51.54494524405111
2023-05-23,55.83287080333224
2023-05-24,52.94430758625234
2023-05-25,55.83287080333224
2023-05-26,52.63464691853643
2023-05-27,53.68733985690716
2023-05-28,52.63464691853643
2023-05-29,56.84541867201935
2023-05-30,55.792725733648616
2023-05-31,55.792725733648616
2023-06-01,54.74003279527789
2023-06-02,54.74003279527789
2023-06-03,53.68733985690716
2023-06-04,56.84541867201935
2023-06-05,53.68733985690716
2023-06-06,57.898111610390075
2023-06-07,55.792725733648616
2023-06-08,55.792725733648616
2023-06-09,53.68733985690716
2023-06-10,54.74003279527789
2023-06-11,55.792725733648616
2023-06-12,58.9508045487608
2023-06-13,57.898111610390075
2023-06-14,58.9508045487608
2023-06-15,57.898111610390075
2023-06-16,55.792725733648616
2023-06-17,54.74003279527789
2023-06-18,54.74003279527789
2023-06-19,56.84541867201935
2023-06-20,57.898111610390075
2023-06-21,56.84541867201935
2023-06-22,52.63464691853643
2023-06-23,53.68733985690716
2023-06-24,54.74003279527789
2023-06-25,56.84541867201935
2023-06-26,57.898111610390075
2023-06-27,58.9508045487608
2023-06-28,54.74003279527789
2023-06-29,55.792725733648616
2023-06-30,57.898111610390075
2023-07-01,54.74003279527789
2023-07-02,56.84541867201935
2023-07-03,58.9508045487608
2023-07-04,53.68733985690716
2023-07-05,56.84541867201935
2023-07-06,55.792725733648616
2023-07-07,58.9508045487608
2023-07-08,58.9508045487608
2023-07-09,60.00349748713153
2023-07-10,64.21426924061444
2023-07-11,105.26929383707287
2023-07-12,92.63697857662412
2023-07-13,68.42504099409736
2023-07-14,61.05619042550226
2023-07-15,55.792725733648616
2023-07-16,56.84541867201935
2023-07-17,57.898111610390075
2023-07-18,58.9508045487608
2023-07-19,54.74003279527789
2023-07-20,54.74003279527789
2023-07-21,55.792725733648616
2023-07-22,51.5819539801657
2023-07-23,55.792725733648616
2023-07-24,55.792725733648616
2023-07-25,55.792725733648616
2023-07-26,57.898111610390075
2023-07-27,53.68733985690716
2023-07-28,52.63464691853643
2023-07-29,53.68733985690716
2023-07-30,53.68733985690716
2023-07-31,52.63464691853643
2023-08-01,54.74003279527789
2023-08-02,57.898111610390075
2023-08-03,56.84541867201935
2023-08-04,55.792725733648616
2023-08-05,53.68733985690716
2023-08-06,56.84541867201935
2023-08-07,58.9508045487608
2023-08-08,55.792725733648616
2023-08-09,56.84541867201935
2023-08-10,54.74003279527789
2023-08-11,52.63464691853643
2023-08-12,53.68733985690716
2023-08-13,54.74003279527789
2023-08-14,54.74003279527789
2023-08-15,56.84541867201935
2023-08-16,56.84541867201935
2023-08-17,54.74003279527789
2023-08-18,55.792725733648616
2023-08-19,52.63464691853643
2023-08-20,54.74003279527789
2023-08-21,53.68733985690716
2023-08-22,56.84541867201935
2023-08-23,55.792725733648616
2023-08-24,53.68733985690716
2023-08-25,50.529261041794975
2023-08-26,51.5819539801657
2023-08-27,53.68733985690716
2023-08-28,52.63464691853643
2023-08-29,53.68733985690716
2023-08-30,56.84541867201935
2023-08-31,54.74003279527789
2023-09-01,50.529261041794975
2023-09-02,49.47656810342425
2023-09-03,50.529261041794975
2023-09-04,55.792725733648616
2023-09-05,51.5819539801657
2023-09-06,51.5819539801657
2023-09-07,52.63464691853643
2023-09-08,50.529261041794975
2023-09-09,51.5819539801657
2023-09-10,50.529261041794975
2023-09-11,53.68733985690716
2023-09-12,51.5819539801657
2023-09-13,51.5819539801657
2023-09-14,52.63464691853643
2023-09-15,51.5819539801657
2023-09-16,50.529261041794975
2023-09-17,52.63464691853643
2023-09-18,50.529261041794975
2023-09-19,52.63464691853643
2023-09-20,50.529261041794975
2023-09-21,51.5819539801657
2023-09-22,53.68733985690716
2023-09-23,52.63464691853643
2023-09-24,52.63464691853643
2023-09-25,54.74003279527789
2023-09-26,51.5819539801657
2023-09-27,53.68733985690716
2023-09-28,51.5819539801657
2023-09-29,53.68733985690716
2023-09-30,52.63464691853643
2023-10-01,55.792725733648616
2023-10-02,52.63464691853643
2023-10-03,53.68733985690716
2023-10-04,53.68733985690716
2023-10-05,51.5819539801657
2023-10-06,56.84541867201935
2023-10-07,54.74003279527789
2023-10-08,55.792725733648616
2023-10-09,56.84541867201935
2023-10-10,70.53042687083882
2023-10-11,74.74119862432174
2023-10-12,60.00349748713153
2023-10-13,53.68733985690716
2023-10-14,51.5819539801657
2023-10-15,55.792725733648616
2023-10-16,55.792725733648616
2023-10-17,56.84541867201935
2023-10-18,53.68733985690716
2023-10-19,54.74003279527789
2023-10-20,54.74003279527789
2023-10-21,53.68733985690716
2023-10-22,56.84541867201935
2023-10-23,53.68733985690716
2023-10-24,56.84541867201935
2023-10-25,54.74003279527789
2023-10-26,53.68733985690716
2023-10-27,55.792725733648616
2023-10-28,52.63464691853643
2023-10-29,50.529261041794975
2023-10-30,51.5819539801657
2023-10-31,50.529261041794975
2023-11-01,53.68733985690716
2023-11-02,52.63464691853643
2023-11-03,55.792725733648616
2023-11-04,54.74003279527789
2023-11-05,54.74003279527789
2023-11-06,55.792725733648616
2023-11-07,57.898111610390075
2023-11-08,54.74003279527789
2023-11-09,55.792725733648616
2023-11-10,57.898111610390075
2023-11-11,57.898111610390075
2023-11-12,58.9508045487608
2023-11-13,57.898111610390075
2023-11-14,57.898111610390075
2023-11-15,61.05619042550226
2023-11-16,58.9508045487608
2023-11-17,60.00349748713153
2023-11-18,61.05619042550226
2023-11-19,63.161576302243716
2023-11-20,66.31965511735591
2023-11-21,65.26696217898518
2023-11-22,62.10888336387299
2023-11-23,58.9508045487608
2023-11-24,86.32082094639975
2023-11-25,80.00466331617538
2023-11-26,71.58311980920955
2023-11-27,85.26812800802902
2023-11-28,75.79389156269247
2023-11-29,66.31965511735591
2023-11-30,64.21426924061444
2023-12-01,65.26696217898518
2023-12-02,71.58311980920955
2023-12-03,69.47773393246808
2023-12-04,64.21426924061444
2023-12-05,68.42504099409736
2023-12-06,66.31965511735591
2023-12-07,65.26696217898518
2023-12-08,67.37234805572663
2023-12-09,72.63581274758027
2023-12-10,75.79389156269247
2023-12-11,70.53042687083882
2023-12-12,68.42504099409736
2023-12-13,71.58311980920955
2023-12-14,68.42504099409736
2023-12-15,69.47773393246808
2023-12-16,70.53042687083882
2023-12-17,68.42504099409736
2023-12-18,65.26696217898518
2023-12-19,68.42504099409736
2023-12-20,69.47773393246808
2023-12-21,65.26696217898518
2023-12-22,63.14192428721502
2023-12-23,57.916125957499716
2023-12-24,49.81425522833409
2023-12-25,57.916125957499716
2023-12-26,64.5329594176632
2023-12-27,64.1006150870318
2023-12-28,63.14192428721502
2023-12-29,61.75088915676683
2023-12-30,54.60770922741797
2023-12-31,52.69032762778441
2024-01-01,49.81425522833409
2024-01-02,52.69032762778441
2024-01-03,59.833507557133274
2024-01-04,56.95743515768294
2024-01-05,55.99874435786616
2024-01-06,55.99874435786616
2024-01-07,55.99874435786616
2024-01-08,51.731636827967634
2024-01-09,52.69032762778441
2024-01-10,54.60770922741797
2024-01-11,51.299292497336225
2024-01-12,50.340601697519446
2024-01-13,53.64901842760119
2024-01-14,50.340601697519446
2024-01-15,53.64901842760119
2024-01-16,49.381910897702674
2024-01-17,52.69032762778441
2024-01-18,53.64901842760119
2024-01-19,51.731636827967634
2024-01-20,53.64901842760119
2024-01-21,51.01663101450675
2024-01-22,51.881319675769575
2024-01-23,50.151942353243925
2024-01-24,50.151942353243925
2024-01-25,51.01663101450675
2024-01-26,47.55787636945544
2024-01-27,49.2872536919811
2024-01-28,48.422565030718275
2024-01-29,47.55787636945544
2024-01-30,50.151942353243925
2024-01-31,47.55787636945544
2024-02-01,49.2872536919811
2024-02-02,48.422565030718275
2024-02-03,46.69318770819262
2024-02-04,48.422565030718275
2024-02-05,50.151942353243925
2024-02-06,51.881319675769575
2024-02-07,50.151942353243925
2024-02-08,45.82849904692979
2024-02-09,44.09912172440414
2024-02-10,46.69318770819262
2024-02-11,46.69318770819262
2024-02-12,40.640367079352835
2024-02-13,45.82849904692979
2024-02-14,43.23443306314132
2024-02-15,44.09912172440414
2024-02-16,46.69318770819262
2024-02-17,46.69318770819262
2024-02-18,49.2872536919811
2024-02-19,49.2872536919811
2024-02-20,46.69318770819262
2024-02-21,46.69318770819262
2024-02-22,45.82849904692979
2024-02-23,46.69318770819262
2024-02-24,47.55787636945544
2024-02-25,49.2872536919811
2024-02-26,47.55787636945544
2024-02-27,45.82849904692979
2024-02-28,44.96381038566697
2024-02-29,44.96381038566697
2024-03-01,44.96381038566697
2024-03-02,48.422565030718275
2024-03-03,49.2872536919811
2024-03-04,48.422565030718275
2024-03-05,44.96381038566697
2024-03-06,47.55787636945544
2024-03-07,44.96381038566697
2024-03-08,42.369744401878485
2024-03-09,44.96381038566697
2024-03-10,50.151942353243925
2024-03-11,45.82849904692979
2024-03-12,44.96381038566697
2024-03-13,48.422565030718275
2024-03-14,47.55787636945544
2024-03-15,44.09912172440414
2024-03-16,44.96381038566697
2024-03-17,47.55787636945544
2024-03-18,44.96381038566697
2024-03-19,47.55787636945544
2024-03-20,46.69318770819262
2024-03-21,44.96381038566697
2024-03-22,44.96381038566697
2024-03-23,47.55787636945544
2024-03-24,50.151942353243925
2024-03-25,45.82849904692979
2024-03-26,46.69318770819262
2024-03-27,46.69318770819262
2024-03-28,48.422565030718275
2024-03-29,44.09912172440414
2024-03-30,44.09912172440414
2024-03-31,43.23443306314132
2024-04-01,47.55787636945544
2024-04-02,46.69318770819262
2024-04-03,47.55787636945544
2024-04-04,48.422565030718275
2024-04-05,45.82849904692979
2024-04-06,45.82849904692979
2024-04-07,45.82849904692979
2024-04-08,41.50505574061566
2024-04-09,44.96381038566697
2024-04-10,47.55787636945544
2024-04-11,49.2872536919811
2024-04-12,45.82849904692979
2024-04-13,45.82849904692979
2024-04-14,46.69318770819262
2024-04-15,44.96381038566697
2024-04-16,49.2872536919811
2024-04-17,48.422565030718275
2024-04-18,46.69318770819262
2024-04-19,44.09912172440414
2024-04-20,47.55787636945544
2024-04-21,47.55787636945544
2024-04-22,47.55787636945544
2024-04-23,46.69318770819262
2024-04-24,48.422565030718275
2024-04-25,44.96381038566697
2024-04-26,43.23443306314132
2024-04-27,45.82849904692979
2024-04-28,47.55787636945544
2024-04-29,48.422565030718275
2024-04-30,49.2872536919811
2024-05-01,48.422565030718275
2024-05-02,47.55787636945544
2024-05-03,47.55787636945544
2024-05-04,46.69318770819262
2024-05-05,48.422565030718275
2024-05-06,49.2872536919811
2024-05-07,48.422565030718275
2024-05-08,49.2872536919811
2024-05-09,48.422565030718275
2024-05-10,44.09912172440414
2024-05-11,44.96381038566697
2024-05-12,44.96381038566697
2024-05-13,48.422565030718275
2024-05-14,52.7460083370324
2024-05-15,46.69318770819262
2024-05-16,47.55787636945544
2024-05-17,44.96381038566697
2024-05-18,43.23443306314132
2024-05-19,48.422565030718275
2024-05-20,48.422565030718275
2024-05-21,47.55787636945544
2024-05-22,48.422565030718275
2024-05-23,46.69318770819262
2024-05-24,45.82849904692979
2024-05-25,45.82849904692979
2024-05-26,44.96381038566697
2024-05-27,47.55787636945544
2024-05-28,46.69318770819262
2024-05-29,48.422565030718275
2024-05-30,48.422565030718275
2024-05-31,44.96381038566697
2024-06-01,45.82849904692979
2024-06-02,48.422565030718275
2024-06-03,49.2872536919811
2024-06-04,49.2872536919811
2024-06-05,49.2872536919811
2024-06-06,46.69318770819262
2024-06-07,45.82849904692979
2024-06-08,46.69318770819262
2024-06-09,49.2872536919811
2024-06-10,51.01663101450675
2024-06-11,49.2872536919811
2024-06-12,50.151942353243925
2024-06-13,50.151942353243925
2024-06-14,49.2872536919811
2024-06-15,45.82849904692979
2024-06-16,46.69318770819262
2024-06-17,51.881319675769575
2024-06-18,49.2872536919811
2024-06-19,50.151942353243925
2024-06-20,46.69318770819262
2024-06-21,49.2872536919811
2024-06-22,47.55787636945544
2024-06-23,47.55787636945544
2024-06-24,48.422565030718275
2024-06-25,53.61069699829523
2024-06-26,46.69318770819262
2024-06-27,49.2872536919811
2024-06-28,46.69318770819262
2024-06-29,50.151942353243925
2024-06-30,48.422565030718275
2024-07-01,52.7460083370324
2024-07-02,51.01663101450675
2024-07-03,48.422565030718275
2024-07-04,44.09912172440414
2024-07-05,47.55787636945544
2024-07-06,46.69318770819262
2024-07-07,49.2872536919811
2024-07-08,51.01663101450675
2024-07-09,50.151942353243925
2024-07-10,51.881319675769575
2024-07-11,49.2872536919811
2024-07-12,49.2872536919811
2024-07-13,44.96381038566697
2024-07-14,45.82849904692979
2024-07-15,57.934140304609365
2024-07-16,86.46886612628263
2024-07-17,83.87480014249415
2024-07-18,61.392894949660665
2024-07-19,49.2872536919811
2024-07-20,47.55787636945544
2024-07-21,49.2872536919811
2024-07-22,49.2872536919811
2024-07-23,51.01663101450675
2024-07-24,50.151942353243925
2024-07-25,51.01663101450675
2024-07-26,45.82849904692979
2024-07-27,44.09912172440414
2024-07-28,44.96381038566697
2024-07-29,47.55787636945544
2024-07-30,50.151942353243925
2024-07-31,49.2872536919811
2024-08-01,45.82849904692979
2024-08-02,47.55787636945544
2024-08-03,44.96381038566697
2024-08-04,46.69318770819262
2024-08-05,47.55787636945544
2024-08-06,49.2872536919811
2024-08-07,50.151942353243925
2024-08-08,46.69318770819262
2024-08-09,47.55787636945544
2024-08-10,42.369744401878485
2024-08-11,47.55787636945544
2024-08-12,47.55787636945544
2024-08-13,48.422565030718275
2024-08-14,50.151942353243925
2024-08-15,49.2872536919811
2024-08-16,46.69318770819262
2024-08-17,45.82849904692979
2024-08-18,46.53105858420584
2024-08-19,50.368114518559636
2024-08-20,50.01683474992161
2024-08-21,50.368114518559636
2024-08-22,46.88233835284386
2024-08-23,45.747434484936406
2024-08-24,44.96381038566697
2024-08-25,46.53105858420584
2024-08-26,49.58449041929019
2024-08-27,46.88233835284386
2024-08-28,46.53105858420584
2024-08-29,46.53105858420584
2024-08-30,41.82931398858922
2024-08-31,44.96381038566697
2024-09-01,47.6659624521133
2024-09-02,48.80086632002076
2024-09-03,44.96381038566697
2024-09-04,46.09871425357443
2024-09-05,44.96381038566697
2024-09-06,44.96381038566697
2024-09-07,42.61293808785865
2024-09-08,45.747434484936406
2024-09-09,44.96381038566697
2024-09-10,44.96381038566697
2024-09-11,42.61293808785865
2024-09-12,46.88233835284386
2024-09-13,47.6659624521133
2024-09-14,46.09871425357443
2024-09-15,44.96381038566697
2024-09-16,47.6659624521133
2024-09-17,44.26125084839092
2024-09-18,47.07148899749511
2024-09-19,47.07148899749511
2024-09-20,44.26125084839092
2024-09-21,44.96381038566697
2024-09-22,44.26125084839092
2024-09-23,47.774048534771154
2024-09-24,45.66636992294301
2024-09-25,42.856131773838825
2024-09-26,45.66636992294301
2024-09-27,44.26125084839092
2024-09-28,42.856131773838825
2024-09-29,40.74845316201069
2024-09-30,45.66636992294301
2024-10-01,44.96381038566697
