Time,nets
2022-01-01,8.0
2022-01-02,17.0
2022-01-03,8.0
2022-01-04,19.0
2022-01-05,11.0
2022-01-06,36.0
2022-01-07,11.0
2022-01-08,23.0
2022-01-09,16.0
2022-01-10,9.0
2022-01-11,16.0
2022-01-12,10.0
2022-01-13,32.0
2022-01-14,13.0
2022-01-15,7.0
2022-01-16,12.0
2022-01-17,13.0
2022-01-18,7.0
2022-01-19,8.0
2022-01-20,13.0
2022-01-21,8.0
2022-01-22,14.0
2022-01-23,8.0
2022-01-24,13.0
2022-01-25,9.0
2022-01-26,24.0
2022-01-27,12.0
2022-01-28,6.0
2022-01-29,10.0
2022-01-30,29.0
2022-01-31,6.0
2022-02-01,8.0
2022-02-02,19.0
2022-02-03,16.0
2022-02-04,8.0
2022-02-05,16.0
2022-02-06,15.0
2022-02-07,10.0
2022-02-08,12.0
2022-02-09,31.0
2022-02-10,28.0
2022-02-11,32.0
2022-02-12,16.0
2022-02-13,19.0
2022-02-14,12.0
2022-02-15,32.0
2022-02-16,15.0
2022-02-17,30.0
2022-02-18,15.0
2022-02-19,6.0
2022-02-20,5.0
2022-02-21,6.0
2022-02-22,7.0
2022-02-23,7.0
2022-02-24,10.0
2022-02-25,17.0
2022-02-26,13.0
2022-02-27,34.0
2022-02-28,12.0
2022-03-01,15.0
2022-03-02,13.0
2022-03-03,11.0
2022-03-04,20.0
2022-03-05,8.0
2022-03-06,24.0
2022-03-07,10.0
2022-03-08,15.0
2022-03-09,22.0
2022-03-10,16.0
2022-03-11,59.0
2022-03-12,11.0
2022-03-13,28.0
2022-03-14,10.0
2022-03-15,13.0
2022-03-16,46.0
2022-03-17,21.0
2022-03-18,9.0
2022-03-19,17.0
2022-03-20,8.0
2022-03-21,10.0
2022-03-22,16.0
2022-03-23,12.0
2022-03-24,22.0
2022-03-25,7.0
2022-03-26,11.0
2022-03-27,30.0
2022-03-28,21.0
2022-03-29,11.0
2022-03-30,16.0
2022-03-31,13.0
2022-04-01,29.0
2022-04-02,13.0
2022-04-03,28.0
2022-04-04,9.0
2022-04-05,16.0
2022-04-06,22.0
2022-04-07,26.0
2022-04-08,13.0
2022-04-09,27.0
2022-04-10,25.0
2022-04-11,15.0
2022-04-12,29.0
2022-04-13,56.0
2022-04-14,12.0
2022-04-15,9.0
2022-04-16,14.0
2022-04-17,83.0
2022-04-18,26.0
2022-04-19,16.0
2022-04-20,34.0
2022-04-21,71.0
2022-04-22,16.0
2022-04-23,38.0
2022-04-24,100.0
2022-04-25,47.0
2022-04-26,93.0
2022-04-27,13.0
2022-04-28,8.0
2022-04-29,6.0
2022-04-30,5.0
2022-05-01,5.0
2022-05-02,4.0
2022-05-03,4.0
2022-05-04,4.0
2022-05-05,8.0
2022-05-06,4.0
2022-05-07,4.0
2022-05-08,4.0
2022-05-09,4.0
2022-05-10,4.0
2022-05-11,5.0
2022-05-12,4.0
2022-05-13,4.0
2022-05-14,4.0
2022-05-15,4.0
2022-05-16,7.0
2022-05-17,4.0
2022-05-18,4.0
2022-05-19,3.0
2022-05-20,3.0
2022-05-21,3.0
2022-05-22,4.0
2022-05-23,3.0
2022-05-24,3.0
2022-05-25,4.0
2022-05-26,4.0
2022-05-27,3.0
2022-05-28,4.0
2022-05-29,3.0
2022-05-30,4.0
2022-05-31,3.0
2022-06-01,3.0
2022-06-02,4.0
2022-06-03,4.0
2022-06-04,3.0
2022-06-05,3.0
2022-06-06,4.0
2022-06-07,3.0
2022-06-08,5.0
2022-06-09,4.0
2022-06-10,3.0
2022-06-11,4.0
2022-06-12,3.0
2022-06-13,3.0
2022-06-14,3.0
2022-06-15,3.0
2022-06-16,3.0
2022-06-17,4.0
2022-06-18,4.0
2022-06-19,3.0
2022-06-20,4.0
2022-06-21,4.0
2022-06-22,4.0
2022-06-23,5.0
2022-06-24,6.0
2022-06-25,5.0
2022-06-26,4.0
2022-06-27,7.0
2022-06-28,6.0
2022-06-29,4.0
2022-06-30,12.0
2022-07-01,12.0
2022-07-02,8.0
2022-07-03,8.0
2022-07-04,7.0
2022-07-05,7.0
2022-07-06,5.0
2022-07-07,5.0
2022-07-08,5.0
2022-07-09,5.0
2022-07-10,5.0
2022-07-11,5.0
2022-07-12,5.0
2022-07-13,4.0
2022-07-14,4.0
2022-07-15,5.0
2022-07-16,4.0
2022-07-17,4.0
2022-07-18,3.0
2022-07-19,4.0
2022-07-20,3.0
2022-07-21,3.0
2022-07-22,3.0
2022-07-23,4.0
2022-07-24,3.0
2022-07-25,4.0
2022-07-26,4.0
2022-07-27,3.0
2022-07-28,3.0
2022-07-29,3.0
2022-07-30,3.0
2022-07-31,3.0
2022-08-01,3.0
2022-08-02,3.0
2022-08-03,3.0
2022-08-04,3.0
2022-08-05,3.0
2022-08-06,3.0
2022-08-07,3.0
2022-08-08,4.0
2022-08-09,7.0
2022-08-10,5.0
2022-08-11,4.0
2022-08-12,4.0
2022-08-13,3.0
2022-08-14,3.0
2022-08-15,4.0
2022-08-16,3.0
2022-08-17,3.0
2022-08-18,3.0
2022-08-19,3.0
2022-08-20,3.0
2022-08-21,3.0
2022-08-22,3.0
2022-08-23,6.0
2022-08-24,5.0
2022-08-25,4.0
2022-08-26,4.0
2022-08-27,4.0
2022-08-28,3.0
2022-08-29,3.2142857142857144
2022-08-30,3.2142857142857144
2022-08-31,3.2142857142857144
2022-09-01,3.2142857142857144
2022-09-02,3.2142857142857144
2022-09-03,3.0
2022-09-04,3.0
2022-09-05,3.2142857142857144
2022-09-06,3.0
2022-09-07,3.0
2022-09-08,3.0
2022-09-09,3.0
2022-09-10,3.0
2022-09-11,3.0
2022-09-12,3.0
2022-09-13,3.0
2022-09-14,3.2142857142857144
2022-09-15,3.0
2022-09-16,3.0
2022-09-17,3.0
2022-09-18,3.2142857142857144
2022-09-19,3.0
2022-09-20,3.2142857142857144
2022-09-21,2.2857142857142856
2022-09-22,3.0
2022-09-23,3.0
2022-09-24,3.0
2022-09-25,3.0
2022-09-26,3.2142857142857144
2022-09-27,3.2142857142857144
2022-09-28,3.4285714285714284
2022-09-29,3.4285714285714284
2022-09-30,3.4285714285714284
2022-10-01,3.4285714285714284
2022-10-02,3.8571428571428568
2022-10-03,7.285714285714286
2022-10-04,13.285714285714285
2022-10-05,5.142857142857142
2022-10-06,6.0
2022-10-07,8.142857142857142
2022-10-08,4.714285714285714
2022-10-09,4.714285714285714
2022-10-10,4.714285714285714
2022-10-11,4.285714285714286
2022-10-12,5.142857142857142
2022-10-13,9.428571428571429
2022-10-14,5.142857142857142
2022-10-15,7.7142857142857135
2022-10-16,3.8571428571428568
2022-10-17,4.714285714285714
2022-10-18,5.571428571428571
2022-10-19,14.571428571428571
2022-10-20,34.285714285714285
2022-10-21,10.285714285714285
2022-10-22,18.0
2022-10-23,6.857142857142857
2022-10-24,9.857142857142856
2022-10-25,23.142857142857142
2022-10-26,11.571428571428571
2022-10-27,32.57142857142857
2022-10-28,30.0
2022-10-29,11.571428571428571
2022-10-30,17.57142857142857
2022-10-31,11.142857142857142
2022-11-01,39.0
2022-11-02,32.14285714285714
2022-11-03,12.428571428571427
2022-11-04,16.71428571428571
2022-11-05,21.857142857142858
2022-11-06,21.0
2022-11-07,9.428571428571429
2022-11-08,15.428571428571427
2022-11-09,11.142857142857142
2022-11-10,19.285714285714285
2022-11-11,8.142857142857142
2022-11-12,15.0
2022-11-13,13.714285714285714
2022-11-14,23.57142857142857
2022-11-15,9.0
2022-11-16,21.857142857142858
2022-11-17,10.285714285714285
2022-11-18,18.857142857142858
2022-11-19,6.857142857142857
2022-11-20,9.0
2022-11-21,19.71428571428571
2022-11-22,11.571428571428571
2022-11-23,35.57142857142857
2022-11-24,16.71428571428571
2022-11-25,6.857142857142857
2022-11-26,14.142857142857142
2022-11-27,13.714285714285714
2022-11-28,8.142857142857142
2022-11-29,12.857142857142856
2022-11-30,6.428571428571428
2022-12-01,13.285714285714285
2022-12-02,6.857142857142857
2022-12-03,14.571428571428571
2022-12-04,9.857142857142856
2022-12-05,12.428571428571427
2022-12-06,5.142857142857142
2022-12-07,6.857142857142857
2022-12-08,12.857142857142856
2022-12-09,6.428571428571428
2022-12-10,17.57142857142857
2022-12-11,15.428571428571427
2022-12-12,9.0
2022-12-13,13.285714285714285
2022-12-14,6.0
2022-12-15,5.571428571428571
2022-12-16,6.857142857142857
2022-12-17,15.428571428571427
2022-12-18,8.142857142857142
2022-12-19,12.428571428571427
2022-12-20,6.0
2022-12-21,8.571428571428571
2022-12-22,41.57142857142857
2022-12-23,11.142857142857142
2022-12-24,23.142857142857142
2022-12-25,8.571428571428571
2022-12-26,12.0
2022-12-27,23.57142857142857
2022-12-28,11.142857142857142
2022-12-29,21.857142857142858
2022-12-30,7.7142857142857135
2022-12-31,9.857142857142856
2023-01-01,18.0
2023-01-02,9.857142857142856
2023-01-03,17.57142857142857
2023-01-04,12.0
2023-01-05,21.428571428571427
2023-01-06,10.285714285714285
2023-01-07,22.285714285714285
2023-01-08,11.571428571428571
2023-01-09,16.285714285714285
2023-01-10,7.285714285714286
2023-01-11,6.428571428571428
2023-01-12,11.571428571428571
2023-01-13,21.428571428571427
2023-01-14,6.428571428571428
2023-01-15,9.857142857142856
2023-01-16,12.0
2023-01-17,9.0
2023-01-18,16.71428571428571
2023-01-19,8.142857142857142
2023-01-20,21.0
2023-01-21,15.428571428571427
2023-01-22,8.142857142857142
2023-01-23,21.857142857142858
2023-01-24,7.285714285714286
2023-01-25,9.428571428571429
2023-01-26,25.285714285714285
2023-01-27,17.142857142857142
2023-01-28,15.428571428571427
2023-01-29,17.142857142857142
2023-01-30,9.428571428571429
2023-01-31,28.71428571428571
2023-02-01,10.714285714285714
2023-02-02,23.142857142857142
2023-02-03,12.428571428571427
2023-02-04,15.0
2023-02-05,29.142857142857142
2023-02-06,18.857142857142858
2023-02-07,27.0
2023-02-08,26.142857142857142
2023-02-09,42.857142857142854
2023-02-10,33.0
2023-02-11,18.428571428571427
2023-02-12,20.57142857142857
2023-02-13,9.428571428571429
2023-02-14,15.428571428571427
2023-02-15,8.571428571428571
2023-02-16,18.0
2023-02-17,6.857142857142857
2023-02-18,5.142857142857142
2023-02-19,4.285714285714286
2023-02-20,3.8571428571428568
2023-02-21,4.285714285714286
2023-02-22,3.8571428571428568
2023-02-23,4.714285714285714
2023-02-24,7.285714285714286
2023-02-25,18.0
2023-02-26,13.285714285714285
2023-02-27,7.285714285714286
2023-02-28,7.285714285714286
2023-03-01,15.428571428571427
2023-03-02,15.0
2023-03-03,6.857142857142857
2023-03-04,19.285714285714285
2023-03-05,11.142857142857142
2023-03-06,11.571428571428571
2023-03-07,7.285714285714286
2023-03-08,11.571428571428571
2023-03-09,7.285714285714286
2023-03-10,13.714285714285714
2023-03-11,12.428571428571427
2023-03-12,15.428571428571427
2023-03-13,6.857142857142857
2023-03-14,6.857142857142857
2023-03-15,10.714285714285714
2023-03-16,7.7142857142857135
2023-03-17,9.428571428571429
2023-03-18,4.285714285714286
2023-03-19,12.428571428571427
2023-03-20,5.142857142857142
2023-03-21,8.142857142857142
2023-03-22,11.142857142857142
2023-03-23,7.7142857142857135
2023-03-24,11.142857142857142
2023-03-25,7.7142857142857135
2023-03-26,16.285714285714285
2023-03-27,6.857142857142857
2023-03-28,4.714285714285714
2023-03-29,6.428571428571428
2023-03-30,9.428571428571429
2023-03-31,6.857142857142857
2023-04-01,9.0
2023-04-02,12.428571428571427
2023-04-03,6.428571428571428
2023-04-04,6.857142857142857
2023-04-05,12.0
2023-04-06,9.428571428571429
2023-04-07,8.142857142857142
2023-04-08,10.714285714285714
2023-04-09,12.0
2023-04-10,6.428571428571428
2023-04-11,4.714285714285714
2023-04-12,4.714285714285714
2023-04-13,4.714285714285714
2023-04-14,4.714285714285714
2023-04-15,28.285714285714285
2023-04-16,9.0
2023-04-17,12.428571428571427
2023-04-18,24.428571428571427
2023-04-19,6.428571428571428
2023-04-20,11.142857142857142
2023-04-21,27.857142857142854
2023-04-22,29.142857142857142
2023-04-23,9.0
2023-04-24,5.142857142857142
2023-04-25,4.285714285714286
2023-04-26,4.227799227799228
2023-04-27,3.8050193050193046
2023-04-28,3.0637065637065635
2023-04-29,3.486486486486486
2023-04-30,4.227799227799228
2023-05-01,3.486486486486486
2023-05-02,3.8050193050193046
2023-05-03,3.3822393822393817
2023-05-04,3.0637065637065635
2023-05-05,2.959459459459459
2023-05-06,3.3822393822393817
2023-05-07,3.3822393822393817
2023-05-08,3.0637065637065635
2023-05-09,3.0637065637065635
2023-05-10,3.0637065637065635
2023-05-11,2.6409266409266405
2023-05-12,3.8050193050193046
2023-05-13,3.3822393822393817
2023-05-14,3.8050193050193046
2023-05-15,3.3822393822393817
2023-05-16,3.0637065637065635
2023-05-17,3.909266409266409
2023-05-18,2.959459459459459
2023-05-19,3.1679536679536677
2023-05-20,3.3822393822393817
2023-05-21,3.0637065637065635
2023-05-22,3.0637065637065635
2023-05-23,3.1679536679536677
2023-05-24,2.959459459459459
2023-05-25,2.6409266409266405
2023-05-26,2.71042471042471
2023-05-27,2.9189189189189184
2023-05-28,3.127413127413127
2023-05-29,2.9189189189189184
2023-05-30,3.127413127413127
2023-05-31,2.71042471042471
2023-06-01,2.71042471042471
2023-06-02,3.3359073359073355
2023-06-03,2.9189189189189184
2023-06-04,3.544401544401544
2023-06-05,2.9189189189189184
2023-06-06,2.71042471042471
2023-06-07,2.71042471042471
2023-06-08,2.9189189189189184
2023-06-09,2.9189189189189184
2023-06-10,2.71042471042471
2023-06-11,2.71042471042471
2023-06-12,2.5019305019305014
2023-06-13,3.127413127413127
2023-06-14,2.71042471042471
2023-06-15,3.127413127413127
2023-06-16,2.71042471042471
2023-06-17,2.9189189189189184
2023-06-18,3.127413127413127
2023-06-19,3.3359073359073355
2023-06-20,3.127413127413127
2023-06-21,3.127413127413127
2023-06-22,3.7528957528957525
2023-06-23,5.629343629343628
2023-06-24,3.544401544401544
2023-06-25,3.3359073359073355
2023-06-26,3.3359073359073355
2023-06-27,3.544401544401544
2023-06-28,3.127413127413127
2023-06-29,3.3359073359073355
2023-06-30,3.7528957528957525
2023-07-01,6.254826254826254
2023-07-02,5.42084942084942
2023-07-03,4.586872586872587
2023-07-04,4.1698841698841695
2023-07-05,3.544401544401544
2023-07-06,3.544401544401544
2023-07-07,4.1698841698841695
2023-07-08,4.378378378378378
2023-07-09,4.1698841698841695
2023-07-10,3.3359073359073355
2023-07-11,3.544401544401544
2023-07-12,3.127413127413127
2023-07-13,3.3359073359073355
2023-07-14,3.127413127413127
2023-07-15,3.544401544401544
