Time,justin_bieber
2022-01-01,7.0
2022-01-02,6.0
2022-01-03,5.0
2022-01-04,5.0
2022-01-05,5.0
2022-01-06,4.0
2022-01-07,5.0
2022-01-08,6.0
2022-01-09,6.0
2022-01-10,4.0
2022-01-11,4.0
2022-01-12,5.0
2022-01-13,5.0
2022-01-14,4.0
2022-01-15,6.0
2022-01-16,5.0
2022-01-17,5.0
2022-01-18,4.0
2022-01-19,4.0
2022-01-20,4.0
2022-01-21,5.0
2022-01-22,6.0
2022-01-23,5.0
2022-01-24,5.0
2022-01-25,4.0
2022-01-26,4.0
2022-01-27,4.0
2022-01-28,5.0
2022-01-29,6.0
2022-01-30,6.0
2022-01-31,5.0
2022-02-01,4.0
2022-02-02,5.0
2022-02-03,5.0
2022-02-04,8.0
2022-02-05,11.0
2022-02-06,7.0
2022-02-07,5.0
2022-02-08,5.0
2022-02-09,5.0
2022-02-10,4.0
2022-02-11,5.0
2022-02-12,9.0
2022-02-13,12.0
2022-02-14,9.0
2022-02-15,6.0
2022-02-16,6.0
2022-02-17,6.0
2022-02-18,7.0
2022-02-19,11.0
2022-02-20,12.0
2022-02-21,14.0
2022-02-22,11.0
2022-02-23,8.0
2022-02-24,6.0
2022-02-25,6.0
2022-02-26,7.0
2022-02-27,7.0
2022-02-28,6.0
2022-03-01,9.0
2022-03-02,9.0
2022-03-03,8.0
2022-03-04,7.0
2022-03-05,8.0
2022-03-06,7.0
2022-03-07,6.0
2022-03-08,8.0
2022-03-09,8.0
2022-03-10,8.0
2022-03-11,7.0
2022-03-12,9.0
2022-03-13,10.0
2022-03-14,9.0
2022-03-15,8.0
2022-03-16,8.0
2022-03-17,7.0
2022-03-18,8.0
2022-03-19,9.0
2022-03-20,9.0
2022-03-21,7.0
2022-03-22,7.0
2022-03-23,7.0
2022-03-24,6.0
2022-03-25,6.0
2022-03-26,7.0
2022-03-27,7.0
2022-03-28,5.0
2022-03-29,6.0
2022-03-30,6.0
2022-03-31,7.0
2022-04-01,7.0
2022-04-02,8.0
2022-04-03,10.0
2022-04-04,27.0
2022-04-05,11.0
2022-04-06,9.0
2022-04-07,9.0
2022-04-08,8.0
2022-04-09,10.0
2022-04-10,9.0
2022-04-11,8.0
2022-04-12,7.0
2022-04-13,9.0
2022-04-14,9.0
2022-04-15,8.0
2022-04-16,8.0
2022-04-17,9.0
2022-04-18,7.0
2022-04-19,8.0
2022-04-20,7.0
2022-04-21,7.0
2022-04-22,7.0
2022-04-23,7.0
2022-04-24,8.0
2022-04-25,7.0
2022-04-26,6.0
2022-04-27,9.0
2022-04-28,9.0
2022-04-29,9.0
2022-04-30,9.0
2022-05-01,9.0
2022-05-02,8.0
2022-05-03,7.0
2022-05-04,9.0
2022-05-05,8.0
2022-05-06,7.0
2022-05-07,8.0
2022-05-08,9.0
2022-05-09,7.0
2022-05-10,7.0
2022-05-11,6.0
2022-05-12,7.0
2022-05-13,6.0
2022-05-14,7.0
2022-05-15,7.0
2022-05-16,6.0
2022-05-17,6.0
2022-05-18,6.0
2022-05-19,6.0
2022-05-20,5.0
2022-05-21,5.0
2022-05-22,5.0
2022-05-23,5.0
2022-05-24,5.0
2022-05-25,5.0
2022-05-26,5.0
2022-05-27,5.0
2022-05-28,5.0
2022-05-29,5.0
2022-05-30,5.0
2022-05-31,4.0
2022-06-01,5.0
2022-06-02,5.0
2022-06-03,6.0
2022-06-04,6.0
2022-06-05,7.0
2022-06-06,6.0
2022-06-07,7.0
2022-06-08,8.0
2022-06-09,6.0
2022-06-10,32.0
2022-06-11,100.0
2022-06-12,53.0
2022-06-13,35.0
2022-06-14,25.0
2022-06-15,19.0
2022-06-16,18.0
2022-06-17,15.0
2022-06-18,13.0
2022-06-19,12.0
2022-06-20,9.0
2022-06-21,7.0
2022-06-22,7.0
2022-06-23,7.0
2022-06-24,7.0
2022-06-25,8.0
2022-06-26,8.0
2022-06-27,9.0
2022-06-28,8.0
2022-06-29,7.0
2022-06-30,8.0
2022-07-01,7.0
2022-07-02,8.0
2022-07-03,8.0
2022-07-04,7.0
2022-07-05,5.0
2022-07-06,5.0
2022-07-07,6.0
2022-07-08,5.0
2022-07-09,7.0
2022-07-10,6.0
2022-07-11,4.0
2022-07-12,5.0
2022-07-13,6.0
2022-07-14,6.0
2022-07-15,5.0
2022-07-16,5.0
2022-07-17,5.0
2022-07-18,5.0
2022-07-19,5.0
2022-07-20,5.0
2022-07-21,4.0
2022-07-22,5.0
2022-07-23,5.0
2022-07-24,5.0
2022-07-25,5.0
2022-07-26,5.0
2022-07-27,4.0
2022-07-28,4.0
2022-07-29,5.0
2022-07-30,4.0
2022-07-31,5.0
2022-08-01,5.0
2022-08-02,5.0
2022-08-03,4.0
2022-08-04,4.0
2022-08-05,5.0
2022-08-06,5.0
2022-08-07,5.0
2022-08-08,4.0
2022-08-09,4.0
2022-08-10,4.0
2022-08-11,4.0
2022-08-12,4.0
2022-08-13,5.0
2022-08-14,5.0
2022-08-15,4.0
2022-08-16,4.0
2022-08-17,4.0
2022-08-18,3.0
2022-08-19,4.0
2022-08-20,4.0
2022-08-21,5.0
2022-08-22,5.0
2022-08-23,4.0
2022-08-24,3.0
2022-08-25,4.0
2022-08-26,4.0
2022-08-27,4.0
2022-08-28,4.0
2022-08-29,3.6923076923076925
2022-08-30,3.0384615384615383
2022-08-31,3.0384615384615383
2022-09-01,3.0384615384615383
2022-09-02,3.6923076923076925
2022-09-03,4.0
2022-09-04,4.153846153846154
2022-09-05,4.807692307692308
2022-09-06,4.807692307692308
2022-09-07,5.769230769230769
2022-09-08,4.0
2022-09-09,4.153846153846154
2022-09-10,4.807692307692308
2022-09-11,4.0
2022-09-12,3.0384615384615383
2022-09-13,3.0384615384615383
2022-09-14,3.1923076923076925
2022-09-15,3.6923076923076925
2022-09-16,3.6923076923076925
2022-09-17,3.8461538461538463
2022-09-18,3.6923076923076925
2022-09-19,3.0384615384615383
2022-09-20,3.0384615384615383
2022-09-21,3.0384615384615383
2022-09-22,3.0384615384615383
2022-09-23,3.0384615384615383
2022-09-24,3.8461538461538463
2022-09-25,4.0
2022-09-26,3.0384615384615383
2022-09-27,3.8461538461538463
2022-09-28,5.230769230769231
2022-09-29,4.615384615384616
2022-09-30,4.307692307692308
2022-10-01,4.615384615384616
2022-10-02,4.307692307692308
2022-10-03,4.0
2022-10-04,3.6923076923076925
2022-10-05,3.6923076923076925
2022-10-06,3.6923076923076925
2022-10-07,4.615384615384616
2022-10-08,4.615384615384616
2022-10-09,4.307692307692308
2022-10-10,3.6923076923076925
2022-10-11,3.6923076923076925
2022-10-12,3.076923076923077
2022-10-13,4.0
2022-10-14,3.6923076923076925
2022-10-15,3.6923076923076925
2022-10-16,4.307692307692308
2022-10-17,4.615384615384616
2022-10-18,4.0
2022-10-19,3.6923076923076925
2022-10-20,4.0
2022-10-21,3.6923076923076925
2022-10-22,4.0
2022-10-23,4.0
2022-10-24,3.384615384615385
2022-10-25,3.384615384615385
2022-10-26,3.384615384615385
2022-10-27,3.6923076923076925
2022-10-28,3.384615384615385
2022-10-29,3.6923076923076925
2022-10-30,3.6923076923076925
2022-10-31,3.076923076923077
2022-11-01,3.384615384615385
2022-11-02,3.6923076923076925
2022-11-03,3.384615384615385
2022-11-04,4.615384615384616
2022-11-05,5.846153846153847
2022-11-06,5.230769230769231
2022-11-07,4.0
2022-11-08,4.0
2022-11-09,3.6923076923076925
2022-11-10,4.0
2022-11-11,4.0
2022-11-12,4.615384615384616
2022-11-13,4.0
2022-11-14,3.384615384615385
2022-11-15,3.384615384615385
2022-11-16,3.384615384615385
2022-11-17,3.6923076923076925
2022-11-18,3.6923076923076925
2022-11-19,4.307692307692308
2022-11-20,3.6923076923076925
2022-11-21,3.384615384615385
2022-11-22,3.6923076923076925
2022-11-23,4.0
2022-11-24,3.6923076923076925
2022-11-25,3.6923076923076925
2022-11-26,3.384615384615385
2022-11-27,4.0
2022-11-28,3.076923076923077
2022-11-29,3.076923076923077
2022-11-30,3.6923076923076925
2022-12-01,3.384615384615385
2022-12-02,3.384615384615385
2022-12-03,4.0
2022-12-04,3.384615384615385
2022-12-05,3.384615384615385
2022-12-06,3.076923076923077
2022-12-07,3.384615384615385
2022-12-08,3.6923076923076925
2022-12-09,3.384615384615385
2022-12-10,3.6923076923076925
2022-12-11,4.0
2022-12-12,3.384615384615385
2022-12-13,3.076923076923077
2022-12-14,3.076923076923077
2022-12-15,3.076923076923077
2022-12-16,3.384615384615385
2022-12-17,4.0
2022-12-18,3.6923076923076925
2022-12-19,8.307692307692308
2022-12-20,8.307692307692308
2022-12-21,5.538461538461538
2022-12-22,6.153846153846154
2022-12-23,4.923076923076923
2022-12-24,4.923076923076923
2022-12-25,4.615384615384616
2022-12-26,4.0
2022-12-27,3.384615384615385
2022-12-28,3.384615384615385
2022-12-29,3.6923076923076925
2022-12-30,3.6923076923076925
2022-12-31,3.6923076923076925
2023-01-01,4.307692307692308
2023-01-02,3.6923076923076925
2023-01-03,3.076923076923077
2023-01-04,3.076923076923077
2023-01-05,3.076923076923077
2023-01-06,3.384615384615385
2023-01-07,3.6923076923076925
2023-01-08,3.6923076923076925
2023-01-09,3.076923076923077
2023-01-10,3.076923076923077
2023-01-11,3.076923076923077
2023-01-12,3.076923076923077
2023-01-13,3.076923076923077
2023-01-14,3.384615384615385
2023-01-15,3.6923076923076925
2023-01-16,3.6923076923076925
2023-01-17,3.076923076923077
2023-01-18,3.076923076923077
2023-01-19,3.076923076923077
2023-01-20,3.384615384615385
2023-01-21,3.6923076923076925
2023-01-22,3.384615384615385
2023-01-23,2.769230769230769
2023-01-24,4.0
2023-01-25,7.0769230769230775
2023-01-26,5.846153846153847
2023-01-27,4.307692307692308
2023-01-28,4.615384615384616
2023-01-29,4.307692307692308
2023-01-30,3.384615384615385
2023-01-31,3.076923076923077
2023-02-01,3.384615384615385
2023-02-02,3.384615384615385
2023-02-03,3.6923076923076925
2023-02-04,4.0
2023-02-05,4.0
2023-02-06,4.307692307692308
2023-02-07,3.6923076923076925
2023-02-08,4.615384615384616
2023-02-09,4.307692307692308
2023-02-10,4.0
2023-02-11,4.0
2023-02-12,3.6923076923076925
2023-02-13,3.384615384615385
2023-02-14,3.076923076923077
2023-02-15,2.769230769230769
2023-02-16,3.076923076923077
2023-02-17,3.076923076923077
2023-02-18,3.6923076923076925
2023-02-19,4.0
2023-02-20,3.384615384615385
2023-02-21,3.076923076923077
2023-02-22,3.076923076923077
2023-02-23,3.384615384615385
2023-02-24,4.615384615384616
2023-02-25,6.76923076923077
2023-02-26,9.230769230769232
2023-02-27,9.230769230769232
2023-02-28,14.461538461538462
2023-03-01,20.0
2023-03-02,18.153846153846153
2023-03-03,12.615384615384617
2023-03-04,14.153846153846155
2023-03-05,26.153846153846157
2023-03-06,28.30769230769231
2023-03-07,26.76923076923077
2023-03-08,23.692307692307693
2023-03-09,26.153846153846157
2023-03-10,25.53846153846154
2023-03-11,28.923076923076923
2023-03-12,30.76923076923077
2023-03-13,22.76923076923077
2023-03-14,20.0
2023-03-15,21.53846153846154
2023-03-16,19.692307692307693
2023-03-17,18.461538461538463
2023-03-18,14.461538461538462
2023-03-19,17.846153846153847
2023-03-20,16.923076923076923
2023-03-21,9.846153846153847
2023-03-22,8.615384615384617
2023-03-23,8.923076923076923
2023-03-24,8.923076923076923
2023-03-25,8.0
2023-03-26,9.538461538461538
2023-03-27,7.0769230769230775
2023-03-28,5.846153846153847
2023-03-29,5.846153846153847
2023-03-30,6.153846153846154
2023-03-31,6.461538461538462
2023-04-01,6.76923076923077
2023-04-02,8.307692307692308
2023-04-03,6.76923076923077
2023-04-04,6.461538461538462
2023-04-05,5.846153846153847
2023-04-06,5.846153846153847
2023-04-07,5.230769230769231
2023-04-08,5.846153846153847
2023-04-09,6.76923076923077
2023-04-10,6.153846153846154
2023-04-11,5.846153846153847
2023-04-12,4.615384615384616
2023-04-13,4.307692307692308
2023-04-14,4.615384615384616
2023-04-15,4.307692307692308
2023-04-16,4.615384615384616
2023-04-17,4.307692307692308
2023-04-18,4.0
2023-04-19,4.0
2023-04-20,4.307692307692308
2023-04-21,4.307692307692308
2023-04-22,4.923076923076923
2023-04-23,5.230769230769231
2023-04-24,7.0769230769230775
2023-04-25,5.538461538461538
2023-04-26,3.696571327056316
2023-04-27,3.696571327056316
2023-04-28,3.636880440575591
2023-04-29,3.9697992538639193
2023-04-30,4.635636880440575
2023-05-01,4.302718067152248
2023-05-02,4.908864807248179
2023-05-03,3.9697992538639193
2023-05-04,3.636880440575591
2023-05-05,3.9697992538639193
2023-05-06,4.302718067152248
2023-05-07,4.302718067152248
2023-05-08,3.636880440575591
2023-05-09,3.4233434002487124
2023-05-10,3.4233434002487124
2023-05-11,3.4233434002487124
2023-05-12,3.483034286729437
2023-05-13,3.7562622135370405
2023-05-14,3.9697992538639193
2023-05-15,3.9697992538639193
2023-05-16,3.483034286729437
2023-05-17,3.4233434002487124
2023-05-18,3.483034286729437
2023-05-19,3.696571327056316
2023-05-20,3.9697992538639193
2023-05-21,3.696571327056316
2023-05-22,3.3636525137679874
2023-05-23,3.3636525137679874
2023-05-24,3.4233434002487124
2023-05-25,3.4233434002487124
2023-05-26,3.3426896429205897
2023-05-27,3.939598507727838
2023-05-28,3.8202167347663885
2023-05-29,4.178362053650737
2023-05-30,3.7008349618049388
2023-05-31,3.3426896429205897
2023-06-01,4.655889145496536
2023-06-02,3.581453188843489
2023-06-03,3.8202167347663885
2023-06-04,4.058980280689288
2023-06-05,3.4620714158820394
2023-06-06,3.4620714158820394
2023-06-07,4.058980280689288
2023-06-08,3.939598507727838
2023-06-09,3.7008349618049388
2023-06-10,4.058980280689288
2023-06-11,4.058980280689288
2023-06-12,3.4620714158820394
2023-06-13,2.984544324036241
2023-06-14,3.3426896429205897
2023-06-15,3.3426896429205897
2023-06-16,3.4620714158820394
2023-06-17,4.058980280689288
2023-06-18,4.4171255995736365
2023-06-19,3.4620714158820394
2023-06-20,3.581453188843489
2023-06-21,3.581453188843489
2023-06-22,3.2233078699591404
2023-06-23,3.581453188843489
2023-06-24,3.8202167347663885
2023-06-25,4.058980280689288
2023-06-26,3.581453188843489
2023-06-27,3.4620714158820394
2023-06-28,2.984544324036241
2023-06-29,3.1039260969976907
2023-06-30,3.1039260969976907
2023-07-01,3.4620714158820394
2023-07-02,3.939598507727838
2023-07-03,3.7008349618049388
2023-07-04,3.7008349618049388
2023-07-05,3.1039260969976907
2023-07-06,3.1039260969976907
2023-07-07,3.939598507727838
2023-07-08,4.058980280689288
2023-07-09,3.7008349618049388
2023-07-10,3.3426896429205897
2023-07-11,3.3426896429205897
2023-07-12,3.1039260969976907
2023-07-13,3.2233078699591404
2023-07-14,3.4620714158820394
2023-07-15,3.7008349618049388
2023-07-16,3.8202167347663885
2023-07-17,3.1039260969976907
2023-07-18,3.3426896429205897
2023-07-19,3.3426896429205897
2023-07-20,3.3426896429205897
2023-07-21,3.1039260969976907
2023-07-22,4.058980280689288
2023-07-23,4.178362053650737
2023-07-24,3.1039260969976907
2023-07-25,3.3426896429205897
2023-07-26,3.1039260969976907
2023-07-27,3.3426896429205897
2023-07-28,3.3426896429205897
2023-07-29,3.939598507727838
2023-07-30,4.178362053650737
2023-07-31,3.3426896429205897
2023-08-01,3.2233078699591404
2023-08-02,3.2233078699591404
2023-08-03,3.3426896429205897
2023-08-04,3.3426896429205897
2023-08-05,4.4171255995736365
2023-08-06,4.4171255995736365
2023-08-07,3.7008349618049388
2023-08-08,3.4620714158820394
2023-08-09,3.3426896429205897
2023-08-10,3.2233078699591404
2023-08-11,3.4620714158820394
2023-08-12,3.8202167347663885
2023-08-13,3.8202167347663885
2023-08-14,2.984544324036241
2023-08-15,3.3426896429205897
2023-08-16,3.2233078699591404
2023-08-17,3.1039260969976907
2023-08-18,4.058980280689288
2023-08-19,7.640433469532777
2023-08-20,6.446615739918281
2023-08-21,3.4620714158820394
2023-08-22,5.730325102149583
2023-08-23,6.327233966956831
2023-08-24,3.939598507727838
2023-08-25,5.252798010303784
2023-08-26,7.4016699236098775
2023-08-27,6.56599751287973
2023-08-28,4.775270918457986
2023-08-29,4.536507372535087
2023-08-30,4.655889145496536
2023-08-31,4.4171255995736365
2023-09-01,4.058980280689288
2023-09-02,5.372179783265234
2023-09-03,4.894652691419435
2023-09-04,4.536507372535087
2023-09-05,3.581453188843489
2023-09-06,3.581453188843489
2023-09-07,3.7008349618049388
2023-09-08,3.4620714158820394
2023-09-09,3.8202167347663885
2023-09-10,3.8202167347663885
2023-09-11,2.984544324036241
2023-09-12,2.8651625510747913
2023-09-13,4.297743826612187
2023-09-14,4.178362053650737
2023-09-15,3.939598507727838
2023-09-16,4.4171255995736365
2023-09-17,4.297743826612187
2023-09-18,3.4620714158820394
2023-09-19,3.581453188843489
2023-09-20,3.2233078699591404
2023-09-21,3.3426896429205897
2023-09-22,2.984544324036241
2023-09-23,3.8202167347663885
2023-09-24,4.178362053650737
2023-09-25,2.984544324036241
2023-09-26,3.1039260969976907
2023-09-27,3.2233078699591404
2023-09-28,2.984544324036241
2023-09-29,2.984544324036241
2023-09-30,3.4620714158820394
2023-10-01,3.4620714158820394
2023-10-02,2.8651625510747913
2023-10-03,3.2233078699591404
2023-10-04,2.984544324036241
2023-10-05,2.8651625510747913
2023-10-06,3.7008349618049388
2023-10-07,3.7008349618049388
2023-10-08,3.7008349618049388
2023-10-09,3.4620714158820394
2023-10-10,3.8202167347663885
2023-10-11,3.8202167347663885
2023-10-12,3.939598507727838
2023-10-13,3.581453188843489
2023-10-14,3.939598507727838
2023-10-15,4.058980280689288
2023-10-16,3.4620714158820394
2023-10-17,3.581453188843489
2023-10-18,3.581453188843489
2023-10-19,3.8202167347663885
2023-10-20,4.297743826612187
2023-10-21,4.297743826612187
2023-10-22,4.058980280689288
2023-10-23,3.4620714158820394
2023-10-24,3.3426896429205897
2023-10-25,3.8202167347663885
2023-10-26,4.655889145496536
2023-10-27,4.655889145496536
2023-10-28,5.610943329188133
2023-10-29,5.252798010303784
2023-10-30,4.297743826612187
2023-10-31,4.058980280689288
2023-11-01,3.581453188843489
2023-11-02,3.8202167347663885
2023-11-03,4.655889145496536
2023-11-04,4.775270918457986
2023-11-05,4.4171255995736365
2023-11-06,3.4620714158820394
2023-11-07,4.058980280689288
2023-11-08,3.581453188843489
2023-11-09,3.2233078699591404
2023-11-10,3.581453188843489
2023-11-11,4.178362053650737
2023-11-12,3.8202167347663885
2023-11-13,3.3426896429205897
2023-11-14,3.2233078699591404
2023-11-15,3.4620714158820394
2023-11-16,3.2233078699591404
2023-11-17,3.4620714158820394
2023-11-18,4.4171255995736365
2023-11-19,4.297743826612187
2023-11-20,3.581453188843489
2023-11-21,3.3426896429205897
2023-11-22,3.4620714158820394
2023-11-23,4.058980280689288
2023-11-24,3.939598507727838
2023-11-25,4.297743826612187
2023-11-26,6.685379285841179
2023-11-27,3.8202167347663885
2023-11-28,3.8202167347663885
2023-11-29,4.297743826612187
2023-11-30,4.536507372535087
2023-12-01,4.4171255995736365
2023-12-02,5.0140344643808845
2023-12-03,4.058980280689288
2023-12-04,3.4620714158820394
2023-12-05,4.655889145496536
2023-12-06,5.252798010303784
2023-12-07,4.775270918457986
2023-12-08,5.372179783265234
2023-12-09,7.759815242494226
2023-12-10,11.938177296144964
2023-12-11,9.192396518031622
2023-12-12,3.7008349618049388
2023-12-13,3.8202167347663885
2023-12-14,3.7008349618049388
2023-12-15,4.536507372535087
2023-12-16,4.894652691419435
2023-12-17,5.133416237342335
2023-12-18,4.536507372535087
2023-12-19,4.894652691419435
2023-12-20,4.058980280689288
2023-12-21,4.178362053650737
2023-12-22,4.455240147271421
