Time,walmart_near_me
2022-08-03,34.0
2022-08-04,36.0
2022-08-05,41.0
2022-08-06,51.0
2022-08-07,51.0
2022-08-08,37.0
2022-08-09,33.0
2022-08-10,35.0
2022-08-11,34.0
2022-08-12,39.0
2022-08-13,51.0
2022-08-14,49.0
2022-08-15,35.0
2022-08-16,35.0
2022-08-17,32.0
2022-08-18,35.0
2022-08-19,37.0
2022-08-20,51.0
2022-08-21,46.0
2022-08-22,33.0
2022-08-23,30.0
2022-08-24,29.0
2022-08-25,31.0
2022-08-26,35.0
2022-08-27,48.0
2022-08-28,44.0
2022-08-29,29.465723612622416
2022-08-30,28.465723612622416
2022-08-31,27.11479869423286
2022-09-01,29.465723612622416
2022-09-02,35.369423286180634
2022-09-03,51.027747551686616
2022-09-04,50.527747551686616
2022-09-05,47.82589771490751
2022-09-06,30.81664853101197
2022-09-07,27.11479869423286
2022-09-08,27.11479869423286
2022-09-09,28.965723612622416
2022-09-10,42.77312295973884
2022-09-11,39.07127312295974
2022-09-12,25.763873775843308
2022-09-13,25.763873775843308
2022-09-14,25.763873775843308
2022-09-15,28.965723612622416
2022-09-16,32.16757344940152
2022-09-17,45.97497279651795
2022-09-18,37.720348204570186
2022-09-19,27.11479869423286
2022-09-20,25.263873775843308
2022-09-21,25.263873775843308
2022-09-22,28.965723612622416
2022-09-23,32.16757344940152
2022-09-24,47.82589771490751
2022-09-25,40.42219804134929
2022-09-26,28.465723612622416
2022-09-27,28.965723612622416
2022-09-28,32.335146898803046
2022-09-29,35.73884657236126
2022-09-30,35.73884657236126
2022-10-01,44.2480957562568
2022-10-02,40.84439608269859
2022-10-03,28.93144722524483
2022-10-04,27.229597388465724
2022-10-05,28.93144722524483
2022-10-06,28.93144722524483
2022-10-07,35.73884657236126
2022-10-08,47.65179542981502
2022-10-09,40.84439608269859
2022-10-10,30.63329706202394
2022-10-11,27.229597388465724
2022-10-12,27.229597388465724
2022-10-13,27.229597388465724
2022-10-14,30.63329706202394
2022-10-15,44.2480957562568
2022-10-16,39.142546245919476
2022-10-17,28.93144722524483
2022-10-18,27.229597388465724
2022-10-19,27.229597388465724
2022-10-20,28.93144722524483
2022-10-21,32.335146898803046
2022-10-22,44.2480957562568
2022-10-23,39.142546245919476
2022-10-24,27.229597388465724
2022-10-25,27.229597388465724
2022-10-26,27.229597388465724
2022-10-27,30.63329706202394
2022-10-28,35.73884657236126
2022-10-29,49.35364526659412
2022-10-30,42.54624591947769
2022-10-31,30.63329706202394
2022-11-01,25.527747551686616
2022-11-02,23.82589771490751
2022-11-03,25.527747551686616
2022-11-04,28.93144722524483
2022-11-05,40.84439608269859
2022-11-06,37.44069640914037
2022-11-07,27.229597388465724
2022-11-08,23.82589771490751
2022-11-09,23.82589771490751
2022-11-10,28.93144722524483
2022-11-11,34.03699673558216
2022-11-12,40.84439608269859
2022-11-13,37.44069640914037
2022-11-14,27.229597388465724
2022-11-15,27.229597388465724
2022-11-16,25.527747551686616
2022-11-17,27.229597388465724
2022-11-18,30.63329706202394
2022-11-19,44.2480957562568
2022-11-20,40.84439608269859
2022-11-21,32.335146898803046
2022-11-22,32.335146898803046
2022-11-23,49.35364526659412
2022-11-24,136.14798694232863
2022-11-25,59.56474428726877
2022-11-26,39.142546245919476
2022-11-27,35.73884657236126
2022-11-28,25.527747551686616
2022-11-29,23.82589771490751
2022-11-30,23.82589771490751
2022-12-01,27.229597388465724
2022-12-02,28.93144722524483
2022-12-03,40.84439608269859
2022-12-04,37.44069640914037
2022-12-05,27.229597388465724
2022-12-06,25.527747551686616
2022-12-07,25.527747551686616
2022-12-08,25.527747551686616
2022-12-09,28.93144722524483
2022-12-10,40.84439608269859
2022-12-11,40.84439608269859
2022-12-12,28.93144722524483
2022-12-13,27.229597388465724
2022-12-14,30.63329706202394
2022-12-15,28.93144722524483
2022-12-16,34.03699673558216
2022-12-17,45.949945593035906
2022-12-18,44.2480957562568
2022-12-19,37.44069640914037
2022-12-20,39.142546245919476
2022-12-21,42.54624591947769
2022-12-22,45.949945593035906
2022-12-23,59.56474428726877
2022-12-24,112.32208922742112
2022-12-25,170.18498367791076
2022-12-26,59.56474428726877
2022-12-27,37.44069640914037
2022-12-28,34.03699673558216
2022-12-29,34.03699673558216
2022-12-30,37.44069640914037
2022-12-31,54.45919477693145
2023-01-01,68.07399347116431
2023-01-02,39.142546245919476
2023-01-03,27.229597388465724
2023-01-04,25.527747551686616
2023-01-05,25.527747551686616
2023-01-06,25.527747551686616
2023-01-07,35.73884657236126
2023-01-08,32.335146898803046
2023-01-09,23.82589771490751
2023-01-10,22.1240478781284
2023-01-11,22.1240478781284
2023-01-12,22.1240478781284
2023-01-13,25.527747551686616
2023-01-14,30.63329706202394
2023-01-15,30.63329706202394
2023-01-16,28.93144722524483
2023-01-17,22.1240478781284
2023-01-18,22.1240478781284
2023-01-19,23.82589771490751
2023-01-20,22.1240478781284
2023-01-21,30.63329706202394
2023-01-22,27.229597388465724
2023-01-23,22.1240478781284
2023-01-24,22.1240478781284
2023-01-25,18.720348204570186
2023-01-26,22.1240478781284
2023-01-27,23.82589771490751
2023-01-28,32.335146898803046
2023-01-29,28.93144722524483
2023-01-30,22.1240478781284
2023-01-31,23.82589771490751
2023-02-01,22.1240478781284
2023-02-02,23.82589771490751
2023-02-03,25.527747551686616
2023-02-04,34.03699673558216
2023-02-05,32.335146898803046
2023-02-06,22.1240478781284
2023-02-07,23.82589771490751
2023-02-08,20.422198041349294
2023-02-09,22.1240478781284
2023-02-10,23.82589771490751
2023-02-11,37.44069640914037
2023-02-12,32.335146898803046
2023-02-13,25.527747551686616
2023-02-14,27.229597388465724
2023-02-15,20.422198041349294
2023-02-16,22.1240478781284
2023-02-17,28.93144722524483
2023-02-18,39.142546245919476
2023-02-19,34.03699673558216
2023-02-20,25.527747551686616
2023-02-21,23.82589771490751
2023-02-22,20.422198041349294
2023-02-23,23.82589771490751
2023-02-24,27.229597388465724
2023-02-25,37.44069640914037
2023-02-26,37.44069640914037
2023-02-27,23.82589771490751
2023-02-28,22.1240478781284
2023-03-01,23.82589771490751
2023-03-02,23.82589771490751
2023-03-03,25.527747551686616
2023-03-04,39.142546245919476
2023-03-05,37.44069640914037
2023-03-06,23.82589771490751
2023-03-07,23.82589771490751
2023-03-08,22.1240478781284
2023-03-09,23.82589771490751
2023-03-10,25.527747551686616
2023-03-11,39.142546245919476
2023-03-12,37.44069640914037
2023-03-13,25.527747551686616
2023-03-14,27.229597388465724
2023-03-15,23.82589771490751
2023-03-16,25.527747551686616
2023-03-17,28.93144722524483
2023-03-18,37.44069640914037
2023-03-19,35.73884657236126
2023-03-20,25.527747551686616
2023-03-21,25.527747551686616
2023-03-22,23.82589771490751
2023-03-23,25.527747551686616
2023-03-24,28.93144722524483
2023-03-25,37.44069640914037
2023-03-26,35.73884657236126
2023-03-27,25.527747551686616
2023-03-28,22.1240478781284
2023-03-29,22.1240478781284
2023-03-30,22.1240478781284
2023-03-31,27.229597388465724
2023-04-01,40.84439608269859
2023-04-02,37.44069640914037
2023-04-03,25.527747551686616
2023-04-04,25.527747551686616
2023-04-05,23.82589771490751
2023-04-06,27.229597388465724
2023-04-07,35.73884657236126
2023-04-08,45.949945593035906
2023-04-09,93.60174102285093
2023-04-10,34.03699673558216
2023-04-11,25.527747551686616
2023-04-12,25.527747551686616
2023-04-13,25.527747551686616
2023-04-14,30.63329706202394
2023-04-15,40.84439608269859
2023-04-16,35.73884657236126
2023-04-17,23.82589771490751
2023-04-18,23.82589771490751
2023-04-19,22.1240478781284
2023-04-20,23.82589771490751
2023-04-21,27.229597388465724
2023-04-22,40.84439608269859
2023-04-23,34.03699673558216
2023-04-24,22.1240478781284
2023-04-25,22.1240478781284
2023-04-26,22.205539574098893
2023-04-27,23.852429894990923
2023-04-28,26.295285618385435
2023-04-29,40.32133310391124
2023-04-30,34.5297372228456
2023-05-01,23.852429894990923
2023-05-02,24.6483952974934
2023-05-03,23.852429894990923
2023-05-04,25.499320215882953
2023-05-05,27.146210536774987
2023-05-06,38.67444278301921
2023-05-07,36.176627543737624
2023-05-08,25.499320215882953
2023-05-09,22.205539574098893
2023-05-10,23.852429894990923
2023-05-11,23.852429894990923
2023-05-12,30.439991178559048
2023-05-13,42.764188827305745
2023-05-14,40.32133310391124
2023-05-15,27.146210536774987
2023-05-16,25.499320215882953
2023-05-17,25.499320215882953
2023-05-18,25.499320215882953
2023-05-19,29.589066260169496
2023-05-20,44.411079148197786
2023-05-21,39.47040818552169
2023-05-22,27.146210536774987
2023-05-23,27.146210536774987
2023-05-24,25.499320215882953
2023-05-25,27.146210536774987
2023-05-26,36.614408515113986
2023-05-27,46.16599334514372
2023-05-28,47.757924150148675
2023-05-29,49.34985495515363
2023-05-30,28.654754490089207
2023-05-31,27.06282368508425
2023-06-01,30.24668529509416
2023-06-02,35.02247771010903
2023-06-03,46.16599334514372
2023-06-04,42.982131735133805
2023-06-05,31.838616100099117
2023-06-06,27.06282368508425
2023-06-07,30.24668529509416
2023-06-08,28.654754490089207
2023-06-09,33.43054690510407
2023-06-10,42.982131735133805
2023-06-11,41.390200930128856
2023-06-12,31.838616100099117
2023-06-13,27.06282368508425
2023-06-14,28.654754490089207
2023-06-15,30.24668529509416
2023-06-16,38.20633932011894
2023-06-17,49.34985495515363
2023-06-18,46.16599334514372
2023-06-19,35.02247771010903
2023-06-20,30.24668529509416
2023-06-21,28.654754490089207
2023-06-22,30.24668529509416
2023-06-23,33.43054690510407
2023-06-24,47.757924150148675
2023-06-25,44.57406254013876
2023-06-26,33.43054690510407
2023-06-27,28.654754490089207
2023-06-28,30.24668529509416
2023-06-29,33.43054690510407
2023-06-30,38.20633932011894
2023-07-01,50.94178576015859
2023-07-02,52.533716565163544
2023-07-03,47.757924150148675
2023-07-04,68.4530246152131
2023-07-05,36.614408515113986
2023-07-06,35.02247771010903
2023-07-07,36.614408515113986
2023-07-08,46.16599334514372
2023-07-09,39.7982701251239
2023-07-10,30.24668529509416
2023-07-11,28.654754490089207
2023-07-12,28.654754490089207
2023-07-13,28.654754490089207
2023-07-14,33.43054690510407
2023-07-15,46.16599334514372
2023-07-16,41.390200930128856
2023-07-17,30.24668529509416
2023-07-18,27.06282368508425
2023-07-19,25.470892880079294
2023-07-20,28.654754490089207
2023-07-21,33.43054690510407
2023-07-22,44.57406254013876
2023-07-23,39.7982701251239
2023-07-24,31.838616100099117
2023-07-25,25.470892880079294
2023-07-26,27.06282368508425
2023-07-27,25.470892880079294
2023-07-28,31.838616100099117
2023-07-29,46.16599334514372
2023-07-30,38.20633932011894
2023-07-31,30.24668529509416
2023-08-01,27.06282368508425
2023-08-02,27.06282368508425
2023-08-03,30.24668529509416
2023-08-04,33.43054690510407
2023-08-05,44.57406254013876
2023-08-06,39.7982701251239
2023-08-07,30.24668529509416
2023-08-08,27.06282368508425
2023-08-09,27.06282368508425
2023-08-10,28.654754490089207
2023-08-11,33.43054690510407
2023-08-12,44.57406254013876
2023-08-13,41.390200930128856
2023-08-14,28.654754490089207
2023-08-15,25.470892880079294
2023-08-16,27.06282368508425
2023-08-17,28.654754490089207
2023-08-18,31.838616100099117
2023-08-19,44.57406254013876
2023-08-20,38.20633932011894
2023-08-21,27.06282368508425
2023-08-22,25.470892880079294
2023-08-23,25.470892880079294
2023-08-24,25.470892880079294
2023-08-25,27.06282368508425
2023-08-26,39.7982701251239
2023-08-27,35.02247771010903
2023-08-28,25.470892880079294
2023-08-29,25.470892880079294
2023-08-30,27.06282368508425
2023-08-31,25.470892880079294
2023-09-01,31.838616100099117
2023-09-02,42.982131735133805
2023-09-03,41.390200930128856
2023-09-04,42.982131735133805
2023-09-05,23.878962075074337
2023-09-06,22.28703127006938
2023-09-07,22.28703127006938
2023-09-08,25.470892880079294
2023-09-09,36.614408515113986
2023-09-10,31.838616100099117
2023-09-11,22.28703127006938
2023-09-12,20.695100465064428
2023-09-13,20.695100465064428
2023-09-14,22.28703127006938
2023-09-15,25.470892880079294
2023-09-16,36.614408515113986
2023-09-17,30.24668529509416
2023-09-18,22.28703127006938
2023-09-19,20.695100465064428
2023-09-20,22.28703127006938
2023-09-21,23.878962075074337
2023-09-22,27.06282368508425
2023-09-23,36.614408515113986
2023-09-24,30.24668529509416
2023-09-25,22.28703127006938
2023-09-26,20.695100465064428
2023-09-27,22.28703127006938
2023-09-28,23.878962075074337
2023-09-29,27.06282368508425
2023-09-30,38.20633932011894
2023-10-01,31.838616100099117
2023-10-02,22.28703127006938
2023-10-03,23.878962075074337
2023-10-04,22.28703127006938
2023-10-05,23.878962075074337
2023-10-06,27.06282368508425
2023-10-07,39.7982701251239
2023-10-08,33.43054690510407
2023-10-09,25.470892880079294
2023-10-10,22.28703127006938
2023-10-11,22.28703127006938
2023-10-12,23.878962075074337
2023-10-13,28.654754490089207
2023-10-14,38.20633932011894
2023-10-15,33.43054690510407
2023-10-16,22.28703127006938
2023-10-17,22.28703127006938
2023-10-18,22.28703127006938
2023-10-19,22.28703127006938
2023-10-20,25.470892880079294
2023-10-21,36.614408515113986
2023-10-22,31.838616100099117
2023-10-23,22.28703127006938
2023-10-24,22.28703127006938
2023-10-25,22.28703127006938
2023-10-26,23.878962075074337
2023-10-27,27.06282368508425
2023-10-28,39.7982701251239
2023-10-29,31.838616100099117
2023-10-30,25.470892880079294
2023-10-31,25.470892880079294
2023-11-01,19.10316966005947
2023-11-02,22.28703127006938
2023-11-03,23.878962075074337
2023-11-04,33.43054690510407
2023-11-05,31.838616100099117
2023-11-06,20.695100465064428
2023-11-07,20.695100465064428
2023-11-08,20.695100465064428
2023-11-09,22.28703127006938
2023-11-10,27.06282368508425
2023-11-11,36.614408515113986
2023-11-12,33.43054690510407
2023-11-13,23.878962075074337
2023-11-14,22.28703127006938
2023-11-15,22.28703127006938
2023-11-16,22.28703127006938
2023-11-17,23.878962075074337
2023-11-18,35.02247771010903
2023-11-19,33.43054690510407
2023-11-20,27.06282368508425
2023-11-21,27.06282368508425
2023-11-22,42.982131735133805
2023-11-23,159.1930805004956
2023-11-24,60.49337059018832
2023-11-25,36.614408515113986
2023-11-26,31.838616100099117
2023-11-27,23.878962075074337
2023-11-28,22.28703127006938
2023-11-29,23.878962075074337
2023-11-30,22.28703127006938
2023-12-01,25.470892880079294
2023-12-02,35.02247771010903
2023-12-03,31.838616100099117
2023-12-04,23.878962075074337
2023-12-05,23.878962075074337
2023-12-06,22.28703127006938
2023-12-07,23.878962075074337
2023-12-08,27.06282368508425
2023-12-09,35.02247771010903
2023-12-10,35.02247771010903
2023-12-11,25.470892880079294
2023-12-12,23.878962075074337
2023-12-13,23.878962075074337
2023-12-14,23.878962075074337
2023-12-15,27.06282368508425
2023-12-16,38.20633932011894
2023-12-17,36.614408515113986
2023-12-18,25.470892880079294
2023-12-19,27.06282368508425
2023-12-20,28.654754490089207
2023-12-21,33.43054690510407
2023-12-22,42.982131735133805
2023-12-23,58.75671880291019
2023-12-24,104.63327018350756
2023-12-25,130.3936050281332
2023-12-26,40.087712089670255
2023-12-27,28.654754490089207
2023-12-28,28.654754490089207
2023-12-29,30.101964312820982
2023-12-30,34.44359378101632
2023-12-31,49.422215446290224
2024-01-01,62.30238286860305
2024-01-02,28.654754490089207
2024-01-03,23.66188060166457
2024-01-04,22.214670778932792
2024-01-05,23.66188060166457
2024-01-06,27.20754466735743
2024-01-07,25.760334844625653
2024-01-08,20.767460956201017
2024-01-09,18.669006713239938
2024-01-10,19.320251133469238
2024-01-11,22.214670778932792
2024-01-12,22.214670778932792
2024-01-13,28.654754490089207
2024-01-14,27.20754466735743
2024-01-15,22.865915199162096
2024-01-16,19.320251133469238
2024-01-17,20.116216535971716
2024-01-18,19.320251133469238
2024-01-19,22.214670778932792
2024-01-20,28.003510069859907
2024-01-21,23.444799128254807
2024-01-22,19.537332606879005
2024-01-23,18.234843766420404
2024-01-24,19.537332606879005
2024-01-25,18.234843766420404
2024-01-26,18.234843766420404
2024-01-27,24.747287968713408
2024-01-28,22.142310287796207
2024-01-29,16.932354925961803
2024-01-30,16.932354925961803
2024-01-31,16.932354925961803
2024-02-01,15.629866085503204
2024-02-02,19.537332606879005
2024-02-03,23.444799128254807
2024-02-04,24.747287968713408
2024-02-05,16.932354925961803
2024-02-06,16.932354925961803
2024-02-07,18.234843766420404
2024-02-08,16.932354925961803
2024-02-09,18.234843766420404
2024-02-10,24.747287968713408
2024-02-11,23.444799128254807
2024-02-12,15.629866085503204
2024-02-13,19.537332606879005
2024-02-14,20.839821447337606
2024-02-15,18.234843766420404
2024-02-16,19.537332606879005
2024-02-17,27.352265649630606
2024-02-18,23.444799128254807
2024-02-19,20.839821447337606
2024-02-20,16.932354925961803
2024-02-21,15.629866085503204
2024-02-22,16.932354925961803
2024-02-23,19.537332606879005
2024-02-24,26.04977680917201
2024-02-25,24.747287968713408
2024-02-26,16.932354925961803
2024-02-27,15.629866085503204
2024-02-28,16.932354925961803
2024-02-29,18.234843766420404
2024-03-01,19.537332606879005
2024-03-02,27.352265649630606
2024-03-03,26.04977680917201
2024-03-04,18.234843766420404
2024-03-05,16.932354925961803
2024-03-06,16.932354925961803
2024-03-07,16.932354925961803
2024-03-08,20.839821447337606
2024-03-09,24.747287968713408
2024-03-10,26.04977680917201
2024-03-11,18.234843766420404
2024-03-12,18.234843766420404
2024-03-13,19.537332606879005
2024-03-14,18.234843766420404
2024-03-15,19.537332606879005
2024-03-16,26.04977680917201
2024-03-17,26.04977680917201
2024-03-18,19.537332606879005
2024-03-19,16.932354925961803
2024-03-20,18.234843766420404
2024-03-21,19.537332606879005
2024-03-22,20.839821447337606
2024-03-23,27.352265649630606
2024-03-24,24.747287968713408
2024-03-25,19.537332606879005
2024-03-26,18.234843766420404
2024-03-27,18.234843766420404
2024-03-28,19.537332606879005
2024-03-29,23.444799128254807
2024-03-30,29.957243330547808
2024-03-31,71.63688622522302
2024-04-01,24.747287968713408
2024-04-02,18.234843766420404
2024-04-03,18.234843766420404
2024-04-04,18.234843766420404
2024-04-05,20.839821447337606
2024-04-06,28.654754490089207
2024-04-07,29.957243330547808
2024-04-08,26.04977680917201
2024-04-09,16.932354925961803
2024-04-10,18.234843766420404
2024-04-11,18.234843766420404
2024-04-12,18.234843766420404
2024-04-13,27.352265649630606
2024-04-14,26.04977680917201
2024-04-15,19.537332606879005
2024-04-16,16.932354925961803
2024-04-17,16.932354925961803
2024-04-18,19.537332606879005
2024-04-19,19.537332606879005
2024-04-20,28.654754490089207
2024-04-21,27.352265649630606
2024-04-22,19.537332606879005
2024-04-23,18.234843766420404
2024-04-24,16.932354925961803
2024-04-25,19.537332606879005
2024-04-26,20.839821447337606
2024-04-27,27.352265649630606
2024-04-28,24.747287968713408
2024-04-29,18.234843766420404
2024-04-30,18.234843766420404
2024-05-01,18.234843766420404
2024-05-02,19.537332606879005
2024-05-03,22.142310287796207
2024-05-04,27.352265649630606
2024-05-05,26.04977680917201
2024-05-06,18.234843766420404
2024-05-07,18.234843766420404
2024-05-08,18.234843766420404
2024-05-09,19.537332606879005
2024-05-10,20.839821447337606
2024-05-11,28.654754490089207
2024-05-12,28.654754490089207
2024-05-13,19.537332606879005
2024-05-14,18.234843766420404
2024-05-15,16.932354925961803
2024-05-16,19.537332606879005
2024-05-17,22.142310287796207
2024-05-18,29.957243330547808
2024-05-19,27.352265649630606
2024-05-20,19.537332606879005
2024-05-21,20.839821447337606
2024-05-22,18.234843766420404
2024-05-23,19.537332606879005
2024-05-24,24.747287968713408
2024-05-25,35.16719869238221
2024-05-26,31.25973217100641
2024-05-27,31.25973217100641
2024-05-28,20.839821447337606
2024-05-29,20.839821447337606
2024-05-30,20.839821447337606
2024-05-31,24.747287968713408
2024-06-01,31.25973217100641
2024-06-02,31.25973217100641
2024-06-03,20.839821447337606
2024-06-04,20.839821447337606
2024-06-05,20.839821447337606
2024-06-06,22.142310287796207
2024-06-07,22.142310287796207
2024-06-08,32.562221011465006
2024-06-09,28.654754490089207
2024-06-10,23.444799128254807
2024-06-11,22.142310287796207
2024-06-12,22.142310287796207
2024-06-13,23.444799128254807
2024-06-14,26.04977680917201
2024-06-15,32.562221011465006
2024-06-16,31.25973217100641
2024-06-17,23.444799128254807
2024-06-18,23.444799128254807
2024-06-19,23.444799128254807
2024-06-20,20.839821447337606
2024-06-21,26.04977680917201
2024-06-22,32.562221011465006
2024-06-23,31.25973217100641
2024-06-24,23.444799128254807
2024-06-25,22.142310287796207
2024-06-26,22.142310287796207
2024-06-27,22.142310287796207
2024-06-28,23.444799128254807
2024-06-29,31.25973217100641
2024-06-30,28.654754490089207
2024-07-01,26.04977680917201
2024-07-02,24.747287968713408
2024-07-03,28.654754490089207
2024-07-04,58.611997820637015
2024-07-05,36.46968753284081
2024-07-06,32.562221011465006
2024-07-07,31.25973217100641
2024-07-08,23.444799128254807
2024-07-09,23.444799128254807
2024-07-10,22.142310287796207
2024-07-11,24.747287968713408
2024-07-12,26.04977680917201
2024-07-13,32.562221011465006
2024-07-14,27.352265649630606
2024-07-15,22.142310287796207
2024-07-16,20.839821447337606
2024-07-17,22.142310287796207
2024-07-18,22.142310287796207
2024-07-19,24.747287968713408
2024-07-20,31.25973217100641
2024-07-21,27.352265649630606
2024-07-22,23.444799128254807
2024-07-23,20.839821447337606
2024-07-24,20.839821447337606
2024-07-25,23.444799128254807
2024-07-26,23.444799128254807
2024-07-27,31.25973217100641
2024-07-28,28.654754490089207
2024-07-29,20.839821447337606
2024-07-30,20.839821447337606
2024-07-31,20.839821447337606
2024-08-01,23.444799128254807
2024-08-02,24.747287968713408
2024-08-03,31.25973217100641
2024-08-04,29.957243330547808
2024-08-05,20.839821447337606
2024-08-06,20.839821447337606
2024-08-07,20.839821447337606
2024-08-08,22.142310287796207
2024-08-09,23.444799128254807
2024-08-10,31.25973217100641
2024-08-11,28.654754490089207
2024-08-12,22.142310287796207
2024-08-13,22.142310287796207
2024-08-14,19.537332606879005
2024-08-15,20.839821447337606
2024-08-16,23.444799128254807
2024-08-17,32.562221011465006
2024-08-18,28.680756989626488
2024-08-19,21.836189952334518
2024-08-20,21.184945532105218
2024-08-21,20.58688804274764
2024-08-22,19.93564362251834
2024-08-23,24.932851260865853
2024-08-24,30.52811638857095
2024-08-25,28.680756989626488
2024-08-26,20.58688804274764
2024-08-27,17.437039803344582
2024-08-28,19.337586133160762
2024-08-29,19.93564362251834
2024-08-30,23.085491861921398
2024-08-31,31.179360808800247
2024-09-01,29.93005889921337
2024-09-02,33.677964627974006
2024-09-03,19.337586133160762
2024-09-04,18.08828422357388
2024-09-05,18.08828422357388
2024-09-06,19.337586133160762
2024-09-07,26.182153170452736
2024-09-08,24.932851260865853
2024-09-09,19.337586133160762
2024-09-10,18.08828422357388
2024-09-11,18.08828422357388
2024-09-12,18.68634171293146
2024-09-13,21.184945532105218
2024-09-14,27.431455080039612
2024-09-15,26.182153170452736
2024-09-16,17.437039803344582
2024-09-17,16.745609702012203
2024-09-18,17.941724680727358
2024-09-19,20.333954638157675
2024-09-20,20.333954638157675
2024-09-21,26.31452953173346
