Time,israel
2022-07-21,23.0
2022-07-22,25.0
2022-07-23,22.0
2022-07-24,26.0
2022-07-25,23.0
2022-07-26,24.0
2022-07-27,21.0
2022-07-28,24.0
2022-07-29,21.0
2022-07-30,18.0
2022-07-31,26.0
2022-08-01,25.0
2022-08-02,23.0
2022-08-03,23.0
2022-08-04,23.0
2022-08-05,30.0
2022-08-06,34.0
2022-08-07,44.0
2022-08-08,32.0
2022-08-09,26.0
2022-08-10,25.0
2022-08-11,24.0
2022-08-12,23.0
2022-08-13,19.0
2022-08-14,26.0
2022-08-15,23.0
2022-08-16,25.0
2022-08-17,26.0
2022-08-18,23.0
2022-08-19,20.0
2022-08-20,21.0
2022-08-21,27.0
2022-08-22,22.0
2022-08-23,23.0
2022-08-24,23.0
2022-08-25,23.0
2022-08-26,22.0
2022-08-27,22.0
2022-08-28,25.0
2022-08-29,22.970588235294116
2022-08-30,24.235294117647058
2022-08-31,22.470588235294116
2022-09-01,22.470588235294116
2022-09-02,21.205882352941174
2022-09-03,19.941176470588236
2022-09-04,24.235294117647058
2022-09-05,22.970588235294116
2022-09-06,22.970588235294116
2022-09-07,24.735294117647058
2022-09-08,21.705882352941174
2022-09-09,21.205882352941174
2022-09-10,19.941176470588236
2022-09-11,26.0
2022-09-12,22.970588235294116
2022-09-13,22.470588235294116
2022-09-14,25.5
2022-09-15,24.235294117647058
2022-09-16,22.970588235294116
2022-09-17,24.235294117647058
2022-09-18,27.764705882352942
2022-09-19,26.0
2022-09-20,27.264705882352942
2022-09-21,26.0
2022-09-22,27.264705882352942
2022-09-23,24.235294117647058
2022-09-24,24.235294117647058
2022-09-25,27.764705882352942
2022-09-26,26.0
2022-09-27,24.735294117647058
2022-09-28,24.470588235294116
2022-09-29,22.941176470588232
2022-09-30,22.941176470588232
2022-10-01,19.88235294117647
2022-10-02,22.941176470588232
2022-10-03,22.941176470588232
2022-10-04,24.470588235294116
2022-10-05,26.0
2022-10-06,24.470588235294116
2022-10-07,22.941176470588232
2022-10-08,21.41176470588235
2022-10-09,27.52941176470588
2022-10-10,24.470588235294116
2022-10-11,27.52941176470588
2022-10-12,26.0
2022-10-13,26.0
2022-10-14,24.470588235294116
2022-10-15,21.41176470588235
2022-10-16,27.52941176470588
2022-10-17,26.0
2022-10-18,24.470588235294116
2022-10-19,27.52941176470588
2022-10-20,24.470588235294116
2022-10-21,24.470588235294116
2022-10-22,24.470588235294116
2022-10-23,29.05882352941176
2022-10-24,27.52941176470588
2022-10-25,29.05882352941176
2022-10-26,26.0
2022-10-27,27.52941176470588
2022-10-28,24.470588235294116
2022-10-29,24.470588235294116
2022-10-30,27.52941176470588
2022-10-31,27.52941176470588
2022-11-01,35.17647058823529
2022-11-02,45.882352941176464
2022-11-03,33.647058823529406
2022-11-04,30.588235294117645
2022-11-05,26.0
2022-11-06,26.0
2022-11-07,27.52941176470588
2022-11-08,29.05882352941176
2022-11-09,27.52941176470588
2022-11-10,29.05882352941176
2022-11-11,27.52941176470588
2022-11-12,32.11764705882353
2022-11-13,108.58823529411764
2022-11-14,35.17647058823529
2022-11-15,32.11764705882353
2022-11-16,30.588235294117645
2022-11-17,30.588235294117645
2022-11-18,24.470588235294116
2022-11-19,27.52941176470588
2022-11-20,27.52941176470588
2022-11-21,24.470588235294116
2022-11-22,26.0
2022-11-23,29.05882352941176
2022-11-24,22.941176470588232
2022-11-25,22.941176470588232
2022-11-26,22.941176470588232
2022-11-27,27.52941176470588
2022-11-28,27.52941176470588
2022-11-29,24.470588235294116
2022-11-30,27.52941176470588
2022-12-01,26.0
2022-12-02,24.470588235294116
2022-12-03,22.941176470588232
2022-12-04,24.470588235294116
2022-12-05,29.05882352941176
2022-12-06,22.941176470588232
2022-12-07,24.470588235294116
2022-12-08,24.470588235294116
2022-12-09,22.941176470588232
2022-12-10,21.41176470588235
2022-12-11,26.0
2022-12-12,26.0
2022-12-13,24.470588235294116
2022-12-14,26.0
2022-12-15,24.470588235294116
2022-12-16,24.470588235294116
2022-12-17,22.941176470588232
2022-12-18,27.52941176470588
2022-12-19,24.470588235294116
2022-12-20,24.470588235294116
2022-12-21,24.470588235294116
2022-12-22,22.941176470588232
2022-12-23,21.41176470588235
2022-12-24,21.41176470588235
2022-12-25,26.0
2022-12-26,22.941176470588232
2022-12-27,22.941176470588232
2022-12-28,22.941176470588232
2022-12-29,26.0
2022-12-30,24.470588235294116
2022-12-31,24.470588235294116
2023-01-01,24.470588235294116
2023-01-02,24.470588235294116
2023-01-03,22.941176470588232
2023-01-04,24.470588235294116
2023-01-05,24.470588235294116
2023-01-06,22.941176470588232
2023-01-07,21.41176470588235
2023-01-08,26.0
2023-01-09,24.470588235294116
2023-01-10,27.52941176470588
2023-01-11,26.0
2023-01-12,24.470588235294116
2023-01-13,22.941176470588232
2023-01-14,21.41176470588235
2023-01-15,26.0
2023-01-16,22.941176470588232
2023-01-17,22.941176470588232
2023-01-18,26.0
2023-01-19,24.470588235294116
2023-01-20,22.941176470588232
2023-01-21,21.41176470588235
2023-01-22,24.470588235294116
2023-01-23,26.0
2023-01-24,26.0
2023-01-25,24.470588235294116
2023-01-26,26.0
2023-01-27,29.05882352941176
2023-01-28,30.588235294117645
2023-01-29,44.35294117647059
2023-01-30,35.17647058823529
2023-01-31,30.588235294117645
2023-02-01,27.52941176470588
2023-02-02,29.05882352941176
2023-02-03,29.05882352941176
2023-02-04,26.0
2023-02-05,27.52941176470588
2023-02-06,32.11764705882353
2023-02-07,29.05882352941176
2023-02-08,26.0
2023-02-09,26.0
2023-02-10,26.0
2023-02-11,22.941176470588232
2023-02-12,32.11764705882353
2023-02-13,26.0
2023-02-14,26.0
2023-02-15,26.0
2023-02-16,24.470588235294116
2023-02-17,24.470588235294116
2023-02-18,22.941176470588232
2023-02-19,27.52941176470588
2023-02-20,29.05882352941176
2023-02-21,29.05882352941176
2023-02-22,27.52941176470588
2023-02-23,27.52941176470588
2023-02-24,27.52941176470588
2023-02-25,24.470588235294116
2023-02-26,27.52941176470588
2023-02-27,29.05882352941176
2023-02-28,27.52941176470588
2023-03-01,27.52941176470588
2023-03-02,26.0
2023-03-03,24.470588235294116
2023-03-04,29.05882352941176
2023-03-05,30.588235294117645
2023-03-06,27.52941176470588
2023-03-07,30.588235294117645
2023-03-08,26.0
2023-03-09,29.05882352941176
2023-03-10,27.52941176470588
2023-03-11,26.0
2023-03-12,39.76470588235294
2023-03-13,35.17647058823529
2023-03-14,39.76470588235294
2023-03-15,39.76470588235294
2023-03-16,29.05882352941176
2023-03-17,24.470588235294116
2023-03-18,26.0
2023-03-19,30.588235294117645
2023-03-20,26.0
2023-03-21,30.588235294117645
2023-03-22,27.52941176470588
2023-03-23,29.05882352941176
2023-03-24,29.05882352941176
2023-03-25,27.52941176470588
2023-03-26,33.647058823529406
2023-03-27,68.8235294117647
2023-03-28,48.94117647058823
2023-03-29,42.8235294117647
2023-03-30,35.17647058823529
2023-03-31,29.05882352941176
2023-04-01,29.05882352941176
2023-04-02,32.11764705882353
2023-04-03,27.52941176470588
2023-04-04,29.05882352941176
2023-04-05,33.647058823529406
2023-04-06,45.882352941176464
2023-04-07,55.05882352941176
2023-04-08,58.11764705882352
2023-04-09,152.94117647058823
2023-04-10,53.52941176470588
2023-04-11,39.76470588235294
2023-04-12,29.05882352941176
2023-04-13,27.52941176470588
2023-04-14,30.588235294117645
2023-04-15,26.0
2023-04-16,30.588235294117645
2023-04-17,27.52941176470588
2023-04-18,27.52941176470588
2023-04-19,29.05882352941176
2023-04-20,27.52941176470588
2023-04-21,26.0
2023-04-22,26.0
2023-04-23,29.05882352941176
2023-04-24,29.05882352941176
2023-04-25,30.588235294117645
2023-04-26,28.294117647058822
2023-04-27,27.52941176470588
2023-04-28,25.235294117647058
2023-04-29,25.235294117647058
2023-04-30,26.764705882352942
2023-05-01,26.0
2023-05-02,26.0
2023-05-03,26.0
2023-05-04,26.0
2023-05-05,24.470588235294116
2023-05-06,23.705882352941174
2023-05-07,26.0
2023-05-08,26.764705882352942
2023-05-09,27.52941176470588
2023-05-10,37.85294117647059
2023-05-11,29.823529411764703
2023-05-12,29.058823529411764
2023-05-13,27.52941176470588
2023-05-14,29.823529411764703
2023-05-15,29.058823529411764
2023-05-16,27.52941176470588
2023-05-17,26.764705882352942
2023-05-18,26.0
2023-05-19,26.0
2023-05-20,24.470588235294116
2023-05-21,26.0
2023-05-22,27.52941176470588
2023-05-23,26.0
2023-05-24,25.235294117647058
2023-05-25,24.470588235294116
2023-05-26,26.0
2023-05-27,26.0
2023-05-28,26.0
2023-05-29,26.0
2023-05-30,26.0
2023-05-31,26.0
2023-06-01,26.0
2023-06-02,26.0
2023-06-03,26.0
2023-06-04,26.0
2023-06-05,26.0
2023-06-06,26.0
2023-06-07,26.0
2023-06-08,26.0
2023-06-09,26.0
2023-06-10,26.0
2023-06-11,26.0
2023-06-12,26.0
2023-06-13,26.0
2023-06-14,26.0
2023-06-15,26.0
2023-06-16,26.0
2023-06-17,26.0
2023-06-18,26.0
2023-06-19,26.0
2023-06-20,26.0
2023-06-21,26.0
2023-06-22,26.0
2023-06-23,26.0
2023-06-24,26.0
2023-06-25,26.0
2023-06-26,26.0
2023-06-27,26.0
2023-06-28,26.0
2023-06-29,26.0
2023-06-30,26.0
2023-07-01,26.0
2023-07-02,26.0
2023-07-03,26.0
2023-07-04,26.0
2023-07-05,26.0
2023-07-06,26.0
2023-07-07,26.0
2023-07-08,26.0
2023-07-09,26.0
2023-07-10,26.0
2023-07-11,26.0
2023-07-12,26.0
2023-07-13,26.0
2023-07-14,26.0
2023-07-15,26.0
2023-07-16,26.0
2023-07-17,26.0
2023-07-18,26.0
2023-07-19,26.0
2023-07-20,26.0
2023-07-21,26.0
2023-07-22,26.0
2023-07-23,39.0
2023-07-24,39.0
2023-07-25,39.0
2023-07-26,26.0
2023-07-27,26.0
2023-07-28,26.0
2023-07-29,26.0
2023-07-30,26.0
2023-07-31,26.0
2023-08-01,26.0
2023-08-02,26.0
2023-08-03,26.0
2023-08-04,26.0
2023-08-05,26.0
2023-08-06,26.0
2023-08-07,26.0
2023-08-08,26.0
2023-08-09,26.0
2023-08-10,26.0
2023-08-11,26.0
2023-08-12,26.0
2023-08-13,26.0
2023-08-14,26.0
2023-08-15,26.0
2023-08-16,26.0
2023-08-17,26.0
2023-08-18,26.0
2023-08-19,26.0
2023-08-20,26.0
2023-08-21,26.0
2023-08-22,26.0
2023-08-23,26.0
2023-08-24,26.0
2023-08-25,26.0
2023-08-26,26.0
2023-08-27,26.0
2023-08-28,26.0
2023-08-29,26.0
2023-08-30,26.0
2023-08-31,26.0
2023-09-01,26.0
2023-09-02,26.0
2023-09-03,26.0
2023-09-04,26.0
2023-09-05,26.0
2023-09-06,26.0
2023-09-07,26.0
2023-09-08,26.0
2023-09-09,39.0
2023-09-10,91.0
2023-09-11,26.0
2023-09-12,26.0
2023-09-13,26.0
2023-09-14,26.0
2023-09-15,26.0
2023-09-16,26.0
2023-09-17,26.0
2023-09-18,26.0
2023-09-19,26.0
2023-09-20,26.0
2023-09-21,26.0
2023-09-22,26.0
2023-09-23,26.0
2023-09-24,26.0
2023-09-25,26.0
2023-09-26,26.0
2023-09-27,26.0
2023-09-28,26.0
2023-09-29,26.0
2023-09-30,26.0
2023-10-01,26.0
2023-10-02,26.0
2023-10-03,26.0
2023-10-04,26.0
2023-10-05,26.0
2023-10-06,26.0
2023-10-07,858.0
2023-10-08,1196.0
2023-10-09,1300.0
2023-10-10,1209.0
2023-10-11,975.0
2023-10-12,858.0
2023-10-13,806.0
2023-10-14,624.0
2023-10-15,559.0
2023-10-16,468.0
2023-10-17,429.0
2023-10-18,429.0
2023-10-19,351.0
2023-10-20,312.0
2023-10-21,247.0
2023-10-22,260.0
2023-10-23,260.0
2023-10-24,221.0
2023-10-25,208.0
2023-10-26,195.0
2023-10-27,208.0
2023-10-28,221.0
2023-10-29,208.0
2023-10-30,208.0
2023-10-31,221.0
2023-11-01,195.0
2023-11-02,182.0
2023-11-03,182.0
2023-11-04,182.0
2023-11-05,195.0
2023-11-06,182.0
2023-11-07,182.0
2023-11-08,169.0
2023-11-09,156.0
2023-11-10,156.0
2023-11-11,143.0
2023-11-12,156.0
2023-11-13,143.0
2023-11-14,169.0
2023-11-15,169.0
2023-11-16,143.0
2023-11-17,117.0
2023-11-18,117.0
2023-11-19,117.0
2023-11-20,117.0
2023-11-21,117.0
2023-11-22,117.0
2023-11-23,104.0
2023-11-24,117.0
2023-11-25,104.0
2023-11-26,117.0
2023-11-27,91.0
2023-11-28,91.0
2023-11-29,91.0
2023-11-30,91.0
2023-12-01,91.0
2023-12-02,78.0
2023-12-03,91.0
2023-12-04,91.0
2023-12-05,91.0
2023-12-06,91.0
2023-12-07,91.0
2023-12-08,91.0
2023-12-09,78.0
2023-12-10,91.0
2023-12-11,91.0
2023-12-12,91.0
2023-12-13,91.0
2023-12-14,91.0
2023-12-15,78.0
2023-12-16,78.0
2023-12-17,78.0
2023-12-18,78.0
2023-12-19,78.0
2023-12-20,78.0
2023-12-21,78.0
2023-12-22,74.72519083969465
2023-12-23,68.22519083969465
2023-12-24,77.70229007633588
2023-12-25,77.70229007633588
2023-12-26,77.70229007633588
2023-12-27,77.70229007633588
2023-12-28,65.24809160305344
2023-12-29,65.24809160305344
2023-12-30,62.270992366412216
2023-12-31,65.24809160305344
2024-01-01,65.24809160305344
2024-01-02,65.24809160305344
2024-01-03,65.24809160305344
2024-01-04,65.24809160305344
2024-01-05,62.270992366412216
2024-01-06,52.79389312977099
2024-01-07,62.270992366412216
2024-01-08,62.270992366412216
2024-01-09,62.270992366412216
2024-01-10,62.270992366412216
2024-01-11,65.24809160305344
2024-01-12,68.22519083969465
2024-01-13,52.79389312977099
2024-01-14,62.270992366412216
2024-01-15,52.79389312977099
2024-01-16,62.270992366412216
2024-01-17,62.270992366412216
2024-01-18,62.270992366412216
2024-01-19,52.79389312977099
2024-01-20,52.79389312977099
2024-01-21,59.541984732824424
2024-01-22,53.587786259541986
2024-01-23,59.541984732824424
2024-01-24,59.541984732824424
2024-01-25,53.587786259541986
2024-01-26,59.541984732824424
2024-01-27,47.63358778625954
2024-01-28,53.587786259541986
2024-01-29,47.63358778625954
2024-01-30,53.587786259541986
2024-01-31,53.587786259541986
2024-02-01,53.587786259541986
2024-02-02,47.63358778625954
2024-02-03,41.679389312977094
2024-02-04,47.63358778625954
2024-02-05,47.63358778625954
2024-02-06,47.63358778625954
2024-02-07,53.587786259541986
2024-02-08,47.63358778625954
2024-02-09,47.63358778625954
2024-02-10,41.679389312977094
2024-02-11,47.63358778625954
2024-02-12,59.541984732824424
2024-02-13,59.541984732824424
2024-02-14,53.587786259541986
2024-02-15,53.587786259541986
2024-02-16,47.63358778625954
2024-02-17,41.679389312977094
2024-02-18,53.587786259541986
2024-02-19,47.63358778625954
2024-02-20,53.587786259541986
2024-02-21,47.63358778625954
2024-02-22,47.63358778625954
2024-02-23,41.679389312977094
2024-02-24,35.725190839694655
2024-02-25,47.63358778625954
2024-02-26,53.587786259541986
2024-02-27,59.541984732824424
2024-02-28,53.587786259541986
2024-02-29,53.587786259541986
2024-03-01,53.587786259541986
2024-03-02,47.63358778625954
2024-03-03,53.587786259541986
2024-03-04,53.587786259541986
2024-03-05,47.63358778625954
2024-03-06,47.63358778625954
2024-03-07,47.63358778625954
2024-03-08,47.63358778625954
2024-03-09,41.679389312977094
2024-03-10,53.587786259541986
2024-03-11,53.587786259541986
2024-03-12,47.63358778625954
2024-03-13,47.63358778625954
2024-03-14,47.63358778625954
2024-03-15,41.679389312977094
2024-03-16,35.725190839694655
2024-03-17,41.679389312977094
2024-03-18,47.63358778625954
2024-03-19,47.63358778625954
2024-03-20,47.63358778625954
2024-03-21,47.63358778625954
2024-03-22,41.679389312977094
2024-03-23,41.679389312977094
2024-03-24,47.63358778625954
2024-03-25,53.587786259541986
2024-03-26,53.587786259541986
2024-03-27,47.63358778625954
2024-03-28,47.63358778625954
2024-03-29,47.63358778625954
2024-03-30,41.679389312977094
2024-03-31,53.587786259541986
2024-04-01,53.587786259541986
2024-04-02,59.541984732824424
2024-04-03,59.541984732824424
2024-04-04,65.49618320610686
2024-04-05,65.49618320610686
2024-04-06,59.541984732824424
2024-04-07,59.541984732824424
2024-04-08,53.587786259541986
2024-04-09,53.587786259541986
2024-04-10,53.587786259541986
2024-04-11,53.587786259541986
2024-04-12,77.40458015267176
2024-04-13,321.5267175572519
2024-04-14,595.4198473282443
2024-04-15,214.35114503816794
2024-04-16,148.85496183206106
2024-04-17,107.17557251908397
2024-04-18,95.26717557251908
2024-04-19,273.89312977099235
2024-04-20,95.26717557251908
2024-04-21,83.35877862595419
2024-04-22,71.45038167938931
2024-04-23,71.45038167938931
2024-04-24,71.45038167938931
2024-04-25,77.40458015267176
2024-04-26,71.45038167938931
2024-04-27,59.541984732824424
2024-04-28,71.45038167938931
2024-04-29,71.45038167938931
2024-04-30,77.40458015267176
2024-05-01,89.31297709923663
2024-05-02,95.26717557251908
2024-05-03,77.40458015267176
2024-05-04,65.49618320610686
2024-05-05,71.45038167938931
2024-05-06,83.35877862595419
2024-05-07,83.35877862595419
2024-05-08,77.40458015267176
2024-05-09,77.40458015267176
2024-05-10,77.40458015267176
2024-05-11,71.45038167938931
2024-05-12,77.40458015267176
2024-05-13,71.45038167938931
2024-05-14,71.45038167938931
2024-05-15,65.49618320610686
2024-05-16,59.541984732824424
2024-05-17,53.587786259541986
2024-05-18,47.63358778625954
2024-05-19,65.49618320610686
2024-05-20,71.45038167938931
2024-05-21,59.541984732824424
2024-05-22,59.541984732824424
2024-05-23,53.587786259541986
2024-05-24,47.63358778625954
2024-05-25,41.679389312977094
2024-05-26,47.63358778625954
2024-05-27,65.49618320610686
2024-05-28,71.45038167938931
2024-05-29,83.35877862595419
2024-05-30,71.45038167938931
2024-05-31,59.541984732824424
2024-06-01,47.63358778625954
2024-06-02,71.45038167938931
2024-06-03,59.541984732824424
2024-06-04,53.587786259541986
2024-06-05,53.587786259541986
2024-06-06,53.587786259541986
2024-06-07,41.679389312977094
2024-06-08,59.541984732824424
2024-06-09,65.49618320610686
2024-06-10,53.587786259541986
2024-06-11,47.63358778625954
2024-06-12,47.63358778625954
2024-06-13,41.679389312977094
2024-06-14,41.679389312977094
2024-06-15,35.725190839694655
2024-06-16,41.679389312977094
2024-06-17,47.63358778625954
2024-06-18,41.679389312977094
2024-06-19,41.679389312977094
2024-06-20,41.679389312977094
2024-06-21,47.63358778625954
2024-06-22,41.679389312977094
2024-06-23,41.679389312977094
2024-06-24,41.679389312977094
2024-06-25,41.679389312977094
2024-06-26,41.679389312977094
2024-06-27,35.725190839694655
2024-06-28,41.679389312977094
2024-06-29,35.725190839694655
2024-06-30,41.679389312977094
2024-07-01,35.725190839694655
2024-07-02,35.725190839694655
2024-07-03,35.725190839694655
2024-07-04,35.725190839694655
2024-07-05,35.725190839694655
2024-07-06,29.770992366412212
2024-07-07,41.679389312977094
2024-07-08,29.770992366412212
2024-07-09,29.770992366412212
2024-07-10,29.770992366412212
2024-07-11,35.725190839694655
2024-07-12,35.725190839694655
2024-07-13,35.725190839694655
2024-07-14,35.725190839694655
2024-07-15,35.725190839694655
2024-07-16,29.770992366412212
2024-07-17,35.725190839694655
2024-07-18,35.725190839694655
2024-07-19,41.679389312977094
2024-07-20,41.679389312977094
2024-07-21,53.587786259541986
2024-07-22,47.63358778625954
2024-07-23,47.63358778625954
2024-07-24,59.541984732824424
2024-07-25,53.587786259541986
2024-07-26,47.63358778625954
2024-07-27,65.49618320610686
2024-07-28,83.35877862595419
2024-07-29,65.49618320610686
2024-07-30,71.45038167938931
2024-07-31,83.35877862595419
2024-08-01,71.45038167938931
2024-08-02,77.40458015267176
2024-08-03,89.31297709923663
2024-08-04,95.26717557251908
2024-08-05,130.99236641221373
2024-08-06,125.0381679389313
2024-08-07,95.26717557251908
2024-08-08,77.40458015267176
2024-08-09,65.49618320610686
2024-08-10,59.541984732824424
2024-08-11,71.45038167938931
2024-08-12,89.31297709923663
2024-08-13,95.26717557251908
2024-08-14,71.45038167938931
2024-08-15,65.49618320610686
2024-08-16,59.541984732824424
2024-08-17,65.49618320610686
2024-08-18,112.86586017356618
2024-08-19,59.68088516377192
2024-08-20,54.94438046846248
2024-08-21,46.689064855816596
2024-08-22,51.425569551126046
2024-08-23,48.44847031448482
2024-08-24,37.21605546519773
2024-08-25,90.40103047499198
2024-08-26,57.92147970510369
2024-08-27,46.689064855816596
2024-08-28,46.689064855816596
2024-08-29,40.19315470183894
2024-08-30,37.21605546519773
2024-08-31,30.720145311220065
2024-09-01,59.68088516377192
2024-09-02,59.68088516377192
2024-09-03,46.689064855816596
2024-09-04,41.95256016050716
2024-09-05,41.95256016050716
2024-09-06,41.95256016050716
2024-09-07,33.69724454786129
2024-09-08,40.19315470183894
2024-09-09,48.44847031448482
2024-09-10,40.19315470183894
2024-09-11,46.689064855816596
2024-09-12,35.4566500065295
2024-09-13,30.720145311220065
2024-09-14,30.720145311220065
2024-09-15,40.19315470183894
2024-09-16,35.4566500065295
2024-09-17,63.33859651205584
2024-09-18,77.41384018140158
2024-09-19,73.89502926406514
2024-09-20,66.85740742939227
2024-09-21,56.30097467738297
2024-09-22,73.89502926406514
2024-09-23,73.89502926406514
2024-09-24,77.41384018140158
2024-09-25,70.3762183467287
2024-09-26,63.33859651205584
2024-09-27,66.85740742939227
2024-09-28,84.45146201607446
2024-09-29,80.93265109873802
2024-09-30,80.93265109873802
2024-10-01,351.88109173364353
2024-10-02,246.31676421355047
2024-10-03,154.82768036280316
2024-10-04,112.60194935476594
2024-10-05,98.5267056854202
2024-10-06,116.12076027210237
2024-10-07,119.63957118943881
2024-10-08,91.48908385074732
2024-10-09,80.93265109873802
2024-10-10,84.45146201607446
2024-10-11,66.85740742939227
2024-10-12,66.85740742939227
2024-10-13,77.41384018140158
2024-10-14,87.97027293341088
2024-10-15,70.3762183467287
2024-10-16,66.85740742939227
2024-10-17,77.41384018140158
2024-10-18,70.3762183467287
2024-10-19,59.819785594719406
2024-10-20,70.3762183467287
2024-10-21,66.85740742939227
2024-10-22,66.85740742939227
2024-10-23,63.33859651205584
2024-10-24,56.30097467738297
2024-10-25,66.85740742939227
2024-10-26,144.27124761079386
2024-10-27,77.41384018140158
2024-10-28,63.33859651205584
2024-10-29,59.819785594719406
2024-10-30,52.78216376004653
2024-10-31,49.2633528427101
2024-11-01,56.30097467738297
2024-11-02,45.74454192537366
2024-11-03,56.30097467738297
2024-11-04,52.78216376004653
2024-11-05,56.30097467738297
2024-11-06,52.78216376004653
2024-11-07,63.33859651205584
2024-11-08,63.33859651205584
2024-11-09,45.74454192537366
2024-11-10,45.74454192537366
2024-11-11,42.22573100803723
2024-11-12,52.78216376004653
2024-11-13,52.78216376004653
2024-11-14,59.819785594719406
2024-11-15,45.74454192537366
2024-11-16,35.18810917336435
2024-11-17,49.2633528427101
2024-11-18,42.22573100803723
2024-11-19,38.70692009070079
2024-11-20,45.74454192537366
2024-11-21,49.2633528427101
2024-11-22,38.70692009070079
2024-11-23,31.66929825602792
2024-11-24,38.70692009070079
2024-11-25,42.22573100803723
2024-11-26,45.74454192537366
2024-11-27,49.2633528427101
2024-11-28,35.18810917336435
2024-11-29,31.66929825602792
2024-11-30,28.150487338691484
